id,week_ending,hscp,simd_quintile,admission_type,admission_type_qf,number_admissions,average20182019,percent_variation
18668,20200719,S37000011,4,Emergency,,31,28,10.7
18669,20200719,S37000011,5,Emergency,,61,74.5,-18.1
18670,20200719,S37000012,1,Emergency,,144,169.5,-15
18671,20200719,S37000012,2,Emergency,,165,168,-1.8
18672,20200719,S37000012,3,Emergency,,113,97.5,15.9
18673,20200719,S37000012,4,Emergency,,143,131.5,8.7
18674,20200719,S37000012,5,Emergency,,291,257,13.2
18675,20200719,S37000013,1,Emergency,,87,112,-22.3
18676,20200719,S37000013,2,Emergency,,94,136.5,-31.1
18677,20200719,S37000013,3,Emergency,,76,129.5,-41.3
18678,20200719,S37000013,4,Emergency,,44,77,-42.9
18679,20200719,S37000013,5,Emergency,,32,63,-49.2
18680,20200719,S37000016,1,Emergency,,67,66.5,0.8
18681,20200719,S37000016,2,Emergency,,98,99.5,-1.5
18682,20200719,S37000016,3,Emergency,,156,160,-2.5
18683,20200719,S37000016,4,Emergency,,125,125.5,-0.4
18684,20200719,S37000016,5,Emergency,,31,27,14.8
18685,20200719,S37000017,1,Emergency,,91,98.5,-7.6
18686,20200719,S37000017,2,Emergency,,19,19.5,-2.6
18687,20200719,S37000017,3,Emergency,,19,21,-9.5
18688,20200719,S37000017,4,Emergency,,17,16.5,3
18689,20200719,S37000017,5,Emergency,,16,14,14.3
18690,20200719,S37000018,1,Emergency,,17,19.5,-12.8
18691,20200719,S37000018,2,Emergency,,82,63.5,29.1
18692,20200719,S37000018,3,Emergency,,50,45,11.1
18693,20200719,S37000018,4,Emergency,,22,27,-18.5
18694,20200719,S37000018,5,Emergency,,19,14.5,31
18695,20200719,S37000019,1,Emergency,,6,4.5,33.3
18696,20200719,S37000019,2,Emergency,,33,27,22.2
18697,20200719,S37000019,3,Emergency,,62,51.5,20.4
18698,20200719,S37000019,4,Emergency,,56,49.5,13.1
18699,20200719,S37000019,5,Emergency,,13,14.5,-10.3
18700,20200719,S37000020,1,Emergency,,165,177.5,-7
18701,20200719,S37000020,2,Emergency,,45,63.5,-29.1
18702,20200719,S37000020,3,Emergency,,40,45.5,-12.1
18703,20200719,S37000020,4,Emergency,,45,33.5,34.3
18704,20200719,S37000020,5,Emergency,,26,29.5,-11.9
18705,20200719,S37000022,2,Emergency,,5,4.5,11.1
18706,20200719,S37000022,3,Emergency,,6,11.5,-47.8
18707,20200719,S37000022,4,Emergency,,23,18,27.8
18708,20200719,S37000024,1,Emergency,,83,122,-32
18709,20200719,S37000024,2,Emergency,,83,72.5,14.5
18710,20200719,S37000024,3,Emergency,,62,55,12.7
18711,20200719,S37000024,4,Emergency,,25,42.5,-41.2
18712,20200719,S37000024,5,Emergency,,42,36.5,15.1
18713,20200719,S37000025,1,Emergency,,12,13,-7.7
18714,20200719,S37000025,2,Emergency,,37,44,-15.9
18715,20200719,S37000025,3,Emergency,,83,92,-9.8
18716,20200719,S37000025,4,Emergency,,47,59.5,-21
18717,20200719,S37000025,5,Emergency,,14,13,7.7
18718,20200719,S37000026,3,Emergency,,12,15.5,-22.6
18719,20200719,S37000026,4,Emergency,,13,16,-18.8
18720,20200719,S37000027,1,Emergency,,63,69,-8.7
18721,20200719,S37000027,2,Emergency,,85,78.5,8.3
18722,20200719,S37000027,3,Emergency,,71,59.5,19.3
18723,20200719,S37000027,4,Emergency,,41,38.5,6.5
18724,20200719,S37000027,5,Emergency,,53,57.5,-7.8
18725,20200719,S37000028,1,Emergency,,168,190.5,-11.8
18726,20200719,S37000028,2,Emergency,,165,199,-17.1
18727,20200719,S37000028,3,Emergency,,124,134,-7.5
18728,20200719,S37000028,4,Emergency,,93,104,-10.6
18729,20200719,S37000028,5,Emergency,,64,75.5,-15.2
18730,20200719,S37000029,1,Emergency,,93,92,1.1
18731,20200719,S37000029,2,Emergency,,46,53,-13.2
18732,20200719,S37000029,3,Emergency,,20,23,-13
18733,20200719,S37000029,4,Emergency,,12,9.5,26.3
18734,20200719,S37000029,5,Emergency,,6,5,20
18735,20200719,S37000030,1,Emergency,,84,75,12
18736,20200719,S37000030,2,Emergency,,144,137,5.1
18737,20200719,S37000030,3,Emergency,,82,67,22.4
18738,20200719,S37000030,4,Emergency,,53,62,-14.5
18739,20200719,S37000030,5,Emergency,,52,48.5,7.2
18740,20200719,S37000031,2,Emergency,,8,10.5,-23.8
18741,20200719,S37000031,3,Emergency,,38,47,-19.1
18742,20200719,S37000032,1,Emergency,,232,234,-0.9
18743,20200719,S37000032,2,Emergency,,199,198.5,0.3
18744,20200719,S37000032,3,Emergency,,151,166,-9
18745,20200719,S37000032,4,Emergency,,130,125.5,3.6
18746,20200719,S37000032,5,Emergency,,109,98,11.2
18747,20200719,S37000033,1,Emergency,,28,25,12
18748,20200719,S37000033,2,Emergency,,43,51.5,-16.5
18749,20200719,S37000033,3,Emergency,,98,79,24.1
18750,20200719,S37000033,4,Emergency,,101,116,-12.9
18751,20200719,S37000033,5,Emergency,,65,55.5,17.1
18752,20200719,S37000034,1,Emergency,,723,763,-5.2
18753,20200719,S37000034,2,Emergency,,201,207.5,-3.1
18754,20200719,S37000034,3,Emergency,,97,114.5,-15.3
18755,20200719,S37000034,4,Emergency,,85,103,-17.5
18756,20200719,S37000034,5,Emergency,,62,72.5,-14.5
18757,20200719,S37000035,1,Emergency,,301,343,-12.2
18758,20200719,S37000035,2,Emergency,,203,240.5,-15.6
18759,20200719,S37000035,3,Emergency,,76,107.5,-29.3
18760,20200719,S37000035,4,Emergency,,94,92.5,1.6
18761,20200719,S37000035,5,Emergency,,45,52,-13.5
18762,20200726,S37000001,1,Emergency,,55,68,-19.1
18763,20200726,S37000001,2,Emergency,,115,117,-1.7
18764,20200726,S37000001,3,Emergency,,66,64,3.1
18765,20200726,S37000001,4,Emergency,,69,47,46.8
18766,20200726,S37000001,5,Emergency,,91,104.5,-12.9
18767,20200726,S37000002,2,Emergency,,50,47.5,5.3
18768,20200726,S37000002,3,Emergency,,73,87.5,-16.6
18769,20200726,S37000002,4,Emergency,,144,149,-3.4
18770,20200726,S37000002,5,Emergency,,90,104.5,-13.9
18771,20200726,S37000003,1,Emergency,,17,18,-5.6
18772,20200726,S37000003,2,Emergency,,58,55.5,4.5
18773,20200726,S37000003,3,Emergency,,50,67.5,-25.9
18774,20200726,S37000003,4,Emergency,,53,60,-11.7
18775,20200726,S37000003,5,Emergency,,24,22,9.1
18776,20200726,S37000004,1,Emergency,,20,16.5,21.2
18777,20200726,S37000004,2,Emergency,,29,28.5,1.8
18778,20200726,S37000004,3,Emergency,,58,68,-14.7
18779,20200726,S37000004,4,Emergency,,28,34.5,-18.8
18780,20200726,S37000004,5,Emergency,,10,17,-41.2
18781,20200726,S37000005,1,Emergency,,58,88,-34.1
18782,20200726,S37000005,2,Emergency,,63,71,-11.3
18783,20200726,S37000005,3,Emergency,,27,63,-57.1
18784,20200726,S37000005,4,Emergency,,52,71.5,-27.3
18785,20200726,S37000005,5,Emergency,,52,56.5,-8
18786,20200726,S37000006,1,Emergency,,23,36.5,-37
18787,20200726,S37000006,2,Emergency,,92,95,-3.2
18788,20200726,S37000006,3,Emergency,,138,127.5,8.2
18789,20200726,S37000006,4,Emergency,,38,41,-7.3
18790,20200726,S37000006,5,Emergency,,24,22,9.1
18791,20200726,S37000007,1,Emergency,,164,147,11.6
18792,20200726,S37000007,2,Emergency,,60,71,-15.5
18793,20200726,S37000007,3,Emergency,,29,33.5,-13.4
18794,20200726,S37000007,4,Emergency,,31,36.5,-15.1
18795,20200726,S37000007,5,Emergency,,42,32.5,29.2
18796,20200726,S37000008,1,Emergency,,111,121.5,-8.6
18797,20200726,S37000008,2,Emergency,,83,89,-6.7
18798,20200726,S37000008,3,Emergency,,54,54,0
18799,20200726,S37000008,4,Emergency,,30,33,-9.1
18800,20200726,S37000008,5,Emergency,,25,18,38.9
18801,20200726,S37000009,1,Emergency,,5,14,-64.3
18802,20200726,S37000009,2,Emergency,,31,46,-32.6
18803,20200726,S37000009,3,Emergency,,15,14.5,3.4
18804,20200726,S37000009,4,Emergency,,35,36,-2.8
18805,20200726,S37000009,5,Emergency,,80,78,2.6
18806,20200726,S37000010,1,Emergency,,12,17.5,-31.4
18807,20200726,S37000010,2,Emergency,,65,66,-1.5
18808,20200726,S37000010,3,Emergency,,57,46.5,22.6
18809,20200726,S37000010,4,Emergency,,46,34.5,33.3
18810,20200726,S37000010,5,Emergency,,32,25,28
18811,20200726,S37000011,1,Emergency,,10,15.5,-35.5
18812,20200726,S37000011,2,Emergency,,22,17.5,25.7
18813,20200726,S37000011,3,Emergency,,8,11,-27.3
18814,20200726,S37000011,4,Emergency,,26,26,0
18815,20200726,S37000011,5,Emergency,,63,61.5,2.4
18816,20200726,S37000012,1,Emergency,,163,140.5,16
18817,20200726,S37000012,2,Emergency,,154,151,2
18818,20200726,S37000012,3,Emergency,,103,108.5,-5.1
18819,20200726,S37000012,4,Emergency,,131,138,-5.1
18820,20200726,S37000012,5,Emergency,,265,292,-9.2
18821,20200726,S37000013,1,Emergency,,84,98,-14.3
18822,20200726,S37000013,2,Emergency,,94,130,-27.7
18823,20200726,S37000013,3,Emergency,,62,95.5,-35.1
18824,20200726,S37000013,4,Emergency,,37,80,-53.8
18825,20200726,S37000013,5,Emergency,,34,54,-37
18826,20200726,S37000016,1,Emergency,,76,65.5,16
18827,20200726,S37000016,2,Emergency,,98,97,1
18828,20200726,S37000016,3,Emergency,,156,167.5,-6.9
18829,20200726,S37000016,4,Emergency,,100,122,-18
18830,20200726,S37000016,5,Emergency,,37,30,23.3
18831,20200726,S37000017,1,Emergency,,92,100,-8
18832,20200726,S37000017,2,Emergency,,33,21.5,53.5
18833,20200726,S37000017,3,Emergency,,19,18.5,2.7
18834,20200726,S37000017,4,Emergency,,12,18,-33.3
18835,20200726,S37000017,5,Emergency,,13,24,-45.8
18836,20200726,S37000018,1,Emergency,,23,23.5,-2.1
18837,20200726,S37000018,2,Emergency,,85,83.5,1.8
18838,20200726,S37000018,3,Emergency,,48,37.5,28
18839,20200726,S37000018,4,Emergency,,30,30.5,-1.6
18840,20200726,S37000018,5,Emergency,,12,16.5,-27.3
18841,20200726,S37000019,1,Emergency,,6,11,-45.5
18842,20200726,S37000019,2,Emergency,,24,25,-4
18843,20200726,S37000019,3,Emergency,,51,43.5,17.2
18844,20200726,S37000019,4,Emergency,,60,51,17.6
18845,20200726,S37000019,5,Emergency,,9,13,-30.8
18846,20200726,S37000020,1,Emergency,,164,191,-14.1
18847,20200726,S37000020,2,Emergency,,69,76,-9.2
18848,20200726,S37000020,3,Emergency,,37,40,-7.5
18849,20200726,S37000020,4,Emergency,,35,32.5,7.7
18850,20200726,S37000020,5,Emergency,,21,26,-19.2
18851,20200726,S37000022,2,Emergency,,8,8,0
18852,20200726,S37000022,3,Emergency,,6,8.5,-29.4
18853,20200726,S37000022,4,Emergency,,21,21.5,-2.3
18854,20200726,S37000024,1,Emergency,,90,104.5,-13.9
18855,20200726,S37000024,2,Emergency,,87,73.5,18.4
18856,20200726,S37000024,3,Emergency,,53,69,-23.2
18857,20200726,S37000024,4,Emergency,,23,42,-45.2
18858,20200726,S37000024,5,Emergency,,54,47.5,13.7
18859,20200726,S37000025,1,Emergency,,23,13,76.9
18860,20200726,S37000025,2,Emergency,,36,64.5,-44.2
18861,20200726,S37000025,3,Emergency,,88,111,-20.7
18862,20200726,S37000025,4,Emergency,,52,61,-14.8
18863,20200726,S37000025,5,Emergency,,14,11.5,21.7
18864,20200726,S37000026,3,Emergency,,15,15,0
18865,20200726,S37000026,4,Emergency,,16,15,6.7
18866,20200726,S37000027,1,Emergency,,73,70.5,3.5
18867,20200726,S37000027,2,Emergency,,76,100.5,-24.4
18868,20200726,S37000027,3,Emergency,,64,64.5,-0.8
18869,20200726,S37000027,4,Emergency,,47,41.5,13.3
18870,20200726,S37000027,5,Emergency,,46,54,-14.8
18871,20200726,S37000028,1,Emergency,,187,197,-5.1
18872,20200726,S37000028,2,Emergency,,165,211,-21.8
18873,20200726,S37000028,3,Emergency,,134,146.5,-8.5
18874,20200726,S37000028,4,Emergency,,103,114,-9.6
18875,20200726,S37000028,5,Emergency,,70,87,-19.5
18876,20200726,S37000029,1,Emergency,,66,102.5,-35.6
18877,20200726,S37000029,2,Emergency,,53,56.5,-6.2
18878,20200726,S37000029,3,Emergency,,21,24,-12.5
18879,20200726,S37000029,4,Emergency,,17,15.5,9.7
18880,20200726,S37000030,1,Emergency,,82,72.5,13.1
18881,20200726,S37000030,2,Emergency,,132,146,-9.6
18882,20200726,S37000030,3,Emergency,,86,74,16.2
18883,20200726,S37000030,4,Emergency,,58,64.5,-10.1
18884,20200726,S37000030,5,Emergency,,55,41,34.1
18885,20200726,S37000031,2,Emergency,,8,12,-33.3
18886,20200726,S37000031,3,Emergency,,37,55.5,-33.3
18887,20200726,S37000032,1,Emergency,,205,231,-11.3
18888,20200726,S37000032,2,Emergency,,204,201.5,1.2
18889,20200726,S37000032,3,Emergency,,151,173.5,-13
18890,20200726,S37000032,4,Emergency,,147,155.5,-5.5
18891,20200726,S37000032,5,Emergency,,110,110,0
18892,20200726,S37000033,1,Emergency,,16,29,-44.8
18893,20200726,S37000033,2,Emergency,,50,51,-2
18894,20200726,S37000033,3,Emergency,,69,89,-22.5
18895,20200726,S37000033,4,Emergency,,98,93.5,4.8
18896,20200726,S37000033,5,Emergency,,67,58.5,14.5
18897,20200726,S37000034,1,Emergency,,686,800,-14.2
18898,20200726,S37000034,2,Emergency,,191,206.5,-7.5
18899,20200726,S37000034,3,Emergency,,106,131.5,-19.4
18900,20200726,S37000034,4,Emergency,,84,93,-9.7
18901,20200726,S37000034,5,Emergency,,66,69.5,-5
18902,20200726,S37000035,1,Emergency,,292,335.5,-13
18903,20200726,S37000035,2,Emergency,,217,233,-6.9
18904,20200726,S37000035,3,Emergency,,94,105.5,-10.9
18905,20200726,S37000035,4,Emergency,,95,107.5,-11.6
18906,20200726,S37000035,5,Emergency,,45,50.5,-10.9
18907,20200802,S37000001,1,Emergency,,50,52.5,-4.8
18908,20200802,S37000001,2,Emergency,,111,109,1.8
18909,20200802,S37000001,3,Emergency,,52,55,-5.5
18910,20200802,S37000001,4,Emergency,,54,48.5,11.3
18911,20200802,S37000001,5,Emergency,,89,111.5,-20.2
18912,20200802,S37000002,1,Emergency,,14,17,-17.6
18913,20200802,S37000002,2,Emergency,,44,46.5,-5.4
18914,20200802,S37000002,3,Emergency,,94,93.5,0.5
18915,20200802,S37000002,4,Emergency,,144,152,-5.3
18916,20200802,S37000002,5,Emergency,,81,92,-12
18917,20200802,S37000003,1,Emergency,,20,17,17.6
18918,20200802,S37000003,2,Emergency,,53,59,-10.2
18919,20200802,S37000003,3,Emergency,,56,64.5,-13.2
18920,20200802,S37000003,4,Emergency,,49,57,-14
18921,20200802,S37000003,5,Emergency,,20,16.5,21.2
18922,20200802,S37000004,1,Emergency,,24,21.5,11.6
18923,20200802,S37000004,2,Emergency,,22,33,-33.3
18924,20200802,S37000004,3,Emergency,,55,59.5,-7.6
18925,20200802,S37000004,4,Emergency,,31,30.5,1.6
18926,20200802,S37000004,5,Emergency,,6,14,-57.1
18927,20200802,S37000005,1,Emergency,,71,97.5,-27.2
18928,20200802,S37000005,2,Emergency,,56,71,-21.1
18929,20200802,S37000005,3,Emergency,,44,63.5,-30.7
18930,20200802,S37000005,4,Emergency,,55,62.5,-12
18931,20200802,S37000005,5,Emergency,,46,61,-24.6
18932,20200802,S37000006,1,Emergency,,35,41,-14.6
18933,20200802,S37000006,2,Emergency,,62,86,-27.9
18934,20200802,S37000006,3,Emergency,,123,113,8.8
18935,20200802,S37000006,4,Emergency,,44,52,-15.4
18936,20200802,S37000006,5,Emergency,,15,17,-11.8
18937,20200802,S37000007,1,Emergency,,148,153.5,-3.6
18938,20200802,S37000007,2,Emergency,,65,70.5,-7.8
18939,20200802,S37000007,3,Emergency,,34,26.5,28.3
18940,20200802,S37000007,4,Emergency,,35,32.5,7.7
18941,20200802,S37000007,5,Emergency,,45,41,9.8
18942,20200802,S37000008,1,Emergency,,93,115.5,-19.5
18943,20200802,S37000008,2,Emergency,,59,91,-35.2
18944,20200802,S37000008,3,Emergency,,44,52,-15.4
18945,20200802,S37000008,4,Emergency,,34,41,-17.1
18946,20200802,S37000008,5,Emergency,,27,24.5,10.2
18947,20200802,S37000009,1,Emergency,,9,15,-40
18948,20200802,S37000009,2,Emergency,,42,46,-8.7
18949,20200802,S37000009,3,Emergency,,14,12,16.7
18950,20200802,S37000009,4,Emergency,,33,43,-23.3
18951,20200802,S37000009,5,Emergency,,75,88,-14.8
18952,20200802,S37000010,1,Emergency,,17,17,0
18953,20200802,S37000010,2,Emergency,,71,69,2.9
18954,20200802,S37000010,3,Emergency,,43,38.5,11.7
18955,20200802,S37000010,4,Emergency,,28,32.5,-13.8
18956,20200802,S37000010,5,Emergency,,30,26.5,13.2
18957,20200802,S37000011,1,Emergency,,19,15.5,22.6
18958,20200802,S37000011,2,Emergency,,20,15,33.3
18959,20200802,S37000011,3,Emergency,,15,11.5,30.4
18960,20200802,S37000011,4,Emergency,,24,26.5,-9.4
18961,20200802,S37000011,5,Emergency,,55,65,-15.4
18962,20200802,S37000012,1,Emergency,,159,144.5,10
18963,20200802,S37000012,2,Emergency,,154,167.5,-8.1
18964,20200802,S37000012,3,Emergency,,112,107,4.7
18965,20200802,S37000012,4,Emergency,,135,140,-3.6
18966,20200802,S37000012,5,Emergency,,300,285,5.3
18967,20200802,S37000013,1,Emergency,,67,86,-22.1
18968,20200802,S37000013,2,Emergency,,82,111,-26.1
18969,20200802,S37000013,3,Emergency,,78,119.5,-34.7
18970,20200802,S37000013,4,Emergency,,40,64.5,-38
18971,20200802,S37000013,5,Emergency,,43,62.5,-31.2
18972,20200802,S37000016,1,Emergency,,61,56.5,8
18973,20200802,S37000016,2,Emergency,,97,91.5,6
18974,20200802,S37000016,3,Emergency,,152,160,-5
18975,20200802,S37000016,4,Emergency,,134,129,3.9
18976,20200802,S37000016,5,Emergency,,30,33.5,-10.4
18977,20200802,S37000017,1,Emergency,,79,98.5,-19.8
18978,20200802,S37000017,2,Emergency,,20,22,-9.1
18979,20200802,S37000017,3,Emergency,,23,21.5,7
18980,20200802,S37000017,4,Emergency,,13,21.5,-39.5
18981,20200802,S37000017,5,Emergency,,21,23,-8.7
18982,20200802,S37000018,1,Emergency,,19,26,-26.9
18983,20200802,S37000018,2,Emergency,,87,59,47.5
18984,20200802,S37000018,3,Emergency,,35,42.5,-17.6
18985,20200802,S37000018,4,Emergency,,27,27.5,-1.8
18986,20200802,S37000018,5,Emergency,,20,17,17.6
18987,20200802,S37000019,2,Emergency,,27,30,-10
18988,20200802,S37000019,3,Emergency,,63,53,18.9
18989,20200802,S37000019,4,Emergency,,36,45.5,-20.9
18990,20200802,S37000019,5,Emergency,,17,14,21.4
18991,20200802,S37000020,1,Emergency,,183,181.5,0.8
18992,20200802,S37000020,2,Emergency,,60,80,-25
18993,20200802,S37000020,3,Emergency,,59,52,13.5
18994,20200802,S37000020,4,Emergency,,34,41,-17.1
18995,20200802,S37000020,5,Emergency,,29,22.5,28.9
18996,20200802,S37000022,2,Emergency,,8,3.5,128.6
18997,20200802,S37000022,3,Emergency,,6,5.5,9.1
18998,20200802,S37000022,4,Emergency,,24,22.5,6.7
18999,20200802,S37000024,1,Emergency,,100,104,-3.8
19000,20200802,S37000024,2,Emergency,,87,91,-4.4
19009,20200802,S37000026,2,Emergency,,5,2.5,100
19010,20200802,S37000026,3,Emergency,,23,16,43.8
19011,20200802,S37000026,4,Emergency,,16,19,-15.8
19012,20200802,S37000027,1,Emergency,,60,74,-18.9
19013,20200802,S37000027,2,Emergency,,90,85.5,5.3
19014,20200802,S37000027,3,Emergency,,58,58,0
19015,20200802,S37000027,4,Emergency,,33,38,-13.2
19016,20200802,S37000027,5,Emergency,,57,53,7.5
19017,20200802,S37000028,1,Emergency,,155,184,-15.8
19018,20200802,S37000028,2,Emergency,,184,194.5,-5.4
19019,20200802,S37000028,3,Emergency,,136,146.5,-7.2
19020,20200802,S37000028,4,Emergency,,109,115,-5.2
19021,20200802,S37000028,5,Emergency,,66,85,-22.4
19022,20200802,S37000029,1,Emergency,,86,92,-6.5
19023,20200802,S37000029,2,Emergency,,43,53,-18.9
19024,20200802,S37000029,3,Emergency,,28,37,-24.3
19025,20200802,S37000029,4,Emergency,,16,9.5,68.4
19026,20200802,S37000029,5,Emergency,,11,9,22.2
19027,20200802,S37000030,1,Emergency,,71,75.5,-6
19028,20200802,S37000030,2,Emergency,,129,133,-3
19029,20200802,S37000030,3,Emergency,,82,88.5,-7.3
19030,20200802,S37000030,4,Emergency,,78,61.5,26.8
19031,20200802,S37000030,5,Emergency,,37,46,-19.6
19032,20200802,S37000031,2,Emergency,,12,15.5,-22.6
19033,20200802,S37000031,3,Emergency,,40,60,-33.3
19034,20200802,S37000032,1,Emergency,,200,224,-10.7
19035,20200802,S37000032,2,Emergency,,178,215,-17.2
19036,20200802,S37000032,3,Emergency,,156,173.5,-10.1
19037,20200802,S37000032,4,Emergency,,151,128.5,17.5
19038,20200802,S37000032,5,Emergency,,98,92.5,5.9
19039,20200802,S37000033,1,Emergency,,26,23.5,10.6
19040,20200802,S37000033,2,Emergency,,55,50.5,8.9
19041,20200802,S37000033,3,Emergency,,72,71.5,0.7
19042,20200802,S37000033,4,Emergency,,116,112,3.6
19043,20200802,S37000033,5,Emergency,,77,56.5,36.3
19044,20200802,S37000034,1,Emergency,,722,757,-4.6
19045,20200802,S37000034,2,Emergency,,212,195.5,8.4
19046,20200802,S37000034,3,Emergency,,102,121.5,-16
19047,20200802,S37000034,4,Emergency,,97,81,19.8
19048,20200802,S37000034,5,Emergency,,59,65.5,-9.9
19049,20200802,S37000035,1,Emergency,,329,356,-7.6
19050,20200802,S37000035,2,Emergency,,202,258,-21.7
19051,20200802,S37000035,3,Emergency,,90,105.5,-14.7
19052,20200802,S37000035,4,Emergency,,71,107,-33.6
19053,20200802,S37000035,5,Emergency,,50,52.5,-4.8
19054,20200809,S37000001,1,Emergency,,53,52.5,1
19055,20200809,S37000001,2,Emergency,,121,107.5,12.6
19056,20200809,S37000001,3,Emergency,,52,60,-13.3
19057,20200809,S37000001,4,Emergency,,57,44.5,28.1
19058,20200809,S37000001,5,Emergency,,105,112,-6.2
19059,20200809,S37000002,1,Emergency,,12,19,-36.8
19060,20200809,S37000002,2,Emergency,,48,57,-15.8
19061,20200809,S37000002,3,Emergency,,91,104.5,-12.9
19062,20200809,S37000002,4,Emergency,,125,151.5,-17.5
19063,20200809,S37000002,5,Emergency,,95,83.5,13.8
19064,20200809,S37000003,1,Emergency,,25,17,47.1
19065,20200809,S37000003,2,Emergency,,51,61,-16.4
19066,20200809,S37000003,3,Emergency,,69,63.5,8.7
19067,20200809,S37000003,4,Emergency,,58,54.5,6.4
19068,20200809,S37000003,5,Emergency,,18,18.5,-2.7
19069,20200809,S37000004,1,Emergency,,15,15.5,-3.2
19070,20200809,S37000004,2,Emergency,,27,31.5,-14.3
19071,20200809,S37000004,3,Emergency,,64,76.5,-16.3
19072,20200809,S37000004,4,Emergency,,37,36.5,1.4
19073,20200809,S37000004,5,Emergency,,9,12,-25
19074,20200809,S37000005,1,Emergency,,71,106.5,-33.3
19075,20200809,S37000005,2,Emergency,,51,65.5,-22.1
19076,20200809,S37000005,3,Emergency,,30,56,-46.4
19077,20200809,S37000005,4,Emergency,,61,70.5,-13.5
19078,20200809,S37000005,5,Emergency,,30,55,-45.5
19079,20200809,S37000006,1,Emergency,,29,33,-12.1
19080,20200809,S37000006,2,Emergency,,77,99,-22.2
19081,20200809,S37000006,3,Emergency,,116,113.5,2.2
19082,20200809,S37000006,4,Emergency,,45,45,0
19083,20200809,S37000006,5,Emergency,,24,19,26.3
19084,20200809,S37000007,1,Emergency,,152,141.5,7.4
19085,20200809,S37000007,2,Emergency,,64,66.5,-3.8
19086,20200809,S37000007,3,Emergency,,30,29.5,1.7
19087,20200809,S37000007,4,Emergency,,45,31.5,42.9
19088,20200809,S37000007,5,Emergency,,41,37.5,9.3
19089,20200809,S37000008,1,Emergency,,115,114,0.9
19090,20200809,S37000008,2,Emergency,,93,92,1.1
19091,20200809,S37000008,3,Emergency,,48,58,-17.2
19092,20200809,S37000008,4,Emergency,,50,38.5,29.9
19093,20200809,S37000008,5,Emergency,,17,28.5,-40.4
19094,20200809,S37000009,1,Emergency,,12,11,9.1
19095,20200809,S37000009,2,Emergency,,40,45.5,-12.1
19096,20200809,S37000009,3,Emergency,,9,10,-10
19097,20200809,S37000009,4,Emergency,,40,39.5,1.3
19098,20200809,S37000009,5,Emergency,,82,82.5,-0.6
19099,20200809,S37000010,1,Emergency,,13,12,8.3
19100,20200809,S37000010,2,Emergency,,67,60.5,10.7
19101,20200809,S37000010,3,Emergency,,38,34.5,10.1
19102,20200809,S37000010,4,Emergency,,36,28,28.6
19103,20200809,S37000010,5,Emergency,,43,19.5,120.5
19104,20200809,S37000011,1,Emergency,,6,10.5,-42.9
19105,20200809,S37000011,2,Emergency,,23,18,27.8
19106,20200809,S37000011,3,Emergency,,23,17.5,31.4
19107,20200809,S37000011,4,Emergency,,29,30,-3.3
19108,20200809,S37000011,5,Emergency,,64,69,-7.2
19109,20200809,S37000012,1,Emergency,,144,156,-7.7
19110,20200809,S37000012,2,Emergency,,160,164.5,-2.7
19111,20200809,S37000012,3,Emergency,,114,101,12.9
19112,20200809,S37000012,4,Emergency,,137,130.5,5
19113,20200809,S37000012,5,Emergency,,305,289,5.5
19114,20200809,S37000013,1,Emergency,,48,90.5,-47
19115,20200809,S37000013,2,Emergency,,89,127,-29.9
19116,20200809,S37000013,3,Emergency,,75,111.5,-32.7
19117,20200809,S37000013,4,Emergency,,47,69,-31.9
19118,20200809,S37000013,5,Emergency,,24,65,-63.1
19119,20200809,S37000016,1,Emergency,,53,68,-22.1
19120,20200809,S37000016,2,Emergency,,95,96.5,-1.6
19121,20200809,S37000016,3,Emergency,,134,154.5,-13.3
19122,20200809,S37000016,4,Emergency,,115,124,-7.3
19123,20200809,S37000016,5,Emergency,,21,30.5,-31.1
19124,20200809,S37000017,1,Emergency,,93,105.5,-11.8
19125,20200809,S37000017,2,Emergency,,17,17.5,-2.9
19126,20200809,S37000017,3,Emergency,,24,26,-7.7
19127,20200809,S37000017,4,Emergency,,19,21,-9.5
19128,20200809,S37000017,5,Emergency,,29,15,93.3
19129,20200809,S37000018,1,Emergency,,21,26.5,-20.8
19130,20200809,S37000018,2,Emergency,,68,69,-1.4
19131,20200809,S37000018,3,Emergency,,46,40.5,13.6
19132,20200809,S37000018,4,Emergency,,33,25.5,29.4
19133,20200809,S37000018,5,Emergency,,21,16.5,27.3
19134,20200809,S37000019,1,Emergency,,11,2.5,340
19135,20200809,S37000019,2,Emergency,,33,27,22.2
19136,20200809,S37000019,3,Emergency,,45,44,2.3
19137,20200809,S37000019,4,Emergency,,56,56,0
19138,20200809,S37000019,5,Emergency,,13,15.5,-16.1
19139,20200809,S37000020,1,Emergency,,164,178.5,-8.1
19140,20200809,S37000020,2,Emergency,,58,78,-25.6
19141,20200809,S37000020,3,Emergency,,51,45,13.3
19142,20200809,S37000020,4,Emergency,,35,47,-25.5
19143,20200809,S37000020,5,Emergency,,15,23.5,-36.2
19144,20200809,S37000022,3,Emergency,,8,10,-20
19145,20200809,S37000022,4,Emergency,,21,24,-12.5
19146,20200809,S37000024,1,Emergency,,98,112.5,-12.9
19147,20200809,S37000024,2,Emergency,,79,87,-9.2
19148,20200809,S37000024,3,Emergency,,43,51.5,-16.5
19149,20200809,S37000024,4,Emergency,,41,48.5,-15.5
19150,20200809,S37000024,5,Emergency,,47,45.5,3.3
