id,week_ending,hscp,simd_quintile,admission_type,admission_type_qf,number_admissions,average20182019,percent_variation
12464,20210815,S37000032,3,All,d,226,218,3.7
12465,20210815,S37000032,4,All,d,191,190.5,0.3
12466,20210815,S37000032,5,All,d,150,143.5,4.5
12467,20210815,S37000033,1,All,d,18,32,-43.8
12468,20210815,S37000033,2,All,d,60,67,-10.4
12469,20210815,S37000033,3,All,d,82,92,-10.9
12470,20210815,S37000033,4,All,d,107,131.5,-18.6
12471,20210815,S37000033,5,All,d,86,71,21.1
12472,20210815,S37000034,1,All,d,912,977,-6.7
12473,20210815,S37000034,2,All,d,259,299.5,-13.5
12474,20210815,S37000034,3,All,d,189,200.5,-5.7
12475,20210815,S37000034,4,All,d,133,136,-2.2
12476,20210815,S37000034,5,All,d,114,119,-4.2
12477,20210815,S37000035,1,All,d,382,396.5,-3.7
12478,20210815,S37000035,2,All,d,279,302,-7.6
12479,20210815,S37000035,3,All,d,132,146,-9.6
12480,20210815,S37000035,4,All,d,120,123,-2.4
12481,20210815,S37000035,5,All,d,91,76,19.7
12482,20210822,S37000001,1,All,d,56,81,-30.9
12483,20210822,S37000001,2,All,d,134,150,-10.7
12484,20210822,S37000001,3,All,d,63,79,-20.3
12485,20210822,S37000001,4,All,d,59,80.5,-26.7
12486,20210822,S37000001,5,All,d,158,139.5,13.3
12487,20210822,S37000002,1,All,d,31,26,19.2
12488,20210822,S37000002,2,All,d,69,71.5,-3.5
12489,20210822,S37000002,3,All,d,94,116.5,-19.3
12490,20210822,S37000002,4,All,d,179,197.5,-9.4
12491,20210822,S37000002,5,All,d,126,124.5,1.2
12492,20210822,S37000003,1,All,d,20,20.5,-2.4
12493,20210822,S37000003,2,All,d,69,72.5,-4.8
12494,20210822,S37000003,3,All,d,84,96.5,-13
12495,20210822,S37000003,4,All,d,68,74.5,-8.7
12496,20210822,S37000003,5,All,d,38,38,0
12497,20210822,S37000004,1,All,d,23,30,-23.3
12498,20210822,S37000004,2,All,d,39,42,-7.1
12499,20210822,S37000004,3,All,d,108,98.5,9.6
12500,20210822,S37000004,4,All,d,46,57.5,-20
19001,20200802,S37000024,3,Emergency,,63,62.5,0.8
19002,20200802,S37000024,4,Emergency,,40,36.5,9.6
19003,20200802,S37000024,5,Emergency,,64,50.5,26.7
19004,20200802,S37000025,1,Emergency,,13,21.5,-39.5
19005,20200802,S37000025,2,Emergency,,50,41.5,20.5
19006,20200802,S37000025,3,Emergency,,68,85,-20
19007,20200802,S37000025,4,Emergency,,52,63.5,-18.1
19008,20200802,S37000025,5,Emergency,,9,16,-43.8
12534,20210822,S37000011,3,All,d,16,13,23.1
12535,20210822,S37000011,4,All,d,54,45.5,18.7
12536,20210822,S37000011,5,All,d,102,115,-11.3
12537,20210822,S37000012,1,All,d,174,198.5,-12.3
12538,20210822,S37000012,2,All,d,193,185,4.3
12539,20210822,S37000012,3,All,d,113,127,-11
12540,20210822,S37000012,4,All,d,169,179.5,-5.8
12541,20210822,S37000012,5,All,d,355,354.5,0.1
12542,20210822,S37000013,1,All,d,89,143.5,-38
12543,20210822,S37000013,2,All,d,115,150,-23.3
12544,20210822,S37000013,3,All,d,137,191.5,-28.5
12545,20210822,S37000013,4,All,d,66,87.5,-24.6
12546,20210822,S37000013,5,All,d,69,81.5,-15.3
12547,20210822,S37000016,1,All,d,78,82.5,-5.5
12548,20210822,S37000016,2,All,d,110,135.5,-18.8
12549,20210822,S37000016,3,All,d,210,243,-13.6
12550,20210822,S37000016,4,All,d,178,197,-9.6
12551,20210822,S37000016,5,All,d,39,41,-4.9
12552,20210822,S37000017,1,All,d,121,114,6.1
12553,20210822,S37000017,2,All,d,29,35.5,-18.3
12554,20210822,S37000017,3,All,d,35,28,25
12555,20210822,S37000017,4,All,d,31,21,47.6
12556,20210822,S37000017,5,All,d,30,30,0
12557,20210822,S37000018,1,All,d,31,20.5,51.2
12558,20210822,S37000018,2,All,d,91,97,-6.2
12559,20210822,S37000018,3,All,d,58,54,7.4
12560,20210822,S37000018,4,All,d,47,35.5,32.4
12561,20210822,S37000018,5,All,d,22,25.5,-13.7
12562,20210822,S37000019,2,All,d,36,45,-20
12563,20210822,S37000019,3,All,d,66,70.5,-6.4
12564,20210822,S37000019,4,All,d,79,67,17.9
12565,20210822,S37000019,5,All,d,24,27,-11.1
12566,20210822,S37000020,1,All,d,199,216,-7.9
12567,20210822,S37000020,2,All,d,83,84.5,-1.8
12568,20210822,S37000020,3,All,d,56,46,21.7
12569,20210822,S37000020,4,All,d,37,50.5,-26.7
12570,20210822,S37000020,5,All,d,25,27.5,-9.1
12571,20210822,S37000022,2,All,d,6,12.5,-52
12572,20210822,S37000022,3,All,d,9,11.5,-21.7
12573,20210822,S37000022,4,All,d,38,30,26.7
12574,20210822,S37000024,1,All,d,142,148,-4.1
12575,20210822,S37000024,2,All,d,127,126.5,0.4
12576,20210822,S37000024,3,All,d,72,90.5,-20.4
12577,20210822,S37000024,4,All,d,58,64.5,-10.1
12578,20210822,S37000024,5,All,d,76,77,-1.3
12579,20210822,S37000025,1,All,d,10,23.5,-57.4
12580,20210822,S37000025,2,All,d,59,53.5,10.3
12581,20210822,S37000025,3,All,d,107,120,-10.8
12582,20210822,S37000025,4,All,d,80,74,8.1
12583,20210822,S37000025,5,All,d,15,18.5,-18.9
12584,20210822,S37000026,3,All,d,22,23,-4.3
12585,20210822,S37000026,4,All,d,17,24.5,-30.6
12586,20210822,S37000027,1,All,d,77,85.5,-9.9
12587,20210822,S37000027,2,All,d,103,90.5,13.8
12588,20210822,S37000027,3,All,d,92,81.5,12.9
12589,20210822,S37000027,4,All,d,52,59,-11.9
12590,20210822,S37000027,5,All,d,59,58.5,0.9
12591,20210822,S37000028,1,All,d,225,237.5,-5.3
12592,20210822,S37000028,2,All,d,222,267,-16.9
12593,20210822,S37000028,3,All,d,160,200,-20
12594,20210822,S37000028,4,All,d,146,149,-2
12595,20210822,S37000028,5,All,d,103,107,-3.7
12596,20210822,S37000029,1,All,d,113,134,-15.7
12597,20210822,S37000029,2,All,d,60,82.5,-27.3
12598,20210822,S37000029,3,All,d,44,46.5,-5.4
12599,20210822,S37000029,4,All,d,22,21.5,2.3
12600,20210822,S37000029,5,All,d,6,11.5,-47.8
12601,20210822,S37000030,1,All,d,75,102,-26.5
12602,20210822,S37000030,2,All,d,146,153.5,-4.9
12603,20210822,S37000030,3,All,d,87,105.5,-17.5
12604,20210822,S37000030,4,All,d,85,84.5,0.6
12605,20210822,S37000030,5,All,d,75,57.5,30.4
12606,20210822,S37000031,2,All,d,6,18,-66.7
12607,20210822,S37000031,3,All,d,92,87.5,5.1
12608,20210822,S37000032,1,All,d,266,244,9
12609,20210822,S37000032,2,All,d,259,253,2.4
12610,20210822,S37000032,3,All,d,200,210.5,-5
12611,20210822,S37000032,4,All,d,183,203.5,-10.1
12612,20210822,S37000032,5,All,d,160,151.5,5.6
12613,20210822,S37000033,1,All,d,22,31.5,-30.2
12614,20210822,S37000033,2,All,d,49,54.5,-10.1
12615,20210822,S37000033,3,All,d,115,94,22.3
12616,20210822,S37000033,4,All,d,135,137.5,-1.8
12617,20210822,S37000033,5,All,d,85,74,14.9
12618,20210822,S37000034,1,All,d,940,994.5,-5.5
12619,20210822,S37000034,2,All,d,314,286.5,9.6
12620,20210822,S37000034,3,All,d,176,186.5,-5.6
12621,20210822,S37000034,4,All,d,139,149.5,-7
12622,20210822,S37000034,5,All,d,108,116.5,-7.3
12623,20210822,S37000035,1,All,d,399,428,-6.8
12624,20210822,S37000035,2,All,d,320,307.5,4.1
12625,20210822,S37000035,3,All,d,133,136.5,-2.6
12626,20210822,S37000035,4,All,d,140,136.5,2.6
12627,20210822,S37000035,5,All,d,71,74.5,-4.7
12628,20210829,S37000001,1,All,d,78,77,1.3
12629,20210829,S37000001,2,All,d,114,155,-26.5
12630,20210829,S37000001,3,All,d,70,78.5,-10.8
12631,20210829,S37000001,4,All,d,72,69,4.3
12632,20210829,S37000001,5,All,d,139,139,0
12633,20210829,S37000002,1,All,d,28,21.5,30.2
12634,20210829,S37000002,2,All,d,68,71.5,-4.9
12635,20210829,S37000002,3,All,d,98,138,-29
12636,20210829,S37000002,4,All,d,180,213.5,-15.7
12637,20210829,S37000002,5,All,d,123,133,-7.5
12638,20210829,S37000003,1,All,d,30,23.5,27.7
12639,20210829,S37000003,2,All,d,71,80,-11.2
12640,20210829,S37000003,3,All,d,104,91,14.3
12641,20210829,S37000003,4,All,d,90,77,16.9
12642,20210829,S37000003,5,All,d,30,33.5,-10.4
12643,20210829,S37000004,1,All,d,25,35,-28.6
12644,20210829,S37000004,2,All,d,56,52.5,6.7
12645,20210829,S37000004,3,All,d,100,120,-16.7
12646,20210829,S37000004,4,All,d,45,62.5,-28
12647,20210829,S37000004,5,All,d,17,17.5,-2.9
12648,20210829,S37000005,1,All,d,90,131,-31.3
12649,20210829,S37000005,2,All,d,64,87.5,-26.9
12650,20210829,S37000005,3,All,d,62,80.5,-23
12651,20210829,S37000005,4,All,d,74,115,-35.7
12652,20210829,S37000005,5,All,d,66,96.5,-31.6
12653,20210829,S37000006,1,All,d,64,54.5,17.4
12654,20210829,S37000006,2,All,d,121,123.5,-2
12655,20210829,S37000006,3,All,d,156,157.5,-1
12656,20210829,S37000006,4,All,d,56,57.5,-2.6
12657,20210829,S37000006,5,All,d,27,29.5,-8.5
12658,20210829,S37000007,1,All,d,203,205,-1
12659,20210829,S37000007,2,All,d,75,100,-25
12660,20210829,S37000007,3,All,d,41,50,-18
12661,20210829,S37000007,4,All,d,56,40,40
12662,20210829,S37000007,5,All,d,54,50.5,6.9
12663,20210829,S37000008,1,All,d,129,116,11.2
12664,20210829,S37000008,2,All,d,98,105,-6.7
12665,20210829,S37000008,3,All,d,70,67.5,3.7
12666,20210829,S37000008,4,All,d,49,56.5,-13.3
12667,20210829,S37000008,5,All,d,34,24,41.7
12668,20210829,S37000009,1,All,d,13,18,-27.8
12669,20210829,S37000009,2,All,d,61,72,-15.3
12670,20210829,S37000009,3,All,d,24,21.5,11.6
12671,20210829,S37000009,4,All,d,61,61.5,-0.8
12672,20210829,S37000009,5,All,d,112,125,-10.4
12675,20210829,S37000010,3,All,d,44,49,-10.2
12676,20210829,S37000010,4,All,d,41,44,-6.8
12677,20210829,S37000010,5,All,d,33,44.5,-25.8
12678,20210829,S37000011,1,All,d,10,22,-54.5
12679,20210829,S37000011,2,All,d,32,26.5,20.8
12680,20210829,S37000011,3,All,d,9,19.5,-53.8
12681,20210829,S37000011,4,All,d,45,46.5,-3.2
12682,20210829,S37000011,5,All,d,116,112,3.6
12683,20210829,S37000012,1,All,d,166,189,-12.2
12684,20210829,S37000012,2,All,d,163,184,-11.4
12685,20210829,S37000012,3,All,d,113,136.5,-17.2
12686,20210829,S37000012,4,All,d,170,178.5,-4.8
12687,20210829,S37000012,5,All,d,376,344.5,9.1
12688,20210829,S37000013,1,All,d,98,142,-31
12689,20210829,S37000013,2,All,d,107,184,-41.8
12690,20210829,S37000013,3,All,d,103,144,-28.5
12691,20210829,S37000013,4,All,d,68,77.5,-12.3
12692,20210829,S37000013,5,All,d,47,82.5,-43
12693,20210829,S37000016,1,All,d,82,97.5,-15.9
12694,20210829,S37000016,2,All,d,115,129,-10.9
12695,20210829,S37000016,3,All,d,226,228,-0.9
12696,20210829,S37000016,4,All,d,181,197,-8.1
12697,20210829,S37000016,5,All,d,23,46,-50
12698,20210829,S37000017,1,All,d,99,112,-11.6
12699,20210829,S37000017,2,All,d,18,32,-43.8
12700,20210829,S37000017,3,All,d,22,27,-18.5
12701,20210829,S37000017,4,All,d,27,26,3.8
12702,20210829,S37000017,5,All,d,25,26,-3.8
12703,20210829,S37000018,1,All,d,25,25,0
12704,20210829,S37000018,2,All,d,78,86.5,-9.8
12705,20210829,S37000018,3,All,d,59,45.5,29.7
12706,20210829,S37000018,4,All,d,40,43.5,-8
12707,20210829,S37000018,5,All,d,22,21,4.8
12708,20210829,S37000019,1,All,d,5,4.5,11.1
12709,20210829,S37000019,2,All,d,47,38.5,22.1
12710,20210829,S37000019,3,All,d,75,74.5,0.7
12711,20210829,S37000019,4,All,d,71,80.5,-11.8
12712,20210829,S37000019,5,All,d,16,17,-5.9
12713,20210829,S37000020,1,All,d,196,218,-10.1
12714,20210829,S37000020,2,All,d,76,77,-1.3
12715,20210829,S37000020,3,All,d,49,52,-5.8
12716,20210829,S37000020,4,All,d,61,52,17.3
12717,20210829,S37000020,5,All,d,31,28.5,8.8
12718,20210829,S37000022,2,All,d,12,9.5,26.3
12719,20210829,S37000022,3,All,d,8,7.5,6.7
12720,20210829,S37000022,4,All,d,27,32,-15.6
12721,20210829,S37000024,1,All,d,121,154.5,-21.7
12722,20210829,S37000024,2,All,d,79,121,-34.7
12723,20210829,S37000024,3,All,d,74,88,-15.9
12724,20210829,S37000024,4,All,d,55,65.5,-16
12725,20210829,S37000024,5,All,d,101,69,46.4
12726,20210829,S37000025,1,All,d,18,22,-18.2
12727,20210829,S37000025,2,All,d,45,57.5,-21.7
12728,20210829,S37000025,3,All,d,114,117,-2.6
12729,20210829,S37000025,4,All,d,65,81,-19.8
12730,20210829,S37000025,5,All,d,18,22,-18.2
12731,20210829,S37000026,3,All,d,19,22.5,-15.6
12732,20210829,S37000026,4,All,d,25,33,-24.2
12733,20210829,S37000027,1,All,d,65,91,-28.6
12734,20210829,S37000027,2,All,d,106,99.5,6.5
12735,20210829,S37000027,3,All,d,92,68,35.3
12736,20210829,S37000027,4,All,d,60,53.5,12.1
12737,20210829,S37000027,5,All,d,52,52,0
12738,20210829,S37000028,1,All,d,209,266,-21.4
12739,20210829,S37000028,2,All,d,218,269,-19
12740,20210829,S37000028,3,All,d,145,220,-34.1
12741,20210829,S37000028,4,All,d,115,152.5,-24.6
12742,20210829,S37000028,5,All,d,100,125.5,-20.3
12743,20210829,S37000029,1,All,d,119,130.5,-8.8
12744,20210829,S37000029,2,All,d,72,79.5,-9.4
12745,20210829,S37000029,3,All,d,40,48.5,-17.5
12746,20210829,S37000029,4,All,d,28,25.5,9.8
12747,20210829,S37000029,5,All,d,10,13.5,-25.9
12748,20210829,S37000030,1,All,d,107,97.5,9.7
12749,20210829,S37000030,2,All,d,161,170.5,-5.6
12750,20210829,S37000030,3,All,d,92,100.5,-8.5
12766,20210829,S37000034,2,All,d,262,304,-13.8
12767,20210829,S37000034,3,All,d,191,171,11.7
12768,20210829,S37000034,4,All,d,136,155.5,-12.5
12769,20210829,S37000034,5,All,d,102,159.5,-36.1
12770,20210829,S37000035,1,All,d,393,452,-13.1
12771,20210829,S37000035,2,All,d,293,314,-6.7
12772,20210829,S37000035,3,All,d,137,156.5,-12.5
12773,20210829,S37000035,4,All,d,112,125,-10.4
12774,20210829,S37000035,5,All,d,75,77.5,-3.2
12775,20210905,S37000001,1,All,d,68,68,0
12776,20210905,S37000001,2,All,d,129,133.5,-3.4
12777,20210905,S37000001,3,All,d,70,81,-13.6
12778,20210905,S37000001,4,All,d,70,73.5,-4.8
12779,20210905,S37000001,5,All,d,144,161.5,-10.8
12780,20210905,S37000002,1,All,d,18,16.5,9.1
12781,20210905,S37000002,2,All,d,53,78,-32.1
12782,20210905,S37000002,3,All,d,101,132.5,-23.8
12783,20210905,S37000002,4,All,d,228,217.5,4.8
12784,20210905,S37000002,5,All,d,123,142.5,-13.7
12785,20210905,S37000003,1,All,d,26,23.5,10.6
12786,20210905,S37000003,2,All,d,54,87.5,-38.3
12787,20210905,S37000003,3,All,d,83,91.5,-9.3
12788,20210905,S37000003,4,All,d,86,85.5,0.6
12789,20210905,S37000003,5,All,d,36,34.5,4.3
12790,20210905,S37000004,1,All,d,32,41,-22
12791,20210905,S37000004,2,All,d,33,53,-37.7
12792,20210905,S37000004,3,All,d,87,109.5,-20.5
12793,20210905,S37000004,4,All,d,46,55.5,-17.1
12794,20210905,S37000004,5,All,d,9,20.5,-56.1
12795,20210905,S37000005,1,All,d,78,112.5,-30.7
12796,20210905,S37000005,2,All,d,74,115,-35.7
12797,20210905,S37000005,3,All,d,49,87.5,-44
12798,20210905,S37000005,4,All,d,86,113,-23.9
12799,20210905,S37000005,5,All,d,62,91.5,-32.2
12800,20210905,S37000006,1,All,d,49,45,8.9
12801,20210905,S37000006,2,All,d,113,116.5,-3
12802,20210905,S37000006,3,All,d,149,148,0.7
12803,20210905,S37000006,4,All,d,60,57.5,4.3
12804,20210905,S37000006,5,All,d,25,32,-21.9
12805,20210905,S37000007,1,All,d,198,214,-7.5
12806,20210905,S37000007,2,All,d,98,104.5,-6.2
12807,20210905,S37000007,3,All,d,41,38.5,6.5
12808,20210905,S37000007,4,All,d,49,55,-10.9
12809,20210905,S37000007,5,All,d,45,62.5,-28
12810,20210905,S37000008,1,All,d,160,142.5,12.3
12811,20210905,S37000008,2,All,d,88,105.5,-16.6
12812,20210905,S37000008,3,All,d,56,72.5,-22.8
12813,20210905,S37000008,4,All,d,51,43,18.6
12814,20210905,S37000008,5,All,d,32,19.5,64.1
12815,20210905,S37000009,1,All,d,10,15,-33.3
12816,20210905,S37000009,2,All,d,56,66,-15.2
12817,20210905,S37000009,3,All,d,19,24.5,-22.4
12818,20210905,S37000009,4,All,d,49,55,-10.9
12819,20210905,S37000009,5,All,d,110,127.5,-13.7
12820,20210905,S37000010,1,All,d,23,20.5,12.2
12821,20210905,S37000010,2,All,d,94,96,-2.1
12822,20210905,S37000010,3,All,d,62,60,3.3
12823,20210905,S37000010,4,All,d,73,46,58.7
12824,20210905,S37000010,5,All,d,33,35,-5.7
12825,20210905,S37000011,1,All,d,10,23.5,-57.4
12826,20210905,S37000011,2,All,d,22,30,-26.7
12827,20210905,S37000011,3,All,d,19,17.5,8.6
12828,20210905,S37000011,4,All,d,46,46,0
12829,20210905,S37000011,5,All,d,108,110,-1.8
12830,20210905,S37000012,1,All,d,193,170,13.5
12831,20210905,S37000012,2,All,d,187,198,-5.6
12832,20210905,S37000012,3,All,d,131,118.5,10.5
12833,20210905,S37000012,4,All,d,171,160,6.9
12834,20210905,S37000012,5,All,d,384,370.5,3.6
12835,20210905,S37000013,1,All,d,78,133.5,-41.6
12836,20210905,S37000013,2,All,d,104,166.5,-37.5
12837,20210905,S37000013,3,All,d,120,156,-23.1
12838,20210905,S37000013,4,All,d,64,95,-32.6
12839,20210905,S37000013,5,All,d,58,65.5,-11.5
12840,20210905,S37000016,1,All,d,81,90,-10
12841,20210905,S37000016,2,All,d,107,133,-19.5
12842,20210905,S37000016,3,All,d,201,235,-14.5
12843,20210905,S37000016,4,All,d,207,207,0
12844,20210905,S37000016,5,All,d,42,45,-6.7
12845,20210905,S37000017,1,All,d,109,133,-18
12846,20210905,S37000017,2,All,d,28,32,-12.5
12847,20210905,S37000017,3,All,d,32,36.5,-12.3
12848,20210905,S37000017,4,All,d,18,29,-37.9
12849,20210905,S37000017,5,All,d,23,28,-17.9
12850,20210905,S37000018,1,All,d,23,30,-23.3
12851,20210905,S37000018,2,All,d,79,103,-23.3
12852,20210905,S37000018,3,All,d,56,58.5,-4.3
12853,20210905,S37000018,4,All,d,43,32.5,32.3
12854,20210905,S37000018,5,All,d,20,21.5,-7
12855,20210905,S37000019,1,All,d,8,11,-27.3
12856,20210905,S37000019,2,All,d,36,39.5,-8.9
12857,20210905,S37000019,3,All,d,75,70,7.1
12858,20210905,S37000019,4,All,d,63,70,-10
12859,20210905,S37000019,5,All,d,22,27,-18.5
12860,20210905,S37000020,1,All,d,175,226,-22.6
12861,20210905,S37000020,2,All,d,68,98.5,-31
12862,20210905,S37000020,3,All,d,58,66.5,-12.8
12863,20210905,S37000020,4,All,d,46,58.5,-21.4
12864,20210905,S37000020,5,All,d,33,25.5,29.4
12865,20210905,S37000022,2,All,d,12,13.5,-11.1
12866,20210905,S37000022,3,All,d,8,7,14.3
12867,20210905,S37000022,4,All,d,28,35.5,-21.1
12868,20210905,S37000024,1,All,d,111,134.5,-17.5
12869,20210905,S37000024,2,All,d,115,147.5,-22
12870,20210905,S37000024,3,All,d,72,80,-10
12871,20210905,S37000024,4,All,d,49,68,-27.9
12872,20210905,S37000024,5,All,d,68,79.5,-14.5
12873,20210905,S37000025,1,All,d,18,24,-25
12874,20210905,S37000025,2,All,d,35,56,-37.5
12875,20210905,S37000025,3,All,d,99,133,-25.6
12876,20210905,S37000025,4,All,d,66,73.5,-10.2
12877,20210905,S37000025,5,All,d,15,25,-40
12878,20210905,S37000026,3,All,d,18,20.5,-12.2
12879,20210905,S37000026,4,All,d,18,34,-47.1
12880,20210905,S37000027,1,All,d,79,89,-11.2
12881,20210905,S37000027,2,All,d,123,107,15
12882,20210905,S37000027,3,All,d,60,76,-21.1
12883,20210905,S37000027,4,All,d,53,58.5,-9.4
12884,20210905,S37000027,5,All,d,53,63.5,-16.5
12885,20210905,S37000028,1,All,d,212,233.5,-9.2
12886,20210905,S37000028,2,All,d,209,258.5,-19.1
12887,20210905,S37000028,3,All,d,170,181.5,-6.3
12888,20210905,S37000028,4,All,d,141,164,-14
12889,20210905,S37000028,5,All,d,99,115.5,-14.3
12890,20210905,S37000029,1,All,d,124,126.5,-2
12891,20210905,S37000029,2,All,d,67,80,-16.2
12892,20210905,S37000029,3,All,d,50,44.5,12.4
12893,20210905,S37000029,4,All,d,16,19.5,-17.9
12894,20210905,S37000029,5,All,d,8,9.5,-15.8
12895,20210905,S37000030,1,All,d,92,92.5,-0.5
12896,20210905,S37000030,2,All,d,187,156.5,19.5
12897,20210905,S37000030,3,All,d,101,111.5,-9.4
12898,20210905,S37000030,4,All,d,101,78.5,28.7
12899,20210905,S37000030,5,All,d,57,68.5,-16.8
12900,20210905,S37000031,2,All,d,19,19.5,-2.6
12901,20210905,S37000031,3,All,d,58,74,-21.6
12902,20210905,S37000032,1,All,d,301,308,-2.3
12903,20210905,S37000032,2,All,d,253,265,-4.5
12904,20210905,S37000032,3,All,d,202,229,-11.8
12905,20210905,S37000032,4,All,d,198,201,-1.5
12906,20210905,S37000032,5,All,d,145,153.5,-5.5
12907,20210905,S37000033,1,All,d,17,29,-41.4
12908,20210905,S37000033,2,All,d,68,54,25.9
12909,20210905,S37000033,3,All,d,85,96.5,-11.9
12910,20210905,S37000033,4,All,d,141,136.5,3.3
12911,20210905,S37000033,5,All,d,83,93,-10.8
12912,20210905,S37000034,1,All,d,928,1025.5,-9.5
12913,20210905,S37000034,2,All,d,271,341.5,-20.6
12914,20210905,S37000034,3,All,d,152,201,-24.4
12915,20210905,S37000034,4,All,d,145,159,-8.8
12916,20210905,S37000034,5,All,d,108,119,-9.2
12917,20210905,S37000035,1,All,d,354,462,-23.4
12918,20210905,S37000035,2,All,d,270,303,-10.9
12919,20210905,S37000035,3,All,d,122,148.5,-17.8
12920,20210905,S37000035,4,All,d,104,124,-16.1
12921,20210905,S37000035,5,All,d,64,74.5,-14.1
12922,20210912,S37000001,1,All,d,68,82,-17.1
12923,20210912,S37000001,2,All,d,114,143,-20.3
12924,20210912,S37000001,3,All,d,91,74,23
12925,20210912,S37000001,4,All,d,79,76.5,3.3
12926,20210912,S37000001,5,All,d,145,154.5,-6.1
12927,20210912,S37000002,1,All,d,21,24,-12.5
12928,20210912,S37000002,2,All,d,67,69.5,-3.6
12929,20210912,S37000002,3,All,d,120,132.5,-9.4
12930,20210912,S37000002,4,All,d,198,211.5,-6.4
12931,20210912,S37000002,5,All,d,154,138.5,11.2
12932,20210912,S37000003,1,All,d,41,23,78.3
12933,20210912,S37000003,2,All,d,92,83.5,10.2
12934,20210912,S37000003,3,All,d,87,97.5,-10.8
12935,20210912,S37000003,4,All,d,91,84.5,7.7
12936,20210912,S37000003,5,All,d,27,35.5,-23.9
12937,20210912,S37000004,1,All,d,23,35,-34.3
12938,20210912,S37000004,2,All,d,51,41.5,22.9
12939,20210912,S37000004,3,All,d,89,129,-31
12940,20210912,S37000004,4,All,d,48,39,23.1
12941,20210912,S37000004,5,All,d,24,18.5,29.7
12942,20210912,S37000005,1,All,d,93,119.5,-22.2
12943,20210912,S37000005,2,All,d,61,112.5,-45.8
12944,20210912,S37000005,3,All,d,59,79.5,-25.8
12945,20210912,S37000005,4,All,d,71,100.5,-29.4
12946,20210912,S37000005,5,All,d,59,89.5,-34.1
12947,20210912,S37000006,1,All,d,45,58,-22.4
12948,20210912,S37000006,2,All,d,110,136.5,-19.4
12949,20210912,S37000006,3,All,d,157,170.5,-7.9
12950,20210912,S37000006,4,All,d,62,64,-3.1
12951,20210912,S37000006,5,All,d,30,25.5,17.6
12952,20210912,S37000007,1,All,d,220,208.5,5.5
12953,20210912,S37000007,2,All,d,103,86,19.8
12954,20210912,S37000007,3,All,d,50,41,22
12955,20210912,S37000007,4,All,d,54,56,-3.6
12956,20210912,S37000007,5,All,d,63,55.5,13.5
12957,20210912,S37000008,1,All,d,138,143.5,-3.8
12958,20210912,S37000008,2,All,d,93,112.5,-17.3
12959,20210912,S37000008,3,All,d,70,68,2.9
12960,20210912,S37000008,4,All,d,46,40,15
12961,20210912,S37000008,5,All,d,29,34.5,-15.9
12962,20210912,S37000009,1,All,d,15,18,-16.7
12963,20210912,S37000009,2,All,d,53,58,-8.6
12964,20210912,S37000009,3,All,d,21,24.5,-14.3
12965,20210912,S37000009,4,All,d,44,58.5,-24.8
12966,20210912,S37000009,5,All,d,92,120.5,-23.7
12967,20210912,S37000010,1,All,d,22,22.5,-2.2
12968,20210912,S37000010,2,All,d,86,86.5,-0.6
12969,20210912,S37000010,3,All,d,58,58,0
12970,20210912,S37000010,4,All,d,46,46.5,-1.1
12971,20210912,S37000010,5,All,d,43,43,0
12972,20210912,S37000011,1,All,d,12,23.5,-48.9
12973,20210912,S37000011,2,All,d,19,29.5,-35.6
12974,20210912,S37000011,3,All,d,16,20,-20
12975,20210912,S37000011,4,All,d,36,43.5,-17.2
12976,20210912,S37000011,5,All,d,90,110,-18.2
12977,20210912,S37000012,1,All,d,166,189,-12.2
12978,20210912,S37000012,2,All,d,176,180,-2.2
12979,20210912,S37000012,3,All,d,138,147.5,-6.4
12980,20210912,S37000012,4,All,d,184,179.5,2.5
12981,20210912,S37000012,5,All,d,366,365.5,0.1
12982,20210912,S37000013,1,All,d,91,127.5,-28.6
12983,20210912,S37000013,2,All,d,100,160,-37.5
12984,20210912,S37000013,3,All,d,95,147,-35.4
12985,20210912,S37000013,4,All,d,63,84,-25
12986,20210912,S37000013,5,All,d,69,87,-20.7
12987,20210912,S37000016,1,All,d,87,76.5,13.7
12988,20210912,S37000016,2,All,d,125,145,-13.8
12989,20210912,S37000016,3,All,d,218,236,-7.6
12990,20210912,S37000016,4,All,d,167,189,-11.6
12991,20210912,S37000016,5,All,d,37,49,-24.5
12992,20210912,S37000017,1,All,d,113,138,-18.1
12993,20210912,S37000017,2,All,d,10,28.5,-64.9
12994,20210912,S37000017,3,All,d,29,27,7.4
12995,20210912,S37000017,4,All,d,19,22.5,-15.6
12996,20210912,S37000017,5,All,d,10,28,-64.3
12997,20210912,S37000018,1,All,d,28,29,-3.4
12998,20210912,S37000018,2,All,d,85,100,-15
12999,20210912,S37000018,3,All,d,50,51.5,-2.9
13000,20210912,S37000018,4,All,d,38,34,11.8
13043,20210912,S37000030,2,All,d,171,153,11.8
13044,20210912,S37000030,3,All,d,94,104,-9.6
13045,20210912,S37000030,4,All,d,89,76.5,16.3
13046,20210912,S37000030,5,All,d,52,60,-13.3
13047,20210912,S37000031,2,All,d,19,16.5,15.2
13048,20210912,S37000031,3,All,d,55,71,-22.5
13049,20210912,S37000032,1,All,d,280,265.5,5.5
13050,20210912,S37000032,2,All,d,276,267.5,3.2
13051,20210912,S37000032,3,All,d,248,232.5,6.7
13052,20210912,S37000032,4,All,d,186,176,5.7
13053,20210912,S37000032,5,All,d,145,137.5,5.5
