id,week_ending,hb,hbqf,age_group,age_group_qf,sex,sex_qf,number_attendances,average20182019,percent_variation
7615,20201227,S08000032,,5 - 14,,All,d,102,161.5,-36.8
7616,20201227,S08000032,,15 - 44,,All,d,837,1221.5,-31.5
7617,20201227,S08000032,,45 - 64,,All,d,722,924,-21.9
7618,20201227,S08000032,,65 - 74,,All,d,370,453,-18.3
7619,20201227,S08000032,,75 - 84,,All,d,298,419.5,-29
7620,20201227,S08000032,,85 and over,,All,d,180,202,-10.9
7621,20201227,S08000032,,All ages,d,All,d,2657,3670.5,-27.6
7622,20201227,S08000032,,All ages,d,Female,,1326,1838,-27.9
7623,20201227,S08000032,,All ages,d,Male,,1314,1766.5,-25.6
7624,20201227,S92000003,d,Under 5,,All,d,1314,2669.5,-50.8
7625,20201227,S92000003,d,5 - 14,,All,d,1021,1497,-31.8
7626,20201227,S92000003,d,15 - 44,,All,d,5131,8018.5,-36
7627,20201227,S92000003,d,45 - 64,,All,d,4056,5577,-27.3
7628,20201227,S92000003,d,65 - 74,,All,d,1900,2663,-28.7
7629,20201227,S92000003,d,75 - 84,,All,d,1713,2500,-31.5
7630,20201227,S92000003,d,85 and over,,All,d,1084,1381.5,-21.5
7631,20201227,S92000003,d,All ages,d,All,d,16442,25181,-34.7
7632,20201227,S92000003,d,All ages,d,Female,,7992,12234,-34.7
7633,20201227,S92000003,d,All ages,d,Male,,8227,12072.5,-31.9
7634,20210103,S08000015,,Under 5,,All,d,87,231,-62.3
7635,20210103,S08000015,,5 - 14,,All,d,89,126.5,-29.6
7636,20210103,S08000015,,15 - 44,,All,d,442,631.5,-30
7637,20210103,S08000015,,45 - 64,,All,d,321,464,-30.8
7638,20210103,S08000015,,65 - 74,,All,d,163,203.5,-19.9
7639,20210103,S08000015,,75 - 84,,All,d,148,210,-29.5
7640,20210103,S08000015,,85 and over,,All,d,79,90.5,-12.7
7641,20210103,S08000015,,All ages,d,All,d,1341,1991,-32.6
7642,20210103,S08000015,,All ages,d,Female,,653,990,-34
7643,20210103,S08000015,,All ages,d,Male,,676,967,-30.1
7644,20210103,S08000016,,Under 5,,All,d,15,31.5,-52.4
7645,20210103,S08000016,,5 - 14,,All,d,13,19,-31.6
7646,20210103,S08000016,,15 - 44,,All,d,124,165,-24.8
7647,20210103,S08000016,,45 - 64,,All,d,142,141,0.7
7648,20210103,S08000016,,65 - 74,,All,d,66,68,-2.9
7649,20210103,S08000016,,75 - 84,,All,d,67,85,-21.2
7650,20210103,S08000016,,85 and over,,All,d,48,61,-21.3
7651,20210103,S08000016,,All ages,d,All,d,477,595,-19.8
7652,20210103,S08000016,,All ages,d,Female,,276,281.5,-2
7653,20210103,S08000016,,All ages,d,Male,,199,289,-31.1
7654,20210103,S08000017,,Under 5,,All,d,26,90,-71.1
7655,20210103,S08000017,,5 - 14,,All,d,28,47,-40.4
7656,20210103,S08000017,,15 - 44,,All,d,170,287.5,-40.9
7657,20210103,S08000017,,45 - 64,,All,d,138,193,-28.5
7658,20210103,S08000017,,65 - 74,,All,d,66,108,-38.9
7659,20210103,S08000017,,75 - 84,,All,d,70,105,-33.3
7660,20210103,S08000017,,85 and over,,All,d,41,52,-21.2
7661,20210103,S08000017,,All ages,d,All,d,543,922,-41.1
7662,20210103,S08000017,,All ages,d,Female,,282,469,-39.9
7663,20210103,S08000017,,All ages,d,Male,,257,413.5,-37.8
7664,20210103,S08000019,,Under 5,,All,d,27,104.5,-74.2
7665,20210103,S08000019,,5 - 14,,All,d,32,72.5,-55.9
7666,20210103,S08000019,,15 - 44,,All,d,240,382,-37.2
7667,20210103,S08000019,,45 - 64,,All,d,216,281,-23.1
7668,20210103,S08000019,,65 - 74,,All,d,87,142.5,-38.9
7669,20210103,S08000019,,75 - 84,,All,d,97,147,-34
7670,20210103,S08000019,,85 and over,,All,d,78,73.5,6.1
7671,20210103,S08000019,,All ages,d,All,d,779,1240.5,-37.2
7672,20210103,S08000019,,All ages,d,Female,,402,581.5,-30.9
7673,20210103,S08000019,,All ages,d,Male,,375,621.5,-39.7
7674,20210103,S08000020,,Under 5,,All,d,85,183,-53.6
7675,20210103,S08000020,,5 - 14,,All,d,102,128.5,-20.6
7676,20210103,S08000020,,15 - 44,,All,d,431,627,-31.3
7677,20210103,S08000020,,45 - 64,,All,d,357,408,-12.5
7678,20210103,S08000020,,65 - 74,,All,d,192,207,-7.2
7679,20210103,S08000020,,75 - 84,,All,d,128,193.5,-33.9
7680,20210103,S08000020,,85 and over,,All,d,107,112,-4.5
7681,20210103,S08000020,,All ages,d,All,d,1423,1935.5,-26.5
7682,20210103,S08000020,,All ages,d,Female,,732,927,-21
7683,20210103,S08000020,,All ages,d,Male,,670,932,-28.1
7684,20210103,S08000022,,Under 5,,All,d,36,84.5,-57.4
7685,20210103,S08000022,,5 - 14,,All,d,32,59.5,-46.2
7686,20210103,S08000022,,15 - 44,,All,d,293,371,-21
7687,20210103,S08000022,,45 - 64,,All,d,216,255,-15.3
7688,20210103,S08000022,,65 - 74,,All,d,101,131.5,-23.2
7689,20210103,S08000022,,75 - 84,,All,d,102,115,-11.3
7690,20210103,S08000022,,85 and over,,All,d,40,65.5,-38.9
7691,20210103,S08000022,,All ages,d,All,d,834,1172.5,-28.9
7692,20210103,S08000022,,All ages,d,Female,,413,546,-24.4
7693,20210103,S08000022,,All ages,d,Male,,407,536,-24.1
7694,20210103,S08000024,,Under 5,,All,d,376,623.5,-39.7
7695,20210103,S08000024,,5 - 14,,All,d,316,329.5,-4.1
7696,20210103,S08000024,,15 - 44,,All,d,1126,1177,-4.3
7697,20210103,S08000024,,45 - 64,,All,d,793,804.5,-1.4
7698,20210103,S08000024,,65 - 74,,All,d,331,362.5,-8.7
7699,20210103,S08000024,,75 - 84,,All,d,271,334.5,-19
7700,20210103,S08000024,,85 and over,,All,d,141,206.5,-31.7
7701,20210103,S08000024,,All ages,d,All,d,3407,4095,-16.8
7702,20210103,S08000024,,All ages,d,Female,,1742,1916.5,-9.1
7703,20210103,S08000024,,All ages,d,Male,,1612,1921.5,-16.1
7704,20210103,S08000025,,15 - 44,,All,d,25,38.5,-35.1
7705,20210103,S08000025,,45 - 64,,All,d,19,26,-26.9
7706,20210103,S08000025,,65 - 74,,All,d,9,13,-30.8
7707,20210103,S08000025,,75 - 84,,All,d,14,12,16.7
7708,20210103,S08000025,,85 and over,,All,d,7,10,-30
7709,20210103,S08000025,,All ages,d,All,d,80,116,-31
7710,20210103,S08000025,,All ages,d,Female,,37,54,-31.5
7711,20210103,S08000025,,All ages,d,Male,,43,59.5,-27.7
7712,20210103,S08000026,,Under 5,,All,d,9,12,-25
7713,20210103,S08000026,,15 - 44,,All,d,31,49,-36.7
7714,20210103,S08000026,,45 - 64,,All,d,15,22.5,-33.3
7715,20210103,S08000026,,65 - 74,,All,d,7,14,-50
7716,20210103,S08000026,,75 - 84,,All,d,7,15,-53.3
7717,20210103,S08000026,,85 and over,,All,d,5,7,-28.6
7718,20210103,S08000026,,All ages,d,All,d,80,136.5,-41.4
7719,20210103,S08000026,,All ages,d,Female,,42,64.5,-34.9
7720,20210103,S08000026,,All ages,d,Male,,35,66,-47
7721,20210103,S08000028,,15 - 44,,All,d,20,41,-51.2
7722,20210103,S08000028,,45 - 64,,All,d,18,31,-41.9
7723,20210103,S08000028,,65 - 74,,All,d,7,19,-63.2
7724,20210103,S08000028,,75 - 84,,All,d,8,15.5,-48.4
7725,20210103,S08000028,,85 and over,,All,d,9,8.5,5.9
7726,20210103,S08000028,,All ages,d,All,d,68,135,-49.6
7727,20210103,S08000028,,All ages,d,Female,,29,61.5,-52.8
7728,20210103,S08000028,,All ages,d,Male,,38,69.5,-45.3
7729,20210103,S08000029,,Under 5,,All,d,56,100.5,-44.3
7730,20210103,S08000029,,5 - 14,,All,d,50,70.5,-29.1
7731,20210103,S08000029,,15 - 44,,All,d,361,438,-17.6
7732,20210103,S08000029,,45 - 64,,All,d,226,304,-25.7
7733,20210103,S08000029,,65 - 74,,All,d,124,137.5,-9.8
7734,20210103,S08000029,,75 - 84,,All,d,98,125.5,-21.9
7735,20210103,S08000029,,85 and over,,All,d,58,69.5,-16.5
7736,20210103,S08000029,,All ages,d,All,d,981,1265.5,-22.5
7737,20210103,S08000029,,All ages,d,Female,,517,634,-18.5
7738,20210103,S08000029,,All ages,d,Male,,456,611.5,-25.4
7739,20210103,S08000030,,Under 5,,All,d,75,102,-26.5
7740,20210103,S08000030,,5 - 14,,All,d,74,71.5,3.5
7741,20210103,S08000030,,15 - 44,,All,d,390,473,-17.5
7742,20210103,S08000030,,45 - 64,,All,d,278,300.5,-7.5
7743,20210103,S08000030,,65 - 74,,All,d,103,148,-30.4
7744,20210103,S08000030,,75 - 84,,All,d,113,139,-18.7
7745,20210103,S08000030,,85 and over,,All,d,73,89,-18
7746,20210103,S08000030,,All ages,d,All,d,1114,1366,-18.4
7747,20210103,S08000030,,All ages,d,Female,,597,644,-7.3
7748,20210103,S08000030,,All ages,d,Male,,509,679,-25
7749,20210103,S08000031,,Under 5,,All,d,459,863.5,-46.8
7750,20210103,S08000031,,5 - 14,,All,d,315,390.5,-19.3
7751,20210103,S08000031,,15 - 44,,All,d,1573,2116.5,-25.7
7752,20210103,S08000031,,45 - 64,,All,d,1129,1422.5,-20.6
7753,20210103,S08000031,,65 - 74,,All,d,482,655.5,-26.5
7754,20210103,S08000031,,75 - 84,,All,d,390,583.5,-33.2
7755,20210103,S08000031,,85 and over,,All,d,235,334.5,-29.7
7756,20210103,S08000031,,All ages,d,All,d,4622,6540,-29.3
7757,20210103,S08000031,,All ages,d,Female,,2329,3226.5,-27.8
7758,20210103,S08000031,,All ages,d,Male,,2254,3140,-28.2
7759,20210103,S08000032,,Under 5,,All,d,118,223,-47.1
7760,20210103,S08000032,,5 - 14,,All,d,129,161.5,-20.1
7761,20210103,S08000032,,15 - 44,,All,d,1027,1221.5,-15.9
7762,20210103,S08000032,,45 - 64,,All,d,884,924,-4.3
7763,20210103,S08000032,,65 - 74,,All,d,381,453,-15.9
7764,20210103,S08000032,,75 - 84,,All,d,301,419.5,-28.2
7765,20210103,S08000032,,85 and over,,All,d,181,202,-10.4
7766,20210103,S08000032,,All ages,d,All,d,3068,3670.5,-16.4
7767,20210103,S08000032,,All ages,d,Female,,1573,1838,-14.4
7768,20210103,S08000032,,All ages,d,Male,,1448,1766.5,-18
7769,20210103,S92000003,d,Under 5,,All,d,1377,2669.5,-48.4
7770,20210103,S92000003,d,5 - 14,,All,d,1186,1497,-20.8
7771,20210103,S92000003,d,15 - 44,,All,d,6253,8018.5,-22
7772,20210103,S92000003,d,45 - 64,,All,d,4752,5577,-14.8
7773,20210103,S92000003,d,65 - 74,,All,d,2119,2663,-20.4
7774,20210103,S92000003,d,75 - 84,,All,d,1814,2500,-27.4
7775,20210103,S92000003,d,85 and over,,All,d,1102,1381.5,-20.2
7776,20210103,S92000003,d,All ages,d,All,d,18817,25181,-25.3
7777,20210103,S92000003,d,All ages,d,Female,,9624,12234,-21.3
7778,20210103,S92000003,d,All ages,d,Male,,8979,12072.5,-25.6
7779,20210110,S08000015,,Under 5,,All,d,87,194.5,-55.3
7780,20210110,S08000015,,5 - 14,,All,d,67,119,-43.7
7781,20210110,S08000015,,15 - 44,,All,d,375,694.5,-46
7782,20210110,S08000015,,45 - 64,,All,d,350,455.5,-23.2
7783,20210110,S08000015,,65 - 74,,All,d,155,212,-26.9
7784,20210110,S08000015,,75 - 84,,All,d,140,184.5,-24.1
7785,20210110,S08000015,,85 and over,,All,d,65,101.5,-36
7786,20210110,S08000015,,All ages,d,All,d,1248,1972.5,-36.7
7787,20210110,S08000015,,All ages,d,Female,,632,991,-36.2
7788,20210110,S08000015,,All ages,d,Male,,607,970.5,-37.5
7789,20210110,S08000016,,Under 5,,All,d,10,28.5,-64.9
7790,20210110,S08000016,,5 - 14,,All,d,12,28.5,-57.9
7791,20210110,S08000016,,15 - 44,,All,d,114,183,-37.7
7792,20210110,S08000016,,45 - 64,,All,d,113,146.5,-22.9
7793,20210110,S08000016,,65 - 74,,All,d,66,81.5,-19
7794,20210110,S08000016,,75 - 84,,All,d,71,80,-11.2
7795,20210110,S08000016,,85 and over,,All,d,42,51,-17.6
7796,20210110,S08000016,,All ages,d,All,d,430,611,-29.6
7797,20210110,S08000016,,All ages,d,Female,,221,301,-26.6
7798,20210110,S08000016,,All ages,d,Male,,207,298,-30.5
7799,20210110,S08000017,,Under 5,,All,d,18,85.5,-78.9
7800,20210110,S08000017,,5 - 14,,All,d,17,57,-70.2
7801,20210110,S08000017,,15 - 44,,All,d,151,320.5,-52.9
7802,20210110,S08000017,,45 - 64,,All,d,162,194.5,-16.7
7803,20210110,S08000017,,65 - 74,,All,d,90,106.5,-15.5
7804,20210110,S08000017,,75 - 84,,All,d,59,96,-38.5
7805,20210110,S08000017,,85 and over,,All,d,39,47.5,-17.9
7806,20210110,S08000017,,All ages,d,All,d,540,909.5,-40.6
7807,20210110,S08000017,,All ages,d,Female,,257,455.5,-43.6
7808,20210110,S08000017,,All ages,d,Male,,279,452,-38.3
7809,20210110,S08000019,,Under 5,,All,d,48,84.5,-43.2
7810,20210110,S08000019,,5 - 14,,All,d,42,61.5,-31.7
7811,20210110,S08000019,,15 - 44,,All,d,279,392.5,-28.9
7812,20210110,S08000019,,45 - 64,,All,d,240,287.5,-16.5
7813,20210110,S08000019,,65 - 74,,All,d,98,127.5,-23.1
7814,20210110,S08000019,,75 - 84,,All,d,89,136.5,-34.8
7815,20210110,S08000019,,85 and over,,All,d,63,79.5,-20.8
7816,20210110,S08000019,,All ages,d,All,d,862,1221,-29.4
7817,20210110,S08000019,,All ages,d,Female,,460,596,-22.8
7818,20210110,S08000019,,All ages,d,Male,,399,573.5,-30.4
7819,20210110,S08000020,,Under 5,,All,d,82,160,-48.8
7820,20210110,S08000020,,5 - 14,,All,d,82,117.5,-30.2
7821,20210110,S08000020,,15 - 44,,All,d,356,702.5,-49.3
7822,20210110,S08000020,,45 - 64,,All,d,262,425.5,-38.4
7823,20210110,S08000020,,65 - 74,,All,d,160,190,-15.8
7824,20210110,S08000020,,75 - 84,,All,d,110,172.5,-36.2
7825,20210110,S08000020,,85 and over,,All,d,72,96.5,-25.4
7826,20210110,S08000020,,All ages,d,All,d,1141,1912,-40.3
7827,20210110,S08000020,,All ages,d,Female,,552,907.5,-39.2
7828,20210110,S08000020,,All ages,d,Male,,572,957,-40.2
7829,20210110,S08000022,,Under 5,,All,d,35,63.5,-44.9
7830,20210110,S08000022,,5 - 14,,All,d,28,41.5,-32.5
7831,20210110,S08000022,,15 - 44,,All,d,232,383.5,-39.5
7832,20210110,S08000022,,45 - 64,,All,d,190,297,-36
7833,20210110,S08000022,,65 - 74,,All,d,100,133,-24.8
7834,20210110,S08000022,,75 - 84,,All,d,87,112,-22.3
7835,20210110,S08000022,,85 and over,,All,d,49,60.5,-19
7836,20210110,S08000022,,All ages,d,All,d,733,1149.5,-36.2
7837,20210110,S08000022,,All ages,d,Female,,364,544.5,-33.1
7838,20210110,S08000022,,All ages,d,Male,,357,546.5,-34.7
7839,20210110,S08000024,,Under 5,,All,d,334,609,-45.2
7840,20210110,S08000024,,5 - 14,,All,d,250,348.5,-28.3
7841,20210110,S08000024,,15 - 44,,All,d,1033,1363,-24.2
7842,20210110,S08000024,,45 - 64,,All,d,768,808.5,-5
7843,20210110,S08000024,,65 - 74,,All,d,305,349.5,-12.7
7844,20210110,S08000024,,75 - 84,,All,d,248,345.5,-28.2
7845,20210110,S08000024,,85 and over,,All,d,159,215,-26
7846,20210110,S08000024,,All ages,d,All,d,3168,4248,-25.4
7847,20210110,S08000024,,All ages,d,Female,,1602,2080,-23
7848,20210110,S08000024,,All ages,d,Male,,1495,1959,-23.7
7849,20210110,S08000025,,15 - 44,,All,d,21,36,-41.7
7850,20210110,S08000025,,45 - 64,,All,d,17,24,-29.2
7851,20210110,S08000025,,65 - 74,,All,d,5,15.5,-67.7
7852,20210110,S08000025,,75 - 84,,All,d,13,16.5,-21.2
7853,20210110,S08000025,,85 and over,,All,d,5,8,-37.5
7854,20210110,S08000025,,All ages,d,All,d,68,114.5,-40.6
7855,20210110,S08000025,,All ages,d,Female,,35,55.5,-36.9
7856,20210110,S08000025,,All ages,d,Male,,32,57,-43.9
7857,20210110,S08000026,,15 - 44,,All,d,22,48.5,-54.6
7858,20210110,S08000026,,45 - 64,,All,d,25,37,-32.4
7859,20210110,S08000026,,65 - 74,,All,d,13,10.5,23.8
7860,20210110,S08000026,,75 - 84,,All,d,7,16,-56.2
7861,20210110,S08000026,,All ages,d,All,d,77,141,-45.4
7862,20210110,S08000026,,All ages,d,Female,,35,73.5,-52.4
7863,20210110,S08000026,,All ages,d,Male,,41,64,-35.9
7864,20210110,S08000028,,15 - 44,,All,d,20,36.5,-45.2
7865,20210110,S08000028,,45 - 64,,All,d,13,31.5,-58.7
7866,20210110,S08000028,,65 - 74,,All,d,19,18,5.6
7867,20210110,S08000028,,75 - 84,,All,d,9,16,-43.8
7868,20210110,S08000028,,85 and over,,All,d,6,12.5,-52
7869,20210110,S08000028,,All ages,d,All,d,70,131,-46.6
7870,20210110,S08000028,,All ages,d,Female,,30,65.5,-54.2
7871,20210110,S08000028,,All ages,d,Male,,39,62,-37.1
7872,20210110,S08000029,,Under 5,,All,d,43,92.5,-53.5
7873,20210110,S08000029,,5 - 14,,All,d,42,63,-33.3
7874,20210110,S08000029,,15 - 44,,All,d,319,465,-31.4
7875,20210110,S08000029,,45 - 64,,All,d,197,317.5,-38
7876,20210110,S08000029,,65 - 74,,All,d,138,142,-2.8
7877,20210110,S08000029,,75 - 84,,All,d,87,115,-24.3
7878,20210110,S08000029,,85 and over,,All,d,46,75.5,-39.1
7879,20210110,S08000029,,All ages,d,All,d,879,1286.5,-31.7
7880,20210110,S08000029,,All ages,d,Female,,462,652,-29.1
7881,20210110,S08000029,,All ages,d,Male,,410,618.5,-33.7
7882,20210110,S08000030,,Under 5,,All,d,63,105,-40
7883,20210110,S08000030,,5 - 14,,All,d,71,73,-2.7
7884,20210110,S08000030,,15 - 44,,All,d,384,511,-24.9
7885,20210110,S08000030,,45 - 64,,All,d,275,313,-12.1
7886,20210110,S08000030,,65 - 74,,All,d,127,146.5,-13.3
7887,20210110,S08000030,,75 - 84,,All,d,118,135.5,-12.9
7888,20210110,S08000030,,85 and over,,All,d,66,105,-37.1
7889,20210110,S08000030,,All ages,d,All,d,1106,1392.5,-20.6
7890,20210110,S08000030,,All ages,d,Female,,555,673.5,-17.6
7891,20210110,S08000030,,All ages,d,Male,,549,715.5,-23.3
7892,20210110,S08000031,,Under 5,,All,d,379,856.5,-55.8
7893,20210110,S08000031,,5 - 14,,All,d,353,447.5,-21.1
7894,20210110,S08000031,,15 - 44,,All,d,1671,2345,-28.7
7895,20210110,S08000031,,45 - 64,,All,d,1250,1535.5,-18.6
7896,20210110,S08000031,,65 - 74,,All,d,490,633.5,-22.7
7897,20210110,S08000031,,75 - 84,,All,d,382,598.5,-36.2
7898,20210110,S08000031,,85 and over,,All,d,259,353,-26.6
7899,20210110,S08000031,,All ages,d,All,d,4802,6786,-29.2
7900,20210110,S08000031,,All ages,d,Female,,2392,3420,-30.1
7901,20210110,S08000031,,All ages,d,Male,,2392,3349.5,-28.6
7902,20210110,S08000032,,Under 5,,All,d,113,205,-44.9
7903,20210110,S08000032,,5 - 14,,All,d,136,163.5,-16.8
7904,20210110,S08000032,,15 - 44,,All,d,1150,1289.5,-10.8
7905,20210110,S08000032,,45 - 64,,All,d,971,1011,-4
7906,20210110,S08000032,,65 - 74,,All,d,374,449.5,-16.8
7907,20210110,S08000032,,75 - 84,,All,d,352,429,-17.9
7908,20210110,S08000032,,85 and over,,All,d,170,214.5,-20.7
7909,20210110,S08000032,,All ages,d,All,d,3293,3810,-13.6
7910,20210110,S08000032,,All ages,d,Female,,1660,1946.5,-14.7
7911,20210110,S08000032,,All ages,d,Male,,1606,1815.5,-11.5
7912,20210110,S92000003,d,Under 5,,All,d,1219,2512,-51.5
7913,20210110,S92000003,d,5 - 14,,All,d,1107,1540,-28.1
7914,20210110,S92000003,d,15 - 44,,All,d,6127,8771,-30.1
7915,20210110,S92000003,d,45 - 64,,All,d,4833,5884.5,-17.9
7916,20210110,S92000003,d,65 - 74,,All,d,2140,2615.5,-18.2
7917,20210110,S92000003,d,75 - 84,,All,d,1772,2453.5,-27.8
7918,20210110,S92000003,d,85 and over,,All,d,1044,1424,-26.7
7919,20210110,S92000003,d,All ages,d,All,d,18417,25685,-28.3
7920,20210110,S92000003,d,All ages,d,Female,,9257,12762,-27.5
7921,20210110,S92000003,d,All ages,d,Male,,8985,12438.5,-27.8
7922,20210117,S08000015,,Under 5,,All,d,83,195.5,-57.5
7923,20210117,S08000015,,5 - 14,,All,d,57,172,-66.9
7924,20210117,S08000015,,15 - 44,,All,d,330,654.5,-49.6
7925,20210117,S08000015,,45 - 64,,All,d,293,456,-35.7
7926,20210117,S08000015,,65 - 74,,All,d,132,202,-34.7
7927,20210117,S08000015,,75 - 84,,All,d,112,186,-39.8
7928,20210117,S08000015,,85 and over,,All,d,54,82,-34.1
7929,20210117,S08000015,,All ages,d,All,d,1068,1957.5,-45.4
7930,20210117,S08000015,,All ages,d,Female,,523,938.5,-44.3
7931,20210117,S08000015,,All ages,d,Male,,538,1009.5,-46.7
7932,20210117,S08000016,,Under 5,,All,d,11,24,-54.2
7933,20210117,S08000016,,5 - 14,,All,d,15,33.5,-55.2
7934,20210117,S08000016,,15 - 44,,All,d,102,172,-40.7
7935,20210117,S08000016,,45 - 64,,All,d,118,124.5,-5.2
7936,20210117,S08000016,,65 - 74,,All,d,46,79,-41.8
7937,20210117,S08000016,,75 - 84,,All,d,57,81.5,-30.1
7938,20210117,S08000016,,85 and over,,All,d,49,54.5,-10.1
7939,20210117,S08000016,,All ages,d,All,d,401,574,-30.1
7940,20210117,S08000016,,All ages,d,Female,,203,270,-24.8
7941,20210117,S08000016,,All ages,d,Male,,195,299,-34.8
7942,20210117,S08000017,,Under 5,,All,d,21,74,-71.6
7943,20210117,S08000017,,5 - 14,,All,d,22,69.5,-68.3
7944,20210117,S08000017,,15 - 44,,All,d,130,265,-50.9
7945,20210117,S08000017,,45 - 64,,All,d,111,172,-35.5
7946,20210117,S08000017,,65 - 74,,All,d,63,98,-35.7
7947,20210117,S08000017,,75 - 84,,All,d,50,87,-42.5
7948,20210117,S08000017,,85 and over,,All,d,49,45,8.9
7949,20210117,S08000017,,All ages,d,All,d,452,811,-44.3
7950,20210117,S08000017,,All ages,d,Female,,208,415,-49.9
7951,20210117,S08000017,,All ages,d,Male,,238,395.5,-39.8
7952,20210117,S08000019,,Under 5,,All,d,40,75.5,-47
7953,20210117,S08000019,,5 - 14,,All,d,31,87,-64.4
7954,20210117,S08000019,,15 - 44,,All,d,243,381,-36.2
7955,20210117,S08000019,,45 - 64,,All,d,185,248.5,-25.6
7956,20210117,S08000019,,65 - 74,,All,d,99,101,-2
7957,20210117,S08000019,,75 - 84,,All,d,94,121,-22.3
7958,20210117,S08000019,,85 and over,,All,d,55,69,-20.3
7959,20210117,S08000019,,All ages,d,All,d,751,1135,-33.8
7960,20210117,S08000019,,All ages,d,Female,,358,526.5,-32
7961,20210117,S08000019,,All ages,d,Male,,389,556.5,-30.1
7962,20210117,S08000020,,Under 5,,All,d,65,140,-53.6
7963,20210117,S08000020,,5 - 14,,All,d,71,170,-58.2
7964,20210117,S08000020,,15 - 44,,All,d,299,634.5,-52.9
7965,20210117,S08000020,,45 - 64,,All,d,219,384.5,-43
7966,20210117,S08000020,,65 - 74,,All,d,113,131.5,-14.1
7967,20210117,S08000020,,75 - 84,,All,d,106,153,-30.7
7968,20210117,S08000020,,85 and over,,All,d,78,82,-4.9
7969,20210117,S08000020,,All ages,d,All,d,965,1738.5,-44.5
7970,20210117,S08000020,,All ages,d,Female,,448,829.5,-46
7971,20210117,S08000020,,All ages,d,Male,,503,866,-41.9
7972,20210117,S08000022,,Under 5,,All,d,29,63,-54
7973,20210117,S08000022,,5 - 14,,All,d,21,64.5,-67.4
7974,20210117,S08000022,,15 - 44,,All,d,217,347.5,-37.6
7975,20210117,S08000022,,45 - 64,,All,d,191,229,-16.6
7976,20210117,S08000022,,65 - 74,,All,d,98,96,2.1
7977,20210117,S08000022,,75 - 84,,All,d,81,94,-13.8
7978,20210117,S08000022,,85 and over,,All,d,51,60.5,-15.7
7979,20210117,S08000022,,All ages,d,All,d,696,983.5,-29.2
7980,20210117,S08000022,,All ages,d,Female,,342,447.5,-23.6
7981,20210117,S08000022,,All ages,d,Male,,346,507,-31.8
7982,20210117,S08000024,,Under 5,,All,d,286,570.5,-49.9
7983,20210117,S08000024,,5 - 14,,All,d,225,451,-50.1
7984,20210117,S08000024,,15 - 44,,All,d,904,1257,-28.1
7985,20210117,S08000024,,45 - 64,,All,d,668,807,-17.2
7986,20210117,S08000024,,65 - 74,,All,d,257,316.5,-18.8
7987,20210117,S08000024,,75 - 84,,All,d,227,305.5,-25.7
7988,20210117,S08000024,,85 and over,,All,d,157,193,-18.7
7989,20210117,S08000024,,All ages,d,All,d,2770,4024.5,-31.2
7990,20210117,S08000024,,All ages,d,Female,,1431,1941,-26.3
7991,20210117,S08000024,,All ages,d,Male,,1293,1959.5,-34
7992,20210117,S08000025,,15 - 44,,All,d,19,29.5,-35.6
7993,20210117,S08000025,,45 - 64,,All,d,15,22,-31.8
7994,20210117,S08000025,,65 - 74,,All,d,12,15.5,-22.6
7995,20210117,S08000025,,75 - 84,,All,d,12,10.5,14.3
7996,20210117,S08000025,,85 and over,,All,d,10,6.5,53.8
7997,20210117,S08000025,,All ages,d,All,d,75,99,-24.2
7998,20210117,S08000025,,All ages,d,Female,,30,51.5,-41.7
7999,20210117,S08000025,,All ages,d,Male,,43,44.5,-3.4
8000,20210117,S08000026,,15 - 44,,All,d,17,42.5,-60
8007,20210117,S08000026,,All ages,d,Male,,32,69.5,-54
8008,20210117,S08000028,,15 - 44,,All,d,20,32,-37.5
8009,20210117,S08000028,,45 - 64,,All,d,15,28,-46.4
8010,20210117,S08000028,,75 - 84,,All,d,11,14.5,-24.1
8011,20210117,S08000028,,All ages,d,All,d,56,115,-51.3
8012,20210117,S08000028,,All ages,d,Female,,23,50,-54
8013,20210117,S08000028,,All ages,d,Male,,33,62.5,-47.2
8014,20210117,S08000029,,Under 5,,All,d,58,79,-26.6
8015,20210117,S08000029,,5 - 14,,All,d,51,95.5,-46.6
8016,20210117,S08000029,,15 - 44,,All,d,291,429,-32.2
8017,20210117,S08000029,,45 - 64,,All,d,197,258.5,-23.8
