"id","week_ending","hscp","age_group","age_group_qf","sex","sex_qf","sas_incidents","average20182019","percent_variation"
142,20200105,"S37000018","85 and over","","All","d",30,16.5,81.8
143,20200105,"S37000018","All ages","d","All","d",174,178,-2.2
144,20200105,"S37000018","All ages","d","Female","",95,86,10.5
145,20200105,"S37000018","All ages","d","Male","",79,92,-14.1
146,20200105,"S37000019","Under 5","","All","d",12,4,200
147,20200105,"S37000019","15 - 44","","All","d",26,40.5,-35.8
148,20200105,"S37000019","45 - 64","","All","d",37,40.5,-8.6
149,20200105,"S37000019","65 - 74","","All","d",31,40,-22.5
150,20200105,"S37000019","75 - 84","","All","d",42,41.5,1.2
151,20200105,"S37000019","85 and over","","All","d",26,36,-27.8
152,20200105,"S37000019","All ages","d","All","d",177,205.5,-13.9
153,20200105,"S37000019","All ages","d","Female","",95,104,-8.7
154,20200105,"S37000019","All ages","d","Male","",82,101.5,-19.2
155,20200105,"S37000020","Under 5","","All","d",12,11,9.1
156,20200105,"S37000020","5 - 14","","All","d",6,5,20
157,20200105,"S37000020","15 - 44","","All","d",65,92.5,-29.7
158,20200105,"S37000020","45 - 64","","All","d",106,84,26.2
159,20200105,"S37000020","65 - 74","","All","d",90,86.5,4
160,20200105,"S37000020","75 - 84","","All","d",69,79.5,-13.2
161,20200105,"S37000020","85 and over","","All","d",60,57.5,4.3
162,20200105,"S37000020","All ages","d","All","d",408,416,-1.9
163,20200105,"S37000020","All ages","d","Female","",209,228.5,-8.5
164,20200105,"S37000020","All ages","d","Male","",199,187.5,6.1
165,20200105,"S37000022","45 - 64","","All","d",11,6.5,69.2
166,20200105,"S37000022","65 - 74","","All","d",14,3.5,300
167,20200105,"S37000022","75 - 84","","All","d",13,8,62.5
168,20200105,"S37000022","85 and over","","All","d",9,6.5,38.5
169,20200105,"S37000022","All ages","d","All","d",51,40,27.5
170,20200105,"S37000022","All ages","d","Female","",28,17,64.7
171,20200105,"S37000022","All ages","d","Male","",23,23,0
172,20200105,"S37000024","Under 5","","All","d",5,12,-58.3
173,20200105,"S37000024","15 - 44","","All","d",63,83,-24.1
174,20200105,"S37000024","45 - 64","","All","d",76,83,-8.4
175,20200105,"S37000024","65 - 74","","All","d",65,50,30
176,20200105,"S37000024","75 - 84","","All","d",74,85.5,-13.5
177,20200105,"S37000024","85 and over","","All","d",43,60.5,-28.9
178,20200105,"S37000024","All ages","d","All","d",327,379,-13.7
179,20200105,"S37000024","All ages","d","Female","",171,204.5,-16.4
180,20200105,"S37000024","All ages","d","Male","",156,174.5,-10.6
181,20200105,"S37000025","Under 5","","All","d",6,3.5,71.4
182,20200105,"S37000025","15 - 44","","All","d",71,57.5,23.5
183,20200105,"S37000025","45 - 64","","All","d",54,48.5,11.3
184,20200105,"S37000025","65 - 74","","All","d",48,42.5,12.9
185,20200105,"S37000025","75 - 84","","All","d",69,59,16.9
186,20200105,"S37000025","85 and over","","All","d",62,58,6.9
187,20200105,"S37000025","All ages","d","All","d",311,276,12.7
188,20200105,"S37000025","All ages","d","Female","",187,140,33.6
189,20200105,"S37000025","All ages","d","Male","",124,136,-8.8
190,20200105,"S37000026","Under 5","","All","d",6,2.5,140
191,20200105,"S37000026","15 - 44","","All","d",6,12,-50
192,20200105,"S37000026","45 - 64","","All","d",6,12,-50
193,20200105,"S37000026","65 - 74","","All","d",8,6.5,23.1
194,20200105,"S37000026","75 - 84","","All","d",5,9,-44.4
195,20200105,"S37000026","All ages","d","All","d",34,46,-26.1
196,20200105,"S37000026","All ages","d","Female","",20,26,-23.1
197,20200105,"S37000026","All ages","d","Male","",14,20,-30
198,20200105,"S37000027","15 - 44","","All","d",40,52.5,-23.8
199,20200105,"S37000027","45 - 64","","All","d",73,86,-15.1
200,20200105,"S37000027","65 - 74","","All","d",45,55.5,-18.9
201,20200105,"S37000027","75 - 84","","All","d",68,74,-8.1
202,20200105,"S37000027","85 and over","","All","d",83,71,16.9
203,20200105,"S37000027","All ages","d","All","d",313,350.5,-10.7
204,20200105,"S37000027","All ages","d","Female","",175,191.5,-8.6
205,20200105,"S37000027","All ages","d","Male","",138,159,-13.2
206,20200105,"S37000028","Under 5","","All","d",16,19,-15.8
207,20200105,"S37000028","5 - 14","","All","d",11,6,83.3
208,20200105,"S37000028","15 - 44","","All","d",122,140.5,-13.2
209,20200105,"S37000028","45 - 64","","All","d",164,153.5,6.8
210,20200105,"S37000028","65 - 74","","All","d",116,122.5,-5.3
211,20200105,"S37000028","75 - 84","","All","d",146,152.5,-4.3
212,20200105,"S37000028","85 and over","","All","d",103,117,-12
213,20200105,"S37000028","All ages","d","All","d",678,711,-4.6
214,20200105,"S37000028","All ages","d","Female","",362,387.5,-6.6
215,20200105,"S37000028","All ages","d","Male","",316,323.5,-2.3
216,20200105,"S37000029","Under 5","","All","d",7,6,16.7
217,20200105,"S37000029","15 - 44","","All","d",45,45.5,-1.1
218,20200105,"S37000029","45 - 64","","All","d",67,57.5,16.5
219,20200105,"S37000029","65 - 74","","All","d",37,40,-7.5
220,20200105,"S37000029","75 - 84","","All","d",42,45.5,-7.7
221,20200105,"S37000029","85 and over","","All","d",30,35,-14.3
222,20200105,"S37000029","All ages","d","All","d",232,232,0
223,20200105,"S37000029","All ages","d","Female","",113,117.5,-3.8
224,20200105,"S37000029","All ages","d","Male","",119,114.5,3.9
225,20200105,"S37000030","Under 5","","All","d",18,13,38.5
226,20200105,"S37000030","15 - 44","","All","d",71,92,-22.8
227,20200105,"S37000030","45 - 64","","All","d",91,92,-1.1
228,20200105,"S37000030","65 - 74","","All","d",72,54,33.3
229,20200105,"S37000030","75 - 84","","All","d",78,75,4
230,20200105,"S37000030","85 and over","","All","d",36,36,0
231,20200105,"S37000030","All ages","d","All","d",368,368.5,-0.1
232,20200105,"S37000030","All ages","d","Female","",181,191.5,-5.5
233,20200105,"S37000030","All ages","d","Male","",187,177,5.6
234,20200105,"S37000031","15 - 44","","All","d",9,4.5,100
235,20200105,"S37000031","45 - 64","","All","d",14,19,-26.3
236,20200105,"S37000031","65 - 74","","All","d",16,23.5,-31.9
237,20200105,"S37000031","75 - 84","","All","d",21,21,0
238,20200105,"S37000031","85 and over","","All","d",20,15,33.3
239,20200105,"S37000031","All ages","d","All","d",81,85.5,-5.3
240,20200105,"S37000031","All ages","d","Female","",36,45,-20
241,20200105,"S37000031","All ages","d","Male","",45,40.5,11.1
242,20200105,"S37000032","Under 5","","All","d",28,33,-15.2
243,20200105,"S37000032","5 - 14","","All","d",15,16,-6.2
244,20200105,"S37000032","15 - 44","","All","d",190,187.5,1.3
245,20200105,"S37000032","45 - 64","","All","d",181,204,-11.3
246,20200105,"S37000032","65 - 74","","All","d",147,165,-10.9
247,20200105,"S37000032","75 - 84","","All","d",156,186,-16.1
248,20200105,"S37000032","85 and over","","All","d",142,134.5,5.6
249,20200105,"S37000032","All ages","d","All","d",859,926,-7.2
250,20200105,"S37000032","All ages","d","Female","",438,479,-8.6
251,20200105,"S37000032","All ages","d","Male","",421,447,-5.8
252,20200105,"S37000033","15 - 44","","All","d",74,54.5,35.8
253,20200105,"S37000033","45 - 64","","All","d",55,56,-1.8
254,20200105,"S37000033","65 - 74","","All","d",47,53.5,-12.1
255,20200105,"S37000033","75 - 84","","All","d",76,67.5,12.6
256,20200105,"S37000033","85 and over","","All","d",61,81,-24.7
257,20200105,"S37000033","All ages","d","All","d",318,323,-1.5
258,20200105,"S37000033","All ages","d","Female","",156,165,-5.5
259,20200105,"S37000033","All ages","d","Male","",162,158,2.5
260,20200105,"S37000034","Under 5","","All","d",37,39,-5.1
261,20200105,"S37000034","5 - 14","","All","d",11,15.5,-29
262,20200105,"S37000034","15 - 44","","All","d",313,314,-0.3
263,20200105,"S37000034","45 - 64","","All","d",372,370.5,0.4
264,20200105,"S37000034","65 - 74","","All","d",190,225.5,-15.7
265,20200105,"S37000034","75 - 84","","All","d",216,256,-15.6
266,20200105,"S37000034","85 and over","","All","d",168,172.5,-2.6
267,20200105,"S37000034","All ages","d","All","d",1307,1393,-6.2
268,20200105,"S37000034","All ages","d","Female","",659,718.5,-8.3
269,20200105,"S37000034","All ages","d","Male","",648,674.5,-3.9
270,20200105,"S37000035","Under 5","","All","d",16,29,-44.8
271,20200105,"S37000035","5 - 14","","All","d",14,7,100
272,20200105,"S37000035","15 - 44","","All","d",152,153.5,-1
273,20200105,"S37000035","45 - 64","","All","d",188,199,-5.5
274,20200105,"S37000035","65 - 74","","All","d",146,144.5,1
275,20200105,"S37000035","75 - 84","","All","d",150,167,-10.2
276,20200105,"S37000035","85 and over","","All","d",75,90.5,-17.1
277,20200105,"S37000035","All ages","d","All","d",741,790.5,-6.3
278,20200105,"S37000035","All ages","d","Female","",389,407.5,-4.5
279,20200105,"S37000035","All ages","d","Male","",352,383,-8.1
280,20200112,"S37000001","Under 5","","All","d",8,13.5,-40.7
281,20200112,"S37000001","15 - 44","","All","d",85,95,-10.5
282,20200112,"S37000001","45 - 64","","All","d",89,91.5,-2.7
283,20200112,"S37000001","65 - 74","","All","d",61,60.5,0.8
284,20200112,"S37000001","75 - 84","","All","d",80,89,-10.1
285,20200112,"S37000001","85 and over","","All","d",71,81.5,-12.9
286,20200112,"S37000001","All ages","d","All","d",397,436,-8.9
287,20200112,"S37000001","All ages","d","Female","",223,238,-6.3
288,20200112,"S37000001","All ages","d","Male","",174,198,-12.1
289,20200112,"S37000002","Under 5","","All","d",17,14.5,17.2
290,20200112,"S37000002","5 - 14","","All","d",5,9,-44.4
291,20200112,"S37000002","15 - 44","","All","d",71,84.5,-16
292,20200112,"S37000002","45 - 64","","All","d",86,90.5,-5
293,20200112,"S37000002","65 - 74","","All","d",70,73.5,-4.8
294,20200112,"S37000002","75 - 84","","All","d",105,102.5,2.4
295,20200112,"S37000002","85 and over","","All","d",73,64,14.1
296,20200112,"S37000002","All ages","d","All","d",427,438.5,-2.6
297,20200112,"S37000002","All ages","d","Female","",192,227.5,-15.6
298,20200112,"S37000002","All ages","d","Male","",235,211,11.4
299,20200112,"S37000003","Under 5","","All","d",10,5.5,81.8
300,20200112,"S37000003","15 - 44","","All","d",39,39,0
301,20200112,"S37000003","45 - 64","","All","d",39,40.5,-3.7
302,20200112,"S37000003","65 - 74","","All","d",27,42.5,-36.5
303,20200112,"S37000003","75 - 84","","All","d",63,50,26
304,20200112,"S37000003","85 and over","","All","d",42,37.5,12
305,20200112,"S37000003","All ages","d","All","d",222,218.5,1.6
306,20200112,"S37000003","All ages","d","Female","",106,110,-3.6
307,20200112,"S37000003","All ages","d","Male","",116,108.5,6.9
308,20200112,"S37000004","15 - 44","","All","d",36,36,0
309,20200112,"S37000004","45 - 64","","All","d",52,48.5,7.2
310,20200112,"S37000004","65 - 74","","All","d",51,43.5,17.2
311,20200112,"S37000004","75 - 84","","All","d",49,52.5,-6.7
312,20200112,"S37000004","85 and over","","All","d",55,57,-3.5
313,20200112,"S37000004","All ages","d","All","d",250,244.5,2.2
314,20200112,"S37000004","All ages","d","Female","",130,132.5,-1.9
315,20200112,"S37000004","All ages","d","Male","",120,112,7.1
316,20200112,"S37000005","5 - 14","","All","d",7,6,16.7
317,20200112,"S37000005","15 - 44","","All","d",56,50,12
318,20200112,"S37000005","45 - 64","","All","d",60,55,9.1
319,20200112,"S37000005","65 - 74","","All","d",46,38,21.1
320,20200112,"S37000005","75 - 84","","All","d",58,61,-4.9
321,20200112,"S37000005","85 and over","","All","d",34,41.5,-18.1
322,20200112,"S37000005","All ages","d","All","d",265,258,2.7
323,20200112,"S37000005","All ages","d","Female","",125,146,-14.4
324,20200112,"S37000005","All ages","d","Male","",140,112,25
325,20200112,"S37000006","Under 5","","All","d",5,9,-44.4
326,20200112,"S37000006","15 - 44","","All","d",50,54.5,-8.3
327,20200112,"S37000006","45 - 64","","All","d",72,60.5,19
328,20200112,"S37000006","65 - 74","","All","d",75,70.5,6.4
329,20200112,"S37000006","75 - 84","","All","d",86,96.5,-10.9
330,20200112,"S37000006","85 and over","","All","d",65,71.5,-9.1
331,20200112,"S37000006","All ages","d","All","d",357,367,-2.7
332,20200112,"S37000006","All ages","d","Female","",194,184,5.4
333,20200112,"S37000006","All ages","d","Male","",163,183,-10.9
334,20200112,"S37000007","Under 5","","All","d",8,11,-27.3
335,20200112,"S37000007","5 - 14","","All","d",5,8,-37.5
336,20200112,"S37000007","15 - 44","","All","d",90,88.5,1.7
337,20200112,"S37000007","45 - 64","","All","d",94,74.5,26.2
338,20200112,"S37000007","65 - 74","","All","d",54,54,0
339,20200112,"S37000007","75 - 84","","All","d",60,53.5,12.1
340,20200112,"S37000007","85 and over","","All","d",50,54,-7.4
341,20200112,"S37000007","All ages","d","All","d",361,343.5,5.1
342,20200112,"S37000007","All ages","d","Female","",179,192,-6.8
343,20200112,"S37000007","All ages","d","Male","",182,151.5,20.1
344,20200112,"S37000008","Under 5","","All","d",11,7.5,46.7
345,20200112,"S37000008","5 - 14","","All","d",5,6,-16.7
346,20200112,"S37000008","15 - 44","","All","d",61,58,5.2
347,20200112,"S37000008","45 - 64","","All","d",55,75,-26.7
348,20200112,"S37000008","65 - 74","","All","d",38,57,-33.3
349,20200112,"S37000008","75 - 84","","All","d",66,71,-7
350,20200112,"S37000008","85 and over","","All","d",46,36,27.8
351,20200112,"S37000008","All ages","d","All","d",282,310.5,-9.2
352,20200112,"S37000008","All ages","d","Female","",148,157,-5.7
353,20200112,"S37000008","All ages","d","Male","",134,153.5,-12.7
354,20200112,"S37000009","Under 5","","All","d",6,2,200
355,20200112,"S37000009","15 - 44","","All","d",30,25.5,17.6
356,20200112,"S37000009","45 - 64","","All","d",25,32,-21.9
357,20200112,"S37000009","65 - 74","","All","d",27,25.5,5.9
358,20200112,"S37000009","75 - 84","","All","d",41,47,-12.8
359,20200112,"S37000009","85 and over","","All","d",39,36.5,6.8
360,20200112,"S37000009","All ages","d","All","d",169,172,-1.7
361,20200112,"S37000009","All ages","d","Female","",84,89.5,-6.1
362,20200112,"S37000009","All ages","d","Male","",85,82.5,3
363,20200112,"S37000010","Under 5","","All","d",8,6.5,23.1
364,20200112,"S37000010","15 - 44","","All","d",36,32.5,10.8
365,20200112,"S37000010","45 - 64","","All","d",28,43,-34.9
366,20200112,"S37000010","65 - 74","","All","d",24,31.5,-23.8
367,20200112,"S37000010","75 - 84","","All","d",43,37.5,14.7
368,20200112,"S37000010","85 and over","","All","d",34,28,21.4
369,20200112,"S37000010","All ages","d","All","d",173,181.5,-4.7
370,20200112,"S37000010","All ages","d","Female","",97,89,9
371,20200112,"S37000010","All ages","d","Male","",76,92.5,-17.8
372,20200112,"S37000011","Under 5","","All","d",6,3.5,71.4
373,20200112,"S37000011","15 - 44","","All","d",27,19.5,38.5
374,20200112,"S37000011","45 - 64","","All","d",26,46,-43.5
375,20200112,"S37000011","65 - 74","","All","d",14,27.5,-49.1
376,20200112,"S37000011","75 - 84","","All","d",40,36.5,9.6
377,20200112,"S37000011","85 and over","","All","d",39,34.5,13
378,20200112,"S37000011","All ages","d","All","d",154,169.5,-9.1
379,20200112,"S37000011","All ages","d","Female","",90,86,4.7
380,20200112,"S37000011","All ages","d","Male","",64,83.5,-23.4
381,20200112,"S37000012","Under 5","","All","d",24,30,-20
382,20200112,"S37000012","5 - 14","","All","d",18,11.5,56.5
383,20200112,"S37000012","15 - 44","","All","d",197,205,-3.9
384,20200112,"S37000012","45 - 64","","All","d",188,193,-2.6
385,20200112,"S37000012","65 - 74","","All","d",104,101.5,2.5
386,20200112,"S37000012","75 - 84","","All","d",146,130.5,11.9
387,20200112,"S37000012","85 and over","","All","d",118,131.5,-10.3
388,20200112,"S37000012","All ages","d","All","d",795,803,-1
389,20200112,"S37000012","All ages","d","Female","",421,418.5,0.6
390,20200112,"S37000012","All ages","d","Male","",374,384.5,-2.7
391,20200112,"S37000013","Under 5","","All","d",7,9,-22.2
392,20200112,"S37000013","15 - 44","","All","d",68,65.5,3.8
393,20200112,"S37000013","45 - 64","","All","d",84,69,21.7
394,20200112,"S37000013","65 - 74","","All","d",46,47,-2.1
395,20200112,"S37000013","75 - 84","","All","d",63,69,-8.7
396,20200112,"S37000013","85 and over","","All","d",43,49,-12.2
397,20200112,"S37000013","All ages","d","All","d",314,316.5,-0.8
398,20200112,"S37000013","All ages","d","Female","",151,150,0.7
399,20200112,"S37000013","All ages","d","Male","",163,166.5,-2.1
400,20200112,"S37000016","Under 5","","All","d",22,15.5,41.9
401,20200112,"S37000016","5 - 14","","All","d",5,7,-28.6
402,20200112,"S37000016","15 - 44","","All","d",92,89,3.4
403,20200112,"S37000016","45 - 64","","All","d",111,93,19.4
404,20200112,"S37000016","65 - 74","","All","d",94,77,22.1
405,20200112,"S37000016","75 - 84","","All","d",133,110.5,20.4
406,20200112,"S37000016","85 and over","","All","d",88,77,14.3
407,20200112,"S37000016","All ages","d","All","d",545,469.5,16.1
408,20200112,"S37000016","All ages","d","Female","",292,249.5,17
409,20200112,"S37000016","All ages","d","Male","",253,220,15
410,20200112,"S37000017","15 - 44","","All","d",44,28.5,54.4
411,20200112,"S37000017","45 - 64","","All","d",35,51,-31.4
412,20200112,"S37000017","65 - 74","","All","d",23,31.5,-27
413,20200112,"S37000017","75 - 84","","All","d",45,38,18.4
414,20200112,"S37000017","85 and over","","All","d",27,26.5,1.9
415,20200112,"S37000017","All ages","d","All","d",177,184.5,-4.1
416,20200112,"S37000017","All ages","d","Female","",106,92.5,14.6
417,20200112,"S37000017","All ages","d","Male","",71,92,-22.8
418,20200112,"S37000018","15 - 44","","All","d",33,35.5,-7
419,20200112,"S37000018","45 - 64","","All","d",57,40.5,40.7
420,20200112,"S37000018","65 - 74","","All","d",25,30.5,-18
421,20200112,"S37000018","75 - 84","","All","d",25,35,-28.6
422,20200112,"S37000018","85 and over","","All","d",24,20,20
423,20200112,"S37000018","All ages","d","All","d",166,177,-6.2
424,20200112,"S37000018","All ages","d","Female","",87,87,0
425,20200112,"S37000018","All ages","d","Male","",79,90,-12.2
426,20200112,"S37000019","Under 5","","All","d",5,4.5,11.1
427,20200112,"S37000019","5 - 14","","All","d",6,4,50
428,20200112,"S37000019","15 - 44","","All","d",32,30.5,4.9
429,20200112,"S37000019","45 - 64","","All","d",29,42.5,-31.8
430,20200112,"S37000019","65 - 74","","All","d",31,28,10.7
431,20200112,"S37000019","75 - 84","","All","d",42,40.5,3.7
432,20200112,"S37000019","85 and over","","All","d",37,25.5,45.1
433,20200112,"S37000019","All ages","d","All","d",182,175.5,3.7
434,20200112,"S37000019","All ages","d","Female","",108,81,33.3
435,20200112,"S37000019","All ages","d","Male","",74,94.5,-21.7
436,20200112,"S37000020","Under 5","","All","d",5,10,-50
437,20200112,"S37000020","15 - 44","","All","d",70,84.5,-17.2
438,20200112,"S37000020","45 - 64","","All","d",100,97.5,2.6
439,20200112,"S37000020","65 - 74","","All","d",64,72,-11.1
440,20200112,"S37000020","75 - 84","","All","d",68,86.5,-21.4
441,20200112,"S37000020","85 and over","","All","d",55,50,10
442,20200112,"S37000020","All ages","d","All","d",365,404.5,-9.8
443,20200112,"S37000020","All ages","d","Female","",204,214.5,-4.9
444,20200112,"S37000020","All ages","d","Male","",161,190,-15.3
445,20200112,"S37000022","15 - 44","","All","d",6,8.5,-29.4
446,20200112,"S37000022","45 - 64","","All","d",9,7.5,20
447,20200112,"S37000022","65 - 74","","All","d",8,7.5,6.7
448,20200112,"S37000022","75 - 84","","All","d",18,11.5,56.5
449,20200112,"S37000022","85 and over","","All","d",8,5.5,45.5
450,20200112,"S37000022","All ages","d","All","d",50,43.5,14.9
451,20200112,"S37000022","All ages","d","Female","",35,23,52.2
452,20200112,"S37000022","All ages","d","Male","",15,20.5,-26.8
453,20200112,"S37000024","Under 5","","All","d",5,8.5,-41.2
454,20200112,"S37000024","15 - 44","","All","d",58,63,-7.9
455,20200112,"S37000024","45 - 64","","All","d",78,82,-4.9
456,20200112,"S37000024","65 - 74","","All","d",57,55.5,2.7
457,20200112,"S37000024","75 - 84","","All","d",79,91,-13.2
458,20200112,"S37000024","85 and over","","All","d",64,50.5,26.7
459,20200112,"S37000024","All ages","d","All","d",345,356.5,-3.2
460,20200112,"S37000024","All ages","d","Female","",203,177,14.7
461,20200112,"S37000024","All ages","d","Male","",142,179.5,-20.9
462,20200112,"S37000025","15 - 44","","All","d",50,41.5,20.5
463,20200112,"S37000025","45 - 64","","All","d",53,53.5,-0.9
464,20200112,"S37000025","65 - 74","","All","d",44,55,-20
465,20200112,"S37000025","75 - 84","","All","d",83,66.5,24.8
466,20200112,"S37000025","85 and over","","All","d",39,58.5,-33.3
467,20200112,"S37000025","All ages","d","All","d",271,285,-4.9
468,20200112,"S37000025","All ages","d","Female","",150,148.5,1
469,20200112,"S37000025","All ages","d","Male","",121,136.5,-11.4
470,20200112,"S37000026","15 - 44","","All","d",6,6.5,-7.7
471,20200112,"S37000026","65 - 74","","All","d",7,9,-22.2
472,20200112,"S37000026","75 - 84","","All","d",9,13,-30.8
473,20200112,"S37000026","85 and over","","All","d",5,7,-28.6
474,20200112,"S37000026","All ages","d","All","d",33,43,-23.3
475,20200112,"S37000026","All ages","d","Female","",16,22.5,-28.9
476,20200112,"S37000026","All ages","d","Male","",17,20.5,-17.1
477,20200112,"S37000027","Under 5","","All","d",5,9,-44.4
478,20200112,"S37000027","15 - 44","","All","d",45,51,-11.8
479,20200112,"S37000027","45 - 64","","All","d",58,57.5,0.9
480,20200112,"S37000027","65 - 74","","All","d",49,61.5,-20.3
481,20200112,"S37000027","75 - 84","","All","d",62,72,-13.9
482,20200112,"S37000027","85 and over","","All","d",57,51.5,10.7
483,20200112,"S37000027","All ages","d","All","d",279,306,-8.8
484,20200112,"S37000027","All ages","d","Female","",165,176.5,-6.5
485,20200112,"S37000027","All ages","d","Male","",114,129.5,-12
486,20200112,"S37000028","Under 5","","All","d",9,21,-57.1
487,20200112,"S37000028","5 - 14","","All","d",8,10,-20
488,20200112,"S37000028","15 - 44","","All","d",119,150,-20.7
489,20200112,"S37000028","45 - 64","","All","d",158,160.5,-1.6
490,20200112,"S37000028","65 - 74","","All","d",105,104.5,0.5
491,20200112,"S37000028","75 - 84","","All","d",147,157,-6.4
492,20200112,"S37000028","85 and over","","All","d",106,111,-4.5
493,20200112,"S37000028","All ages","d","All","d",652,714,-8.7
494,20200112,"S37000028","All ages","d","Female","",357,368.5,-3.1
495,20200112,"S37000028","All ages","d","Male","",295,345.5,-14.6
496,20200112,"S37000029","Under 5","","All","d",5,7,-28.6
497,20200112,"S37000029","15 - 44","","All","d",38,52,-26.9
498,20200112,"S37000029","45 - 64","","All","d",75,59,27.1
499,20200112,"S37000029","65 - 74","","All","d",26,41.5,-37.3
500,20200112,"S37000029","75 - 84","","All","d",49,42,16.7
501,20200112,"S37000029","85 and over","","All","d",26,36,-27.8
502,20200112,"S37000029","All ages","d","All","d",221,241,-8.3
503,20200112,"S37000029","All ages","d","Female","",120,127,-5.5
504,20200112,"S37000029","All ages","d","Male","",101,114,-11.4
505,20200112,"S37000030","Under 5","","All","d",20,21,-4.8
506,20200112,"S37000030","5 - 14","","All","d",5,3.5,42.9
507,20200112,"S37000030","15 - 44","","All","d",61,70.5,-13.5
508,20200112,"S37000030","45 - 64","","All","d",96,93.5,2.7
509,20200112,"S37000030","65 - 74","","All","d",62,56.5,9.7
510,20200112,"S37000030","75 - 84","","All","d",68,66,3
511,20200112,"S37000030","85 and over","","All","d",38,39.5,-3.8
512,20200112,"S37000030","All ages","d","All","d",350,350.5,-0.1
513,20200112,"S37000030","All ages","d","Female","",186,189.5,-1.8
514,20200112,"S37000030","All ages","d","Male","",164,161,1.9
515,20200112,"S37000031","15 - 44","","All","d",10,8.5,17.6
516,20200112,"S37000031","45 - 64","","All","d",21,14,50
517,20200112,"S37000031","65 - 74","","All","d",13,16,-18.8
518,20200112,"S37000031","75 - 84","","All","d",21,20.5,2.4
519,20200112,"S37000031","85 and over","","All","d",20,16,25
520,20200112,"S37000031","All ages","d","All","d",86,78.5,9.6
521,20200112,"S37000031","All ages","d","Female","",41,34,20.6
522,20200112,"S37000031","All ages","d","Male","",45,44.5,1.1
523,20200112,"S37000032","Under 5","","All","d",26,29.5,-11.9
524,20200112,"S37000032","5 - 14","","All","d",14,16,-12.5
525,20200112,"S37000032","15 - 44","","All","d",164,152.5,7.5
526,20200112,"S37000032","45 - 64","","All","d",171,185.5,-7.8
527,20200112,"S37000032","65 - 74","","All","d",123,127.5,-3.5
528,20200112,"S37000032","75 - 84","","All","d",148,176.5,-16.1
529,20200112,"S37000032","85 and over","","All","d",134,140.5,-4.6
530,20200112,"S37000032","All ages","d","All","d",780,828,-5.8
531,20200112,"S37000032","All ages","d","Female","",413,443.5,-6.9
532,20200112,"S37000032","All ages","d","Male","",367,384.5,-4.6
533,20200112,"S37000033","Under 5","","All","d",10,10.5,-4.8
534,20200112,"S37000033","15 - 44","","All","d",61,47,29.8
535,20200112,"S37000033","45 - 64","","All","d",57,46.5,22.6
536,20200112,"S37000033","65 - 74","","All","d",56,41,36.6
537,20200112,"S37000033","75 - 84","","All","d",58,76,-23.7
538,20200112,"S37000033","85 and over","","All","d",73,58.5,24.8
539,20200112,"S37000033","All ages","d","All","d",317,284,11.6
540,20200112,"S37000033","All ages","d","Female","",168,135,24.4
541,20200112,"S37000033","All ages","d","Male","",149,149,0
542,20200112,"S37000034","Under 5","","All","d",24,43,-44.2
543,20200112,"S37000034","5 - 14","","All","d",11,22,-50
544,20200112,"S37000034","15 - 44","","All","d",283,333.5,-15.1
545,20200112,"S37000034","45 - 64","","All","d",346,376,-8
546,20200112,"S37000034","65 - 74","","All","d",175,194.5,-10
547,20200112,"S37000034","75 - 84","","All","d",214,237,-9.7
548,20200112,"S37000034","85 and over","","All","d",146,166,-12
549,20200112,"S37000034","All ages","d","All","d",1199,1372,-12.6
550,20200112,"S37000034","All ages","d","Female","",585,705,-17
551,20200112,"S37000034","All ages","d","Male","",614,667,-7.9
552,20200112,"S37000035","Under 5","","All","d",21,22.5,-6.7
553,20200112,"S37000035","5 - 14","","All","d",9,10.5,-14.3
554,20200112,"S37000035","15 - 44","","All","d",174,139,25.2
555,20200112,"S37000035","45 - 64","","All","d",177,187.5,-5.6
556,20200112,"S37000035","65 - 74","","All","d",151,137.5,9.8
557,20200112,"S37000035","75 - 84","","All","d",155,145.5,6.5
558,20200112,"S37000035","85 and over","","All","d",83,96.5,-14
559,20200112,"S37000035","All ages","d","All","d",770,739,4.2
560,20200112,"S37000035","All ages","d","Female","",409,379.5,7.8
561,20200112,"S37000035","All ages","d","Male","",361,359.5,0.4
562,20200119,"S37000001","Under 5","","All","d",17,18.5,-8.1
563,20200119,"S37000001","5 - 14","","All","d",9,9,0
564,20200119,"S37000001","15 - 44","","All","d",105,103.5,1.4
565,20200119,"S37000001","45 - 64","","All","d",91,92.5,-1.6
566,20200119,"S37000001","65 - 74","","All","d",67,57,17.5
567,20200119,"S37000001","75 - 84","","All","d",84,60,40
568,20200119,"S37000001","85 and over","","All","d",83,84,-1.2
569,20200119,"S37000001","All ages","d","All","d",456,424.5,7.4
570,20200119,"S37000001","All ages","d","Female","",247,230.5,7.2
571,20200119,"S37000001","All ages","d","Male","",209,194,7.7
572,20200119,"S37000002","Under 5","","All","d",17,17.5,-2.9
573,20200119,"S37000002","5 - 14","","All","d",10,9,11.1
574,20200119,"S37000002","15 - 44","","All","d",80,82.5,-3
575,20200119,"S37000002","45 - 64","","All","d",93,75.5,23.2
576,20200119,"S37000002","65 - 74","","All","d",76,70,8.6
577,20200119,"S37000002","75 - 84","","All","d",110,94,17
578,20200119,"S37000002","85 and over","","All","d",68,73,-6.8
579,20200119,"S37000002","All ages","d","All","d",454,421.5,7.7
580,20200119,"S37000002","All ages","d","Female","",242,214,13.1
