id,week_ending,hb,hbqf,age_group,age_group_qf,sex,sex_qf,admission_type,admission_type_qf,number_admissions,average20182019,percent_variation
29053,20200315,S08000017,,75 - 84,,All,d,Planned,,31,26,19.2
29054,20200315,S08000017,,85 and over,,All,d,Planned,,15,14,7.1
29055,20200315,S08000017,,All ages,d,All,d,Planned,,101,95.5,5.8
29056,20200315,S08000017,,All ages,d,Female,,Planned,,45,47.5,-5.3
29057,20200315,S08000017,,All ages,d,Male,,Planned,,56,45,24.4
29058,20200315,S08000019,,Under 5,,All,d,Planned,,18,2.5,620
29059,20200315,S08000019,,5 - 14,,All,d,Planned,,9,4.5,100
29060,20200315,S08000019,,15 - 44,,All,d,Planned,,29,19.5,48.7
29061,20200315,S08000019,,45 - 64,,All,d,Planned,,33,40,-17.5
29062,20200315,S08000019,,65 - 74,,All,d,Planned,,31,38.5,-19.5
29063,20200315,S08000019,,75 - 84,,All,d,Planned,,33,40,-17.5
29064,20200315,S08000019,,85 and over,,All,d,Planned,,6,21,-71.4
29065,20200315,S08000019,,All ages,d,All,d,Planned,,159,166,-4.2
29066,20200315,S08000019,,All ages,d,Female,,Planned,,84,79.5,5.7
29067,20200315,S08000019,,All ages,d,Male,,Planned,,75,85.5,-12.3
29068,20200315,S08000020,,Under 5,,All,d,Planned,,6,13.5,-55.6
29069,20200315,S08000020,,5 - 14,,All,d,Planned,,19,17,11.8
29070,20200315,S08000020,,15 - 44,,All,d,Planned,,56,55,1.8
29071,20200315,S08000020,,45 - 64,,All,d,Planned,,78,98,-20.4
29072,20200315,S08000020,,65 - 74,,All,d,Planned,,70,75.5,-7.3
29073,20200315,S08000020,,75 - 84,,All,d,Planned,,41,70.5,-41.8
29074,20200315,S08000020,,85 and over,,All,d,Planned,,14,37,-62.2
29075,20200315,S08000020,,All ages,d,All,d,Planned,,284,366.5,-22.5
29076,20200315,S08000020,,All ages,d,Female,,Planned,,146,179.5,-18.7
29077,20200315,S08000020,,All ages,d,Male,,Planned,,138,185,-25.4
29078,20200315,S08000022,,5 - 14,,All,d,Planned,,6,2.5,140
29079,20200315,S08000022,,15 - 44,,All,d,Planned,,14,29.5,-52.5
29080,20200315,S08000022,,45 - 64,,All,d,Planned,,30,55.5,-45.9
29081,20200315,S08000022,,65 - 74,,All,d,Planned,,35,54.5,-35.8
29082,20200315,S08000022,,75 - 84,,All,d,Planned,,26,57.5,-54.8
29083,20200315,S08000022,,85 and over,,All,d,Planned,,17,24,-29.2
29084,20200315,S08000022,,All ages,d,All,d,Planned,,131,231.5,-43.4
29085,20200315,S08000022,,All ages,d,Female,,Planned,,63,117.5,-46.4
29086,20200315,S08000022,,All ages,d,Male,,Planned,,68,113,-39.8
29087,20200315,S08000024,,Under 5,,All,d,Planned,,19,28,-32.1
29088,20200315,S08000024,,5 - 14,,All,d,Planned,,40,32.5,23.1
29089,20200315,S08000024,,15 - 44,,All,d,Planned,,91,114,-20.2
29090,20200315,S08000024,,45 - 64,,All,d,Planned,,176,172.5,2
29091,20200315,S08000024,,65 - 74,,All,d,Planned,,100,128,-21.9
29092,20200315,S08000024,,75 - 84,,All,d,Planned,,59,65,-9.2
29093,20200315,S08000024,,85 and over,,All,d,Planned,,12,24,-50
29094,20200315,S08000024,,All ages,d,All,d,Planned,,497,564,-11.9
29095,20200315,S08000024,,All ages,d,Female,,Planned,,252,284,-11.3
29096,20200315,S08000024,,All ages,d,Male,,Planned,,241,277.5,-13.2
29097,20200315,S08000028,,15 - 44,,All,d,Planned,,5,2,150
29098,20200315,S08000028,,65 - 74,,All,d,Planned,,6,2,200
29099,20200315,S08000028,,All ages,d,All,d,Planned,,18,12.5,44
29100,20200315,S08000028,,All ages,d,Female,,Planned,,9,6,50
29101,20200315,S08000028,,All ages,d,Male,,Planned,,9,6.5,38.5
29102,20200315,S08000029,,Under 5,,All,d,Planned,,9,10,-10
29103,20200315,S08000029,,5 - 14,,All,d,Planned,,6,2.5,140
29104,20200315,S08000029,,15 - 44,,All,d,Planned,,19,18,5.6
29105,20200315,S08000029,,45 - 64,,All,d,Planned,,35,39.5,-11.4
29106,20200315,S08000029,,65 - 74,,All,d,Planned,,33,26,26.9
29107,20200315,S08000029,,75 - 84,,All,d,Planned,,31,23.5,31.9
29108,20200315,S08000029,,85 and over,,All,d,Planned,,12,10,20
29109,20200315,S08000029,,All ages,d,All,d,Planned,,145,129.5,12
29110,20200315,S08000029,,All ages,d,Female,,Planned,,66,71.5,-7.7
29111,20200315,S08000029,,All ages,d,Male,,Planned,,74,54,37
29112,20200315,S08000030,,Under 5,,All,d,Planned,,8,10,-20
29113,20200315,S08000030,,5 - 14,,All,d,Planned,,14,15.5,-9.7
29114,20200315,S08000030,,15 - 44,,All,d,Planned,,45,44,2.3
29115,20200315,S08000030,,45 - 64,,All,d,Planned,,84,78,7.7
29116,20200315,S08000030,,65 - 74,,All,d,Planned,,59,55,7.3
29117,20200315,S08000030,,75 - 84,,All,d,Planned,,40,39.5,1.3
29118,20200315,S08000030,,85 and over,,All,d,Planned,,9,17,-47.1
29119,20200315,S08000030,,All ages,d,All,d,Planned,,259,259,0
29120,20200315,S08000030,,All ages,d,Female,,Planned,,140,136.5,2.6
29121,20200315,S08000030,,All ages,d,Male,,Planned,,119,122.5,-2.9
29122,20200315,S08000031,,Under 5,,All,d,Planned,,66,106.5,-38
29123,20200315,S08000031,,5 - 14,,All,d,Planned,,76,68.5,10.9
29124,20200315,S08000031,,15 - 44,,All,d,Planned,,228,271.5,-16
29125,20200315,S08000031,,45 - 64,,All,d,Planned,,368,427.5,-13.9
29126,20200315,S08000031,,65 - 74,,All,d,Planned,,245,272,-9.9
29127,20200315,S08000031,,75 - 84,,All,d,Planned,,176,210.5,-16.4
29128,20200315,S08000031,,85 and over,,All,d,Planned,,92,95.5,-3.7
29129,20200315,S08000031,,All ages,d,All,d,Planned,,1251,1452,-13.8
29130,20200315,S08000031,,All ages,d,Female,,Planned,,626,727,-13.9
29131,20200315,S08000031,,All ages,d,Male,,Planned,,622,714,-12.9
29132,20200315,S08000032,,Under 5,,All,d,Planned,,83,87,-4.6
29133,20200315,S08000032,,15 - 44,,All,d,Planned,,30,32.5,-7.7
29134,20200315,S08000032,,45 - 64,,All,d,Planned,,51,67,-23.9
29135,20200315,S08000032,,65 - 74,,All,d,Planned,,28,35,-20
29136,20200315,S08000032,,75 - 84,,All,d,Planned,,17,32,-46.9
29137,20200315,S08000032,,85 and over,,All,d,Planned,,5,8,-37.5
29138,20200315,S08000032,,All ages,d,All,d,Planned,,217,268.5,-19.2
29139,20200315,S08000032,,All ages,d,Female,,Planned,,107,110.5,-3.2
29140,20200315,S08000032,,All ages,d,Male,,Planned,,109,113.5,-4
29141,20200315,S92000003,d,Under 5,,All,d,Planned,,225,281,-19.9
29142,20200315,S92000003,d,5 - 14,,All,d,Planned,,176,151,16.6
29143,20200315,S92000003,d,15 - 44,,All,d,Planned,,535,604,-11.4
29144,20200315,S92000003,d,45 - 64,,All,d,Planned,,918,1047.5,-12.4
29145,20200315,S92000003,d,65 - 74,,All,d,Planned,,671,742,-9.6
29146,20200315,S92000003,d,75 - 84,,All,d,Planned,,483,605.5,-20.2
29147,20200315,S92000003,d,85 and over,,All,d,Planned,,198,265.5,-25.4
29148,20200315,S92000003,d,All ages,d,All,d,Planned,,3206,3696.5,-13.3
29149,20200315,S92000003,d,All ages,d,Female,,Planned,,1607,1841.5,-12.7
29150,20200315,S92000003,d,All ages,d,Male,,Planned,,1586,1785.5,-11.2
29151,20200322,S08000015,,45 - 64,,All,d,Planned,,15,33,-54.5
29152,20200322,S08000015,,65 - 74,,All,d,Planned,,9,22.5,-60
29153,20200322,S08000015,,75 - 84,,All,d,Planned,,11,22,-50
29154,20200322,S08000015,,All ages,d,All,d,Planned,,45,100,-55
29155,20200322,S08000015,,All ages,d,Female,,Planned,,21,50,-58
29156,20200322,S08000015,,All ages,d,Male,,Planned,,24,49.5,-51.5
29157,20200322,S08000016,,65 - 74,,All,d,Planned,,5,12,-58.3
29158,20200322,S08000016,,75 - 84,,All,d,Planned,,6,11.5,-47.8
29159,20200322,S08000016,,All ages,d,All,d,Planned,,17,46.5,-63.4
29160,20200322,S08000016,,All ages,d,Female,,Planned,,10,23.5,-57.4
29161,20200322,S08000016,,All ages,d,Male,,Planned,,7,22,-68.2
29162,20200322,S08000017,,Under 5,,All,d,Planned,,5,6.5,-23.1
29163,20200322,S08000017,,45 - 64,,All,d,Planned,,7,23,-69.6
29164,20200322,S08000017,,65 - 74,,All,d,Planned,,17,13,30.8
29165,20200322,S08000017,,75 - 84,,All,d,Planned,,22,21,4.8
29166,20200322,S08000017,,85 and over,,All,d,Planned,,6,15,-60
29167,20200322,S08000017,,All ages,d,All,d,Planned,,61,85,-28.2
29168,20200322,S08000017,,All ages,d,Female,,Planned,,19,43.5,-56.3
29169,20200322,S08000017,,All ages,d,Male,,Planned,,42,39.5,6.3
29170,20200322,S08000019,,15 - 44,,All,d,Planned,,24,20.5,17.1
29171,20200322,S08000019,,45 - 64,,All,d,Planned,,33,46,-28.3
29172,20200322,S08000019,,65 - 74,,All,d,Planned,,27,44,-38.6
29173,20200322,S08000019,,75 - 84,,All,d,Planned,,20,33.5,-40.3
29174,20200322,S08000019,,85 and over,,All,d,Planned,,12,36.5,-67.1
29175,20200322,S08000019,,All ages,d,All,d,Planned,,122,184.5,-33.9
29176,20200322,S08000019,,All ages,d,Female,,Planned,,56,79.5,-29.6
29177,20200322,S08000019,,All ages,d,Male,,Planned,,66,104.5,-36.8
29178,20200322,S08000020,,Under 5,,All,d,Planned,,8,15,-46.7
29179,20200322,S08000020,,5 - 14,,All,d,Planned,,9,16,-43.8
29180,20200322,S08000020,,15 - 44,,All,d,Planned,,23,62.5,-63.2
29181,20200322,S08000020,,45 - 64,,All,d,Planned,,47,99.5,-52.8
29182,20200322,S08000020,,65 - 74,,All,d,Planned,,53,78,-32.1
29183,20200322,S08000020,,75 - 84,,All,d,Planned,,30,66.5,-54.9
29184,20200322,S08000020,,85 and over,,All,d,Planned,,6,38.5,-84.4
29185,20200322,S08000020,,All ages,d,All,d,Planned,,176,376,-53.2
29186,20200322,S08000020,,All ages,d,Female,,Planned,,95,188.5,-49.6
29187,20200322,S08000020,,All ages,d,Male,,Planned,,81,186,-56.5
29188,20200322,S08000022,,Under 5,,All,d,Planned,,5,9,-44.4
29189,20200322,S08000022,,15 - 44,,All,d,Planned,,6,21,-71.4
29190,20200322,S08000022,,45 - 64,,All,d,Planned,,20,55.5,-64
29191,20200322,S08000022,,65 - 74,,All,d,Planned,,11,40.5,-72.8
29192,20200322,S08000022,,75 - 84,,All,d,Planned,,23,34.5,-33.3
29193,20200322,S08000022,,85 and over,,All,d,Planned,,15,16,-6.2
29194,20200322,S08000022,,All ages,d,All,d,Planned,,81,177,-54.2
29195,20200322,S08000022,,All ages,d,Female,,Planned,,41,91.5,-55.2
29196,20200322,S08000022,,All ages,d,Male,,Planned,,39,82,-52.4
29197,20200322,S08000024,,Under 5,,All,d,Planned,,21,28,-25
29198,20200322,S08000024,,5 - 14,,All,d,Planned,,22,30.5,-27.9
29199,20200322,S08000024,,15 - 44,,All,d,Planned,,59,112,-47.3
29200,20200322,S08000024,,45 - 64,,All,d,Planned,,111,199.5,-44.4
29201,20200322,S08000024,,65 - 74,,All,d,Planned,,76,123.5,-38.5
29202,20200322,S08000024,,75 - 84,,All,d,Planned,,49,75.5,-35.1
29203,20200322,S08000024,,85 and over,,All,d,Planned,,8,15.5,-48.4
29204,20200322,S08000024,,All ages,d,All,d,Planned,,346,584.5,-40.8
29205,20200322,S08000024,,All ages,d,Female,,Planned,,174,290,-40
29206,20200322,S08000024,,All ages,d,Male,,Planned,,171,293,-41.6
29207,20200322,S08000028,,All ages,d,All,d,Planned,,12,15.5,-22.6
29208,20200322,S08000028,,All ages,d,Female,,Planned,,6,7.5,-20
29209,20200322,S08000028,,All ages,d,Male,,Planned,,6,8,-25
29210,20200322,S08000029,,15 - 44,,All,d,Planned,,6,21,-71.4
29211,20200322,S08000029,,45 - 64,,All,d,Planned,,9,33.5,-73.1
29212,20200322,S08000029,,65 - 74,,All,d,Planned,,8,29.5,-72.9
29213,20200322,S08000029,,75 - 84,,All,d,Planned,,9,23.5,-61.7
29214,20200322,S08000029,,All ages,d,All,d,Planned,,38,127,-70.1
29215,20200322,S08000029,,All ages,d,Female,,Planned,,22,67.5,-67.4
29216,20200322,S08000029,,All ages,d,Male,,Planned,,14,58.5,-76.1
29217,20200322,S08000030,,5 - 14,,All,d,Planned,,9,14,-35.7
29218,20200322,S08000030,,15 - 44,,All,d,Planned,,38,48.5,-21.6
29219,20200322,S08000030,,45 - 64,,All,d,Planned,,48,77,-37.7
29220,20200322,S08000030,,65 - 74,,All,d,Planned,,28,54,-48.1
29221,20200322,S08000030,,75 - 84,,All,d,Planned,,20,39,-48.7
29222,20200322,S08000030,,85 and over,,All,d,Planned,,9,10.5,-14.3
29223,20200322,S08000030,,All ages,d,All,d,Planned,,155,249.5,-37.9
29224,20200322,S08000030,,All ages,d,Female,,Planned,,78,130,-40
29225,20200322,S08000030,,All ages,d,Male,,Planned,,77,119.5,-35.6
29226,20200322,S08000031,,Under 5,,All,d,Planned,,51,103.5,-50.7
29227,20200322,S08000031,,5 - 14,,All,d,Planned,,38,63,-39.7
29228,20200322,S08000031,,15 - 44,,All,d,Planned,,130,293.5,-55.7
29229,20200322,S08000031,,45 - 64,,All,d,Planned,,255,410.5,-37.9
29230,20200322,S08000031,,65 - 74,,All,d,Planned,,176,258.5,-31.9
29231,20200322,S08000031,,75 - 84,,All,d,Planned,,133,194,-31.4
29232,20200322,S08000031,,85 and over,,All,d,Planned,,76,83,-8.4
29233,20200322,S08000031,,All ages,d,All,d,Planned,,859,1406,-38.9
29234,20200322,S08000031,,All ages,d,Female,,Planned,,453,695,-34.8
29235,20200322,S08000031,,All ages,d,Male,,Planned,,406,694,-41.5
29236,20200322,S08000032,,Under 5,,All,d,Planned,,78,83.5,-6.6
29237,20200322,S08000032,,15 - 44,,All,d,Planned,,7,17.5,-60
29238,20200322,S08000032,,45 - 64,,All,d,Planned,,22,61.5,-64.2
29239,20200322,S08000032,,65 - 74,,All,d,Planned,,20,36,-44.4
29240,20200322,S08000032,,75 - 84,,All,d,Planned,,10,21.5,-53.5
29241,20200322,S08000032,,All ages,d,All,d,Planned,,138,224,-38.4
29242,20200322,S08000032,,All ages,d,Female,,Planned,,65,96,-32.3
29243,20200322,S08000032,,All ages,d,Male,,Planned,,73,93,-21.5
29244,20200322,S92000003,d,Under 5,,All,d,Planned,,182,265.5,-31.5
29245,20200322,S92000003,d,5 - 14,,All,d,Planned,,82,135.5,-39.5
29246,20200322,S92000003,d,15 - 44,,All,d,Planned,,302,618,-51.1
29247,20200322,S92000003,d,45 - 64,,All,d,Planned,,574,1057,-45.7
29248,20200322,S92000003,d,65 - 74,,All,d,Planned,,436,716.5,-39.1
29249,20200322,S92000003,d,75 - 84,,All,d,Planned,,335,549,-39
29250,20200322,S92000003,d,85 and over,,All,d,Planned,,142,245,-42
31001,20200726,S08000025,,All ages,d,All,d,Planned,,5,5,0
31002,20200726,S08000026,,All ages,d,All,d,Planned,,7,6.5,7.7
31003,20200726,S08000026,,All ages,d,Female,,Planned,,5,3.5,42.9
31004,20200726,S08000028,,All ages,d,All,d,Planned,,5,18,-72.2
31005,20200726,S08000029,,5 - 14,,All,d,Planned,,5,4,25
31006,20200726,S08000029,,15 - 44,,All,d,Planned,,17,16,6.2
31007,20200726,S08000029,,45 - 64,,All,d,Planned,,17,38,-55.3
31008,20200726,S08000029,,65 - 74,,All,d,Planned,,25,21.5,16.3
31009,20200726,S08000029,,75 - 84,,All,d,Planned,,12,32.5,-63.1
31010,20200726,S08000029,,85 and over,,All,d,Planned,,8,8.5,-5.9
31011,20200726,S08000029,,All ages,d,All,d,Planned,,84,131,-35.9
31012,20200726,S08000029,,All ages,d,Female,,Planned,,41,65,-36.9
31013,20200726,S08000029,,All ages,d,Male,,Planned,,43,63,-31.7
31014,20200726,S08000030,,Under 5,,All,d,Planned,,5,5.5,-9.1
31015,20200726,S08000030,,5 - 14,,All,d,Planned,,5,14.5,-65.5
31016,20200726,S08000030,,15 - 44,,All,d,Planned,,23,34,-32.4
31017,20200726,S08000030,,45 - 64,,All,d,Planned,,36,64.5,-44.2
31018,20200726,S08000030,,65 - 74,,All,d,Planned,,44,39.5,11.4
31019,20200726,S08000030,,75 - 84,,All,d,Planned,,27,35,-22.9
31020,20200726,S08000030,,85 and over,,All,d,Planned,,5,8,-37.5
31021,20200726,S08000030,,All ages,d,All,d,Planned,,145,201,-27.9
31022,20200726,S08000030,,All ages,d,Female,,Planned,,86,103,-16.5
31023,20200726,S08000030,,All ages,d,Male,,Planned,,59,98,-39.8
31024,20200726,S08000031,,Under 5,,All,d,Planned,,50,86.5,-42.2
31025,20200726,S08000031,,5 - 14,,All,d,Planned,,25,73.5,-66
31026,20200726,S08000031,,15 - 44,,All,d,Planned,,150,261.5,-42.6
29271,20200329,S08000017,,All ages,d,Male,,Planned,,22,43,-48.8
29272,20200329,S08000019,,Under 5,,All,d,Planned,,10,2.5,300
29273,20200329,S08000019,,5 - 14,,All,d,Planned,,8,1.5,433.3
29274,20200329,S08000019,,15 - 44,,All,d,Planned,,11,16,-31.2
29275,20200329,S08000019,,45 - 64,,All,d,Planned,,20,49.5,-59.6
29276,20200329,S08000019,,65 - 74,,All,d,Planned,,18,37,-51.4
29277,20200329,S08000019,,75 - 84,,All,d,Planned,,9,39,-76.9
29278,20200329,S08000019,,85 and over,,All,d,Planned,,5,29.5,-83.1
29279,20200329,S08000019,,All ages,d,All,d,Planned,,81,175,-53.7
29280,20200329,S08000019,,All ages,d,Female,,Planned,,35,83.5,-58.1
29281,20200329,S08000019,,All ages,d,Male,,Planned,,46,91.5,-49.7
29282,20200329,S08000020,,Under 5,,All,d,Planned,,5,15.5,-67.7
29283,20200329,S08000020,,5 - 14,,All,d,Planned,,8,16.5,-51.5
29284,20200329,S08000020,,15 - 44,,All,d,Planned,,15,60,-75
29285,20200329,S08000020,,45 - 64,,All,d,Planned,,38,102.5,-62.9
29286,20200329,S08000020,,65 - 74,,All,d,Planned,,26,87,-70.1
29287,20200329,S08000020,,75 - 84,,All,d,Planned,,19,66.5,-71.4
29288,20200329,S08000020,,85 and over,,All,d,Planned,,9,39.5,-77.2
29289,20200329,S08000020,,All ages,d,All,d,Planned,,120,387.5,-69
29290,20200329,S08000020,,All ages,d,Female,,Planned,,52,184.5,-71.8
29291,20200329,S08000020,,All ages,d,Male,,Planned,,68,201.5,-66.3
29292,20200329,S08000022,,Under 5,,All,d,Planned,,10,8.5,17.6
29293,20200329,S08000022,,45 - 64,,All,d,Planned,,11,59.5,-81.5
29294,20200329,S08000022,,65 - 74,,All,d,Planned,,19,52,-63.5
29295,20200329,S08000022,,75 - 84,,All,d,Planned,,25,38,-34.2
29296,20200329,S08000022,,85 and over,,All,d,Planned,,12,13.5,-11.1
29297,20200329,S08000022,,All ages,d,All,d,Planned,,81,196.5,-58.8
29298,20200329,S08000022,,All ages,d,Female,,Planned,,43,88,-51.1
29299,20200329,S08000022,,All ages,d,Male,,Planned,,38,104,-63.5
29300,20200329,S08000024,,Under 5,,All,d,Planned,,11,23,-52.2
29301,20200329,S08000024,,5 - 14,,All,d,Planned,,15,41.5,-63.9
29302,20200329,S08000024,,15 - 44,,All,d,Planned,,32,101,-68.3
29303,20200329,S08000024,,45 - 64,,All,d,Planned,,92,174,-47.1
29304,20200329,S08000024,,65 - 74,,All,d,Planned,,59,104.5,-43.5
29305,20200329,S08000024,,75 - 84,,All,d,Planned,,31,69.5,-55.4
29306,20200329,S08000024,,85 and over,,All,d,Planned,,10,21.5,-53.5
29307,20200329,S08000024,,All ages,d,All,d,Planned,,250,535,-53.3
29308,20200329,S08000024,,All ages,d,Female,,Planned,,132,265.5,-50.3
29309,20200329,S08000024,,All ages,d,Male,,Planned,,118,266.5,-55.7
29310,20200329,S08000025,,All ages,d,All,d,Planned,,5,7,-28.6
29311,20200329,S08000028,,65 - 74,,All,d,Planned,,6,2,200
29312,20200329,S08000028,,All ages,d,All,d,Planned,,14,8.5,64.7
29313,20200329,S08000028,,All ages,d,Female,,Planned,,8,5,60
29314,20200329,S08000028,,All ages,d,Male,,Planned,,6,3.5,71.4
29315,20200329,S08000029,,45 - 64,,All,d,Planned,,12,32,-62.5
29316,20200329,S08000029,,65 - 74,,All,d,Planned,,14,27,-48.1
29317,20200329,S08000029,,75 - 84,,All,d,Planned,,10,19,-47.4
29318,20200329,S08000029,,85 and over,,All,d,Planned,,6,7.5,-20
29319,20200329,S08000029,,All ages,d,All,d,Planned,,47,114.5,-59
29320,20200329,S08000029,,All ages,d,Female,,Planned,,24,63,-61.9
29321,20200329,S08000029,,All ages,d,Male,,Planned,,20,49,-59.2
29322,20200329,S08000030,,15 - 44,,All,d,Planned,,14,53,-73.6
29323,20200329,S08000030,,45 - 64,,All,d,Planned,,29,81,-64.2
29324,20200329,S08000030,,65 - 74,,All,d,Planned,,19,52,-63.5
29325,20200329,S08000030,,75 - 84,,All,d,Planned,,18,36.5,-50.7
29326,20200329,S08000030,,All ages,d,All,d,Planned,,85,263,-67.7
29327,20200329,S08000030,,All ages,d,Female,,Planned,,45,126.5,-64.4
29328,20200329,S08000030,,All ages,d,Male,,Planned,,40,136.5,-70.7
29329,20200329,S08000031,,Under 5,,All,d,Planned,,45,109.5,-58.9
29330,20200329,S08000031,,5 - 14,,All,d,Planned,,34,78,-56.4
29331,20200329,S08000031,,15 - 44,,All,d,Planned,,87,281,-69
29332,20200329,S08000031,,45 - 64,,All,d,Planned,,141,394,-64.2
29333,20200329,S08000031,,65 - 74,,All,d,Planned,,91,239.5,-62
29334,20200329,S08000031,,75 - 84,,All,d,Planned,,77,192,-59.9
29335,20200329,S08000031,,85 and over,,All,d,Planned,,43,76.5,-43.8
29336,20200329,S08000031,,All ages,d,All,d,Planned,,518,1370.5,-62.2
29337,20200329,S08000031,,All ages,d,Female,,Planned,,259,668,-61.2
29338,20200329,S08000031,,All ages,d,Male,,Planned,,258,683.5,-62.3
29339,20200329,S08000032,,Under 5,,All,d,Planned,,68,94.5,-28
29340,20200329,S08000032,,15 - 44,,All,d,Planned,,5,22,-77.3
29341,20200329,S08000032,,45 - 64,,All,d,Planned,,9,55,-83.6
29342,20200329,S08000032,,65 - 74,,All,d,Planned,,10,32.5,-69.2
29343,20200329,S08000032,,75 - 84,,All,d,Planned,,8,23,-65.2
29344,20200329,S08000032,,All ages,d,All,d,Planned,,100,236,-57.6
29345,20200329,S08000032,,All ages,d,Female,,Planned,,52,90,-42.2
29346,20200329,S08000032,,All ages,d,Male,,Planned,,48,98.5,-51.3
29347,20200329,S92000003,d,Under 5,,All,d,Planned,,162,279,-41.9
29348,20200329,S92000003,d,5 - 14,,All,d,Planned,,67,170,-60.6
29349,20200329,S92000003,d,15 - 44,,All,d,Planned,,183,591,-69
29350,20200329,S92000003,d,45 - 64,,All,d,Planned,,375,1005,-62.7
29351,20200329,S92000003,d,65 - 74,,All,d,Planned,,286,685,-58.2
29352,20200329,S92000003,d,75 - 84,,All,d,Planned,,234,538.5,-56.5
29353,20200329,S92000003,d,85 and over,,All,d,Planned,,97,232.5,-58.3
29354,20200329,S92000003,d,All ages,d,All,d,Planned,,1404,3501,-59.9
29355,20200329,S92000003,d,All ages,d,Female,,Planned,,702,1677.5,-58.2
29356,20200329,S92000003,d,All ages,d,Male,,Planned,,698,1741,-59.9
29357,20200405,S08000015,,Under 5,,All,d,Planned,,10,3.5,185.7
29358,20200405,S08000015,,45 - 64,,All,d,Planned,,7,20.5,-65.9
29359,20200405,S08000015,,All ages,d,All,d,Planned,,25,73.5,-66
29360,20200405,S08000015,,All ages,d,Female,,Planned,,14,36,-61.1
29361,20200405,S08000015,,All ages,d,Male,,Planned,,11,35.5,-69
29362,20200405,S08000016,,75 - 84,,All,d,Planned,,6,11.5,-47.8
29363,20200405,S08000016,,85 and over,,All,d,Planned,,5,6,-16.7
29364,20200405,S08000016,,All ages,d,All,d,Planned,,17,41,-58.5
29365,20200405,S08000016,,All ages,d,Female,,Planned,,11,19,-42.1
29366,20200405,S08000016,,All ages,d,Male,,Planned,,6,22,-72.7
29367,20200405,S08000017,,45 - 64,,All,d,Planned,,6,16,-62.5
29368,20200405,S08000017,,65 - 74,,All,d,Planned,,10,13,-23.1
29369,20200405,S08000017,,75 - 84,,All,d,Planned,,6,18,-66.7
29370,20200405,S08000017,,85 and over,,All,d,Planned,,6,9.5,-36.8
29371,20200405,S08000017,,All ages,d,All,d,Planned,,32,73.5,-56.5
29372,20200405,S08000017,,All ages,d,Female,,Planned,,16,33.5,-52.2
29373,20200405,S08000017,,All ages,d,Male,,Planned,,16,38,-57.9
29374,20200405,S08000019,,Under 5,,All,d,Planned,,5,4,25
29375,20200405,S08000019,,15 - 44,,All,d,Planned,,16,28,-42.9
29376,20200405,S08000019,,45 - 64,,All,d,Planned,,19,51.5,-63.1
29377,20200405,S08000019,,65 - 74,,All,d,Planned,,13,44.5,-70.8
29378,20200405,S08000019,,75 - 84,,All,d,Planned,,5,51.5,-90.3
29379,20200405,S08000019,,85 and over,,All,d,Planned,,5,34.5,-85.5
29380,20200405,S08000019,,All ages,d,All,d,Planned,,64,216,-70.4
29381,20200405,S08000019,,All ages,d,Female,,Planned,,31,103,-69.9
29382,20200405,S08000019,,All ages,d,Male,,Planned,,33,113,-70.8
29383,20200405,S08000020,,Under 5,,All,d,Planned,,7,14,-50
29384,20200405,S08000020,,5 - 14,,All,d,Planned,,9,18.5,-51.4
29385,20200405,S08000020,,15 - 44,,All,d,Planned,,10,54,-81.5
29386,20200405,S08000020,,45 - 64,,All,d,Planned,,21,105.5,-80.1
29387,20200405,S08000020,,65 - 74,,All,d,Planned,,19,83.5,-77.2
29388,20200405,S08000020,,75 - 84,,All,d,Planned,,8,61.5,-87
29389,20200405,S08000020,,85 and over,,All,d,Planned,,7,42.5,-83.5
29390,20200405,S08000020,,All ages,d,All,d,Planned,,81,379.5,-78.7
29391,20200405,S08000020,,All ages,d,Female,,Planned,,33,184.5,-82.1
29392,20200405,S08000020,,All ages,d,Male,,Planned,,48,192.5,-75.1
29393,20200405,S08000022,,Under 5,,All,d,Planned,,6,8,-25
29394,20200405,S08000022,,15 - 44,,All,d,Planned,,7,22.5,-68.9
29395,20200405,S08000022,,45 - 64,,All,d,Planned,,19,50,-62
29396,20200405,S08000022,,65 - 74,,All,d,Planned,,14,47,-70.2
29397,20200405,S08000022,,75 - 84,,All,d,Planned,,22,36,-38.9
29398,20200405,S08000022,,85 and over,,All,d,Planned,,8,16.5,-51.5
29399,20200405,S08000022,,All ages,d,All,d,Planned,,76,184,-58.7
29400,20200405,S08000022,,All ages,d,Female,,Planned,,35,89,-60.7
29401,20200405,S08000022,,All ages,d,Male,,Planned,,41,91.5,-55.2
29402,20200405,S08000024,,Under 5,,All,d,Planned,,11,21.5,-48.8
29403,20200405,S08000024,,5 - 14,,All,d,Planned,,13,31.5,-58.7
29404,20200405,S08000024,,15 - 44,,All,d,Planned,,32,116,-72.4
29405,20200405,S08000024,,45 - 64,,All,d,Planned,,53,164,-67.7
29406,20200405,S08000024,,65 - 74,,All,d,Planned,,44,110,-60
29407,20200405,S08000024,,75 - 84,,All,d,Planned,,29,69,-58
29408,20200405,S08000024,,85 and over,,All,d,Planned,,11,25.5,-56.9
29409,20200405,S08000024,,All ages,d,All,d,Planned,,193,537.5,-64.1
29410,20200405,S08000024,,All ages,d,Female,,Planned,,96,263.5,-63.6
29411,20200405,S08000024,,All ages,d,Male,,Planned,,95,273,-65.2
