id,week_ending,hb,hbqf,age_group,age_group_qf,sex,sex_qf,admission_type,admission_type_qf,number_admissions,average20182019,percent_variation
7958,20210131,S08000024,,15 - 44,,All,d,All,d,423,423.5,-0.1
7959,20210131,S08000024,,45 - 64,,All,d,All,d,578,570,1.4
7960,20210131,S08000024,,65 - 74,,All,d,All,d,337,340.5,-1
7961,20210131,S08000024,,75 - 84,,All,d,All,d,326,353.5,-7.8
7962,20210131,S08000024,,85 and over,,All,d,All,d,227,205,10.7
7963,20210131,S08000024,,All ages,d,All,d,All,d,2053,2152.5,-4.6
7964,20210131,S08000024,,All ages,d,Female,,All,d,1015,1091,-7
7965,20210131,S08000024,,All ages,d,Male,,All,d,1027,1044,-1.6
7966,20210131,S08000025,,15 - 44,,All,d,All,d,6,7,-14.3
7967,20210131,S08000025,,45 - 64,,All,d,All,d,6,11.5,-47.8
7968,20210131,S08000025,,65 - 74,,All,d,All,d,11,8,37.5
7969,20210131,S08000025,,75 - 84,,All,d,All,d,8,11,-27.3
7970,20210131,S08000025,,All ages,d,All,d,All,d,35,42,-16.7
7971,20210131,S08000025,,All ages,d,Female,,All,d,18,22,-18.2
7972,20210131,S08000025,,All ages,d,Male,,All,d,17,20,-15
7973,20210131,S08000026,,15 - 44,,All,d,All,d,10,6.5,53.8
7974,20210131,S08000026,,45 - 64,,All,d,All,d,10,9.5,5.3
7975,20210131,S08000026,,65 - 74,,All,d,All,d,5,8,-37.5
7976,20210131,S08000026,,All ages,d,All,d,All,d,30,38.5,-22.1
7977,20210131,S08000026,,All ages,d,Female,,All,d,14,19.5,-28.2
7978,20210131,S08000026,,All ages,d,Male,,All,d,16,16.5,-3
7979,20210131,S08000028,,15 - 44,,All,d,All,d,12,7,71.4
7980,20210131,S08000028,,45 - 64,,All,d,All,d,13,21.5,-39.5
7981,20210131,S08000028,,65 - 74,,All,d,All,d,13,12.5,4
7982,20210131,S08000028,,75 - 84,,All,d,All,d,10,18,-44.4
7983,20210131,S08000028,,85 and over,,All,d,All,d,5,14.5,-65.5
7984,20210131,S08000028,,All ages,d,All,d,All,d,53,79.5,-33.3
7985,20210131,S08000028,,All ages,d,Female,,All,d,26,38,-31.6
7986,20210131,S08000028,,All ages,d,Male,,All,d,26,40.5,-35.8
7987,20210131,S08000029,,Under 5,,All,d,All,d,34,57,-40.4
7988,20210131,S08000029,,5 - 14,,All,d,All,d,20,27.5,-27.3
7989,20210131,S08000029,,15 - 44,,All,d,All,d,153,178.5,-14.3
7990,20210131,S08000029,,45 - 64,,All,d,All,d,179,220.5,-18.8
7991,20210131,S08000029,,65 - 74,,All,d,All,d,126,157.5,-20
7992,20210131,S08000029,,75 - 84,,All,d,All,d,136,161.5,-15.8
7993,20210131,S08000029,,85 and over,,All,d,All,d,90,114.5,-21.4
7994,20210131,S08000029,,All ages,d,All,d,All,d,738,917,-19.5
7995,20210131,S08000029,,All ages,d,Female,,All,d,369,469,-21.3
7996,20210131,S08000029,,All ages,d,Male,,All,d,369,446,-17.3
7997,20210131,S08000030,,Under 5,,All,d,All,d,30,98,-69.4
7998,20210131,S08000030,,5 - 14,,All,d,All,d,37,77,-51.9
7999,20210131,S08000030,,15 - 44,,All,d,All,d,190,239.5,-20.7
8000,20210131,S08000030,,45 - 64,,All,d,All,d,205,290.5,-29.4
8001,20210131,S08000030,,65 - 74,,All,d,All,d,172,228,-24.6
8002,20210131,S08000030,,75 - 84,,All,d,All,d,170,225,-24.4
8003,20210131,S08000030,,85 and over,,All,d,All,d,161,151,6.6
8004,20210131,S08000030,,All ages,d,All,d,All,d,965,1309,-26.3
8005,20210131,S08000030,,All ages,d,Female,,All,d,489,650.5,-24.8
8006,20210131,S08000030,,All ages,d,Male,,All,d,476,655,-27.3
8007,20210131,S08000031,,Under 5,,All,d,All,d,176,292,-39.7
8008,20210131,S08000031,,5 - 14,,All,d,All,d,121,157,-22.9
8009,20210131,S08000031,,15 - 44,,All,d,All,d,610,798,-23.6
8010,20210131,S08000031,,45 - 64,,All,d,All,d,807,1117.5,-27.8
8011,20210131,S08000031,,65 - 74,,All,d,All,d,493,692.5,-28.8
8012,20210131,S08000031,,75 - 84,,All,d,All,d,505,659,-23.4
8013,20210131,S08000031,,85 and over,,All,d,All,d,330,404.5,-18.4
8014,20210131,S08000031,,All ages,d,All,d,All,d,3042,4120.5,-26.2
8015,20210131,S08000031,,All ages,d,Female,,All,d,1579,2067,-23.6
8016,20210131,S08000031,,All ages,d,Male,,All,d,1453,2017,-28
8017,20210131,S08000032,,Under 5,,All,d,All,d,123,204,-39.7
8018,20210131,S08000032,,5 - 14,,All,d,All,d,28,58.5,-52.1
8019,20210131,S08000032,,15 - 44,,All,d,All,d,219,358,-38.8
8020,20210131,S08000032,,45 - 64,,All,d,All,d,392,468.5,-16.3
8021,20210131,S08000032,,65 - 74,,All,d,All,d,201,310,-35.2
8022,20210131,S08000032,,75 - 84,,All,d,All,d,239,292.5,-18.3
8023,20210131,S08000032,,85 and over,,All,d,All,d,107,140,-23.6
8024,20210131,S08000032,,All ages,d,All,d,All,d,1309,1831.5,-28.5
8025,20210131,S08000032,,All ages,d,Female,,All,d,680,922,-26.2
8026,20210131,S08000032,,All ages,d,Male,,All,d,626,859,-27.1
8027,20210131,S92000003,d,Under 5,,All,d,All,d,613,1246,-50.8
8028,20210131,S92000003,d,5 - 14,,All,d,All,d,411,643.5,-36.1
8029,20210131,S92000003,d,15 - 44,,All,d,All,d,2265,2987.5,-24.2
8030,20210131,S92000003,d,45 - 64,,All,d,All,d,3078,3922.5,-21.5
8031,20210131,S92000003,d,65 - 74,,All,d,All,d,1997,2733,-26.9
8032,20210131,S92000003,d,75 - 84,,All,d,All,d,2120,2712.5,-21.8
8033,20210131,S92000003,d,85 and over,,All,d,All,d,1386,1667.5,-16.9
8034,20210131,S92000003,d,All ages,d,All,d,All,d,11870,15912.5,-25.4
8035,20210131,S92000003,d,All ages,d,Female,,All,d,6027,7917.5,-23.9
8036,20210131,S92000003,d,All ages,d,Male,,All,d,5806,7848,-26
8037,20210207,S08000015,,Under 5,,All,d,All,d,36,109.5,-67.1
8038,20210207,S08000015,,5 - 14,,All,d,All,d,32,46.5,-31.2
8039,20210207,S08000015,,15 - 44,,All,d,All,d,162,212.5,-23.8
8040,20210207,S08000015,,45 - 64,,All,d,All,d,265,276.5,-4.2
8041,20210207,S08000015,,65 - 74,,All,d,All,d,137,203.5,-32.7
8042,20210207,S08000015,,75 - 84,,All,d,All,d,120,208,-42.3
8043,20210207,S08000015,,85 and over,,All,d,All,d,86,96.5,-10.9
8044,20210207,S08000015,,All ages,d,All,d,All,d,838,1153,-27.3
8045,20210207,S08000015,,All ages,d,Female,,All,d,402,588,-31.6
8046,20210207,S08000015,,All ages,d,Male,,All,d,433,561,-22.8
8047,20210207,S08000016,,Under 5,,All,d,All,d,11,24,-54.2
8048,20210207,S08000016,,5 - 14,,All,d,All,d,7,11,-36.4
8049,20210207,S08000016,,15 - 44,,All,d,All,d,20,29.5,-32.2
8050,20210207,S08000016,,45 - 64,,All,d,All,d,36,49,-26.5
8051,20210207,S08000016,,65 - 74,,All,d,All,d,35,43,-18.6
8052,20210207,S08000016,,75 - 84,,All,d,All,d,54,56.5,-4.4
8053,20210207,S08000016,,85 and over,,All,d,All,d,24,43,-44.2
8054,20210207,S08000016,,All ages,d,All,d,All,d,187,256,-27
8055,20210207,S08000016,,All ages,d,Female,,All,d,87,136,-36
8056,20210207,S08000016,,All ages,d,Male,,All,d,99,117.5,-15.7
8057,20210207,S08000017,,Under 5,,All,d,All,d,12,33.5,-64.2
8058,20210207,S08000017,,5 - 14,,All,d,All,d,7,18.5,-62.2
8059,20210207,S08000017,,15 - 44,,All,d,All,d,50,71.5,-30.1
8060,20210207,S08000017,,45 - 64,,All,d,All,d,69,91.5,-24.6
8061,20210207,S08000017,,65 - 74,,All,d,All,d,65,89.5,-27.4
8062,20210207,S08000017,,75 - 84,,All,d,All,d,56,97.5,-42.6
8063,20210207,S08000017,,85 and over,,All,d,All,d,57,53,7.5
8064,20210207,S08000017,,All ages,d,All,d,All,d,316,455,-30.5
8065,20210207,S08000017,,All ages,d,Female,,All,d,147,223.5,-34.2
8066,20210207,S08000017,,All ages,d,Male,,All,d,169,228.5,-26
8067,20210207,S08000019,,Under 5,,All,d,All,d,43,99.5,-56.8
8068,20210207,S08000019,,5 - 14,,All,d,All,d,23,51,-54.9
8069,20210207,S08000019,,15 - 44,,All,d,All,d,131,266.5,-50.8
8070,20210207,S08000019,,45 - 64,,All,d,All,d,173,297,-41.8
8071,20210207,S08000019,,65 - 74,,All,d,All,d,112,225.5,-50.3
8072,20210207,S08000019,,75 - 84,,All,d,All,d,128,253.5,-49.5
8073,20210207,S08000019,,85 and over,,All,d,All,d,66,166.5,-60.4
8074,20210207,S08000019,,All ages,d,All,d,All,d,676,1359.5,-50.3
8075,20210207,S08000019,,All ages,d,Female,,All,d,349,665.5,-47.6
8076,20210207,S08000019,,All ages,d,Male,,All,d,327,687.5,-52.4
8077,20210207,S08000020,,Under 5,,All,d,All,d,47,105,-55.2
8078,20210207,S08000020,,5 - 14,,All,d,All,d,52,60.5,-14
8079,20210207,S08000020,,15 - 44,,All,d,All,d,173,236.5,-26.8
8080,20210207,S08000020,,45 - 64,,All,d,All,d,242,316.5,-23.5
8081,20210207,S08000020,,65 - 74,,All,d,All,d,183,205.5,-10.9
8082,20210207,S08000020,,75 - 84,,All,d,All,d,201,257.5,-21.9
8083,20210207,S08000020,,85 and over,,All,d,All,d,124,143.5,-13.6
8084,20210207,S08000020,,All ages,d,All,d,All,d,1022,1325,-22.9
8085,20210207,S08000020,,All ages,d,Female,,All,d,510,656.5,-22.3
8086,20210207,S08000020,,All ages,d,Male,,All,d,508,659,-22.9
8087,20210207,S08000022,,Under 5,,All,d,All,d,35,53,-34
8088,20210207,S08000022,,5 - 14,,All,d,All,d,20,31,-35.5
8089,20210207,S08000022,,15 - 44,,All,d,All,d,111,135.5,-18.1
8090,20210207,S08000022,,45 - 64,,All,d,All,d,145,179,-19
8091,20210207,S08000022,,65 - 74,,All,d,All,d,110,153,-28.1
8092,20210207,S08000022,,75 - 84,,All,d,All,d,106,161.5,-34.4
8093,20210207,S08000022,,85 and over,,All,d,All,d,73,91,-19.8
8094,20210207,S08000022,,All ages,d,All,d,All,d,600,804,-25.4
8095,20210207,S08000022,,All ages,d,Female,,All,d,301,391,-23
8096,20210207,S08000022,,All ages,d,Male,,All,d,295,408,-27.7
8097,20210207,S08000024,,Under 5,,All,d,All,d,81,157,-48.4
8098,20210207,S08000024,,5 - 14,,All,d,All,d,78,107,-27.1
8099,20210207,S08000024,,15 - 44,,All,d,All,d,440,457,-3.7
8100,20210207,S08000024,,45 - 64,,All,d,All,d,546,578.5,-5.6
8101,20210207,S08000024,,65 - 74,,All,d,All,d,356,351,1.4
8102,20210207,S08000024,,75 - 84,,All,d,All,d,326,354.5,-8
8103,20210207,S08000024,,85 and over,,All,d,All,d,224,207,8.2
8104,20210207,S08000024,,All ages,d,All,d,All,d,2051,2212,-7.3
8105,20210207,S08000024,,All ages,d,Female,,All,d,1000,1137,-12
8106,20210207,S08000024,,All ages,d,Male,,All,d,1036,1052,-1.5
8107,20210207,S08000025,,15 - 44,,All,d,All,d,7,7,0
8108,20210207,S08000025,,45 - 64,,All,d,All,d,7,6.5,7.7
8109,20210207,S08000025,,65 - 74,,All,d,All,d,6,7.5,-20
8110,20210207,S08000025,,75 - 84,,All,d,All,d,13,9.5,36.8
8111,20210207,S08000025,,85 and over,,All,d,All,d,6,7.5,-20
8112,20210207,S08000025,,All ages,d,All,d,All,d,41,39.5,3.8
8113,20210207,S08000025,,All ages,d,Female,,All,d,17,20.5,-17.1
8114,20210207,S08000025,,All ages,d,Male,,All,d,22,18.5,18.9
8115,20210207,S08000026,,15 - 44,,All,d,All,d,5,7,-28.6
8116,20210207,S08000026,,45 - 64,,All,d,All,d,9,12,-25
8117,20210207,S08000026,,65 - 74,,All,d,All,d,7,11.5,-39.1
8118,20210207,S08000026,,75 - 84,,All,d,All,d,8,9,-11.1
8119,20210207,S08000026,,85 and over,,All,d,All,d,8,7,14.3
8120,20210207,S08000026,,All ages,d,All,d,All,d,39,48,-18.8
8121,20210207,S08000026,,All ages,d,Female,,All,d,25,22.5,11.1
8122,20210207,S08000026,,All ages,d,Male,,All,d,14,24,-41.7
8123,20210207,S08000028,,15 - 44,,All,d,All,d,13,11.5,13
8124,20210207,S08000028,,45 - 64,,All,d,All,d,10,19.5,-48.7
8125,20210207,S08000028,,65 - 74,,All,d,All,d,11,21,-47.6
8126,20210207,S08000028,,75 - 84,,All,d,All,d,16,16.5,-3
8127,20210207,S08000028,,85 and over,,All,d,All,d,11,12.5,-12
8128,20210207,S08000028,,All ages,d,All,d,All,d,61,87.5,-30.3
8129,20210207,S08000028,,All ages,d,Female,,All,d,28,43,-34.9
8130,20210207,S08000028,,All ages,d,Male,,All,d,32,43.5,-26.4
8131,20210207,S08000029,,Under 5,,All,d,All,d,33,74,-55.4
8132,20210207,S08000029,,5 - 14,,All,d,All,d,14,29,-51.7
8133,20210207,S08000029,,15 - 44,,All,d,All,d,179,178.5,0.3
8134,20210207,S08000029,,45 - 64,,All,d,All,d,187,212,-11.8
8135,20210207,S08000029,,65 - 74,,All,d,All,d,115,152.5,-24.6
8136,20210207,S08000029,,75 - 84,,All,d,All,d,137,164.5,-16.7
8137,20210207,S08000029,,85 and over,,All,d,All,d,93,110,-15.5
8138,20210207,S08000029,,All ages,d,All,d,All,d,758,920.5,-17.7
8139,20210207,S08000029,,All ages,d,Female,,All,d,381,474,-19.6
8140,20210207,S08000029,,All ages,d,Male,,All,d,376,441.5,-14.8
8141,20210207,S08000030,,Under 5,,All,d,All,d,45,103,-56.3
8142,20210207,S08000030,,5 - 14,,All,d,All,d,43,65.5,-34.4
8143,20210207,S08000030,,15 - 44,,All,d,All,d,158,218,-27.5
8144,20210207,S08000030,,45 - 64,,All,d,All,d,234,285.5,-18
8145,20210207,S08000030,,65 - 74,,All,d,All,d,161,205.5,-21.7
8146,20210207,S08000030,,75 - 84,,All,d,All,d,188,225.5,-16.6
8147,20210207,S08000030,,85 and over,,All,d,All,d,152,182.5,-16.7
8148,20210207,S08000030,,All ages,d,All,d,All,d,981,1285.5,-23.7
8149,20210207,S08000030,,All ages,d,Female,,All,d,542,647.5,-16.3
8150,20210207,S08000030,,All ages,d,Male,,All,d,439,636,-31
8151,20210207,S08000031,,Under 5,,All,d,All,d,164,281.5,-41.7
8152,20210207,S08000031,,5 - 14,,All,d,All,d,110,173.5,-36.6
8153,20210207,S08000031,,15 - 44,,All,d,All,d,559,841.5,-33.6
8154,20210207,S08000031,,45 - 64,,All,d,All,d,823,1122,-26.6
8155,20210207,S08000031,,65 - 74,,All,d,All,d,484,668.5,-27.6
8156,20210207,S08000031,,75 - 84,,All,d,All,d,477,683,-30.2
8157,20210207,S08000031,,85 and over,,All,d,All,d,326,413.5,-21.2
8158,20210207,S08000031,,All ages,d,All,d,All,d,2943,4183.5,-29.7
8159,20210207,S08000031,,All ages,d,Female,,All,d,1495,2113.5,-29.3
8160,20210207,S08000031,,All ages,d,Male,,All,d,1438,2039.5,-29.5
8161,20210207,S08000032,,Under 5,,All,d,All,d,125,156.5,-20.1
8162,20210207,S08000032,,5 - 14,,All,d,All,d,24,69,-65.2
8163,20210207,S08000032,,15 - 44,,All,d,All,d,267,354,-24.6
8164,20210207,S08000032,,45 - 64,,All,d,All,d,402,465,-13.5
8165,20210207,S08000032,,65 - 74,,All,d,All,d,227,313,-27.5
8166,20210207,S08000032,,75 - 84,,All,d,All,d,234,289.5,-19.2
8167,20210207,S08000032,,85 and over,,All,d,All,d,118,139.5,-15.4
8168,20210207,S08000032,,All ages,d,All,d,All,d,1397,1786.5,-21.8
8169,20210207,S08000032,,All ages,d,Female,,All,d,691,877.5,-21.3
8170,20210207,S08000032,,All ages,d,Male,,All,d,700,865,-19.1
8171,20210207,S92000003,d,Under 5,,All,d,All,d,635,1201.5,-47.1
8172,20210207,S92000003,d,5 - 14,,All,d,All,d,411,667,-38.4
8173,20210207,S92000003,d,15 - 44,,All,d,All,d,2275,3026.5,-24.8
8174,20210207,S92000003,d,45 - 64,,All,d,All,d,3148,3910.5,-19.5
8175,20210207,S92000003,d,65 - 74,,All,d,All,d,2009,2650.5,-24.2
8176,20210207,S92000003,d,75 - 84,,All,d,All,d,2064,2786.5,-25.9
8177,20210207,S92000003,d,85 and over,,All,d,All,d,1368,1673,-18.2
8178,20210207,S92000003,d,All ages,d,All,d,All,d,11910,15915.5,-25.2
8179,20210207,S92000003,d,All ages,d,Female,,All,d,5975,7996,-25.3
8180,20210207,S92000003,d,All ages,d,Male,,All,d,5888,7781.5,-24.3
8181,20210214,S08000015,,Under 5,,All,d,All,d,44,110.5,-60.2
8182,20210214,S08000015,,5 - 14,,All,d,All,d,34,45.5,-25.3
8183,20210214,S08000015,,15 - 44,,All,d,All,d,136,197.5,-31.1
8184,20210214,S08000015,,45 - 64,,All,d,All,d,190,286,-33.6
8185,20210214,S08000015,,65 - 74,,All,d,All,d,132,211,-37.4
8186,20210214,S08000015,,75 - 84,,All,d,All,d,142,191,-25.7
8187,20210214,S08000015,,85 and over,,All,d,All,d,85,113.5,-25.1
8188,20210214,S08000015,,All ages,d,All,d,All,d,763,1155,-33.9
8189,20210214,S08000015,,All ages,d,Female,,All,d,386,572,-32.5
8190,20210214,S08000015,,All ages,d,Male,,All,d,377,578,-34.8
8191,20210214,S08000016,,Under 5,,All,d,All,d,7,26.5,-73.6
8192,20210214,S08000016,,15 - 44,,All,d,All,d,16,30.5,-47.5
8193,20210214,S08000016,,45 - 64,,All,d,All,d,34,59.5,-42.9
8194,20210214,S08000016,,65 - 74,,All,d,All,d,36,46,-21.7
8195,20210214,S08000016,,75 - 84,,All,d,All,d,41,68,-39.7
8196,20210214,S08000016,,85 and over,,All,d,All,d,42,53,-20.8
8197,20210214,S08000016,,All ages,d,All,d,All,d,178,297,-40.1
8198,20210214,S08000016,,All ages,d,Female,,All,d,83,156,-46.8
8199,20210214,S08000016,,All ages,d,Male,,All,d,95,140,-32.1
8200,20210214,S08000017,,Under 5,,All,d,All,d,17,37.5,-54.7
8201,20210214,S08000017,,5 - 14,,All,d,All,d,8,26.5,-69.8
8202,20210214,S08000017,,15 - 44,,All,d,All,d,51,70,-27.1
8203,20210214,S08000017,,45 - 64,,All,d,All,d,72,99.5,-27.6
8204,20210214,S08000017,,65 - 74,,All,d,All,d,58,84.5,-31.4
8205,20210214,S08000017,,75 - 84,,All,d,All,d,56,91.5,-38.8
8206,20210214,S08000017,,85 and over,,All,d,All,d,39,57.5,-32.2
8207,20210214,S08000017,,All ages,d,All,d,All,d,301,467,-35.5
8208,20210214,S08000017,,All ages,d,Female,,All,d,166,235,-29.4
8209,20210214,S08000017,,All ages,d,Male,,All,d,135,227.5,-40.7
8210,20210214,S08000019,,Under 5,,All,d,All,d,30,109.5,-72.6
8211,20210214,S08000019,,5 - 14,,All,d,All,d,15,48,-68.8
8212,20210214,S08000019,,15 - 44,,All,d,All,d,123,282.5,-56.5
8213,20210214,S08000019,,45 - 64,,All,d,All,d,171,311,-45
8214,20210214,S08000019,,65 - 74,,All,d,All,d,129,231,-44.2
8215,20210214,S08000019,,75 - 84,,All,d,All,d,114,241.5,-52.8
8216,20210214,S08000019,,85 and over,,All,d,All,d,72,123.5,-41.7
8217,20210214,S08000019,,All ages,d,All,d,All,d,654,1347,-51.4
8218,20210214,S08000019,,All ages,d,Female,,All,d,318,680.5,-53.3
8219,20210214,S08000019,,All ages,d,Male,,All,d,336,658,-48.9
8220,20210214,S08000020,,Under 5,,All,d,All,d,46,111,-58.6
8221,20210214,S08000020,,5 - 14,,All,d,All,d,53,58.5,-9.4
8222,20210214,S08000020,,15 - 44,,All,d,All,d,163,230.5,-29.3
8223,20210214,S08000020,,45 - 64,,All,d,All,d,219,333.5,-34.3
8224,20210214,S08000020,,65 - 74,,All,d,All,d,183,240.5,-23.9
8225,20210214,S08000020,,75 - 84,,All,d,All,d,200,220.5,-9.3
8226,20210214,S08000020,,85 and over,,All,d,All,d,142,174.5,-18.6
8227,20210214,S08000020,,All ages,d,All,d,All,d,1006,1369,-26.5
8228,20210214,S08000020,,All ages,d,Female,,All,d,484,674,-28.2
8229,20210214,S08000020,,All ages,d,Male,,All,d,518,681,-23.9
8230,20210214,S08000022,,Under 5,,All,d,All,d,39,51.5,-24.3
8231,20210214,S08000022,,5 - 14,,All,d,All,d,26,26,0
8232,20210214,S08000022,,15 - 44,,All,d,All,d,101,139,-27.3
8233,20210214,S08000022,,45 - 64,,All,d,All,d,118,198,-40.4
8234,20210214,S08000022,,65 - 74,,All,d,All,d,113,139.5,-19
8235,20210214,S08000022,,75 - 84,,All,d,All,d,118,142,-16.9
8236,20210214,S08000022,,85 and over,,All,d,All,d,84,94,-10.6
8237,20210214,S08000022,,All ages,d,All,d,All,d,599,790,-24.2
8238,20210214,S08000022,,All ages,d,Female,,All,d,301,391.5,-23.1
8239,20210214,S08000022,,All ages,d,Male,,All,d,293,387.5,-24.4
8240,20210214,S08000024,,Under 5,,All,d,All,d,86,164,-47.6
8241,20210214,S08000024,,5 - 14,,All,d,All,d,67,93,-28
8242,20210214,S08000024,,15 - 44,,All,d,All,d,400,429.5,-6.9
8243,20210214,S08000024,,45 - 64,,All,d,All,d,503,577.5,-12.9
8244,20210214,S08000024,,65 - 74,,All,d,All,d,298,400.5,-25.6
8245,20210214,S08000024,,75 - 84,,All,d,All,d,314,365.5,-14.1
8246,20210214,S08000024,,85 and over,,All,d,All,d,232,203,14.3
8247,20210214,S08000024,,All ages,d,All,d,All,d,1900,2233,-14.9
8248,20210214,S08000024,,All ages,d,Female,,All,d,903,1101.5,-18
8249,20210214,S08000024,,All ages,d,Male,,All,d,988,1111.5,-11.1
8250,20210214,S08000025,,15 - 44,,All,d,All,d,7,6.5,7.7
15001,20200223,S08000017,,15 - 44,,All,d,Emergency,,42,55,-23.6
15002,20200223,S08000017,,45 - 64,,All,d,Emergency,,73,76.5,-4.6
15003,20200223,S08000017,,65 - 74,,All,d,Emergency,,69,58,19
15004,20200223,S08000017,,75 - 84,,All,d,Emergency,,68,77.5,-12.3
15005,20200223,S08000017,,85 and over,,All,d,Emergency,,47,46,2.2
15006,20200223,S08000017,,All ages,d,All,d,Emergency,,343,365.5,-6.2
15007,20200223,S08000017,,All ages,d,Female,,Emergency,,160,162.5,-1.5
15008,20200223,S08000017,,All ages,d,Male,,Emergency,,179,199.5,-10.3
15009,20200223,S08000019,,Under 5,,All,d,Emergency,,50,101.5,-50.7
15010,20200223,S08000019,,5 - 14,,All,d,Emergency,,27,60.5,-55.4
15011,20200223,S08000019,,15 - 44,,All,d,Emergency,,119,230.5,-48.4
15012,20200223,S08000019,,45 - 64,,All,d,Emergency,,129,275,-53.1
15013,20200223,S08000019,,65 - 74,,All,d,Emergency,,90,189.5,-52.5
15014,20200223,S08000019,,75 - 84,,All,d,Emergency,,85,211.5,-59.8
15015,20200223,S08000019,,85 and over,,All,d,Emergency,,55,124.5,-55.8
15016,20200223,S08000019,,All ages,d,All,d,Emergency,,555,1193,-53.5
15017,20200223,S08000019,,All ages,d,Female,,Emergency,,285,588.5,-51.6
15018,20200223,S08000019,,All ages,d,Male,,Emergency,,268,599.5,-55.3
15019,20200223,S08000020,,Under 5,,All,d,Emergency,,84,74,13.5
15020,20200223,S08000020,,5 - 14,,All,d,Emergency,,56,58,-3.4
15021,20200223,S08000020,,15 - 44,,All,d,Emergency,,209,191.5,9.1
15022,20200223,S08000020,,45 - 64,,All,d,Emergency,,229,208.5,9.8
15023,20200223,S08000020,,65 - 74,,All,d,Emergency,,170,146,16.4
15024,20200223,S08000020,,75 - 84,,All,d,Emergency,,182,164.5,10.6
15025,20200223,S08000020,,85 and over,,All,d,Emergency,,144,116,24.1
15026,20200223,S08000020,,All ages,d,All,d,Emergency,,1074,958.5,12.1
15027,20200223,S08000020,,All ages,d,Female,,Emergency,,529,480.5,10.1
15028,20200223,S08000020,,All ages,d,Male,,Emergency,,538,470.5,14.3
15029,20200223,S08000022,,Under 5,,All,d,Emergency,,52,53.5,-2.8
15030,20200223,S08000022,,5 - 14,,All,d,Emergency,,22,22.5,-2.2
15031,20200223,S08000022,,15 - 44,,All,d,Emergency,,124,110,12.7
15032,20200223,S08000022,,45 - 64,,All,d,Emergency,,149,133,12
15033,20200223,S08000022,,65 - 74,,All,d,Emergency,,95,103.5,-8.2
15034,20200223,S08000022,,75 - 84,,All,d,Emergency,,95,99.5,-4.5
8251,20210214,S08000025,,45 - 64,,All,d,All,d,13,9.5,36.8
8252,20210214,S08000025,,65 - 74,,All,d,All,d,7,8,-12.5
8253,20210214,S08000025,,75 - 84,,All,d,All,d,7,8,-12.5
8254,20210214,S08000025,,85 and over,,All,d,All,d,6,5.5,9.1
8255,20210214,S08000025,,All ages,d,All,d,All,d,42,38.5,9.1
8256,20210214,S08000025,,All ages,d,Female,,All,d,25,19.5,28.2
8257,20210214,S08000025,,All ages,d,Male,,All,d,17,18.5,-8.1
8258,20210214,S08000026,,15 - 44,,All,d,All,d,7,8.5,-17.6
8259,20210214,S08000026,,75 - 84,,All,d,All,d,10,7.5,33.3
8260,20210214,S08000026,,All ages,d,All,d,All,d,25,41,-39
8261,20210214,S08000026,,All ages,d,Female,,All,d,11,20.5,-46.3
8262,20210214,S08000026,,All ages,d,Male,,All,d,14,19,-26.3
8263,20210214,S08000028,,15 - 44,,All,d,All,d,5,7.5,-33.3
8264,20210214,S08000028,,45 - 64,,All,d,All,d,6,16,-62.5
8265,20210214,S08000028,,65 - 74,,All,d,All,d,12,21.5,-44.2
8266,20210214,S08000028,,75 - 84,,All,d,All,d,13,14.5,-10.3
8267,20210214,S08000028,,85 and over,,All,d,All,d,6,13.5,-55.6
8268,20210214,S08000028,,All ages,d,All,d,All,d,44,74.5,-40.9
8269,20210214,S08000028,,All ages,d,Female,,All,d,22,38,-42.1
8270,20210214,S08000028,,All ages,d,Male,,All,d,22,36.5,-39.7
8271,20210214,S08000029,,Under 5,,All,d,All,d,28,75.5,-62.9
8272,20210214,S08000029,,5 - 14,,All,d,All,d,16,34,-52.9
8273,20210214,S08000029,,15 - 44,,All,d,All,d,149,195,-23.6
8274,20210214,S08000029,,45 - 64,,All,d,All,d,178,216.5,-17.8
8275,20210214,S08000029,,65 - 74,,All,d,All,d,116,152.5,-23.9
8276,20210214,S08000029,,75 - 84,,All,d,All,d,118,170,-30.6
8277,20210214,S08000029,,85 and over,,All,d,All,d,82,111.5,-26.5
8278,20210214,S08000029,,All ages,d,All,d,All,d,687,955,-28.1
8279,20210214,S08000029,,All ages,d,Female,,All,d,342,459.5,-25.6
8280,20210214,S08000029,,All ages,d,Male,,All,d,343,487.5,-29.6
8281,20210214,S08000030,,Under 5,,All,d,All,d,36,100.5,-64.2
8282,20210214,S08000030,,5 - 14,,All,d,All,d,28,63,-55.6
8283,20210214,S08000030,,15 - 44,,All,d,All,d,182,227.5,-20
8284,20210214,S08000030,,45 - 64,,All,d,All,d,220,284,-22.5
8285,20210214,S08000030,,65 - 74,,All,d,All,d,147,233.5,-37
8286,20210214,S08000030,,75 - 84,,All,d,All,d,148,243.5,-39.2
8287,20210214,S08000030,,85 and over,,All,d,All,d,115,165.5,-30.5
8288,20210214,S08000030,,All ages,d,All,d,All,d,876,1317.5,-33.5
8289,20210214,S08000030,,All ages,d,Female,,All,d,424,655.5,-35.3
8290,20210214,S08000030,,All ages,d,Male,,All,d,450,659.5,-31.8
8291,20210214,S08000031,,Under 5,,All,d,All,d,170,281.5,-39.6
