id,week_ending,hb,hbqf,age_group,age_group_qf,sex,sex_qf,sas_incidents,average20182019,percent_variation
8505,20210228,S92000003,d,Under 5,,All,d,200,383.5,-47.8
8506,20210228,S92000003,d,5 - 14,,All,d,105,249,-57.8
8507,20210228,S92000003,d,15 - 44,,All,d,2364,2622.5,-9.9
8508,20210228,S92000003,d,45 - 64,,All,d,2605,2651.5,-1.8
8509,20210228,S92000003,d,65 - 74,,All,d,1544,1841,-16.1
8510,20210228,S92000003,d,75 - 84,,All,d,1895,2193,-13.6
8511,20210228,S92000003,d,85 and over,,All,d,1381,1580,-12.6
8512,20210228,S92000003,d,All ages,d,All,d,10506,12122,-13.3
8513,20210228,S92000003,d,All ages,d,Female,,5088,5646.5,-9.9
8514,20210228,S92000003,d,All ages,d,Male,,4762,5417,-12.1
8515,20210307,S08000015,,Under 5,,All,d,19,38,-50
8516,20210307,S08000015,,5 - 14,,All,d,7,21.5,-67.4
8517,20210307,S08000015,,15 - 44,,All,d,179,200,-10.5
8518,20210307,S08000015,,45 - 64,,All,d,198,214.5,-7.7
8519,20210307,S08000015,,65 - 74,,All,d,151,150,0.7
8520,20210307,S08000015,,75 - 84,,All,d,174,221,-21.3
8521,20210307,S08000015,,85 and over,,All,d,126,134,-6
8522,20210307,S08000015,,All ages,d,All,d,888,1016.5,-12.6
8523,20210307,S08000015,,All ages,d,Female,,422,479.5,-12
8524,20210307,S08000015,,All ages,d,Male,,414,469,-11.7
8525,20210307,S08000016,,15 - 44,,All,d,51,51,0
8526,20210307,S08000016,,45 - 64,,All,d,53,38.5,37.7
8527,20210307,S08000016,,65 - 74,,All,d,44,46.5,-5.4
8528,20210307,S08000016,,75 - 84,,All,d,60,57.5,4.3
8529,20210307,S08000016,,85 and over,,All,d,55,40.5,35.8
8530,20210307,S08000016,,All ages,d,All,d,275,255.5,7.6
8531,20210307,S08000016,,All ages,d,Female,,137,130.5,5
8532,20210307,S08000016,,All ages,d,Male,,127,110,15.5
8533,20210307,S08000017,,5 - 14,,All,d,6,3,100
8534,20210307,S08000017,,15 - 44,,All,d,57,58.5,-2.6
8535,20210307,S08000017,,45 - 64,,All,d,77,67.5,14.1
8536,20210307,S08000017,,65 - 74,,All,d,67,69.5,-3.6
8537,20210307,S08000017,,75 - 84,,All,d,84,78,7.7
8538,20210307,S08000017,,85 and over,,All,d,64,61.5,4.1
8539,20210307,S08000017,,All ages,d,All,d,367,359.5,2.1
8540,20210307,S08000017,,All ages,d,Female,,176,175,0.6
8541,20210307,S08000017,,All ages,d,Male,,169,158,7
8542,20210307,S08000019,,Under 5,,All,d,6,21,-71.4
8543,20210307,S08000019,,5 - 14,,All,d,8,10.5,-23.8
8544,20210307,S08000019,,15 - 44,,All,d,144,142,1.4
8545,20210307,S08000019,,45 - 64,,All,d,141,137,2.9
8546,20210307,S08000019,,65 - 74,,All,d,80,85.5,-6.4
8547,20210307,S08000019,,75 - 84,,All,d,94,118.5,-20.7
8548,20210307,S08000019,,85 and over,,All,d,85,67.5,25.9
8549,20210307,S08000019,,All ages,d,All,d,577,609,-5.3
8550,20210307,S08000019,,All ages,d,Female,,296,277.5,6.7
8551,20210307,S08000019,,All ages,d,Male,,246,288,-14.6
8552,20210307,S08000020,,Under 5,,All,d,25,36,-30.6
8553,20210307,S08000020,,5 - 14,,All,d,11,20.5,-46.3
8554,20210307,S08000020,,15 - 44,,All,d,209,226,-7.5
8555,20210307,S08000020,,45 - 64,,All,d,255,225.5,13.1
8556,20210307,S08000020,,65 - 74,,All,d,156,165,-5.5
8557,20210307,S08000020,,75 - 84,,All,d,203,199,2
8558,20210307,S08000020,,85 and over,,All,d,144,162,-11.1
8559,20210307,S08000020,,All ages,d,All,d,1045,1075,-2.8
8560,20210307,S08000020,,All ages,d,Female,,521,522,-0.2
8561,20210307,S08000020,,All ages,d,Male,,461,472,-2.3
8562,20210307,S08000022,,Under 5,,All,d,16,22.5,-28.9
8563,20210307,S08000022,,5 - 14,,All,d,8,10.5,-23.8
8564,20210307,S08000022,,15 - 44,,All,d,124,135,-8.1
8565,20210307,S08000022,,45 - 64,,All,d,159,151.5,5
8566,20210307,S08000022,,65 - 74,,All,d,153,120,27.5
8567,20210307,S08000022,,75 - 84,,All,d,151,169.5,-10.9
8568,20210307,S08000022,,85 and over,,All,d,121,119.5,1.3
8569,20210307,S08000022,,All ages,d,All,d,767,779,-1.5
8570,20210307,S08000022,,All ages,d,Female,,356,375.5,-5.2
8571,20210307,S08000022,,All ages,d,Male,,349,315.5,10.6
8572,20210307,S08000024,,Under 5,,All,d,36,67,-46.3
8573,20210307,S08000024,,5 - 14,,All,d,27,34,-20.6
8574,20210307,S08000024,,15 - 44,,All,d,378,437,-13.5
8575,20210307,S08000024,,45 - 64,,All,d,349,371,-5.9
8576,20210307,S08000024,,65 - 74,,All,d,204,195,4.6
8577,20210307,S08000024,,75 - 84,,All,d,249,261,-4.6
8578,20210307,S08000024,,85 and over,,All,d,193,193.5,-0.3
8579,20210307,S08000024,,All ages,d,All,d,1499,1660.5,-9.7
8580,20210307,S08000024,,All ages,d,Female,,744,772,-3.6
8581,20210307,S08000024,,All ages,d,Male,,645,713.5,-9.6
8582,20210307,S08000025,,45 - 64,,All,d,6,7,-14.3
8583,20210307,S08000025,,65 - 74,,All,d,6,10.5,-42.9
8584,20210307,S08000025,,75 - 84,,All,d,7,5.5,27.3
8585,20210307,S08000025,,85 and over,,All,d,11,7,57.1
8586,20210307,S08000025,,All ages,d,All,d,36,37.5,-4
8587,20210307,S08000025,,All ages,d,Female,,19,19.5,-2.6
8588,20210307,S08000025,,All ages,d,Male,,15,15.5,-3.2
8589,20210307,S08000026,,15 - 44,,All,d,18,7,157.1
8590,20210307,S08000026,,45 - 64,,All,d,15,9.5,57.9
8591,20210307,S08000026,,65 - 74,,All,d,7,10.5,-33.3
8592,20210307,S08000026,,75 - 84,,All,d,7,8,-12.5
8593,20210307,S08000026,,All ages,d,All,d,52,41.5,25.3
8594,20210307,S08000026,,All ages,d,Female,,25,15,66.7
8595,20210307,S08000026,,All ages,d,Male,,23,22.5,2.2
8596,20210307,S08000028,,15 - 44,,All,d,11,3.5,214.3
8597,20210307,S08000028,,45 - 64,,All,d,13,21.5,-39.5
8598,20210307,S08000028,,65 - 74,,All,d,8,9,-11.1
8599,20210307,S08000028,,75 - 84,,All,d,15,21.5,-30.2
8600,20210307,S08000028,,85 and over,,All,d,12,15,-20
8601,20210307,S08000028,,All ages,d,All,d,64,77,-16.9
8602,20210307,S08000028,,All ages,d,Female,,42,35.5,18.3
8603,20210307,S08000028,,All ages,d,Male,,16,33.5,-52.2
8604,20210307,S08000029,,Under 5,,All,d,23,32.5,-29.2
8605,20210307,S08000029,,5 - 14,,All,d,17,16,6.2
8606,20210307,S08000029,,15 - 44,,All,d,194,183.5,5.7
8607,20210307,S08000029,,45 - 64,,All,d,182,184,-1.1
8608,20210307,S08000029,,65 - 74,,All,d,114,135,-15.6
8609,20210307,S08000029,,75 - 84,,All,d,133,143,-7
8610,20210307,S08000029,,85 and over,,All,d,102,116,-12.1
8611,20210307,S08000029,,All ages,d,All,d,780,845.5,-7.7
8612,20210307,S08000029,,All ages,d,Female,,377,402,-6.2
8613,20210307,S08000029,,All ages,d,Male,,371,385.5,-3.8
8614,20210307,S08000030,,Under 5,,All,d,23,27,-14.8
8615,20210307,S08000030,,5 - 14,,All,d,9,12,-25
8616,20210307,S08000030,,15 - 44,,All,d,164,195.5,-16.1
8617,20210307,S08000030,,45 - 64,,All,d,182,182.5,-0.3
8618,20210307,S08000030,,65 - 74,,All,d,149,139,7.2
8619,20210307,S08000030,,75 - 84,,All,d,163,170.5,-4.4
8620,20210307,S08000030,,85 and over,,All,d,134,130,3.1
8621,20210307,S08000030,,All ages,d,All,d,847,886,-4.4
8622,20210307,S08000030,,All ages,d,Female,,410,414.5,-1.1
8623,20210307,S08000030,,All ages,d,Male,,396,417,-5
8624,20210307,S08000031,,Under 5,,All,d,54,95,-43.2
8625,20210307,S08000031,,5 - 14,,All,d,19,41,-53.7
8626,20210307,S08000031,,15 - 44,,All,d,566,602.5,-6.1
8627,20210307,S08000031,,45 - 64,,All,d,638,595.5,7.1
8628,20210307,S08000031,,65 - 74,,All,d,360,376.5,-4.4
8629,20210307,S08000031,,75 - 84,,All,d,370,462,-19.9
8630,20210307,S08000031,,85 and over,,All,d,285,329.5,-13.5
8631,20210307,S08000031,,All ages,d,All,d,2436,2690,-9.4
8632,20210307,S08000031,,All ages,d,Female,,1138,1243,-8.4
8633,20210307,S08000031,,All ages,d,Male,,1083,1175,-7.8
8634,20210307,S08000032,,Under 5,,All,d,25,48.5,-48.5
8635,20210307,S08000032,,5 - 14,,All,d,23,35,-34.3
8636,20210307,S08000032,,15 - 44,,All,d,251,293,-14.3
8637,20210307,S08000032,,45 - 64,,All,d,329,344,-4.4
8638,20210307,S08000032,,65 - 74,,All,d,217,228,-4.8
8639,20210307,S08000032,,75 - 84,,All,d,250,246.5,1.4
8640,20210307,S08000032,,85 and over,,All,d,196,172,14
8641,20210307,S08000032,,All ages,d,All,d,1334,1414,-5.7
8642,20210307,S08000032,,All ages,d,Female,,673,666,1.1
8643,20210307,S08000032,,All ages,d,Male,,605,656,-7.8
8644,20210307,S92000003,d,Under 5,,All,d,235,409,-42.5
8645,20210307,S92000003,d,5 - 14,,All,d,142,214,-33.6
8646,20210307,S92000003,d,15 - 44,,All,d,2358,2547,-7.4
8647,20210307,S92000003,d,45 - 64,,All,d,2601,2557.5,1.7
8648,20210307,S92000003,d,65 - 74,,All,d,1716,1741.5,-1.5
8649,20210307,S92000003,d,75 - 84,,All,d,1962,2163,-9.3
8650,20210307,S92000003,d,85 and over,,All,d,1532,1553.5,-1.4
8651,20210307,S92000003,d,All ages,d,All,d,10989,11773.5,-6.7
8652,20210307,S92000003,d,All ages,d,Female,,5343,5539,-3.5
8653,20210307,S92000003,d,All ages,d,Male,,4927,5242.5,-6
8654,20210314,S08000015,,Under 5,,All,d,19,35.5,-46.5
8655,20210314,S08000015,,5 - 14,,All,d,7,24,-70.8
8656,20210314,S08000015,,15 - 44,,All,d,187,205,-8.8
8657,20210314,S08000015,,45 - 64,,All,d,201,229.5,-12.4
8658,20210314,S08000015,,65 - 74,,All,d,159,162.5,-2.2
8659,20210314,S08000015,,75 - 84,,All,d,200,212.5,-5.9
8660,20210314,S08000015,,85 and over,,All,d,134,136.5,-1.8
8661,20210314,S08000015,,All ages,d,All,d,921,1037,-11.2
8662,20210314,S08000015,,All ages,d,Female,,468,508.5,-8
8663,20210314,S08000015,,All ages,d,Male,,421,471,-10.6
8664,20210314,S08000016,,Under 5,,All,d,5,7,-28.6
8665,20210314,S08000016,,15 - 44,,All,d,60,48,25
8666,20210314,S08000016,,45 - 64,,All,d,36,54,-33.3
8667,20210314,S08000016,,65 - 74,,All,d,49,54,-9.3
8668,20210314,S08000016,,75 - 84,,All,d,57,57.5,-0.9
8669,20210314,S08000016,,85 and over,,All,d,52,48.5,7.2
8670,20210314,S08000016,,All ages,d,All,d,277,280.5,-1.2
8671,20210314,S08000016,,All ages,d,Female,,117,134.5,-13
8672,20210314,S08000016,,All ages,d,Male,,140,131,6.9
8673,20210314,S08000017,,Under 5,,All,d,5,9.5,-47.4
8674,20210314,S08000017,,15 - 44,,All,d,50,60.5,-17.4
8675,20210314,S08000017,,45 - 64,,All,d,71,58.5,21.4
8676,20210314,S08000017,,65 - 74,,All,d,77,48,60.4
8677,20210314,S08000017,,75 - 84,,All,d,88,83.5,5.4
8678,20210314,S08000017,,85 and over,,All,d,55,72,-23.6
8679,20210314,S08000017,,All ages,d,All,d,352,352.5,-0.1
8680,20210314,S08000017,,All ages,d,Female,,163,173.5,-6.1
8681,20210314,S08000017,,All ages,d,Male,,177,148,19.6
8682,20210314,S08000019,,Under 5,,All,d,12,19,-36.8
8683,20210314,S08000019,,5 - 14,,All,d,8,9,-11.1
8684,20210314,S08000019,,15 - 44,,All,d,138,144.5,-4.5
8685,20210314,S08000019,,45 - 64,,All,d,170,156.5,8.6
8686,20210314,S08000019,,65 - 74,,All,d,79,98.5,-19.8
8687,20210314,S08000019,,75 - 84,,All,d,106,118.5,-10.5
8688,20210314,S08000019,,85 and over,,All,d,80,78,2.6
8689,20210314,S08000019,,All ages,d,All,d,617,660.5,-6.6
8690,20210314,S08000019,,All ages,d,Female,,295,295.5,-0.2
8691,20210314,S08000019,,All ages,d,Male,,279,309,-9.7
8692,20210314,S08000020,,Under 5,,All,d,32,40,-20
8693,20210314,S08000020,,5 - 14,,All,d,16,22.5,-28.9
8694,20210314,S08000020,,15 - 44,,All,d,242,234,3.4
8695,20210314,S08000020,,45 - 64,,All,d,205,237,-13.5
8696,20210314,S08000020,,65 - 74,,All,d,162,181,-10.5
8697,20210314,S08000020,,75 - 84,,All,d,207,201.5,2.7
8698,20210314,S08000020,,85 and over,,All,d,154,166.5,-7.5
8699,20210314,S08000020,,All ages,d,All,d,1054,1137.5,-7.3
8700,20210314,S08000020,,All ages,d,Female,,511,532,-3.9
8701,20210314,S08000020,,All ages,d,Male,,478,513.5,-6.9
8702,20210314,S08000022,,Under 5,,All,d,13,33.5,-61.2
8703,20210314,S08000022,,5 - 14,,All,d,5,19.5,-74.4
8704,20210314,S08000022,,15 - 44,,All,d,115,140.5,-18.1
8705,20210314,S08000022,,45 - 64,,All,d,178,171,4.1
8706,20210314,S08000022,,65 - 74,,All,d,108,137.5,-21.5
8707,20210314,S08000022,,75 - 84,,All,d,155,175.5,-11.7
8708,20210314,S08000022,,85 and over,,All,d,112,120,-6.7
8709,20210314,S08000022,,All ages,d,All,d,720,847,-15
8710,20210314,S08000022,,All ages,d,Female,,354,381,-7.1
8711,20210314,S08000022,,All ages,d,Male,,317,382,-17
8712,20210314,S08000024,,Under 5,,All,d,39,70,-44.3
8713,20210314,S08000024,,5 - 14,,All,d,25,40,-37.5
8714,20210314,S08000024,,15 - 44,,All,d,364,454,-19.8
8715,20210314,S08000024,,45 - 64,,All,d,366,399.5,-8.4
8716,20210314,S08000024,,65 - 74,,All,d,232,227,2.2
8717,20210314,S08000024,,75 - 84,,All,d,256,276.5,-7.4
8718,20210314,S08000024,,85 and over,,All,d,205,197.5,3.8
8719,20210314,S08000024,,All ages,d,All,d,1545,1768.5,-12.6
8720,20210314,S08000024,,All ages,d,Female,,759,817.5,-7.2
8721,20210314,S08000024,,All ages,d,Male,,685,754,-9.2
8722,20210314,S08000025,,45 - 64,,All,d,8,9,-11.1
8723,20210314,S08000025,,65 - 74,,All,d,6,9,-33.3
8724,20210314,S08000025,,75 - 84,,All,d,16,12,33.3
8725,20210314,S08000025,,85 and over,,All,d,9,4.5,100
8726,20210314,S08000025,,All ages,d,All,d,43,43,0
8727,20210314,S08000025,,All ages,d,Female,,16,22,-27.3
8728,20210314,S08000025,,All ages,d,Male,,25,19.5,28.2
8729,20210314,S08000026,,15 - 44,,All,d,8,9,-11.1
8730,20210314,S08000026,,45 - 64,,All,d,14,10,40
8731,20210314,S08000026,,75 - 84,,All,d,10,8,25
8732,20210314,S08000026,,85 and over,,All,d,5,6,-16.7
8733,20210314,S08000026,,All ages,d,All,d,42,43,-2.3
8734,20210314,S08000026,,All ages,d,Female,,19,17.5,8.6
8735,20210314,S08000026,,All ages,d,Male,,19,21,-9.5
8736,20210314,S08000028,,15 - 44,,All,d,6,11.5,-47.8
8737,20210314,S08000028,,45 - 64,,All,d,7,18,-61.1
8738,20210314,S08000028,,65 - 74,,All,d,13,12.5,4
8739,20210314,S08000028,,75 - 84,,All,d,24,15,60
8740,20210314,S08000028,,85 and over,,All,d,20,16.5,21.2
8741,20210314,S08000028,,All ages,d,All,d,75,79,-5.1
8742,20210314,S08000028,,All ages,d,Female,,39,33.5,16.4
8743,20210314,S08000028,,All ages,d,Male,,32,41,-22
8744,20210314,S08000029,,Under 5,,All,d,20,22,-9.1
8745,20210314,S08000029,,5 - 14,,All,d,14,14.5,-3.4
8746,20210314,S08000029,,15 - 44,,All,d,192,206.5,-7
8747,20210314,S08000029,,45 - 64,,All,d,182,196.5,-7.4
8748,20210314,S08000029,,65 - 74,,All,d,132,136,-2.9
8749,20210314,S08000029,,75 - 84,,All,d,147,173,-15
8750,20210314,S08000029,,85 and over,,All,d,140,135,3.7
9251,20210411,S08000019,,15 - 44,,All,d,144,134.5,7.1
9252,20210411,S08000019,,45 - 64,,All,d,169,166,1.8
9253,20210411,S08000019,,65 - 74,,All,d,110,95.5,15.2
8755,20210314,S08000030,,5 - 14,,All,d,12,19,-36.8
8756,20210314,S08000030,,15 - 44,,All,d,160,177.5,-9.9
8757,20210314,S08000030,,45 - 64,,All,d,178,190.5,-6.6
8758,20210314,S08000030,,65 - 74,,All,d,145,135.5,7
8759,20210314,S08000030,,75 - 84,,All,d,167,190,-12.1
8760,20210314,S08000030,,85 and over,,All,d,171,124,37.9
8761,20210314,S08000030,,All ages,d,All,d,872,902.5,-3.4
8762,20210314,S08000030,,All ages,d,Female,,467,422.5,10.5
8763,20210314,S08000030,,All ages,d,Male,,369,405.5,-9
8764,20210314,S08000031,,Under 5,,All,d,53,70,-24.3
8765,20210314,S08000031,,5 - 14,,All,d,29,48,-39.6
8766,20210314,S08000031,,15 - 44,,All,d,567,633.5,-10.5
8767,20210314,S08000031,,45 - 64,,All,d,622,648,-4
8768,20210314,S08000031,,65 - 74,,All,d,350,401.5,-12.8
8769,20210314,S08000031,,75 - 84,,All,d,410,492,-16.7
8770,20210314,S08000031,,85 and over,,All,d,277,351.5,-21.2
8771,20210314,S08000031,,All ages,d,All,d,2423,2835.5,-14.5
8772,20210314,S08000031,,All ages,d,Female,,1190,1309,-9.1
8773,20210314,S08000031,,All ages,d,Male,,1063,1240.5,-14.3
8774,20210314,S08000032,,Under 5,,All,d,30,58,-48.3
8775,20210314,S08000032,,5 - 14,,All,d,16,33.5,-52.2
8776,20210314,S08000032,,15 - 44,,All,d,330,309.5,6.6
8777,20210314,S08000032,,45 - 64,,All,d,326,359,-9.2
8778,20210314,S08000032,,65 - 74,,All,d,234,231.5,1.1
8779,20210314,S08000032,,75 - 84,,All,d,238,280,-15
8780,20210314,S08000032,,85 and over,,All,d,164,180.5,-9.1
8781,20210314,S08000032,,All ages,d,All,d,1370,1518,-9.7
8782,20210314,S08000032,,All ages,d,Female,,670,723,-7.3
8783,20210314,S08000032,,All ages,d,Male,,648,691.5,-6.3
8784,20210314,S92000003,d,Under 5,,All,d,251,394.5,-36.4
8785,20210314,S92000003,d,5 - 14,,All,d,141,242.5,-41.9
8786,20210314,S92000003,d,15 - 44,,All,d,2427,2654,-8.6
8787,20210314,S92000003,d,45 - 64,,All,d,2572,2745,-6.3
8788,20210314,S92000003,d,65 - 74,,All,d,1749,1846,-5.3
8789,20210314,S92000003,d,75 - 84,,All,d,2081,2301,-9.6
8790,20210314,S92000003,d,85 and over,,All,d,1578,1638.5,-3.7
8791,20210314,S92000003,d,All ages,d,All,d,11184,12454.5,-10.2
8792,20210314,S92000003,d,All ages,d,Female,,5495,5839.5,-5.9
8793,20210314,S92000003,d,All ages,d,Male,,5049,5549.5,-9
8794,20210321,S08000015,,Under 5,,All,d,22,27,-18.5
8795,20210321,S08000015,,5 - 14,,All,d,10,17,-41.2
8796,20210321,S08000015,,15 - 44,,All,d,197,188,4.8
8797,20210321,S08000015,,45 - 64,,All,d,198,222,-10.8
8798,20210321,S08000015,,65 - 74,,All,d,167,167,0
8799,20210321,S08000015,,75 - 84,,All,d,170,199,-14.6
8800,20210321,S08000015,,85 and over,,All,d,109,145.5,-25.1
8801,20210321,S08000015,,All ages,d,All,d,906,1012,-10.5
8802,20210321,S08000015,,All ages,d,Female,,431,489,-11.9
8803,20210321,S08000015,,All ages,d,Male,,425,452.5,-6.1
8804,20210321,S08000016,,Under 5,,All,d,6,6.5,-7.7
8805,20210321,S08000016,,5 - 14,,All,d,5,4.5,11.1
8806,20210321,S08000016,,15 - 44,,All,d,40,45,-11.1
8807,20210321,S08000016,,45 - 64,,All,d,61,64,-4.7
8808,20210321,S08000016,,65 - 74,,All,d,39,47.5,-17.9
8809,20210321,S08000016,,75 - 84,,All,d,61,53.5,14
8810,20210321,S08000016,,85 and over,,All,d,47,45,4.4
8811,20210321,S08000016,,All ages,d,All,d,267,275,-2.9
8812,20210321,S08000016,,All ages,d,Female,,133,135.5,-1.8
8813,20210321,S08000016,,All ages,d,Male,,124,121.5,2.1
8814,20210321,S08000017,,Under 5,,All,d,5,13.5,-63
8815,20210321,S08000017,,5 - 14,,All,d,7,7,0
8816,20210321,S08000017,,15 - 44,,All,d,63,61.5,2.4
8817,20210321,S08000017,,45 - 64,,All,d,71,75,-5.3
8818,20210321,S08000017,,65 - 74,,All,d,62,59.5,4.2
8819,20210321,S08000017,,75 - 84,,All,d,87,86,1.2
8820,20210321,S08000017,,85 and over,,All,d,68,67.5,0.7
8821,20210321,S08000017,,All ages,d,All,d,373,386.5,-3.5
8822,20210321,S08000017,,All ages,d,Female,,180,189,-4.8
8823,20210321,S08000017,,All ages,d,Male,,173,169,2.4
8824,20210321,S08000019,,Under 5,,All,d,13,20.5,-36.6
8825,20210321,S08000019,,5 - 14,,All,d,9,12,-25
8826,20210321,S08000019,,15 - 44,,All,d,128,163,-21.5
8827,20210321,S08000019,,45 - 64,,All,d,159,148,7.4
8828,20210321,S08000019,,65 - 74,,All,d,87,93,-6.5
8829,20210321,S08000019,,75 - 84,,All,d,100,105.5,-5.2
8830,20210321,S08000019,,85 and over,,All,d,85,70.5,20.6
8831,20210321,S08000019,,All ages,d,All,d,599,644,-7
8832,20210321,S08000019,,All ages,d,Female,,292,276.5,5.6
8833,20210321,S08000019,,All ages,d,Male,,277,311.5,-11.1
8834,20210321,S08000020,,Under 5,,All,d,33,45.5,-27.5
8835,20210321,S08000020,,5 - 14,,All,d,14,24.5,-42.9
8836,20210321,S08000020,,15 - 44,,All,d,225,245.5,-8.4
8837,20210321,S08000020,,45 - 64,,All,d,241,244.5,-1.4
8838,20210321,S08000020,,65 - 74,,All,d,169,177,-4.5
8839,20210321,S08000020,,75 - 84,,All,d,222,197.5,12.4
8840,20210321,S08000020,,85 and over,,All,d,150,171,-12.3
8841,20210321,S08000020,,All ages,d,All,d,1087,1147,-5.2
8842,20210321,S08000020,,All ages,d,Female,,541,530.5,2
8843,20210321,S08000020,,All ages,d,Male,,485,530.5,-8.6
8844,20210321,S08000022,,Under 5,,All,d,16,26,-38.5
8845,20210321,S08000022,,5 - 14,,All,d,12,17,-29.4
8846,20210321,S08000022,,15 - 44,,All,d,143,151.5,-5.6
8847,20210321,S08000022,,45 - 64,,All,d,142,170.5,-16.7
8848,20210321,S08000022,,65 - 74,,All,d,148,132,12.1
8849,20210321,S08000022,,75 - 84,,All,d,175,159,10.1
8850,20210321,S08000022,,85 and over,,All,d,119,124,-4
8851,20210321,S08000022,,All ages,d,All,d,798,826,-3.4
8852,20210321,S08000022,,All ages,d,Female,,386,380.5,1.4
8853,20210321,S08000022,,All ages,d,Male,,345,360.5,-4.3
8854,20210321,S08000024,,Under 5,,All,d,49,65.5,-25.2
8855,20210321,S08000024,,5 - 14,,All,d,27,42.5,-36.5
8856,20210321,S08000024,,15 - 44,,All,d,401,434,-7.6
8857,20210321,S08000024,,45 - 64,,All,d,340,389.5,-12.7
8858,20210321,S08000024,,65 - 74,,All,d,230,222,3.6
8859,20210321,S08000024,,75 - 84,,All,d,238,250,-4.8
8860,20210321,S08000024,,85 and over,,All,d,203,201,1
8861,20210321,S08000024,,All ages,d,All,d,1578,1699.5,-7.1
8862,20210321,S08000024,,All ages,d,Female,,717,780,-8.1
8863,20210321,S08000024,,All ages,d,Male,,728,746.5,-2.5
8864,20210321,S08000025,,45 - 64,,All,d,9,7.5,20
8865,20210321,S08000025,,65 - 74,,All,d,5,8,-37.5
8866,20210321,S08000025,,75 - 84,,All,d,13,14,-7.1
8867,20210321,S08000025,,85 and over,,All,d,9,7,28.6
8868,20210321,S08000025,,All ages,d,All,d,43,45.5,-5.5
8869,20210321,S08000025,,All ages,d,Female,,16,23,-30.4
8870,20210321,S08000025,,All ages,d,Male,,26,19.5,33.3
8871,20210321,S08000026,,15 - 44,,All,d,10,4,150
8872,20210321,S08000026,,45 - 64,,All,d,8,8,0
8873,20210321,S08000026,,65 - 74,,All,d,17,8.5,100
8874,20210321,S08000026,,75 - 84,,All,d,7,9.5,-26.3
8875,20210321,S08000026,,85 and over,,All,d,6,5.5,9.1
8876,20210321,S08000026,,All ages,d,All,d,56,38.5,45.5
8877,20210321,S08000026,,All ages,d,Female,,24,18,33.3
8878,20210321,S08000026,,All ages,d,Male,,26,17,52.9
8879,20210321,S08000028,,15 - 44,,All,d,11,5,120
8880,20210321,S08000028,,45 - 64,,All,d,11,14.5,-24.1
8881,20210321,S08000028,,65 - 74,,All,d,20,20,0
8882,20210321,S08000028,,75 - 84,,All,d,27,18.5,45.9
8883,20210321,S08000028,,85 and over,,All,d,7,15.5,-54.8
8884,20210321,S08000028,,All ages,d,All,d,84,80,5
8885,20210321,S08000028,,All ages,d,Female,,39,38.5,1.3
8886,20210321,S08000028,,All ages,d,Male,,35,32.5,7.7
8887,20210321,S08000029,,Under 5,,All,d,22,25.5,-13.7
8888,20210321,S08000029,,5 - 14,,All,d,17,19.5,-12.8
8889,20210321,S08000029,,15 - 44,,All,d,186,166,12
8890,20210321,S08000029,,45 - 64,,All,d,183,168.5,8.6
8891,20210321,S08000029,,65 - 74,,All,d,162,129,25.6
8892,20210321,S08000029,,75 - 84,,All,d,192,154.5,24.3
8893,20210321,S08000029,,85 and over,,All,d,118,111,6.3
8894,20210321,S08000029,,All ages,d,All,d,908,805,12.8
8895,20210321,S08000029,,All ages,d,Female,,451,365.5,23.4
8896,20210321,S08000029,,All ages,d,Male,,417,381,9.4
8897,20210321,S08000030,,Under 5,,All,d,16,31,-48.4
8898,20210321,S08000030,,5 - 14,,All,d,17,14,21.4
8899,20210321,S08000030,,15 - 44,,All,d,182,195,-6.7
8900,20210321,S08000030,,45 - 64,,All,d,188,187.5,0.3
8901,20210321,S08000030,,65 - 74,,All,d,123,133.5,-7.9
8902,20210321,S08000030,,75 - 84,,All,d,186,188.5,-1.3
8903,20210321,S08000030,,85 and over,,All,d,142,143,-0.7
8904,20210321,S08000030,,All ages,d,All,d,884,929,-4.8
8905,20210321,S08000030,,All ages,d,Female,,411,445.5,-7.7
8906,20210321,S08000030,,All ages,d,Male,,428,414,3.4
8907,20210321,S08000031,,Under 5,,All,d,83,73.5,12.9
8908,20210321,S08000031,,5 - 14,,All,d,39,55,-29.1
8909,20210321,S08000031,,15 - 44,,All,d,554,603,-8.1
8910,20210321,S08000031,,45 - 64,,All,d,682,631,8.1
8911,20210321,S08000031,,65 - 74,,All,d,340,394.5,-13.8
8912,20210321,S08000031,,75 - 84,,All,d,401,463.5,-13.5
