id,week_ending,hscp,simd_quintile,sas_incidents,average20182019,percent_variation
4220,20200726,S37000001,1,57,47.5,20
4221,20200726,S37000001,2,111,120,-7.5
4222,20200726,S37000001,3,62,64.5,-3.9
4223,20200726,S37000001,4,71,64,10.9
4224,20200726,S37000001,5,91,102.5,-11.2
4225,20200726,S37000002,1,19,14,35.7
4226,20200726,S37000002,2,44,48,-8.3
4227,20200726,S37000002,3,87,87.5,-0.6
4228,20200726,S37000002,4,151,144.5,4.5
4229,20200726,S37000002,5,105,91,15.4
4230,20200726,S37000003,1,22,24,-8.3
4231,20200726,S37000003,2,56,45,24.4
4232,20200726,S37000003,3,51,67.5,-24.4
4233,20200726,S37000003,4,46,45.5,1.1
4234,20200726,S37000003,5,28,21,33.3
4235,20200726,S37000004,1,30,23,30.4
4236,20200726,S37000004,2,60,46.5,29
4237,20200726,S37000004,3,95,73,30.1
4238,20200726,S37000004,4,58,51,13.7
4239,20200726,S37000004,5,13,11.5,13
4240,20200726,S37000005,1,64,73,-12.3
4241,20200726,S37000005,2,70,55,27.3
4242,20200726,S37000005,3,48,40.5,18.5
4243,20200726,S37000005,4,47,43.5,8
4244,20200726,S37000005,5,52,41,26.8
4245,20200726,S37000006,1,36,31.5,14.3
4246,20200726,S37000006,2,132,98,34.7
4247,20200726,S37000006,3,127,107,18.7
4248,20200726,S37000006,4,52,50,4
4249,20200726,S37000006,5,25,23.5,6.4
4250,20200726,S37000007,1,182,134.5,35.3
6501,20201108,S37000027,4,21,33.5,-37.3
6502,20201108,S37000027,5,39,39,0
6503,20201108,S37000028,1,182,196,-7.1
6504,20201108,S37000028,2,192,206,-6.8
6505,20201108,S37000028,3,111,142.5,-22.1
6506,20201108,S37000028,4,94,97,-3.1
6507,20201108,S37000028,5,61,54.5,11.9
6508,20201108,S37000029,1,92,103,-10.7
6509,20201108,S37000029,2,68,57.5,18.3
6510,20201108,S37000029,3,28,33.5,-16.4
6511,20201108,S37000029,4,25,15,66.7
6512,20201108,S37000029,5,6,3.5,71.4
6513,20201108,S37000030,1,70,78,-10.3
6514,20201108,S37000030,2,97,109.5,-11.4
4251,20200726,S37000007,2,83,95.5,-13.1
4252,20200726,S37000007,3,39,35.5,9.9
4253,20200726,S37000007,4,28,28.5,-1.8
4254,20200726,S37000007,5,40,23,73.9
4255,20200726,S37000008,1,121,100.5,20.4
4256,20200726,S37000008,2,54,79.5,-32.1
4257,20200726,S37000008,3,43,37,16.2
4258,20200726,S37000008,4,12,25,-52
4259,20200726,S37000008,5,14,11.5,21.7
4260,20200726,S37000009,1,7,13,-46.2
4261,20200726,S37000009,2,44,36.5,20.5
4262,20200726,S37000009,3,7,9,-22.2
4263,20200726,S37000009,4,28,30.5,-8.2
4264,20200726,S37000009,5,89,67.5,31.9
4265,20200726,S37000010,1,5,6,-16.7
4266,20200726,S37000010,2,61,65,-6.2
4267,20200726,S37000010,3,42,37.5,12
4268,20200726,S37000010,4,42,45,-6.7
4269,20200726,S37000010,5,29,20.5,41.5
4270,20200726,S37000011,1,17,11.5,47.8
4271,20200726,S37000011,2,17,21.5,-20.9
4272,20200726,S37000011,3,22,13.5,63
4273,20200726,S37000011,4,14,21,-33.3
4274,20200726,S37000011,5,68,53.5,27.1
4275,20200726,S37000012,1,193,192,0.5
4276,20200726,S37000012,2,169,142.5,18.6
4277,20200726,S37000012,3,95,111.5,-14.8
4278,20200726,S37000012,4,106,101,5
4279,20200726,S37000012,5,214,210.5,1.7
4280,20200726,S37000013,1,77,65.5,17.6
4281,20200726,S37000013,2,105,98,7.1
4282,20200726,S37000013,3,62,46.5,33.3
4283,20200726,S37000013,4,49,46,6.5
4284,20200726,S37000013,5,31,31.5,-1.6
4285,20200726,S37000016,1,71,41.5,71.1
4286,20200726,S37000016,2,127,110,15.5
4287,20200726,S37000016,3,121,134,-9.7
4288,20200726,S37000016,4,127,110,15.5
4289,20200726,S37000016,5,30,26.5,13.2
4290,20200726,S37000017,1,96,98,-2
4291,20200726,S37000017,2,37,16.5,124.2
4292,20200726,S37000017,3,17,17,0
4293,20200726,S37000017,4,19,21,-9.5
4294,20200726,S37000017,5,13,17.5,-25.7
4295,20200726,S37000018,1,27,24,12.5
4296,20200726,S37000018,2,72,73.5,-2
4297,20200726,S37000018,3,41,42.5,-3.5
4298,20200726,S37000018,4,15,18.5,-18.9
4299,20200726,S37000018,5,13,9,44.4
4300,20200726,S37000019,2,42,43.5,-3.4
4301,20200726,S37000019,3,61,46.5,31.2
4302,20200726,S37000019,4,58,46.5,24.7
4303,20200726,S37000019,5,20,28,-28.6
4304,20200726,S37000020,1,185,174.5,6
4305,20200726,S37000020,2,70,62.5,12
4306,20200726,S37000020,3,45,40.5,11.1
4307,20200726,S37000020,4,44,34.5,27.5
4308,20200726,S37000020,5,20,14,42.9
4309,20200726,S37000022,2,6,4,50
4310,20200726,S37000022,3,15,17,-11.8
4311,20200726,S37000022,4,19,22,-13.6
4312,20200726,S37000024,1,113,135,-16.3
4313,20200726,S37000024,2,65,60.5,7.4
4314,20200726,S37000024,3,43,57,-24.6
4315,20200726,S37000024,4,33,36.5,-9.6
4316,20200726,S37000024,5,33,35.5,-7
4317,20200726,S37000025,1,25,19,31.6
4318,20200726,S37000025,2,59,62,-4.8
4319,20200726,S37000025,3,114,101,12.9
4320,20200726,S37000025,4,86,81.5,5.5
4321,20200726,S37000025,5,18,13,38.5
4322,20200726,S37000026,3,13,16.5,-21.2
4323,20200726,S37000026,4,14,12.5,12
4324,20200726,S37000027,1,65,79,-17.7
4325,20200726,S37000027,2,88,78,12.8
4326,20200726,S37000027,3,50,42.5,17.6
4327,20200726,S37000027,4,26,34,-23.5
4328,20200726,S37000027,5,40,44,-9.1
4329,20200726,S37000028,1,188,183.5,2.5
4330,20200726,S37000028,2,182,199.5,-8.8
4331,20200726,S37000028,3,115,114,0.9
4332,20200726,S37000028,4,90,79,13.9
4333,20200726,S37000028,5,54,50.5,6.9
4334,20200726,S37000029,1,103,103,0
4335,20200726,S37000029,2,60,51,17.6
4336,20200726,S37000029,3,23,24.5,-6.1
4337,20200726,S37000029,4,25,17,47.1
4338,20200726,S37000030,1,71,68.5,3.6
4339,20200726,S37000030,2,93,114.5,-18.8
4340,20200726,S37000030,3,76,77,-1.3
4341,20200726,S37000030,4,44,34.5,27.5
4342,20200726,S37000030,5,34,30.5,11.5
4343,20200726,S37000031,2,24,24.5,-2
4344,20200726,S37000031,3,37,47.5,-22.1
4345,20200726,S37000032,1,216,238,-9.2
4346,20200726,S37000032,2,185,165.5,11.8
4347,20200726,S37000032,3,163,154,5.8
4348,20200726,S37000032,4,114,89.5,27.4
4349,20200726,S37000032,5,100,96,4.2
4350,20200726,S37000033,1,22,22.5,-2.2
4351,20200726,S37000033,2,57,43,32.6
4352,20200726,S37000033,3,67,74,-9.5
4353,20200726,S37000033,4,90,82.5,9.1
4354,20200726,S37000033,5,54,38,42.1
4355,20200726,S37000034,1,833,780.5,6.7
4356,20200726,S37000034,2,205,202.5,1.2
4357,20200726,S37000034,3,123,108,13.9
4358,20200726,S37000034,4,71,62.5,13.6
4359,20200726,S37000034,5,51,50.5,1
4360,20200726,S37000035,1,304,276,10.1
4361,20200726,S37000035,2,225,200,12.5
4362,20200726,S37000035,3,101,92,9.8
4363,20200726,S37000035,4,53,50,6
4364,20200726,S37000035,5,26,24.5,6.1
4365,20200802,S37000001,1,62,57,8.8
4366,20200802,S37000001,2,102,113,-9.7
4367,20200802,S37000001,3,54,66,-18.2
4368,20200802,S37000001,4,59,59.5,-0.8
4369,20200802,S37000001,5,114,98,16.3
4370,20200802,S37000002,1,26,14,85.7
4371,20200802,S37000002,2,45,49,-8.2
4372,20200802,S37000002,3,89,101,-11.9
4373,20200802,S37000002,4,152,144,5.6
4374,20200802,S37000002,5,109,88.5,23.2
4375,20200802,S37000003,1,22,16.5,33.3
4376,20200802,S37000003,2,37,46.5,-20.4
4377,20200802,S37000003,3,79,65.5,20.6
4378,20200802,S37000003,4,43,54,-20.4
4379,20200802,S37000003,5,41,21,95.2
4380,20200802,S37000004,1,32,29,10.3
4381,20200802,S37000004,2,49,46.5,5.4
4382,20200802,S37000004,3,82,79.5,3.1
4383,20200802,S37000004,4,32,36.5,-12.3
4384,20200802,S37000005,1,72,68.5,5.1
4385,20200802,S37000005,2,73,58,25.9
4386,20200802,S37000005,3,44,35,25.7
4387,20200802,S37000005,4,47,38,23.7
4388,20200802,S37000005,5,36,36.5,-1.4
4389,20200802,S37000006,1,39,38,2.6
4390,20200802,S37000006,2,125,99,26.3
4391,20200802,S37000006,3,130,101.5,28.1
4392,20200802,S37000006,4,45,43,4.7
4393,20200802,S37000006,5,15,15.5,-3.2
4394,20200802,S37000007,1,152,155.5,-2.3
4395,20200802,S37000007,2,73,81.5,-10.4
4396,20200802,S37000007,3,19,24,-20.8
4397,20200802,S37000007,4,36,28,28.6
4398,20200802,S37000007,5,29,24.5,18.4
4399,20200802,S37000008,1,100,110.5,-9.5
4400,20200802,S37000008,2,60,85.5,-29.8
4401,20200802,S37000008,3,37,41.5,-10.8
4402,20200802,S37000008,4,24,22.5,6.7
4403,20200802,S37000008,5,20,15,33.3
4404,20200802,S37000009,1,14,15,-6.7
4405,20200802,S37000009,2,40,40,0
4406,20200802,S37000009,3,11,11.5,-4.3
4407,20200802,S37000009,4,40,30,33.3
4408,20200802,S37000009,5,66,70,-5.7
4409,20200802,S37000010,1,10,6,66.7
4410,20200802,S37000010,2,59,70.5,-16.3
4411,20200802,S37000010,3,43,34.5,24.6
4412,20200802,S37000010,4,37,43,-14
4413,20200802,S37000010,5,22,17,29.4
4414,20200802,S37000011,1,14,13.5,3.7
4415,20200802,S37000011,2,17,21.5,-20.9
4416,20200802,S37000011,3,15,23,-34.8
4417,20200802,S37000011,4,18,13.5,33.3
4418,20200802,S37000011,5,53,52,1.9
4419,20200802,S37000012,1,173,197,-12.2
4420,20200802,S37000012,2,143,143,0
4421,20200802,S37000012,3,110,111,-0.9
4422,20200802,S37000012,4,109,101.5,7.4
4423,20200802,S37000012,5,209,213.5,-2.1
4424,20200802,S37000013,1,78,65.5,19.1
4425,20200802,S37000013,2,104,89.5,16.2
4426,20200802,S37000013,3,51,57.5,-11.3
4427,20200802,S37000013,4,30,48,-37.5
4428,20200802,S37000013,5,29,31.5,-7.9
4429,20200802,S37000016,1,54,49,10.2
4430,20200802,S37000016,2,119,101,17.8
4431,20200802,S37000016,3,145,121,19.8
4432,20200802,S37000016,4,141,114.5,23.1
4433,20200802,S37000016,5,37,30,23.3
4434,20200802,S37000017,1,84,91,-7.7
4435,20200802,S37000017,2,15,23.5,-36.2
4436,20200802,S37000017,3,33,22.5,46.7
4437,20200802,S37000017,4,16,23,-30.4
4438,20200802,S37000017,5,22,15.5,41.9
4439,20200802,S37000018,1,19,22.5,-15.6
4440,20200802,S37000018,2,82,65,26.2
4441,20200802,S37000018,3,31,40,-22.5
4442,20200802,S37000018,4,17,18,-5.6
4443,20200802,S37000018,5,19,13,46.2
4444,20200802,S37000019,2,39,30.5,27.9
4445,20200802,S37000019,3,76,42.5,78.8
4446,20200802,S37000019,4,65,56,16.1
4447,20200802,S37000019,5,33,22,50
4448,20200802,S37000020,1,183,185,-1.1
4449,20200802,S37000020,2,68,66.5,2.3
4450,20200802,S37000020,3,46,52.5,-12.4
4451,20200802,S37000020,4,39,36.5,6.8
4452,20200802,S37000020,5,20,21.5,-7
4453,20200802,S37000022,2,8,3.5,128.6
4454,20200802,S37000022,3,21,10.5,100
4455,20200802,S37000022,4,16,16.5,-3
4456,20200802,S37000024,1,147,143.5,2.4
4457,20200802,S37000024,2,78,81.5,-4.3
4458,20200802,S37000024,3,44,52,-15.4
4459,20200802,S37000024,4,34,41,-17.1
4460,20200802,S37000024,5,49,33.5,46.3
4461,20200802,S37000025,1,17,20.5,-17.1
4462,20200802,S37000025,2,72,49,46.9
4463,20200802,S37000025,3,104,73.5,41.5
4464,20200802,S37000025,4,79,73.5,7.5
4465,20200802,S37000025,5,17,15.5,9.7
4466,20200802,S37000026,3,12,15,-20
4467,20200802,S37000026,4,30,25.5,17.6
4468,20200802,S37000027,1,69,70,-1.4
4469,20200802,S37000027,2,80,73.5,8.8
4470,20200802,S37000027,3,46,41,12.2
4471,20200802,S37000027,4,28,27.5,1.8
4472,20200802,S37000027,5,45,41,9.8
4473,20200802,S37000028,1,179,177.5,0.8
4474,20200802,S37000028,2,188,196.5,-4.3
4475,20200802,S37000028,3,116,115.5,0.4
4476,20200802,S37000028,4,91,91,0
4477,20200802,S37000028,5,54,52,3.8
4478,20200802,S37000029,1,98,92,6.5
4479,20200802,S37000029,2,63,55,14.5
4480,20200802,S37000029,3,28,36.5,-23.3
4481,20200802,S37000029,4,20,13,53.8
4482,20200802,S37000030,1,73,74,-1.4
4483,20200802,S37000030,2,98,112,-12.5
4484,20200802,S37000030,3,75,79.5,-5.7
4485,20200802,S37000030,4,49,40.5,21
4486,20200802,S37000030,5,32,32.5,-1.5
4487,20200802,S37000031,2,23,23,0
4488,20200802,S37000031,3,55,49,12.2
4489,20200802,S37000032,1,205,189,8.5
4490,20200802,S37000032,2,172,178.5,-3.6
4491,20200802,S37000032,3,163,146.5,11.3
4492,20200802,S37000032,4,103,88,17
4493,20200802,S37000032,5,95,78,21.8
4494,20200802,S37000033,1,23,22.5,2.2
4495,20200802,S37000033,2,52,44,18.2
4496,20200802,S37000033,3,80,70,14.3
4497,20200802,S37000033,4,115,98,17.3
4498,20200802,S37000033,5,47,32,46.9
4499,20200802,S37000034,1,803,778,3.2
4500,20200802,S37000034,2,202,179.5,12.5
4501,20200802,S37000034,3,105,114,-7.9
4502,20200802,S37000034,4,86,66,30.3
4503,20200802,S37000034,5,50,52,-3.8
4504,20200802,S37000035,1,281,282.5,-0.5
4505,20200802,S37000035,2,209,204,2.5
4506,20200802,S37000035,3,89,100.5,-11.4
4507,20200802,S37000035,4,51,44,15.9
4508,20200802,S37000035,5,25,24.5,2
4509,20200809,S37000001,1,56,46.5,20.4
4510,20200809,S37000001,2,127,106,19.8
4511,20200809,S37000001,3,76,65.5,16
4512,20200809,S37000001,4,62,57.5,7.8
4513,20200809,S37000001,5,101,110,-8.2
4514,20200809,S37000002,1,17,14.5,17.2
4515,20200809,S37000002,2,52,59,-11.9
4516,20200809,S37000002,3,86,89,-3.4
4517,20200809,S37000002,4,150,130,15.4
4518,20200809,S37000002,5,100,72.5,37.9
4519,20200809,S37000003,1,17,23,-26.1
4520,20200809,S37000003,2,49,45,8.9
4521,20200809,S37000003,3,83,61.5,35
4522,20200809,S37000003,4,32,36.5,-12.3
4523,20200809,S37000003,5,30,21.5,39.5
4524,20200809,S37000004,1,33,24.5,34.7
4525,20200809,S37000004,2,54,51,5.9
4526,20200809,S37000004,3,96,72.5,32.4
4527,20200809,S37000004,4,47,39,20.5
4528,20200809,S37000004,5,13,12,8.3
4529,20200809,S37000005,1,92,67.5,36.3
4530,20200809,S37000005,2,65,55.5,17.1
4531,20200809,S37000005,3,35,42,-16.7
4532,20200809,S37000005,4,48,48.5,-1
4533,20200809,S37000005,5,28,39.5,-29.1
4534,20200809,S37000006,1,47,47,0
4535,20200809,S37000006,2,111,103.5,7.2
4536,20200809,S37000006,3,125,91,37.4
4537,20200809,S37000006,4,41,44,-6.8
4538,20200809,S37000006,5,24,20,20
4539,20200809,S37000007,1,185,134.5,37.5
4540,20200809,S37000007,2,68,71.5,-4.9
4541,20200809,S37000007,3,35,27.5,27.3
4542,20200809,S37000007,4,46,31,48.4
4543,20200809,S37000007,5,33,27,22.2
4544,20200809,S37000008,1,120,108.5,10.6
4545,20200809,S37000008,2,70,76,-7.9
4546,20200809,S37000008,3,33,36.5,-9.6
4547,20200809,S37000008,4,24,20.5,17.1
4548,20200809,S37000008,5,7,16.5,-57.6
4549,20200809,S37000009,1,10,10,0
4550,20200809,S37000009,2,42,31,35.5
4551,20200809,S37000009,3,7,8.5,-17.6
4552,20200809,S37000009,4,31,29.5,5.1
4553,20200809,S37000009,5,80,69,15.9
4554,20200809,S37000010,1,5,7.5,-33.3
4555,20200809,S37000010,2,51,54,-5.6
4556,20200809,S37000010,3,30,41,-26.8
4557,20200809,S37000010,4,46,38,21.1
4558,20200809,S37000010,5,23,13.5,70.4
4559,20200809,S37000011,1,6,13.5,-55.6
4560,20200809,S37000011,2,13,14.5,-10.3
4561,20200809,S37000011,3,25,16.5,51.5
4562,20200809,S37000011,4,19,22,-13.6
4563,20200809,S37000011,5,46,64.5,-28.7
4564,20200809,S37000012,1,196,170.5,15
4565,20200809,S37000012,2,142,135.5,4.8
4566,20200809,S37000012,3,98,96,2.1
4567,20200809,S37000012,4,105,94,11.7
4568,20200809,S37000012,5,204,208,-1.9
4569,20200809,S37000013,1,68,70,-2.9
4570,20200809,S37000013,2,113,89,27
4571,20200809,S37000013,3,56,44.5,25.8
4572,20200809,S37000013,4,36,37,-2.7
4573,20200809,S37000013,5,32,34,-5.9
4574,20200809,S37000016,1,59,50.5,16.8
4575,20200809,S37000016,2,108,102.5,5.4
4576,20200809,S37000016,3,127,119,6.7
4577,20200809,S37000016,4,114,105.5,8.1
4578,20200809,S37000016,5,35,26,34.6
4579,20200809,S37000017,1,102,95,7.4
4580,20200809,S37000017,2,21,17,23.5
4581,20200809,S37000017,3,23,24.5,-6.1
4582,20200809,S37000017,4,24,13,84.6
4583,20200809,S37000017,5,12,12,0
4584,20200809,S37000018,1,30,25.5,17.6
4585,20200809,S37000018,2,78,67.5,15.6
4586,20200809,S37000018,3,44,42.5,3.5
4587,20200809,S37000018,4,18,15.5,16.1
4588,20200809,S37000018,5,16,13,23.1
4589,20200809,S37000019,2,48,30,60
4590,20200809,S37000019,3,48,39.5,21.5
4591,20200809,S37000019,4,60,55.5,8.1
4592,20200809,S37000019,5,24,25,-4
4593,20200809,S37000020,1,161,167.5,-3.9
4594,20200809,S37000020,2,71,61.5,15.4
4595,20200809,S37000020,3,32,43.5,-26.4
4596,20200809,S37000020,4,45,37.5,20
4597,20200809,S37000020,5,18,22,-18.2
4598,20200809,S37000022,3,18,16,12.5
4599,20200809,S37000022,4,18,16.5,9.1
4600,20200809,S37000024,1,150,127.5,17.6
4601,20200809,S37000024,2,81,61.5,31.7
4602,20200809,S37000024,3,56,48,16.7
4603,20200809,S37000024,4,33,44.5,-25.8
4604,20200809,S37000024,5,31,32.5,-4.6
4605,20200809,S37000025,1,23,21,9.5
4606,20200809,S37000025,2,60,57,5.3
4607,20200809,S37000025,3,75,77,-2.6
4608,20200809,S37000025,4,75,68.5,9.5
4609,20200809,S37000025,5,6,12,-50
4610,20200809,S37000026,3,21,12.5,68
4611,20200809,S37000026,4,17,16.5,3
4612,20200809,S37000027,1,71,74,-4.1
4613,20200809,S37000027,2,69,75,-8
4614,20200809,S37000027,3,38,45.5,-16.5
4615,20200809,S37000027,4,32,36,-11.1
4616,20200809,S37000027,5,42,44,-4.5
4617,20200809,S37000028,1,188,161,16.8
4618,20200809,S37000028,2,201,196,2.6
4619,20200809,S37000028,3,133,106,25.5
4620,20200809,S37000028,4,74,80.5,-8.1
4621,20200809,S37000028,5,50,48.5,3.1
4622,20200809,S37000029,1,109,90.5,20.4
4623,20200809,S37000029,2,51,48,6.2
4624,20200809,S37000029,3,17,25.5,-33.3
4625,20200809,S37000029,4,19,13.5,40.7
4626,20200809,S37000030,1,75,80,-6.2
4627,20200809,S37000030,2,95,95.5,-0.5
4628,20200809,S37000030,3,81,70.5,14.9
4629,20200809,S37000030,4,35,39.5,-11.4
4630,20200809,S37000030,5,18,35,-48.6
4631,20200809,S37000031,2,33,18,83.3
4632,20200809,S37000031,3,51,54,-5.6
4633,20200809,S37000032,1,215,207.5,3.6
4634,20200809,S37000032,2,222,171.5,29.4
4635,20200809,S37000032,3,164,147,11.6
4636,20200809,S37000032,4,100,79,26.6
4637,20200809,S37000032,5,93,89,4.5
4638,20200809,S37000033,1,33,20.5,61
4639,20200809,S37000033,2,31,43,-27.9
4640,20200809,S37000033,3,83,69.5,19.4
4641,20200809,S37000033,4,95,88.5,7.3
4642,20200809,S37000033,5,44,33.5,31.3
4643,20200809,S37000034,1,847,737,14.9
4644,20200809,S37000034,2,182,191,-4.7
4645,20200809,S37000034,3,134,105.5,27
4646,20200809,S37000034,4,88,78,12.8
4647,20200809,S37000034,5,47,56.5,-16.8
4648,20200809,S37000035,1,262,278.5,-5.9
4649,20200809,S37000035,2,188,189,-0.5
4650,20200809,S37000035,3,103,101,2
4651,20200809,S37000035,4,50,44,13.6
4652,20200809,S37000035,5,21,33,-36.4
4653,20200816,S37000001,1,48,58,-17.2
4654,20200816,S37000001,2,101,114,-11.4
4655,20200816,S37000001,3,68,70.5,-3.5
4656,20200816,S37000001,4,60,77.5,-22.6
4657,20200816,S37000001,5,94,104,-9.6
4658,20200816,S37000002,1,14,11.5,21.7
4659,20200816,S37000002,2,42,62,-32.3
4660,20200816,S37000002,3,93,94.5,-1.6
4661,20200816,S37000002,4,162,135.5,19.6
4662,20200816,S37000002,5,81,95.5,-15.2
4663,20200816,S37000003,1,16,22.5,-28.9
4664,20200816,S37000003,2,47,53,-11.3
4665,20200816,S37000003,3,76,70.5,7.8
4666,20200816,S37000003,4,54,59.5,-9.2
4667,20200816,S37000003,5,26,25.5,2
4668,20200816,S37000004,1,33,28.5,15.8
4669,20200816,S37000004,2,53,46,15.2
4670,20200816,S37000004,3,116,75,54.7
4671,20200816,S37000004,4,43,47.5,-9.5
4672,20200816,S37000004,5,10,16,-37.5
4673,20200816,S37000005,1,76,69.5,9.4
4674,20200816,S37000005,2,74,56.5,31
4675,20200816,S37000005,3,59,38.5,53.2
4676,20200816,S37000005,4,37,40,-7.5
4677,20200816,S37000005,5,32,26,23.1
4678,20200816,S37000006,1,57,46,23.9
4679,20200816,S37000006,2,116,114,1.8
4680,20200816,S37000006,3,108,122.5,-11.8
4681,20200816,S37000006,4,43,40,7.5
4682,20200816,S37000006,5,18,20.5,-12.2
4683,20200816,S37000007,1,198,172,15.1
4684,20200816,S37000007,2,65,81,-19.8
4685,20200816,S37000007,3,27,39,-30.8
4686,20200816,S37000007,4,30,33,-9.1
4687,20200816,S37000007,5,14,26.5,-47.2
4688,20200816,S37000008,1,137,119,15.1
4689,20200816,S37000008,2,82,64,28.1
4690,20200816,S37000008,3,47,39,20.5
4691,20200816,S37000008,4,22,19,15.8
4692,20200816,S37000008,5,18,21,-14.3
4693,20200816,S37000009,1,10,13,-23.1
4694,20200816,S37000009,2,44,36,22.2
4695,20200816,S37000009,3,16,11.5,39.1
4696,20200816,S37000009,4,39,32,21.9
4697,20200816,S37000009,5,74,79,-6.3
4698,20200816,S37000010,1,8,10,-20
4699,20200816,S37000010,2,69,61,13.1
4700,20200816,S37000010,3,31,43,-27.9
4701,20200816,S37000010,4,39,48.5,-19.6
4702,20200816,S37000010,5,20,17,17.6
4703,20200816,S37000011,1,15,18,-16.7
4704,20200816,S37000011,2,21,19.5,7.7
4705,20200816,S37000011,3,21,13.5,55.6
4706,20200816,S37000011,4,25,21,19
4707,20200816,S37000011,5,72,66.5,8.3
4708,20200816,S37000012,1,209,184.5,13.3
4709,20200816,S37000012,2,119,159,-25.2
4710,20200816,S37000012,3,107,117.5,-8.9
4711,20200816,S37000012,4,109,120,-9.2
4712,20200816,S37000012,5,188,217,-13.4
4713,20200816,S37000013,1,81,66,22.7
4714,20200816,S37000013,2,99,117.5,-15.7
4715,20200816,S37000013,3,46,57.5,-20
4716,20200816,S37000013,4,40,41.5,-3.6
4717,20200816,S37000013,5,28,34.5,-18.8
4718,20200816,S37000016,1,63,54.5,15.6
4719,20200816,S37000016,2,114,114.5,-0.4
4720,20200816,S37000016,3,126,139.5,-9.7
4721,20200816,S37000016,4,120,123,-2.4
4722,20200816,S37000016,5,28,28,0
4723,20200816,S37000017,1,85,73,16.4
4724,20200816,S37000017,2,28,18.5,51.4
4725,20200816,S37000017,3,19,24,-20.8
4726,20200816,S37000017,4,19,19.5,-2.6
4727,20200816,S37000017,5,11,12.5,-12
4728,20200816,S37000018,1,26,21.5,20.9
4729,20200816,S37000018,2,84,76,10.5
4730,20200816,S37000018,3,21,42.5,-50.6
4731,20200816,S37000018,4,20,13,53.8
4732,20200816,S37000018,5,19,15,26.7
4733,20200816,S37000019,2,29,45.5,-36.3
4734,20200816,S37000019,3,73,46,58.7
4735,20200816,S37000019,4,51,61.5,-17.1
4736,20200816,S37000019,5,24,27,-11.1
4737,20200816,S37000020,1,184,178,3.4
4738,20200816,S37000020,2,75,68,10.3
4739,20200816,S37000020,3,61,37.5,62.7
4740,20200816,S37000020,4,48,39.5,21.5
4741,20200816,S37000020,5,23,17,35.3
4742,20200816,S37000022,3,12,15,-20
4743,20200816,S37000022,4,16,13.5,18.5
4744,20200816,S37000024,1,129,138.5,-6.9
4745,20200816,S37000024,2,68,76,-10.5
4746,20200816,S37000024,3,54,54,0
4747,20200816,S37000024,4,29,45.5,-36.3
4748,20200816,S37000024,5,28,31,-9.7
4749,20200816,S37000025,1,14,17,-17.6
4750,20200816,S37000025,2,60,54,11.1
11751,20210718,S37000029,5,6,2,200
11752,20210718,S37000030,1,84,75,12
11753,20210718,S37000030,2,97,100.5,-3.5
11754,20210718,S37000030,3,65,74,-12.2
11755,20210718,S37000030,4,38,37,2.7
11756,20210718,S37000030,5,31,24.5,26.5
11757,20210718,S37000031,2,21,15.5,35.5
11758,20210718,S37000031,3,62,49,26.5
11759,20210718,S37000031,4,5,3,66.7
11760,20210718,S37000032,1,239,245.5,-2.6
11761,20210718,S37000032,2,215,177,21.5
11762,20210718,S37000032,3,163,157.5,3.5
11763,20210718,S37000032,4,95,99,-4
11764,20210718,S37000032,5,104,89.5,16.2
11765,20210718,S37000033,1,25,18.5,35.1
11766,20210718,S37000033,2,40,43,-7
4751,20200816,S37000025,3,109,85,28.2
4752,20200816,S37000025,4,67,72,-6.9
4753,20200816,S37000025,5,15,14.5,3.4
4754,20200816,S37000026,3,16,10,60
4755,20200816,S37000026,4,25,26.5,-5.7
4756,20200816,S37000027,1,67,84,-20.2
4757,20200816,S37000027,2,90,74,21.6
4758,20200816,S37000027,3,54,40.5,33.3
4759,20200816,S37000027,4,38,33.5,13.4
4760,20200816,S37000027,5,36,43,-16.3
4761,20200816,S37000028,1,191,183,4.4
4762,20200816,S37000028,2,207,211.5,-2.1
4763,20200816,S37000028,3,115,123.5,-6.9
4764,20200816,S37000028,4,89,80.5,10.6
4765,20200816,S37000028,5,57,57.5,-0.9
4766,20200816,S37000029,1,97,93,4.3
4767,20200816,S37000029,2,66,56,17.9
4768,20200816,S37000029,3,23,24,-4.2
4769,20200816,S37000029,4,15,15,0
4770,20200816,S37000030,1,73,71,2.8
4771,20200816,S37000030,2,107,101,5.9
4772,20200816,S37000030,3,78,65.5,19.1
4773,20200816,S37000030,4,40,37,8.1
4774,20200816,S37000030,5,19,31.5,-39.7
4775,20200816,S37000031,2,19,17.5,8.6
4776,20200816,S37000031,3,26,38.5,-32.5
4777,20200816,S37000031,4,6,5,20
4778,20200816,S37000032,1,184,199,-7.5
4779,20200816,S37000032,2,213,180,18.3
4780,20200816,S37000032,3,159,147.5,7.8
4781,20200816,S37000032,4,107,88,21.6
4782,20200816,S37000032,5,104,102.5,1.5
4783,20200816,S37000033,1,26,16.5,57.6
4784,20200816,S37000033,2,48,37,29.7
4785,20200816,S37000033,3,94,86.5,8.7
4786,20200816,S37000033,4,97,94.5,2.6
4787,20200816,S37000033,5,47,38.5,22.1
4788,20200816,S37000034,1,790,790.5,-0.1
4789,20200816,S37000034,2,204,200,2
4790,20200816,S37000034,3,132,121.5,8.6
4791,20200816,S37000034,4,67,88,-23.9
4792,20200816,S37000034,5,59,54,9.3
