id,week_ending,hscp,simd_quintile,sas_incidents,average20182019,percent_variation
10714,20210530,S37000027,2,83,85,-2.4
10715,20210530,S37000027,3,62,50.5,22.8
10716,20210530,S37000027,4,24,31,-22.6
10717,20210530,S37000027,5,51,37.5,36
10718,20210530,S37000028,1,163,192,-15.1
10719,20210530,S37000028,2,179,201.5,-11.2
10720,20210530,S37000028,3,125,139.5,-10.4
10721,20210530,S37000028,4,68,100,-32
10722,20210530,S37000028,5,52,56,-7.1
10723,20210530,S37000029,1,104,95,9.5
10724,20210530,S37000029,2,59,62.5,-5.6
10725,20210530,S37000029,3,23,33.5,-31.3
10726,20210530,S37000029,4,25,17,47.1
10727,20210530,S37000030,1,85,80.5,5.6
10728,20210530,S37000030,2,93,117,-20.5
10729,20210530,S37000030,3,72,80,-10
10730,20210530,S37000030,4,35,54,-35.2
10731,20210530,S37000030,5,36,37,-2.7
10732,20210530,S37000031,2,15,21.5,-30.2
10733,20210530,S37000031,3,39,49,-20.4
10734,20210530,S37000032,1,214,226.5,-5.5
10735,20210530,S37000032,2,178,195,-8.7
10736,20210530,S37000032,3,166,176,-5.7
10737,20210530,S37000032,4,121,106,14.2
10738,20210530,S37000032,5,88,93,-5.4
10739,20210530,S37000033,1,37,19,94.7
10740,20210530,S37000033,2,33,50,-34
10741,20210530,S37000033,3,72,68,5.9
10742,20210530,S37000033,4,95,96.5,-1.6
10743,20210530,S37000033,5,37,42,-11.9
10744,20210530,S37000034,1,812,820.5,-1
10745,20210530,S37000034,2,225,219,2.7
10746,20210530,S37000034,3,136,117,16.2
10747,20210530,S37000034,4,90,95,-5.3
10748,20210530,S37000034,5,57,57.5,-0.9
10749,20210530,S37000035,1,265,309.5,-14.4
10750,20210530,S37000035,2,219,222,-1.4
10751,20210530,S37000035,3,106,113.5,-6.6
10752,20210530,S37000035,4,54,48.5,11.3
10753,20210530,S37000035,5,25,26.5,-5.7
10754,20210606,S37000001,1,58,57.5,0.9
10755,20210606,S37000001,2,118,120.5,-2.1
10756,20210606,S37000001,3,70,75,-6.7
10757,20210606,S37000001,4,56,70.5,-20.6
10758,20210606,S37000001,5,115,93,23.7
10759,20210606,S37000002,1,18,10,80
10760,20210606,S37000002,2,60,53,13.2
10761,20210606,S37000002,3,103,102,1
10762,20210606,S37000002,4,142,134,6
10763,20210606,S37000002,5,96,98,-2
10764,20210606,S37000003,1,27,19.5,38.5
10765,20210606,S37000003,2,46,53.5,-14
10766,20210606,S37000003,3,68,71.5,-4.9
10767,20210606,S37000003,4,52,52,0
10768,20210606,S37000003,5,16,24.5,-34.7
10769,20210606,S37000004,1,35,26,34.6
10770,20210606,S37000004,2,56,54.5,2.8
10771,20210606,S37000004,3,95,93,2.2
10772,20210606,S37000004,4,38,45,-15.6
10773,20210606,S37000004,5,7,14.5,-51.7
10774,20210606,S37000005,1,74,76.5,-3.3
10775,20210606,S37000005,2,76,55,38.2
10776,20210606,S37000005,3,50,46.5,7.5
10777,20210606,S37000005,4,37,42,-11.9
10778,20210606,S37000005,5,43,29,48.3
10779,20210606,S37000006,1,56,43.5,28.7
10780,20210606,S37000006,2,123,100.5,22.4
10781,20210606,S37000006,3,117,108.5,7.8
10782,20210606,S37000006,4,51,47.5,7.4
10783,20210606,S37000006,5,14,23.5,-40.4
10784,20210606,S37000007,1,170,156.5,8.6
10785,20210606,S37000007,2,70,76,-7.9
10786,20210606,S37000007,3,36,28,28.6
10787,20210606,S37000007,4,35,29,20.7
10788,20210606,S37000007,5,34,23,47.8
10789,20210606,S37000008,1,104,113,-8
10790,20210606,S37000008,2,81,71.5,13.3
10791,20210606,S37000008,3,48,31,54.8
10792,20210606,S37000008,4,22,28,-21.4
10793,20210606,S37000008,5,21,19.5,7.7
10794,20210606,S37000009,1,11,9.5,15.8
10795,20210606,S37000009,2,58,55,5.5
10796,20210606,S37000009,3,12,11,9.1
10797,20210606,S37000009,4,21,31.5,-33.3
10798,20210606,S37000009,5,69,71,-2.8
10799,20210606,S37000010,1,8,6.5,23.1
10800,20210606,S37000010,2,61,62.5,-2.4
10801,20210606,S37000010,3,48,42,14.3
10802,20210606,S37000010,4,65,46.5,39.8
10803,20210606,S37000010,5,16,16,0
10804,20210606,S37000011,1,14,17,-17.6
10805,20210606,S37000011,2,15,15,0
10806,20210606,S37000011,3,21,23.5,-10.6
10807,20210606,S37000011,4,18,24.5,-26.5
10808,20210606,S37000011,5,60,65.5,-8.4
10809,20210606,S37000012,1,219,217,0.9
10810,20210606,S37000012,2,150,148,1.4
10811,20210606,S37000012,3,129,118.5,8.9
10812,20210606,S37000012,4,115,108.5,6
10813,20210606,S37000012,5,191,207,-7.7
10814,20210606,S37000013,1,87,68.5,27
10815,20210606,S37000013,2,96,106.5,-9.9
10816,20210606,S37000013,3,50,50,0
10817,20210606,S37000013,4,45,46,-2.2
10818,20210606,S37000013,5,27,26,3.8
10819,20210606,S37000016,1,77,67,14.9
10820,20210606,S37000016,2,140,116.5,20.2
10821,20210606,S37000016,3,165,134.5,22.7
10822,20210606,S37000016,4,122,135.5,-10
10823,20210606,S37000016,5,41,32,28.1
10824,20210606,S37000017,1,92,96,-4.2
10825,20210606,S37000017,2,17,25.5,-33.3
10826,20210606,S37000017,3,23,23.5,-2.1
10827,20210606,S37000017,4,27,24.5,10.2
10828,20210606,S37000017,5,22,15,46.7
10829,20210606,S37000018,1,21,24.5,-14.3
10830,20210606,S37000018,2,69,81,-14.8
10831,20210606,S37000018,3,25,38,-34.2
10832,20210606,S37000018,4,27,20,35
10833,20210606,S37000018,5,8,20.5,-61
10834,20210606,S37000019,2,53,34,55.9
10835,20210606,S37000019,3,67,54,24.1
10836,20210606,S37000019,4,64,54.5,17.4
10837,20210606,S37000019,5,30,29,3.4
10838,20210606,S37000020,1,173,181.5,-4.7
10839,20210606,S37000020,2,61,71,-14.1
10840,20210606,S37000020,3,55,42.5,29.4
10841,20210606,S37000020,4,31,34.5,-10.1
10842,20210606,S37000020,5,31,24.5,26.5
10843,20210606,S37000022,2,10,7,42.9
10844,20210606,S37000022,3,14,14.5,-3.4
10845,20210606,S37000022,4,27,17.5,54.3
10846,20210606,S37000024,1,148,144,2.8
10847,20210606,S37000024,2,77,71.5,7.7
10848,20210606,S37000024,3,66,57,15.8
10849,20210606,S37000024,4,46,46,0
10850,20210606,S37000024,5,29,32,-9.4
10851,20210606,S37000025,1,21,28,-25
10852,20210606,S37000025,2,70,50.5,38.6
10853,20210606,S37000025,3,88,95,-7.4
10854,20210606,S37000025,4,91,75,21.3
10855,20210606,S37000025,5,23,16,43.8
10856,20210606,S37000026,3,12,11.5,4.3
10857,20210606,S37000026,4,23,25.5,-9.8
10858,20210606,S37000027,1,78,75.5,3.3
10859,20210606,S37000027,2,90,85,5.9
10860,20210606,S37000027,3,57,55,3.6
10861,20210606,S37000027,4,24,33,-27.3
10862,20210606,S37000027,5,27,38,-28.9
10863,20210606,S37000028,1,196,180.5,8.6
10864,20210606,S37000028,2,222,207.5,7
10865,20210606,S37000028,3,127,114,11.4
10866,20210606,S37000028,4,75,89,-15.7
10867,20210606,S37000028,5,73,56.5,29.2
10868,20210606,S37000029,1,109,99.5,9.5
10869,20210606,S37000029,2,73,58,25.9
10870,20210606,S37000029,3,34,34,0
10871,20210606,S37000029,4,9,14.5,-37.9
10872,20210606,S37000030,1,59,62.5,-5.6
10873,20210606,S37000030,2,91,110,-17.3
10874,20210606,S37000030,3,57,71,-19.7
10875,20210606,S37000030,4,39,43,-9.3
10876,20210606,S37000030,5,37,32.5,13.8
10877,20210606,S37000031,2,15,23,-34.8
10878,20210606,S37000031,3,66,54.5,21.1
10879,20210606,S37000032,1,238,216,10.2
10880,20210606,S37000032,2,176,194,-9.3
10881,20210606,S37000032,3,173,153.5,12.7
10882,20210606,S37000032,4,111,96,15.6
10883,20210606,S37000032,5,99,94,5.3
10884,20210606,S37000033,1,36,25,44
10885,20210606,S37000033,2,45,48,-6.2
10886,20210606,S37000033,3,72,72,0
10887,20210606,S37000033,4,99,95.5,3.7
10888,20210606,S37000033,5,55,40.5,35.8
10889,20210606,S37000034,1,839,805.5,4.2
10890,20210606,S37000034,2,218,200.5,8.7
10891,20210606,S37000034,3,140,118,18.6
10892,20210606,S37000034,4,90,89.5,0.6
10893,20210606,S37000034,5,63,56,12.5
10894,20210606,S37000035,1,318,315,1
10895,20210606,S37000035,2,201,223.5,-10.1
10896,20210606,S37000035,3,87,95,-8.4
10897,20210606,S37000035,4,61,49,24.5
10898,20210606,S37000035,5,24,26.5,-9.4
10899,20210613,S37000001,1,75,49,53.1
10900,20210613,S37000001,2,124,116.5,6.4
10901,20210613,S37000001,3,62,67.5,-8.1
10902,20210613,S37000001,4,66,78,-15.4
10903,20210613,S37000001,5,132,103,28.2
10904,20210613,S37000002,1,19,12,58.3
10905,20210613,S37000002,2,58,56,3.6
10906,20210613,S37000002,3,82,102,-19.6
10907,20210613,S37000002,4,177,136.5,29.7
10908,20210613,S37000002,5,124,89.5,38.5
10909,20210613,S37000003,1,20,21,-4.8
10910,20210613,S37000003,2,61,44.5,37.1
10911,20210613,S37000003,3,77,88.5,-13
10912,20210613,S37000003,4,55,48,14.6
10913,20210613,S37000003,5,38,30.5,24.6
10914,20210613,S37000004,1,21,27.5,-23.6
10915,20210613,S37000004,2,46,69,-33.3
10916,20210613,S37000004,3,104,107.5,-3.3
10917,20210613,S37000004,4,59,30,96.7
10918,20210613,S37000004,5,15,11,36.4
10919,20210613,S37000005,1,87,70,24.3
10920,20210613,S37000005,2,59,58.5,0.9
10921,20210613,S37000005,3,66,57,15.8
10922,20210613,S37000005,4,50,39,28.2
10923,20210613,S37000005,5,42,46.5,-9.7
10924,20210613,S37000006,1,55,41,34.1
10925,20210613,S37000006,2,134,113,18.6
10926,20210613,S37000006,3,140,118,18.6
10927,20210613,S37000006,4,46,40.5,13.6
10928,20210613,S37000006,5,25,25,0
10929,20210613,S37000007,1,183,151.5,20.8
10930,20210613,S37000007,2,63,84.5,-25.4
10931,20210613,S37000007,3,35,26,34.6
10932,20210613,S37000007,4,41,33.5,22.4
10933,20210613,S37000007,5,35,35.5,-1.4
10934,20210613,S37000008,1,99,121,-18.2
10935,20210613,S37000008,2,87,80.5,8.1
10936,20210613,S37000008,3,39,41.5,-6
10937,20210613,S37000008,4,34,28,21.4
10938,20210613,S37000008,5,17,23.5,-27.7
10939,20210613,S37000009,1,7,13.5,-48.1
10940,20210613,S37000009,2,55,37.5,46.7
10941,20210613,S37000009,3,13,12,8.3
10942,20210613,S37000009,4,40,32,25
10943,20210613,S37000009,5,71,62.5,13.6
10944,20210613,S37000010,1,6,9.5,-36.8
10945,20210613,S37000010,2,63,73,-13.7
10946,20210613,S37000010,3,39,42.5,-8.2
10947,20210613,S37000010,4,59,41.5,42.2
10948,20210613,S37000010,5,17,16.5,3
10949,20210613,S37000011,1,17,10,70
10950,20210613,S37000011,2,6,14,-57.1
10951,20210613,S37000011,3,16,15.5,3.2
10952,20210613,S37000011,4,17,21.5,-20.9
10953,20210613,S37000011,5,69,65.5,5.3
10954,20210613,S37000012,1,209,210.5,-0.7
10955,20210613,S37000012,2,150,158,-5.1
10956,20210613,S37000012,3,128,128,0
10957,20210613,S37000012,4,94,119,-21
10958,20210613,S37000012,5,209,229,-8.7
10959,20210613,S37000013,1,79,67.5,17
10960,20210613,S37000013,2,107,107.5,-0.5
10961,20210613,S37000013,3,58,52,11.5
10962,20210613,S37000013,4,37,47.5,-22.1
10963,20210613,S37000013,5,53,32,65.6
10964,20210613,S37000016,1,62,60,3.3
10965,20210613,S37000016,2,133,107,24.3
10966,20210613,S37000016,3,178,159.5,11.6
10967,20210613,S37000016,4,145,126,15.1
10968,20210613,S37000016,5,32,37,-13.5
10969,20210613,S37000017,1,93,103.5,-10.1
10970,20210613,S37000017,2,23,20.5,12.2
10971,20210613,S37000017,3,21,26.5,-20.8
10972,20210613,S37000017,4,26,23.5,10.6
10973,20210613,S37000017,5,15,17.5,-14.3
10974,20210613,S37000018,1,20,24,-16.7
10975,20210613,S37000018,2,66,75,-12
10976,20210613,S37000018,3,38,35,8.6
10977,20210613,S37000018,4,24,17,41.2
10978,20210613,S37000018,5,14,16,-12.5
10979,20210613,S37000019,1,5,2,150
10980,20210613,S37000019,2,58,34.5,68.1
10981,20210613,S37000019,3,59,52.5,12.4
10982,20210613,S37000019,4,83,59.5,39.5
10983,20210613,S37000019,5,28,27,3.7
10984,20210613,S37000020,1,204,199.5,2.3
10985,20210613,S37000020,2,74,71,4.2
10986,20210613,S37000020,3,47,48,-2.1
10987,20210613,S37000020,4,32,41,-22
10988,20210613,S37000020,5,12,17.5,-31.4
10989,20210613,S37000022,2,7,11.5,-39.1
10990,20210613,S37000022,3,14,18.5,-24.3
10991,20210613,S37000022,4,21,22.5,-6.7
10992,20210613,S37000024,1,124,145.5,-14.8
10993,20210613,S37000024,2,65,74,-12.2
10994,20210613,S37000024,3,59,58.5,0.9
10995,20210613,S37000024,4,45,36.5,23.3
10996,20210613,S37000024,5,28,30,-6.7
10997,20210613,S37000025,1,15,24,-37.5
10998,20210613,S37000025,2,61,59.5,2.5
10999,20210613,S37000025,3,102,89,14.6
11000,20210613,S37000025,4,76,82,-7.3
11001,20210613,S37000025,5,25,17.5,42.9
11002,20210613,S37000026,3,15,12.5,20
11003,20210613,S37000026,4,31,20.5,51.2
11004,20210613,S37000027,1,80,93.5,-14.4
11005,20210613,S37000027,2,105,78,34.6
11006,20210613,S37000027,3,53,44,20.5
11007,20210613,S37000027,4,26,27,-3.7
11008,20210613,S37000027,5,50,40,25
11009,20210613,S37000028,1,177,181,-2.2
11010,20210613,S37000028,2,174,205,-15.1
11011,20210613,S37000028,3,106,124,-14.5
11012,20210613,S37000028,4,101,101,0
11013,20210613,S37000028,5,49,60,-18.3
11014,20210613,S37000029,1,105,118.5,-11.4
11015,20210613,S37000029,2,55,59.5,-7.6
11016,20210613,S37000029,3,32,31,3.2
11017,20210613,S37000029,4,25,21.5,16.3
11018,20210613,S37000030,1,97,80,21.2
11019,20210613,S37000030,2,107,109,-1.8
11020,20210613,S37000030,3,81,76,6.6
11021,20210613,S37000030,4,42,52,-19.2
11022,20210613,S37000030,5,32,30.5,4.9
11023,20210613,S37000031,2,19,15.5,22.6
11024,20210613,S37000031,3,42,50,-16
11025,20210613,S37000032,1,241,227,6.2
11026,20210613,S37000032,2,177,161,9.9
11027,20210613,S37000032,3,170,163,4.3
11028,20210613,S37000032,4,116,92.5,25.4
11029,20210613,S37000032,5,123,89.5,37.4
11030,20210613,S37000033,1,30,27,11.1
11031,20210613,S37000033,2,46,44.5,3.4
11032,20210613,S37000033,3,68,70.5,-3.5
11033,20210613,S37000033,4,90,93,-3.2
11034,20210613,S37000033,5,37,48,-22.9
11035,20210613,S37000034,1,904,832,8.7
11036,20210613,S37000034,2,198,207,-4.3
11037,20210613,S37000034,3,132,121.5,8.6
11038,20210613,S37000034,4,84,76,10.5
11039,20210613,S37000034,5,58,61,-4.9
11040,20210613,S37000035,1,297,280,6.1
11041,20210613,S37000035,2,204,227.5,-10.3
11042,20210613,S37000035,3,122,119,2.5
11043,20210613,S37000035,4,54,49.5,9.1
11044,20210613,S37000035,5,34,17.5,94.3
11045,20210620,S37000001,1,64,57,12.3
11046,20210620,S37000001,2,109,123.5,-11.7
11047,20210620,S37000001,3,75,66.5,12.8
11048,20210620,S37000001,4,61,55.5,9.9
11049,20210620,S37000001,5,113,97,16.5
11050,20210620,S37000002,1,21,17.5,20
11051,20210620,S37000002,2,66,64,3.1
11052,20210620,S37000002,3,101,98.5,2.5
11053,20210620,S37000002,4,137,139,-1.4
11054,20210620,S37000002,5,99,104.5,-5.3
11055,20210620,S37000003,1,17,21.5,-20.9
11056,20210620,S37000003,2,43,47.5,-9.5
11057,20210620,S37000003,3,79,75,5.3
11058,20210620,S37000003,4,43,60,-28.3
11059,20210620,S37000003,5,26,31,-16.1
11060,20210620,S37000004,1,37,26.5,39.6
11061,20210620,S37000004,2,46,53.5,-14
11062,20210620,S37000004,3,95,94,1.1
11063,20210620,S37000004,4,41,50,-18
11064,20210620,S37000004,5,16,11,45.5
11065,20210620,S37000005,1,65,66,-1.5
11066,20210620,S37000005,2,68,67,1.5
11067,20210620,S37000005,3,42,47,-10.6
11068,20210620,S37000005,4,65,43.5,49.4
11069,20210620,S37000005,5,41,42,-2.4
11070,20210620,S37000006,1,58,42.5,36.5
11071,20210620,S37000006,2,118,122,-3.3
11072,20210620,S37000006,3,131,115.5,13.4
11073,20210620,S37000006,4,63,48.5,29.9
11074,20210620,S37000006,5,24,19.5,23.1
11075,20210620,S37000007,1,169,161,5
11076,20210620,S37000007,2,72,81,-11.1
11077,20210620,S37000007,3,39,29.5,32.2
11078,20210620,S37000007,4,35,28.5,22.8
11079,20210620,S37000007,5,26,24,8.3
11080,20210620,S37000008,1,90,132,-31.8
11081,20210620,S37000008,2,82,90.5,-9.4
11082,20210620,S37000008,3,42,43.5,-3.4
11083,20210620,S37000008,4,25,25.5,-2
11084,20210620,S37000008,5,15,17.5,-14.3
11085,20210620,S37000009,1,16,13,23.1
11086,20210620,S37000009,2,50,41,22
11087,20210620,S37000009,3,15,9.5,57.9
11088,20210620,S37000009,4,31,27.5,12.7
11089,20210620,S37000009,5,61,81,-24.7
11090,20210620,S37000010,1,6,8.5,-29.4
11091,20210620,S37000010,2,68,51.5,32
11092,20210620,S37000010,3,39,36.5,6.8
11093,20210620,S37000010,4,40,39.5,1.3
11094,20210620,S37000010,5,13,27,-51.9
11095,20210620,S37000011,1,11,16,-31.2
11096,20210620,S37000011,2,13,19,-31.6
11097,20210620,S37000011,3,23,20,15
11098,20210620,S37000011,4,27,22,22.7
11099,20210620,S37000011,5,69,66,4.5
11100,20210620,S37000012,1,153,201.5,-24.1
11101,20210620,S37000012,2,161,148.5,8.4
11102,20210620,S37000012,3,119,116,2.6
11103,20210620,S37000012,4,107,108,-0.9
11104,20210620,S37000012,5,214,225.5,-5.1
11105,20210620,S37000013,1,72,72,0
11106,20210620,S37000013,2,104,101,3
11107,20210620,S37000013,3,50,50,0
11108,20210620,S37000013,4,45,55,-18.2
11109,20210620,S37000013,5,32,29,10.3
11110,20210620,S37000016,1,56,61,-8.2
11111,20210620,S37000016,2,120,115.5,3.9
11112,20210620,S37000016,3,154,155,-0.6
11113,20210620,S37000016,4,146,125,16.8
11114,20210620,S37000016,5,29,29.5,-1.7
11115,20210620,S37000017,1,87,88,-1.1
11116,20210620,S37000017,2,21,25.5,-17.6
11117,20210620,S37000017,3,17,26.5,-35.8
11118,20210620,S37000017,4,23,23.5,-2.1
11119,20210620,S37000017,5,19,13.5,40.7
11120,20210620,S37000018,1,27,19.5,38.5
11121,20210620,S37000018,2,65,60.5,7.4
11122,20210620,S37000018,3,28,33,-15.2
11123,20210620,S37000018,4,12,18.5,-35.1
11124,20210620,S37000018,5,12,9,33.3
11125,20210620,S37000019,2,36,39,-7.7
11126,20210620,S37000019,3,60,50.5,18.8
11127,20210620,S37000019,4,60,58.5,2.6
11128,20210620,S37000019,5,25,28.5,-12.3
11129,20210620,S37000020,1,183,177,3.4
11130,20210620,S37000020,2,73,61.5,18.7
11131,20210620,S37000020,3,42,49.5,-15.2
11132,20210620,S37000020,4,42,33.5,25.4
11133,20210620,S37000020,5,21,19.5,7.7
11134,20210620,S37000022,3,10,15.5,-35.5
11135,20210620,S37000022,4,24,12.5,92
11136,20210620,S37000022,5,5,3.5,42.9
11137,20210620,S37000024,1,127,129.5,-1.9
11138,20210620,S37000024,2,75,79.5,-5.7
11139,20210620,S37000024,3,49,54.5,-10.1
11140,20210620,S37000024,4,34,41,-17.1
11141,20210620,S37000024,5,30,33.5,-10.4
11142,20210620,S37000025,1,21,18,16.7
11143,20210620,S37000025,2,53,63.5,-16.5
11144,20210620,S37000025,3,92,91,1.1
11145,20210620,S37000025,4,75,76.5,-2
11146,20210620,S37000025,5,18,13.5,33.3
11147,20210620,S37000026,3,18,16,12.5
11148,20210620,S37000026,4,19,19.5,-2.6
11149,20210620,S37000027,1,74,80,-7.5
11150,20210620,S37000027,2,77,82.5,-6.7
11151,20210620,S37000027,3,47,44,6.8
11152,20210620,S37000027,4,31,32.5,-4.6
11153,20210620,S37000027,5,40,46,-13
11154,20210620,S37000028,1,171,194.5,-12.1
11155,20210620,S37000028,2,168,184,-8.7
11156,20210620,S37000028,3,111,116,-4.3
11157,20210620,S37000028,4,93,79.5,17
11158,20210620,S37000028,5,49,46.5,5.4
11159,20210620,S37000029,1,113,104,8.7
11160,20210620,S37000029,2,55,66,-16.7
11161,20210620,S37000029,3,34,32.5,4.6
11162,20210620,S37000029,4,14,22,-36.4
11163,20210620,S37000029,5,5,5,0
11164,20210620,S37000030,1,62,82,-24.4
11165,20210620,S37000030,2,87,113.5,-23.3
11166,20210620,S37000030,3,64,66.5,-3.8
11167,20210620,S37000030,4,46,49,-6.1
11168,20210620,S37000030,5,29,26,11.5
11169,20210620,S37000031,2,13,17,-23.5
11170,20210620,S37000031,3,42,51,-17.6
11171,20210620,S37000031,4,9,3,200
11172,20210620,S37000032,1,250,219,14.2
11173,20210620,S37000032,2,145,179,-19
11174,20210620,S37000032,3,160,143.5,11.5
11175,20210620,S37000032,4,103,96.5,6.7
11176,20210620,S37000032,5,95,90.5,5
11177,20210620,S37000033,1,27,30,-10
11178,20210620,S37000033,2,44,46,-4.3
11179,20210620,S37000033,3,101,76.5,32
11180,20210620,S37000033,4,115,90.5,27.1
11181,20210620,S37000033,5,39,44.5,-12.4
11182,20210620,S37000034,1,817,813.5,0.4
11183,20210620,S37000034,2,213,203,4.9
11184,20210620,S37000034,3,119,137,-13.1
11185,20210620,S37000034,4,73,75,-2.7
11186,20210620,S37000034,5,45,55.5,-18.9
11187,20210620,S37000035,1,300,283.5,5.8
11188,20210620,S37000035,2,209,200.5,4.2
11189,20210620,S37000035,3,99,110.5,-10.4
11190,20210620,S37000035,4,57,50,14
11191,20210620,S37000035,5,22,26.5,-17
11192,20210627,S37000001,1,54,50,8
11193,20210627,S37000001,2,121,115.5,4.8
11194,20210627,S37000001,3,82,75.5,8.6
11195,20210627,S37000001,4,79,74,6.8
11196,20210627,S37000001,5,93,103.5,-10.1
11197,20210627,S37000002,1,22,19,15.8
11198,20210627,S37000002,2,51,64,-20.3
11199,20210627,S37000002,3,105,84.5,24.3
11200,20210627,S37000002,4,162,140,15.7
11201,20210627,S37000002,5,117,102.5,14.1
11202,20210627,S37000003,1,26,25.5,2
11203,20210627,S37000003,2,55,41.5,32.5
11204,20210627,S37000003,3,69,74,-6.8
11205,20210627,S37000003,4,61,58.5,4.3
11206,20210627,S37000003,5,36,23.5,53.2
11207,20210627,S37000004,1,35,28,25
11208,20210627,S37000004,2,58,47.5,22.1
11209,20210627,S37000004,3,101,85,18.8
11210,20210627,S37000004,4,42,43,-2.3
11211,20210627,S37000004,5,11,13.5,-18.5
11212,20210627,S37000005,1,67,62.5,7.2
11213,20210627,S37000005,2,69,46,50
11214,20210627,S37000005,3,39,48.5,-19.6
11215,20210627,S37000005,4,49,37.5,30.7
11216,20210627,S37000005,5,42,36.5,15.1
11217,20210627,S37000006,1,68,34.5,97.1
11218,20210627,S37000006,2,132,118,11.9
11219,20210627,S37000006,3,129,123,4.9
11220,20210627,S37000006,4,49,43,14
11221,20210627,S37000006,5,23,21,9.5
11222,20210627,S37000007,1,146,143.5,1.7
11223,20210627,S37000007,2,67,71,-5.6
11224,20210627,S37000007,3,37,44.5,-16.9
11225,20210627,S37000007,4,30,31,-3.2
11226,20210627,S37000007,5,23,27,-14.8
11227,20210627,S37000008,1,122,131,-6.9
11228,20210627,S37000008,2,71,73,-2.7
11229,20210627,S37000008,3,32,38.5,-16.9
11230,20210627,S37000008,4,34,24.5,38.8
11231,20210627,S37000008,5,19,14,35.7
11232,20210627,S37000009,1,16,14.5,10.3
11233,20210627,S37000009,2,53,44.5,19.1
11234,20210627,S37000009,4,24,30.5,-21.3
11235,20210627,S37000009,5,71,73,-2.7
11236,20210627,S37000010,1,10,8,25
11237,20210627,S37000010,2,82,55.5,47.7
11238,20210627,S37000010,3,39,45,-13.3
11239,20210627,S37000010,4,50,42.5,17.6
11240,20210627,S37000010,5,24,21.5,11.6
11241,20210627,S37000011,1,13,16,-18.8
11242,20210627,S37000011,2,18,21.5,-16.3
11243,20210627,S37000011,3,17,22,-22.7
11244,20210627,S37000011,4,25,22,13.6
11245,20210627,S37000011,5,63,66,-4.5
11246,20210627,S37000012,1,194,199.5,-2.8
11247,20210627,S37000012,2,136,138,-1.4
11248,20210627,S37000012,3,114,121.5,-6.2
11249,20210627,S37000012,4,103,92,12
11250,20210627,S37000012,5,209,216.5,-3.5
11259,20210627,S37000016,4,128,120.5,6.2
11260,20210627,S37000016,5,33,31.5,4.8
11261,20210627,S37000017,1,93,85,9.4
11262,20210627,S37000017,2,22,20.5,7.3
11263,20210627,S37000017,3,22,30.5,-27.9
11264,20210627,S37000017,4,26,19,36.8
11265,20210627,S37000017,5,12,16.5,-27.3
11266,20210627,S37000018,1,20,28,-28.6
11267,20210627,S37000018,2,69,67,3
11268,20210627,S37000018,3,28,35.5,-21.1
11269,20210627,S37000018,4,25,20.5,22
11270,20210627,S37000018,5,14,12,16.7
11271,20210627,S37000019,2,33,32.5,1.5
11272,20210627,S37000019,3,55,43,27.9
11273,20210627,S37000019,4,83,56.5,46.9
11274,20210627,S37000019,5,31,32.5,-4.6
11275,20210627,S37000020,1,128,178,-28.1
11276,20210627,S37000020,2,82,72.5,13.1
11277,20210627,S37000020,3,45,43.5,3.4
11278,20210627,S37000020,4,32,34,-5.9
11279,20210627,S37000020,5,19,19.5,-2.6
11280,20210627,S37000022,2,9,3,200
11281,20210627,S37000022,3,12,18,-33.3
11282,20210627,S37000022,4,26,17.5,48.6
11283,20210627,S37000022,5,5,3,66.7
11284,20210627,S37000024,1,124,131,-5.3
11285,20210627,S37000024,2,61,84.5,-27.8
11286,20210627,S37000024,3,57,53,7.5
11287,20210627,S37000024,4,36,45.5,-20.9
11288,20210627,S37000024,5,32,32.5,-1.5
11289,20210627,S37000025,1,29,19,52.6
11290,20210627,S37000025,2,64,52.5,21.9
11291,20210627,S37000025,3,103,88.5,16.4
11292,20210627,S37000025,4,85,80,6.2
11293,20210627,S37000025,5,11,21.5,-48.8
11294,20210627,S37000026,3,22,16,37.5
11295,20210627,S37000026,4,26,26,0
11296,20210627,S37000027,1,67,74,-9.5
11297,20210627,S37000027,2,86,84.5,1.8
11298,20210627,S37000027,3,40,56,-28.6
11299,20210627,S37000027,4,37,29.5,25.4
11300,20210627,S37000027,5,39,37,5.4
11301,20210627,S37000028,1,166,158,5.1
11302,20210627,S37000028,2,183,196.5,-6.9
11303,20210627,S37000028,3,102,128.5,-20.6
11304,20210627,S37000028,4,94,87.5,7.4
11305,20210627,S37000028,5,60,43,39.5
11306,20210627,S37000029,1,87,88.5,-1.7
11307,20210627,S37000029,2,45,65,-30.8
11308,20210627,S37000029,3,35,37.5,-6.7
11309,20210627,S37000029,4,22,20.5,7.3
11310,20210627,S37000030,1,65,86.5,-24.9
11311,20210627,S37000030,2,106,95.5,11
11312,20210627,S37000030,3,65,66.5,-2.3
11313,20210627,S37000030,4,37,55,-32.7
11314,20210627,S37000030,5,47,28.5,64.9
11315,20210627,S37000031,2,18,18,0
11316,20210627,S37000031,3,60,61,-1.6
11317,20210627,S37000031,4,7,7.5,-6.7
11318,20210627,S37000032,1,218,204,6.9
11319,20210627,S37000032,2,187,187.5,-0.3
11320,20210627,S37000032,3,173,158.5,9.1
11321,20210627,S37000032,4,122,99,23.2
11322,20210627,S37000032,5,91,112,-18.8
11323,20210627,S37000033,1,31,25,24
11324,20210627,S37000033,2,47,42,11.9
