id,week_ending,hscp,simd_quintile,number_attendances,average20182019,percent_variation
7225,20201206,S37000027,5,47,100,-53
7226,20201206,S37000028,1,343,477.5,-28.2
7227,20201206,S37000028,2,433,572.5,-24.4
7228,20201206,S37000028,3,252,392,-35.7
7229,20201206,S37000028,4,232,298,-22.1
7230,20201206,S37000028,5,150,214,-29.9
7231,20201206,S37000029,1,136,198.5,-31.5
7232,20201206,S37000029,2,80,105.5,-24.2
7233,20201206,S37000029,3,36,58,-37.9
7234,20201206,S37000029,4,24,45,-46.7
7235,20201206,S37000029,5,5,8.5,-41.2
7236,20201206,S37000030,1,148,242,-38.8
7237,20201206,S37000030,2,199,331.5,-40
7238,20201206,S37000030,3,132,242.5,-45.6
7239,20201206,S37000030,4,112,155.5,-28
7240,20201206,S37000030,5,85,147.5,-42.4
7241,20201206,S37000031,2,23,33,-30.3
7242,20201206,S37000031,3,53,71,-25.4
7243,20201206,S37000031,4,8,10,-20
7244,20201206,S37000032,1,278,438,-36.5
7245,20201206,S37000032,2,223,365.5,-39
7246,20201206,S37000032,3,182,256,-28.9
7247,20201206,S37000032,4,123,177.5,-30.7
7248,20201206,S37000032,5,135,173.5,-22.2
7249,20201206,S37000033,1,34,46.5,-26.9
7250,20201206,S37000033,2,64,84,-23.8
7251,20201206,S37000033,3,83,111,-25.2
7252,20201206,S37000033,4,134,181,-26
7253,20201206,S37000033,5,68,84,-19
7254,20201206,S37000034,1,1415,2140,-33.9
7255,20201206,S37000034,2,357,587,-39.2
7256,20201206,S37000034,3,217,384,-43.5
7257,20201206,S37000034,4,188,263.5,-28.7
7258,20201206,S37000034,5,145,216,-32.9
7259,20201206,S37000035,1,652,932,-30
7260,20201206,S37000035,2,490,643.5,-23.9
7261,20201206,S37000035,3,291,409,-28.9
7262,20201206,S37000035,4,164,257,-36.2
7263,20201206,S37000035,5,91,146,-37.7
7264,20201213,S37000001,1,70,114.5,-38.9
7265,20201213,S37000001,2,175,238.5,-26.6
7266,20201213,S37000001,3,96,146,-34.2
7267,20201213,S37000001,4,104,145.5,-28.5
7268,20201213,S37000001,5,144,267,-46.1
7269,20201213,S37000002,2,38,33,15.2
7270,20201213,S37000002,3,72,80.5,-10.6
7271,20201213,S37000002,4,165,202.5,-18.5
7272,20201213,S37000002,5,146,190.5,-23.4
7273,20201213,S37000003,1,9,7,28.6
7274,20201213,S37000003,2,38,33,15.2
7275,20201213,S37000003,3,59,62,-4.8
7276,20201213,S37000003,4,44,51.5,-14.6
7277,20201213,S37000003,5,17,35.5,-52.1
7278,20201213,S37000004,1,18,14.5,24.1
7279,20201213,S37000004,2,31,52,-40.4
7280,20201213,S37000004,3,61,95.5,-36.1
7281,20201213,S37000004,4,51,74.5,-31.5
7282,20201213,S37000004,5,23,17.5,31.4
7283,20201213,S37000005,1,96,108,-11.1
7284,20201213,S37000005,2,80,104.5,-23.4
7285,20201213,S37000005,3,50,68.5,-27
7286,20201213,S37000005,4,70,86.5,-19.1
7287,20201213,S37000005,5,41,63,-34.9
7288,20201213,S37000006,1,87,120,-27.5
7289,20201213,S37000006,2,214,299,-28.4
7290,20201213,S37000006,3,194,289.5,-33
7291,20201213,S37000006,4,69,108.5,-36.4
7292,20201213,S37000006,5,25,64.5,-61.2
7293,20201213,S37000007,1,213,272.5,-21.8
7294,20201213,S37000007,2,76,123.5,-38.5
7295,20201213,S37000007,3,48,65,-26.2
7296,20201213,S37000007,4,43,75.5,-43
7297,20201213,S37000007,5,53,69,-23.2
7298,20201213,S37000008,1,174,297,-41.4
7299,20201213,S37000008,2,137,200.5,-31.7
7300,20201213,S37000008,3,69,97.5,-29.2
7301,20201213,S37000008,4,48,80,-40
7302,20201213,S37000008,5,43,50.5,-14.9
7303,20201213,S37000009,1,28,25.5,9.8
7304,20201213,S37000009,2,55,82.5,-33.3
7305,20201213,S37000009,3,14,32,-56.2
7306,20201213,S37000009,4,54,71,-23.9
7307,20201213,S37000009,5,127,194,-34.5
7308,20201213,S37000010,1,20,23.5,-14.9
7309,20201213,S37000010,2,122,158,-22.8
7310,20201213,S37000010,3,68,114,-40.4
7311,20201213,S37000010,4,89,135,-34.1
7312,20201213,S37000010,5,51,58,-12.1
7313,20201213,S37000011,1,39,53.5,-27.1
7314,20201213,S37000011,2,43,64,-32.8
7315,20201213,S37000011,3,34,53.5,-36.4
7316,20201213,S37000011,4,40,56,-28.6
7317,20201213,S37000011,5,135,181,-25.4
7318,20201213,S37000012,1,357,472.5,-24.4
7319,20201213,S37000012,2,261,363,-28.1
7320,20201213,S37000012,3,210,281.5,-25.4
7321,20201213,S37000012,4,213,309.5,-31.2
7322,20201213,S37000012,5,468,645.5,-27.5
7323,20201213,S37000013,1,98,166.5,-41.1
7324,20201213,S37000013,2,150,244.5,-38.7
7325,20201213,S37000013,3,66,123.5,-46.6
7326,20201213,S37000013,4,72,118.5,-39.2
7327,20201213,S37000013,5,60,96.5,-37.8
7328,20201213,S37000016,1,98,118,-16.9
7329,20201213,S37000016,2,152,191.5,-20.6
7330,20201213,S37000016,3,216,237.5,-9.1
7331,20201213,S37000016,4,201,264.5,-24
7332,20201213,S37000016,5,66,90,-26.7
7333,20201213,S37000017,1,216,301,-28.2
7334,20201213,S37000017,2,45,75,-40
7335,20201213,S37000017,3,53,85.5,-38
7336,20201213,S37000017,4,40,72,-44.4
7337,20201213,S37000017,5,32,49.5,-35.4
7338,20201213,S37000018,1,61,74,-17.6
7339,20201213,S37000018,2,159,218,-27.1
7340,20201213,S37000018,3,96,124,-22.6
7341,20201213,S37000018,4,51,68,-25
7342,20201213,S37000018,5,44,61.5,-28.5
7343,20201213,S37000019,1,6,3.5,71.4
7344,20201213,S37000019,2,82,97,-15.5
7345,20201213,S37000019,3,109,142.5,-23.5
7346,20201213,S37000019,4,144,166,-13.3
7347,20201213,S37000019,5,38,78,-51.3
7348,20201213,S37000020,1,233,395,-41
7349,20201213,S37000020,2,93,160.5,-42.1
7350,20201213,S37000020,3,55,80.5,-31.7
7351,20201213,S37000020,4,65,82.5,-21.2
7352,20201213,S37000020,5,43,52,-17.3
7353,20201213,S37000022,2,10,20,-50
7354,20201213,S37000022,3,30,33,-9.1
7355,20201213,S37000022,4,44,56,-21.4
7356,20201213,S37000022,5,7,11,-36.4
7357,20201213,S37000024,1,252,408.5,-38.3
7358,20201213,S37000024,2,163,217.5,-25.1
7359,20201213,S37000024,3,142,213,-33.3
7360,20201213,S37000024,4,105,156.5,-32.9
7361,20201213,S37000024,5,93,146,-36.3
7362,20201213,S37000025,1,33,50.5,-34.7
7363,20201213,S37000025,2,83,97.5,-14.9
7364,20201213,S37000025,3,152,202,-24.8
7365,20201213,S37000025,4,144,201.5,-28.5
7366,20201213,S37000025,5,39,49.5,-21.2
7367,20201213,S37000026,3,42,44.5,-5.6
7368,20201213,S37000026,4,57,86.5,-34.1
7369,20201213,S37000027,1,97,153.5,-36.8
7370,20201213,S37000027,2,102,183,-44.3
7371,20201213,S37000027,3,76,157,-51.6
7372,20201213,S37000027,4,45,67,-32.8
7373,20201213,S37000027,5,59,117,-49.6
7374,20201213,S37000028,1,360,473.5,-24
7375,20201213,S37000028,2,427,533,-19.9
7376,20201213,S37000028,3,291,354,-17.8
7377,20201213,S37000028,4,236,324.5,-27.3
7378,20201213,S37000028,5,173,205.5,-15.8
7379,20201213,S37000029,1,143,175.5,-18.5
7380,20201213,S37000029,2,76,101.5,-25.1
7381,20201213,S37000029,3,36,53,-32.1
7382,20201213,S37000029,4,31,39,-20.5
7383,20201213,S37000029,5,6,8,-25
7384,20201213,S37000030,1,212,225,-5.8
7385,20201213,S37000030,2,263,344,-23.5
7386,20201213,S37000030,3,179,221,-19
7387,20201213,S37000030,4,118,147.5,-20
7388,20201213,S37000030,5,81,126.5,-36
7389,20201213,S37000031,2,20,21,-4.8
7390,20201213,S37000031,3,44,90,-51.1
7391,20201213,S37000031,4,6,10.5,-42.9
7392,20201213,S37000032,1,287,411.5,-30.3
7393,20201213,S37000032,2,249,348.5,-28.6
7394,20201213,S37000032,3,201,280,-28.2
7395,20201213,S37000032,4,126,185.5,-32.1
7396,20201213,S37000032,5,126,179,-29.6
7397,20201213,S37000033,1,24,53,-54.7
7398,20201213,S37000033,2,66,83.5,-21
7399,20201213,S37000033,3,91,121.5,-25.1
7400,20201213,S37000033,4,130,188,-30.9
7401,20201213,S37000033,5,62,70.5,-12.1
7402,20201213,S37000034,1,1366,2076,-34.2
7403,20201213,S37000034,2,377,606.5,-37.8
7404,20201213,S37000034,3,243,352.5,-31.1
7405,20201213,S37000034,4,180,255.5,-29.5
7406,20201213,S37000034,5,124,205,-39.5
7407,20201213,S37000035,1,716,908,-21.1
7408,20201213,S37000035,2,512,616.5,-17
7409,20201213,S37000035,3,275,368.5,-25.4
7410,20201213,S37000035,4,154,234.5,-34.3
7411,20201213,S37000035,5,92,135,-31.9
7412,20201220,S37000001,1,61,116,-47.4
7413,20201220,S37000001,2,134,245,-45.3
7414,20201220,S37000001,3,83,137.5,-39.6
7415,20201220,S37000001,4,89,152,-41.4
7416,20201220,S37000001,5,178,275.5,-35.4
7417,20201220,S37000002,1,7,11,-36.4
7418,20201220,S37000002,2,27,34,-20.6
7419,20201220,S37000002,3,85,95,-10.5
7420,20201220,S37000002,4,161,199,-19.1
7421,20201220,S37000002,5,128,206.5,-38
7422,20201220,S37000003,1,23,21.5,7
7423,20201220,S37000003,2,43,39,10.3
7424,20201220,S37000003,3,60,59,1.7
7425,20201220,S37000003,4,53,51,3.9
7426,20201220,S37000003,5,19,34.5,-44.9
7427,20201220,S37000004,1,12,20,-40
7428,20201220,S37000004,2,41,55.5,-26.1
7429,20201220,S37000004,3,80,88,-9.1
7430,20201220,S37000004,4,79,73,8.2
7431,20201220,S37000004,5,12,17,-29.4
7432,20201220,S37000005,1,93,116,-19.8
7433,20201220,S37000005,2,79,107,-26.2
7434,20201220,S37000005,3,42,61,-31.1
7435,20201220,S37000005,4,56,79.5,-29.6
7436,20201220,S37000005,5,54,57.5,-6.1
7437,20201220,S37000006,1,71,133.5,-46.8
7438,20201220,S37000006,2,222,310,-28.4
7439,20201220,S37000006,3,209,283.5,-26.3
7440,20201220,S37000006,4,79,119.5,-33.9
7441,20201220,S37000006,5,51,64,-20.3
7442,20201220,S37000007,1,214,260,-17.7
7443,20201220,S37000007,2,88,121,-27.3
7444,20201220,S37000007,3,39,62,-37.1
7445,20201220,S37000007,4,43,65,-33.8
7446,20201220,S37000007,5,49,54.5,-10.1
7447,20201220,S37000008,1,179,304,-41.1
7448,20201220,S37000008,2,134,208.5,-35.7
7449,20201220,S37000008,3,63,109.5,-42.5
7450,20201220,S37000008,4,47,75.5,-37.7
7451,20201220,S37000008,5,40,58.5,-31.6
7452,20201220,S37000009,1,30,34.5,-13
7453,20201220,S37000009,2,57,78.5,-27.4
7454,20201220,S37000009,3,21,28.5,-26.3
7455,20201220,S37000009,4,52,73.5,-29.3
7456,20201220,S37000009,5,130,184,-29.3
7457,20201220,S37000010,1,26,20,30
7458,20201220,S37000010,2,128,169.5,-24.5
7459,20201220,S37000010,3,85,114.5,-25.8
7460,20201220,S37000010,4,95,132,-28
7461,20201220,S37000010,5,63,61.5,2.4
7462,20201220,S37000011,1,43,58.5,-26.5
7463,20201220,S37000011,2,38,51.5,-26.2
7464,20201220,S37000011,3,33,51.5,-35.9
7465,20201220,S37000011,4,50,65,-23.1
7466,20201220,S37000011,5,107,179,-40.2
7467,20201220,S37000012,1,402,486,-17.3
7468,20201220,S37000012,2,319,388,-17.8
7469,20201220,S37000012,3,196,266,-26.3
7470,20201220,S37000012,4,223,305,-26.9
7471,20201220,S37000012,5,477,615,-22.4
7472,20201220,S37000013,1,107,152,-29.6
7473,20201220,S37000013,2,160,259,-38.2
7474,20201220,S37000013,3,73,122.5,-40.4
7475,20201220,S37000013,4,69,114.5,-39.7
7476,20201220,S37000013,5,63,103,-38.8
7477,20201220,S37000016,1,89,108,-17.6
7478,20201220,S37000016,2,160,207,-22.7
7479,20201220,S37000016,3,191,262.5,-27.2
7480,20201220,S37000016,4,173,265,-34.7
7481,20201220,S37000016,5,75,95,-21.1
7482,20201220,S37000017,1,217,310.5,-30.1
7483,20201220,S37000017,2,52,89,-41.6
7484,20201220,S37000017,3,55,77.5,-29
7485,20201220,S37000017,4,39,79.5,-50.9
7486,20201220,S37000017,5,27,51,-47.1
7487,20201220,S37000018,1,46,64,-28.1
7488,20201220,S37000018,2,152,206,-26.2
7489,20201220,S37000018,3,109,126,-13.5
7490,20201220,S37000018,4,58,76.5,-24.2
7491,20201220,S37000018,5,55,75.5,-27.2
7492,20201220,S37000019,2,75,99,-24.2
7493,20201220,S37000019,3,113,141.5,-20.1
7494,20201220,S37000019,4,131,183.5,-28.6
7495,20201220,S37000019,5,59,88.5,-33.3
7496,20201220,S37000020,1,246,348.5,-29.4
7497,20201220,S37000020,2,99,161.5,-38.7
7498,20201220,S37000020,3,56,87.5,-36
7499,20201220,S37000020,4,61,89,-31.5
7500,20201220,S37000020,5,51,56,-8.9
7510,20201220,S37000025,1,33,40,-17.5
7511,20201220,S37000025,2,80,97,-17.5
7512,20201220,S37000025,3,177,186.5,-5.1
7513,20201220,S37000025,4,170,185,-8.1
7514,20201220,S37000025,5,32,44,-27.3
7515,20201220,S37000026,2,6,11,-45.5
7516,20201220,S37000026,3,29,44,-34.1
7517,20201220,S37000026,4,64,99,-35.4
7518,20201220,S37000027,1,93,170.5,-45.5
7519,20201220,S37000027,2,116,183,-36.6
7520,20201220,S37000027,3,84,146,-42.5
7521,20201220,S37000027,4,44,70,-37.1
7522,20201220,S37000027,5,59,99.5,-40.7
7523,20201220,S37000028,1,349,461,-24.3
7524,20201220,S37000028,2,415,552,-24.8
7525,20201220,S37000028,3,271,383.5,-29.3
7526,20201220,S37000028,4,231,310.5,-25.6
7527,20201220,S37000028,5,152,200.5,-24.2
7528,20201220,S37000029,1,140,181.5,-22.9
7529,20201220,S37000029,2,85,101,-15.8
7530,20201220,S37000029,3,40,49.5,-19.2
7531,20201220,S37000029,4,20,34,-41.2
7532,20201220,S37000030,1,175,222.5,-21.3
7533,20201220,S37000030,2,245,312,-21.5
7534,20201220,S37000030,3,174,203.5,-14.5
7535,20201220,S37000030,4,115,159,-27.7
7536,20201220,S37000030,5,91,134.5,-32.3
7537,20201220,S37000031,2,14,32.5,-56.9
7538,20201220,S37000031,3,37,86,-57
7539,20201220,S37000031,4,6,10.5,-42.9
7540,20201220,S37000032,1,297,423,-29.8
7541,20201220,S37000032,2,246,331.5,-25.8
7542,20201220,S37000032,3,209,288.5,-27.6
7543,20201220,S37000032,4,145,190,-23.7
7544,20201220,S37000032,5,132,182.5,-27.7
7545,20201220,S37000033,1,35,43.5,-19.5
7546,20201220,S37000033,2,69,90,-23.3
7547,20201220,S37000033,3,87,109.5,-20.5
7548,20201220,S37000033,4,136,169.5,-19.8
7549,20201220,S37000033,5,53,89,-40.4
7550,20201220,S37000034,1,1434,2039.5,-29.7
7551,20201220,S37000034,2,382,593,-35.6
7552,20201220,S37000034,3,216,341.5,-36.7
7553,20201220,S37000034,4,180,252,-28.6
7554,20201220,S37000034,5,130,189.5,-31.4
7555,20201220,S37000035,1,738,941,-21.6
7556,20201220,S37000035,2,537,692,-22.4
7557,20201220,S37000035,3,290,382,-24.1
7558,20201220,S37000035,4,161,254.5,-36.7
7559,20201220,S37000035,5,105,138,-23.9
7560,20201227,S37000001,1,49,99.5,-50.8
7561,20201227,S37000001,2,147,228.5,-35.7
7562,20201227,S37000001,3,77,139.5,-44.8
7563,20201227,S37000001,4,78,135,-42.2
7564,20201227,S37000001,5,118,242,-51.2
7565,20201227,S37000002,1,9,13,-30.8
7566,20201227,S37000002,2,22,32,-31.2
7567,20201227,S37000002,3,77,94,-18.1
7568,20201227,S37000002,4,126,192.5,-34.5
7569,20201227,S37000002,5,132,211,-37.4
7570,20201227,S37000003,1,15,13,15.4
7571,20201227,S37000003,2,37,33,12.1
7572,20201227,S37000003,3,55,73.5,-25.2
7573,20201227,S37000003,4,42,54,-22.2
7574,20201227,S37000003,5,26,35.5,-26.8
7575,20201227,S37000004,1,16,13,23.1
7576,20201227,S37000004,2,22,41,-46.3
7577,20201227,S37000004,3,53,81.5,-35
7578,20201227,S37000004,4,42,69.5,-39.6
7579,20201227,S37000004,5,12,13,-7.7
7580,20201227,S37000005,1,65,122.5,-46.9
7581,20201227,S37000005,2,73,114.5,-36.2
7582,20201227,S37000005,3,61,68.5,-10.9
7583,20201227,S37000005,4,55,91.5,-39.9
7584,20201227,S37000005,5,44,60,-26.7
7585,20201227,S37000006,1,55,116,-52.6
7586,20201227,S37000006,2,178,292,-39
7587,20201227,S37000006,3,167,261.5,-36.1
7588,20201227,S37000006,4,76,106.5,-28.6
7589,20201227,S37000006,5,34,63.5,-46.5
7590,20201227,S37000007,1,160,251.5,-36.4
7591,20201227,S37000007,2,81,113,-28.3
7592,20201227,S37000007,3,37,49.5,-25.3
7593,20201227,S37000007,4,49,61,-19.7
7594,20201227,S37000007,5,33,54,-38.9
7595,20201227,S37000008,1,141,245.5,-42.6
7596,20201227,S37000008,2,127,192.5,-34
7597,20201227,S37000008,3,74,94.5,-21.7
7598,20201227,S37000008,4,43,75,-42.7
7599,20201227,S37000008,5,41,59.5,-31.1
7600,20201227,S37000009,1,16,22.5,-28.9
7601,20201227,S37000009,2,43,84,-48.8
7602,20201227,S37000009,3,21,24.5,-14.3
7603,20201227,S37000009,4,52,62.5,-16.8
7604,20201227,S37000009,5,116,182,-36.3
7605,20201227,S37000010,1,13,27,-51.9
7606,20201227,S37000010,2,119,151,-21.2
7607,20201227,S37000010,3,55,87.5,-37.1
7608,20201227,S37000010,4,72,106,-32.1
7609,20201227,S37000010,5,41,64.5,-36.4
7610,20201227,S37000011,1,37,34,8.8
7611,20201227,S37000011,2,33,44.5,-25.8
7612,20201227,S37000011,3,27,49,-44.9
7613,20201227,S37000011,4,34,63.5,-46.5
7614,20201227,S37000011,5,110,172.5,-36.2
7615,20201227,S37000012,1,344,451.5,-23.8
7616,20201227,S37000012,2,256,320.5,-20.1
7617,20201227,S37000012,3,175,279,-37.3
7618,20201227,S37000012,4,210,254.5,-17.5
7619,20201227,S37000012,5,404,569,-29
7620,20201227,S37000013,1,100,152.5,-34.4
7621,20201227,S37000013,2,152,233.5,-34.9
7622,20201227,S37000013,3,55,124,-55.6
7623,20201227,S37000013,4,53,101,-47.5
7624,20201227,S37000013,5,45,97,-53.6
7625,20201227,S37000016,1,64,115,-44.3
7626,20201227,S37000016,2,127,190,-33.2
7627,20201227,S37000016,3,171,259.5,-34.1
7628,20201227,S37000016,4,183,261,-29.9
7629,20201227,S37000016,5,64,87,-26.4
7630,20201227,S37000017,1,177,269.5,-34.3
7631,20201227,S37000017,2,48,64,-25
7632,20201227,S37000017,3,41,73,-43.8
7633,20201227,S37000017,4,58,71,-18.3
7634,20201227,S37000017,5,42,41.5,1.2
7635,20201227,S37000018,1,33,62.5,-47.2
7636,20201227,S37000018,2,173,200.5,-13.7
7637,20201227,S37000018,3,83,104.5,-20.6
7638,20201227,S37000018,4,64,58,10.3
7639,20201227,S37000018,5,33,57,-42.1
7640,20201227,S37000019,2,68,102,-33.3
7641,20201227,S37000019,3,95,117,-18.8
7642,20201227,S37000019,4,106,153.5,-30.9
7643,20201227,S37000019,5,50,73,-31.5
7644,20201227,S37000020,1,197,343.5,-42.6
7645,20201227,S37000020,2,71,144,-50.7
7646,20201227,S37000020,3,40,76.5,-47.7
7647,20201227,S37000020,4,33,67.5,-51.1
7648,20201227,S37000020,5,28,48,-41.7
7649,20201227,S37000022,2,9,15.5,-41.9
7650,20201227,S37000022,3,22,34,-35.3
7651,20201227,S37000022,4,41,50,-18
7652,20201227,S37000022,5,10,10,0
7653,20201227,S37000024,1,241,388.5,-38
7654,20201227,S37000024,2,141,230.5,-38.8
7655,20201227,S37000024,3,109,187,-41.7
7656,20201227,S37000024,4,100,175.5,-43
7657,20201227,S37000024,5,67,138.5,-51.6
7658,20201227,S37000025,1,26,45,-42.2
7659,20201227,S37000025,2,77,109.5,-29.7
7660,20201227,S37000025,3,126,178.5,-29.4
7661,20201227,S37000025,4,114,168,-32.1
7662,20201227,S37000025,5,35,39.5,-11.4
7663,20201227,S37000026,3,25,38,-34.2
7664,20201227,S37000026,4,48,79,-39.2
7665,20201227,S37000027,1,75,151.5,-50.5
7666,20201227,S37000027,2,92,168,-45.2
7667,20201227,S37000027,3,76,135.5,-43.9
7668,20201227,S37000027,4,42,84,-50
7669,20201227,S37000027,5,50,96.5,-48.2
7670,20201227,S37000028,1,303,421.5,-28.1
7671,20201227,S37000028,2,363,493,-26.4
7672,20201227,S37000028,3,255,350.5,-27.2
7673,20201227,S37000028,4,225,299.5,-24.9
7674,20201227,S37000028,5,119,182,-34.6
7675,20201227,S37000029,1,117,163.5,-28.4
7676,20201227,S37000029,2,69,85,-18.8
7677,20201227,S37000029,3,32,45,-28.9
7678,20201227,S37000029,4,26,33.5,-22.4
7679,20201227,S37000029,5,9,7,28.6
7680,20201227,S37000030,1,128,209.5,-38.9
7681,20201227,S37000030,2,222,266.5,-16.7
7682,20201227,S37000030,3,173,188,-8
7683,20201227,S37000030,4,97,147.5,-34.2
7684,20201227,S37000030,5,62,109.5,-43.4
7685,20201227,S37000031,2,18,33.5,-46.3
7686,20201227,S37000031,3,36,79,-54.4
7687,20201227,S37000031,4,8,13,-38.5
7688,20201227,S37000032,1,250,398,-37.2
7689,20201227,S37000032,2,208,315,-34
7690,20201227,S37000032,3,162,270,-40
7691,20201227,S37000032,4,107,172,-37.8
7692,20201227,S37000032,5,102,177,-42.4
7693,20201227,S37000033,1,33,47,-29.8
7694,20201227,S37000033,2,61,79.5,-23.3
7695,20201227,S37000033,3,66,109,-39.4
7696,20201227,S37000033,4,125,176,-29
7697,20201227,S37000033,5,49,68,-27.9
7698,20201227,S37000034,1,1216,1874,-35.1
7699,20201227,S37000034,2,326,511,-36.2
7700,20201227,S37000034,3,192,336,-42.9
7701,20201227,S37000034,4,127,231,-45
7702,20201227,S37000034,5,114,155,-26.5
7703,20201227,S37000035,1,612,828,-26.1
7704,20201227,S37000035,2,444,640.5,-30.7
7705,20201227,S37000035,3,233,338.5,-31.2
7706,20201227,S37000035,4,157,189.5,-17.2
7707,20201227,S37000035,5,87,114.5,-24
7708,20210103,S37000001,1,70,99.5,-29.6
7709,20210103,S37000001,2,161,228.5,-29.5
7710,20210103,S37000001,3,106,139.5,-24
7711,20210103,S37000001,4,105,135,-22.2
7712,20210103,S37000001,5,196,242,-19
7713,20210103,S37000002,1,6,13,-53.8
7714,20210103,S37000002,2,21,32,-34.4
7715,20210103,S37000002,3,87,94,-7.4
7716,20210103,S37000002,4,153,192.5,-20.5
7717,20210103,S37000002,5,143,211,-32.2
7718,20210103,S37000003,1,14,13,7.7
7719,20210103,S37000003,2,28,33,-15.2
7720,20210103,S37000003,3,54,73.5,-26.5
7721,20210103,S37000003,4,48,54,-11.1
7722,20210103,S37000003,5,37,35.5,4.2
7723,20210103,S37000004,1,17,13,30.8
7724,20210103,S37000004,2,26,41,-36.6
7725,20210103,S37000004,3,80,81.5,-1.8
7726,20210103,S37000004,4,64,69.5,-7.9
7727,20210103,S37000004,5,12,13,-7.7
7728,20210103,S37000005,1,84,122.5,-31.4
7729,20210103,S37000005,2,79,114.5,-31
7730,20210103,S37000005,3,58,68.5,-15.3
7731,20210103,S37000005,4,55,91.5,-39.9
7732,20210103,S37000005,5,55,60,-8.3
7733,20210103,S37000006,1,76,116,-34.5
7734,20210103,S37000006,2,192,292,-34.2
7735,20210103,S37000006,3,161,261.5,-38.4
7736,20210103,S37000006,4,62,106.5,-41.8
7737,20210103,S37000006,5,39,63.5,-38.6
7738,20210103,S37000007,1,217,251.5,-13.7
7739,20210103,S37000007,2,79,113,-30.1
7740,20210103,S37000007,3,50,49.5,1
7741,20210103,S37000007,4,54,61,-11.5
7742,20210103,S37000007,5,69,54,27.8
7743,20210103,S37000008,1,208,245.5,-15.3
7744,20210103,S37000008,2,117,192.5,-39.2
7745,20210103,S37000008,3,69,94.5,-27
7746,20210103,S37000008,4,47,75,-37.3
7747,20210103,S37000008,5,40,59.5,-32.8
7748,20210103,S37000009,1,14,22.5,-37.8
7749,20210103,S37000009,2,67,84,-20.2
7750,20210103,S37000009,3,18,24.5,-26.5
11001,20210606,S37000009,4,69,72,-4.2
11002,20210606,S37000009,5,180,183,-1.6
11003,20210606,S37000010,1,28,27.5,1.8
11004,20210606,S37000010,2,188,161,16.8
11005,20210606,S37000010,3,104,100.5,3.5
11006,20210606,S37000010,4,140,123.5,13.4
11007,20210606,S37000010,5,82,62.5,31.2
11008,20210606,S37000011,1,44,53,-17
11009,20210606,S37000011,2,60,44.5,34.8
11010,20210606,S37000011,3,51,54,-5.6
11011,20210606,S37000011,4,58,71,-18.3
7760,20210103,S37000011,3,40,49,-18.4
7761,20210103,S37000011,4,50,63.5,-21.3
7762,20210103,S37000011,5,124,172.5,-28.1
7763,20210103,S37000012,1,380,451.5,-15.8
7764,20210103,S37000012,2,248,320.5,-22.6
7765,20210103,S37000012,3,208,279,-25.4
7766,20210103,S37000012,4,234,254.5,-8.1
7767,20210103,S37000012,5,522,569,-8.3
7768,20210103,S37000013,1,80,152.5,-47.5
7769,20210103,S37000013,2,144,233.5,-38.3
7770,20210103,S37000013,3,86,124,-30.6
7771,20210103,S37000013,4,70,101,-30.7
7772,20210103,S37000013,5,46,97,-52.6
7773,20210103,S37000016,1,86,115,-25.2
7774,20210103,S37000016,2,151,190,-20.5
7775,20210103,S37000016,3,176,259.5,-32.2
7776,20210103,S37000016,4,196,261,-24.9
7777,20210103,S37000016,5,81,87,-6.9
7778,20210103,S37000017,1,244,269.5,-9.5
7779,20210103,S37000017,2,52,64,-18.8
7780,20210103,S37000017,3,46,73,-37
7781,20210103,S37000017,4,46,71,-35.2
7782,20210103,S37000017,5,40,41.5,-3.6
7783,20210103,S37000018,1,37,62.5,-40.8
7784,20210103,S37000018,2,156,200.5,-22.2
7785,20210103,S37000018,3,109,104.5,4.3
7786,20210103,S37000018,4,61,58,5.2
7787,20210103,S37000018,5,53,57,-7
7788,20210103,S37000019,2,66,102,-35.3
7789,20210103,S37000019,3,92,117,-21.4
7790,20210103,S37000019,4,97,153.5,-36.8
7791,20210103,S37000019,5,60,73,-17.8
7792,20210103,S37000020,1,239,343.5,-30.4
7793,20210103,S37000020,2,104,144,-27.8
7794,20210103,S37000020,3,58,76.5,-24.2
7795,20210103,S37000020,4,43,67.5,-36.3
7796,20210103,S37000020,5,33,48,-31.2
7797,20210103,S37000022,2,10,15.5,-35.5
7798,20210103,S37000022,3,24,34,-29.4
7799,20210103,S37000022,4,44,50,-12
7800,20210103,S37000024,1,252,388.5,-35.1
7801,20210103,S37000024,2,136,230.5,-41
7802,20210103,S37000024,3,122,187,-34.8
7803,20210103,S37000024,4,114,175.5,-35
7804,20210103,S37000024,5,96,138.5,-30.7
7805,20210103,S37000025,1,36,45,-20
7806,20210103,S37000025,2,81,109.5,-26
7807,20210103,S37000025,3,147,178.5,-17.6
7808,20210103,S37000025,4,154,168,-8.3
7809,20210103,S37000025,5,56,39.5,41.8
7810,20210103,S37000026,3,21,38,-44.7
7811,20210103,S37000026,4,50,79,-36.7
7812,20210103,S37000027,1,74,151.5,-51.2
7813,20210103,S37000027,2,115,168,-31.5
7814,20210103,S37000027,3,77,135.5,-43.2
7815,20210103,S37000027,4,58,84,-31
7816,20210103,S37000027,5,57,96.5,-40.9
7817,20210103,S37000028,1,324,421.5,-23.1
7818,20210103,S37000028,2,401,493,-18.7
7819,20210103,S37000028,3,305,350.5,-13
7820,20210103,S37000028,4,253,299.5,-15.5
