id,week_ending,hscp,simd_quintile,number_attendances,average20182019,percent_variation
3330,20200607,S37000017,5,42,59,-28.8
3331,20200607,S37000018,1,42,65,-35.4
3332,20200607,S37000018,2,187,230.5,-18.9
3333,20200607,S37000018,3,99,117,-15.4
3334,20200607,S37000018,4,54,72.5,-25.5
3335,20200607,S37000018,5,45,71.5,-37.1
3336,20200607,S37000019,1,6,8,-25
3337,20200607,S37000019,2,62,111,-44.1
3338,20200607,S37000019,3,95,131,-27.5
3339,20200607,S37000019,4,102,171,-40.4
3340,20200607,S37000019,5,43,81,-46.9
3341,20200607,S37000020,1,302,438,-31.1
3342,20200607,S37000020,2,145,169.5,-14.5
3343,20200607,S37000020,3,65,94.5,-31.2
3344,20200607,S37000020,4,67,78,-14.1
3345,20200607,S37000020,5,43,49.5,-13.1
3346,20200607,S37000022,2,10,19,-47.4
3347,20200607,S37000022,3,27,41.5,-34.9
3348,20200607,S37000022,4,45,60.5,-25.6
3349,20200607,S37000022,5,6,12.5,-52
3350,20200607,S37000024,1,278,447,-37.8
3351,20200607,S37000024,2,139,252.5,-45
3352,20200607,S37000024,3,112,207.5,-46
3353,20200607,S37000024,4,92,163,-43.6
3354,20200607,S37000024,5,102,155,-34.2
3355,20200607,S37000025,1,44,45.5,-3.3
3356,20200607,S37000025,2,74,116.5,-36.5
3357,20200607,S37000025,3,169,228.5,-26
3358,20200607,S37000025,4,159,192,-17.2
3359,20200607,S37000025,5,42,54.5,-22.9
3360,20200607,S37000026,2,9,12,-25
3361,20200607,S37000026,3,24,39.5,-39.2
3362,20200607,S37000026,4,48,91,-47.3
3363,20200607,S37000027,1,135,175,-22.9
3364,20200607,S37000027,2,146,201,-27.4
3365,20200607,S37000027,3,128,153,-16.3
3366,20200607,S37000027,4,59,66.5,-11.3
3367,20200607,S37000027,5,81,116.5,-30.5
3368,20200607,S37000028,1,448,484.5,-7.5
3369,20200607,S37000028,2,462,624,-26
3370,20200607,S37000028,3,307,385,-20.3
3371,20200607,S37000028,4,296,368.5,-19.7
3372,20200607,S37000028,5,181,233.5,-22.5
3373,20200607,S37000029,1,153,210,-27.1
3374,20200607,S37000029,2,56,96,-41.7
3375,20200607,S37000029,3,33,48,-31.2
3376,20200607,S37000029,4,25,26.5,-5.7
3377,20200607,S37000029,5,9,9,0
3378,20200607,S37000030,1,192,244.5,-21.5
3379,20200607,S37000030,2,284,332.5,-14.6
3380,20200607,S37000030,3,180,222.5,-19.1
3381,20200607,S37000030,4,119,170.5,-30.2
3382,20200607,S37000030,5,113,136.5,-17.2
3383,20200607,S37000031,2,19,38,-50
3384,20200607,S37000031,3,58,89.5,-35.2
3385,20200607,S37000032,1,306,461,-33.6
3386,20200607,S37000032,2,230,351,-34.5
3387,20200607,S37000032,3,206,287,-28.2
3388,20200607,S37000032,4,138,177.5,-22.3
3389,20200607,S37000032,5,116,157.5,-26.3
3390,20200607,S37000033,1,36,62.5,-42.4
3391,20200607,S37000033,2,67,99,-32.3
3392,20200607,S37000033,3,106,130.5,-18.8
3393,20200607,S37000033,4,144,202,-28.7
3394,20200607,S37000033,5,67,81,-17.3
3395,20200607,S37000034,1,1459,2135.5,-31.7
3396,20200607,S37000034,2,378,616.5,-38.7
3397,20200607,S37000034,3,273,369,-26
3398,20200607,S37000034,4,176,257.5,-31.7
3399,20200607,S37000034,5,148,223,-33.6
3400,20200607,S37000035,1,819,957,-14.4
3401,20200607,S37000035,2,585,759,-22.9
3402,20200607,S37000035,3,290,425,-31.8
3403,20200607,S37000035,4,171,254.5,-32.8
3404,20200607,S37000035,5,120,129,-7
3405,20200614,S37000001,1,74,128,-42.2
3406,20200614,S37000001,2,138,217,-36.4
3407,20200614,S37000001,3,86,143.5,-40.1
3408,20200614,S37000001,4,67,138.5,-51.6
3409,20200614,S37000001,5,142,250,-43.2
3410,20200614,S37000002,1,13,10,30
3411,20200614,S37000002,2,19,37,-48.6
3412,20200614,S37000002,3,64,90,-28.9
3413,20200614,S37000002,4,151,206.5,-26.9
3414,20200614,S37000002,5,125,213,-41.3
3415,20200614,S37000003,1,18,15.5,16.1
3416,20200614,S37000003,2,38,35,8.6
3417,20200614,S37000003,3,46,69,-33.3
3418,20200614,S37000003,4,53,62,-14.5
3419,20200614,S37000003,5,29,46,-37
3420,20200614,S37000004,1,14,24,-41.7
3421,20200614,S37000004,2,23,49.5,-53.5
3422,20200614,S37000004,3,58,95.5,-39.3
3423,20200614,S37000004,4,58,77,-24.7
3424,20200614,S37000004,5,7,16,-56.2
3425,20200614,S37000005,1,83,131.5,-36.9
3426,20200614,S37000005,2,71,103,-31.1
3427,20200614,S37000005,3,44,66.5,-33.8
3428,20200614,S37000005,4,56,88,-36.4
3429,20200614,S37000005,5,38,77,-50.6
3430,20200614,S37000006,1,99,125.5,-21.1
3431,20200614,S37000006,2,238,287,-17.1
3432,20200614,S37000006,3,220,307,-28.3
3433,20200614,S37000006,4,77,128,-39.8
3434,20200614,S37000006,5,44,64.5,-31.8
3435,20200614,S37000007,1,195,284.5,-31.5
3436,20200614,S37000007,2,108,122,-11.5
3437,20200614,S37000007,3,55,58,-5.2
3438,20200614,S37000007,4,45,78.5,-42.7
3439,20200614,S37000007,5,50,71,-29.6
3440,20200614,S37000008,1,226,304.5,-25.8
3441,20200614,S37000008,2,159,204.5,-22.2
3442,20200614,S37000008,3,81,115,-29.6
3443,20200614,S37000008,4,69,98.5,-29.9
3444,20200614,S37000008,5,36,70,-48.6
3445,20200614,S37000009,1,25,28.5,-12.3
3446,20200614,S37000009,2,60,73.5,-18.4
3447,20200614,S37000009,3,19,27.5,-30.9
3448,20200614,S37000009,4,51,66.5,-23.3
3449,20200614,S37000009,5,107,195.5,-45.3
3450,20200614,S37000010,1,23,27,-14.8
3451,20200614,S37000010,2,117,157,-25.5
3452,20200614,S37000010,3,67,108.5,-38.2
3453,20200614,S37000010,4,88,125,-29.6
3454,20200614,S37000010,5,45,68,-33.8
3455,20200614,S37000011,1,35,46.5,-24.7
3456,20200614,S37000011,2,43,48,-10.4
3457,20200614,S37000011,3,37,46,-19.6
3458,20200614,S37000011,4,29,75,-61.3
3459,20200614,S37000011,5,149,180,-17.2
3460,20200614,S37000012,1,350,460.5,-24
3461,20200614,S37000012,2,225,366,-38.5
3462,20200614,S37000012,3,200,279,-28.3
3463,20200614,S37000012,4,220,311,-29.3
3464,20200614,S37000012,5,445,628,-29.1
3465,20200614,S37000013,1,115,168.5,-31.8
3466,20200614,S37000013,2,178,268.5,-33.7
3467,20200614,S37000013,3,86,136,-36.8
3468,20200614,S37000013,4,66,131,-49.6
3469,20200614,S37000013,5,53,124,-57.3
3470,20200614,S37000016,1,93,128,-27.3
3471,20200614,S37000016,2,161,211.5,-23.9
3472,20200614,S37000016,3,215,280.5,-23.4
3473,20200614,S37000016,4,201,287,-30
3474,20200614,S37000016,5,79,106,-25.5
3475,20200614,S37000017,1,210,302.5,-30.6
3476,20200614,S37000017,2,50,86.5,-42.2
3477,20200614,S37000017,3,42,89.5,-53.1
3478,20200614,S37000017,4,43,78.5,-45.2
3479,20200614,S37000017,5,34,51.5,-34
3480,20200614,S37000018,1,54,64,-15.6
3481,20200614,S37000018,2,145,199.5,-27.3
3482,20200614,S37000018,3,95,125,-24
3483,20200614,S37000018,4,59,74,-20.3
3484,20200614,S37000018,5,47,50.5,-6.9
3485,20200614,S37000019,2,57,92.5,-38.4
3486,20200614,S37000019,3,97,144,-32.6
3487,20200614,S37000019,4,109,161,-32.3
3488,20200614,S37000019,5,49,83.5,-41.3
3489,20200614,S37000020,1,352,389,-9.5
3490,20200614,S37000020,2,126,161,-21.7
3491,20200614,S37000020,3,54,81,-33.3
3492,20200614,S37000020,4,79,96.5,-18.1
3493,20200614,S37000020,5,35,53.5,-34.6
3494,20200614,S37000022,2,9,17,-47.1
3495,20200614,S37000022,3,27,33.5,-19.4
3496,20200614,S37000022,4,35,55.5,-36.9
3497,20200614,S37000022,5,12,11.5,4.3
3498,20200614,S37000024,1,268,436.5,-38.6
3499,20200614,S37000024,2,138,245,-43.7
3500,20200614,S37000024,3,104,216,-51.9
3501,20200614,S37000024,4,82,170,-51.8
3502,20200614,S37000024,5,113,158,-28.5
3503,20200614,S37000025,1,25,38,-34.2
3504,20200614,S37000025,2,76,113.5,-33
3505,20200614,S37000025,3,169,219,-22.8
3506,20200614,S37000025,4,165,191,-13.6
3507,20200614,S37000025,5,31,53.5,-42.1
3508,20200614,S37000026,3,30,56,-46.4
3509,20200614,S37000026,4,62,92.5,-33
3510,20200614,S37000027,1,109,173,-37
3511,20200614,S37000027,2,132,185.5,-28.8
3512,20200614,S37000027,3,117,147.5,-20.7
3513,20200614,S37000027,4,59,81,-27.2
3514,20200614,S37000027,5,75,111,-32.4
3515,20200614,S37000028,1,347,517.5,-32.9
3516,20200614,S37000028,2,474,583.5,-18.8
3517,20200614,S37000028,3,289,404.5,-28.6
3518,20200614,S37000028,4,228,333,-31.5
3519,20200614,S37000028,5,155,212.5,-27.1
3520,20200614,S37000029,1,136,186,-26.9
3521,20200614,S37000029,2,75,103.5,-27.5
3522,20200614,S37000029,3,35,48,-27.1
3523,20200614,S37000029,4,22,34.5,-36.2
3524,20200614,S37000030,1,176,225.5,-22
3525,20200614,S37000030,2,235,338,-30.5
3526,20200614,S37000030,3,140,237,-40.9
3527,20200614,S37000030,4,120,170,-29.4
3528,20200614,S37000030,5,94,140,-32.9
3529,20200614,S37000031,2,21,30.5,-31.1
3530,20200614,S37000031,3,50,75.5,-33.8
3531,20200614,S37000031,4,7,7,0
3532,20200614,S37000032,1,305,417.5,-26.9
3533,20200614,S37000032,2,260,343.5,-24.3
3534,20200614,S37000032,3,208,276,-24.6
3535,20200614,S37000032,4,141,194.5,-27.5
3536,20200614,S37000032,5,150,169,-11.2
3537,20200614,S37000033,1,44,52.5,-16.2
3538,20200614,S37000033,2,57,87.5,-34.9
3539,20200614,S37000033,3,101,144.5,-30.1
3540,20200614,S37000033,4,155,201,-22.9
3541,20200614,S37000033,5,81,95.5,-15.2
3542,20200614,S37000034,1,1328,2127.5,-37.6
3543,20200614,S37000034,2,395,545,-27.5
3544,20200614,S37000034,3,273,347.5,-21.4
3545,20200614,S37000034,4,183,265.5,-31.1
3546,20200614,S37000034,5,142,222.5,-36.2
3547,20200614,S37000035,1,759,937,-19
3548,20200614,S37000035,2,527,680,-22.5
3549,20200614,S37000035,3,277,388.5,-28.7
3550,20200614,S37000035,4,162,233,-30.5
3551,20200614,S37000035,5,99,129.5,-23.6
3552,20200621,S37000001,1,87,120,-27.5
3553,20200621,S37000001,2,178,261.5,-31.9
3554,20200621,S37000001,3,88,159.5,-44.8
3555,20200621,S37000001,4,100,171.5,-41.7
3556,20200621,S37000001,5,190,278.5,-31.8
3557,20200621,S37000002,1,17,11,54.5
3558,20200621,S37000002,2,34,30.5,11.5
3559,20200621,S37000002,3,86,101,-14.9
3560,20200621,S37000002,4,157,213.5,-26.5
3561,20200621,S37000002,5,144,236.5,-39.1
3562,20200621,S37000003,1,19,24.5,-22.4
3563,20200621,S37000003,2,28,31.5,-11.1
3564,20200621,S37000003,3,67,69,-2.9
3565,20200621,S37000003,4,54,68,-20.6
3566,20200621,S37000003,5,35,35.5,-1.4
3567,20200621,S37000004,1,16,29.5,-45.8
3568,20200621,S37000004,2,36,43,-16.3
3569,20200621,S37000004,3,56,87,-35.6
3570,20200621,S37000004,4,45,63.5,-29.1
3571,20200621,S37000004,5,7,11,-36.4
3572,20200621,S37000005,1,96,124,-22.6
3573,20200621,S37000005,2,96,105,-8.6
3574,20200621,S37000005,3,62,81,-23.5
3575,20200621,S37000005,4,61,79.5,-23.3
3576,20200621,S37000005,5,52,72.5,-28.3
3577,20200621,S37000006,1,108,113,-4.4
3578,20200621,S37000006,2,276,286.5,-3.7
3579,20200621,S37000006,3,226,299.5,-24.5
3580,20200621,S37000006,4,81,125,-35.2
3581,20200621,S37000006,5,36,60,-40
3582,20200621,S37000007,1,217,282.5,-23.2
3583,20200621,S37000007,2,118,136,-13.2
3584,20200621,S37000007,3,46,64,-28.1
3585,20200621,S37000007,4,50,70,-28.6
3586,20200621,S37000007,5,46,72,-36.1
3587,20200621,S37000008,1,259,291,-11
3588,20200621,S37000008,2,168,203.5,-17.4
3589,20200621,S37000008,3,99,110,-10
3590,20200621,S37000008,4,61,66,-7.6
3591,20200621,S37000008,5,60,47.5,26.3
3592,20200621,S37000009,1,15,33.5,-55.2
3593,20200621,S37000009,2,53,90,-41.1
3594,20200621,S37000009,3,20,31,-35.5
3595,20200621,S37000009,4,54,72,-25
3596,20200621,S37000009,5,144,187.5,-23.2
3597,20200621,S37000010,1,18,23.5,-23.4
3598,20200621,S37000010,2,133,163,-18.4
3599,20200621,S37000010,3,88,109,-19.3
3600,20200621,S37000010,4,91,128,-28.9
3601,20200621,S37000010,5,59,73.5,-19.7
3602,20200621,S37000011,1,42,51,-17.6
3603,20200621,S37000011,2,42,59.5,-29.4
3604,20200621,S37000011,3,41,62,-33.9
3605,20200621,S37000011,4,45,63.5,-29.1
3606,20200621,S37000011,5,188,178.5,5.3
3607,20200621,S37000012,1,402,481,-16.4
3608,20200621,S37000012,2,285,373,-23.6
3609,20200621,S37000012,3,227,282.5,-19.6
3610,20200621,S37000012,4,236,307,-23.1
3611,20200621,S37000012,5,473,621.5,-23.9
3612,20200621,S37000013,1,107,176.5,-39.4
3613,20200621,S37000013,2,196,262,-25.2
3614,20200621,S37000013,3,90,139.5,-35.5
3615,20200621,S37000013,4,82,128.5,-36.2
3616,20200621,S37000013,5,73,105,-30.5
3617,20200621,S37000016,1,93,114.5,-18.8
3618,20200621,S37000016,2,171,229,-25.3
3619,20200621,S37000016,3,179,269,-33.5
3620,20200621,S37000016,4,206,296,-30.4
3621,20200621,S37000016,5,60,101.5,-40.9
3622,20200621,S37000017,1,230,301,-23.6
3623,20200621,S37000017,2,48,82,-41.5
3624,20200621,S37000017,3,80,82,-2.4
3625,20200621,S37000017,4,55,79.5,-30.8
3626,20200621,S37000017,5,27,45.5,-40.7
3627,20200621,S37000018,1,49,75.5,-35.1
3628,20200621,S37000018,2,190,206,-7.8
3629,20200621,S37000018,3,92,122.5,-24.9
3630,20200621,S37000018,4,63,76.5,-17.6
3631,20200621,S37000018,5,56,65.5,-14.5
3632,20200621,S37000019,2,74,103.5,-28.5
3633,20200621,S37000019,3,108,143.5,-24.7
3634,20200621,S37000019,4,110,156,-29.5
3635,20200621,S37000019,5,54,79,-31.6
3636,20200621,S37000020,1,316,390.5,-19.1
3637,20200621,S37000020,2,163,175,-6.9
3638,20200621,S37000020,3,74,82.5,-10.3
3639,20200621,S37000020,4,72,90,-20
3640,20200621,S37000020,5,38,51.5,-26.2
3641,20200621,S37000022,2,17,16,6.2
3642,20200621,S37000022,3,21,37.5,-44
3643,20200621,S37000022,4,39,54,-27.8
3644,20200621,S37000022,5,6,10,-40
3645,20200621,S37000024,1,309,424,-27.1
3646,20200621,S37000024,2,168,249,-32.5
3647,20200621,S37000024,3,119,215.5,-44.8
3648,20200621,S37000024,4,118,169.5,-30.4
3649,20200621,S37000024,5,99,154.5,-35.9
3650,20200621,S37000025,1,30,53,-43.4
3651,20200621,S37000025,2,94,102,-7.8
3652,20200621,S37000025,3,182,218.5,-16.7
3653,20200621,S37000025,4,166,203,-18.2
3654,20200621,S37000025,5,35,52,-32.7
3655,20200621,S37000026,2,9,5,80
3656,20200621,S37000026,3,37,36,2.8
3657,20200621,S37000026,4,72,95.5,-24.6
3658,20200621,S37000027,1,128,160,-20
3659,20200621,S37000027,2,160,184,-13
3660,20200621,S37000027,3,114,139.5,-18.3
3661,20200621,S37000027,4,61,75,-18.7
3662,20200621,S37000027,5,64,110,-41.8
3663,20200621,S37000028,1,397,481,-17.5
3664,20200621,S37000028,2,506,589,-14.1
3665,20200621,S37000028,3,338,388.5,-13
3666,20200621,S37000028,4,269,345.5,-22.1
3667,20200621,S37000028,5,177,196.5,-9.9
3668,20200621,S37000029,1,144,177,-18.6
3669,20200621,S37000029,2,76,101,-24.8
3670,20200621,S37000029,3,45,54.5,-17.4
3671,20200621,S37000029,4,25,31.5,-20.6
3672,20200621,S37000029,5,8,7.5,6.7
3673,20200621,S37000030,1,172,246.5,-30.2
3674,20200621,S37000030,2,293,332,-11.7
3675,20200621,S37000030,3,203,251,-19.1
3676,20200621,S37000030,4,134,168,-20.2
3677,20200621,S37000030,5,98,137,-28.5
3678,20200621,S37000031,2,27,30.5,-11.5
3679,20200621,S37000031,3,45,74.5,-39.6
3680,20200621,S37000031,4,6,9.5,-36.8
3681,20200621,S37000032,1,349,429.5,-18.7
3682,20200621,S37000032,2,255,350.5,-27.2
3683,20200621,S37000032,3,228,286.5,-20.4
3684,20200621,S37000032,4,135,183,-26.2
3685,20200621,S37000032,5,139,194,-28.4
3686,20200621,S37000033,1,45,58,-22.4
3687,20200621,S37000033,2,62,93,-33.3
3688,20200621,S37000033,3,99,126,-21.4
3689,20200621,S37000033,4,166,213.5,-22.2
3690,20200621,S37000033,5,72,95,-24.2
3691,20200621,S37000034,1,1548,2104.5,-26.4
3692,20200621,S37000034,2,422,561,-24.8
3693,20200621,S37000034,3,236,370,-36.2
3694,20200621,S37000034,4,190,248.5,-23.5
3695,20200621,S37000034,5,153,193.5,-20.9
3696,20200621,S37000035,1,781,912.5,-14.4
3697,20200621,S37000035,2,629,693,-9.2
3698,20200621,S37000035,3,328,392,-16.3
3699,20200621,S37000035,4,186,240,-22.5
3700,20200621,S37000035,5,110,149,-26.2
3701,20200628,S37000001,1,88,125.5,-29.9
3702,20200628,S37000001,2,220,258.5,-14.9
3703,20200628,S37000001,3,116,148,-21.6
3704,20200628,S37000001,4,129,127.5,1.2
3705,20200628,S37000001,5,216,268,-19.4
3706,20200628,S37000002,1,8,11,-27.3
3707,20200628,S37000002,2,46,37,24.3
3708,20200628,S37000002,3,102,110.5,-7.7
3709,20200628,S37000002,4,179,218,-17.9
3710,20200628,S37000002,5,180,218,-17.4
3711,20200628,S37000003,1,14,12.5,12
3712,20200628,S37000003,2,44,41.5,6
3713,20200628,S37000003,3,65,72,-9.7
3714,20200628,S37000003,4,40,58.5,-31.6
3715,20200628,S37000003,5,39,53.5,-27.1
3716,20200628,S37000004,1,20,20,0
3717,20200628,S37000004,2,43,47.5,-9.5
3718,20200628,S37000004,3,57,99,-42.4
3719,20200628,S37000004,4,26,69,-62.3
3720,20200628,S37000004,5,10,15.5,-35.5
3721,20200628,S37000005,1,96,125,-23.2
3722,20200628,S37000005,2,89,121.5,-26.7
3723,20200628,S37000005,3,55,77,-28.6
3724,20200628,S37000005,4,76,83,-8.4
3725,20200628,S37000005,5,54,79,-31.6
3726,20200628,S37000006,1,74,128,-42.2
3727,20200628,S37000006,2,245,293.5,-16.5
3728,20200628,S37000006,3,223,306.5,-27.2
3729,20200628,S37000006,4,88,127.5,-31
3730,20200628,S37000006,5,43,64,-32.8
3731,20200628,S37000007,1,228,276.5,-17.5
3732,20200628,S37000007,2,100,124.5,-19.7
3733,20200628,S37000007,3,57,67,-14.9
3734,20200628,S37000007,4,55,71,-22.5
3735,20200628,S37000007,5,55,70,-21.4
3736,20200628,S37000008,1,262,302.5,-13.4
3737,20200628,S37000008,2,186,213,-12.7
3738,20200628,S37000008,3,91,110,-17.3
3739,20200628,S37000008,4,72,81,-11.1
3740,20200628,S37000008,5,52,67.5,-23
3741,20200628,S37000009,1,18,38,-52.6
3742,20200628,S37000009,2,49,83.5,-41.3
3743,20200628,S37000009,3,25,32.5,-23.1
3744,20200628,S37000009,4,47,66.5,-29.3
3745,20200628,S37000009,5,122,184.5,-33.9
3746,20200628,S37000010,1,16,27,-40.7
3747,20200628,S37000010,2,138,168,-17.9
3748,20200628,S37000010,3,89,106.5,-16.4
3749,20200628,S37000010,4,103,122,-15.6
3750,20200628,S37000010,5,51,67,-23.9
3751,20200628,S37000011,1,43,47.5,-9.5
3752,20200628,S37000011,2,46,58.5,-21.4
3753,20200628,S37000011,3,43,55.5,-22.5
3754,20200628,S37000011,4,39,57.5,-32.2
3755,20200628,S37000011,5,151,177.5,-14.9
3756,20200628,S37000012,1,417,470.5,-11.4
3757,20200628,S37000012,2,335,385.5,-13.1
3758,20200628,S37000012,3,256,265.5,-3.6
3759,20200628,S37000012,4,223,296.5,-24.8
3760,20200628,S37000012,5,475,620,-23.4
3761,20200628,S37000013,1,111,167,-33.5
3762,20200628,S37000013,2,157,290,-45.9
3763,20200628,S37000013,3,81,151,-46.4
3764,20200628,S37000013,4,75,125.5,-40.2
3765,20200628,S37000013,5,77,109.5,-29.7
3766,20200628,S37000016,1,91,115,-20.9
3767,20200628,S37000016,2,164,234,-29.9
3768,20200628,S37000016,3,227,264.5,-14.2
3769,20200628,S37000016,4,280,293.5,-4.6
3770,20200628,S37000016,5,66,100,-34
3771,20200628,S37000017,1,215,296.5,-27.5
3772,20200628,S37000017,2,51,79.5,-35.8
3773,20200628,S37000017,3,59,96,-38.5
3774,20200628,S37000017,4,37,87,-57.5
3775,20200628,S37000017,5,37,46.5,-20.4
3776,20200628,S37000018,1,68,62.5,8.8
3777,20200628,S37000018,2,166,217,-23.5
3778,20200628,S37000018,3,108,118,-8.5
3779,20200628,S37000018,4,70,64,9.4
3780,20200628,S37000018,5,57,58.5,-2.6
3781,20200628,S37000019,2,90,101.5,-11.3
3782,20200628,S37000019,3,114,158.5,-28.1
3783,20200628,S37000019,4,154,174,-11.5
3784,20200628,S37000019,5,62,89,-30.3
3785,20200628,S37000020,1,341,426,-20
3786,20200628,S37000020,2,162,176,-8
3787,20200628,S37000020,3,54,101.5,-46.8
3788,20200628,S37000020,4,72,110.5,-34.8
3789,20200628,S37000020,5,47,55.5,-15.3
3790,20200628,S37000022,2,14,18,-22.2
3791,20200628,S37000022,3,31,37.5,-17.3
3792,20200628,S37000022,4,42,63.5,-33.9
3793,20200628,S37000022,5,8,13.5,-40.7
3794,20200628,S37000024,1,268,455.5,-41.2
3795,20200628,S37000024,2,152,260,-41.5
3796,20200628,S37000024,3,104,196.5,-47.1
3797,20200628,S37000024,4,100,157.5,-36.5
3798,20200628,S37000024,5,93,139,-33.1
3799,20200628,S37000025,1,41,49.5,-17.2
3800,20200628,S37000025,2,105,122,-13.9
3801,20200628,S37000025,3,191,221,-13.6
3802,20200628,S37000025,4,148,215,-31.2
3803,20200628,S37000025,5,50,45.5,9.9
3804,20200628,S37000026,2,11,10,10
3805,20200628,S37000026,3,35,52,-32.7
3806,20200628,S37000026,4,72,81,-11.1
3807,20200628,S37000027,1,127,162,-21.6
3808,20200628,S37000027,2,155,206,-24.8
3809,20200628,S37000027,3,99,156.5,-36.7
3810,20200628,S37000027,4,67,83,-19.3
3811,20200628,S37000027,5,73,110.5,-33.9
3812,20200628,S37000028,1,449,482.5,-6.9
3813,20200628,S37000028,2,533,599.5,-11.1
3814,20200628,S37000028,3,347,383,-9.4
3815,20200628,S37000028,4,306,319,-4.1
3816,20200628,S37000028,5,198,217.5,-9
3817,20200628,S37000029,1,148,204.5,-27.6
3818,20200628,S37000029,2,80,116,-31
3819,20200628,S37000029,3,43,48.5,-11.3
3820,20200628,S37000029,4,14,33.5,-58.2
3821,20200628,S37000029,5,6,10.5,-42.9
3822,20200628,S37000030,1,211,246.5,-14.4
3823,20200628,S37000030,2,268,341.5,-21.5
3824,20200628,S37000030,3,184,241,-23.7
3825,20200628,S37000030,4,140,158,-11.4
3826,20200628,S37000030,5,95,125,-24
3827,20200628,S37000031,2,18,35.5,-49.3
3828,20200628,S37000031,3,70,88,-20.5
3829,20200628,S37000031,4,7,6.5,7.7
3830,20200628,S37000032,1,347,409,-15.2
3831,20200628,S37000032,2,309,357.5,-13.6
3832,20200628,S37000032,3,228,303,-24.8
3833,20200628,S37000032,4,154,199,-22.6
3834,20200628,S37000032,5,135,191,-29.3
3835,20200628,S37000033,1,51,55,-7.3
3836,20200628,S37000033,2,62,99,-37.4
3837,20200628,S37000033,3,89,137,-35
3838,20200628,S37000033,4,153,225.5,-32.2
3839,20200628,S37000033,5,62,104.5,-40.7
3840,20200628,S37000034,1,1423,2056.5,-30.8
3841,20200628,S37000034,2,425,585,-27.4
3842,20200628,S37000034,3,249,380.5,-34.6
3843,20200628,S37000034,4,183,265.5,-31.1
3844,20200628,S37000034,5,150,194,-22.7
3845,20200628,S37000035,1,816,959,-14.9
3846,20200628,S37000035,2,595,705,-15.6
3847,20200628,S37000035,3,316,394,-19.8
3848,20200628,S37000035,4,172,236,-27.1
3849,20200628,S37000035,5,125,151,-17.2
3850,20200705,S37000001,1,96,127.5,-24.7
3851,20200705,S37000001,2,215,256,-16
3852,20200705,S37000001,3,116,152,-23.7
3853,20200705,S37000001,4,110,151.5,-27.4
3854,20200705,S37000001,5,187,255,-26.7
3855,20200705,S37000002,1,7,12,-41.7
3856,20200705,S37000002,2,28,35,-20
3857,20200705,S37000002,3,90,106,-15.1
3858,20200705,S37000002,4,180,217.5,-17.2
3859,20200705,S37000002,5,188,217,-13.4
3860,20200705,S37000003,1,12,18.5,-35.1
3861,20200705,S37000003,2,28,41,-31.7
3862,20200705,S37000003,3,67,75,-10.7
3863,20200705,S37000003,4,40,49.5,-19.2
3864,20200705,S37000003,5,44,39.5,11.4
3865,20200705,S37000004,1,23,16.5,39.4
3866,20200705,S37000004,2,24,48,-50
3867,20200705,S37000004,3,53,75,-29.3
3868,20200705,S37000004,4,51,63.5,-19.7
3869,20200705,S37000004,5,11,8.5,29.4
3870,20200705,S37000005,1,104,112.5,-7.6
3871,20200705,S37000005,2,87,107.5,-19.1
3872,20200705,S37000005,3,39,68,-42.6
3873,20200705,S37000005,4,54,90,-40
3874,20200705,S37000005,5,54,71,-23.9
3875,20200705,S37000006,1,110,111.5,-1.3
3876,20200705,S37000006,2,219,320.5,-31.7
3877,20200705,S37000006,3,206,275.5,-25.2
3878,20200705,S37000006,4,83,118,-29.7
3879,20200705,S37000006,5,43,59,-27.1
3880,20200705,S37000007,1,205,265.5,-22.8
3881,20200705,S37000007,2,98,118.5,-17.3
3882,20200705,S37000007,3,43,55.5,-22.5
3883,20200705,S37000007,4,49,58,-15.5
3884,20200705,S37000007,5,50,62.5,-20
3885,20200705,S37000008,1,238,276,-13.8
3886,20200705,S37000008,2,148,210.5,-29.7
3887,20200705,S37000008,3,96,107.5,-10.7
3888,20200705,S37000008,4,70,66,6.1
3889,20200705,S37000008,5,56,56,0
3890,20200705,S37000009,1,20,28.5,-29.8
3891,20200705,S37000009,2,62,71,-12.7
3892,20200705,S37000009,3,25,38.5,-35.1
3893,20200705,S37000009,4,45,77.5,-41.9
3894,20200705,S37000009,5,119,195,-39
3895,20200705,S37000010,1,14,26,-46.2
3896,20200705,S37000010,2,158,155,1.9
3897,20200705,S37000010,3,70,85.5,-18.1
3898,20200705,S37000010,4,118,103,14.6
3899,20200705,S37000010,5,52,49.5,5.1
3900,20200705,S37000011,1,28,54.5,-48.6
3901,20200705,S37000011,2,51,49.5,3
3902,20200705,S37000011,3,38,50.5,-24.8
3903,20200705,S37000011,4,46,53.5,-14
3904,20200705,S37000011,5,150,181,-17.1
3905,20200705,S37000012,1,381,479,-20.5
3906,20200705,S37000012,2,282,335.5,-15.9
3907,20200705,S37000012,3,184,263,-30
3908,20200705,S37000012,4,225,279.5,-19.5
3909,20200705,S37000012,5,424,549.5,-22.8
3910,20200705,S37000013,1,97,172.5,-43.8
3911,20200705,S37000013,2,169,267.5,-36.8
3912,20200705,S37000013,3,76,140,-45.7
3913,20200705,S37000013,4,69,119,-42
3914,20200705,S37000013,5,63,101.5,-37.9
3915,20200705,S37000016,1,102,115,-11.3
3916,20200705,S37000016,2,138,216.5,-36.3
3917,20200705,S37000016,3,200,272.5,-26.6
