id,week_ending,hscp,age_group,age_group_qf,sex,sex_qf,number_attendances,average20182019,percent_variation
6911,20200607,S37000022,5 - 14,,All,d,6,16.5,-63.6
6912,20200607,S37000022,15 - 44,,All,d,27,39.5,-31.6
6913,20200607,S37000022,45 - 64,,All,d,25,29.5,-15.3
6914,20200607,S37000022,65 - 74,,All,d,12,16,-25
6915,20200607,S37000022,75 - 84,,All,d,11,14.5,-24.1
6916,20200607,S37000022,85 and over,,All,d,7,8.5,-17.6
6917,20200607,S37000022,All ages,d,All,d,89,136.5,-34.8
6918,20200607,S37000022,All ages,d,Female,,46,61,-24.6
6919,20200607,S37000022,All ages,d,Male,,43,75,-42.7
6920,20200607,S37000024,Under 5,,All,d,55,102,-46.1
6921,20200607,S37000024,5 - 14,,All,d,62,140,-55.7
6922,20200607,S37000024,15 - 44,,All,d,281,412,-31.8
6923,20200607,S37000024,45 - 64,,All,d,169,287,-41.1
6924,20200607,S37000024,65 - 74,,All,d,76,128,-40.6
6925,20200607,S37000024,75 - 84,,All,d,55,101,-45.5
6926,20200607,S37000024,85 and over,,All,d,34,67,-49.3
6927,20200607,S37000024,All ages,d,All,d,733,1238,-40.8
6928,20200607,S37000024,All ages,d,Female,,347,630,-44.9
6929,20200607,S37000024,All ages,d,Male,,385,607,-36.6
6930,20200607,S37000025,Under 5,,All,d,16,24.5,-34.7
6931,20200607,S37000025,5 - 14,,All,d,25,60,-58.3
6932,20200607,S37000025,15 - 44,,All,d,145,217.5,-33.3
6933,20200607,S37000025,45 - 64,,All,d,121,139.5,-13.3
6934,20200607,S37000025,65 - 74,,All,d,75,79,-5.1
6935,20200607,S37000025,75 - 84,,All,d,68,80.5,-15.5
6936,20200607,S37000025,85 and over,,All,d,49,42,16.7
6937,20200607,S37000025,All ages,d,All,d,499,644.5,-22.6
6938,20200607,S37000025,All ages,d,Female,,248,314.5,-21.1
6939,20200607,S37000025,All ages,d,Male,,251,328.5,-23.6
6940,20200607,S37000026,Under 5,,All,d,7,9.5,-26.3
6941,20200607,S37000026,5 - 14,,All,d,5,11.5,-56.5
6942,20200607,S37000026,15 - 44,,All,d,26,53,-50.9
6943,20200607,S37000026,45 - 64,,All,d,21,33,-36.4
6944,20200607,S37000026,65 - 74,,All,d,11,14.5,-24.1
6945,20200607,S37000026,75 - 84,,All,d,9,14,-35.7
6946,20200607,S37000026,All ages,d,All,d,81,146,-44.5
6947,20200607,S37000026,All ages,d,Female,,42,67,-37.3
6948,20200607,S37000026,All ages,d,Male,,39,76,-48.7
6949,20200607,S37000027,Under 5,,All,d,28,55.5,-49.5
6950,20200607,S37000027,5 - 14,,All,d,45,94.5,-52.4
6951,20200607,S37000027,15 - 44,,All,d,155,213,-27.2
6952,20200607,S37000027,45 - 64,,All,d,139,166,-16.3
6953,20200607,S37000027,65 - 74,,All,d,70,82.5,-15.2
6954,20200607,S37000027,75 - 84,,All,d,73,69.5,5
6955,20200607,S37000027,85 and over,,All,d,44,33,33.3
6956,20200607,S37000027,All ages,d,All,d,558,715,-22
6957,20200607,S37000027,All ages,d,Female,,284,347,-18.2
6958,20200607,S37000027,All ages,d,Male,,270,367,-26.4
6959,20200607,S37000028,Under 5,,All,d,88,137,-35.8
6960,20200607,S37000028,5 - 14,,All,d,116,215.5,-46.2
6961,20200607,S37000028,15 - 44,,All,d,590,682,-13.5
6962,20200607,S37000028,45 - 64,,All,d,492,514,-4.3
6963,20200607,S37000028,65 - 74,,All,d,168,232.5,-27.7
6964,20200607,S37000028,75 - 84,,All,d,172,219.5,-21.6
6965,20200607,S37000028,85 and over,,All,d,99,109,-9.2
6966,20200607,S37000028,All ages,d,All,d,1735,2119,-18.1
6967,20200607,S37000028,All ages,d,Female,,831,1049.5,-20.8
6968,20200607,S37000028,All ages,d,Male,,894,1060,-15.7
6969,20200607,S37000029,Under 5,,All,d,22,40,-45
6970,20200607,S37000029,5 - 14,,All,d,26,57.5,-54.8
6971,20200607,S37000029,15 - 44,,All,d,111,132.5,-16.2
6972,20200607,S37000029,45 - 64,,All,d,73,88,-17
6973,20200607,S37000029,65 - 74,,All,d,26,31.5,-17.5
6974,20200607,S37000029,75 - 84,,All,d,11,24,-54.2
6975,20200607,S37000029,85 and over,,All,d,11,16.5,-33.3
6976,20200607,S37000029,All ages,d,All,d,282,390.5,-27.8
6977,20200607,S37000029,All ages,d,Female,,147,195,-24.6
6978,20200607,S37000029,All ages,d,Male,,133,195,-31.8
6979,20200607,S37000030,Under 5,,All,d,69,87,-20.7
6980,20200607,S37000030,5 - 14,,All,d,87,178.5,-51.3
6981,20200607,S37000030,15 - 44,,All,d,333,411,-19
6982,20200607,S37000030,45 - 64,,All,d,251,255.5,-1.8
6983,20200607,S37000030,65 - 74,,All,d,73,89,-18
6984,20200607,S37000030,75 - 84,,All,d,77,67,14.9
6985,20200607,S37000030,85 and over,,All,d,27,31.5,-14.3
6986,20200607,S37000030,All ages,d,All,d,921,1127,-18.3
6987,20200607,S37000030,All ages,d,Female,,451,556.5,-19
6988,20200607,S37000030,All ages,d,Male,,466,563,-17.2
6989,20200607,S37000031,15 - 44,,All,d,27,48.5,-44.3
6990,20200607,S37000031,45 - 64,,All,d,21,35,-40
6991,20200607,S37000031,65 - 74,,All,d,7,18,-61.1
6992,20200607,S37000031,75 - 84,,All,d,13,12.5,4
6993,20200607,S37000031,85 and over,,All,d,6,5.5,9.1
6994,20200607,S37000031,All ages,d,All,d,80,147.5,-45.8
6995,20200607,S37000031,All ages,d,Female,,42,65,-35.4
6996,20200607,S37000031,All ages,d,Male,,38,81.5,-53.4
6997,20200607,S37000032,Under 5,,All,d,73,120.5,-39.4
6998,20200607,S37000032,5 - 14,,All,d,71,153,-53.6
6999,20200607,S37000032,15 - 44,,All,d,372,538,-30.9
7000,20200607,S37000032,45 - 64,,All,d,248,322.5,-23.1
11001,20200906,S37000033,Under 5,,All,d,33,35,-5.7
11002,20200906,S37000033,5 - 14,,All,d,64,72,-11.1
11003,20200906,S37000033,15 - 44,,All,d,172,206,-16.5
11004,20200906,S37000033,45 - 64,,All,d,106,113,-6.2
11005,20200906,S37000033,65 - 74,,All,d,42,51.5,-18.4
11006,20200906,S37000033,75 - 84,,All,d,47,51.5,-8.7
11007,20200906,S37000033,85 and over,,All,d,28,30.5,-8.2
11008,20200906,S37000033,All ages,d,All,d,497,562,-11.6
11009,20200906,S37000033,All ages,d,Female,,246,266.5,-7.7
11010,20200906,S37000033,All ages,d,Male,,246,293,-16
11011,20200906,S37000034,Under 5,,All,d,277,380,-27.1
11012,20200906,S37000034,5 - 14,,All,d,276,354,-22
11013,20200906,S37000034,15 - 44,,All,d,1053,1457,-27.7
11014,20200906,S37000034,45 - 64,,All,d,629,770.5,-18.4
11015,20200906,S37000034,65 - 74,,All,d,213,244.5,-12.9
11016,20200906,S37000034,75 - 84,,All,d,177,213,-16.9
11017,20200906,S37000034,85 and over,,All,d,118,133.5,-11.6
11018,20200906,S37000034,All ages,d,All,d,2770,3557.5,-22.1
11019,20200906,S37000034,All ages,d,Female,,1254,1662.5,-24.6
11020,20200906,S37000034,All ages,d,Male,,1489,1890,-21.2
11021,20200906,S37000035,Under 5,,All,d,135,177.5,-23.9
11022,20200906,S37000035,5 - 14,,All,d,197,272.5,-27.7
7001,20200607,S37000032,65 - 74,,All,d,104,132,-21.2
7002,20200607,S37000032,75 - 84,,All,d,99,123.5,-19.8
7003,20200607,S37000032,85 and over,,All,d,48,57.5,-16.5
7004,20200607,S37000032,All ages,d,All,d,1023,1452.5,-29.6
7005,20200607,S37000032,All ages,d,Female,,478,733.5,-34.8
7006,20200607,S37000032,All ages,d,Male,,537,713.5,-24.7
7007,20200607,S37000033,Under 5,,All,d,21,30.5,-31.1
7008,20200607,S37000033,5 - 14,,All,d,28,76,-63.2
7009,20200607,S37000033,15 - 44,,All,d,156,217,-28.1
7010,20200607,S37000033,45 - 64,,All,d,100,117,-14.5
7011,20200607,S37000033,65 - 74,,All,d,43,52,-17.3
7012,20200607,S37000033,75 - 84,,All,d,37,54,-31.5
7013,20200607,S37000033,85 and over,,All,d,40,35,14.3
7014,20200607,S37000033,All ages,d,All,d,433,582.5,-25.7
7015,20200607,S37000033,All ages,d,Female,,193,264.5,-27
7016,20200607,S37000033,All ages,d,Male,,232,317,-26.8
7017,20200607,S37000034,Under 5,,All,d,173,403,-57.1
7018,20200607,S37000034,5 - 14,,All,d,180,380.5,-52.7
7019,20200607,S37000034,15 - 44,,All,d,1018,1443.5,-29.5
7020,20200607,S37000034,45 - 64,,All,d,648,810.5,-20
7021,20200607,S37000034,65 - 74,,All,d,196,253.5,-22.7
7022,20200607,S37000034,75 - 84,,All,d,172,210.5,-18.3
7023,20200607,S37000034,85 and over,,All,d,76,122,-37.7
7024,20200607,S37000034,All ages,d,All,d,2493,3627.5,-31.3
7025,20200607,S37000034,All ages,d,Female,,1134,1710,-33.7
7026,20200607,S37000034,All ages,d,Male,,1329,1913.5,-30.5
7027,20200607,S37000035,Under 5,,All,d,88,175,-49.7
7028,20200607,S37000035,5 - 14,,All,d,119,290.5,-59
7029,20200607,S37000035,15 - 44,,All,d,754,920.5,-18.1
7030,20200607,S37000035,45 - 64,,All,d,545,614,-11.2
7031,20200607,S37000035,65 - 74,,All,d,243,243,0
7032,20200607,S37000035,75 - 84,,All,d,166,204,-18.6
7033,20200607,S37000035,85 and over,,All,d,88,95.5,-7.9
7034,20200607,S37000035,All ages,d,All,d,2015,2555,-21.1
7035,20200607,S37000035,All ages,d,Female,,1015,1243.5,-18.4
7036,20200607,S37000035,All ages,d,Male,,988,1299,-23.9
7037,20200614,S37000001,Under 5,,All,d,44,67.5,-34.8
7038,20200614,S37000001,5 - 14,,All,d,35,108.5,-67.7
7039,20200614,S37000001,15 - 44,,All,d,174,368.5,-52.8
7040,20200614,S37000001,45 - 64,,All,d,113,170.5,-33.7
7041,20200614,S37000001,65 - 74,,All,d,55,74.5,-26.2
7042,20200614,S37000001,75 - 84,,All,d,54,58,-6.9
7043,20200614,S37000001,85 and over,,All,d,43,39.5,8.9
7044,20200614,S37000001,All ages,d,All,d,523,904.5,-42.2
7045,20200614,S37000001,All ages,d,Female,,242,442.5,-45.3
7046,20200614,S37000001,All ages,d,Male,,276,444.5,-37.9
7047,20200614,S37000002,Under 5,,All,d,32,49.5,-35.4
7048,20200614,S37000002,5 - 14,,All,d,43,95,-54.7
7049,20200614,S37000002,15 - 44,,All,d,110,196.5,-44
7050,20200614,S37000002,45 - 64,,All,d,78,110.5,-29.4
7051,20200614,S37000002,65 - 74,,All,d,39,48.5,-19.6
7052,20200614,S37000002,75 - 84,,All,d,44,36.5,20.5
7053,20200614,S37000002,85 and over,,All,d,30,23.5,27.7
7054,20200614,S37000002,All ages,d,All,d,378,563,-32.9
7055,20200614,S37000002,All ages,d,Female,,167,278,-39.9
7056,20200614,S37000002,All ages,d,Male,,209,282,-25.9
7057,20200614,S37000003,Under 5,,All,d,18,18,0
7058,20200614,S37000003,5 - 14,,All,d,16,29,-44.8
7059,20200614,S37000003,15 - 44,,All,d,62,78,-20.5
7060,20200614,S37000003,45 - 64,,All,d,36,34.5,4.3
7061,20200614,S37000003,65 - 74,,All,d,22,29,-24.1
7062,20200614,S37000003,75 - 84,,All,d,21,26.5,-20.8
7063,20200614,S37000003,85 and over,,All,d,13,14,-7.1
7064,20200614,S37000003,All ages,d,All,d,190,229.5,-17.2
7065,20200614,S37000003,All ages,d,Female,,95,115.5,-17.7
7066,20200614,S37000003,All ages,d,Male,,93,113.5,-18.1
7067,20200614,S37000004,Under 5,,All,d,9,21.5,-58.1
7068,20200614,S37000004,5 - 14,,All,d,6,26.5,-77.4
7069,20200614,S37000004,15 - 44,,All,d,48,83,-42.2
7070,20200614,S37000004,45 - 64,,All,d,41,54.5,-24.8
7071,20200614,S37000004,65 - 74,,All,d,24,34.5,-30.4
7072,20200614,S37000004,75 - 84,,All,d,26,26,0
7073,20200614,S37000004,85 and over,,All,d,11,19.5,-43.6
7074,20200614,S37000004,All ages,d,All,d,169,271,-37.6
7075,20200614,S37000004,All ages,d,Female,,93,134.5,-30.9
7076,20200614,S37000004,All ages,d,Male,,72,131,-45
7077,20200614,S37000005,Under 5,,All,d,20,37,-45.9
7078,20200614,S37000005,5 - 14,,All,d,14,46.5,-69.9
7079,20200614,S37000005,15 - 44,,All,d,96,160.5,-40.2
7080,20200614,S37000005,45 - 64,,All,d,73,110,-33.6
7081,20200614,S37000005,65 - 74,,All,d,31,48,-35.4
7082,20200614,S37000005,75 - 84,,All,d,38,47.5,-20
7083,20200614,S37000005,85 and over,,All,d,22,19,15.8
7084,20200614,S37000005,All ages,d,All,d,299,477.5,-37.4
7085,20200614,S37000005,All ages,d,Female,,145,228,-36.4
7086,20200614,S37000005,All ages,d,Male,,149,240.5,-38
7087,20200614,S37000006,Under 5,,All,d,35,77.5,-54.8
7088,20200614,S37000006,5 - 14,,All,d,45,116,-61.2
7089,20200614,S37000006,15 - 44,,All,d,218,298,-26.8
7090,20200614,S37000006,45 - 64,,All,d,169,185.5,-8.9
7091,20200614,S37000006,65 - 74,,All,d,99,89.5,10.6
7092,20200614,S37000006,75 - 84,,All,d,72,103.5,-30.4
7093,20200614,S37000006,85 and over,,All,d,45,45.5,-1.1
7094,20200614,S37000006,All ages,d,All,d,686,916,-25.1
7095,20200614,S37000006,All ages,d,Female,,335,445.5,-24.8
7096,20200614,S37000006,All ages,d,Male,,348,470,-26
7097,20200614,S37000007,Under 5,,All,d,27,46.5,-41.9
7098,20200614,S37000007,5 - 14,,All,d,33,80.5,-59
7099,20200614,S37000007,15 - 44,,All,d,216,252,-14.3
7100,20200614,S37000007,45 - 64,,All,d,97,123,-21.1
7101,20200614,S37000007,65 - 74,,All,d,32,38.5,-16.9
7102,20200614,S37000007,75 - 84,,All,d,28,46,-39.1
7103,20200614,S37000007,85 and over,,All,d,22,29,-24.1
7104,20200614,S37000007,All ages,d,All,d,459,617.5,-25.7
7105,20200614,S37000007,All ages,d,Female,,205,300,-31.7
7106,20200614,S37000007,All ages,d,Male,,250,315.5,-20.8
7107,20200614,S37000008,Under 5,,All,d,41,78,-47.4
7108,20200614,S37000008,5 - 14,,All,d,41,99.5,-58.8
7109,20200614,S37000008,15 - 44,,All,d,219,283,-22.6
7110,20200614,S37000008,45 - 64,,All,d,136,174,-21.8
7111,20200614,S37000008,65 - 74,,All,d,65,65,0
7112,20200614,S37000008,75 - 84,,All,d,46,67.5,-31.9
7113,20200614,S37000008,85 and over,,All,d,27,32,-15.6
7114,20200614,S37000008,All ages,d,All,d,578,799.5,-27.7
7115,20200614,S37000008,All ages,d,Female,,258,390,-33.8
7116,20200614,S37000008,All ages,d,Male,,317,409,-22.5
7117,20200614,S37000009,Under 5,,All,d,31,53,-41.5
7118,20200614,S37000009,5 - 14,,All,d,13,53.5,-75.7
7119,20200614,S37000009,15 - 44,,All,d,81,111.5,-27.4
7120,20200614,S37000009,45 - 64,,All,d,54,69.5,-22.3
7121,20200614,S37000009,65 - 74,,All,d,30,35.5,-15.5
7122,20200614,S37000009,75 - 84,,All,d,31,42.5,-27.1
7123,20200614,S37000009,85 and over,,All,d,22,30.5,-27.9
7124,20200614,S37000009,All ages,d,All,d,263,397,-33.8
7125,20200614,S37000009,All ages,d,Female,,136,203.5,-33.2
7126,20200614,S37000009,All ages,d,Male,,126,192.5,-34.5
7127,20200614,S37000010,Under 5,,All,d,44,65.5,-32.8
7128,20200614,S37000010,5 - 14,,All,d,38,92.5,-58.9
7129,20200614,S37000010,15 - 44,,All,d,107,156,-31.4
7130,20200614,S37000010,45 - 64,,All,d,79,80,-1.2
7131,20200614,S37000010,65 - 74,,All,d,37,39.5,-6.3
7132,20200614,S37000010,75 - 84,,All,d,26,40.5,-35.8
7133,20200614,S37000010,85 and over,,All,d,23,20,15
7134,20200614,S37000010,All ages,d,All,d,354,495,-28.5
7135,20200614,S37000010,All ages,d,Female,,175,239.5,-26.9
7136,20200614,S37000010,All ages,d,Male,,179,254.5,-29.7
7137,20200614,S37000011,Under 5,,All,d,21,44.5,-52.8
7138,20200614,S37000011,5 - 14,,All,d,32,55.5,-42.3
7139,20200614,S37000011,15 - 44,,All,d,107,112,-4.5
7140,20200614,S37000011,45 - 64,,All,d,61,82,-25.6
7141,20200614,S37000011,65 - 74,,All,d,36,30,20
7142,20200614,S37000011,75 - 84,,All,d,20,46,-56.5
7143,20200614,S37000011,85 and over,,All,d,21,27.5,-23.6
7144,20200614,S37000011,All ages,d,All,d,300,398,-24.6
7145,20200614,S37000011,All ages,d,Female,,161,209.5,-23.2
7146,20200614,S37000011,All ages,d,Male,,137,188,-27.1
7147,20200614,S37000012,Under 5,,All,d,202,316,-36.1
7148,20200614,S37000012,5 - 14,,All,d,164,330.5,-50.4
7149,20200614,S37000012,15 - 44,,All,d,481,673.5,-28.6
7150,20200614,S37000012,45 - 64,,All,d,313,378,-17.2
7151,20200614,S37000012,65 - 74,,All,d,91,149,-38.9
7152,20200614,S37000012,75 - 84,,All,d,131,133,-1.5
7153,20200614,S37000012,85 and over,,All,d,89,90,-1.1
7154,20200614,S37000012,All ages,d,All,d,1489,2111.5,-29.5
7155,20200614,S37000012,All ages,d,Female,,739,1004.5,-26.4
7156,20200614,S37000012,All ages,d,Male,,732,1065.5,-31.3
7157,20200614,S37000013,Under 5,,All,d,28,64.5,-56.6
7158,20200614,S37000013,5 - 14,,All,d,25,100.5,-75.1
7159,20200614,S37000013,15 - 44,,All,d,180,289,-37.7
7160,20200614,S37000013,45 - 64,,All,d,132,201,-34.3
7161,20200614,S37000013,65 - 74,,All,d,57,76,-25
7162,20200614,S37000013,75 - 84,,All,d,47,68,-30.9
7163,20200614,S37000013,85 and over,,All,d,32,32.5,-1.5
7164,20200614,S37000013,All ages,d,All,d,503,834,-39.7
7165,20200614,S37000013,All ages,d,Female,,232,406,-42.9
7166,20200614,S37000013,All ages,d,Male,,269,425.5,-36.8
7167,20200614,S37000016,Under 5,,All,d,37,57.5,-35.7
7168,20200614,S37000016,5 - 14,,All,d,60,112,-46.4
7169,20200614,S37000016,15 - 44,,All,d,285,366,-22.1
7170,20200614,S37000016,45 - 64,,All,d,195,239,-18.4
7171,20200614,S37000016,65 - 74,,All,d,89,105,-15.2
7172,20200614,S37000016,75 - 84,,All,d,60,96.5,-37.8
7173,20200614,S37000016,85 and over,,All,d,37,47,-21.3
7174,20200614,S37000016,All ages,d,All,d,772,1034.5,-25.4
7175,20200614,S37000016,All ages,d,Female,,368,496,-25.8
7176,20200614,S37000016,All ages,d,Male,,395,527,-25
7177,20200614,S37000017,Under 5,,All,d,31,47.5,-34.7
7178,20200614,S37000017,5 - 14,,All,d,17,70,-75.7
7179,20200614,S37000017,15 - 44,,All,d,147,202.5,-27.4
7180,20200614,S37000017,45 - 64,,All,d,103,135,-23.7
7181,20200614,S37000017,65 - 74,,All,d,35,74.5,-53
7182,20200614,S37000017,75 - 84,,All,d,30,52.5,-42.9
7183,20200614,S37000017,85 and over,,All,d,19,30.5,-37.7
7184,20200614,S37000017,All ages,d,All,d,383,613,-37.5
7185,20200614,S37000017,All ages,d,Female,,189,307.5,-38.5
7186,20200614,S37000017,All ages,d,Male,,193,305,-36.7
7187,20200614,S37000018,Under 5,,All,d,46,71.5,-35.7
7188,20200614,S37000018,5 - 14,,All,d,35,67,-47.8
7189,20200614,S37000018,15 - 44,,All,d,138,169,-18.3
7190,20200614,S37000018,45 - 64,,All,d,108,109,-0.9
7191,20200614,S37000018,65 - 74,,All,d,45,48.5,-7.2
7192,20200614,S37000018,75 - 84,,All,d,32,36.5,-12.3
7193,20200614,S37000018,85 and over,,All,d,16,21,-23.8
7194,20200614,S37000018,All ages,d,All,d,422,525.5,-19.7
7195,20200614,S37000018,All ages,d,Female,,203,264.5,-23.3
7196,20200614,S37000018,All ages,d,Male,,217,258,-15.9
7197,20200614,S37000019,Under 5,,All,d,24,32,-25
7198,20200614,S37000019,5 - 14,,All,d,23,58.5,-60.7
7199,20200614,S37000019,15 - 44,,All,d,109,175,-37.7
7200,20200614,S37000019,45 - 64,,All,d,73,111,-34.2
7201,20200614,S37000019,65 - 74,,All,d,29,59.5,-51.3
7202,20200614,S37000019,75 - 84,,All,d,33,33.5,-1.5
7203,20200614,S37000019,85 and over,,All,d,29,21,38.1
7204,20200614,S37000019,All ages,d,All,d,322,498,-35.3
7205,20200614,S37000019,All ages,d,Female,,166,248.5,-33.2
7206,20200614,S37000019,All ages,d,Male,,154,242,-36.4
7207,20200614,S37000020,Under 5,,All,d,39,69.5,-43.9
7208,20200614,S37000020,5 - 14,,All,d,42,102,-58.8
7209,20200614,S37000020,15 - 44,,All,d,220,253.5,-13.2
7210,20200614,S37000020,45 - 64,,All,d,174,179,-2.8
7211,20200614,S37000020,65 - 74,,All,d,79,76.5,3.3
7212,20200614,S37000020,75 - 84,,All,d,60,73,-17.8
7213,20200614,S37000020,85 and over,,All,d,34,30.5,11.5
7214,20200614,S37000020,All ages,d,All,d,655,786.5,-16.7
7215,20200614,S37000020,All ages,d,Female,,319,377.5,-15.5
7216,20200614,S37000020,All ages,d,Male,,329,406.5,-19.1
7217,20200614,S37000022,5 - 14,,All,d,7,15.5,-54.8
7218,20200614,S37000022,15 - 44,,All,d,24,40,-40
7219,20200614,S37000022,45 - 64,,All,d,23,31,-25.8
7220,20200614,S37000022,65 - 74,,All,d,8,11.5,-30.4
7221,20200614,S37000022,75 - 84,,All,d,16,14,14.3
7222,20200614,S37000022,All ages,d,All,d,84,122.5,-31.4
7223,20200614,S37000022,All ages,d,Female,,33,59.5,-44.5
7224,20200614,S37000022,All ages,d,Male,,51,62,-17.7
7225,20200614,S37000024,Under 5,,All,d,42,104,-59.6
7226,20200614,S37000024,5 - 14,,All,d,54,150,-64
7227,20200614,S37000024,15 - 44,,All,d,276,422,-34.6
7228,20200614,S37000024,45 - 64,,All,d,171,283.5,-39.7
7229,20200614,S37000024,65 - 74,,All,d,63,109,-42.2
7230,20200614,S37000024,75 - 84,,All,d,69,108.5,-36.4
7231,20200614,S37000024,85 and over,,All,d,35,57.5,-39.1
7232,20200614,S37000024,All ages,d,All,d,717,1235.5,-42
7233,20200614,S37000024,All ages,d,Female,,336,644,-47.8
7234,20200614,S37000024,All ages,d,Male,,374,590.5,-36.7
7235,20200614,S37000025,Under 5,,All,d,17,30,-43.3
7236,20200614,S37000025,5 - 14,,All,d,21,54,-61.1
7237,20200614,S37000025,15 - 44,,All,d,150,180,-16.7
7238,20200614,S37000025,45 - 64,,All,d,109,149.5,-27.1
7239,20200614,S37000025,65 - 74,,All,d,61,77.5,-21.3
7240,20200614,S37000025,75 - 84,,All,d,72,80.5,-10.6
7241,20200614,S37000025,85 and over,,All,d,43,48,-10.4
7242,20200614,S37000025,All ages,d,All,d,474,624,-24
7243,20200614,S37000025,All ages,d,Female,,264,316,-16.5
7244,20200614,S37000025,All ages,d,Male,,209,303.5,-31.1
7245,20200614,S37000026,5 - 14,,All,d,10,16.5,-39.4
7246,20200614,S37000026,15 - 44,,All,d,32,52.5,-39
7247,20200614,S37000026,45 - 64,,All,d,21,36,-41.7
7248,20200614,S37000026,65 - 74,,All,d,13,24.5,-46.9
7249,20200614,S37000026,75 - 84,,All,d,10,12.5,-20
7250,20200614,S37000026,85 and over,,All,d,6,6.5,-7.7
7501,20200621,S37000018,All ages,d,Female,,232,288,-19.4
7502,20200621,S37000018,All ages,d,Male,,229,267,-14.2
7503,20200621,S37000019,Under 5,,All,d,20,36.5,-45.2
7504,20200621,S37000019,5 - 14,,All,d,35,65.5,-46.6
7505,20200621,S37000019,15 - 44,,All,d,119,185,-35.7
7506,20200621,S37000019,45 - 64,,All,d,85,97,-12.4
7262,20200614,S37000027,All ages,d,Female,,233,331,-29.6
7263,20200614,S37000027,All ages,d,Male,,264,368.5,-28.4
7264,20200614,S37000028,Under 5,,All,d,75,149,-49.7
7265,20200614,S37000028,5 - 14,,All,d,88,234.5,-62.5
7266,20200614,S37000028,15 - 44,,All,d,510,700,-27.1
7267,20200614,S37000028,45 - 64,,All,d,400,508.5,-21.3
7268,20200614,S37000028,65 - 74,,All,d,178,210,-15.2
7269,20200614,S37000028,75 - 84,,All,d,178,177.5,0.3
7270,20200614,S37000028,85 and over,,All,d,85,91.5,-7.1
7271,20200614,S37000028,All ages,d,All,d,1520,2077.5,-26.8
7272,20200614,S37000028,All ages,d,Female,,767,1032,-25.7
7273,20200614,S37000028,All ages,d,Male,,747,1039,-28.1
7274,20200614,S37000029,Under 5,,All,d,26,41,-36.6
7275,20200614,S37000029,5 - 14,,All,d,23,52.5,-56.2
7276,20200614,S37000029,15 - 44,,All,d,110,126,-12.7
7277,20200614,S37000029,45 - 64,,All,d,63,91,-30.8
7278,20200614,S37000029,65 - 74,,All,d,25,33.5,-25.4
7279,20200614,S37000029,75 - 84,,All,d,17,23.5,-27.7
7280,20200614,S37000029,85 and over,,All,d,13,14,-7.1
7281,20200614,S37000029,All ages,d,All,d,278,381.5,-27.1
7282,20200614,S37000029,All ages,d,Female,,124,186.5,-33.5
7283,20200614,S37000029,All ages,d,Male,,153,195,-21.5
7284,20200614,S37000030,Under 5,,All,d,59,95,-37.9
7285,20200614,S37000030,5 - 14,,All,d,65,150,-56.7
7286,20200614,S37000030,15 - 44,,All,d,301,438,-31.3
7287,20200614,S37000030,45 - 64,,All,d,203,239.5,-15.2
7288,20200614,S37000030,65 - 74,,All,d,79,84,-6
7289,20200614,S37000030,75 - 84,,All,d,69,77,-10.4
7290,20200614,S37000030,85 and over,,All,d,22,38,-42.1
7291,20200614,S37000030,All ages,d,All,d,803,1132.5,-29.1
7292,20200614,S37000030,All ages,d,Female,,385,544,-29.2
7293,20200614,S37000030,All ages,d,Male,,413,577.5,-28.5
7294,20200614,S37000031,5 - 14,,All,d,7,13,-46.2
7295,20200614,S37000031,15 - 44,,All,d,22,36,-38.9
7296,20200614,S37000031,45 - 64,,All,d,20,28.5,-29.8
7297,20200614,S37000031,65 - 74,,All,d,7,12.5,-44
7298,20200614,S37000031,75 - 84,,All,d,13,13.5,-3.7
7299,20200614,S37000031,85 and over,,All,d,10,6,66.7
7300,20200614,S37000031,All ages,d,All,d,83,118,-29.7
7301,20200614,S37000031,All ages,d,Female,,39,52,-25
7302,20200614,S37000031,All ages,d,Male,,43,65,-33.8
7303,20200614,S37000032,Under 5,,All,d,69,95,-27.4
7304,20200614,S37000032,5 - 14,,All,d,89,171.5,-48.1
7305,20200614,S37000032,15 - 44,,All,d,424,550.5,-23
7306,20200614,S37000032,45 - 64,,All,d,248,313.5,-20.9
7307,20200614,S37000032,65 - 74,,All,d,104,126.5,-17.8
7308,20200614,S37000032,75 - 84,,All,d,83,98.5,-15.7
7309,20200614,S37000032,85 and over,,All,d,60,59,1.7
7310,20200614,S37000032,All ages,d,All,d,1085,1419,-23.5
7311,20200614,S37000032,All ages,d,Female,,527,679,-22.4
7312,20200614,S37000032,All ages,d,Male,,550,735.5,-25.2
7313,20200614,S37000033,Under 5,,All,d,37,35.5,4.2
7314,20200614,S37000033,5 - 14,,All,d,35,81.5,-57.1
7315,20200614,S37000033,15 - 44,,All,d,156,195.5,-20.2
7316,20200614,S37000033,45 - 64,,All,d,105,137.5,-23.6
7317,20200614,S37000033,65 - 74,,All,d,39,52,-25
7318,20200614,S37000033,75 - 84,,All,d,45,53.5,-15.9
7319,20200614,S37000033,85 and over,,All,d,27,29.5,-8.5
7320,20200614,S37000033,All ages,d,All,d,446,586,-23.9
7321,20200614,S37000033,All ages,d,Female,,203,273.5,-25.8
7322,20200614,S37000033,All ages,d,Male,,241,311.5,-22.6
7323,20200614,S37000034,Under 5,,All,d,164,405.5,-59.6
7324,20200614,S37000034,5 - 14,,All,d,159,401.5,-60.4
