id,week_ending,hscp,age_group,age_group_qf,sex,sex_qf,number_attendances,average20182019,percent_variation
15118,20201213,S37000010,65 - 74,,All,d,34,44,-22.7
15119,20201213,S37000010,75 - 84,,All,d,25,34.5,-27.5
15120,20201213,S37000010,85 and over,,All,d,29,35,-17.1
15121,20201213,S37000010,All ages,d,All,d,371,508.5,-27
15122,20201213,S37000010,All ages,d,Female,,182,258,-29.5
15123,20201213,S37000010,All ages,d,Male,,185,244,-24.2
15124,20201213,S37000011,Under 5,,All,d,29,67,-56.7
15125,20201213,S37000011,5 - 14,,All,d,42,37.5,12
15126,20201213,S37000011,15 - 44,,All,d,82,106.5,-23
15127,20201213,S37000011,45 - 64,,All,d,64,80.5,-20.5
15128,20201213,S37000011,65 - 74,,All,d,24,38.5,-37.7
15129,20201213,S37000011,75 - 84,,All,d,27,50,-46
15130,20201213,S37000011,85 and over,,All,d,24,28.5,-15.8
15131,20201213,S37000011,All ages,d,All,d,292,410,-28.8
15132,20201213,S37000011,All ages,d,Female,,166,213.5,-22.2
15133,20201213,S37000011,All ages,d,Male,,126,195,-35.4
15134,20201213,S37000012,Under 5,,All,d,211,428,-50.7
15135,20201213,S37000012,5 - 14,,All,d,223,278.5,-19.9
15136,20201213,S37000012,15 - 44,,All,d,496,657,-24.5
15137,20201213,S37000012,45 - 64,,All,d,309,349.5,-11.6
15138,20201213,S37000012,65 - 74,,All,d,113,151,-25.2
15139,20201213,S37000012,75 - 84,,All,d,116,140,-17.1
15140,20201213,S37000012,85 and over,,All,d,87,101.5,-14.3
15141,20201213,S37000012,All ages,d,All,d,1598,2190,-27
15142,20201213,S37000012,All ages,d,Female,,756,1024,-26.2
15143,20201213,S37000012,All ages,d,Male,,799,1081.5,-26.1
15144,20201213,S37000013,Under 5,,All,d,37,70.5,-47.5
15145,20201213,S37000013,5 - 14,,All,d,24,62.5,-61.6
15146,20201213,S37000013,15 - 44,,All,d,134,253.5,-47.1
15147,20201213,S37000013,45 - 64,,All,d,125,185,-32.4
15148,20201213,S37000013,65 - 74,,All,d,47,74.5,-36.9
15149,20201213,S37000013,75 - 84,,All,d,48,74,-35.1
15150,20201213,S37000013,85 and over,,All,d,36,38,-5.3
15151,20201213,S37000013,All ages,d,All,d,455,765,-40.5
15152,20201213,S37000013,All ages,d,Female,,223,371,-39.9
15153,20201213,S37000013,All ages,d,Male,,228,387,-41.1
15154,20201213,S37000016,Under 5,,All,d,44,49.5,-11.1
15155,20201213,S37000016,5 - 14,,All,d,66,65.5,0.8
15156,20201213,S37000016,15 - 44,,All,d,237,349.5,-32.2
15157,20201213,S37000016,45 - 64,,All,d,184,193.5,-4.9
15158,20201213,S37000016,65 - 74,,All,d,69,100.5,-31.3
15159,20201213,S37000016,75 - 84,,All,d,93,100.5,-7.5
15160,20201213,S37000016,85 and over,,All,d,57,55.5,2.7
15161,20201213,S37000016,All ages,d,All,d,761,920.5,-17.3
15162,20201213,S37000016,All ages,d,Female,,375,453,-17.2
15163,20201213,S37000016,All ages,d,Male,,375,461.5,-18.7
15164,20201213,S37000017,Under 5,,All,d,22,48.5,-54.6
15165,20201213,S37000017,5 - 14,,All,d,37,50.5,-26.7
15166,20201213,S37000017,15 - 44,,All,d,136,183,-25.7
15167,20201213,S37000017,45 - 64,,All,d,90,142.5,-36.8
15168,20201213,S37000017,65 - 74,,All,d,35,68,-48.5
15169,20201213,S37000017,75 - 84,,All,d,36,62.5,-42.4
15170,20201213,S37000017,85 and over,,All,d,33,32.5,1.5
15171,20201213,S37000017,All ages,d,All,d,391,588.5,-33.6
15172,20201213,S37000017,All ages,d,Female,,213,296.5,-28.2
15173,20201213,S37000017,All ages,d,Male,,176,291,-39.5
15174,20201213,S37000018,Under 5,,All,d,46,90.5,-49.2
15175,20201213,S37000018,5 - 14,,All,d,50,67.5,-25.9
15176,20201213,S37000018,15 - 44,,All,d,146,181.5,-19.6
15177,20201213,S37000018,45 - 64,,All,d,80,107,-25.2
15178,20201213,S37000018,65 - 74,,All,d,37,54.5,-32.1
15179,20201213,S37000018,75 - 84,,All,d,47,44.5,5.6
15180,20201213,S37000018,85 and over,,All,d,18,14.5,24.1
15181,20201213,S37000018,All ages,d,All,d,431,564,-23.6
15182,20201213,S37000018,All ages,d,Female,,226,274,-17.5
15183,20201213,S37000018,All ages,d,Male,,198,286,-30.8
15184,20201213,S37000019,Under 5,,All,d,24,46.5,-48.4
15185,20201213,S37000019,5 - 14,,All,d,38,53,-28.3
15186,20201213,S37000019,15 - 44,,All,d,113,154,-26.6
15187,20201213,S37000019,45 - 64,,All,d,90,113.5,-20.7
15188,20201213,S37000019,65 - 74,,All,d,48,48,0
15189,20201213,S37000019,75 - 84,,All,d,42,51.5,-18.4
15190,20201213,S37000019,85 and over,,All,d,30,25,20
15191,20201213,S37000019,All ages,d,All,d,389,497,-21.7
15192,20201213,S37000019,All ages,d,Female,,193,241,-19.9
15193,20201213,S37000019,All ages,d,Male,,192,250.5,-23.4
15194,20201213,S37000020,Under 5,,All,d,36,100.5,-64.2
15195,20201213,S37000020,5 - 14,,All,d,52,79,-34.2
15196,20201213,S37000020,15 - 44,,All,d,148,228.5,-35.2
15197,20201213,S37000020,45 - 64,,All,d,124,176,-29.5
15198,20201213,S37000020,65 - 74,,All,d,45,80.5,-44.1
15199,20201213,S37000020,75 - 84,,All,d,55,71.5,-23.1
15200,20201213,S37000020,85 and over,,All,d,35,39,-10.3
15201,20201213,S37000020,All ages,d,All,d,498,777,-35.9
15202,20201213,S37000020,All ages,d,Female,,249,383,-35
15203,20201213,S37000020,All ages,d,Male,,246,392,-37.2
15204,20201213,S37000022,Under 5,,All,d,7,9.5,-26.3
15205,20201213,S37000022,5 - 14,,All,d,16,10,60
15206,20201213,S37000022,15 - 44,,All,d,13,33,-60.6
15207,20201213,S37000022,45 - 64,,All,d,16,24.5,-34.7
15208,20201213,S37000022,65 - 74,,All,d,15,15.5,-3.2
15209,20201213,S37000022,75 - 84,,All,d,16,17.5,-8.6
15210,20201213,S37000022,85 and over,,All,d,9,13,-30.8
15211,20201213,S37000022,All ages,d,All,d,94,123.5,-23.9
15212,20201213,S37000022,All ages,d,Female,,52,59.5,-12.6
15213,20201213,S37000022,All ages,d,Male,,40,63.5,-37
15214,20201213,S37000024,Under 5,,All,d,77,118,-34.7
15215,20201213,S37000024,5 - 14,,All,d,71,88,-19.3
15216,20201213,S37000024,15 - 44,,All,d,249,383,-35
15217,20201213,S37000024,45 - 64,,All,d,173,266,-35
15218,20201213,S37000024,65 - 74,,All,d,79,116.5,-32.2
15219,20201213,S37000024,75 - 84,,All,d,78,123,-36.6
15220,20201213,S37000024,85 and over,,All,d,43,59.5,-27.7
15221,20201213,S37000024,All ages,d,All,d,771,1160.5,-33.6
15222,20201213,S37000024,All ages,d,Female,,395,586.5,-32.7
15223,20201213,S37000024,All ages,d,Male,,375,567.5,-33.9
15224,20201213,S37000025,Under 5,,All,d,12,32.5,-63.1
15225,20201213,S37000025,5 - 14,,All,d,29,39,-25.6
15226,20201213,S37000025,15 - 44,,All,d,145,167,-13.2
15227,20201213,S37000025,45 - 64,,All,d,115,134,-14.2
15228,20201213,S37000025,65 - 74,,All,d,69,89,-22.5
15229,20201213,S37000025,75 - 84,,All,d,62,91.5,-32.2
15230,20201213,S37000025,85 and over,,All,d,31,51,-39.2
15231,20201213,S37000025,All ages,d,All,d,470,606.5,-22.5
15232,20201213,S37000025,All ages,d,Female,,237,298,-20.5
15233,20201213,S37000025,All ages,d,Male,,226,306,-26.1
15234,20201213,S37000026,Under 5,,All,d,7,7.5,-6.7
15235,20201213,S37000026,5 - 14,,All,d,6,10,-40
15236,20201213,S37000026,15 - 44,,All,d,34,51.5,-34
15237,20201213,S37000026,45 - 64,,All,d,14,22.5,-37.8
15238,20201213,S37000026,65 - 74,,All,d,21,20,5
15239,20201213,S37000026,75 - 84,,All,d,13,16.5,-21.2
15240,20201213,S37000026,85 and over,,All,d,5,6.5,-23.1
15241,20201213,S37000026,All ages,d,All,d,101,135.5,-25.5
15242,20201213,S37000026,All ages,d,Female,,49,66.5,-26.3
15243,20201213,S37000026,All ages,d,Male,,51,68,-25
15244,20201213,S37000027,Under 5,,All,d,33,76,-56.6
15245,20201213,S37000027,5 - 14,,All,d,31,70.5,-56
15246,20201213,S37000027,15 - 44,,All,d,120,209.5,-42.7
15247,20201213,S37000027,45 - 64,,All,d,86,142,-39.4
15248,20201213,S37000027,65 - 74,,All,d,44,65.5,-32.8
15249,20201213,S37000027,75 - 84,,All,d,38,69,-44.9
15250,20201213,S37000027,85 and over,,All,d,30,47.5,-36.8
16751,20210117,S37000025,5 - 14,,All,d,17,36,-52.8
16752,20210117,S37000025,15 - 44,,All,d,104,175.5,-40.7
16753,20210117,S37000025,45 - 64,,All,d,127,128.5,-1.2
16754,20210117,S37000025,65 - 74,,All,d,45,79,-43
16755,20210117,S37000025,75 - 84,,All,d,57,80.5,-29.2
16756,20210117,S37000025,85 and over,,All,d,48,54,-11.1
15256,20201213,S37000028,15 - 44,,All,d,463,621,-25.4
15257,20201213,S37000028,45 - 64,,All,d,373,461.5,-19.2
15258,20201213,S37000028,65 - 74,,All,d,189,212.5,-11.1
15259,20201213,S37000028,75 - 84,,All,d,171,205.5,-16.8
15260,20201213,S37000028,85 and over,,All,d,115,114,0.9
15261,20201213,S37000028,All ages,d,All,d,1528,1924.5,-20.6
15262,20201213,S37000028,All ages,d,Female,,815,993.5,-18
15263,20201213,S37000028,All ages,d,Male,,706,921.5,-23.4
15264,20201213,S37000029,Under 5,,All,d,29,58.5,-50.4
15265,20201213,S37000029,5 - 14,,All,d,28,49.5,-43.4
15266,20201213,S37000029,15 - 44,,All,d,101,119.5,-15.5
15267,20201213,S37000029,45 - 64,,All,d,58,66.5,-12.8
15268,20201213,S37000029,65 - 74,,All,d,29,31,-6.5
15269,20201213,S37000029,75 - 84,,All,d,30,35.5,-15.5
15270,20201213,S37000029,85 and over,,All,d,22,17.5,25.7
15271,20201213,S37000029,All ages,d,All,d,298,378.5,-21.3
15272,20201213,S37000029,All ages,d,Female,,153,192.5,-20.5
15273,20201213,S37000029,All ages,d,Male,,144,185.5,-22.4
15274,20201213,S37000030,Under 5,,All,d,60,119.5,-49.8
15275,20201213,S37000030,5 - 14,,All,d,109,104,4.8
15276,20201213,S37000030,15 - 44,,All,d,350,390.5,-10.4
15277,20201213,S37000030,45 - 64,,All,d,186,236.5,-21.4
15278,20201213,S37000030,65 - 74,,All,d,79,106,-25.5
15279,20201213,S37000030,75 - 84,,All,d,62,87,-28.7
15280,20201213,S37000030,85 and over,,All,d,36,44.5,-19.1
15281,20201213,S37000030,All ages,d,All,d,894,1098.5,-18.6
15282,20201213,S37000030,All ages,d,Female,,451,544,-17.1
15283,20201213,S37000030,All ages,d,Male,,431,544,-20.8
15284,20201213,S37000031,5 - 14,,All,d,13,11.5,13
15285,20201213,S37000031,15 - 44,,All,d,13,32,-59.4
15286,20201213,S37000031,45 - 64,,All,d,13,27,-51.9
15287,20201213,S37000031,65 - 74,,All,d,12,18,-33.3
15288,20201213,S37000031,75 - 84,,All,d,10,13.5,-25.9
15289,20201213,S37000031,85 and over,,All,d,9,10,-10
15290,20201213,S37000031,All ages,d,All,d,71,125.5,-43.4
15291,20201213,S37000031,All ages,d,Female,,33,57,-42.1
15292,20201213,S37000031,All ages,d,Male,,38,65.5,-42
15293,20201213,S37000032,Under 5,,All,d,76,140,-45.7
15294,20201213,S37000032,5 - 14,,All,d,84,137.5,-38.9
15295,20201213,S37000032,15 - 44,,All,d,365,473.5,-22.9
15296,20201213,S37000032,45 - 64,,All,d,241,319,-24.5
15297,20201213,S37000032,65 - 74,,All,d,96,140,-31.4
15298,20201213,S37000032,75 - 84,,All,d,86,141,-39
15299,20201213,S37000032,85 and over,,All,d,63,65.5,-3.8
15300,20201213,S37000032,All ages,d,All,d,1024,1426.5,-28.2
15301,20201213,S37000032,All ages,d,Female,,464,698.5,-33.6
15302,20201213,S37000032,All ages,d,Male,,547,718,-23.8
15303,20201213,S37000033,Under 5,,All,d,28,38,-26.3
15304,20201213,S37000033,5 - 14,,All,d,49,52,-5.8
15305,20201213,S37000033,15 - 44,,All,d,123,180,-31.7
15306,20201213,S37000033,45 - 64,,All,d,84,111.5,-24.7
15307,20201213,S37000033,65 - 74,,All,d,36,57.5,-37.4
15308,20201213,S37000033,75 - 84,,All,d,40,43,-7
15309,20201213,S37000033,85 and over,,All,d,23,39.5,-41.8
15310,20201213,S37000033,All ages,d,All,d,386,525.5,-26.5
15311,20201213,S37000033,All ages,d,Female,,193,238.5,-19.1
15312,20201213,S37000033,All ages,d,Male,,190,283,-32.9
15313,20201213,S37000034,Under 5,,All,d,207,553.5,-62.6
15314,20201213,S37000034,5 - 14,,All,d,214,324.5,-34.1
15315,20201213,S37000034,15 - 44,,All,d,898,1316.5,-31.8
15316,20201213,S37000034,45 - 64,,All,d,572,760.5,-24.8
15317,20201213,S37000034,65 - 74,,All,d,161,250,-35.6
15318,20201213,S37000034,75 - 84,,All,d,170,206,-17.5
15319,20201213,S37000034,85 and over,,All,d,108,124,-12.9
15320,20201213,S37000034,All ages,d,All,d,2363,3567,-33.8
15321,20201213,S37000034,All ages,d,Female,,1146,1717.5,-33.3
15322,20201213,S37000034,All ages,d,Male,,1184,1817.5,-34.9
15323,20201213,S37000035,Under 5,,All,d,103,171.5,-39.9
15324,20201213,S37000035,5 - 14,,All,d,141,191,-26.2
15325,20201213,S37000035,15 - 44,,All,d,594,811,-26.8
15326,20201213,S37000035,45 - 64,,All,d,491,592.5,-17.1
15327,20201213,S37000035,65 - 74,,All,d,200,229,-12.7
15328,20201213,S37000035,75 - 84,,All,d,162,211.5,-23.4
15329,20201213,S37000035,85 and over,,All,d,72,88,-18.2
15330,20201213,S37000035,All ages,d,All,d,1774,2313.5,-23.3
15331,20201213,S37000035,All ages,d,Female,,914,1123.5,-18.6
15332,20201213,S37000035,All ages,d,Male,,849,1171,-27.5
15333,20201220,S37000001,Under 5,,All,d,34,101.5,-66.5
15334,20201220,S37000001,5 - 14,,All,d,60,88,-31.8
15335,20201220,S37000001,15 - 44,,All,d,206,341.5,-39.7
15336,20201220,S37000001,45 - 64,,All,d,128,194,-34
15337,20201220,S37000001,65 - 74,,All,d,53,94.5,-43.9
15338,20201220,S37000001,75 - 84,,All,d,47,71.5,-34.3
15339,20201220,S37000001,85 and over,,All,d,27,48.5,-44.3
15340,20201220,S37000001,All ages,d,All,d,561,955.5,-41.3
15341,20201220,S37000001,All ages,d,Female,,262,477,-45.1
15342,20201220,S37000001,All ages,d,Male,,293,462.5,-36.6
15343,20201220,S37000002,Under 5,,All,d,24,58.5,-59
15344,20201220,S37000002,5 - 14,,All,d,55,47.5,15.8
15345,20201220,S37000002,15 - 44,,All,d,127,178.5,-28.9
15346,20201220,S37000002,45 - 64,,All,d,93,119,-21.8
15347,20201220,S37000002,65 - 74,,All,d,42,53,-20.8
15348,20201220,S37000002,75 - 84,,All,d,41,65,-36.9
15349,20201220,S37000002,85 and over,,All,d,30,29.5,1.7
15350,20201220,S37000002,All ages,d,All,d,413,557,-25.9
15351,20201220,S37000002,All ages,d,Female,,195,266.5,-26.8
15352,20201220,S37000002,All ages,d,Male,,217,284.5,-23.7
15353,20201220,S37000003,Under 5,,All,d,13,25,-48
15354,20201220,S37000003,5 - 14,,All,d,26,11,136.4
15355,20201220,S37000003,15 - 44,,All,d,66,66,0
15356,20201220,S37000003,45 - 64,,All,d,40,45.5,-12.1
15357,20201220,S37000003,65 - 74,,All,d,24,19.5,23.1
15358,20201220,S37000003,75 - 84,,All,d,19,26,-26.9
15359,20201220,S37000003,85 and over,,All,d,16,16.5,-3
15360,20201220,S37000003,All ages,d,All,d,204,210.5,-3.1
15361,20201220,S37000003,All ages,d,Female,,101,108.5,-6.9
15362,20201220,S37000003,All ages,d,Male,,103,101,2
15363,20201220,S37000004,Under 5,,All,d,7,34.5,-79.7
15364,20201220,S37000004,5 - 14,,All,d,13,16.5,-21.2
15365,20201220,S37000004,15 - 44,,All,d,58,81,-28.4
15366,20201220,S37000004,45 - 64,,All,d,58,44.5,30.3
15367,20201220,S37000004,65 - 74,,All,d,39,41,-4.9
15368,20201220,S37000004,75 - 84,,All,d,33,26,26.9
15369,20201220,S37000004,85 and over,,All,d,20,13.5,48.1
15370,20201220,S37000004,All ages,d,All,d,231,260,-11.2
15371,20201220,S37000004,All ages,d,Female,,96,135.5,-29.2
15372,20201220,S37000004,All ages,d,Male,,132,121.5,8.6
15373,20201220,S37000005,Under 5,,All,d,10,32,-68.8
15374,20201220,S37000005,5 - 14,,All,d,22,23,-4.3
15375,20201220,S37000005,15 - 44,,All,d,91,136.5,-33.3
15376,20201220,S37000005,45 - 64,,All,d,78,106,-26.4
15377,20201220,S37000005,65 - 74,,All,d,45,50.5,-10.9
15378,20201220,S37000005,75 - 84,,All,d,44,48,-8.3
15379,20201220,S37000005,85 and over,,All,d,35,29.5,18.6
15380,20201220,S37000005,All ages,d,All,d,327,428,-23.6
15381,20201220,S37000005,All ages,d,Female,,165,195,-15.4
15382,20201220,S37000005,All ages,d,Male,,160,230.5,-30.6
15383,20201220,S37000006,Under 5,,All,d,34,104,-67.3
15384,20201220,S37000006,5 - 14,,All,d,45,72,-37.5
15385,20201220,S37000006,15 - 44,,All,d,217,272.5,-20.4
15386,20201220,S37000006,45 - 64,,All,d,145,202,-28.2
15387,20201220,S37000006,65 - 74,,All,d,75,105.5,-28.9
15388,20201220,S37000006,75 - 84,,All,d,80,104.5,-23.4
15389,20201220,S37000006,85 and over,,All,d,43,55,-21.8
15390,20201220,S37000006,All ages,d,All,d,644,919.5,-30
15391,20201220,S37000006,All ages,d,Female,,300,465.5,-35.6
15392,20201220,S37000006,All ages,d,Male,,339,450,-24.7
15393,20201220,S37000007,Under 5,,All,d,31,58,-46.6
15394,20201220,S37000007,5 - 14,,All,d,41,53.5,-23.4
15395,20201220,S37000007,15 - 44,,All,d,182,225.5,-19.3
15396,20201220,S37000007,45 - 64,,All,d,94,114.5,-17.9
15397,20201220,S37000007,65 - 74,,All,d,34,39.5,-13.9
15398,20201220,S37000007,75 - 84,,All,d,39,44,-11.4
15399,20201220,S37000007,85 and over,,All,d,15,30,-50
15400,20201220,S37000007,All ages,d,All,d,439,570,-23
15401,20201220,S37000007,All ages,d,Female,,212,273,-22.3
15402,20201220,S37000007,All ages,d,Male,,224,292,-23.3
15403,20201220,S37000008,Under 5,,All,d,39,108,-63.9
15404,20201220,S37000008,5 - 14,,All,d,39,58,-32.8
15405,20201220,S37000008,15 - 44,,All,d,174,255,-31.8
15406,20201220,S37000008,45 - 64,,All,d,90,176,-48.9
15407,20201220,S37000008,65 - 74,,All,d,57,71.5,-20.3
15408,20201220,S37000008,75 - 84,,All,d,45,59.5,-24.4
15409,20201220,S37000008,85 and over,,All,d,28,31.5,-11.1
15410,20201220,S37000008,All ages,d,All,d,476,764,-37.7
15411,20201220,S37000008,All ages,d,Female,,235,373.5,-37.1
15412,20201220,S37000008,All ages,d,Male,,237,386,-38.6
15413,20201220,S37000009,Under 5,,All,d,39,73,-46.6
15414,20201220,S37000009,5 - 14,,All,d,45,32.5,38.5
15415,20201220,S37000009,15 - 44,,All,d,76,109.5,-30.6
15416,20201220,S37000009,45 - 64,,All,d,63,76.5,-17.6
15417,20201220,S37000009,65 - 74,,All,d,23,29.5,-22
15418,20201220,S37000009,75 - 84,,All,d,26,45,-42.2
15419,20201220,S37000009,85 and over,,All,d,23,36.5,-37
15420,20201220,S37000009,All ages,d,All,d,298,402.5,-26
15421,20201220,S37000009,All ages,d,Female,,153,194.5,-21.3
15422,20201220,S37000009,All ages,d,Male,,142,208,-31.7
15423,20201220,S37000010,Under 5,,All,d,46,101,-54.5
15424,20201220,S37000010,5 - 14,,All,d,58,59,-1.7
15425,20201220,S37000010,15 - 44,,All,d,125,137.5,-9.1
15426,20201220,S37000010,45 - 64,,All,d,99,104.5,-5.3
15427,20201220,S37000010,65 - 74,,All,d,30,46.5,-35.5
15428,20201220,S37000010,75 - 84,,All,d,37,40,-7.5
15429,20201220,S37000010,85 and over,,All,d,28,25.5,9.8
15430,20201220,S37000010,All ages,d,All,d,425,518,-18
15431,20201220,S37000010,All ages,d,Female,,207,271,-23.6
15432,20201220,S37000010,All ages,d,Male,,216,243,-11.1
15433,20201220,S37000011,Under 5,,All,d,33,58.5,-43.6
15434,20201220,S37000011,5 - 14,,All,d,34,34,0
15435,20201220,S37000011,15 - 44,,All,d,72,105,-31.4
15436,20201220,S37000011,45 - 64,,All,d,63,90,-30
15437,20201220,S37000011,65 - 74,,All,d,17,48.5,-64.9
15438,20201220,S37000011,75 - 84,,All,d,35,38.5,-9.1
15439,20201220,S37000011,85 and over,,All,d,23,32.5,-29.2
15440,20201220,S37000011,All ages,d,All,d,277,409,-32.3
15441,20201220,S37000011,All ages,d,Female,,154,195.5,-21.2
15442,20201220,S37000011,All ages,d,Male,,123,211.5,-41.8
15443,20201220,S37000012,Under 5,,All,d,231,369.5,-37.5
15444,20201220,S37000012,5 - 14,,All,d,209,272,-23.2
15445,20201220,S37000012,15 - 44,,All,d,546,625.5,-12.7
15446,20201220,S37000012,45 - 64,,All,d,323,395.5,-18.3
15447,20201220,S37000012,65 - 74,,All,d,137,168,-18.5
15448,20201220,S37000012,75 - 84,,All,d,131,153.5,-14.7
15449,20201220,S37000012,85 and over,,All,d,92,110,-16.4
15450,20201220,S37000012,All ages,d,All,d,1707,2155.5,-20.8
15451,20201220,S37000012,All ages,d,Female,,840,1021,-17.7
15452,20201220,S37000012,All ages,d,Male,,829,1073,-22.7
15453,20201220,S37000013,Under 5,,All,d,43,70.5,-39
15454,20201220,S37000013,5 - 14,,All,d,32,58,-44.8
15455,20201220,S37000013,15 - 44,,All,d,151,255,-40.8
15456,20201220,S37000013,45 - 64,,All,d,108,185,-41.6
15457,20201220,S37000013,65 - 74,,All,d,62,86.5,-28.3
15458,20201220,S37000013,75 - 84,,All,d,49,67,-26.9
15459,20201220,S37000013,85 and over,,All,d,33,38,-13.2
15460,20201220,S37000013,All ages,d,All,d,478,767,-37.7
15461,20201220,S37000013,All ages,d,Female,,216,366,-41
15462,20201220,S37000013,All ages,d,Male,,262,394,-33.5
15463,20201220,S37000016,Under 5,,All,d,44,59.5,-26.1
15464,20201220,S37000016,5 - 14,,All,d,61,69.5,-12.2
15465,20201220,S37000016,15 - 44,,All,d,244,318,-23.3
15466,20201220,S37000016,45 - 64,,All,d,159,236.5,-32.8
15467,20201220,S37000016,65 - 74,,All,d,74,111.5,-33.6
15468,20201220,S37000016,75 - 84,,All,d,93,105,-11.4
15469,20201220,S37000016,85 and over,,All,d,35,54.5,-35.8
15470,20201220,S37000016,All ages,d,All,d,720,963.5,-25.3
15471,20201220,S37000016,All ages,d,Female,,337,458,-26.4
15472,20201220,S37000016,All ages,d,Male,,373,496.5,-24.9
15473,20201220,S37000017,Under 5,,All,d,22,49,-55.1
15474,20201220,S37000017,5 - 14,,All,d,35,55.5,-36.9
15475,20201220,S37000017,15 - 44,,All,d,118,191.5,-38.4
15476,20201220,S37000017,45 - 64,,All,d,108,149,-27.5
15477,20201220,S37000017,65 - 74,,All,d,50,76.5,-34.6
15478,20201220,S37000017,75 - 84,,All,d,35,56,-37.5
15479,20201220,S37000017,85 and over,,All,d,26,31.5,-17.5
15480,20201220,S37000017,All ages,d,All,d,395,609.5,-35.2
15481,20201220,S37000017,All ages,d,Female,,199,303,-34.3
15482,20201220,S37000017,All ages,d,Male,,195,306,-36.3
15483,20201220,S37000018,Under 5,,All,d,49,98,-50
15484,20201220,S37000018,5 - 14,,All,d,59,57.5,2.6
15485,20201220,S37000018,15 - 44,,All,d,127,164,-22.6
15486,20201220,S37000018,45 - 64,,All,d,91,115.5,-21.2
15487,20201220,S37000018,65 - 74,,All,d,46,52.5,-12.4
15488,20201220,S37000018,75 - 84,,All,d,40,51.5,-22.3
15489,20201220,S37000018,85 and over,,All,d,20,23,-13
15490,20201220,S37000018,All ages,d,All,d,434,565.5,-23.3
15491,20201220,S37000018,All ages,d,Female,,205,285.5,-28.2
15492,20201220,S37000018,All ages,d,Male,,227,276.5,-17.9
15493,20201220,S37000019,Under 5,,All,d,34,44.5,-23.6
15494,20201220,S37000019,5 - 14,,All,d,33,49,-32.7
15495,20201220,S37000019,15 - 44,,All,d,112,148,-24.3
15496,20201220,S37000019,45 - 64,,All,d,102,122.5,-16.7
15497,20201220,S37000019,65 - 74,,All,d,52,66,-21.2
15498,20201220,S37000019,75 - 84,,All,d,34,56,-39.3
15499,20201220,S37000019,85 and over,,All,d,23,34.5,-33.3
15500,20201220,S37000019,All ages,d,All,d,396,527,-24.9
15501,20201220,S37000019,All ages,d,Female,,187,255,-26.7
15502,20201220,S37000019,All ages,d,Male,,203,265.5,-23.5
15503,20201220,S37000020,Under 5,,All,d,40,98,-59.2
15504,20201220,S37000020,5 - 14,,All,d,37,66,-43.9
15505,20201220,S37000020,15 - 44,,All,d,182,232.5,-21.7
15506,20201220,S37000020,45 - 64,,All,d,124,157.5,-21.3
15507,20201220,S37000020,65 - 74,,All,d,59,94,-37.2
15508,20201220,S37000020,75 - 84,,All,d,52,63,-17.5
15509,20201220,S37000020,85 and over,,All,d,28,38.5,-27.3
15510,20201220,S37000020,All ages,d,All,d,523,753,-30.5
15511,20201220,S37000020,All ages,d,Female,,249,378,-34.1
15512,20201220,S37000020,All ages,d,Male,,273,371.5,-26.5
15513,20201220,S37000022,5 - 14,,All,d,8,11,-27.3
15514,20201220,S37000022,15 - 44,,All,d,27,42,-35.7
15515,20201220,S37000022,45 - 64,,All,d,22,35,-37.1
15516,20201220,S37000022,65 - 74,,All,d,8,23.5,-66
15517,20201220,S37000022,75 - 84,,All,d,10,19.5,-48.7
15518,20201220,S37000022,85 and over,,All,d,10,10,0
15519,20201220,S37000022,All ages,d,All,d,90,152,-40.8
15520,20201220,S37000022,All ages,d,Female,,43,72.5,-40.7
15521,20201220,S37000022,All ages,d,Male,,44,79,-44.3
15522,20201220,S37000024,Under 5,,All,d,65,127.5,-49
15523,20201220,S37000024,5 - 14,,All,d,76,93.5,-18.7
15524,20201220,S37000024,15 - 44,,All,d,274,355.5,-22.9
15525,20201220,S37000024,45 - 64,,All,d,161,277,-41.9
15526,20201220,S37000024,65 - 74,,All,d,73,108,-32.4
15527,20201220,S37000024,75 - 84,,All,d,78,126.5,-38.3
15528,20201220,S37000024,85 and over,,All,d,38,65.5,-42
15529,20201220,S37000024,All ages,d,All,d,769,1155.5,-33.4
15530,20201220,S37000024,All ages,d,Female,,384,573,-33
15531,20201220,S37000024,All ages,d,Male,,381,580.5,-34.4
15532,20201220,S37000025,Under 5,,All,d,26,30,-13.3
15533,20201220,S37000025,5 - 14,,All,d,24,36.5,-34.2
15534,20201220,S37000025,15 - 44,,All,d,145,147.5,-1.7
15535,20201220,S37000025,45 - 64,,All,d,128,121.5,5.3
15536,20201220,S37000025,65 - 74,,All,d,52,79.5,-34.6
15537,20201220,S37000025,75 - 84,,All,d,75,81,-7.4
15538,20201220,S37000025,85 and over,,All,d,44,61,-27.9
15539,20201220,S37000025,All ages,d,All,d,497,561,-11.4
15540,20201220,S37000025,All ages,d,Female,,220,283.5,-22.4
15541,20201220,S37000025,All ages,d,Male,,274,273.5,0.2
15542,20201220,S37000026,Under 5,,All,d,7,12,-41.7
15543,20201220,S37000026,5 - 14,,All,d,13,16,-18.8
15544,20201220,S37000026,15 - 44,,All,d,35,49.5,-29.3
15545,20201220,S37000026,45 - 64,,All,d,15,28.5,-47.4
15546,20201220,S37000026,65 - 74,,All,d,10,20,-50
15547,20201220,S37000026,75 - 84,,All,d,12,18,-33.3
