id,week_ending,hb,hbqf,simd_quintile,number_attendances,average20182019,percent_variation
4898,20210509,S08000031,,1,2761,3235,-14.7
4899,20210509,S08000031,,2,1033,1290,-19.9
4900,20210509,S08000031,,3,744,904.5,-17.7
4901,20210509,S08000031,,4,696,767.5,-9.3
4902,20210509,S08000031,,5,710,857.5,-17.2
4903,20210509,S08000032,,1,1340,1371.5,-2.3
4904,20210509,S08000032,,2,1130,1164.5,-3
4905,20210509,S08000032,,3,626,724.5,-13.6
4906,20210509,S08000032,,4,479,518,-7.5
4907,20210509,S08000032,,5,317,358,-11.5
4908,20210509,S92000003,d,1,6812,7731.5,-11.9
4909,20210509,S92000003,d,2,5365,6162,-12.9
4910,20210509,S92000003,d,3,4086,4815,-15.1
4911,20210509,S92000003,d,4,3741,4204.5,-11
4912,20210509,S92000003,d,5,3103,3558,-12.8
4913,20210516,S08000015,,1,720,852.5,-15.5
4914,20210516,S08000015,,2,476,526.5,-9.6
4915,20210516,S08000015,,3,302,322.5,-6.4
4916,20210516,S08000015,,4,208,238,-12.6
4917,20210516,S08000015,,5,207,215.5,-3.9
4918,20210516,S08000016,,1,51,54,-5.6
4919,20210516,S08000016,,2,105,104.5,0.5
4920,20210516,S08000016,,3,171,218,-21.6
4921,20210516,S08000016,,4,182,195.5,-6.9
4922,20210516,S08000016,,5,56,52.5,6.7
4923,20210516,S08000017,,1,92,129,-28.7
4924,20210516,S08000017,,2,224,322.5,-30.5
4925,20210516,S08000017,,3,221,274.5,-19.5
4926,20210516,S08000017,,4,86,114.5,-24.9
4927,20210516,S08000017,,5,65,62.5,4
4928,20210516,S08000019,,1,254,282,-9.9
4929,20210516,S08000019,,2,317,382,-17
4930,20210516,S08000019,,3,187,224,-16.5
4931,20210516,S08000019,,4,179,228,-21.5
4932,20210516,S08000019,,5,155,191,-18.8
4933,20210516,S08000020,,1,113,151.5,-25.4
4934,20210516,S08000020,,2,335,417.5,-19.8
4935,20210516,S08000020,,3,366,382.5,-4.3
4936,20210516,S08000020,,4,465,533,-12.8
4937,20210516,S08000020,,5,480,518.5,-7.4
4938,20210516,S08000022,,1,119,131.5,-9.5
4939,20210516,S08000022,,2,236,246.5,-4.3
4940,20210516,S08000022,,3,293,337,-13.1
4941,20210516,S08000022,,4,322,326.5,-1.4
4942,20210516,S08000022,,5,117,104,12.5
4943,20210516,S08000024,,1,896,836,7.2
4944,20210516,S08000024,,2,1088,1093,-0.5
4945,20210516,S08000024,,3,734,773,-5
4946,20210516,S08000024,,4,673,709.5,-5.1
4947,20210516,S08000024,,5,843,889,-5.2
4948,20210516,S08000025,,2,16,16,0
4949,20210516,S08000025,,3,28,34,-17.6
4950,20210516,S08000025,,4,50,54,-7.4
4951,20210516,S08000025,,5,10,5,100
4952,20210516,S08000026,,2,7,6.5,7.7
4953,20210516,S08000026,,3,28,38.5,-27.3
4954,20210516,S08000026,,4,75,94.5,-20.6
4955,20210516,S08000028,,2,23,35,-34.3
4956,20210516,S08000028,,3,64,92,-30.4
4957,20210516,S08000029,,1,398,444.5,-10.5
4958,20210516,S08000029,,2,338,350,-3.4
4959,20210516,S08000029,,3,235,247.5,-5.1
4960,20210516,S08000029,,4,159,159,0
4961,20210516,S08000029,,5,171,153,11.8
4962,20210516,S08000030,,1,342,341.5,0.1
4963,20210516,S08000030,,2,233,271.5,-14.2
4964,20210516,S08000030,,3,263,303,-13.2
4965,20210516,S08000030,,4,306,370,-17.3
4966,20210516,S08000030,,5,227,228,-0.4
4967,20210516,S08000031,,1,2923,3264,-10.4
4968,20210516,S08000031,,2,1124,1289,-12.8
4969,20210516,S08000031,,3,805,947.5,-15
4970,20210516,S08000031,,4,759,790.5,-4
4971,20210516,S08000031,,5,782,880,-11.1
4972,20210516,S08000032,,1,1341,1342.5,-0.1
4973,20210516,S08000032,,2,1216,1178.5,3.2
4974,20210516,S08000032,,3,746,735.5,1.4
4975,20210516,S08000032,,4,544,505.5,7.6
4976,20210516,S08000032,,5,343,320,7.2
4977,20210516,S92000003,d,1,7251,7832.5,-7.4
4978,20210516,S92000003,d,2,5738,6239,-8
4979,20210516,S92000003,d,3,4443,4929.5,-9.9
4980,20210516,S92000003,d,4,4012,4331.5,-7.4
4981,20210516,S92000003,d,5,3458,3621,-4.5
4982,20210523,S08000015,,1,716,885.5,-19.1
4983,20210523,S08000015,,2,496,566,-12.4
4984,20210523,S08000015,,3,256,346,-26
4985,20210523,S08000015,,4,204,241,-15.4
4986,20210523,S08000015,,5,183,221.5,-17.4
4987,20210523,S08000016,,1,49,56.5,-13.3
4988,20210523,S08000016,,2,98,100,-2
4989,20210523,S08000016,,3,188,199.5,-5.8
4990,20210523,S08000016,,4,180,187,-3.7
4991,20210523,S08000016,,5,33,58.5,-43.6
4992,20210523,S08000017,,1,105,136,-22.8
4993,20210523,S08000017,,2,248,320,-22.5
4994,20210523,S08000017,,3,220,313,-29.7
4995,20210523,S08000017,,4,104,117.5,-11.5
4996,20210523,S08000017,,5,62,73,-15.1
4997,20210523,S08000019,,1,245,281,-12.8
4998,20210523,S08000019,,2,303,440.5,-31.2
4999,20210523,S08000019,,3,178,239.5,-25.7
5000,20210523,S08000019,,4,187,239.5,-21.9
5045,20210523,S08000032,,5,343,382,-10.2
5046,20210523,S92000003,d,1,7120,8019,-11.2
5047,20210523,S92000003,d,2,5837,6419,-9.1
5048,20210523,S92000003,d,3,4380,4912,-10.8
5049,20210523,S92000003,d,4,3985,4449,-10.4
5050,20210523,S92000003,d,5,3405,3791,-10.2
5051,20210530,S08000015,,1,742,866.5,-14.4
5052,20210530,S08000015,,2,477,587,-18.7
5053,20210530,S08000015,,3,297,362.5,-18.1
5054,20210530,S08000015,,4,177,260.5,-32.1
5055,20210530,S08000015,,5,187,210,-11
5056,20210530,S08000016,,1,51,62,-17.7
5057,20210530,S08000016,,2,112,101.5,10.3
5058,20210530,S08000016,,3,216,187.5,15.2
5059,20210530,S08000016,,4,228,198,15.2
5060,20210530,S08000016,,5,45,44.5,1.1
5061,20210530,S08000017,,1,122,134.5,-9.3
5062,20210530,S08000017,,2,272,329,-17.3
5063,20210530,S08000017,,3,253,296.5,-14.7
5064,20210530,S08000017,,4,101,125,-19.2
5065,20210530,S08000017,,5,63,62,1.6
5066,20210530,S08000019,,1,249,290.5,-14.3
5067,20210530,S08000019,,2,315,388.5,-18.9
5068,20210530,S08000019,,3,178,203.5,-12.5
5069,20210530,S08000019,,4,166,199.5,-16.8
5070,20210530,S08000019,,5,151,178.5,-15.4
5071,20210530,S08000020,,1,115,151,-23.8
5072,20210530,S08000020,,2,332,392,-15.3
5073,20210530,S08000020,,3,331,389.5,-15
5074,20210530,S08000020,,4,444,516,-14
5075,20210530,S08000020,,5,447,550,-18.7
5076,20210530,S08000022,,1,144,134.5,7.1
5077,20210530,S08000022,,2,225,242,-7
5078,20210530,S08000022,,3,288,358,-19.6
5079,20210530,S08000022,,4,324,339.5,-4.6
5080,20210530,S08000022,,5,108,102.5,5.4
5081,20210530,S08000024,,1,858,878.5,-2.3
5082,20210530,S08000024,,2,1128,1146.5,-1.6
5083,20210530,S08000024,,3,726,771,-5.8
5084,20210530,S08000024,,4,689,709,-2.8
5085,20210530,S08000024,,5,900,848,6.1
5086,20210530,S08000025,,2,26,20.5,26.8
5087,20210530,S08000025,,3,28,40,-30
5088,20210530,S08000025,,4,51,51,0
5089,20210530,S08000025,,5,8,10.5,-23.8
5090,20210530,S08000026,,3,34,44,-22.7
5091,20210530,S08000026,,4,76,92,-17.4
5092,20210530,S08000028,,2,17,30.5,-44.3
5093,20210530,S08000028,,3,48,78,-38.5
5094,20210530,S08000029,,1,389,463,-16
5095,20210530,S08000029,,2,313,356.5,-12.2
5096,20210530,S08000029,,3,245,242,1.2
5097,20210530,S08000029,,4,144,167.5,-14
5098,20210530,S08000029,,5,139,165.5,-16
5099,20210530,S08000030,,1,362,348,4
5100,20210530,S08000030,,2,252,270.5,-6.8
5101,20210530,S08000030,,3,283,289,-2.1
5102,20210530,S08000030,,4,361,371.5,-2.8
5103,20210530,S08000030,,5,213,226.5,-6
5104,20210530,S08000031,,1,2956,3224.5,-8.3
5105,20210530,S08000031,,2,1123,1310.5,-14.3
5106,20210530,S08000031,,3,782,874,-10.5
5107,20210530,S08000031,,4,739,793,-6.8
5108,20210530,S08000031,,5,764,863,-11.5
5109,20210530,S08000032,,1,1334,1403.5,-5
5110,20210530,S08000032,,2,1208,1242.5,-2.8
5111,20210530,S08000032,,3,769,760,1.2
5112,20210530,S08000032,,4,530,529,0.2
5113,20210530,S08000032,,5,356,343.5,3.6
5114,20210530,S92000003,d,1,7323,7962,-8
5115,20210530,S92000003,d,2,5803,6427.5,-9.7
5116,20210530,S92000003,d,3,4478,4895.5,-8.5
5117,20210530,S92000003,d,4,4034,4362.5,-7.5
5118,20210530,S92000003,d,5,3381,3609,-6.3
5119,20210606,S08000015,,1,777,908,-14.4
5120,20210606,S08000015,,2,531,597.5,-11.1
5121,20210606,S08000015,,3,321,345.5,-7.1
5122,20210606,S08000015,,4,199,233.5,-14.8
5123,20210606,S08000015,,5,194,236.5,-18
5124,20210606,S08000016,,1,47,51,-7.8
5125,20210606,S08000016,,2,116,114.5,1.3
5126,20210606,S08000016,,3,199,206,-3.4
5127,20210606,S08000016,,4,214,181.5,17.9
5128,20210606,S08000016,,5,52,48.5,7.2
5129,20210606,S08000017,,1,138,128.5,7.4
5130,20210606,S08000017,,2,301,304.5,-1.1
5131,20210606,S08000017,,3,267,295.5,-9.6
5132,20210606,S08000017,,4,113,118.5,-4.6
5133,20210606,S08000017,,5,65,73,-11
5134,20210606,S08000019,,1,266,272,-2.2
5135,20210606,S08000019,,2,365,394,-7.4
5136,20210606,S08000019,,3,231,230,0.4
5137,20210606,S08000019,,4,208,223.5,-6.9
5138,20210606,S08000019,,5,175,166.5,5.1
5139,20210606,S08000020,,1,102,138,-26.1
5140,20210606,S08000020,,2,372,362.5,2.6
5141,20210606,S08000020,,3,382,385.5,-0.9
5142,20210606,S08000020,,4,498,526,-5.3
5143,20210606,S08000020,,5,501,547.5,-8.5
5144,20210606,S08000022,,1,145,149.5,-3
5145,20210606,S08000022,,2,236,244.5,-3.5
5146,20210606,S08000022,,3,355,346,2.6
5147,20210606,S08000022,,4,333,346,-3.8
5148,20210606,S08000022,,5,113,108.5,4.1
5149,20210606,S08000024,,1,889,845,5.2
5150,20210606,S08000024,,2,1177,1126.5,4.5
5151,20210606,S08000024,,3,820,745.5,10
5152,20210606,S08000024,,4,710,670.5,5.9
5153,20210606,S08000024,,5,972,854.5,13.8
5154,20210606,S08000025,,2,22,21,4.8
5155,20210606,S08000025,,3,29,36,-19.4
5156,20210606,S08000025,,4,42,52,-19.2
5157,20210606,S08000025,,5,9,13.5,-33.3
5158,20210606,S08000026,,3,43,39.5,8.9
5159,20210606,S08000026,,4,73,94,-22.3
5160,20210606,S08000028,,2,31,34.5,-10.1
5161,20210606,S08000028,,3,48,88.5,-45.8
5162,20210606,S08000028,,4,11,17.5,-37.1
5163,20210606,S08000029,,1,433,475,-8.8
5164,20210606,S08000029,,2,309,332,-6.9
5165,20210606,S08000029,,3,253,250.5,1
5166,20210606,S08000029,,4,176,162,8.6
5167,20210606,S08000029,,5,133,147,-9.5
5168,20210606,S08000030,,1,368,383.5,-4
5169,20210606,S08000030,,2,294,271.5,8.3
5170,20210606,S08000030,,3,311,303.5,2.5
5171,20210606,S08000030,,4,337,384.5,-12.4
5172,20210606,S08000030,,5,253,220,15
5173,20210606,S08000031,,1,3239,3364.5,-3.7
5174,20210606,S08000031,,2,1261,1260,0.1
5175,20210606,S08000031,,3,882,934,-5.6
5176,20210606,S08000031,,4,801,823,-2.7
5177,20210606,S08000031,,5,862,912,-5.5
5178,20210606,S08000032,,1,1490,1398.5,6.5
5179,20210606,S08000032,,2,1346,1235.5,8.9
5180,20210606,S08000032,,3,803,731.5,9.8
5181,20210606,S08000032,,4,532,528,0.8
5182,20210606,S08000032,,5,402,370.5,8.5
5183,20210606,S92000003,d,1,7901,8114.5,-2.6
5184,20210606,S92000003,d,2,6363,6305.5,0.9
5185,20210606,S92000003,d,3,4944,4937.5,0.1
5186,20210606,S92000003,d,4,4247,4360.5,-2.6
5187,20210606,S92000003,d,5,3733,3704.5,0.8
5188,20210613,S08000015,,1,779,925,-15.8
5189,20210613,S08000015,,2,520,603.5,-13.8
5190,20210613,S08000015,,3,295,365,-19.2
5191,20210613,S08000015,,4,204,224.5,-9.1
5192,20210613,S08000015,,5,198,226,-12.4
5193,20210613,S08000016,,1,48,46,4.3
5194,20210613,S08000016,,2,115,115,0
5195,20210613,S08000016,,3,207,226.5,-8.6
5196,20210613,S08000016,,4,174,183,-4.9
5197,20210613,S08000016,,5,48,53.5,-10.3
5198,20210613,S08000017,,1,116,145,-20
5199,20210613,S08000017,,2,270,304.5,-11.3
5200,20210613,S08000017,,3,291,293.5,-0.9
5201,20210613,S08000017,,4,97,127,-23.6
5202,20210613,S08000017,,5,59,67.5,-12.6
5203,20210613,S08000019,,1,299,282,6
5204,20210613,S08000019,,2,332,370.5,-10.4
5205,20210613,S08000019,,3,228,221.5,2.9
5206,20210613,S08000019,,4,197,230.5,-14.5
5207,20210613,S08000019,,5,186,180,3.3
5208,20210613,S08000020,,1,115,146,-21.2
5209,20210613,S08000020,,2,388,400.5,-3.1
5210,20210613,S08000020,,3,352,361,-2.5
5211,20210613,S08000020,,4,515,527.5,-2.4
5212,20210613,S08000020,,5,543,564.5,-3.8
5213,20210613,S08000022,,1,128,135.5,-5.5
5214,20210613,S08000022,,2,267,251.5,6.2
5215,20210613,S08000022,,3,314,357,-12
5216,20210613,S08000022,,4,347,341.5,1.6
5217,20210613,S08000022,,5,110,103,6.8
5218,20210613,S08000024,,1,957,875,9.4
5219,20210613,S08000024,,2,1223,1099.5,11.2
5220,20210613,S08000024,,3,837,757,10.6
5221,20210613,S08000024,,4,726,697,4.2
5222,20210613,S08000024,,5,986,930,6
5223,20210613,S08000025,,2,11,19,-42.1
5224,20210613,S08000025,,3,33,40.5,-18.5
5225,20210613,S08000025,,4,53,59.5,-10.9
5226,20210613,S08000025,,5,8,13.5,-40.7
5227,20210613,S08000026,,2,9,13.5,-33.3
5228,20210613,S08000026,,3,36,40.5,-11.1
5229,20210613,S08000026,,4,78,87.5,-10.9
5230,20210613,S08000028,,2,18,38,-52.6
5231,20210613,S08000028,,3,49,86.5,-43.4
5232,20210613,S08000028,,4,9,17,-47.1
5233,20210613,S08000029,,1,444,447,-0.7
5234,20210613,S08000029,,2,344,333.5,3.1
5235,20210613,S08000029,,3,230,242.5,-5.2
5236,20210613,S08000029,,4,158,139.5,13.3
5237,20210613,S08000029,,5,179,130.5,37.2
5238,20210613,S08000030,,1,401,357.5,12.2
5239,20210613,S08000030,,2,280,283.5,-1.2
5240,20210613,S08000030,,3,313,305.5,2.5
5241,20210613,S08000030,,4,366,363,0.8
5242,20210613,S08000030,,5,241,221,9
5243,20210613,S08000031,,1,3233,3328.5,-2.9
5244,20210613,S08000031,,2,1223,1297,-5.7
5245,20210613,S08000031,,3,889,909.5,-2.3
5246,20210613,S08000031,,4,788,798,-1.3
5247,20210613,S08000031,,5,866,869.5,-0.4
5248,20210613,S08000032,,1,1455,1337,8.8
5249,20210613,S08000032,,2,1227,1267.5,-3.2
5250,20210613,S08000032,,3,783,743,5.4
5251,20210613,S08000032,,4,543,557.5,-2.6
5252,20210613,S08000032,,5,385,355,8.5
5253,20210613,S92000003,d,1,7977,8029.5,-0.7
5254,20210613,S92000003,d,2,6227,6397,-2.7
5255,20210613,S92000003,d,3,4857,4949.5,-1.9
5256,20210613,S92000003,d,4,4255,4353,-2.3
5257,20210613,S92000003,d,5,3814,3719,2.6
5258,20210620,S08000015,,1,762,870.5,-12.5
5259,20210620,S08000015,,2,487,547.5,-11.1
5260,20210620,S08000015,,3,303,332,-8.7
5261,20210620,S08000015,,4,231,259,-10.8
5262,20210620,S08000015,,5,170,212,-19.8
5263,20210620,S08000016,,1,35,39.5,-11.4
5264,20210620,S08000016,,2,96,114,-15.8
5265,20210620,S08000016,,3,210,214,-1.9
5266,20210620,S08000016,,4,167,186,-10.2
5267,20210620,S08000016,,5,56,54,3.7
5268,20210620,S08000017,,1,125,129.5,-3.5
5269,20210620,S08000017,,2,284,293,-3.1
5270,20210620,S08000017,,3,286,306,-6.5
5271,20210620,S08000017,,4,119,133,-10.5
5272,20210620,S08000017,,5,63,71.5,-11.9
5273,20210620,S08000019,,1,296,304,-2.6
5274,20210620,S08000019,,2,362,375,-3.5
5275,20210620,S08000019,,3,223,219,1.8
5276,20210620,S08000019,,4,215,217,-0.9
5277,20210620,S08000019,,5,188,198,-5.1
5278,20210620,S08000020,,1,118,151.5,-22.1
5279,20210620,S08000020,,2,372,351.5,5.8
5280,20210620,S08000020,,3,364,385,-5.5
5281,20210620,S08000020,,4,535,502.5,6.5
5282,20210620,S08000020,,5,490,542.5,-9.7
5283,20210620,S08000022,,1,130,148,-12.2
5284,20210620,S08000022,,2,256,249,2.8
5285,20210620,S08000022,,3,325,345.5,-5.9
5286,20210620,S08000022,,4,385,343.5,12.1
5287,20210620,S08000022,,5,102,110.5,-7.7
5288,20210620,S08000024,,1,920,808,13.9
5289,20210620,S08000024,,2,1148,1093,5
5290,20210620,S08000024,,3,855,763,12.1
5291,20210620,S08000024,,4,711,698.5,1.8
5292,20210620,S08000024,,5,974,884,10.2
5293,20210620,S08000025,,2,14,17.5,-20
5294,20210620,S08000025,,3,38,32,18.8
5295,20210620,S08000025,,4,51,55,-7.3
5296,20210620,S08000025,,5,19,14.5,31
5297,20210620,S08000026,,3,44,56,-21.4
5298,20210620,S08000026,,4,69,92,-25
5299,20210620,S08000028,,2,21,29.5,-28.8
5300,20210620,S08000028,,3,49,75.5,-35.1
5301,20210620,S08000028,,4,10,8.5,17.6
5302,20210620,S08000029,,1,399,403.5,-1.1
5303,20210620,S08000029,,2,295,332.5,-11.3
5304,20210620,S08000029,,3,256,237.5,7.8
5305,20210620,S08000029,,4,161,152.5,5.6
5306,20210620,S08000029,,5,156,145.5,7.2
5307,20210620,S08000030,,1,364,358.5,1.5
5308,20210620,S08000030,,2,265,245.5,7.9
5309,20210620,S08000030,,3,290,294.5,-1.5
5310,20210620,S08000030,,4,358,379,-5.5
5311,20210620,S08000030,,5,223,239,-6.7
5312,20210620,S08000031,,1,3208,3247,-1.2
5313,20210620,S08000031,,2,1243,1212.5,2.5
5314,20210620,S08000031,,3,884,894.5,-1.2
5315,20210620,S08000031,,4,813,796.5,2.1
5316,20210620,S08000031,,5,795,873.5,-9
5317,20210620,S08000032,,1,1436,1341,7.1
5318,20210620,S08000032,,2,1247,1165.5,7
5319,20210620,S08000032,,3,765,725,5.5
5320,20210620,S08000032,,4,570,501.5,13.7
5321,20210620,S08000032,,5,329,323.5,1.7
5322,20210620,S92000003,d,1,7794,7804.5,-0.1
5323,20210620,S92000003,d,2,6092,6035,0.9
5324,20210620,S92000003,d,3,4892,4879.5,0.3
5325,20210620,S92000003,d,4,4395,4324.5,1.6
5326,20210620,S92000003,d,5,3568,3673.5,-2.9
5327,20210627,S08000015,,1,702,827,-15.1
5328,20210627,S08000015,,2,489,557,-12.2
5329,20210627,S08000015,,3,244,320,-23.8
5330,20210627,S08000015,,4,201,220.5,-8.8
5331,20210627,S08000015,,5,185,193,-4.1
5332,20210627,S08000016,,1,46,56.5,-18.6
5333,20210627,S08000016,,2,85,104.5,-18.7
5334,20210627,S08000016,,3,185,218.5,-15.3
5335,20210627,S08000016,,4,188,193.5,-2.8
5336,20210627,S08000016,,5,45,50.5,-10.9
5337,20210627,S08000017,,1,114,117.5,-3
5338,20210627,S08000017,,2,249,291,-14.4
5339,20210627,S08000017,,3,245,298,-17.8
5340,20210627,S08000017,,4,121,127,-4.7
5341,20210627,S08000017,,5,60,63,-4.8
5342,20210627,S08000019,,1,258,308.5,-16.4
5343,20210627,S08000019,,2,358,371.5,-3.6
5344,20210627,S08000019,,3,196,236,-16.9
5345,20210627,S08000019,,4,192,209,-8.1
5346,20210627,S08000019,,5,168,180,-6.7
5347,20210627,S08000020,,1,103,147,-29.9
5348,20210627,S08000020,,2,301,397,-24.2
5349,20210627,S08000020,,3,331,413.5,-20
5350,20210627,S08000020,,4,483,539,-10.4
5351,20210627,S08000020,,5,529,585.5,-9.6
5352,20210627,S08000022,,1,136,140.5,-3.2
5353,20210627,S08000022,,2,235,265.5,-11.5
5354,20210627,S08000022,,3,355,332,6.9
5355,20210627,S08000022,,4,342,336,1.8
5356,20210627,S08000022,,5,110,108.5,1.4
5357,20210627,S08000024,,1,868,844,2.8
5358,20210627,S08000024,,2,1150,1104,4.2
5359,20210627,S08000024,,3,774,779,-0.6
5360,20210627,S08000024,,4,714,710.5,0.5
5361,20210627,S08000024,,5,919,900.5,2.1
5362,20210627,S08000025,,2,9,15,-40
5363,20210627,S08000025,,3,23,38.5,-40.3
5364,20210627,S08000025,,4,47,53.5,-12.1
5365,20210627,S08000025,,5,17,11,54.5
5366,20210627,S08000026,,2,7,6.5,7.7
5367,20210627,S08000026,,3,46,36,27.8
5368,20210627,S08000026,,4,74,94.5,-21.7
5369,20210627,S08000028,,2,16,28.5,-43.9
5370,20210627,S08000028,,3,44,73.5,-40.1
5371,20210627,S08000028,,4,11,11,0
5372,20210627,S08000029,,1,406,418,-2.9
5373,20210627,S08000029,,2,326,336.5,-3.1
5374,20210627,S08000029,,3,231,250.5,-7.8
5375,20210627,S08000029,,4,162,155,4.5
5376,20210627,S08000029,,5,133,154,-13.6
5377,20210627,S08000030,,1,336,371,-9.4
5378,20210627,S08000030,,2,235,269,-12.6
5379,20210627,S08000030,,3,281,281.5,-0.2
5380,20210627,S08000030,,4,350,369.5,-5.3
5381,20210627,S08000030,,5,217,241.5,-10.1
5382,20210627,S08000031,,1,2975,3212,-7.4
5383,20210627,S08000031,,2,1195,1266.5,-5.6
5384,20210627,S08000031,,3,798,938.5,-15
5385,20210627,S08000031,,4,744,772,-3.6
5386,20210627,S08000031,,5,737,811,-9.1
5387,20210627,S08000032,,1,1341,1296,3.5
5388,20210627,S08000032,,2,1230,1169.5,5.2
5389,20210627,S08000032,,3,744,701.5,6.1
5390,20210627,S08000032,,4,529,525,0.8
5391,20210627,S08000032,,5,357,337,5.9
5392,20210627,S92000003,d,1,7287,7741,-5.9
5393,20210627,S92000003,d,2,5885,6182,-4.8
5394,20210627,S92000003,d,3,4497,4917,-8.5
5395,20210627,S92000003,d,4,4158,4316,-3.7
5396,20210627,S92000003,d,5,3483,3640,-4.3
5397,20210704,S08000015,,1,747,895,-16.5
5398,20210704,S08000015,,2,509,588.5,-13.5
5399,20210704,S08000015,,3,323,358.5,-9.9
5400,20210704,S08000015,,4,185,255,-27.5
5401,20210704,S08000015,,5,185,214.5,-13.8
5402,20210704,S08000016,,1,44,49.5,-11.1
5403,20210704,S08000016,,2,109,117,-6.8
5404,20210704,S08000016,,3,179,221,-19
5405,20210704,S08000016,,4,167,205,-18.5
5406,20210704,S08000016,,5,54,47,14.9
5407,20210704,S08000017,,1,112,135.5,-17.3
5408,20210704,S08000017,,2,279,302.5,-7.8
5409,20210704,S08000017,,3,265,304.5,-13
5410,20210704,S08000017,,4,116,133,-12.8
5411,20210704,S08000017,,5,60,68.5,-12.4
5412,20210704,S08000019,,1,291,302,-3.6
5413,20210704,S08000019,,2,326,405.5,-19.6
5414,20210704,S08000019,,3,181,241.5,-25.1
5415,20210704,S08000019,,4,184,201.5,-8.7
5416,20210704,S08000019,,5,147,181.5,-19
5417,20210704,S08000020,,1,129,153,-15.7
5418,20210704,S08000020,,2,339,403.5,-16
5419,20210704,S08000020,,3,362,417.5,-13.3
5420,20210704,S08000020,,4,430,516.5,-16.7
5421,20210704,S08000020,,5,453,575,-21.2
5422,20210704,S08000022,,1,130,127.5,2
5423,20210704,S08000022,,2,298,270,10.4
5424,20210704,S08000022,,3,318,346,-8.1
5425,20210704,S08000022,,4,381,342.5,11.2
5426,20210704,S08000022,,5,121,113.5,6.6
5427,20210704,S08000024,,1,829,820,1.1
5428,20210704,S08000024,,2,998,1137,-12.2
5429,20210704,S08000024,,3,731,752,-2.8
5430,20210704,S08000024,,4,633,665,-4.8
5431,20210704,S08000024,,5,787,875,-10.1
5432,20210704,S08000025,,2,19,18,5.6
5433,20210704,S08000025,,3,39,39,0
5434,20210704,S08000025,,4,63,65.5,-3.8
5435,20210704,S08000025,,5,19,15.5,22.6
5436,20210704,S08000026,,3,43,52.5,-18.1
5437,20210704,S08000026,,4,80,82.5,-3
5438,20210704,S08000028,,2,16,36,-55.6
5439,20210704,S08000028,,3,57,89,-36
5440,20210704,S08000028,,4,17,9,88.9
5441,20210704,S08000029,,1,344,394.5,-12.8
5442,20210704,S08000029,,2,285,349.5,-18.5
5443,20210704,S08000029,,3,226,259,-12.7
5444,20210704,S08000029,,4,161,162,-0.6
5445,20210704,S08000029,,5,130,160.5,-19
5446,20210704,S08000030,,1,323,350.5,-7.8
5447,20210704,S08000030,,2,268,270,-0.7
5448,20210704,S08000030,,3,267,301,-11.3
5449,20210704,S08000030,,4,318,374.5,-15.1
5450,20210704,S08000030,,5,204,259.5,-21.4
5451,20210704,S08000031,,1,3010,3233,-6.9
5452,20210704,S08000031,,2,1206,1309,-7.9
5453,20210704,S08000031,,3,849,927,-8.4
5454,20210704,S08000031,,4,770,792,-2.8
5455,20210704,S08000031,,5,750,801.5,-6.4
5456,20210704,S08000032,,1,1392,1324,5.1
5457,20210704,S08000032,,2,1177,1206,-2.4
5458,20210704,S08000032,,3,714,705,1.3
5459,20210704,S08000032,,4,515,488,5.5
5460,20210704,S08000032,,5,336,350.5,-4.1
5461,20210704,S92000003,d,1,7353,7788.5,-5.6
5462,20210704,S92000003,d,2,5831,6423,-9.2
5463,20210704,S92000003,d,3,4554,5013.5,-9.2
5464,20210704,S92000003,d,4,4020,4292,-6.3
5465,20210704,S92000003,d,5,3251,3667.5,-11.4
5466,20210711,S08000015,,1,687,850,-19.2
5467,20210711,S08000015,,2,451,566,-20.3
5468,20210711,S08000015,,3,259,317,-18.3
5469,20210711,S08000015,,4,221,208.5,6
5470,20210711,S08000015,,5,155,203.5,-23.8
5471,20210711,S08000016,,1,50,59.5,-16
5472,20210711,S08000016,,2,89,117.5,-24.3
5473,20210711,S08000016,,3,171,196.5,-13
5474,20210711,S08000016,,4,173,183.5,-5.7
5475,20210711,S08000016,,5,48,45,6.7
5476,20210711,S08000017,,1,120,129.5,-7.3
5477,20210711,S08000017,,2,265,326.5,-18.8
5478,20210711,S08000017,,3,268,278.5,-3.8
5479,20210711,S08000017,,4,117,122,-4.1
5480,20210711,S08000017,,5,65,68.5,-5.1
5481,20210711,S08000019,,1,298,293.5,1.5
5482,20210711,S08000019,,2,357,379,-5.8
5483,20210711,S08000019,,3,199,222.5,-10.6
5484,20210711,S08000019,,4,190,202,-5.9
5485,20210711,S08000019,,5,132,163.5,-19.3
5486,20210711,S08000020,,1,114,160,-28.7
5487,20210711,S08000020,,2,338,390,-13.3
5488,20210711,S08000020,,3,300,403,-25.6
5489,20210711,S08000020,,4,391,538,-27.3
5490,20210711,S08000020,,5,396,545,-27.3
5491,20210711,S08000022,,1,134,131,2.3
5492,20210711,S08000022,,2,246,255.5,-3.7
5493,20210711,S08000022,,3,314,336,-6.5
5494,20210711,S08000022,,4,301,341.5,-11.9
5495,20210711,S08000022,,5,110,123,-10.6
5496,20210711,S08000024,,1,795,858.5,-7.4
5497,20210711,S08000024,,2,1112,1030.5,7.9
5498,20210711,S08000024,,3,676,683,-1
5499,20210711,S08000024,,4,666,618.5,7.7
5500,20210711,S08000024,,5,787,776,1.4
5501,20210711,S08000025,,2,12,20,-40
