id,week_ending,hb,hbqf,simd_quintile,number_attendances,average20182019,percent_variation
1510,20200531,S08000031,,5,579,912,-36.5
1511,20200531,S08000032,,1,1116,1398.5,-20.2
1512,20200531,S08000032,,2,899,1235.5,-27.2
1513,20200531,S08000032,,3,542,731.5,-25.9
1514,20200531,S08000032,,4,384,528,-27.3
1515,20200531,S08000032,,5,274,370.5,-26
1516,20200531,S92000003,d,1,5763,8114.5,-29
1517,20200531,S92000003,d,2,4527,6305.5,-28.2
1518,20200531,S92000003,d,3,3454,4937.5,-30
1519,20200531,S92000003,d,4,2974,4360.5,-31.8
1520,20200531,S92000003,d,5,2510,3704.5,-32.2
1521,20200607,S08000015,,1,668,925,-27.8
1522,20200607,S08000015,,2,437,603.5,-27.6
1523,20200607,S08000015,,3,261,365,-28.5
1524,20200607,S08000015,,4,188,224.5,-16.3
1525,20200607,S08000015,,5,177,226,-21.7
1526,20200607,S08000016,,1,42,46,-8.7
1527,20200607,S08000016,,2,74,115,-35.7
1528,20200607,S08000016,,3,170,226.5,-24.9
1529,20200607,S08000016,,4,153,183,-16.4
1530,20200607,S08000016,,5,42,53.5,-21.5
1531,20200607,S08000017,,1,117,145,-19.3
1532,20200607,S08000017,,2,239,304.5,-21.5
1533,20200607,S08000017,,3,198,293.5,-32.5
1534,20200607,S08000017,,4,105,127,-17.3
1535,20200607,S08000017,,5,52,67.5,-23
1536,20200607,S08000019,,1,200,282,-29.1
1537,20200607,S08000019,,2,276,370.5,-25.5
1538,20200607,S08000019,,3,149,221.5,-32.7
1539,20200607,S08000019,,4,146,230.5,-36.7
1540,20200607,S08000019,,5,120,180,-33.3
1541,20200607,S08000020,,1,64,146,-56.2
1542,20200607,S08000020,,2,236,400.5,-41.1
1543,20200607,S08000020,,3,230,361,-36.3
1544,20200607,S08000020,,4,326,527.5,-38.2
1545,20200607,S08000020,,5,303,564.5,-46.3
1546,20200607,S08000022,,1,108,135.5,-20.3
1547,20200607,S08000022,,2,167,251.5,-33.6
1548,20200607,S08000022,,3,245,357,-31.4
1549,20200607,S08000022,,4,237,341.5,-30.6
1550,20200607,S08000022,,5,63,103,-38.8
1551,20200607,S08000024,,1,672,875,-23.2
1552,20200607,S08000024,,2,883,1099.5,-19.7
1553,20200607,S08000024,,3,550,757,-27.3
1554,20200607,S08000024,,4,530,697,-24
1555,20200607,S08000024,,5,619,930,-33.4
1556,20200607,S08000025,,2,10,19,-47.4
1557,20200607,S08000025,,3,25,40.5,-38.3
1558,20200607,S08000025,,4,45,59.5,-24.4
1559,20200607,S08000025,,5,6,13.5,-55.6
1560,20200607,S08000026,,2,9,13.5,-33.3
1561,20200607,S08000026,,3,25,40.5,-38.3
1562,20200607,S08000026,,4,49,87.5,-44
1563,20200607,S08000028,,2,19,38,-50
1564,20200607,S08000028,,3,58,86.5,-32.9
1565,20200607,S08000029,,1,300,447,-32.9
1566,20200607,S08000029,,2,228,333.5,-31.6
1567,20200607,S08000029,,3,178,242.5,-26.6
1568,20200607,S08000029,,4,115,139.5,-17.6
1569,20200607,S08000029,,5,92,130.5,-29.5
1570,20200607,S08000030,,1,280,357.5,-21.7
1571,20200607,S08000030,,2,194,283.5,-31.6
1572,20200607,S08000030,,3,233,305.5,-23.7
1573,20200607,S08000030,,4,246,363,-32.2
1574,20200607,S08000030,,5,147,221,-33.5
1575,20200607,S08000031,,1,2280,3328.5,-31.5
1576,20200607,S08000031,,2,808,1297,-37.7
1577,20200607,S08000031,,3,595,909.5,-34.6
1578,20200607,S08000031,,4,502,798,-37.1
1579,20200607,S08000031,,5,612,869.5,-29.6
1580,20200607,S08000032,,1,1160,1337,-13.2
1581,20200607,S08000032,,2,975,1267.5,-23.1
1582,20200607,S08000032,,3,556,743,-25.2
1583,20200607,S08000032,,4,430,557.5,-22.9
1584,20200607,S08000032,,5,303,355,-14.6
1585,20200607,S92000003,d,1,5893,8029.5,-26.6
1586,20200607,S92000003,d,2,4555,6397,-28.8
1587,20200607,S92000003,d,3,3473,4949.5,-29.8
1588,20200607,S92000003,d,4,3074,4353,-29.4
1589,20200607,S92000003,d,5,2538,3719,-31.8
1590,20200614,S08000015,,1,678,870.5,-22.1
1591,20200614,S08000015,,2,419,547.5,-23.5
1592,20200614,S08000015,,3,242,332,-27.1
1593,20200614,S08000015,,4,196,259,-24.3
1594,20200614,S08000015,,5,135,212,-36.3
1595,20200614,S08000016,,1,29,39.5,-26.6
1596,20200614,S08000016,,2,76,114,-33.3
1597,20200614,S08000016,,3,168,214,-21.5
1598,20200614,S08000016,,4,158,186,-15.1
1599,20200614,S08000016,,5,30,54,-44.4
1600,20200614,S08000017,,1,100,129.5,-22.8
1601,20200614,S08000017,,2,239,293,-18.4
1602,20200614,S08000017,,3,219,306,-28.4
1603,20200614,S08000017,,4,79,133,-40.6
1604,20200614,S08000017,,5,44,71.5,-38.5
1605,20200614,S08000019,,1,201,304,-33.9
1606,20200614,S08000019,,2,250,375,-33.3
1607,20200614,S08000019,,3,133,219,-39.3
1608,20200614,S08000019,,4,112,217,-48.4
1609,20200614,S08000019,,5,101,198,-49
1610,20200614,S08000020,,1,90,151.5,-40.6
1611,20200614,S08000020,,2,213,351.5,-39.4
1612,20200614,S08000020,,3,244,385,-36.6
1613,20200614,S08000020,,4,324,502.5,-35.5
1614,20200614,S08000020,,5,315,542.5,-41.9
1615,20200614,S08000022,,1,100,148,-32.4
1616,20200614,S08000022,,2,182,249,-26.9
1617,20200614,S08000022,,3,262,345.5,-24.2
1618,20200614,S08000022,,4,246,343.5,-28.4
1619,20200614,S08000022,,5,85,110.5,-23.1
1620,20200614,S08000024,,1,622,808,-23
1621,20200614,S08000024,,2,730,1093,-33.2
1622,20200614,S08000024,,3,518,763,-32.1
1623,20200614,S08000024,,4,510,698.5,-27
1624,20200614,S08000024,,5,634,884,-28.3
1625,20200614,S08000025,,2,9,17.5,-48.6
1626,20200614,S08000025,,3,27,32,-15.6
1627,20200614,S08000025,,4,35,55,-36.4
1628,20200614,S08000025,,5,12,14.5,-17.2
1629,20200614,S08000026,,2,5,9,-44.4
1630,20200614,S08000026,,3,30,56,-46.4
1631,20200614,S08000026,,4,63,92,-31.5
1632,20200614,S08000028,,2,22,29.5,-25.4
1633,20200614,S08000028,,3,48,75.5,-36.4
1634,20200614,S08000028,,4,7,8.5,-17.6
1635,20200614,S08000029,,1,292,403.5,-27.6
1636,20200614,S08000029,,2,246,332.5,-26
1637,20200614,S08000029,,3,182,237.5,-23.4
1638,20200614,S08000029,,4,112,152.5,-26.6
1639,20200614,S08000029,,5,122,145.5,-16.2
1640,20200614,S08000030,,1,264,358.5,-26.4
1641,20200614,S08000030,,2,216,245.5,-12
1642,20200614,S08000030,,3,219,294.5,-25.6
1643,20200614,S08000030,,4,268,379,-29.3
1644,20200614,S08000030,,5,180,239,-24.7
1645,20200614,S08000031,,1,2086,3247,-35.8
1646,20200614,S08000031,,2,830,1212.5,-31.5
1647,20200614,S08000031,,3,568,894.5,-36.5
1648,20200614,S08000031,,4,470,796.5,-41
1649,20200614,S08000031,,5,548,873.5,-37.3
1650,20200614,S08000032,,1,1049,1341,-21.8
1651,20200614,S08000032,,2,937,1165.5,-19.6
1652,20200614,S08000032,,3,537,725,-25.9
1653,20200614,S08000032,,4,370,501.5,-26.2
1654,20200614,S08000032,,5,272,323.5,-15.9
1655,20200614,S92000003,d,1,5512,7804.5,-29.4
1656,20200614,S92000003,d,2,4374,6035,-27.5
1657,20200614,S92000003,d,3,3397,4879.5,-30.4
1658,20200614,S92000003,d,4,2950,4324.5,-31.8
1659,20200614,S92000003,d,5,2479,3673.5,-32.5
1660,20200621,S08000015,,1,706,827,-14.6
1661,20200621,S08000015,,2,490,557,-12
1662,20200621,S08000015,,3,286,320,-10.6
1663,20200621,S08000015,,4,183,220.5,-17
1664,20200621,S08000015,,5,156,193,-19.2
1665,20200621,S08000016,,1,32,56.5,-43.4
1666,20200621,S08000016,,2,94,104.5,-10
1667,20200621,S08000016,,3,181,218.5,-17.2
1668,20200621,S08000016,,4,150,193.5,-22.5
1669,20200621,S08000016,,5,30,50.5,-40.6
1670,20200621,S08000017,,1,109,117.5,-7.2
1671,20200621,S08000017,,2,277,291,-4.8
1672,20200621,S08000017,,3,225,298,-24.5
1673,20200621,S08000017,,4,82,127,-35.4
1674,20200621,S08000017,,5,38,63,-39.7
1675,20200621,S08000019,,1,197,308.5,-36.1
1676,20200621,S08000019,,2,295,371.5,-20.6
1677,20200621,S08000019,,3,166,236,-29.7
1678,20200621,S08000019,,4,147,209,-29.7
1679,20200621,S08000019,,5,130,180,-27.8
1680,20200621,S08000020,,1,108,147,-26.5
1681,20200621,S08000020,,2,292,397,-26.4
1682,20200621,S08000020,,3,281,413.5,-32
1683,20200621,S08000020,,4,367,539,-31.9
1684,20200621,S08000020,,5,382,585.5,-34.8
1685,20200621,S08000022,,1,103,140.5,-26.7
1686,20200621,S08000022,,2,202,265.5,-23.9
1687,20200621,S08000022,,3,228,332,-31.3
1688,20200621,S08000022,,4,238,336,-29.2
1689,20200621,S08000022,,5,63,108.5,-41.9
1690,20200621,S08000024,,1,662,844,-21.6
1691,20200621,S08000024,,2,920,1104,-16.7
1692,20200621,S08000024,,3,608,779,-22
1693,20200621,S08000024,,4,549,710.5,-22.7
1694,20200621,S08000024,,5,687,900.5,-23.7
1695,20200621,S08000025,,2,21,15,40
1696,20200621,S08000025,,3,21,38.5,-45.5
1697,20200621,S08000025,,4,40,53.5,-25.2
1698,20200621,S08000025,,5,6,11,-45.5
1699,20200621,S08000026,,2,9,6.5,38.5
1700,20200621,S08000026,,3,36,36,0
1701,20200621,S08000026,,4,73,94.5,-22.8
1702,20200621,S08000028,,2,26,28.5,-8.8
1703,20200621,S08000028,,3,44,73.5,-40.1
1704,20200621,S08000028,,4,7,11,-36.4
1705,20200621,S08000029,,1,345,418,-17.5
1706,20200621,S08000029,,2,246,336.5,-26.9
1707,20200621,S08000029,,3,192,250.5,-23.4
1708,20200621,S08000029,,4,121,155,-21.9
1709,20200621,S08000029,,5,121,154,-21.4
1710,20200621,S08000030,,1,286,371,-22.9
1711,20200621,S08000030,,2,215,269,-20.1
1712,20200621,S08000030,,3,240,281.5,-14.7
1713,20200621,S08000030,,4,274,369.5,-25.8
1714,20200621,S08000030,,5,174,241.5,-28
1715,20200621,S08000031,,1,2367,3212,-26.3
1716,20200621,S08000031,,2,883,1266.5,-30.3
1717,20200621,S08000031,,3,611,938.5,-34.9
1718,20200621,S08000031,,4,570,772,-26.2
1719,20200621,S08000031,,5,610,811,-24.8
1720,20200621,S08000032,,1,1111,1296,-14.3
1721,20200621,S08000032,,2,1059,1169.5,-9.4
1722,20200621,S08000032,,3,613,701.5,-12.6
1723,20200621,S08000032,,4,399,525,-24
1724,20200621,S08000032,,5,310,337,-8
1725,20200621,S92000003,d,1,6026,7741,-22.2
1726,20200621,S92000003,d,2,5029,6182,-18.7
1727,20200621,S92000003,d,3,3732,4917,-24.1
1728,20200621,S92000003,d,4,3200,4316,-25.9
1729,20200621,S92000003,d,5,2710,3640,-25.5
1730,20200628,S08000015,,1,721,895,-19.4
1731,20200628,S08000015,,2,502,588.5,-14.7
1732,20200628,S08000015,,3,245,358.5,-31.7
1733,20200628,S08000015,,4,203,255,-20.4
1734,20200628,S08000015,,5,160,214.5,-25.4
1735,20200628,S08000016,,1,41,49.5,-17.2
1736,20200628,S08000016,,2,104,117,-11.1
1737,20200628,S08000016,,3,188,221,-14.9
1738,20200628,S08000016,,4,136,205,-33.7
1739,20200628,S08000016,,5,43,47,-8.5
1740,20200628,S08000017,,1,78,135.5,-42.4
1741,20200628,S08000017,,2,244,302.5,-19.3
1742,20200628,S08000017,,3,221,304.5,-27.4
1743,20200628,S08000017,,4,87,133,-34.6
1744,20200628,S08000017,,5,45,68.5,-34.3
1745,20200628,S08000019,,1,213,302,-29.5
1746,20200628,S08000019,,2,250,405.5,-38.3
1747,20200628,S08000019,,3,147,241.5,-39.1
1748,20200628,S08000019,,4,143,201.5,-29
1749,20200628,S08000019,,5,124,181.5,-31.7
1750,20200628,S08000020,,1,99,153,-35.3
1751,20200628,S08000020,,2,360,403.5,-10.8
1752,20200628,S08000020,,3,333,417.5,-20.2
1753,20200628,S08000020,,4,460,516.5,-10.9
1754,20200628,S08000020,,5,462,575,-19.7
1755,20200628,S08000022,,1,103,127.5,-19.2
1756,20200628,S08000022,,2,203,270,-24.8
1757,20200628,S08000022,,3,281,346,-18.8
1758,20200628,S08000022,,4,297,342.5,-13.3
1759,20200628,S08000022,,5,67,113.5,-41
1760,20200628,S08000024,,1,726,820,-11.5
1761,20200628,S08000024,,2,924,1137,-18.7
1762,20200628,S08000024,,3,651,752,-13.4
1763,20200628,S08000024,,4,555,665,-16.5
1764,20200628,S08000024,,5,699,875,-20.1
1765,20200628,S08000025,,2,15,18,-16.7
1766,20200628,S08000025,,3,31,39,-20.5
1767,20200628,S08000025,,4,42,65.5,-35.9
1768,20200628,S08000025,,5,8,15.5,-48.4
1769,20200628,S08000026,,2,11,10.5,4.8
1770,20200628,S08000026,,3,35,52.5,-33.3
1771,20200628,S08000026,,4,72,82.5,-12.7
1772,20200628,S08000028,,2,18,36,-50
1773,20200628,S08000028,,3,70,89,-21.3
1774,20200628,S08000028,,4,8,9,-11.1
1775,20200628,S08000029,,1,337,394.5,-14.6
1776,20200628,S08000029,,2,298,349.5,-14.7
1777,20200628,S08000029,,3,200,259,-22.8
1778,20200628,S08000029,,4,124,162,-23.5
1779,20200628,S08000029,,5,116,160.5,-27.7
1780,20200628,S08000030,,1,299,350.5,-14.7
1781,20200628,S08000030,,2,215,270,-20.4
1782,20200628,S08000030,,3,233,301,-22.6
1783,20200628,S08000030,,4,274,374.5,-26.8
1784,20200628,S08000030,,5,165,259.5,-36.4
1785,20200628,S08000031,,1,2189,3233,-32.3
1786,20200628,S08000031,,2,884,1309,-32.5
1787,20200628,S08000031,,3,585,927,-36.9
1788,20200628,S08000031,,4,493,792,-37.8
1789,20200628,S08000031,,5,573,801.5,-28.5
1790,20200628,S08000032,,1,1208,1324,-8.8
1791,20200628,S08000032,,2,1045,1206,-13.3
1792,20200628,S08000032,,3,599,705,-15
1793,20200628,S08000032,,4,439,488,-10
1794,20200628,S08000032,,5,336,350.5,-4.1
1795,20200628,S92000003,d,1,6014,7788.5,-22.8
1796,20200628,S92000003,d,2,5073,6423,-21
1797,20200628,S92000003,d,3,3819,5013.5,-23.8
1798,20200628,S92000003,d,4,3333,4292,-22.3
1799,20200628,S92000003,d,5,2798,3667.5,-23.7
1800,20200705,S08000015,,1,660,850,-22.4
1801,20200705,S08000015,,2,435,566,-23.1
1802,20200705,S08000015,,3,284,317,-10.4
1803,20200705,S08000015,,4,187,208.5,-10.3
1804,20200705,S08000015,,5,162,203.5,-20.4
1805,20200705,S08000016,,1,35,59.5,-41.2
1806,20200705,S08000016,,2,85,117.5,-27.7
1807,20200705,S08000016,,3,172,196.5,-12.5
1808,20200705,S08000016,,4,140,183.5,-23.7
1809,20200705,S08000016,,5,33,45,-26.7
1810,20200705,S08000017,,1,111,129.5,-14.3
1811,20200705,S08000017,,2,227,326.5,-30.5
1812,20200705,S08000017,,3,204,278.5,-26.8
1813,20200705,S08000017,,4,85,122,-30.3
1814,20200705,S08000017,,5,45,68.5,-34.3
1815,20200705,S08000019,,1,206,293.5,-29.8
1816,20200705,S08000019,,2,263,379,-30.6
1817,20200705,S08000019,,3,129,222.5,-42
1818,20200705,S08000019,,4,124,202,-38.6
1819,20200705,S08000019,,5,121,163.5,-26
1820,20200705,S08000020,,1,111,160,-30.6
1821,20200705,S08000020,,2,317,390,-18.7
1822,20200705,S08000020,,3,333,403,-17.4
1823,20200705,S08000020,,4,421,538,-21.7
1824,20200705,S08000020,,5,433,545,-20.6
1825,20200705,S08000022,,1,114,131,-13
1826,20200705,S08000022,,2,161,255.5,-37
1827,20200705,S08000022,,3,244,336,-27.4
1828,20200705,S08000022,,4,240,341.5,-29.7
1829,20200705,S08000022,,5,70,123,-43.1
1830,20200705,S08000024,,1,640,858.5,-25.5
1831,20200705,S08000024,,2,848,1030.5,-17.7
1832,20200705,S08000024,,3,572,683,-16.3
1833,20200705,S08000024,,4,532,618.5,-14
1834,20200705,S08000024,,5,616,776,-20.6
1835,20200705,S08000025,,2,14,20,-30
1836,20200705,S08000025,,3,22,43,-48.8
1837,20200705,S08000025,,4,57,55.5,2.7
1838,20200705,S08000025,,5,11,10,10
1839,20200705,S08000026,,3,38,41,-7.3
1840,20200705,S08000026,,4,68,87.5,-22.3
1841,20200705,S08000028,,2,9,29.5,-69.5
1842,20200705,S08000028,,3,57,90,-36.7
1843,20200705,S08000028,,4,10,17.5,-42.9
1844,20200705,S08000029,,1,328,430.5,-23.8
1845,20200705,S08000029,,2,241,326,-26.1
1846,20200705,S08000029,,3,182,247,-26.3
1847,20200705,S08000029,,4,97,146.5,-33.8
1848,20200705,S08000029,,5,117,140,-16.4
1849,20200705,S08000030,,1,266,346.5,-23.2
1850,20200705,S08000030,,2,209,267.5,-21.9
1851,20200705,S08000030,,3,221,284,-22.2
1852,20200705,S08000030,,4,265,353.5,-25
1853,20200705,S08000030,,5,164,228,-28.1
1854,20200705,S08000031,,1,2291,3234,-29.2
1855,20200705,S08000031,,2,826,1265.5,-34.7
1856,20200705,S08000031,,3,582,854,-31.9
1857,20200705,S08000031,,4,501,788.5,-36.5
1858,20200705,S08000031,,5,577,806.5,-28.5
1859,20200705,S08000032,,1,1177,1373,-14.3
1860,20200705,S08000032,,2,956,1145,-16.5
1861,20200705,S08000032,,3,594,682,-12.9
1862,20200705,S08000032,,4,401,490,-18.2
1863,20200705,S08000032,,5,265,324,-18.2
1864,20200705,S92000003,d,1,5940,7870.5,-24.5
1865,20200705,S92000003,d,2,4595,6128,-25
1866,20200705,S92000003,d,3,3634,4677.5,-22.3
1867,20200705,S92000003,d,4,3128,4153,-24.7
1868,20200705,S92000003,d,5,2615,3439,-24
1869,20200712,S08000015,,1,721,830.5,-13.2
1870,20200712,S08000015,,2,495,546.5,-9.4
1871,20200712,S08000015,,3,270,317.5,-15
1872,20200712,S08000015,,4,227,235.5,-3.6
1873,20200712,S08000015,,5,190,190,0
1874,20200712,S08000016,,1,42,46,-8.7
1875,20200712,S08000016,,2,72,108,-33.3
1876,20200712,S08000016,,3,161,197,-18.3
1877,20200712,S08000016,,4,146,181.5,-19.6
1878,20200712,S08000016,,5,47,58,-19
1879,20200712,S08000017,,1,104,141.5,-26.5
1880,20200712,S08000017,,2,242,314.5,-23.1
1881,20200712,S08000017,,3,222,288.5,-23.1
1882,20200712,S08000017,,4,89,114,-21.9
1883,20200712,S08000017,,5,48,59.5,-19.3
1884,20200712,S08000019,,1,218,291,-25.1
1885,20200712,S08000019,,2,256,351.5,-27.2
1886,20200712,S08000019,,3,158,220,-28.2
1887,20200712,S08000019,,4,151,205,-26.3
1888,20200712,S08000019,,5,117,189,-38.1
1889,20200712,S08000020,,1,88,168,-47.6
1890,20200712,S08000020,,2,316,415,-23.9
1891,20200712,S08000020,,3,325,407,-20.1
1892,20200712,S08000020,,4,470,482.5,-2.6
1893,20200712,S08000020,,5,422,487,-13.3
1894,20200712,S08000022,,1,125,124.5,0.4
1895,20200712,S08000022,,2,215,250,-14
1896,20200712,S08000022,,3,275,312.5,-12
1897,20200712,S08000022,,4,275,300.5,-8.5
1898,20200712,S08000022,,5,88,93.5,-5.9
1899,20200712,S08000024,,1,687,753,-8.8
1900,20200712,S08000024,,2,928,1021.5,-9.2
1901,20200712,S08000024,,3,553,734.5,-24.7
1902,20200712,S08000024,,4,537,634,-15.3
1903,20200712,S08000024,,5,661,734.5,-10
1904,20200712,S08000025,,2,9,17,-47.1
1905,20200712,S08000025,,3,27,31.5,-14.3
1906,20200712,S08000025,,4,58,39.5,46.8
1907,20200712,S08000025,,5,6,13,-53.8
1908,20200712,S08000026,,3,20,42,-52.4
1909,20200712,S08000026,,4,80,82,-2.4
1910,20200712,S08000028,,2,13,34.5,-62.3
1911,20200712,S08000028,,3,61,84.5,-27.8
1912,20200712,S08000028,,4,7,12,-41.7
1913,20200712,S08000029,,1,349,450.5,-22.5
1914,20200712,S08000029,,2,254,330.5,-23.1
1915,20200712,S08000029,,3,191,237,-19.4
1916,20200712,S08000029,,4,115,144.5,-20.4
1917,20200712,S08000029,,5,114,130.5,-12.6
1918,20200712,S08000030,,1,326,347.5,-6.2
1919,20200712,S08000030,,2,225,254.5,-11.6
1920,20200712,S08000030,,3,257,286.5,-10.3
1921,20200712,S08000030,,4,293,344,-14.8
1922,20200712,S08000030,,5,178,196,-9.2
1923,20200712,S08000031,,1,2189,3176.5,-31.1
1924,20200712,S08000031,,2,907,1213.5,-25.3
1925,20200712,S08000031,,3,599,853.5,-29.8
1926,20200712,S08000031,,4,543,751,-27.7
1927,20200712,S08000031,,5,576,763,-24.5
1928,20200712,S08000032,,1,1079,1308,-17.5
1929,20200712,S08000032,,2,1022,1111.5,-8.1
1930,20200712,S08000032,,3,586,666.5,-12.1
1931,20200712,S08000032,,4,450,457,-1.5
1932,20200712,S08000032,,5,295,322,-8.4
1933,20200712,S92000003,d,1,5929,7639,-22.4
1934,20200712,S92000003,d,2,4958,5977,-17
1935,20200712,S92000003,d,3,3705,4678.5,-20.8
1936,20200712,S92000003,d,4,3441,3983,-13.6
1937,20200712,S92000003,d,5,2744,3244,-15.4
1938,20200719,S08000015,,1,745,840,-11.3
1939,20200719,S08000015,,2,441,540.5,-18.4
1940,20200719,S08000015,,3,302,315,-4.1
1941,20200719,S08000015,,4,201,215,-6.5
1942,20200719,S08000015,,5,174,203,-14.3
1943,20200719,S08000016,,1,48,48,0
1944,20200719,S08000016,,2,86,115,-25.2
1945,20200719,S08000016,,3,187,212.5,-12
1946,20200719,S08000016,,4,185,188,-1.6
1947,20200719,S08000016,,5,50,50,0
1948,20200719,S08000017,,1,96,122,-21.3
1949,20200719,S08000017,,2,257,311.5,-17.5
1950,20200719,S08000017,,3,232,278.5,-16.7
1951,20200719,S08000017,,4,99,112,-11.6
1952,20200719,S08000017,,5,57,70,-18.6
1953,20200719,S08000019,,1,230,286,-19.6
1954,20200719,S08000019,,2,297,383.5,-22.6
1955,20200719,S08000019,,3,152,217,-30
1956,20200719,S08000019,,4,140,181,-22.7
1957,20200719,S08000019,,5,126,182,-30.8
1958,20200719,S08000020,,1,119,145.5,-18.2
1959,20200719,S08000020,,2,322,373.5,-13.8
1960,20200719,S08000020,,3,359,370,-3
1961,20200719,S08000020,,4,502,490.5,2.3
1962,20200719,S08000020,,5,483,507.5,-4.8
1963,20200719,S08000022,,1,136,142.5,-4.6
1964,20200719,S08000022,,2,199,254.5,-21.8
1965,20200719,S08000022,,3,268,334.5,-19.9
1966,20200719,S08000022,,4,300,325,-7.7
1967,20200719,S08000022,,5,123,99.5,23.6
1968,20200719,S08000024,,1,707,866.5,-18.4
1969,20200719,S08000024,,2,952,1035,-8
1970,20200719,S08000024,,3,641,698.5,-8.2
1971,20200719,S08000024,,4,546,676.5,-19.3
1972,20200719,S08000024,,5,753,774.5,-2.8
1973,20200719,S08000025,,2,16,20.5,-22
1974,20200719,S08000025,,3,26,46.5,-44.1
1975,20200719,S08000025,,4,50,48.5,3.1
1976,20200719,S08000025,,5,10,14,-28.6
1977,20200719,S08000026,,2,15,7.5,100
1978,20200719,S08000026,,3,32,45.5,-29.7
1979,20200719,S08000026,,4,62,78,-20.5
1980,20200719,S08000028,,2,19,31,-38.7
1981,20200719,S08000028,,3,44,80.5,-45.3
1982,20200719,S08000028,,4,5,14.5,-65.5
1983,20200719,S08000029,,1,349,427,-18.3
1984,20200719,S08000029,,2,314,318.5,-1.4
1985,20200719,S08000029,,3,218,239,-8.8
1986,20200719,S08000029,,4,144,150.5,-4.3
1987,20200719,S08000029,,5,111,144,-22.9
1988,20200719,S08000030,,1,366,355.5,3
1989,20200719,S08000030,,2,258,266.5,-3.2
1990,20200719,S08000030,,3,281,286.5,-1.9
1991,20200719,S08000030,,4,356,372.5,-4.4
1992,20200719,S08000030,,5,174,197.5,-11.9
1993,20200719,S08000031,,1,2338,3149.5,-25.8
1994,20200719,S08000031,,2,877,1193,-26.5
1995,20200719,S08000031,,3,609,864,-29.5
1996,20200719,S08000031,,4,503,724,-30.5
1997,20200719,S08000031,,5,497,785.5,-36.7
1998,20200719,S08000032,,1,1194,1321.5,-9.6
1999,20200719,S08000032,,2,998,1154,-13.5
2000,20200719,S08000032,,3,583,713.5,-18.3
2001,20200719,S08000032,,4,424,484.5,-12.5
2002,20200719,S08000032,,5,298,316.5,-5.8
2003,20200719,S92000003,d,1,6332,7709,-17.9
2004,20200719,S92000003,d,2,5051,6004.5,-15.9
2005,20200719,S92000003,d,3,3934,4701.5,-16.3
2006,20200719,S92000003,d,4,3517,4060.5,-13.4
2007,20200719,S92000003,d,5,2860,3355,-14.8
2008,20200726,S08000015,,1,727,855.5,-15
2009,20200726,S08000015,,2,522,545,-4.2
2010,20200726,S08000015,,3,279,318,-12.3
2011,20200726,S08000015,,4,189,239.5,-21.1
2012,20200726,S08000015,,5,188,199.5,-5.8
2013,20200726,S08000016,,1,52,43.5,19.5
2014,20200726,S08000016,,2,104,123,-15.4
2015,20200726,S08000016,,3,183,238.5,-23.3
2016,20200726,S08000016,,4,161,172.5,-6.7
2017,20200726,S08000016,,5,49,45,8.9
2018,20200726,S08000017,,1,97,126,-23
2019,20200726,S08000017,,2,284,304,-6.6
2020,20200726,S08000017,,3,227,299.5,-24.2
2021,20200726,S08000017,,4,112,122,-8.2
2022,20200726,S08000017,,5,70,68,2.9
2023,20200726,S08000019,,1,232,285,-18.6
2024,20200726,S08000019,,2,275,372,-26.1
2025,20200726,S08000019,,3,183,219,-16.4
2026,20200726,S08000019,,4,151,222.5,-32.1
2027,20200726,S08000019,,5,131,187,-29.9
2028,20200726,S08000020,,1,111,136,-18.4
2029,20200726,S08000020,,2,337,399,-15.5
2030,20200726,S08000020,,3,312,365.5,-14.6
2031,20200726,S08000020,,4,462,481.5,-4
2032,20200726,S08000020,,5,433,518,-16.4
2033,20200726,S08000022,,1,125,135,-7.4
2034,20200726,S08000022,,2,230,253.5,-9.3
2035,20200726,S08000022,,3,285,330,-13.6
2036,20200726,S08000022,,4,275,342,-19.6
2037,20200726,S08000022,,5,110,105.5,4.3
2038,20200726,S08000024,,1,750,811,-7.5
2039,20200726,S08000024,,2,946,1108.5,-14.7
2040,20200726,S08000024,,3,643,728,-11.7
2041,20200726,S08000024,,4,548,622.5,-12
2042,20200726,S08000024,,5,689,828.5,-16.8
2043,20200726,S08000025,,2,17,21,-19
2044,20200726,S08000025,,3,30,42.5,-29.4
2045,20200726,S08000025,,4,60,66,-9.1
2046,20200726,S08000025,,5,10,13,-23.1
2047,20200726,S08000026,,2,7,8.5,-17.6
2048,20200726,S08000026,,3,30,44,-31.8
2049,20200726,S08000026,,4,69,86.5,-20.2
2050,20200726,S08000028,,2,23,32.5,-29.2
2051,20200726,S08000028,,3,59,72.5,-18.6
2052,20200726,S08000028,,4,5,19,-73.7
2053,20200726,S08000029,,1,372,439.5,-15.4
2054,20200726,S08000029,,2,271,324,-16.4
2055,20200726,S08000029,,3,197,242,-18.6
2056,20200726,S08000029,,4,125,170,-26.5
2057,20200726,S08000029,,5,132,159,-17
2058,20200726,S08000030,,1,302,376,-19.7
2059,20200726,S08000030,,2,262,271.5,-3.5
2060,20200726,S08000030,,3,257,310.5,-17.2
2061,20200726,S08000030,,4,315,349.5,-9.9
2062,20200726,S08000030,,5,206,220,-6.4
2063,20200726,S08000031,,1,2369,3155,-24.9
2064,20200726,S08000031,,2,940,1167,-19.5
2065,20200726,S08000031,,3,628,859,-26.9
