id,date,country,sex,sex_qf,age_group,age_group_qf,daily_positive,cumulative_positive,crude_rate_positive,daily_deaths,cumulative_deaths,crude_rate_deaths,cumulative_negative,crude_rate_negative
203,20200305,S92000003,Female,,45 to 64,,0,1,0.1295051607806571,0,0,0,227,29.39767149720916
204,20200305,S92000003,Female,,60+,,0,1,0.13120828396621648,0,0,0,161,21.124533718560855
205,20200305,S92000003,Female,,65 to 74,,0,1,0.32698545568693105,0,0,0,72,23.542952809459035
206,20200305,S92000003,Female,,75 to 84,,0,0,0,0,0,0,19,9.89428735093475
207,20200305,S92000003,Female,,85plus,,0,0,0,0,0,0,14,16.985138004246284
208,20200305,S92000003,Female,,Total,d,1,5,0.17852118760863014,0,0,0,713,25.457121352990658
209,20200305,S92000003,Male,,0 to 14,,0,0,0,0,0,0,161,36.53436385957189
210,20200305,S92000003,Male,,0 to 59,,1,10,0.49536585245032716,0,0,0,596,29.5238048060395
211,20200305,S92000003,Male,,15 to 19,,0,0,0,0,0,0,21,14.5623998835008
212,20200305,S92000003,Male,,20 to 24,,0,0,0,0,0,0,34,19.618931114470694
213,20200305,S92000003,Male,,25 to 44,,0,5,0.7057750751297567,0,0,0,200,28.23100300519027
214,20200305,S92000003,Male,,45 to 64,,1,5,0.6917734303660865,0,0,0,233,32.23664185505963
215,20200305,S92000003,Male,,60+,,0,0,0,0,0,0,158,24.439212871731254
216,20200305,S92000003,Male,,65 to 74,,0,0,0,0,0,0,72,25.674032499046138
217,20200305,S92000003,Male,,75 to 84,,0,0,0,0,0,0,27,18.063100430838393
218,20200305,S92000003,Male,,85plus,,0,0,0,0,0,0,6,13.075883711807524
219,20200305,S92000003,Male,,Total,d,1,10,0.3752046741497487,0,0,0,754,28.29043243089105
220,20200305,S92000003,Total,d,0 to 14,,0,0,0,0,0,0,278,32.333476779213534
221,20200305,S92000003,Total,d,0 to 59,,2,14,0.34505272035867735,0,0,0,1150,28.343616315177073
222,20200305,S92000003,Total,d,15 to 19,,0,0,0,0,0,0,39,13.823904721395152
223,20200305,S92000003,Total,d,20 to 24,,1,1,0.29260727714298257,0,0,0,94,27.505084051440363
224,20200305,S92000003,Total,d,25 to 44,,0,7,0.48906417569979843,0,0,0,388,27.10812859593168
225,20200305,S92000003,Total,d,45 to 64,,1,6,0.40135121575972443,0,0,0,460,30.770259874912202
226,20200305,S92000003,Total,d,60+,,0,1,0.0709900053171514,0,0,0,319,22.645811696171297
227,20200305,S92000003,Total,d,65 to 74,,0,1,0.170571910558913,0,0,0,144,24.56235512048347
228,20200305,S92000003,Total,d,75 to 84,,0,0,0,0,0,0,46,13.469748701340533
229,20200305,S92000003,Total,d,85plus,,0,0,0,0,0,0,20,15.587128149574081
230,20200305,S92000003,Total,d,Total,d,2,15,0.27442371020856204,0,0,0,1469,26.875228686425174
231,20200306,S92000003,Female,,0 to 14,,0,0,0,0,0,0,141,33.642799367229046
232,20200306,S92000003,Female,,0 to 59,,3,7,0.3433659972501289,0,0,0,624,30.60862604058292
233,20200306,S92000003,Female,,15 to 19,,0,0,0,0,0,0,19,13.776801316772168
234,20200306,S92000003,Female,,20 to 24,,1,2,1.187274788813497,0,0,0,65,38.58643063643865
235,20200306,S92000003,Female,,25 to 44,,1,3,0.41501582593682906,0,0,0,202,27.944398946413155
236,20200306,S92000003,Female,,45 to 64,,1,2,0.2590103215613142,0,0,0,256,33.15332115984822
237,20200306,S92000003,Female,,60+,,0,1,0.13120828396621648,0,0,0,182,23.879907681851403
238,20200306,S92000003,Female,,65 to 74,,0,1,0.32698545568693105,0,0,0,80,26.158836454954482
239,20200306,S92000003,Female,,75 to 84,,0,0,0,0,0,0,26,13.539551111805446
240,20200306,S92000003,Female,,85plus,,0,0,0,0,0,0,17,20.62481043372763
241,20200306,S92000003,Female,,Total,d,3,8,0.28563390017380824,0,0,0,806,28.77761544251118
242,20200306,S92000003,Male,,0 to 14,,0,0,0,0,0,0,182,41.299715667342134
243,20200306,S92000003,Male,,0 to 59,,2,12,0.5944390229403926,0,0,0,659,32.64460967647656
244,20200306,S92000003,Male,,15 to 19,,0,0,0,0,0,0,23,15.949295110500879
245,20200306,S92000003,Male,,20 to 24,,0,0,0,0,0,0,37,21.35001327162987
246,20200306,S92000003,Male,,25 to 44,,1,6,0.846930090155708,0,0,0,217,30.630638260631443
247,20200306,S92000003,Male,,45 to 64,,1,6,0.8301281164393038,0,0,0,256,35.41879963474363
248,20200306,S92000003,Male,,60+,,1,1,0.15467856247931175,0,0,0,181,27.996819808755426
249,20200306,S92000003,Male,,65 to 74,,1,1,0.3565837847089741,0,0,0,81,28.883286561426907
250,20200306,S92000003,Male,,75 to 84,,0,0,0,0,0,0,35,23.415130188123843
251,20200306,S92000003,Male,,85plus,,0,0,0,0,0,0,9,19.613825567711284
252,20200306,S92000003,Male,,Total,d,3,13,0.4877660763946733,0,0,0,840,31.51719262857889
253,20200306,S92000003,Total,d,0 to 14,,0,0,0,0,0,0,323,37.56731294851068
254,20200306,S92000003,Total,d,0 to 59,,5,19,0.4682858347724907,0,0,0,1285,31.670910404350032
255,20200306,S92000003,Total,d,15 to 19,,0,0,0,0,0,0,42,14.887282007656317
256,20200306,S92000003,Total,d,20 to 24,,1,2,0.5852145542859651,0,0,0,103,30.138549545727205
257,20200306,S92000003,Total,d,25 to 44,,2,9,0.6287967973283123,0,0,0,420,29.343850541987905
258,20200306,S92000003,Total,d,45 to 64,,2,8,0.5351349543462992,0,0,0,512,34.24863707816315
259,20200306,S92000003,Total,d,60+,,1,2,0.1419800106343028,0,0,0,363,25.76937193012596
260,20200306,S92000003,Total,d,65 to 74,,1,2,0.341143821117826,0,0,0,161,27.462077599984987
261,20200306,S92000003,Total,d,75 to 84,,0,0,0,0,0,0,61,17.862058060473316
262,20200306,S92000003,Total,d,85plus,,0,0,0,0,0,0,26,20.263266594446307
263,20200306,S92000003,Total,d,Total,d,6,21,0.3841931942919868,0,0,0,1648,30.150018294914013
264,20200307,S92000003,Female,,0 to 14,,0,0,0,0,0,0,152,36.267414920700816
265,20200307,S92000003,Female,,0 to 59,,2,9,0.44147056789302286,0,0,0,670,32.86503116536948
266,20200307,S92000003,Female,,15 to 19,,0,0,0,0,0,0,21,15.226990929063977
267,20200307,S92000003,Female,,20 to 24,,0,2,1.187274788813497,0,0,0,69,40.96098021406564
268,20200307,S92000003,Female,,25 to 44,,0,3,0.41501582593682906,0,0,0,218,30.157816684742908
269,20200307,S92000003,Female,,45 to 64,,2,4,0.5180206431226284,0,0,0,274,35.484414053900046
270,20200307,S92000003,Female,,60+,,0,1,0.13120828396621648,0,0,0,195,25.585615373412217
271,20200307,S92000003,Female,,65 to 74,,0,1,0.32698545568693105,0,0,0,87,28.447734644763003
272,20200307,S92000003,Female,,75 to 84,,0,0,0,0,0,0,26,13.539551111805446
273,20200307,S92000003,Female,,85plus,,0,0,0,0,0,0,18,21.83803457688808
274,20200307,S92000003,Female,,Total,d,2,10,0.3570423752172603,0,0,0,865,30.884165456293015
275,20200307,S92000003,Male,,0 to 14,,0,0,0,0,0,0,192,43.5689308138994
276,20200307,S92000003,Male,,0 to 59,,3,15,0.7430487786754908,0,0,0,698,34.57653650103284
277,20200307,S92000003,Male,,15 to 19,,0,0,0,0,0,0,23,15.949295110500879
278,20200307,S92000003,Male,,20 to 24,,0,0,0,0,0,0,39,22.504068043069324
279,20200307,S92000003,Male,,25 to 44,,2,8,1.1292401202076108,0,0,0,232,32.747963486020716
280,20200307,S92000003,Male,,45 to 64,,1,7,0.9684828025125211,0,0,0,270,37.35576523976867
281,20200307,S92000003,Male,,60+,,1,2,0.3093571249586235,0,0,0,194,30.00764112098648
282,20200307,S92000003,Male,,65 to 74,,1,2,0.7131675694179482,0,0,0,85,30.309621700262802
283,20200307,S92000003,Male,,75 to 84,,0,0,0,0,0,0,40,26.760148786427255
284,20200307,S92000003,Male,,85plus,,0,0,0,0,0,0,11,23.97245347164713
285,20200307,S92000003,Male,,Total,d,4,17,0.6378479460545727,0,0,0,892,33.46825693415758
286,20200307,S92000003,Total,d,0 to 14,,0,0,0,0,0,0,344,40.009769827516024
287,20200307,S92000003,Total,d,0 to 59,,5,24,0.5915189491863041,0,0,0,1370,33.765873349384854
288,20200307,S92000003,Total,d,15 to 19,,0,0,0,0,0,0,44,15.596200198497094
289,20200307,S92000003,Total,d,20 to 24,,0,2,0.5852145542859651,0,0,0,109,31.894193208585097
290,20200307,S92000003,Total,d,25 to 44,,2,11,0.7685294189568261,0,0,0,451,31.509706177229873
291,20200307,S92000003,Total,d,45 to 64,,3,11,0.7358105622261614,0,0,0,544,36.389176895548346
292,20200307,S92000003,Total,d,60+,,1,3,0.2129700159514542,0,0,0,389,27.615112068371896
