year,quarter,week_ending,hb,simd_quintile,sas_incidents,average20182019,percent_variation
2020,2,2020-04-19,S08000031,4,183,221,-17.2
2020,2,2020-04-19,S08000031,5,200,242.5,-17.5
2020,2,2020-04-19,S08000032,1,438,505,-13.3
2020,2,2020-04-19,S08000032,2,381,443,-14
2020,2,2020-04-19,S08000032,3,195,239,-18.4
2020,2,2020-04-19,S08000032,4,110,143.5,-23.3
2020,2,2020-04-19,S08000032,5,85,96.5,-11.9
2020,2,2020-04-19,S92000003,1,2919,3384,-13.7
2020,2,2020-04-19,S92000003,2,2208,2722,-18.9
2020,2,2020-04-19,S92000003,3,1733,2184.5,-20.7
2020,2,2020-04-19,S92000003,4,1355,1654.5,-18.1
2020,2,2020-04-19,S92000003,5,1020,1257.5,-18.9
2020,2,2020-04-26,S08000015,1,333,387,-14
2020,2,2020-04-26,S08000015,2,222,218.5,1.6
2020,2,2020-04-26,S08000015,3,112,140,-20
2020,2,2020-04-26,S08000015,4,80,100.5,-20.4
2020,2,2020-04-26,S08000015,5,64,84,-23.8
2020,2,2020-04-26,S08000016,1,22,19.5,12.8
2020,2,2020-04-26,S08000016,2,47,48,-2.1
2020,2,2020-04-26,S08000016,3,81,92.5,-12.4
2020,2,2020-04-26,S08000016,4,74,78,-5.1
2020,2,2020-04-26,S08000016,5,11,16.5,-33.3
2020,2,2020-04-26,S08000017,1,43,42,2.4
2020,2,2020-04-26,S08000017,2,76,105,-27.6
2020,2,2020-04-26,S08000017,3,110,87,26.4
2020,2,2020-04-26,S08000017,4,47,43.5,8
2020,2,2020-04-26,S08000017,5,15,21.5,-30.2
2020,2,2020-04-26,S08000019,1,124,158.5,-21.8
2020,2,2020-04-26,S08000019,2,151,169,-10.7
2020,2,2020-04-26,S08000019,3,84,88.5,-5.1
2020,2,2020-04-26,S08000019,4,83,88.5,-6.2
2020,2,2020-04-26,S08000019,5,55,71,-22.5
2020,2,2020-04-26,S08000020,1,67,75,-10.7
2020,2,2020-04-26,S08000020,2,167,227.5,-26.6
2020,2,2020-04-26,S08000020,3,205,210,-2.4
2020,2,2020-04-26,S08000020,4,231,275,-16
2020,2,2020-04-26,S08000020,5,213,232,-8.2
2020,2,2020-04-26,S08000022,1,68,97,-29.9
2020,2,2020-04-26,S08000022,2,149,161,-7.5
2020,2,2020-04-26,S08000022,3,184,211,-12.8
2020,2,2020-04-26,S08000022,4,127,155.5,-18.3
2020,2,2020-04-26,S08000022,5,26,46,-43.5
2020,2,2020-04-26,S08000024,1,262,327.5,-20
2020,2,2020-04-26,S08000024,2,332,420,-21
2020,2,2020-04-26,S08000024,3,235,269,-12.6
2020,2,2020-04-26,S08000024,4,194,235,-17.4
2020,2,2020-04-26,S08000024,5,212,292.5,-27.5
2020,2,2020-04-26,S08000025,3,9,14.5,-37.9
2020,2,2020-04-26,S08000025,4,11,12,-8.3
2020,2,2020-04-26,S08000026,3,16,11,45.5
2020,2,2020-04-26,S08000026,4,15,24,-37.5
2020,2,2020-04-26,S08000028,2,14,26.5,-47.2
2020,2,2020-04-26,S08000028,3,41,45,-8.9
2020,2,2020-04-26,S08000029,1,197,232.5,-15.3
2020,2,2020-04-26,S08000029,2,156,172,-9.3
2020,2,2020-04-26,S08000029,3,114,159,-28.3
2020,2,2020-04-26,S08000029,4,96,106,-9.4
2020,2,2020-04-26,S08000029,5,66,99,-33.3
2020,2,2020-04-26,S08000030,1,196,203.5,-3.7
2020,2,2020-04-26,S08000030,2,133,179,-25.7
2020,2,2020-04-26,S08000030,3,141,171.5,-17.8
2020,2,2020-04-26,S08000030,4,152,187.5,-18.9
2020,2,2020-04-26,S08000030,5,88,105.5,-16.6
2020,2,2020-04-26,S08000031,1,1093,1257,-13
2020,2,2020-04-26,S08000031,2,408,460.5,-11.4
2020,2,2020-04-26,S08000031,3,228,307.5,-25.9
2020,2,2020-04-26,S08000031,4,208,230.5,-9.8
2020,2,2020-04-26,S08000031,5,211,259,-18.5
2020,2,2020-04-26,S08000032,1,440,518.5,-15.1
2020,2,2020-04-26,S08000032,2,355,409,-13.2
2020,2,2020-04-26,S08000032,3,186,251.5,-26
2020,2,2020-04-26,S08000032,4,138,144,-4.2
2020,2,2020-04-26,S08000032,5,79,75,5.3
2020,2,2020-04-26,S92000003,1,2851,3323,-14.2
2020,2,2020-04-26,S92000003,2,2220,2606.5,-14.8
2020,2,2020-04-26,S92000003,3,1747,2063.5,-15.3
2020,2,2020-04-26,S92000003,4,1458,1686.5,-13.5
2020,2,2020-04-26,S92000003,5,1045,1308.5,-20.1
2020,2,2020-05-03,S08000015,1,325,388.5,-16.3
2020,2,2020-05-03,S08000015,2,204,240,-15
2020,2,2020-05-03,S08000015,3,110,118,-6.8
2020,2,2020-05-03,S08000015,4,83,96,-13.5
2020,2,2020-05-03,S08000015,5,76,79,-3.8
2020,2,2020-05-03,S08000016,1,9,21.5,-58.1
2020,2,2020-05-03,S08000016,2,44,59,-25.4
2020,2,2020-05-03,S08000016,3,68,95,-28.4
2020,2,2020-05-03,S08000016,4,57,70,-18.6
2020,2,2020-05-03,S08000016,5,12,15,-20
2020,2,2020-05-03,S08000017,1,44,44,0
2020,2,2020-05-03,S08000017,2,94,111.5,-15.7
2020,2,2020-05-03,S08000017,3,105,117.5,-10.6
2020,2,2020-05-03,S08000017,4,37,45.5,-18.7
2020,2,2020-05-03,S08000017,5,22,29.5,-25.4
2020,2,2020-05-03,S08000019,1,120,137,-12.4
2020,2,2020-05-03,S08000019,2,149,182.5,-18.4
2020,2,2020-05-03,S08000019,3,89,106.5,-16.4
2020,2,2020-05-03,S08000019,4,71,83.5,-15
2020,2,2020-05-03,S08000019,5,72,68,5.9
2020,2,2020-05-03,S08000020,1,72,72,0
2020,2,2020-05-03,S08000020,2,191,216.5,-11.8
2020,2,2020-05-03,S08000020,3,188,229,-17.9
2020,2,2020-05-03,S08000020,4,252,287,-12.2
2020,2,2020-05-03,S08000020,5,198,214.5,-7.7
2020,2,2020-05-03,S08000022,1,78,94,-17
2020,2,2020-05-03,S08000022,2,168,165,1.8
2020,2,2020-05-03,S08000022,3,176,217,-18.9
2020,2,2020-05-03,S08000022,4,131,156,-16
2020,2,2020-05-03,S08000022,5,38,47,-19.1
2020,2,2020-05-03,S08000024,1,284,347,-18.2
2020,2,2020-05-03,S08000024,2,354,405,-12.6
2020,2,2020-05-03,S08000024,3,230,275.5,-16.5
2020,2,2020-05-03,S08000024,4,183,221.5,-17.4
2020,2,2020-05-03,S08000024,5,258,284,-9.2
2020,2,2020-05-03,S08000025,2,8,5.5,45.5
2020,2,2020-05-03,S08000025,3,13,16.5,-21.2
2020,2,2020-05-03,S08000025,4,12,21.5,-44.2
2020,2,2020-05-03,S08000026,2,6,5.5,9.1
2020,2,2020-05-03,S08000026,3,14,11.5,21.7
2020,2,2020-05-03,S08000026,4,19,20.5,-7.3
2020,2,2020-05-03,S08000028,2,16,22.5,-28.9
2020,2,2020-05-03,S08000028,3,57,51,11.8
2020,2,2020-05-03,S08000029,1,179,227.5,-21.3
2020,2,2020-05-03,S08000029,2,175,192,-8.9
2020,2,2020-05-03,S08000029,3,141,146.5,-3.8
2020,2,2020-05-03,S08000029,4,97,101.5,-4.4
2020,2,2020-05-03,S08000029,5,104,100,4
2020,2,2020-05-03,S08000030,1,166,211.5,-21.5
2020,2,2020-05-03,S08000030,2,148,168,-11.9
2020,2,2020-05-03,S08000030,3,160,196.5,-18.6
2020,2,2020-05-03,S08000030,4,192,170,12.9
2020,2,2020-05-03,S08000030,5,95,109.5,-13.2
2020,2,2020-05-03,S08000031,1,1176,1230.5,-4.4
2020,2,2020-05-03,S08000031,2,415,486,-14.6
2020,2,2020-05-03,S08000031,3,273,309.5,-11.8
2020,2,2020-05-03,S08000031,4,185,234,-20.9
2020,2,2020-05-03,S08000031,5,222,263.5,-15.7
2020,2,2020-05-03,S08000032,1,462,485.5,-4.8
2020,2,2020-05-03,S08000032,2,379,392.5,-3.4
2020,2,2020-05-03,S08000032,3,186,214.5,-13.3
2020,2,2020-05-03,S08000032,4,122,115.5,5.6
2020,2,2020-05-03,S08000032,5,91,103,-11.7
2020,2,2020-05-03,S92000003,1,2918,3264,-10.6
2020,2,2020-05-03,S92000003,2,2353,2655,-11.4
2020,2,2020-05-03,S92000003,3,1814,2106,-13.9
2020,2,2020-05-03,S92000003,4,1441,1625,-11.3
2020,2,2020-05-03,S92000003,5,1190,1319,-9.8
2020,2,2020-05-10,S08000015,1,355,412.5,-13.9
2020,2,2020-05-10,S08000015,2,199,201.5,-1.2
2020,2,2020-05-10,S08000015,3,120,140,-14.3
2020,2,2020-05-10,S08000015,4,71,92,-22.8
2020,2,2020-05-10,S08000015,5,72,81.5,-11.7
2020,2,2020-05-10,S08000016,1,18,23.5,-23.4
2020,2,2020-05-10,S08000016,2,49,54,-9.3
2020,2,2020-05-10,S08000016,3,80,93,-14
2020,2,2020-05-10,S08000016,4,62,78,-20.5
2020,2,2020-05-10,S08000016,5,19,18,5.6
2020,2,2020-05-10,S08000017,1,47,39.5,19
2020,2,2020-05-10,S08000017,2,92,110.5,-16.7
2020,2,2020-05-10,S08000017,3,104,115,-9.6
2020,2,2020-05-10,S08000017,4,32,40.5,-21
2020,2,2020-05-10,S08000017,5,11,22,-50
2020,2,2020-05-10,S08000019,1,140,148.5,-5.7
2020,2,2020-05-10,S08000019,2,164,171.5,-4.4
2020,2,2020-05-10,S08000019,3,85,101.5,-16.3
2020,2,2020-05-10,S08000019,4,67,95.5,-29.8
2020,2,2020-05-10,S08000019,5,59,66.5,-11.3
2020,2,2020-05-10,S08000020,1,76,82.5,-7.9
2020,2,2020-05-10,S08000020,2,173,227.5,-24
2020,2,2020-05-10,S08000020,3,197,230.5,-14.5
2020,2,2020-05-10,S08000020,4,220,308,-28.6
2020,2,2020-05-10,S08000020,5,199,229.5,-13.3
2020,2,2020-05-10,S08000022,1,86,91.5,-6
2020,2,2020-05-10,S08000022,2,162,166.5,-2.7
2020,2,2020-05-10,S08000022,3,194,228,-14.9
2020,2,2020-05-10,S08000022,4,142,176,-19.3
2020,2,2020-05-10,S08000022,5,33,46.5,-29
2020,2,2020-05-10,S08000024,1,295,342.5,-13.9
2020,2,2020-05-10,S08000024,2,369,423.5,-12.9
2020,2,2020-05-10,S08000024,3,241,292,-17.5
2020,2,2020-05-10,S08000024,4,194,235,-17.4
2020,2,2020-05-10,S08000024,5,233,305.5,-23.7
2020,2,2020-05-10,S08000025,2,10,4.5,122.2
2020,2,2020-05-10,S08000025,3,13,17,-23.5
2020,2,2020-05-10,S08000025,4,22,14,57.1
2020,2,2020-05-10,S08000026,2,7,2.5,180
2020,2,2020-05-10,S08000026,3,11,9,22.2
2020,2,2020-05-10,S08000026,4,13,19,-31.6
2020,2,2020-05-10,S08000028,2,9,16,-43.8
2020,2,2020-05-10,S08000028,3,36,50.5,-28.7
2020,2,2020-05-10,S08000029,1,153,217.5,-29.7
2020,2,2020-05-10,S08000029,2,170,206.5,-17.7
2020,2,2020-05-10,S08000029,3,133,150,-11.3
2020,2,2020-05-10,S08000029,4,86,112,-23.2
2020,2,2020-05-10,S08000029,5,82,108,-24.1
2020,2,2020-05-10,S08000030,1,186,199,-6.5
2020,2,2020-05-10,S08000030,2,129,163,-20.9
2020,2,2020-05-10,S08000030,3,143,174.5,-18.1
2020,2,2020-05-10,S08000030,4,161,189,-14.8
2020,2,2020-05-10,S08000030,5,78,93,-16.1
2020,2,2020-05-10,S08000031,1,1151,1274,-9.7
2020,2,2020-05-10,S08000031,2,456,468,-2.6
2020,2,2020-05-10,S08000031,3,234,293,-20.1
2020,2,2020-05-10,S08000031,4,207,210,-1.4
2020,2,2020-05-10,S08000031,5,234,230,1.7
2020,2,2020-05-10,S08000032,1,470,463.5,1.4
2020,2,2020-05-10,S08000032,2,366,401.5,-8.8
2020,2,2020-05-10,S08000032,3,226,250,-9.6
2020,2,2020-05-10,S08000032,4,143,135,5.9
2020,2,2020-05-10,S08000032,5,69,74,-6.8
2020,2,2020-05-10,S92000003,1,2985,3298.5,-9.5
2020,2,2020-05-10,S92000003,2,2355,2625,-10.3
2020,2,2020-05-10,S92000003,3,1820,2149,-15.3
2020,2,2020-05-10,S92000003,4,1421,1708.5,-16.8
2020,2,2020-05-10,S92000003,5,1090,1281,-14.9
2020,2,2020-05-17,S08000015,1,322,364,-11.5
2020,2,2020-05-17,S08000015,2,190,231,-17.7
2020,2,2020-05-17,S08000015,3,122,136.5,-10.6
2020,2,2020-05-17,S08000015,4,89,90.5,-1.7
2020,2,2020-05-17,S08000015,5,85,74,14.9
2020,2,2020-05-17,S08000016,1,12,22.5,-46.7
2020,2,2020-05-17,S08000016,2,50,52.5,-4.8
2020,2,2020-05-17,S08000016,3,75,77,-2.6
2020,2,2020-05-17,S08000016,4,81,77.5,4.5
2020,2,2020-05-17,S08000016,5,16,21,-23.8
2020,2,2020-05-17,S08000017,1,43,50.5,-14.9
2020,2,2020-05-17,S08000017,2,105,110.5,-5
2020,2,2020-05-17,S08000017,3,106,111,-4.5
2020,2,2020-05-17,S08000017,4,37,41,-9.8
2020,2,2020-05-17,S08000017,5,20,32,-37.5
2020,2,2020-05-17,S08000019,1,148,139,6.5
2020,2,2020-05-17,S08000019,2,164,166.5,-1.5
2020,2,2020-05-17,S08000019,3,87,93.5,-7
2020,2,2020-05-17,S08000019,4,70,104.5,-33
2020,2,2020-05-17,S08000019,5,62,70,-11.4
2020,2,2020-05-17,S08000020,1,67,82.5,-18.8
2020,2,2020-05-17,S08000020,2,185,203.5,-9.1
2020,2,2020-05-17,S08000020,3,188,234.5,-19.8
2020,2,2020-05-17,S08000020,4,239,280,-14.6
2020,2,2020-05-17,S08000020,5,210,236.5,-11.2
2020,2,2020-05-17,S08000022,1,95,100.5,-5.5
2020,2,2020-05-17,S08000022,2,159,157.5,1
2020,2,2020-05-17,S08000022,3,183,211,-13.3
2020,2,2020-05-17,S08000022,4,168,188,-10.6
2020,2,2020-05-17,S08000022,5,41,48,-14.6
2020,2,2020-05-17,S08000024,1,275,310.5,-11.4
2020,2,2020-05-17,S08000024,2,351,405.5,-13.4
2020,2,2020-05-17,S08000024,3,213,257.5,-17.3
2020,2,2020-05-17,S08000024,4,204,232.5,-12.3
2020,2,2020-05-17,S08000024,5,241,299,-19.4
2020,2,2020-05-17,S08000025,2,12,6.5,84.6
2020,2,2020-05-17,S08000025,3,9,13,-30.8
2020,2,2020-05-17,S08000025,4,16,16.5,-3
2020,2,2020-05-17,S08000026,3,11,6,83.3
2020,2,2020-05-17,S08000026,4,14,13,7.7
2020,2,2020-05-17,S08000028,2,17,17,0
2020,2,2020-05-17,S08000028,3,37,44.5,-16.9
2020,2,2020-05-17,S08000029,1,192,229.5,-16.3
2020,2,2020-05-17,S08000029,2,179,181,-1.1
2020,2,2020-05-17,S08000029,3,134,161.5,-17
2020,2,2020-05-17,S08000029,4,88,110,-20
2020,2,2020-05-17,S08000029,5,89,110.5,-19.5
2020,2,2020-05-17,S08000030,1,159,191.5,-17
2020,2,2020-05-17,S08000030,2,152,177.5,-14.4
2020,2,2020-05-17,S08000030,3,155,188.5,-17.8
2020,2,2020-05-17,S08000030,4,158,184.5,-14.4
2020,2,2020-05-17,S08000030,5,100,108,-7.4
2020,2,2020-05-17,S08000031,1,1088,1171,-7.1
2020,2,2020-05-17,S08000031,2,393,465,-15.5
2020,2,2020-05-17,S08000031,3,215,310.5,-30.8
2020,2,2020-05-17,S08000031,4,174,230.5,-24.5
2020,2,2020-05-17,S08000031,5,218,268,-18.7
2020,2,2020-05-17,S08000032,1,466,470,-0.9
2020,2,2020-05-17,S08000032,2,393,406.5,-3.3
2020,2,2020-05-17,S08000032,3,214,220.5,-2.9
2020,2,2020-05-17,S08000032,4,124,137,-9.5
2020,2,2020-05-17,S08000032,5,85,90,-5.6
2020,2,2020-05-17,S92000003,1,2870,3136.5,-8.5
2020,2,2020-05-17,S92000003,2,2356,2590.5,-9.1
2020,2,2020-05-17,S92000003,3,1751,2071,-15.5
2020,2,2020-05-17,S92000003,4,1466,1709.5,-14.2
2020,2,2020-05-17,S92000003,5,1168,1363.5,-14.3
2020,2,2020-05-24,S08000015,1,338,389.5,-13.2
2020,2,2020-05-24,S08000015,2,192,244,-21.3
2020,2,2020-05-24,S08000015,3,132,146.5,-9.9
2020,2,2020-05-24,S08000015,4,80,92,-13
2020,2,2020-05-24,S08000015,5,63,81,-22.2
2020,2,2020-05-24,S08000016,1,20,26.5,-24.5
2020,2,2020-05-24,S08000016,2,55,61.5,-10.6
2020,2,2020-05-24,S08000016,3,76,80.5,-5.6
2020,2,2020-05-24,S08000016,4,77,78,-1.3
2020,2,2020-05-24,S08000016,5,15,19,-21.1
2020,2,2020-05-24,S08000017,1,43,42,2.4
2020,2,2020-05-24,S08000017,2,108,115.5,-6.5
2020,2,2020-05-24,S08000017,3,135,110,22.7
2020,2,2020-05-24,S08000017,4,40,50,-20
2020,2,2020-05-24,S08000017,5,22,22.5,-2.2
2020,2,2020-05-24,S08000019,1,166,149,11.4
2020,2,2020-05-24,S08000019,2,159,161.5,-1.5
2020,2,2020-05-24,S08000019,3,86,91.5,-6
2020,2,2020-05-24,S08000019,4,77,97,-20.6
2020,2,2020-05-24,S08000019,5,56,54.5,2.8
2020,2,2020-05-24,S08000020,1,78,75.5,3.3
2020,2,2020-05-24,S08000020,2,188,203.5,-7.6
2020,2,2020-05-24,S08000020,3,179,223.5,-19.9
2020,2,2020-05-24,S08000020,4,223,273.5,-18.5
2020,2,2020-05-24,S08000020,5,200,219.5,-8.9
2020,2,2020-05-24,S08000022,1,80,92.5,-13.5
2020,2,2020-05-24,S08000022,2,167,164,1.8
2020,2,2020-05-24,S08000022,3,205,233.5,-12.2
2020,2,2020-05-24,S08000022,4,160,166.5,-3.9
2020,2,2020-05-24,S08000022,5,43,49.5,-13.1
2020,2,2020-05-24,S08000024,1,298,331.5,-10.1
2020,2,2020-05-24,S08000024,2,360,440.5,-18.3
2020,2,2020-05-24,S08000024,3,209,288.5,-27.6
2020,2,2020-05-24,S08000024,4,205,252.5,-18.8
2020,2,2020-05-24,S08000024,5,245,290,-15.5
2020,2,2020-05-24,S08000025,3,10,17.5,-42.9
2020,2,2020-05-24,S08000025,4,15,15.5,-3.2
2020,2,2020-05-24,S08000026,3,13,10,30
2020,2,2020-05-24,S08000026,4,16,17.5,-8.6
2020,2,2020-05-24,S08000028,2,22,20.5,7.3
2020,2,2020-05-24,S08000028,3,55,39,41
2020,2,2020-05-24,S08000029,1,225,219.5,2.5
2020,2,2020-05-24,S08000029,2,187,193,-3.1
2020,2,2020-05-24,S08000029,3,144,164.5,-12.5
2020,2,2020-05-24,S08000029,4,106,103.5,2.4
2020,2,2020-05-24,S08000029,5,90,91,-1.1
2020,2,2020-05-24,S08000030,1,196,205,-4.4
2020,2,2020-05-24,S08000030,2,160,163.5,-2.1
2020,2,2020-05-24,S08000030,3,152,173,-12.1
2020,2,2020-05-24,S08000030,4,165,174.5,-5.4
2020,2,2020-05-24,S08000030,5,90,101,-10.9
2020,2,2020-05-24,S08000031,1,1149,1183,-2.9
2020,2,2020-05-24,S08000031,2,428,468.5,-8.6
2020,2,2020-05-24,S08000031,3,256,273.5,-6.4
2020,2,2020-05-24,S08000031,4,210,256,-18
2020,2,2020-05-24,S08000031,5,229,265.5,-13.7
2020,2,2020-05-24,S08000032,1,458,495,-7.5
2020,2,2020-05-24,S08000032,2,378,407,-7.1
2020,2,2020-05-24,S08000032,3,233,248.5,-6.2
2020,2,2020-05-24,S08000032,4,135,142,-4.9
2020,2,2020-05-24,S08000032,5,91,78,16.7
2020,2,2020-05-24,S92000003,1,3056,3215.5,-5
2020,2,2020-05-24,S92000003,2,2414,2655,-9.1
2020,2,2020-05-24,S92000003,3,1887,2107,-10.4
2020,2,2020-05-24,S92000003,4,1514,1728.5,-12.4
2020,2,2020-05-24,S92000003,5,1146,1279,-10.4
2020,2,2020-05-31,S08000015,1,370,368,0.5
2020,2,2020-05-31,S08000015,2,212,225,-5.8
2020,2,2020-05-31,S08000015,3,136,130,4.6
2020,2,2020-05-31,S08000015,4,105,98,7.1
2020,2,2020-05-31,S08000015,5,77,76,1.3
2020,2,2020-05-31,S08000016,1,10,29.5,-66.1
2020,2,2020-05-31,S08000016,2,51,51.5,-1
2020,2,2020-05-31,S08000016,3,96,94.5,1.6
2020,2,2020-05-31,S08000016,4,80,76.5,4.6
2020,2,2020-05-31,S08000016,5,15,16.5,-9.1
2020,2,2020-05-31,S08000017,1,35,43,-18.6
2020,2,2020-05-31,S08000017,2,119,97.5,22.1
2020,2,2020-05-31,S08000017,3,119,104,14.4
2020,2,2020-05-31,S08000017,4,55,44,25
2020,2,2020-05-31,S08000017,5,19,23,-17.4
2020,2,2020-05-31,S08000019,1,133,141.5,-6
2020,2,2020-05-31,S08000019,2,168,155.5,8
2020,2,2020-05-31,S08000019,3,93,93.5,-0.5
2020,2,2020-05-31,S08000019,4,73,85,-14.1
2020,2,2020-05-31,S08000019,5,80,58,37.9
2020,2,2020-05-31,S08000020,1,80,72.5,10.3
2020,2,2020-05-31,S08000020,2,208,206,1
2020,2,2020-05-31,S08000020,3,211,240.5,-12.3
2020,2,2020-05-31,S08000020,4,232,266.5,-12.9
2020,2,2020-05-31,S08000020,5,201,214.5,-6.3
2020,2,2020-05-31,S08000022,1,97,97,0
2020,2,2020-05-31,S08000022,2,156,171.5,-9
2020,2,2020-05-31,S08000022,3,201,223,-9.9
2020,2,2020-05-31,S08000022,4,161,180,-10.6
2020,2,2020-05-31,S08000022,5,39,48,-18.8
2020,2,2020-05-31,S08000024,1,296,320.5,-7.6
2020,2,2020-05-31,S08000024,2,338,408,-17.2
2020,2,2020-05-31,S08000024,3,266,268.5,-0.9
2020,2,2020-05-31,S08000024,4,214,211,1.4
2020,2,2020-05-31,S08000024,5,249,273.5,-9
2020,2,2020-05-31,S08000025,3,6,12,-50
2020,2,2020-05-31,S08000025,4,8,14,-42.9
2020,2,2020-05-31,S08000026,2,6,2.5,140
2020,2,2020-05-31,S08000026,3,16,9,77.8
2020,2,2020-05-31,S08000026,4,12,19.5,-38.5
2020,2,2020-05-31,S08000028,2,19,21,-9.5
2020,2,2020-05-31,S08000028,3,51,46,10.9
2020,2,2020-05-31,S08000029,1,223,215,3.7
2020,2,2020-05-31,S08000029,2,173,196,-11.7
2020,2,2020-05-31,S08000029,3,134,147,-8.8
2020,2,2020-05-31,S08000029,4,86,99,-13.1
2020,2,2020-05-31,S08000029,5,86,90,-4.4
2020,2,2020-05-31,S08000030,1,198,203,-2.5
2020,2,2020-05-31,S08000030,2,177,176.5,0.3
2020,2,2020-05-31,S08000030,3,170,174,-2.3
2020,2,2020-05-31,S08000030,4,176,172.5,2
2020,2,2020-05-31,S08000030,5,94,90,4.4
2020,2,2020-05-31,S08000031,1,1149,1163,-1.2
2020,2,2020-05-31,S08000031,2,426,445.5,-4.4
2020,2,2020-05-31,S08000031,3,241,289.5,-16.8
2020,2,2020-05-31,S08000031,4,231,242,-4.5
2020,2,2020-05-31,S08000031,5,250,250,0
2020,2,2020-05-31,S08000032,1,540,485,11.3
2020,2,2020-05-31,S08000032,2,378,413,-8.5
2020,2,2020-05-31,S08000032,3,210,202.5,3.7
2020,2,2020-05-31,S08000032,4,134,134,0
2020,2,2020-05-31,S08000032,5,87,85,2.4
2020,2,2020-05-31,S92000003,1,3134,3143,-0.3
2020,2,2020-05-31,S92000003,2,2438,2579.5,-5.5
2020,2,2020-05-31,S92000003,3,1951,2038,-4.3
2020,2,2020-05-31,S92000003,4,1569,1649.5,-4.9
2020,2,2020-05-31,S92000003,5,1200,1231,-2.5
2020,2,2020-06-07,S08000015,1,371,410,-9.5
2020,2,2020-06-07,S08000015,2,229,230,-0.4
2020,2,2020-06-07,S08000015,3,119,134,-11.2
2020,2,2020-06-07,S08000015,4,91,96,-5.2
2020,2,2020-06-07,S08000015,5,86,78,10.3
2020,2,2020-06-07,S08000016,1,25,26,-3.8
2020,2,2020-06-07,S08000016,2,52,60.5,-14
2020,2,2020-06-07,S08000016,3,90,87.5,2.9
2020,2,2020-06-07,S08000016,4,77,78.5,-1.9
2020,2,2020-06-07,S08000016,5,18,19,-5.3
2020,2,2020-06-07,S08000017,1,54,41.5,30.1
2020,2,2020-06-07,S08000017,2,107,110,-2.7
2020,2,2020-06-07,S08000017,3,107,111.5,-4
2020,2,2020-06-07,S08000017,4,49,38.5,27.3
2020,2,2020-06-07,S08000017,5,21,22.5,-6.7
2020,2,2020-06-07,S08000019,1,150,132.5,13.2
2020,2,2020-06-07,S08000019,2,177,158,12
2020,2,2020-06-07,S08000019,3,95,105.5,-10
2020,2,2020-06-07,S08000019,4,87,88.5,-1.7
2020,2,2020-06-07,S08000019,5,73,75.5,-3.3
2020,2,2020-06-07,S08000020,1,56,64,-12.5
2020,2,2020-06-07,S08000020,2,189,207,-8.7
2020,2,2020-06-07,S08000020,3,192,226,-15
2020,2,2020-06-07,S08000020,4,220,278,-20.9
2020,2,2020-06-07,S08000020,5,194,214.5,-9.6
2020,2,2020-06-07,S08000022,1,87,88.5,-1.7
2020,2,2020-06-07,S08000022,2,141,174,-19
2020,2,2020-06-07,S08000022,3,210,262.5,-20
2020,2,2020-06-07,S08000022,4,174,153,13.7
2020,2,2020-06-07,S08000022,5,38,53.5,-29
2020,2,2020-06-07,S08000024,1,314,329,-4.6
2020,2,2020-06-07,S08000024,2,391,414,-5.6
2020,2,2020-06-07,S08000024,3,239,278,-14
2020,2,2020-06-07,S08000024,4,202,232,-12.9
2020,2,2020-06-07,S08000024,5,265,289,-8.3
2020,2,2020-06-07,S08000025,3,12,16,-25
2020,2,2020-06-07,S08000025,4,12,17.5,-31.4
2020,2,2020-06-07,S08000026,2,6,1.5,300
2020,2,2020-06-07,S08000026,3,11,11,0
2020,2,2020-06-07,S08000026,4,10,19,-47.4
2020,2,2020-06-07,S08000028,2,18,14.5,24.1
2020,2,2020-06-07,S08000028,3,51,39.5,29.1
2020,2,2020-06-07,S08000029,1,190,226.5,-16.1
2020,2,2020-06-07,S08000029,2,170,159.5,6.6
2020,2,2020-06-07,S08000029,3,160,159,0.6
2020,2,2020-06-07,S08000029,4,95,93,2.2
2020,2,2020-06-07,S08000029,5,71,88,-19.3
2020,2,2020-06-07,S08000030,1,210,202,4
2020,2,2020-06-07,S08000030,2,155,177,-12.4
2020,2,2020-06-07,S08000030,3,192,187,2.7
2020,2,2020-06-07,S08000030,4,167,173,-3.5
2020,2,2020-06-07,S08000030,5,89,117.5,-24.3
2020,2,2020-06-07,S08000031,1,1205,1225,-1.6
2020,2,2020-06-07,S08000031,2,382,430.5,-11.3
2020,2,2020-06-07,S08000031,3,267,297,-10.1
2020,2,2020-06-07,S08000031,4,202,222.5,-9.2
2020,2,2020-06-07,S08000031,5,239,244.5,-2.2
2020,2,2020-06-07,S08000032,1,476,451,5.5
2020,2,2020-06-07,S08000032,2,421,421.5,-0.1
2020,2,2020-06-07,S08000032,3,219,238,-8
2020,2,2020-06-07,S08000032,4,143,145.5,-1.7
2020,2,2020-06-07,S08000032,5,76,77.5,-1.9
2020,2,2020-06-07,S92000003,1,3142,3201.5,-1.9
2020,2,2020-06-07,S92000003,2,2442,2574.5,-5.1
2020,2,2020-06-07,S92000003,3,1966,2157,-8.9
2020,2,2020-06-07,S92000003,4,1530,1642.5,-6.8
2020,2,2020-06-07,S92000003,5,1172,1285.5,-8.8
2020,2,2020-06-14,S08000015,1,336,384,-12.5
2020,2,2020-06-14,S08000015,2,201,232.5,-13.5
2020,2,2020-06-14,S08000015,3,92,135,-31.9
2020,2,2020-06-14,S08000015,4,92,90,2.2
2020,2,2020-06-14,S08000015,5,52,80.5,-35.4
