year,quarter,week_ending,hb,simd_quintile,sas_incidents,average20182019,percent_variation
2020,1,2020-01-05,S08000015,1,403,425,-5.2
2020,1,2020-01-05,S08000015,2,242,271.5,-10.9
2020,1,2020-01-05,S08000015,3,153,157.5,-2.9
2020,1,2020-01-05,S08000015,4,98,112.5,-12.9
2020,1,2020-01-05,S08000015,5,81,92,-12
2020,1,2020-01-05,S08000016,1,28,25.5,9.8
2020,1,2020-01-05,S08000016,2,71,56,26.8
2020,1,2020-01-05,S08000016,3,98,99.5,-1.5
2020,1,2020-01-05,S08000016,4,101,80,26.2
2020,1,2020-01-05,S08000016,5,19,17,11.8
2020,1,2020-01-05,S08000017,1,52,43,20.9
2020,1,2020-01-05,S08000017,2,141,127.5,10.6
2020,1,2020-01-05,S08000017,3,130,129,0.8
2020,1,2020-01-05,S08000017,4,44,44.5,-1.1
2020,1,2020-01-05,S08000017,5,23,23,0
2020,1,2020-01-05,S08000019,1,147,152,-3.3
2020,1,2020-01-05,S08000019,2,179,182,-1.6
2020,1,2020-01-05,S08000019,3,105,122.5,-14.3
2020,1,2020-01-05,S08000019,4,96,91.5,4.9
2020,1,2020-01-05,S08000019,5,84,75,12
2020,1,2020-01-05,S08000020,1,99,82.5,20
2020,1,2020-01-05,S08000020,2,221,235,-6
2020,1,2020-01-05,S08000020,3,267,255.5,4.5
2020,1,2020-01-05,S08000020,4,320,309,3.6
2020,1,2020-01-05,S08000020,5,243,248,-2
2020,1,2020-01-05,S08000022,1,102,103.5,-1.4
2020,1,2020-01-05,S08000022,2,182,178.5,2
2020,1,2020-01-05,S08000022,3,288,262,9.9
2020,1,2020-01-05,S08000022,4,220,186,18.3
2020,1,2020-01-05,S08000022,5,53,54.5,-2.8
2020,1,2020-01-05,S08000024,1,330,346.5,-4.8
2020,1,2020-01-05,S08000024,2,440,451.5,-2.5
2020,1,2020-01-05,S08000024,3,268,282,-5
2020,1,2020-01-05,S08000024,4,247,237,4.2
2020,1,2020-01-05,S08000024,5,295,292,1
2020,1,2020-01-05,S08000025,2,5,3,66.7
2020,1,2020-01-05,S08000025,3,18,14,28.6
2020,1,2020-01-05,S08000025,4,19,16,18.8
2020,1,2020-01-05,S08000026,3,8,11.5,-30.4
2020,1,2020-01-05,S08000026,4,15,23.5,-36.2
2020,1,2020-01-05,S08000028,2,13,22.5,-42.2
2020,1,2020-01-05,S08000028,3,58,51,13.7
2020,1,2020-01-05,S08000029,1,221,275.5,-19.8
2020,1,2020-01-05,S08000029,2,200,226,-11.5
2020,1,2020-01-05,S08000029,3,190,179,6.1
2020,1,2020-01-05,S08000029,4,110,104,5.8
2020,1,2020-01-05,S08000029,5,122,123,-0.8
2020,1,2020-01-05,S08000030,1,226,221.5,2
2020,1,2020-01-05,S08000030,2,188,197.5,-4.8
2020,1,2020-01-05,S08000030,3,203,206.5,-1.7
2020,1,2020-01-05,S08000030,4,214,201,6.5
2020,1,2020-01-05,S08000030,5,104,106,-1.9
2020,1,2020-01-05,S08000031,1,1181,1291,-8.5
2020,1,2020-01-05,S08000031,2,436,488.5,-10.7
2020,1,2020-01-05,S08000031,3,290,319.5,-9.2
2020,1,2020-01-05,S08000031,4,206,258,-20.2
2020,1,2020-01-05,S08000031,5,234,269,-13
2020,1,2020-01-05,S08000032,1,527,494.5,6.6
2020,1,2020-01-05,S08000032,2,408,458.5,-11
2020,1,2020-01-05,S08000032,3,235,273,-13.9
2020,1,2020-01-05,S08000032,4,147,132.5,10.9
2020,1,2020-01-05,S08000032,5,82,97.5,-15.9
2020,1,2020-01-05,S92000003,1,3320,3464.5,-4.2
2020,1,2020-01-05,S92000003,2,2729,2903,-6
2020,1,2020-01-05,S92000003,3,2311,2367.5,-2.4
2020,1,2020-01-05,S92000003,4,1843,1803.5,2.2
2020,1,2020-01-05,S92000003,5,1342,1400,-4.1
2020,1,2020-01-12,S08000015,1,420,394.5,6.5
2020,1,2020-01-12,S08000015,2,227,260,-12.7
2020,1,2020-01-12,S08000015,3,101,153.5,-34.2
2020,1,2020-01-12,S08000015,4,82,101.5,-19.2
2020,1,2020-01-12,S08000015,5,80,83,-3.6
2020,1,2020-01-12,S08000016,1,19,17.5,8.6
2020,1,2020-01-12,S08000016,2,68,72,-5.6
2020,1,2020-01-12,S08000016,3,91,92,-1.1
2020,1,2020-01-12,S08000016,4,66,80.5,-18
2020,1,2020-01-12,S08000016,5,19,17,11.8
2020,1,2020-01-12,S08000017,1,36,45,-20
2020,1,2020-01-12,S08000017,2,110,111.5,-1.3
2020,1,2020-01-12,S08000017,3,123,121,1.7
2020,1,2020-01-12,S08000017,4,54,61.5,-12.2
2020,1,2020-01-12,S08000017,5,31,23.5,31.9
2020,1,2020-01-12,S08000019,1,133,134,-0.7
2020,1,2020-01-12,S08000019,2,168,164.5,2.1
2020,1,2020-01-12,S08000019,3,102,101,1
2020,1,2020-01-12,S08000019,4,84,92.5,-9.2
2020,1,2020-01-12,S08000019,5,83,71.5,16.1
2020,1,2020-01-12,S08000020,1,69,71.5,-3.5
2020,1,2020-01-12,S08000020,2,213,232.5,-8.4
2020,1,2020-01-12,S08000020,3,246,227,8.4
2020,1,2020-01-12,S08000020,4,254,297.5,-14.6
2020,1,2020-01-12,S08000020,5,221,235.5,-6.2
2020,1,2020-01-12,S08000022,1,103,88.5,16.4
2020,1,2020-01-12,S08000022,2,163,174.5,-6.6
2020,1,2020-01-12,S08000022,3,267,215,24.2
2020,1,2020-01-12,S08000022,4,193,174.5,10.6
2020,1,2020-01-12,S08000022,5,52,44,18.2
2020,1,2020-01-12,S08000024,1,283,325,-12.9
2020,1,2020-01-12,S08000024,2,424,418.5,1.3
2020,1,2020-01-12,S08000024,3,264,259,1.9
2020,1,2020-01-12,S08000024,4,223,241.5,-7.7
2020,1,2020-01-12,S08000024,5,278,280,-0.7
2020,1,2020-01-12,S08000025,2,5,7,-28.6
2020,1,2020-01-12,S08000025,3,17,13,30.8
2020,1,2020-01-12,S08000025,4,20,14.5,37.9
2020,1,2020-01-12,S08000026,3,5,12,-58.3
2020,1,2020-01-12,S08000026,4,21,22,-4.5
2020,1,2020-01-12,S08000028,2,20,20.5,-2.4
2020,1,2020-01-12,S08000028,3,52,49.5,5.1
2020,1,2020-01-12,S08000029,1,210,229.5,-8.5
2020,1,2020-01-12,S08000029,2,202,184.5,9.5
2020,1,2020-01-12,S08000029,3,154,161.5,-4.6
2020,1,2020-01-12,S08000029,4,101,117,-13.7
2020,1,2020-01-12,S08000029,5,91,113,-19.5
2020,1,2020-01-12,S08000030,1,216,211,2.4
2020,1,2020-01-12,S08000030,2,170,166,2.4
2020,1,2020-01-12,S08000030,3,202,176,14.8
2020,1,2020-01-12,S08000030,4,202,187,8
2020,1,2020-01-12,S08000030,5,108,98.5,9.6
2020,1,2020-01-12,S08000031,1,1143,1279.5,-10.7
2020,1,2020-01-12,S08000031,2,412,461,-10.6
2020,1,2020-01-12,S08000031,3,272,302,-9.9
2020,1,2020-01-12,S08000031,4,232,239,-2.9
2020,1,2020-01-12,S08000031,5,244,266.5,-8.4
2020,1,2020-01-12,S08000032,1,529,505,4.8
2020,1,2020-01-12,S08000032,2,407,443.5,-8.2
2020,1,2020-01-12,S08000032,3,250,236,5.9
2020,1,2020-01-12,S08000032,4,127,153.5,-17.3
2020,1,2020-01-12,S08000032,5,86,96,-10.4
2020,1,2020-01-12,S92000003,1,3163,3305.5,-4.3
2020,1,2020-01-12,S92000003,2,2595,2722,-4.7
2020,1,2020-01-12,S92000003,3,2148,2122.5,1.2
2020,1,2020-01-12,S92000003,4,1664,1787,-6.9
2020,1,2020-01-12,S92000003,5,1301,1333.5,-2.4
2020,1,2020-01-19,S08000015,1,376,397,-5.3
2020,1,2020-01-19,S08000015,2,232,256.5,-9.6
2020,1,2020-01-19,S08000015,3,120,138,-13
2020,1,2020-01-19,S08000015,4,100,97.5,2.6
2020,1,2020-01-19,S08000015,5,92,76.5,20.3
2020,1,2020-01-19,S08000016,1,33,23,43.5
2020,1,2020-01-19,S08000016,2,43,54.5,-21.1
2020,1,2020-01-19,S08000016,3,69,80.5,-14.3
2020,1,2020-01-19,S08000016,4,101,80.5,25.5
2020,1,2020-01-19,S08000016,5,15,12.5,20
2020,1,2020-01-19,S08000017,1,38,41.5,-8.4
2020,1,2020-01-19,S08000017,2,94,116.5,-19.3
2020,1,2020-01-19,S08000017,3,125,107,16.8
2020,1,2020-01-19,S08000017,4,64,50,28
2020,1,2020-01-19,S08000017,5,20,23,-13
2020,1,2020-01-19,S08000019,1,154,135.5,13.7
2020,1,2020-01-19,S08000019,2,150,169,-11.2
2020,1,2020-01-19,S08000019,3,93,104.5,-11
2020,1,2020-01-19,S08000019,4,101,95,6.3
2020,1,2020-01-19,S08000019,5,81,74.5,8.7
2020,1,2020-01-19,S08000020,1,91,72,26.4
2020,1,2020-01-19,S08000020,2,206,199.5,3.3
2020,1,2020-01-19,S08000020,3,261,228.5,14.2
2020,1,2020-01-19,S08000020,4,299,285,4.9
2020,1,2020-01-19,S08000020,5,265,251.5,5.4
2020,1,2020-01-19,S08000022,1,65,88.5,-26.6
2020,1,2020-01-19,S08000022,2,172,189.5,-9.2
2020,1,2020-01-19,S08000022,3,216,236.5,-8.7
2020,1,2020-01-19,S08000022,4,172,186,-7.5
2020,1,2020-01-19,S08000022,5,46,47.5,-3.2
2020,1,2020-01-19,S08000024,1,313,310.5,0.8
2020,1,2020-01-19,S08000024,2,408,380.5,7.2
2020,1,2020-01-19,S08000024,3,229,271.5,-15.7
2020,1,2020-01-19,S08000024,4,234,218.5,7.1
2020,1,2020-01-19,S08000024,5,288,283,1.8
2020,1,2020-01-19,S08000025,2,7,6.5,7.7
2020,1,2020-01-19,S08000025,3,12,16,-25
2020,1,2020-01-19,S08000025,4,24,14.5,65.5
2020,1,2020-01-19,S08000026,2,5,2,150
2020,1,2020-01-19,S08000026,3,6,19.5,-69.2
2020,1,2020-01-19,S08000026,4,17,24,-29.2
2020,1,2020-01-19,S08000028,2,15,19.5,-23.1
2020,1,2020-01-19,S08000028,3,50,54,-7.4
2020,1,2020-01-19,S08000028,4,5,2.5,100
2020,1,2020-01-19,S08000029,1,217,228,-4.8
2020,1,2020-01-19,S08000029,2,179,190,-5.8
2020,1,2020-01-19,S08000029,3,133,184,-27.7
2020,1,2020-01-19,S08000029,4,88,117.5,-25.1
2020,1,2020-01-19,S08000029,5,123,102,20.6
2020,1,2020-01-19,S08000030,1,181,194,-6.7
2020,1,2020-01-19,S08000030,2,162,172,-5.8
2020,1,2020-01-19,S08000030,3,205,183,12
2020,1,2020-01-19,S08000030,4,164,192,-14.6
2020,1,2020-01-19,S08000030,5,109,115,-5.2
2020,1,2020-01-19,S08000031,1,1177,1245.5,-5.5
2020,1,2020-01-19,S08000031,2,421,458,-8.1
2020,1,2020-01-19,S08000031,3,264,304,-13.2
2020,1,2020-01-19,S08000031,4,279,237.5,17.5
2020,1,2020-01-19,S08000031,5,248,256,-3.1
2020,1,2020-01-19,S08000032,1,479,491,-2.4
2020,1,2020-01-19,S08000032,2,381,400,-4.8
2020,1,2020-01-19,S08000032,3,227,259.5,-12.5
2020,1,2020-01-19,S08000032,4,136,137.5,-1.1
2020,1,2020-01-19,S08000032,5,101,89,13.5
2020,1,2020-01-19,S92000003,1,3126,3231,-3.2
2020,1,2020-01-19,S92000003,2,2478,2620.5,-5.4
2020,1,2020-01-19,S92000003,3,2015,2192,-8.1
2020,1,2020-01-19,S92000003,4,1785,1739.5,2.6
2020,1,2020-01-19,S92000003,5,1392,1334,4.3
2020,1,2020-01-26,S08000015,1,377,375.5,0.4
2020,1,2020-01-26,S08000015,2,205,233,-12
2020,1,2020-01-26,S08000015,3,132,154,-14.3
2020,1,2020-01-26,S08000015,4,98,96,2.1
2020,1,2020-01-26,S08000015,5,84,84.5,-0.6
2020,1,2020-01-26,S08000016,1,23,20.5,12.2
2020,1,2020-01-26,S08000016,2,65,56.5,15
2020,1,2020-01-26,S08000016,3,76,107.5,-29.3
2020,1,2020-01-26,S08000016,4,76,70,8.6
2020,1,2020-01-26,S08000016,5,9,17.5,-48.6
2020,1,2020-01-26,S08000017,1,44,43,2.3
2020,1,2020-01-26,S08000017,2,132,106,24.5
2020,1,2020-01-26,S08000017,3,112,116.5,-3.9
2020,1,2020-01-26,S08000017,4,39,56,-30.4
2020,1,2020-01-26,S08000017,5,24,24,0
2020,1,2020-01-26,S08000019,1,126,154.5,-18.4
2020,1,2020-01-26,S08000019,2,165,174,-5.2
2020,1,2020-01-26,S08000019,3,91,89.5,1.7
2020,1,2020-01-26,S08000019,4,83,83.5,-0.6
2020,1,2020-01-26,S08000019,5,69,71.5,-3.5
2020,1,2020-01-26,S08000020,1,91,75.5,20.5
2020,1,2020-01-26,S08000020,2,207,226.5,-8.6
2020,1,2020-01-26,S08000020,3,241,231,4.3
2020,1,2020-01-26,S08000020,4,307,297.5,3.2
2020,1,2020-01-26,S08000020,5,239,230.5,3.7
2020,1,2020-01-26,S08000022,1,76,88,-13.6
2020,1,2020-01-26,S08000022,2,158,167.5,-5.7
2020,1,2020-01-26,S08000022,3,240,218,10.1
2020,1,2020-01-26,S08000022,4,160,172.5,-7.2
2020,1,2020-01-26,S08000022,5,46,40.5,13.6
2020,1,2020-01-26,S08000024,1,320,304,5.3
2020,1,2020-01-26,S08000024,2,390,400,-2.5
2020,1,2020-01-26,S08000024,3,281,291.5,-3.6
2020,1,2020-01-26,S08000024,4,244,236.5,3.2
2020,1,2020-01-26,S08000024,5,295,299.5,-1.5
2020,1,2020-01-26,S08000025,3,16,16.5,-3
2020,1,2020-01-26,S08000025,4,23,17,35.3
2020,1,2020-01-26,S08000026,3,16,7,128.6
2020,1,2020-01-26,S08000026,4,26,28,-7.1
2020,1,2020-01-26,S08000028,2,7,16.5,-57.6
2020,1,2020-01-26,S08000028,3,43,41.5,3.6
2020,1,2020-01-26,S08000028,4,9,2,350
2020,1,2020-01-26,S08000029,1,218,235,-7.2
2020,1,2020-01-26,S08000029,2,207,196,5.6
2020,1,2020-01-26,S08000029,3,150,167.5,-10.4
2020,1,2020-01-26,S08000029,4,116,115.5,0.4
2020,1,2020-01-26,S08000029,5,106,96,10.4
2020,1,2020-01-26,S08000030,1,206,196.5,4.8
2020,1,2020-01-26,S08000030,2,167,179.5,-7
2020,1,2020-01-26,S08000030,3,223,194.5,14.7
2020,1,2020-01-26,S08000030,4,187,177.5,5.4
2020,1,2020-01-26,S08000030,5,104,102,2
2020,1,2020-01-26,S08000031,1,1180,1231.5,-4.2
2020,1,2020-01-26,S08000031,2,453,455.5,-0.5
2020,1,2020-01-26,S08000031,3,309,300.5,2.8
2020,1,2020-01-26,S08000031,4,234,240,-2.5
2020,1,2020-01-26,S08000031,5,235,272,-13.6
2020,1,2020-01-26,S08000032,1,500,513.5,-2.6
2020,1,2020-01-26,S08000032,2,391,449.5,-13
2020,1,2020-01-26,S08000032,3,238,223,6.7
2020,1,2020-01-26,S08000032,4,150,146.5,2.4
2020,1,2020-01-26,S08000032,5,102,85.5,19.3
2020,1,2020-01-26,S92000003,1,3165,3241,-2.3
2020,1,2020-01-26,S92000003,2,2557,2672.5,-4.3
2020,1,2020-01-26,S92000003,3,2172,2161.5,0.5
2020,1,2020-01-26,S92000003,4,1753,1740.5,0.7
2020,1,2020-01-26,S92000003,5,1317,1329,-0.9
2020,1,2020-02-02,S08000015,1,343,402,-14.7
2020,1,2020-02-02,S08000015,2,230,260.5,-11.7
2020,1,2020-02-02,S08000015,3,139,156.5,-11.2
2020,1,2020-02-02,S08000015,4,90,95.5,-5.8
2020,1,2020-02-02,S08000015,5,84,93,-9.7
2020,1,2020-02-02,S08000016,1,17,17,0
2020,1,2020-02-02,S08000016,2,62,56,10.7
2020,1,2020-02-02,S08000016,3,84,97.5,-13.8
2020,1,2020-02-02,S08000016,4,87,81,7.4
2020,1,2020-02-02,S08000016,5,15,15,0
2020,1,2020-02-02,S08000017,1,32,41.5,-22.9
2020,1,2020-02-02,S08000017,2,127,119.5,6.3
2020,1,2020-02-02,S08000017,3,110,119.5,-7.9
2020,1,2020-02-02,S08000017,4,57,45,26.7
2020,1,2020-02-02,S08000017,5,23,23.5,-2.1
2020,1,2020-02-02,S08000019,1,149,141,5.7
2020,1,2020-02-02,S08000019,2,173,199,-13.1
2020,1,2020-02-02,S08000019,3,95,98,-3.1
2020,1,2020-02-02,S08000019,4,81,95.5,-15.2
2020,1,2020-02-02,S08000019,5,86,67.5,27.4
2020,1,2020-02-02,S08000020,1,77,79.5,-3.1
2020,1,2020-02-02,S08000020,2,200,223,-10.3
2020,1,2020-02-02,S08000020,3,242,250.5,-3.4
2020,1,2020-02-02,S08000020,4,308,285,8.1
2020,1,2020-02-02,S08000020,5,267,241.5,10.6
2020,1,2020-02-02,S08000022,1,98,98,0
2020,1,2020-02-02,S08000022,2,151,179.5,-15.9
2020,1,2020-02-02,S08000022,3,225,245.5,-8.4
2020,1,2020-02-02,S08000022,4,151,185,-18.4
2020,1,2020-02-02,S08000022,5,58,45.5,27.5
2020,1,2020-02-02,S08000024,1,312,324.5,-3.9
2020,1,2020-02-02,S08000024,2,422,429,-1.6
2020,1,2020-02-02,S08000024,3,266,280,-5
2020,1,2020-02-02,S08000024,4,213,204.5,4.2
2020,1,2020-02-02,S08000024,5,331,289,14.5
2020,1,2020-02-02,S08000025,2,7,3,133.3
2020,1,2020-02-02,S08000025,3,23,16.5,39.4
2020,1,2020-02-02,S08000025,4,12,17.5,-31.4
2020,1,2020-02-02,S08000026,3,10,13,-23.1
2020,1,2020-02-02,S08000026,4,20,24,-16.7
2020,1,2020-02-02,S08000028,2,15,21,-28.6
2020,1,2020-02-02,S08000028,3,52,55.5,-6.3
2020,1,2020-02-02,S08000028,4,6,7,-14.3
2020,1,2020-02-02,S08000029,1,227,232,-2.2
2020,1,2020-02-02,S08000029,2,168,198,-15.2
2020,1,2020-02-02,S08000029,3,164,170,-3.5
2020,1,2020-02-02,S08000029,4,106,113,-6.2
2020,1,2020-02-02,S08000029,5,117,110,6.4
2020,1,2020-02-02,S08000030,1,224,207.5,8
2020,1,2020-02-02,S08000030,2,187,170,10
2020,1,2020-02-02,S08000030,3,172,188,-8.5
2020,1,2020-02-02,S08000030,4,217,187,16
2020,1,2020-02-02,S08000030,5,104,105.5,-1.4
2020,1,2020-02-02,S08000031,1,1218,1271,-4.2
2020,1,2020-02-02,S08000031,2,401,494,-18.8
2020,1,2020-02-02,S08000031,3,251,300.5,-16.5
2020,1,2020-02-02,S08000031,4,224,259,-13.5
2020,1,2020-02-02,S08000031,5,246,256,-3.9
2020,1,2020-02-02,S08000032,1,469,503,-6.8
2020,1,2020-02-02,S08000032,2,423,420,0.7
2020,1,2020-02-02,S08000032,3,233,239,-2.5
2020,1,2020-02-02,S08000032,4,135,148.5,-9.1
2020,1,2020-02-02,S08000032,5,103,87,18.4
2020,1,2020-02-02,S92000003,1,3170,3321.5,-4.6
2020,1,2020-02-02,S92000003,2,2571,2776,-7.4
2020,1,2020-02-02,S92000003,3,2068,2234.5,-7.5
2020,1,2020-02-02,S92000003,4,1708,1749.5,-2.4
2020,1,2020-02-02,S92000003,5,1438,1336,7.6
2020,1,2020-02-09,S08000015,1,349,379.5,-8
2020,1,2020-02-09,S08000015,2,249,234,6.4
2020,1,2020-02-09,S08000015,3,128,140,-8.6
2020,1,2020-02-09,S08000015,4,79,86,-8.1
2020,1,2020-02-09,S08000015,5,56,87.5,-36
2020,1,2020-02-09,S08000016,1,21,24.5,-14.3
2020,1,2020-02-09,S08000016,2,64,72,-11.1
2020,1,2020-02-09,S08000016,3,86,97,-11.3
2020,1,2020-02-09,S08000016,4,91,82.5,10.3
2020,1,2020-02-09,S08000016,5,19,12,58.3
2020,1,2020-02-09,S08000017,1,38,43.5,-12.6
2020,1,2020-02-09,S08000017,2,113,103.5,9.2
2020,1,2020-02-09,S08000017,3,129,119,8.4
2020,1,2020-02-09,S08000017,4,44,41,7.3
2020,1,2020-02-09,S08000017,5,20,25,-20
2020,1,2020-02-09,S08000019,1,137,132,3.8
2020,1,2020-02-09,S08000019,2,170,192,-11.5
2020,1,2020-02-09,S08000019,3,98,95,3.2
2020,1,2020-02-09,S08000019,4,87,90,-3.3
2020,1,2020-02-09,S08000019,5,72,75.5,-4.6
2020,1,2020-02-09,S08000020,1,89,75,18.7
2020,1,2020-02-09,S08000020,2,214,237.5,-9.9
2020,1,2020-02-09,S08000020,3,212,242.5,-12.6
2020,1,2020-02-09,S08000020,4,316,289.5,9.2
2020,1,2020-02-09,S08000020,5,248,245.5,1
2020,1,2020-02-09,S08000022,1,64,96,-33.3
2020,1,2020-02-09,S08000022,2,150,184.5,-18.7
2020,1,2020-02-09,S08000022,3,206,230,-10.4
2020,1,2020-02-09,S08000022,4,165,184,-10.3
2020,1,2020-02-09,S08000022,5,29,46,-37
2020,1,2020-02-09,S08000024,1,273,332.5,-17.9
2020,1,2020-02-09,S08000024,2,401,429.5,-6.6
2020,1,2020-02-09,S08000024,3,292,301.5,-3.2
2020,1,2020-02-09,S08000024,4,223,238,-6.3
2020,1,2020-02-09,S08000024,5,268,309.5,-13.4
2020,1,2020-02-09,S08000025,2,9,4,125
2020,1,2020-02-09,S08000025,3,20,19,5.3
2020,1,2020-02-09,S08000025,4,22,16,37.5
2020,1,2020-02-09,S08000026,3,11,13.5,-18.5
2020,1,2020-02-09,S08000026,4,27,18.5,45.9
2020,1,2020-02-09,S08000028,2,25,20.5,22
2020,1,2020-02-09,S08000028,3,53,44,20.5
2020,1,2020-02-09,S08000029,1,244,212.5,14.8
2020,1,2020-02-09,S08000029,2,202,199.5,1.3
2020,1,2020-02-09,S08000029,3,128,153,-16.3
2020,1,2020-02-09,S08000029,4,109,97.5,11.8
2020,1,2020-02-09,S08000029,5,88,127.5,-31
2020,1,2020-02-09,S08000030,1,238,219,8.7
2020,1,2020-02-09,S08000030,2,161,175.5,-8.3
2020,1,2020-02-09,S08000030,3,195,186.5,4.6
2020,1,2020-02-09,S08000030,4,186,194.5,-4.4
2020,1,2020-02-09,S08000030,5,116,106,9.4
2020,1,2020-02-09,S08000031,1,1157,1273,-9.1
2020,1,2020-02-09,S08000031,2,421,473,-11
2020,1,2020-02-09,S08000031,3,277,293,-5.5
2020,1,2020-02-09,S08000031,4,221,256,-13.7
2020,1,2020-02-09,S08000031,5,251,261.5,-4
2020,1,2020-02-09,S08000032,1,427,514,-16.9
2020,1,2020-02-09,S08000032,2,403,432.5,-6.8
2020,1,2020-02-09,S08000032,3,273,241.5,13
2020,1,2020-02-09,S08000032,4,118,137.5,-14.2
2020,1,2020-02-09,S08000032,5,92,88,4.5
2020,1,2020-02-09,S92000003,1,3041,3308.5,-8.1
2020,1,2020-02-09,S92000003,2,2587,2761,-6.3
2020,1,2020-02-09,S92000003,3,2108,2182,-3.4
2020,1,2020-02-09,S92000003,4,1689,1735,-2.7
2020,1,2020-02-09,S92000003,5,1262,1388,-9.1
2020,1,2020-02-16,S08000015,1,348,390.5,-10.9
2020,1,2020-02-16,S08000015,2,233,241,-3.3
2020,1,2020-02-16,S08000015,3,134,123.5,8.5
2020,1,2020-02-16,S08000015,4,88,89.5,-1.7
2020,1,2020-02-16,S08000015,5,87,87.5,-0.6
2020,1,2020-02-16,S08000016,1,25,26,-3.8
2020,1,2020-02-16,S08000016,2,46,55,-16.4
2020,1,2020-02-16,S08000016,3,84,81.5,3.1
2020,1,2020-02-16,S08000016,4,83,81.5,1.8
2020,1,2020-02-16,S08000016,5,21,17.5,20
2020,1,2020-02-16,S08000017,1,44,49.5,-11.1
2020,1,2020-02-16,S08000017,2,118,114.5,3.1
2020,1,2020-02-16,S08000017,3,122,122,0
2020,1,2020-02-16,S08000017,4,44,51.5,-14.6
2020,1,2020-02-16,S08000017,5,25,26,-3.8
2020,1,2020-02-16,S08000019,1,148,140.5,5.3
2020,1,2020-02-16,S08000019,2,166,172.5,-3.8
2020,1,2020-02-16,S08000019,3,118,113,4.4
2020,1,2020-02-16,S08000019,4,96,96,0
2020,1,2020-02-16,S08000019,5,57,63,-9.5
2020,1,2020-02-16,S08000020,1,88,81,8.6
2020,1,2020-02-16,S08000020,2,204,221,-7.7
2020,1,2020-02-16,S08000020,3,198,246,-19.5
2020,1,2020-02-16,S08000020,4,272,296.5,-8.3
2020,1,2020-02-16,S08000020,5,246,250,-1.6
2020,1,2020-02-16,S08000022,1,79,99.5,-20.6
2020,1,2020-02-16,S08000022,2,174,171,1.8
2020,1,2020-02-16,S08000022,3,202,239.5,-15.7
2020,1,2020-02-16,S08000022,4,184,162,13.6
2020,1,2020-02-16,S08000022,5,55,43,27.9
2020,1,2020-02-16,S08000024,1,296,290.5,1.9
2020,1,2020-02-16,S08000024,2,390,418,-6.7
2020,1,2020-02-16,S08000024,3,275,298,-7.7
2020,1,2020-02-16,S08000024,4,223,234.5,-4.9
2020,1,2020-02-16,S08000024,5,275,311.5,-11.7
2020,1,2020-02-16,S08000025,2,11,5,120
2020,1,2020-02-16,S08000025,3,14,13,7.7
2020,1,2020-02-16,S08000025,4,10,16.5,-39.4
2020,1,2020-02-16,S08000026,3,10,13,-23.1
2020,1,2020-02-16,S08000026,4,26,17,52.9
2020,1,2020-02-16,S08000028,2,15,22,-31.8
2020,1,2020-02-16,S08000028,3,38,44.5,-14.6
2020,1,2020-02-16,S08000029,1,236,240.5,-1.9
2020,1,2020-02-16,S08000029,2,183,190.5,-3.9
2020,1,2020-02-16,S08000029,3,182,173.5,4.9
2020,1,2020-02-16,S08000029,4,91,112.5,-19.1
2020,1,2020-02-16,S08000029,5,88,111,-20.7
2020,1,2020-02-16,S08000030,1,209,200.5,4.2
2020,1,2020-02-16,S08000030,2,140,181,-22.7
2020,1,2020-02-16,S08000030,3,213,180.5,18
2020,1,2020-02-16,S08000030,4,204,187.5,8.8
2020,1,2020-02-16,S08000030,5,100,102,-2
2020,1,2020-02-16,S08000031,1,1125,1257,-10.5
2020,1,2020-02-16,S08000031,2,439,474,-7.4
2020,1,2020-02-16,S08000031,3,261,276,-5.4
2020,1,2020-02-16,S08000031,4,234,234.5,-0.2
2020,1,2020-02-16,S08000031,5,230,257,-10.5
2020,1,2020-02-16,S08000032,1,480,496,-3.2
2020,1,2020-02-16,S08000032,2,379,436.5,-13.2
2020,1,2020-02-16,S08000032,3,238,214,11.2
2020,1,2020-02-16,S08000032,4,134,135.5,-1.1
2020,1,2020-02-16,S08000032,5,103,88.5,16.4
2020,1,2020-02-16,S92000003,1,3079,3275.5,-6
2020,1,2020-02-16,S92000003,2,2503,2709,-7.6
2020,1,2020-02-16,S92000003,3,2092,2141,-2.3
2020,1,2020-02-16,S92000003,4,1694,1720.5,-1.5
2020,1,2020-02-16,S92000003,5,1293,1361.5,-5
2020,1,2020-02-23,S08000015,1,377,363,3.9
2020,1,2020-02-23,S08000015,2,208,230.5,-9.8
2020,1,2020-02-23,S08000015,3,139,133.5,4.1
2020,1,2020-02-23,S08000015,4,95,86.5,9.8
2020,1,2020-02-23,S08000015,5,79,74,6.8
2020,1,2020-02-23,S08000016,1,16,21,-23.8
2020,1,2020-02-23,S08000016,2,63,55,14.5
2020,1,2020-02-23,S08000016,3,71,69,2.9
2020,1,2020-02-23,S08000016,4,92,84,9.5
2020,1,2020-02-23,S08000016,5,17,12.5,36
2020,1,2020-02-23,S08000017,1,44,44.5,-1.1
2020,1,2020-02-23,S08000017,2,122,128.5,-5.1
2020,1,2020-02-23,S08000017,3,119,139,-14.4
2020,1,2020-02-23,S08000017,4,47,45.5,3.3
2020,1,2020-02-23,S08000017,5,16,14.5,10.3
2020,1,2020-02-23,S08000019,1,115,142,-19
2020,1,2020-02-23,S08000019,2,146,174.5,-16.3
