year,quarter,week_ending,hb,age_group,sex,admission_type,number_admissions,average20182019,percent_variation
2020,2,2020-05-24,S08000029,65 - 74,All,All,100,166,-39.8
2020,2,2020-05-24,S08000029,75 - 84,All,All,153,178.5,-14.3
2020,2,2020-05-24,S08000029,85 and over,All,All,66,106.5,-38
2020,2,2020-05-24,S08000029,All ages,All,All,685,951,-28
2020,2,2020-05-24,S08000029,All ages,Female,All,344,485.5,-29.1
2020,2,2020-05-24,S08000029,All ages,Male,All,333,461.5,-27.8
2020,2,2020-05-24,S08000030,Under 5,All,All,45,69.5,-35.3
2020,2,2020-05-24,S08000030,5 - 14,All,All,19,55,-65.5
2020,2,2020-05-24,S08000030,15 - 44,All,All,178,236,-24.6
2020,2,2020-05-24,S08000030,45 - 64,All,All,210,283,-25.8
2020,2,2020-05-24,S08000030,65 - 74,All,All,150,229,-34.5
2020,2,2020-05-24,S08000030,75 - 84,All,All,182,219,-16.9
2020,2,2020-05-24,S08000030,85 and over,All,All,127,141.5,-10.2
2020,2,2020-05-24,S08000030,All ages,All,All,911,1233,-26.1
2020,2,2020-05-24,S08000030,All ages,Female,All,470,609.5,-22.9
2020,2,2020-05-24,S08000030,All ages,Male,All,434,613,-29.2
2020,2,2020-05-24,S08000031,Under 5,All,All,154,266,-42.1
2020,2,2020-05-24,S08000031,5 - 14,All,All,98,157,-37.6
2020,2,2020-05-24,S08000031,15 - 44,All,All,602,850,-29.2
2020,2,2020-05-24,S08000031,45 - 64,All,All,711,1104,-35.6
2020,2,2020-05-24,S08000031,65 - 74,All,All,397,670.5,-40.8
2020,2,2020-05-24,S08000031,75 - 84,All,All,438,647.5,-32.4
2020,2,2020-05-24,S08000031,85 and over,All,All,275,389,-29.3
2020,2,2020-05-24,S08000031,All ages,All,All,2675,4084,-34.5
2020,2,2020-05-24,S08000031,All ages,Female,All,1322,2066.5,-36
2020,2,2020-05-24,S08000031,All ages,Male,All,1309,1973.5,-33.7
2020,2,2020-05-24,S08000032,Under 5,All,All,109,177.5,-38.6
2020,2,2020-05-24,S08000032,5 - 14,All,All,30,48.5,-38.1
2020,2,2020-05-24,S08000032,15 - 44,All,All,254,354.5,-28.3
2020,2,2020-05-24,S08000032,45 - 64,All,All,360,478,-24.7
2020,2,2020-05-24,S08000032,65 - 74,All,All,220,293,-24.9
2020,2,2020-05-24,S08000032,75 - 84,All,All,207,277.5,-25.4
2020,2,2020-05-24,S08000032,85 and over,All,All,103,120.5,-14.5
2020,2,2020-05-24,S08000032,All ages,All,All,1283,1749.5,-26.7
2020,2,2020-05-24,S08000032,All ages,Female,All,590,867,-31.9
2020,2,2020-05-24,S08000032,All ages,Male,All,617,827.5,-25.4
2020,2,2020-05-24,S92000003,Under 5,All,All,568,1060,-46.4
2020,2,2020-05-24,S92000003,5 - 14,All,All,334,658,-49.2
2020,2,2020-05-24,S92000003,15 - 44,All,All,2256,3038.5,-25.8
2020,2,2020-05-24,S92000003,45 - 64,All,All,2751,3918,-29.8
2020,2,2020-05-24,S92000003,65 - 74,All,All,1872,2733,-31.5
2020,2,2020-05-24,S92000003,75 - 84,All,All,1930,2667.5,-27.6
2020,2,2020-05-24,S92000003,85 and over,All,All,1160,1500,-22.7
2020,2,2020-05-24,S92000003,All ages,All,All,10871,15575,-30.2
2020,2,2020-05-24,S92000003,All ages,Female,All,5393,7747.5,-30.4
2020,2,2020-05-24,S92000003,All ages,Male,All,5307,7592.5,-30.1
2020,2,2020-05-31,S08000015,Under 5,All,All,44,87.5,-49.7
2020,2,2020-05-31,S08000015,5 - 14,All,All,31,38.5,-19.5
2020,2,2020-05-31,S08000015,15 - 44,All,All,158,212.5,-25.6
2020,2,2020-05-31,S08000015,45 - 64,All,All,237,284.5,-16.7
2020,2,2020-05-31,S08000015,65 - 74,All,All,128,192.5,-33.5
2020,2,2020-05-31,S08000015,75 - 84,All,All,164,189,-13.2
2020,2,2020-05-31,S08000015,85 and over,All,All,83,99.5,-16.6
2020,2,2020-05-31,S08000015,All ages,All,All,845,1104,-23.5
2020,2,2020-05-31,S08000015,All ages,Female,All,432,538.5,-19.8
2020,2,2020-05-31,S08000015,All ages,Male,All,403,556.5,-27.6
2020,2,2020-05-31,S08000016,Under 5,All,All,13,27.5,-52.7
2020,2,2020-05-31,S08000016,5 - 14,All,All,5,13,-61.5
2020,2,2020-05-31,S08000016,15 - 44,All,All,28,31.5,-11.1
2020,2,2020-05-31,S08000016,45 - 64,All,All,30,63,-52.4
2020,2,2020-05-31,S08000016,65 - 74,All,All,34,53.5,-36.4
2020,2,2020-05-31,S08000016,75 - 84,All,All,42,65.5,-35.9
2020,2,2020-05-31,S08000016,85 and over,All,All,37,44.5,-16.9
2020,2,2020-05-31,S08000016,All ages,All,All,189,298.5,-36.7
2020,2,2020-05-31,S08000016,All ages,Female,All,84,150.5,-44.2
2020,2,2020-05-31,S08000016,All ages,Male,All,101,144.5,-30.1
2020,2,2020-05-31,S08000017,Under 5,All,All,19,24,-20.8
2020,2,2020-05-31,S08000017,5 - 14,All,All,9,22.5,-60
2020,2,2020-05-31,S08000017,15 - 44,All,All,37,66.5,-44.4
2020,2,2020-05-31,S08000017,45 - 64,All,All,61,100,-39
2020,2,2020-05-31,S08000017,65 - 74,All,All,50,73,-31.5
2020,2,2020-05-31,S08000017,75 - 84,All,All,58,86,-32.6
2020,2,2020-05-31,S08000017,85 and over,All,All,53,57.5,-7.8
2020,2,2020-05-31,S08000017,All ages,All,All,287,429.5,-33.2
2020,2,2020-05-31,S08000017,All ages,Female,All,130,200.5,-35.2
2020,2,2020-05-31,S08000017,All ages,Male,All,152,223.5,-32
2020,2,2020-05-31,S08000019,Under 5,All,All,27,92,-70.7
2020,2,2020-05-31,S08000019,5 - 14,All,All,15,51.5,-70.9
2020,2,2020-05-31,S08000019,15 - 44,All,All,140,219,-36.1
2020,2,2020-05-31,S08000019,45 - 64,All,All,135,228.5,-40.9
2020,2,2020-05-31,S08000019,65 - 74,All,All,98,164.5,-40.4
2020,2,2020-05-31,S08000019,75 - 84,All,All,92,181,-49.2
2020,2,2020-05-31,S08000019,85 and over,All,All,60,117,-48.7
2020,2,2020-05-31,S08000019,All ages,All,All,567,1053.5,-46.2
2020,2,2020-05-31,S08000019,All ages,Female,All,280,513.5,-45.5
2020,2,2020-05-31,S08000019,All ages,Male,All,286,540,-47
2020,2,2020-05-31,S08000020,Under 5,All,All,50,82.5,-39.4
2020,2,2020-05-31,S08000020,5 - 14,All,All,31,71,-56.3
2020,2,2020-05-31,S08000020,15 - 44,All,All,235,255.5,-8
2020,2,2020-05-31,S08000020,45 - 64,All,All,236,326.5,-27.7
2020,2,2020-05-31,S08000020,65 - 74,All,All,192,244,-21.3
2020,2,2020-05-31,S08000020,75 - 84,All,All,196,247,-20.6
2020,2,2020-05-31,S08000020,85 and over,All,All,141,134,5.2
2020,2,2020-05-31,S08000020,All ages,All,All,1081,1360.5,-20.5
2020,2,2020-05-31,S08000020,All ages,Female,All,552,692,-20.2
2020,2,2020-05-31,S08000020,All ages,Male,All,517,653.5,-20.9
2020,2,2020-05-31,S08000022,Under 5,All,All,20,52.5,-61.9
2020,2,2020-05-31,S08000022,5 - 14,All,All,5,27,-81.5
2020,2,2020-05-31,S08000022,15 - 44,All,All,115,165,-30.3
2020,2,2020-05-31,S08000022,45 - 64,All,All,137,203,-32.5
2020,2,2020-05-31,S08000022,65 - 74,All,All,94,149.5,-37.1
2020,2,2020-05-31,S08000022,75 - 84,All,All,95,165.5,-42.6
2020,2,2020-05-31,S08000022,85 and over,All,All,63,88,-28.4
2020,2,2020-05-31,S08000022,All ages,All,All,529,850.5,-37.8
2020,2,2020-06-14,S08000019,5 - 14,All,All,18,40,-55
2020,2,2020-06-14,S08000019,15 - 44,All,All,162,210,-22.9
2020,2,2020-06-14,S08000019,45 - 64,All,All,159,227,-30
2020,2,2020-06-14,S08000019,65 - 74,All,All,104,185.5,-43.9
2020,2,2020-06-14,S08000019,75 - 84,All,All,114,201.5,-43.4
2020,2,2020-06-14,S08000019,85 and over,All,All,77,102.5,-24.9
2020,2,2020-06-14,S08000019,All ages,All,All,669,1045,-36
2020,2,2020-06-14,S08000019,All ages,Female,All,334,528,-36.7
2020,2,2020-06-14,S08000019,All ages,Male,All,334,513,-34.9
2020,2,2020-06-14,S08000020,Under 5,All,All,46,82,-43.9
2020,2,2020-06-14,S08000020,5 - 14,All,All,44,58,-24.1
2020,2,2020-06-14,S08000020,15 - 44,All,All,269,239.5,12.3
2020,2,2020-06-14,S08000020,45 - 64,All,All,262,327.5,-20
2020,2,2020-06-14,S08000020,65 - 74,All,All,186,242.5,-23.3
2020,2,2020-06-14,S08000020,75 - 84,All,All,209,222.5,-6.1
2020,2,2020-06-14,S08000020,85 and over,All,All,174,148.5,17.2
2020,2,2020-06-14,S08000020,All ages,All,All,1190,1320.5,-9.9
2020,2,2020-06-14,S08000020,All ages,Female,All,594,655,-9.3
2020,2,2020-06-14,S08000020,All ages,Male,All,583,653,-10.7
2020,2,2020-06-14,S08000022,Under 5,All,All,19,36,-47.2
2020,2,2020-06-14,S08000022,5 - 14,All,All,26,23.5,10.6
2020,2,2020-05-31,S08000029,5 - 14,All,All,20,31,-35.5
2020,2,2020-05-31,S08000029,15 - 44,All,All,162,205.5,-21.2
2020,2,2020-05-31,S08000029,45 - 64,All,All,132,213.5,-38.2
2020,2,2020-05-31,S08000029,65 - 74,All,All,120,168.5,-28.8
2020,2,2020-05-31,S08000029,75 - 84,All,All,115,166.5,-30.9
2020,2,2020-05-31,S08000029,85 and over,All,All,79,103,-23.3
2020,2,2020-05-31,S08000029,All ages,All,All,657,945.5,-30.5
2020,2,2020-05-31,S08000029,All ages,Female,All,341,481.5,-29.2
2020,2,2020-05-31,S08000029,All ages,Male,All,313,455,-31.2
2020,2,2020-05-31,S08000030,Under 5,All,All,43,74,-41.9
2020,2,2020-05-31,S08000030,5 - 14,All,All,28,58.5,-52.1
2020,2,2020-05-31,S08000030,15 - 44,All,All,184,256,-28.1
2020,2,2020-05-31,S08000030,45 - 64,All,All,216,293.5,-26.4
2020,2,2020-05-31,S08000030,65 - 74,All,All,160,205,-22
2020,2,2020-05-31,S08000030,75 - 84,All,All,171,226.5,-24.5
2020,2,2020-05-31,S08000030,85 and over,All,All,118,147.5,-20
2020,2,2020-05-31,S08000030,All ages,All,All,920,1261,-27
2020,2,2020-05-31,S08000030,All ages,Female,All,451,633,-28.8
2020,2,2020-05-31,S08000030,All ages,Male,All,459,618,-25.7
2020,2,2020-05-31,S08000031,Under 5,All,All,186,240.5,-22.7
2020,2,2020-05-31,S08000031,5 - 14,All,All,88,144.5,-39.1
2020,2,2020-05-31,S08000031,15 - 44,All,All,574,879,-34.7
2020,2,2020-05-31,S08000031,45 - 64,All,All,754,1049,-28.1
2020,2,2020-05-31,S08000031,65 - 74,All,All,437,643.5,-32.1
2020,2,2020-05-31,S08000031,75 - 84,All,All,427,660,-35.3
2020,2,2020-05-31,S08000031,85 and over,All,All,267,372,-28.2
2020,2,2020-05-31,S08000031,All ages,All,All,2733,3988.5,-31.5
2020,2,2020-05-31,S08000031,All ages,Female,All,1308,1958.5,-33.2
2020,2,2020-05-31,S08000031,All ages,Male,All,1355,1972.5,-31.3
2020,2,2020-05-31,S08000032,Under 5,All,All,118,158.5,-25.6
2020,2,2020-05-31,S08000032,5 - 14,All,All,27,59.5,-54.6
2020,2,2020-05-31,S08000032,15 - 44,All,All,255,332.5,-23.3
2020,2,2020-05-31,S08000032,45 - 64,All,All,371,420.5,-11.8
2020,2,2020-05-31,S08000032,65 - 74,All,All,199,276,-27.9
2020,2,2020-05-31,S08000032,75 - 84,All,All,204,288,-29.2
2020,2,2020-05-31,S08000032,85 and over,All,All,104,139.5,-25.4
2020,2,2020-05-31,S08000032,All ages,All,All,1278,1674.5,-23.7
2020,2,2020-05-31,S08000032,All ages,Female,All,602,809.5,-25.6
2020,2,2020-05-31,S08000032,All ages,Male,All,586,813,-27.9
2020,2,2020-05-31,S92000003,Under 5,All,All,613,1037,-40.9
2020,2,2020-05-31,S92000003,5 - 14,All,All,312,612.5,-49.1
2020,2,2020-05-31,S92000003,15 - 44,All,All,2264,3154,-28.2
2020,2,2020-05-31,S92000003,45 - 64,All,All,2829,3794,-25.4
2020,2,2020-05-31,S92000003,65 - 74,All,All,1809,2618,-30.9
2020,2,2020-05-31,S92000003,75 - 84,All,All,1882,2620,-28.2
2020,2,2020-05-31,S92000003,85 and over,All,All,1168,1528,-23.6
2020,2,2020-05-31,S92000003,All ages,All,All,10877,15363.5,-29.2
2020,2,2020-05-31,S92000003,All ages,Female,All,5354,7588.5,-29.4
2020,2,2020-05-31,S92000003,All ages,Male,All,5294,7518.5,-29.6
2020,2,2020-06-07,S08000015,Under 5,All,All,49,82.5,-40.6
2020,2,2020-06-07,S08000015,5 - 14,All,All,33,52.5,-37.1
2020,2,2020-06-07,S08000015,15 - 44,All,All,150,217.5,-31
2020,2,2020-06-07,S08000015,45 - 64,All,All,229,282,-18.8
2020,2,2020-06-07,S08000015,65 - 74,All,All,159,209,-23.9
2020,2,2020-06-07,S08000015,75 - 84,All,All,160,197,-18.8
2020,2,2020-06-07,S08000015,85 and over,All,All,89,92,-3.3
2020,2,2020-06-07,S08000015,All ages,All,All,869,1132.5,-23.3
2020,2,2020-06-07,S08000015,All ages,Female,All,432,584,-26
2020,2,2020-06-07,S08000015,All ages,Male,All,426,542.5,-21.5
2020,2,2020-06-07,S08000016,Under 5,All,All,6,23.5,-74.5
2020,2,2020-06-07,S08000016,5 - 14,All,All,8,12.5,-36
2020,2,2020-06-07,S08000016,15 - 44,All,All,23,38.5,-40.3
2020,2,2020-06-07,S08000016,45 - 64,All,All,42,56,-25
2020,2,2020-06-07,S08000016,65 - 74,All,All,37,50.5,-26.7
2020,2,2020-06-07,S08000016,75 - 84,All,All,49,59.5,-17.6
2020,2,2020-06-07,S08000016,85 and over,All,All,43,38,13.2
2020,2,2020-06-07,S08000016,All ages,All,All,208,278.5,-25.3
2020,2,2020-06-07,S08000016,All ages,Female,All,96,127.5,-24.7
2020,2,2020-06-07,S08000016,All ages,Male,All,112,147.5,-24.1
2020,2,2020-06-07,S08000017,Under 5,All,All,23,21.5,7
2020,2,2020-06-07,S08000017,5 - 14,All,All,7,19,-63.2
2020,2,2020-06-07,S08000017,15 - 44,All,All,63,62.5,0.8
2020,2,2020-06-07,S08000017,45 - 64,All,All,74,89,-16.9
2020,2,2020-06-07,S08000017,65 - 74,All,All,57,69,-17.4
2020,2,2020-06-07,S08000017,75 - 84,All,All,66,88,-25
2020,2,2020-06-07,S08000017,85 and over,All,All,57,52.5,8.6
2020,2,2020-06-07,S08000017,All ages,All,All,347,401.5,-13.6
2020,2,2020-06-07,S08000017,All ages,Female,All,159,204,-22.1
2020,2,2020-06-07,S08000017,All ages,Male,All,178,194,-8.2
2020,2,2020-06-07,S08000019,Under 5,All,All,27,92.5,-70.8
2020,2,2020-06-07,S08000019,5 - 14,All,All,22,58,-62.1
2020,2,2020-06-07,S08000019,15 - 44,All,All,140,221,-36.7
2020,2,2020-06-07,S08000019,45 - 64,All,All,137,246,-44.3
2020,2,2020-06-07,S08000019,65 - 74,All,All,97,156,-37.8
2020,2,2020-06-07,S08000019,75 - 84,All,All,92,203.5,-54.8
2020,2,2020-06-07,S08000019,85 and over,All,All,69,107,-35.5
2020,2,2020-06-07,S08000019,All ages,All,All,584,1084,-46.1
2020,2,2020-06-07,S08000019,All ages,Female,All,269,556,-51.6
2020,2,2020-06-07,S08000019,All ages,Male,All,312,527.5,-40.9
2020,2,2020-06-07,S08000020,Under 5,All,All,52,67.5,-23
2020,2,2020-06-07,S08000020,5 - 14,All,All,46,58,-20.7
2020,2,2020-06-07,S08000020,15 - 44,All,All,204,246.5,-17.2
2020,2,2020-06-07,S08000020,45 - 64,All,All,243,328.5,-26
2020,2,2020-06-07,S08000020,65 - 74,All,All,186,255.5,-27.2
2020,2,2020-06-07,S08000020,75 - 84,All,All,182,224,-18.8
2020,2,2020-06-07,S08000020,85 and over,All,All,149,143,4.2
2020,2,2020-06-07,S08000020,All ages,All,All,1062,1323,-19.7
2020,2,2020-06-07,S08000020,All ages,Female,All,526,673,-21.8
2020,2,2020-06-07,S08000020,All ages,Male,All,523,631,-17.1
2020,2,2020-06-07,S08000022,Under 5,All,All,28,38,-26.3
2020,2,2020-06-07,S08000022,5 - 14,All,All,16,27,-40.7
2020,2,2020-06-07,S08000022,15 - 44,All,All,107,149.5,-28.4
2020,2,2020-06-07,S08000022,45 - 64,All,All,133,190.5,-30.2
2020,2,2020-06-07,S08000022,65 - 74,All,All,110,155.5,-29.3
2020,2,2020-06-07,S08000022,75 - 84,All,All,126,149,-15.4
2020,2,2020-06-07,S08000022,85 and over,All,All,72,86,-16.3
2020,2,2020-06-07,S08000022,All ages,All,All,592,795.5,-25.6
2020,2,2020-06-07,S08000022,All ages,Female,All,306,398.5,-23.2
2020,2,2020-06-07,S08000022,All ages,Male,All,275,363,-24.2
2020,2,2020-06-07,S08000024,Under 5,All,All,71,148.5,-52.2
2020,2,2020-06-07,S08000024,5 - 14,All,All,76,107.5,-29.3
2020,2,2020-06-07,S08000024,15 - 44,All,All,396,455.5,-13.1
2020,2,2020-06-07,S08000024,45 - 64,All,All,512,596,-14.1
2020,2,2020-06-07,S08000024,65 - 74,All,All,317,379.5,-16.5
2020,2,2020-06-07,S08000024,75 - 84,All,All,300,336,-10.7
