date,hb,hb_name,daily_positive,cumulative_positive,crude_rate_positive,crude_rate7day_positive,daily_deaths,cumulative_deaths,crude_rate_deaths,daily_negative,cumulative_negative,crude_rate_negative,total_tests,positive_tests,positive_percentage,positive_percentage7day,total_pillar1,total_pillar2,hospital_admissions,icu_admissions,positive_pillar1,positive_pillar2
2020-02-28,S08000015,NHS Ayrshire and Arran,0,0,0,NA,0,0,0,7,24,6.52191635642273,9,0,0,NA,9,0,NA,NA,0,0
2020-02-28,S08000016,NHS Borders,0,0,0,NA,0,0,0,3,19,16.48733078792086,3,0,0,NA,3,0,NA,NA,0,0
2020-02-28,S08000017,NHS Dumfries and Galloway,0,0,0,NA,0,0,0,7,18,12.13837750354036,9,0,0,NA,9,0,NA,NA,0,0
2020-02-28,S08000019,NHS Forth Valley,0,0,0,NA,0,0,0,12,52,16.997352335501585,20,0,0,NA,20,0,NA,NA,0,0
2020-02-28,S08000020,NHS Grampian,0,0,0,NA,0,0,0,5,78,13.320809495346255,6,0,0,NA,6,0,NA,NA,0,0
2020-02-28,S08000022,NHS Highland,0,0,0,NA,0,0,0,2,28,8.726547403852148,4,0,0,NA,4,0,NA,NA,0,0
2020-02-28,S08000024,NHS Lothian,0,0,0,NA,0,0,0,38,150,16.438536312726715,51,0,0,NA,51,0,NA,NA,0,0
2020-02-28,S08000025,NHS Orkney,0,0,0,NA,0,0,0,0,2,8.928571428571429,0,0,0,NA,0,0,NA,NA,0,0
2020-02-28,S08000029,NHS Fife,0,0,0,NA,0,0,0,11,54,14.43348568679336,14,0,0,NA,14,0,NA,NA,0,0
2020-02-28,S08000030,NHS Tayside,1,1,0.2400672188212699,NA,0,0,0,5,71,17.044772536310166,8,2,25,NA,8,0,NA,NA,2,0
2020-02-28,S08000031,NHS Greater Glasgow and Clyde,0,0,0,NA,0,0,0,14,98,8.268367587999055,28,0,0,NA,28,0,NA,NA,0,0
2020-02-28,S08000032,NHS Lanarkshire,0,0,0,NA,0,0,0,8,52,7.855459544383346,10,0,0,NA,10,0,NA,NA,0,0
2020-02-28,S92000003,Scotland,1,1,0.01829491401390413,NA,0,0,0,112,646,11.81851445298207,164,2,1.2195121951219512,NA,164,0,NA,NA,2,0
2020-02-29,S08000015,NHS Ayrshire and Arran,0,0,0,NA,0,0,0,3,27,7.33715590097557,4,0,0,NA,4,0,NA,NA,0,0
2020-02-29,S08000016,NHS Borders,0,0,0,NA,0,0,0,2,21,18.222839291912532,3,0,0,NA,3,0,NA,NA,0,0
2020-02-29,S08000017,NHS Dumfries and Galloway,0,0,0,NA,0,0,0,4,22,14.835794726549327,8,0,0,NA,8,0,NA,NA,0,0
2020-02-29,S08000019,NHS Forth Valley,0,0,0,NA,0,0,0,10,62,20.26607393848266,14,0,0,NA,14,0,NA,NA,0,0
2020-02-29,S08000020,NHS Grampian,0,0,0,NA,0,0,0,5,83,14.174707539919734,5,0,0,NA,5,0,NA,NA,0,0
2020-02-29,S08000022,NHS Highland,0,0,0,NA,0,0,0,2,30,9.349872218413015,4,0,0,NA,4,0,NA,NA,0,0
2020-02-29,S08000024,NHS Lothian,0,0,0,NA,0,0,0,3,153,16.767307038981247,5,0,0,NA,5,0,NA,NA,0,0
2020-02-29,S08000025,NHS Orkney,0,0,0,NA,0,0,0,0,2,8.928571428571429,0,0,0,NA,0,0,NA,NA,0,0
2020-02-29,S08000029,NHS Fife,0,0,0,NA,0,0,0,5,59,15.769919546681631,5,0,0,NA,5,0,NA,NA,0,0
2020-02-29,S08000030,NHS Tayside,0,1,0.2400672188212699,NA,0,0,0,1,72,17.284839755131436,1,0,0,NA,1,0,NA,NA,0,0
2020-02-29,S08000031,NHS Greater Glasgow and Clyde,0,0,0,NA,0,0,0,17,115,9.70267625122338,30,0,0,NA,30,0,NA,NA,0,0
2020-02-29,S08000032,NHS Lanarkshire,0,0,0,NA,0,0,0,8,60,9.063991781980784,11,0,0,NA,11,0,NA,NA,0,0
2020-03-13,S08000025,NHS Orkney,0,0,0,0,0,0,0,0,7,31.25,0,0,0,0,0,0,NA,NA,0,0
2020-02-29,S92000003,Scotland,0,1,0.01829491401390413,NA,0,0,0,60,706,12.916209293816316,90,0,0,NA,90,0,NA,NA,0,0
2020-03-01,S08000015,NHS Ayrshire and Arran,0,0,0,NA,0,0,0,6,33,8.967634990081253,7,0,0,NA,7,0,NA,NA,0,0
2020-03-01,S08000016,NHS Borders,0,0,0,NA,0,0,0,2,23,19.9583477959042,3,0,0,NA,3,0,NA,NA,0,0
2020-03-01,S08000017,NHS Dumfries and Galloway,0,0,0,NA,0,0,0,4,26,17.5332119495583,4,0,0,NA,4,0,NA,NA,0,0
2020-03-01,S08000019,NHS Forth Valley,1,1,0.3268721602981074,NA,0,0,0,2,64,20.919818259078873,6,1,16.666666666666664,NA,6,0,NA,NA,1,0
2020-03-01,S08000020,NHS Grampian,1,1,0.1707796089146956,NA,0,0,0,3,86,14.687046366663822,7,1,14.285714285714285,NA,7,0,NA,NA,1,0
2020-03-01,S08000022,NHS Highland,0,0,0,NA,0,0,0,0,30,9.349872218413015,1,0,0,NA,1,0,NA,NA,0,0
2020-03-01,S08000024,NHS Lothian,0,0,0,NA,0,0,0,16,169,18.52075091233877,21,0,0,NA,21,0,NA,NA,0,0
2020-03-01,S08000025,NHS Orkney,0,0,0,NA,0,0,0,0,2,8.928571428571429,0,0,0,NA,0,0,NA,NA,0,0
2020-03-01,S08000029,NHS Fife,0,0,0,NA,0,0,0,1,60,16.037206318659287,2,0,0,NA,2,0,NA,NA,0,0
2020-03-01,S08000030,NHS Tayside,0,1,0.2400672188212699,NA,0,0,0,2,74,17.764974192773977,3,0,0,NA,3,0,NA,NA,0,0
2020-03-01,S08000031,NHS Greater Glasgow and Clyde,0,0,0,NA,0,0,0,23,138,11.643211501468056,28,0,0,NA,28,0,NA,NA,0,0
2020-03-01,S08000032,NHS Lanarkshire,0,0,0,NA,0,0,0,8,68,10.272524019578222,10,0,0,NA,10,0,NA,NA,0,0
2020-03-01,S92000003,Scotland,2,3,0.0548847420417124,NA,0,0,0,67,773,14.141968532747896,92,2,2.1739130434782608,NA,92,0,7,NA,2,0
2020-03-02,S08000015,NHS Ayrshire and Arran,1,1,0.27174651485094703,NA,0,0,0,7,40,10.86986059403788,10,1,10,NA,10,0,NA,NA,1,0
2020-03-02,S08000016,NHS Borders,0,0,0,NA,0,0,0,3,26,22.561610551891704,3,0,0,NA,3,0,NA,NA,0,0
2020-03-02,S08000017,NHS Dumfries and Galloway,0,0,0,NA,0,0,0,11,37,24.95110931283297,13,0,0,NA,13,0,NA,NA,0,0
2020-03-02,S08000019,NHS Forth Valley,0,1,0.3268721602981074,NA,0,0,0,13,77,25.16915634295427,21,0,0,NA,21,0,NA,NA,0,0
2020-03-02,S08000020,NHS Grampian,0,1,0.1707796089146956,NA,0,0,0,17,103,17.590299718213647,18,0,0,NA,18,0,NA,NA,0,0
2020-03-02,S08000022,NHS Highland,0,0,0,NA,0,0,0,1,31,9.661534625693449,3,0,0,NA,3,0,NA,NA,0,0
2020-03-02,S08000024,NHS Lothian,0,0,0,NA,0,0,0,37,206,22.575589869478023,50,0,0,NA,50,0,NA,NA,0,0
2020-03-02,S08000025,NHS Orkney,0,0,0,NA,0,0,0,0,2,8.928571428571429,0,0,0,NA,0,0,NA,NA,0,0
2020-03-02,S08000029,NHS Fife,0,0,0,NA,0,0,0,11,71,18.977360810413497,14,0,0,NA,14,0,NA,NA,0,0
2020-03-02,S08000030,NHS Tayside,0,1,0.2400672188212699,NA,0,0,0,5,79,18.965310286880324,19,3,15.789473684210526,NA,19,0,NA,NA,3,0
2020-03-02,S08000031,NHS Greater Glasgow and Clyde,0,0,0,NA,0,0,0,50,188,15.86176639330431,80,0,0,NA,80,0,NA,NA,0,0
2020-03-02,S08000032,NHS Lanarkshire,0,0,0,NA,0,0,0,24,92,13.898120732370536,33,0,0,NA,33,0,NA,NA,0,0
2020-03-02,S92000003,Scotland,1,4,0.07317965605561653,NA,0,0,0,179,952,17.416758141236738,264,4,1.5151515151515151,NA,264,0,11,NA,4,0
2020-03-03,S08000015,NHS Ayrshire and Arran,0,1,0.27174651485094703,NA,0,0,0,16,56,15.217804831653035,19,0,0,NA,19,0,NA,NA,0,0
2020-03-03,S08000016,NHS Borders,0,0,0,NA,0,0,0,2,28,24.297119055883375,2,0,0,NA,2,0,NA,NA,0,0
2020-03-03,S08000017,NHS Dumfries and Galloway,0,0,0,NA,0,0,0,6,43,28.997235147346416,10,0,0,NA,10,0,NA,NA,0,0
2020-03-03,S08000019,NHS Forth Valley,1,2,0.6537443205962148,NA,0,0,0,14,91,29.745366587127776,25,1,4,NA,25,0,NA,NA,1,0
2020-03-03,S08000020,NHS Grampian,1,2,0.3415592178293912,NA,0,0,0,9,112,19.127316198445904,15,1,6.666666666666667,NA,15,0,NA,NA,1,0
2020-03-03,S08000022,NHS Highland,0,0,0,NA,0,0,0,8,39,12.15483388393692,10,0,0,NA,10,0,NA,NA,0,0
2020-03-03,S08000024,NHS Lothian,0,0,0,NA,0,0,0,42,248,27.178380037041503,48,0,0,NA,48,0,NA,NA,0,0
2020-03-03,S08000025,NHS Orkney,0,0,0,NA,0,0,0,1,3,13.392857142857144,1,0,0,NA,1,0,NA,NA,0,0
2020-03-03,S08000028,NHS Western Isles,0,0,0,NA,0,0,0,1,1,3.7735849056603774,1,0,0,NA,1,0,NA,NA,0,0
2020-03-03,S08000029,NHS Fife,0,0,0,NA,0,0,0,10,81,21.65022853019004,13,0,0,NA,13,0,NA,NA,0,0
2020-03-03,S08000030,NHS Tayside,0,1,0.2400672188212699,NA,0,0,0,16,95,22.806385788020645,37,2,5.405405405405405,NA,37,0,NA,NA,2,0
2020-03-03,S08000031,NHS Greater Glasgow and Clyde,1,1,0.08437109783672504,NA,0,0,0,45,233,19.658465795956936,72,2,2.7777777777777777,NA,72,0,NA,NA,2,0
2020-03-03,S08000032,NHS Lanarkshire,0,0,0,NA,0,0,0,25,117,17.674783974862528,35,0,0,NA,35,0,NA,NA,0,0
2020-03-03,S92000003,Scotland,3,7,0.12806439809732895,NA,0,0,0,195,1147,20.98426637394804,288,6,2.083333333333333,NA,288,0,13,NA,6,0
2020-03-04,S08000015,NHS Ayrshire and Arran,0,1,0.27174651485094703,NA,0,0,0,10,66,17.935269980162506,15,1,6.666666666666667,NA,15,0,NA,NA,1,0
2020-03-04,S08000016,NHS Borders,0,0,0,NA,0,0,0,2,30,26.03262755987504,3,0,0,NA,3,0,NA,NA,0,0
2020-03-04,S08000017,NHS Dumfries and Galloway,0,0,0,NA,0,0,0,9,52,35.0664238991166,11,0,0,NA,11,0,NA,NA,0,0
2020-03-04,S08000019,NHS Forth Valley,1,3,0.9806164808943222,NA,0,0,0,17,108,35.302193312195605,33,4,12.12121212121212,NA,33,0,NA,NA,4,0
2020-03-04,S08000020,NHS Grampian,2,4,0.6831184356587824,NA,0,0,0,5,117,19.981214243019384,7,2,28.57142857142857,NA,7,0,NA,NA,2,0
2020-03-04,S08000022,NHS Highland,0,0,0,NA,0,0,0,7,46,14.336470734899956,8,0,0,NA,8,0,NA,NA,0,0
2020-03-04,S08000024,NHS Lothian,1,1,0.10959024208484476,NA,0,0,0,26,274,30.027726331247464,33,1,3.0303030303030303,NA,33,0,NA,NA,1,0
2020-03-04,S08000025,NHS Orkney,0,0,0,NA,0,0,0,0,3,13.392857142857144,0,0,0,NA,0,0,NA,NA,0,0
2020-03-04,S08000026,NHS Shetland,0,0,0,NA,0,0,0,1,1,4.3725404459991255,1,0,0,NA,1,0,NA,NA,0,0
2020-03-04,S08000028,NHS Western Isles,0,0,0,NA,0,0,0,1,2,7.547169811320755,1,0,0,NA,1,0,NA,NA,0,0
2020-03-04,S08000029,NHS Fife,2,2,0.5345735439553096,NA,0,0,0,1,82,21.917515302167697,3,2,66.66666666666666,NA,3,0,NA,NA,2,0
2020-03-04,S08000030,NHS Tayside,0,1,0.2400672188212699,NA,0,0,0,10,105,25.207057976233344,22,0,0,NA,22,0,NA,NA,0,0
2020-03-04,S08000031,NHS Greater Glasgow and Clyde,0,1,0.08437109783672504,NA,0,0,0,55,288,24.298876176976815,92,0,0,NA,92,0,NA,NA,0,0
2020-03-04,S08000032,NHS Lanarkshire,0,0,0,NA,0,0,0,16,133,20.091848450057405,26,0,0,NA,26,0,NA,NA,0,0
2020-03-04,S92000003,Scotland,6,13,0.23783388218075377,NA,0,0,0,160,1307,23.911452616172703,255,10,3.92156862745098,NA,255,0,10,NA,10,0
2020-03-05,S08000015,NHS Ayrshire and Arran,0,1,0.27174651485094703,0.27174651485094703,0,0,0,15,81,22.011467702926712,17,0,0,2.4691358024691357,17,0,NA,NA,0,0
2020-03-05,S08000016,NHS Borders,0,0,0,0,0,0,0,1,31,26.900381811870876,1,0,0,0,1,0,NA,NA,0,0
2020-03-05,S08000017,NHS Dumfries and Galloway,0,0,0,0,0,0,0,6,58,39.11254973363005,6,0,0,0,6,0,NA,NA,0,0
2020-03-05,S08000019,NHS Forth Valley,0,3,0.9806164808943222,0.9806164808943222,0,0,0,10,118,38.57091491517668,18,0,0,4.37956204379562,18,0,NA,NA,0,0
2020-03-05,S08000020,NHS Grampian,0,4,0.6831184356587824,0.6831184356587824,0,0,0,5,122,20.835112287592864,15,2,13.333333333333334,8.21917808219178,15,0,NA,NA,2,0
2020-03-05,S08000022,NHS Highland,0,0,0,0,0,0,0,8,54,16.829769993143426,11,0,0,0,11,0,NA,NA,0,0
2020-03-05,S08000024,NHS Lothian,0,1,0.10959024208484476,0.10959024208484476,0,0,0,19,293,32.109940930859516,32,1,3.125,0.8333333333333334,32,0,NA,NA,1,0
2020-03-05,S08000025,NHS Orkney,0,0,0,0,0,0,0,0,3,13.392857142857144,0,0,0,0,0,0,NA,NA,0,0
2020-03-05,S08000026,NHS Shetland,0,0,0,NA,0,0,0,1,2,8.745080891998251,2,0,0,NA,2,0,NA,NA,0,0
2020-03-05,S08000028,NHS Western Isles,0,0,0,NA,0,0,0,0,2,7.547169811320755,2,0,0,NA,2,0,NA,NA,0,0
2020-03-05,S08000029,NHS Fife,0,2,0.5345735439553096,0.5345735439553096,0,0,0,8,90,24.055809477988937,9,0,0,3.3333333333333335,9,0,NA,NA,0,0
2020-03-05,S08000030,NHS Tayside,0,1,0.2400672188212699,0.2400672188212699,0,0,0,11,116,27.847797383267316,30,2,6.666666666666667,7.5,30,0,NA,NA,2,0
2020-03-05,S08000031,NHS Greater Glasgow and Clyde,1,2,0.16874219567345008,0.16874219567345008,0,0,0,59,347,29.276770949343593,91,2,2.197802197802198,0.9501187648456058,91,0,NA,NA,2,0
2020-03-05,S08000032,NHS Lanarkshire,1,1,0.15106652969967974,0.15106652969967974,0,0,0,19,152,22.96211251435132,32,1,3.125,0.6369426751592357,32,0,NA,NA,1,0
2020-03-05,S92000003,Scotland,2,15,0.27442371020856204,0.27442371020856204,0,0,0,162,1469,26.875228686425174,266,8,3.007518796992481,2.255109231853418,266,0,20,NA,8,0
2020-03-06,S08000015,NHS Ayrshire and Arran,0,1,0.27174651485094703,0.27174651485094703,0,0,0,7,88,23.91369330688334,13,0,0,2.3529411764705883,13,0,NA,NA,0,0
2020-03-06,S08000016,NHS Borders,0,0,0,0,0,0,0,3,34,29.50364456785838,5,0,0,0,5,0,NA,NA,0,0
2020-03-06,S08000017,NHS Dumfries and Galloway,0,0,0,0,0,0,0,15,73,49.227864319913685,19,0,0,0,19,0,NA,NA,0,0
2020-03-06,S08000019,NHS Forth Valley,0,3,0.9806164808943222,0.9806164808943222,0,0,0,14,132,43.14712515935018,38,2,5.263157894736842,5.161290322580645,38,0,NA,NA,2,0
2020-03-06,S08000020,NHS Grampian,0,4,0.6831184356587824,0.6831184356587824,0,0,0,5,127,21.68901033216634,11,1,9.090909090909092,8.974358974358974,11,0,NA,NA,1,0
2020-03-06,S08000022,NHS Highland,0,0,0,0,0,0,0,7,61,19.011406844106464,8,0,0,0,8,0,NA,NA,0,0
2020-03-06,S08000024,NHS Lothian,2,3,0.3287707262545343,0.3287707262545343,0,0,0,23,316,34.63051649881095,37,3,8.108108108108109,2.2123893805309733,37,0,NA,NA,3,0
2020-03-06,S08000025,NHS Orkney,0,0,0,0,0,0,0,2,5,22.32142857142857,2,0,0,0,2,0,NA,NA,0,0
2020-03-06,S08000026,NHS Shetland,2,2,8.745080891998251,NA,0,0,0,0,2,8.745080891998251,2,2,100,NA,2,0,NA,NA,2,0
2020-03-06,S08000028,NHS Western Isles,0,0,0,NA,0,0,0,1,3,11.320754716981131,2,0,0,NA,2,0,NA,NA,0,0
2020-03-06,S08000029,NHS Fife,0,2,0.5345735439553096,0.5345735439553096,0,0,0,6,96,25.659530109854863,13,1,7.6923076923076925,5.084745762711865,13,0,NA,NA,1,0
2020-03-06,S08000030,NHS Tayside,0,1,0.2400672188212699,0,0,0,0,16,132,31.688872884407633,41,1,2.4390243902439024,5.228758169934641,41,0,NA,NA,1,0
2020-03-06,S08000031,NHS Greater Glasgow and Clyde,1,3,0.25311329351017514,0.25311329351017514,0,0,0,62,409,34.50777901522054,101,1,0.99009900990099,1.0121457489878545,101,0,NA,NA,1,0
2020-03-06,S08000032,NHS Lanarkshire,1,2,0.30213305939935947,0.30213305939935947,0,0,0,18,170,25.681310048945555,32,1,3.125,1.11731843575419,32,0,NA,NA,1,0
2020-03-06,S92000003,Scotland,6,21,0.3841931942919868,0.3658982802780827,0,0,0,179,1648,30.150018294914013,324,12,3.7037037037037033,2.6599113362887903,324,0,21,NA,12,0
2020-03-07,S08000015,NHS Ayrshire and Arran,1,2,0.5434930297018941,0.5434930297018941,0,0,0,6,94,25.544172395989023,15,1,6.666666666666667,3.125,15,0,NA,NA,1,0
2020-03-07,S08000016,NHS Borders,0,0,0,0,0,0,0,1,35,30.37139881985422,2,0,0,0,2,0,NA,NA,0,0
2020-03-07,S08000017,NHS Dumfries and Galloway,0,0,0,0,0,0,0,6,79,53.27399015442714,7,0,0,0,7,0,NA,NA,0,0
2020-03-07,S08000019,NHS Forth Valley,0,3,0.9806164808943222,0.9806164808943222,0,0,0,9,141,46.08897460203315,26,2,7.6923076923076925,5.9880239520958085,26,0,NA,NA,2,0
2020-03-07,S08000020,NHS Grampian,2,6,1.0246776534881736,1.0246776534881736,0,0,0,7,134,22.88446759456921,15,3,20,11.363636363636363,15,0,NA,NA,3,0
2020-03-07,S08000022,NHS Highland,0,0,0,0,0,0,0,6,67,20.88138128778907,6,0,0,0,6,0,NA,NA,0,0
2020-03-07,S08000024,NHS Lothian,2,5,0.5479512104242238,0.5479512104242238,0,0,0,31,347,38.02781400344113,48,4,8.333333333333332,3.3457249070631967,48,0,NA,NA,4,0
2020-03-07,S08000025,NHS Orkney,0,0,0,0,0,0,0,0,5,22.32142857142857,0,0,0,0,0,0,NA,NA,0,0
2020-03-07,S08000026,NHS Shetland,0,2,8.745080891998251,NA,0,0,0,2,4,17.490161783996502,2,0,0,NA,2,0,NA,NA,0,0
2020-03-07,S08000028,NHS Western Isles,0,0,0,NA,0,0,0,0,3,11.320754716981131,0,0,0,NA,0,0,NA,NA,0,0
2020-03-07,S08000029,NHS Fife,0,2,0.5345735439553096,0.5345735439553096,0,0,0,4,100,26.72867719776548,16,1,6.25,5.714285714285714,16,0,NA,NA,1,0
2020-03-07,S08000030,NHS Tayside,0,1,0.2400672188212699,0,0,0,0,2,134,32.16900732205017,9,0,0,4.968944099378882,9,0,NA,NA,0,0
2020-03-07,S08000031,NHS Greater Glasgow and Clyde,0,3,0.25311329351017514,0.25311329351017514,0,0,0,20,429,36.195200971955046,45,3,6.666666666666667,1.5717092337917484,45,0,NA,NA,3,0
2020-03-07,S08000032,NHS Lanarkshire,1,3,0.4531995890990392,0.4531995890990392,0,0,0,17,187,28.249441053840112,27,3,11.11111111111111,2.564102564102564,27,0,NA,NA,3,0
2020-03-07,S92000003,Scotland,6,27,0.4939626783754116,0.4756677643615075,0,0,0,111,1759,32.18075375045738,218,17,7.79816513761468,3.456356180433509,218,0,10,NA,17,0
2020-03-08,S08000015,NHS Ayrshire and Arran,0,2,0.5434930297018941,0.5434930297018941,0,0,0,7,101,27.44639799994565,10,0,0,3.0303030303030303,10,0,NA,NA,0,0
2020-03-08,S08000016,NHS Borders,0,0,0,0,0,0,0,4,39,33.842415827837556,5,0,0,0,5,0,NA,NA,0,0
2020-03-08,S08000017,NHS Dumfries and Galloway,0,0,0,0,0,0,0,3,82,55.29705307168386,7,0,0,0,7,0,NA,NA,0,0
2020-03-08,S08000019,NHS Forth Valley,0,3,0.9806164808943222,0.6537443205962148,0,0,0,9,150,49.03082404471611,28,4,14.285714285714285,6.878306878306878,28,0,NA,NA,4,0
2020-03-08,S08000020,NHS Grampian,1,7,1.195457262402869,1.0246776534881736,0,0,0,6,140,23.90914524805738,14,4,28.57142857142857,13.684210526315791,14,0,NA,NA,4,0
2020-03-08,S08000022,NHS Highland,0,0,0,0,0,0,0,6,73,22.75135573147167,7,0,0,0,7,0,NA,NA,0,0
2020-03-08,S08000024,NHS Lothian,2,7,0.7671316945939134,0.7671316945939134,0,0,0,17,364,39.8908481188835,31,2,6.451612903225806,3.942652329749104,31,0,NA,NA,2,0
2020-03-08,S08000025,NHS Orkney,0,0,0,0,0,0,0,0,5,22.32142857142857,0,0,0,0,0,0,NA,NA,0,0
2020-03-08,S08000026,NHS Shetland,0,2,8.745080891998251,NA,0,0,0,1,5,21.862702229995627,1,0,0,NA,1,0,NA,NA,0,0
2020-03-08,S08000028,NHS Western Isles,0,0,0,NA,0,0,0,1,4,15.09433962264151,1,0,0,NA,1,0,NA,NA,0,0
2020-03-08,S08000029,NHS Fife,0,2,0.5345735439553096,0.5345735439553096,0,0,0,1,101,26.995963969743137,7,0,0,5.333333333333334,7,0,NA,NA,0,0
2020-03-08,S08000030,NHS Tayside,0,1,0.2400672188212699,0,0,0,0,0,134,32.16900732205017,1,0,0,5.031446540880504,1,0,NA,NA,0,0
2020-03-08,S08000031,NHS Greater Glasgow and Clyde,0,3,0.25311329351017514,0.25311329351017514,0,0,0,36,465,39.23256049407715,56,3,5.357142857142857,2.0484171322160147,56,0,NA,NA,3,0
2020-03-08,S08000032,NHS Lanarkshire,0,3,0.4531995890990392,0.4531995890990392,0,0,0,8,195,29.45797329143755,24,4,16.666666666666664,4.30622009569378,24,0,NA,NA,4,0
2020-03-08,S92000003,Scotland,3,30,0.5488474204171241,0.4939626783754116,0,0,0,99,1858,33.991950237833876,192,17,8.854166666666668,4.095185390149418,192,0,11,NA,17,0
2020-03-09,S08000015,NHS Ayrshire and Arran,1,3,0.8152395445528412,0.5434930297018941,0,0,0,17,118,32.06608875241175,24,1,4.166666666666666,2.6548672566371683,24,0,NA,NA,1,0
2020-03-09,S08000016,NHS Borders,1,1,0.8677542519958349,0.8677542519958349,0,0,0,11,50,43.38771259979174,15,1,6.666666666666667,3.0303030303030303,15,0,NA,NA,1,0
2020-03-09,S08000017,NHS Dumfries and Galloway,0,0,0,0,0,0,0,13,95,64.063659046463,22,0,0,0,22,0,NA,NA,0,0
2020-03-09,S08000019,NHS Forth Valley,0,3,0.9806164808943222,0.6537443205962148,0,0,0,12,162,52.95328996829341,24,3,12.5,8.333333333333332,24,0,NA,NA,3,0
2020-03-09,S08000020,NHS Grampian,0,7,1.195457262402869,1.0246776534881736,0,0,0,9,149,25.44616172828965,18,1,5.555555555555555,14.736842105263156,18,0,NA,NA,1,0
2020-03-09,S08000022,NHS Highland,0,0,0,0,0,0,0,6,79,24.62133017515427,8,0,0,0,8,0,NA,NA,0,0
2020-03-09,S08000024,NHS Lothian,3,10,1.0959024208484476,1.0959024208484476,0,0,0,96,460,50.41151135902859,136,8,5.88235294117647,5.205479452054795,136,0,NA,NA,8,0
2020-03-09,S08000025,NHS Orkney,0,0,0,0,0,0,0,1,6,26.78571428571429,1,0,0,0,1,0,NA,NA,0,0
2020-03-09,S08000026,NHS Shetland,4,6,26.23524267599475,NA,0,0,0,4,9,39.35286401399213,16,6,37.5,NA,16,0,NA,NA,6,0
2020-03-09,S08000028,NHS Western Isles,0,0,0,0,0,0,0,0,4,15.09433962264151,0,0,0,0,0,0,NA,NA,0,0
2020-03-09,S08000029,NHS Fife,1,3,0.8018603159329645,0.8018603159329645,0,0,0,2,103,27.530537513698444,7,1,14.285714285714285,7.352941176470589,7,0,NA,NA,1,0
2020-03-09,S08000030,NHS Tayside,3,4,0.9602688752850798,0.7202016564638098,0,0,0,10,144,34.56967951026287,22,6,27.27272727272727,6.790123456790123,22,0,NA,NA,6,0
2020-03-09,S08000031,NHS Greater Glasgow and Clyde,3,6,0.5062265870203503,0.5062265870203503,0,0,0,58,523,44.12608416860721,119,9,7.563025210084033,3.4722222222222223,119,0,NA,NA,9,0
2020-03-09,S08000032,NHS Lanarkshire,0,3,0.4531995890990392,0.4531995890990392,0,0,0,13,208,31.421838177533385,41,3,7.317073170731707,5.529953917050691,41,0,NA,NA,3,0
2020-03-09,S92000003,Scotland,16,46,0.8415660446395901,0.7683863885839736,0,0,0,252,2110,38.60226856933773,453,39,8.609271523178808,5.460921843687375,453,0,18,NA,39,0
2020-03-10,S08000015,NHS Ayrshire and Arran,1,4,1.086986059403788,0.8152395445528412,0,0,0,15,133,36.14228647517595,25,1,4,3.361344537815126,25,0,NA,NA,1,0
2020-03-10,S08000016,NHS Borders,0,1,0.8677542519958349,0.8677542519958349,0,0,0,8,58,50.32974661575842,12,0,0,2.3255813953488373,12,0,NA,NA,0,0
2020-03-10,S08000017,NHS Dumfries and Galloway,0,0,0,0,0,0,0,13,108,72.83026502124216,17,0,0,0,17,0,NA,NA,0,0
2020-03-10,S08000019,NHS Forth Valley,5,8,2.614977282384859,1.9612329617886444,0,0,0,18,180,58.83698885365933,45,10,22.22222222222222,11.79245283018868,45,0,NA,NA,10,0
2020-03-10,S08000020,NHS Grampian,1,8,1.3662368713175648,1.0246776534881736,0,0,0,5,154,26.30005977286312,32,9,28.125,19.642857142857142,32,0,NA,NA,9,0
2020-03-10,S08000022,NHS Highland,1,1,0.3116624072804338,0.3116624072804338,0,0,0,14,93,28.98460387708035,20,1,5,1.4705882352941175,20,0,NA,NA,1,0
2020-03-10,S08000024,NHS Lothian,2,12,1.3150829050181372,1.3150829050181372,0,0,0,104,564,61.80889653585245,155,6,3.870967741935484,5.296610169491525,155,0,NA,NA,6,0
2020-03-10,S08000025,NHS Orkney,0,0,0,0,0,0,0,1,7,31.25,1,0,0,0,1,0,NA,NA,0,0
2020-03-10,S08000026,NHS Shetland,5,11,48.09794490599038,48.09794490599038,0,0,0,4,13,56.84302579798864,9,5,55.55555555555556,39.39393939393939,9,0,NA,NA,5,0
2020-03-10,S08000028,NHS Western Isles,0,0,0,0,0,0,0,3,7,26.41509433962264,4,0,0,0,4,0,NA,NA,0,0
2020-03-10,S08000029,NHS Fife,0,3,0.8018603159329645,0.8018603159329645,0,0,0,14,117,31.272552321385614,25,0,0,6.25,25,0,NA,NA,0,0
2020-03-10,S08000030,NHS Tayside,0,4,0.9602688752850798,0.7202016564638098,0,0,0,12,156,37.45048613611811,35,2,5.714285714285714,6.875000000000001,35,0,NA,NA,2,0
2020-03-10,S08000031,NHS Greater Glasgow and Clyde,5,11,0.9280820762039756,0.8437109783672505,0,0,0,76,599,50.53828760419831,147,8,5.442176870748299,3.993855606758832,147,0,NA,NA,8,0
2020-03-10,S08000032,NHS Lanarkshire,1,4,0.6042661187987189,0.6042661187987189,0,0,0,32,240,36.255967127923135,61,5,8.19672131147541,6.995884773662551,61,0,NA,NA,5,0
2020-03-10,S92000003,Scotland,21,67,1.225759238931577,1.0976948408342482,0,0,0,319,2429,44.438346139773145,588,47,7.993197278911565,6.533101045296168,588,0,30,NA,47,0
