year,quarter,week_ending,hb,age_group,sex,admission_type,number_admissions,average20182019,percent_variation
2021,4,2021-10-24,S08000015,65 - 74,All,Emergency,160,171,-6.4
2021,4,2021-10-24,S08000016,65 - 74,All,Emergency,26,34.5,-24.6
2021,4,2021-10-24,S08000017,65 - 74,All,Emergency,60,70.5,-14.9
2021,4,2021-10-24,S08000019,65 - 74,All,Emergency,111,120.5,-7.9
2021,4,2021-10-24,S08000020,65 - 74,All,Emergency,166,154.5,7.4
2021,4,2021-10-24,S08000022,65 - 74,All,Emergency,91,108,-15.7
2021,4,2021-10-24,S08000024,65 - 74,All,Emergency,269,266.5,0.9
2021,4,2021-10-24,S08000025,65 - 74,All,Emergency,7,6.5,7.7
2021,4,2021-10-24,S08000026,65 - 74,All,Emergency,7,7,0
2021,4,2021-10-24,S08000028,65 - 74,All,Emergency,13,15,-13.3
2021,4,2021-10-24,S08000029,65 - 74,All,Emergency,129,129.5,-0.4
2021,4,2021-10-24,S08000030,65 - 74,All,Emergency,172,148.5,15.8
2021,4,2021-10-24,S08000031,65 - 74,All,Emergency,464,422,10
2021,4,2021-10-24,S08000032,65 - 74,All,Emergency,234,236,-0.8
2021,4,2021-10-24,S92000003,65 - 74,All,Emergency,1909,1890,1
2021,4,2021-10-31,S08000015,65 - 74,All,Emergency,170,169.5,0.3
2021,4,2021-10-31,S08000016,65 - 74,All,Emergency,21,39.5,-46.8
2021,4,2021-10-31,S08000017,65 - 74,All,Emergency,62,55.5,11.7
2021,4,2021-10-31,S08000019,65 - 74,All,Emergency,83,127,-34.6
2021,4,2021-10-31,S08000020,65 - 74,All,Emergency,157,153,2.6
2021,4,2021-10-31,S08000022,65 - 74,All,Emergency,96,98,-2
2021,4,2021-10-31,S08000024,65 - 74,All,Emergency,317,265,19.6
2021,4,2021-10-31,S08000025,65 - 74,All,Emergency,5,5,0
2021,4,2021-10-31,S08000028,65 - 74,All,Emergency,13,7,85.7
2021,4,2021-10-31,S08000029,65 - 74,All,Emergency,120,137.5,-12.7
2021,4,2021-10-31,S08000030,65 - 74,All,Emergency,177,134.5,31.6
2021,4,2021-10-31,S08000031,65 - 74,All,Emergency,416,395,5.3
2021,4,2021-10-31,S08000032,65 - 74,All,Emergency,247,249,-0.8
2021,4,2021-10-31,S92000003,65 - 74,All,Emergency,1888,1841,2.6
2021,4,2021-11-07,S08000015,65 - 74,All,Emergency,154,179,-14
2021,4,2021-11-07,S08000016,65 - 74,All,Emergency,35,43.5,-19.5
2021,4,2021-11-07,S08000017,65 - 74,All,Emergency,45,61,-26.2
2021,4,2021-11-07,S08000019,65 - 74,All,Emergency,112,134,-16.4
2020,3,2020-09-13,S08000028,65 - 74,All,Planned,7,6.5,7.7
2020,3,2020-09-13,S08000029,65 - 74,All,Planned,29,41,-29.3
2020,3,2020-09-13,S08000030,65 - 74,All,Planned,51,55,-7.3
2021,4,2021-11-07,S08000025,65 - 74,All,Emergency,8,3.5,128.6
2021,4,2021-11-07,S08000026,65 - 74,All,Emergency,5,4.5,11.1
2021,4,2021-11-07,S08000028,65 - 74,All,Emergency,12,7.5,60
2021,4,2021-11-07,S08000029,65 - 74,All,Emergency,118,121,-2.5
2021,4,2021-11-07,S08000030,65 - 74,All,Emergency,167,155.5,7.4
2021,4,2021-11-07,S08000031,65 - 74,All,Emergency,481,416,15.6
2021,4,2021-11-07,S08000032,65 - 74,All,Emergency,233,258.5,-9.9
2021,4,2021-11-07,S92000003,65 - 74,All,Emergency,1887,1887.5,0
2021,4,2021-11-14,S08000015,65 - 74,All,Emergency,141,169,-16.6
2021,4,2021-11-14,S08000016,65 - 74,All,Emergency,43,39,10.3
2021,4,2021-11-14,S08000017,65 - 74,All,Emergency,62,55.5,11.7
2021,4,2021-11-14,S08000019,65 - 74,All,Emergency,110,124.5,-11.6
2021,4,2021-11-14,S08000020,65 - 74,All,Emergency,157,161.5,-2.8
2021,4,2021-11-14,S08000022,65 - 74,All,Emergency,104,104,0
2021,4,2021-11-14,S08000024,65 - 74,All,Emergency,273,255,7.1
2021,4,2021-11-14,S08000025,65 - 74,All,Emergency,6,5.5,9.1
2021,4,2021-11-14,S08000028,65 - 74,All,Emergency,8,10,-20
2021,4,2021-11-14,S08000029,65 - 74,All,Emergency,120,138.5,-13.4
2021,4,2021-11-14,S08000030,65 - 74,All,Emergency,173,157.5,9.8
2021,4,2021-11-14,S08000031,65 - 74,All,Emergency,466,452,3.1
2021,4,2021-11-14,S08000032,65 - 74,All,Emergency,230,239,-3.8
2021,4,2021-11-14,S92000003,65 - 74,All,Emergency,1895,1919,-1.3
2021,4,2021-11-21,S08000017,65 - 74,All,Emergency,58,60,-3.3
2021,4,2021-11-21,S08000019,65 - 74,All,Emergency,87,151,-42.4
2021,4,2021-11-21,S08000020,65 - 74,All,Emergency,152,161.5,-5.9
2021,4,2021-11-21,S08000022,65 - 74,All,Emergency,97,93.5,3.7
2021,4,2021-11-21,S08000024,65 - 74,All,Emergency,264,287,-8
2021,4,2021-11-21,S08000025,65 - 74,All,Emergency,7,5,40
2021,4,2021-11-21,S08000028,65 - 74,All,Emergency,17,7.5,126.7
2021,4,2021-11-21,S08000029,65 - 74,All,Emergency,129,132.5,-2.6
2021,4,2021-11-21,S08000030,65 - 74,All,Emergency,158,155,1.9
2021,4,2021-11-21,S08000031,65 - 74,All,Emergency,405,406,-0.2
2021,4,2021-11-21,S08000032,65 - 74,All,Emergency,217,255,-14.9
2021,4,2021-11-21,S92000003,65 - 74,All,Emergency,1760,1929,-8.8
2020,1,2020-01-05,S08000015,65 - 74,All,Planned,11,10,10
2020,1,2020-01-05,S08000016,65 - 74,All,Planned,6,6,0
2020,1,2020-01-05,S08000017,65 - 74,All,Planned,9,8,12.5
2020,1,2020-01-05,S08000019,65 - 74,All,Planned,29,30,-3.3
2020,1,2020-01-05,S08000020,65 - 74,All,Planned,22,44.5,-50.6
2020,1,2020-01-05,S08000022,65 - 74,All,Planned,23,18.5,24.3
2020,1,2020-01-05,S08000024,65 - 74,All,Planned,58,64,-9.4
2020,1,2020-01-05,S08000029,65 - 74,All,Planned,9,14,-35.7
2020,1,2020-01-05,S08000030,65 - 74,All,Planned,31,20,55
2020,1,2020-01-05,S08000031,65 - 74,All,Planned,146,145.5,0.3
2020,1,2020-01-05,S08000032,65 - 74,All,Planned,8,13,-38.5
2020,1,2020-01-05,S92000003,65 - 74,All,Planned,358,377,-5
2020,1,2020-01-12,S08000015,65 - 74,All,Planned,24,27.5,-12.7
2020,2,2020-05-24,S08000015,65 - 74,All,Planned,8,30.5,-73.8
2020,2,2020-05-24,S08000016,65 - 74,All,Planned,5,9,-44.4
2020,2,2020-05-24,S08000017,65 - 74,All,Planned,12,23,-47.8
2020,2,2020-05-24,S08000019,65 - 74,All,Planned,26,32.5,-20
2020,1,2020-01-12,S08000016,65 - 74,All,Planned,6,3,100
2020,1,2020-01-12,S08000017,65 - 74,All,Planned,20,18,11.1
2020,1,2020-01-12,S08000019,65 - 74,All,Planned,38,40.5,-6.2
2020,1,2020-01-12,S08000020,65 - 74,All,Planned,63,78.5,-19.7
2020,1,2020-01-12,S08000022,65 - 74,All,Planned,41,33,24.2
2020,1,2020-01-12,S08000024,65 - 74,All,Planned,116,99.5,16.6
2020,1,2020-01-12,S08000028,65 - 74,All,Planned,8,6,33.3
2020,1,2020-01-12,S08000029,65 - 74,All,Planned,25,29,-13.8
2020,1,2020-01-12,S08000030,65 - 74,All,Planned,62,48.5,27.8
2020,1,2020-01-12,S08000031,65 - 74,All,Planned,249,271.5,-8.3
2020,1,2020-01-12,S08000032,65 - 74,All,Planned,21,32.5,-35.4
2020,1,2020-01-12,S92000003,65 - 74,All,Planned,679,691,-1.7
2020,1,2020-01-19,S08000015,65 - 74,All,Planned,26,27.5,-5.5
2020,1,2020-01-19,S08000017,65 - 74,All,Planned,10,15,-33.3
2020,1,2020-01-19,S08000019,65 - 74,All,Planned,33,42.5,-22.4
2020,1,2020-01-19,S08000020,65 - 74,All,Planned,62,87.5,-29.1
2020,1,2020-01-19,S08000022,65 - 74,All,Planned,46,36,27.8
2020,1,2020-01-19,S08000024,65 - 74,All,Planned,119,113,5.3
2020,1,2020-01-19,S08000029,65 - 74,All,Planned,40,28,42.9
2020,1,2020-01-19,S08000030,65 - 74,All,Planned,56,58,-3.4
2020,1,2020-01-19,S08000031,65 - 74,All,Planned,225,270,-16.7
2020,1,2020-01-19,S08000032,65 - 74,All,Planned,42,27.5,52.7
2020,1,2020-01-19,S92000003,65 - 74,All,Planned,665,717,-7.3
2020,1,2020-01-26,S08000015,65 - 74,All,Planned,20,32.5,-38.5
2020,1,2020-01-26,S08000016,65 - 74,All,Planned,7,8,-12.5
2020,1,2020-01-26,S08000017,65 - 74,All,Planned,10,17.5,-42.9
2020,1,2020-01-26,S08000019,65 - 74,All,Planned,47,28,67.9
2020,1,2020-01-26,S08000020,65 - 74,All,Planned,88,88.5,-0.6
2020,1,2020-01-26,S08000022,65 - 74,All,Planned,41,40.5,1.2
2020,1,2020-01-26,S08000024,65 - 74,All,Planned,127,112.5,12.9
2020,1,2020-01-26,S08000028,65 - 74,All,Planned,5,4,25
2020,1,2020-01-26,S08000029,65 - 74,All,Planned,24,30.5,-21.3
2020,1,2020-01-26,S08000030,65 - 74,All,Planned,83,61.5,35
2020,1,2020-01-26,S08000031,65 - 74,All,Planned,221,257.5,-14.2
2020,1,2020-01-26,S08000032,65 - 74,All,Planned,33,41.5,-20.5
2020,1,2020-01-26,S92000003,65 - 74,All,Planned,710,724,-1.9
2020,1,2020-02-02,S08000015,65 - 74,All,Planned,22,29.5,-25.4
2020,1,2020-02-02,S08000017,65 - 74,All,Planned,14,19.5,-28.2
2020,1,2020-02-02,S08000019,65 - 74,All,Planned,64,42,52.4
2020,1,2020-02-02,S08000020,65 - 74,All,Planned,74,69,7.2
2020,1,2020-02-02,S08000022,65 - 74,All,Planned,36,41.5,-13.3
2020,1,2020-02-02,S08000024,65 - 74,All,Planned,118,121,-2.5
2020,1,2020-02-02,S08000028,65 - 74,All,Planned,5,7.5,-33.3
2020,1,2020-02-02,S08000029,65 - 74,All,Planned,25,26.5,-5.7
2020,1,2020-02-02,S08000030,65 - 74,All,Planned,88,58.5,50.4
2020,1,2020-02-02,S08000031,65 - 74,All,Planned,270,276,-2.2
2020,1,2020-02-02,S08000032,65 - 74,All,Planned,29,41,-29.3
2020,1,2020-02-02,S92000003,65 - 74,All,Planned,749,742.5,0.9
2020,1,2020-02-09,S08000015,65 - 74,All,Planned,25,34.5,-27.5
2020,1,2020-02-09,S08000016,65 - 74,All,Planned,12,9.5,26.3
2020,1,2020-02-09,S08000017,65 - 74,All,Planned,8,23.5,-66
2020,1,2020-02-09,S08000019,65 - 74,All,Planned,37,45,-17.8
2020,1,2020-02-09,S08000020,65 - 74,All,Planned,55,89,-38.2
2020,1,2020-02-09,S08000022,65 - 74,All,Planned,30,34,-11.8
2020,1,2020-02-09,S08000024,65 - 74,All,Planned,113,125,-9.6
2020,1,2020-02-09,S08000029,65 - 74,All,Planned,21,25,-16
2020,1,2020-02-09,S08000030,65 - 74,All,Planned,65,64,1.6
2020,1,2020-02-09,S08000031,65 - 74,All,Planned,264,257,2.7
2020,1,2020-02-09,S08000032,65 - 74,All,Planned,19,39.5,-51.9
2020,1,2020-02-09,S92000003,65 - 74,All,Planned,658,754.5,-12.8
2020,1,2020-02-16,S08000015,65 - 74,All,Planned,27,28.5,-5.3
2020,1,2020-02-16,S08000017,65 - 74,All,Planned,19,18,5.6
2020,1,2020-02-16,S08000019,65 - 74,All,Planned,41,42.5,-3.5
2020,1,2020-02-16,S08000020,65 - 74,All,Planned,64,77,-16.9
2020,1,2020-02-16,S08000022,65 - 74,All,Planned,40,30.5,31.1
2020,1,2020-02-16,S08000024,65 - 74,All,Planned,97,118,-17.8
2020,1,2020-02-16,S08000029,65 - 74,All,Planned,24,32.5,-26.2
2020,1,2020-02-16,S08000030,65 - 74,All,Planned,59,60.5,-2.5
2020,1,2020-02-16,S08000031,65 - 74,All,Planned,239,235.5,1.5
2020,1,2020-02-16,S08000032,65 - 74,All,Planned,34,35,-2.9
2020,1,2020-02-16,S92000003,65 - 74,All,Planned,655,699,-6.3
2020,1,2020-02-23,S08000015,65 - 74,All,Planned,36,28,28.6
2020,1,2020-02-23,S08000016,65 - 74,All,Planned,5,11.5,-56.5
2020,1,2020-02-23,S08000017,65 - 74,All,Planned,23,13.5,70.4
2020,1,2020-02-23,S08000019,65 - 74,All,Planned,45,39,15.4
2020,1,2020-02-23,S08000020,65 - 74,All,Planned,77,80.5,-4.3
2020,1,2020-02-23,S08000022,65 - 74,All,Planned,51,40.5,25.9
2020,1,2020-02-23,S08000024,65 - 74,All,Planned,108,124.5,-13.3
2020,1,2020-03-29,S08000015,65 - 74,All,Planned,8,21.5,-62.8
2020,1,2020-03-29,S08000017,65 - 74,All,Planned,11,17.5,-37.1
2020,1,2020-02-23,S08000030,65 - 74,All,Planned,55,60,-8.3
2020,1,2020-02-23,S08000031,65 - 74,All,Planned,227,265.5,-14.5
2020,1,2020-02-23,S08000032,65 - 74,All,Planned,27,38.5,-29.9
2020,1,2020-02-23,S92000003,65 - 74,All,Planned,688,747,-7.9
2020,1,2020-03-01,S08000015,65 - 74,All,Planned,28,31,-9.7
2020,1,2020-03-01,S08000016,65 - 74,All,Planned,9,10,-10
2020,1,2020-03-01,S08000017,65 - 74,All,Planned,20,13.5,48.1
2020,1,2020-03-01,S08000019,65 - 74,All,Planned,27,24,12.5
2020,1,2020-03-01,S08000020,65 - 74,All,Planned,79,86,-8.1
2020,1,2020-03-01,S08000022,65 - 74,All,Planned,36,44.5,-19.1
2020,1,2020-03-01,S08000024,65 - 74,All,Planned,124,110,12.7
2020,1,2020-03-01,S08000029,65 - 74,All,Planned,43,27.5,56.4
2020,1,2020-03-01,S08000030,65 - 74,All,Planned,65,47,38.3
2020,1,2020-03-01,S08000031,65 - 74,All,Planned,258,248.5,3.8
2020,1,2020-03-01,S08000032,65 - 74,All,Planned,23,39.5,-41.8
2020,1,2020-03-01,S92000003,65 - 74,All,Planned,716,686,4.4
2020,1,2020-03-08,S08000015,65 - 74,All,Planned,22,20,10
2020,1,2020-03-08,S08000016,65 - 74,All,Planned,6,7,-14.3
2020,1,2020-03-08,S08000017,65 - 74,All,Planned,22,13.5,63
2020,1,2020-03-08,S08000019,65 - 74,All,Planned,55,46.5,18.3
2020,1,2020-03-08,S08000020,65 - 74,All,Planned,88,85.5,2.9
2020,1,2020-03-08,S08000022,65 - 74,All,Planned,43,43.5,-1.1
2020,1,2020-03-08,S08000024,65 - 74,All,Planned,116,117,-0.9
2020,1,2020-03-08,S08000029,65 - 74,All,Planned,33,28,17.9
2020,1,2020-03-08,S08000030,65 - 74,All,Planned,56,52.5,6.7
2020,1,2020-03-08,S08000031,65 - 74,All,Planned,230,263.5,-12.7
2020,1,2020-03-08,S08000032,65 - 74,All,Planned,34,35.5,-4.2
2020,1,2020-03-08,S92000003,65 - 74,All,Planned,711,718,-1
2020,1,2020-03-15,S08000015,65 - 74,All,Planned,28,22,27.3
2020,1,2020-03-15,S08000016,65 - 74,All,Planned,11,8.5,29.4
2020,1,2020-03-15,S08000017,65 - 74,All,Planned,24,21.5,11.6
2020,1,2020-03-15,S08000019,65 - 74,All,Planned,31,38.5,-19.5
2020,1,2020-03-15,S08000020,65 - 74,All,Planned,70,75.5,-7.3
2020,1,2020-03-15,S08000022,65 - 74,All,Planned,35,54.5,-35.8
2020,1,2020-03-15,S08000024,65 - 74,All,Planned,100,128,-21.9
2020,1,2020-03-15,S08000028,65 - 74,All,Planned,6,2,200
2020,1,2020-03-15,S08000029,65 - 74,All,Planned,33,26,26.9
2020,1,2020-03-15,S08000030,65 - 74,All,Planned,59,55,7.3
2020,1,2020-03-15,S08000031,65 - 74,All,Planned,245,272,-9.9
2020,1,2020-03-15,S08000032,65 - 74,All,Planned,28,35,-20
2020,1,2020-03-15,S92000003,65 - 74,All,Planned,671,742,-9.6
2020,1,2020-03-22,S08000015,65 - 74,All,Planned,9,22.5,-60
2020,1,2020-03-22,S08000016,65 - 74,All,Planned,5,12,-58.3
2020,1,2020-03-22,S08000017,65 - 74,All,Planned,17,13,30.8
2020,1,2020-03-22,S08000019,65 - 74,All,Planned,27,44,-38.6
2020,1,2020-03-22,S08000020,65 - 74,All,Planned,53,78,-32.1
2020,1,2020-03-22,S08000022,65 - 74,All,Planned,11,40.5,-72.8
2020,1,2020-03-22,S08000024,65 - 74,All,Planned,76,123.5,-38.5
2020,1,2020-03-22,S08000029,65 - 74,All,Planned,8,29.5,-72.9
2020,1,2020-03-22,S08000030,65 - 74,All,Planned,28,54,-48.1
2020,1,2020-03-22,S08000031,65 - 74,All,Planned,176,258.5,-31.9
2020,1,2020-03-22,S08000032,65 - 74,All,Planned,20,36,-44.4
2020,1,2020-03-22,S92000003,65 - 74,All,Planned,436,716.5,-39.1
2020,3,2020-07-26,S08000029,65 - 74,All,Planned,25,21.5,16.3
2020,3,2020-07-26,S08000030,65 - 74,All,Planned,44,39.5,11.4
2020,1,2020-03-29,S08000019,65 - 74,All,Planned,18,37,-51.4
2020,1,2020-03-29,S08000020,65 - 74,All,Planned,26,87,-70.1
2020,1,2020-03-29,S08000022,65 - 74,All,Planned,19,52,-63.5
2020,1,2020-03-29,S08000024,65 - 74,All,Planned,59,104.5,-43.5
2020,1,2020-03-29,S08000028,65 - 74,All,Planned,6,2,200
2020,1,2020-03-29,S08000029,65 - 74,All,Planned,14,27,-48.1
2020,1,2020-03-29,S08000030,65 - 74,All,Planned,19,52,-63.5
2020,1,2020-03-29,S08000031,65 - 74,All,Planned,91,239.5,-62
2020,1,2020-03-29,S08000032,65 - 74,All,Planned,10,32.5,-69.2
2020,1,2020-03-29,S92000003,65 - 74,All,Planned,286,685,-58.2
2020,2,2020-04-05,S08000017,65 - 74,All,Planned,10,13,-23.1
2020,2,2020-04-05,S08000019,65 - 74,All,Planned,13,44.5,-70.8
2020,2,2020-04-05,S08000020,65 - 74,All,Planned,19,83.5,-77.2
2020,2,2020-04-05,S08000022,65 - 74,All,Planned,14,47,-70.2
2020,2,2020-04-05,S08000024,65 - 74,All,Planned,44,110,-60
2020,2,2020-04-05,S08000028,65 - 74,All,Planned,6,3.5,71.4
2020,2,2020-04-05,S08000029,65 - 74,All,Planned,8,32,-75
2020,2,2020-04-05,S08000030,65 - 74,All,Planned,21,45.5,-53.8
2020,2,2020-04-05,S08000031,65 - 74,All,Planned,88,236.5,-62.8
2020,2,2020-04-05,S92000003,65 - 74,All,Planned,234,677,-65.4
2020,2,2020-04-12,S08000017,65 - 74,All,Planned,10,16,-37.5
2020,2,2020-04-12,S08000019,65 - 74,All,Planned,14,45,-68.9
2020,2,2020-04-12,S08000020,65 - 74,All,Planned,15,70.5,-78.7
2020,2,2020-04-12,S08000022,65 - 74,All,Planned,12,60.5,-80.2
2020,2,2020-04-12,S08000024,65 - 74,All,Planned,38,127.5,-70.2
2021,1,2021-03-14,S08000030,65 - 74,All,Planned,42,52.5,-20
2021,1,2021-03-14,S08000031,65 - 74,All,Planned,184,263.5,-30.2
2021,1,2021-03-14,S08000032,65 - 74,All,Planned,24,35.5,-32.4
2021,1,2021-03-14,S92000003,65 - 74,All,Planned,515,718,-28.3
2020,2,2020-04-12,S08000029,65 - 74,All,Planned,14,30,-53.3
2020,2,2020-04-12,S08000030,65 - 74,All,Planned,26,41,-36.6
2020,2,2020-04-12,S08000031,65 - 74,All,Planned,66,212.5,-68.9
2020,2,2020-04-12,S92000003,65 - 74,All,Planned,207,686,-69.8
2020,2,2020-04-19,S08000015,65 - 74,All,Planned,6,20.5,-70.7
2020,2,2020-04-19,S08000017,65 - 74,All,Planned,5,12,-58.3
2020,2,2020-04-19,S08000019,65 - 74,All,Planned,5,38,-86.8
2020,2,2020-04-19,S08000020,65 - 74,All,Planned,11,84.5,-87
2020,2,2020-04-19,S08000022,65 - 74,All,Planned,8,40,-80
2020,2,2020-04-19,S08000024,65 - 74,All,Planned,42,116.5,-63.9
2020,2,2020-04-19,S08000029,65 - 74,All,Planned,7,29,-75.9
2020,2,2020-04-19,S08000030,65 - 74,All,Planned,19,61.5,-69.1
2020,2,2020-04-19,S08000031,65 - 74,All,Planned,59,245.5,-76
2020,2,2020-04-19,S92000003,65 - 74,All,Planned,169,700,-75.9
2020,2,2020-04-26,S08000015,65 - 74,All,Planned,7,33,-78.8
2020,2,2020-04-26,S08000016,65 - 74,All,Planned,9,12,-25
2020,2,2020-04-26,S08000019,65 - 74,All,Planned,12,55.5,-78.4
2020,2,2020-04-26,S08000020,65 - 74,All,Planned,13,93,-86
2020,2,2020-04-26,S08000022,65 - 74,All,Planned,9,49.5,-81.8
2020,2,2020-04-26,S08000024,65 - 74,All,Planned,48,114.5,-58.1
2020,2,2020-04-26,S08000029,65 - 74,All,Planned,6,27,-77.8
2020,2,2020-04-26,S08000030,65 - 74,All,Planned,14,64.5,-78.3
2020,2,2020-04-26,S08000031,65 - 74,All,Planned,75,236,-68.2
2020,2,2020-04-26,S92000003,65 - 74,All,Planned,199,746.5,-73.3
2020,2,2020-05-03,S08000015,65 - 74,All,Planned,5,27,-81.5
2020,2,2020-05-03,S08000016,65 - 74,All,Planned,5,11,-54.5
2020,2,2020-05-03,S08000019,65 - 74,All,Planned,6,32.5,-81.5
2020,2,2020-05-03,S08000020,65 - 74,All,Planned,19,94,-79.8
2020,2,2020-05-03,S08000022,65 - 74,All,Planned,15,44.5,-66.3
2020,2,2020-05-03,S08000024,65 - 74,All,Planned,44,113,-61.1
2020,2,2020-05-03,S08000029,65 - 74,All,Planned,7,28.5,-75.4
2020,2,2020-05-03,S08000030,65 - 74,All,Planned,10,61,-83.6
2020,2,2020-05-03,S08000031,65 - 74,All,Planned,87,270.5,-67.8
2020,2,2020-05-03,S08000032,65 - 74,All,Planned,7,38.5,-81.8
2020,2,2020-05-03,S92000003,65 - 74,All,Planned,212,745,-71.5
2020,2,2020-05-10,S08000017,65 - 74,All,Planned,6,14,-57.1
2020,2,2020-05-10,S08000019,65 - 74,All,Planned,23,34.5,-33.3
2020,2,2020-05-10,S08000020,65 - 74,All,Planned,24,78,-69.2
2020,2,2020-05-10,S08000022,65 - 74,All,Planned,17,42,-59.5
2020,2,2020-05-10,S08000024,65 - 74,All,Planned,43,116,-62.9
2020,2,2020-05-10,S08000029,65 - 74,All,Planned,9,30,-70
2020,2,2020-05-10,S08000030,65 - 74,All,Planned,12,56,-78.6
2020,2,2020-05-10,S08000031,65 - 74,All,Planned,88,212,-58.5
2020,2,2020-05-10,S92000003,65 - 74,All,Planned,236,660,-64.2
2020,2,2020-05-17,S08000015,65 - 74,All,Planned,6,32.5,-81.5
2020,2,2020-05-17,S08000016,65 - 74,All,Planned,9,13.5,-33.3
2020,2,2020-05-17,S08000017,65 - 74,All,Planned,12,15.5,-22.6
2020,2,2020-05-17,S08000019,65 - 74,All,Planned,21,29,-27.6
2020,2,2020-05-17,S08000020,65 - 74,All,Planned,25,83,-69.9
2020,2,2020-05-17,S08000022,65 - 74,All,Planned,16,53,-69.8
2020,2,2020-05-17,S08000024,65 - 74,All,Planned,57,135.5,-57.9
2020,2,2020-05-17,S08000029,65 - 74,All,Planned,10,29.5,-66.1
2020,2,2020-05-17,S08000030,65 - 74,All,Planned,25,60.5,-58.7
2020,2,2020-05-17,S08000031,65 - 74,All,Planned,97,268,-63.8
2020,2,2020-05-17,S92000003,65 - 74,All,Planned,285,760.5,-62.5
2020,2,2020-05-24,S08000020,65 - 74,All,Planned,32,74,-56.8
2020,2,2020-05-24,S08000022,65 - 74,All,Planned,19,52,-63.5
2020,2,2020-05-24,S08000024,65 - 74,All,Planned,50,136.5,-63.4
2020,2,2020-05-24,S08000028,65 - 74,All,Planned,5,4.5,11.1
2020,2,2020-05-24,S08000029,65 - 74,All,Planned,9,38,-76.3
2020,2,2020-05-24,S08000030,65 - 74,All,Planned,17,57.5,-70.4
2020,2,2020-05-24,S08000031,65 - 74,All,Planned,78,265,-70.6
2020,2,2020-05-24,S08000032,65 - 74,All,Planned,6,33.5,-82.1
2020,2,2020-05-24,S92000003,65 - 74,All,Planned,267,759,-64.8
2020,2,2020-05-31,S08000017,65 - 74,All,Planned,8,20,-60
2020,2,2020-05-31,S08000019,65 - 74,All,Planned,18,35,-48.6
2020,2,2020-05-31,S08000020,65 - 74,All,Planned,34,98.5,-65.5
2020,2,2020-05-31,S08000022,65 - 74,All,Planned,20,50.5,-60.4
2020,2,2020-05-31,S08000024,65 - 74,All,Planned,52,139,-62.6
2020,2,2020-05-31,S08000029,65 - 74,All,Planned,10,32.5,-69.2
2020,2,2020-05-31,S08000030,65 - 74,All,Planned,21,53,-60.4
2020,2,2020-05-31,S08000031,65 - 74,All,Planned,100,229,-56.3
2020,2,2020-05-31,S08000032,65 - 74,All,Planned,9,34,-73.5
2020,2,2020-05-31,S92000003,65 - 74,All,Planned,281,739.5,-62
2020,2,2020-06-07,S08000015,65 - 74,All,Planned,9,30,-70
2020,2,2020-06-07,S08000016,65 - 74,All,Planned,6,9,-33.3
2020,2,2020-06-07,S08000017,65 - 74,All,Planned,11,15,-26.7
2020,2,2020-06-07,S08000019,65 - 74,All,Planned,14,35.5,-60.6
2020,2,2020-06-07,S08000020,65 - 74,All,Planned,32,103,-68.9
2020,2,2020-06-07,S08000022,65 - 74,All,Planned,22,52.5,-58.1
2020,3,2020-07-12,S08000019,65 - 74,All,Planned,15,33.5,-55.2
2020,2,2020-06-07,S08000031,65 - 74,All,Planned,131,260.5,-49.7
2020,2,2020-06-07,S08000032,65 - 74,All,Planned,10,40.5,-75.3
2020,2,2020-06-07,S92000003,65 - 74,All,Planned,347,786.5,-55.9
2020,2,2020-06-14,S08000015,65 - 74,All,Planned,9,29,-69
2020,2,2020-06-14,S08000016,65 - 74,All,Planned,7,11,-36.4
2020,2,2020-06-14,S08000017,65 - 74,All,Planned,9,15.5,-41.9
2020,2,2020-06-14,S08000019,65 - 74,All,Planned,7,37.5,-81.3
2020,2,2020-06-14,S08000020,65 - 74,All,Planned,43,84,-48.8
2020,2,2020-06-14,S08000022,65 - 74,All,Planned,21,43.5,-51.7
2020,2,2020-06-14,S08000024,65 - 74,All,Planned,67,124,-46
2020,2,2020-06-14,S08000028,65 - 74,All,Planned,6,5.5,9.1
2020,2,2020-06-14,S08000029,65 - 74,All,Planned,12,29.5,-59.3
2020,2,2020-06-14,S08000030,65 - 74,All,Planned,24,64.5,-62.8
2020,2,2020-06-14,S08000031,65 - 74,All,Planned,102,237.5,-57.1
2020,2,2020-06-14,S08000032,65 - 74,All,Planned,6,33,-81.8
2020,2,2020-06-14,S92000003,65 - 74,All,Planned,313,717,-56.3
2020,2,2020-06-21,S08000015,65 - 74,All,Planned,5,33,-84.8
2020,2,2020-06-21,S08000016,65 - 74,All,Planned,5,10.5,-52.4
2020,2,2020-06-21,S08000017,65 - 74,All,Planned,16,24.5,-34.7
2020,2,2020-06-21,S08000019,65 - 74,All,Planned,20,34.5,-42
2020,2,2020-06-21,S08000020,65 - 74,All,Planned,28,81.5,-65.6
2020,2,2020-06-21,S08000022,65 - 74,All,Planned,16,48.5,-67
2020,2,2020-06-21,S08000024,65 - 74,All,Planned,65,136,-52.2
2020,2,2020-06-21,S08000029,65 - 74,All,Planned,12,27,-55.6
2020,2,2020-06-21,S08000030,65 - 74,All,Planned,24,67.5,-64.4
2020,2,2020-06-21,S08000031,65 - 74,All,Planned,149,257.5,-42.1
2020,2,2020-06-21,S92000003,65 - 74,All,Planned,362,768.5,-52.9
2020,2,2020-06-28,S08000015,65 - 74,All,Planned,7,21.5,-67.4
