year,quarter,week_ending,hb,age_group,sex,admission_type,number_admissions,average20182019,percent_variation
2020,1,2020-03-01,S08000024,Under 5,All,Emergency,136,98.5,38.1
2020,1,2020-03-01,S08000029,Under 5,All,Emergency,62,58.5,6
2020,1,2020-03-01,S08000030,Under 5,All,Emergency,76,65.5,16
2020,1,2020-03-01,S08000031,Under 5,All,Emergency,194,156,24.4
2020,1,2020-03-01,S08000032,Under 5,All,Emergency,78,92,-15.2
2020,4,2020-11-01,S08000016,Under 5,All,Emergency,15,31.5,-52.4
2020,1,2020-03-08,S08000015,Under 5,All,Emergency,92,113.5,-18.9
2020,1,2020-03-08,S08000016,Under 5,All,Emergency,20,21,-4.8
2020,1,2020-03-08,S08000017,Under 5,All,Emergency,31,29.5,5.1
2020,1,2020-03-08,S08000019,Under 5,All,Emergency,43,94.5,-54.5
2020,1,2020-03-08,S08000020,Under 5,All,Emergency,89,83.5,6.6
2020,1,2020-03-08,S08000022,Under 5,All,Emergency,49,57,-14
2020,1,2020-03-08,S08000024,Under 5,All,Emergency,117,113.5,3.1
2020,1,2020-03-08,S08000029,Under 5,All,Emergency,71,62,14.5
2020,1,2020-03-08,S08000030,Under 5,All,Emergency,75,85,-11.8
2020,1,2020-01-19,S08000031,Under 5,All,Planned,86,100,-14
2020,1,2020-03-08,S08000031,Under 5,All,Emergency,225,162.5,38.5
2020,1,2020-03-08,S08000032,Under 5,All,Emergency,81,121,-33.1
2020,1,2020-03-08,S92000003,Under 5,All,Emergency,898,946.5,-5.1
2020,1,2020-03-15,S08000015,Under 5,All,Emergency,85,93.5,-9.1
2020,1,2020-03-15,S08000016,Under 5,All,Emergency,15,25,-40
2020,1,2020-03-15,S08000017,Under 5,All,Emergency,29,36.5,-20.5
2020,1,2020-03-15,S08000019,Under 5,All,Emergency,42,95,-55.8
2020,1,2020-03-15,S08000020,Under 5,All,Emergency,75,87,-13.8
2020,1,2020-03-15,S08000022,Under 5,All,Emergency,55,49,12.2
2020,1,2020-03-15,S08000024,Under 5,All,Emergency,131,107,22.4
2020,1,2020-03-15,S08000029,Under 5,All,Emergency,57,63.5,-10.2
2020,4,2020-10-18,S08000020,Under 5,All,Emergency,64,78.5,-18.5
2020,4,2020-10-18,S08000022,Under 5,All,Emergency,34,43,-20.9
2020,1,2020-03-15,S92000003,Under 5,All,Emergency,870,930,-6.5
2020,1,2020-03-22,S08000015,Under 5,All,Emergency,63,97.5,-35.4
2020,1,2020-03-22,S08000016,Under 5,All,Emergency,19,26,-26.9
2020,1,2020-03-22,S08000017,Under 5,All,Emergency,11,27.5,-60
2020,1,2020-03-22,S08000019,Under 5,All,Emergency,29,116.5,-75.1
2020,1,2020-03-22,S08000020,Under 5,All,Emergency,55,89,-38.2
2020,1,2020-03-22,S08000022,Under 5,All,Emergency,33,48,-31.2
2020,1,2020-03-22,S08000024,Under 5,All,Emergency,85,120,-29.2
2020,1,2020-03-22,S08000029,Under 5,All,Emergency,54,75.5,-28.5
2020,1,2020-03-22,S08000030,Under 5,All,Emergency,63,80,-21.2
2020,1,2020-03-22,S08000031,Under 5,All,Emergency,161,181,-11
2020,1,2020-03-22,S08000032,Under 5,All,Emergency,94,104.5,-10
2020,1,2020-03-22,S92000003,Under 5,All,Emergency,670,967.5,-30.7
2020,1,2020-03-29,S08000015,Under 5,All,Emergency,44,95,-53.7
2020,1,2020-03-29,S08000016,Under 5,All,Emergency,12,18,-33.3
2020,1,2020-03-29,S08000017,Under 5,All,Emergency,17,34,-50
2020,1,2020-03-29,S08000019,Under 5,All,Emergency,23,101,-77.2
2020,1,2020-03-29,S08000020,Under 5,All,Emergency,76,83.5,-9
2020,1,2020-03-29,S08000022,Under 5,All,Emergency,17,47,-63.8
2020,1,2020-03-29,S08000024,Under 5,All,Emergency,75,123.5,-39.3
2020,1,2020-03-29,S08000029,Under 5,All,Emergency,48,71,-32.4
2020,1,2020-03-29,S08000030,Under 5,All,Emergency,43,73.5,-41.5
2020,1,2020-03-29,S08000031,Under 5,All,Emergency,133,174.5,-23.8
2020,1,2020-03-29,S08000032,Under 5,All,Emergency,48,106.5,-54.9
2020,1,2020-03-29,S92000003,Under 5,All,Emergency,536,933.5,-42.6
2020,2,2020-04-05,S08000015,Under 5,All,Emergency,47,99.5,-52.8
2020,2,2020-04-05,S08000016,Under 5,All,Emergency,12,23,-47.8
2020,2,2020-04-05,S08000017,Under 5,All,Emergency,15,36,-58.3
2020,2,2020-04-05,S08000019,Under 5,All,Emergency,21,109,-80.7
2020,2,2020-04-05,S08000020,Under 5,All,Emergency,32,81,-60.5
2020,1,2020-02-09,S08000031,Under 5,All,Planned,97,96.5,0.5
2020,2,2020-04-05,S08000022,Under 5,All,Emergency,26,44,-40.9
2020,2,2020-04-05,S08000024,Under 5,All,Emergency,63,125.5,-49.8
2020,2,2020-04-05,S08000029,Under 5,All,Emergency,32,50.5,-36.6
2020,2,2020-04-05,S08000030,Under 5,All,Emergency,36,73.5,-51
2020,2,2020-04-05,S08000031,Under 5,All,Emergency,93,147,-36.7
2020,2,2020-04-05,S08000032,Under 5,All,Emergency,40,113,-64.6
2020,2,2020-04-05,S92000003,Under 5,All,Emergency,419,906,-53.8
2020,2,2020-04-12,S08000015,Under 5,All,Emergency,33,83.5,-60.5
2020,2,2020-04-12,S08000017,Under 5,All,Emergency,8,29,-72.4
2020,2,2020-04-12,S08000019,Under 5,All,Emergency,13,103.5,-87.4
2020,2,2020-04-12,S08000020,Under 5,All,Emergency,32,71.5,-55.2
2020,3,2020-08-16,S08000024,Under 5,All,Emergency,90,106,-15.1
2020,2,2020-04-12,S08000022,Under 5,All,Emergency,18,43,-58.1
2020,2,2020-04-12,S08000024,Under 5,All,Emergency,57,93.5,-39
2020,2,2020-04-12,S08000029,Under 5,All,Emergency,29,45,-35.6
2020,2,2020-04-12,S08000030,Under 5,All,Emergency,34,85.5,-60.2
2020,2,2020-04-12,S08000031,Under 5,All,Emergency,87,158,-44.9
2020,2,2020-04-12,S08000032,Under 5,All,Emergency,24,80.5,-70.2
2020,2,2020-04-12,S92000003,Under 5,All,Emergency,339,818,-58.6
2020,2,2020-04-19,S08000015,Under 5,All,Emergency,35,74.5,-53
2020,2,2020-04-19,S08000016,Under 5,All,Emergency,12,17,-29.4
2020,2,2020-04-19,S08000017,Under 5,All,Emergency,9,33,-72.7
2020,2,2020-04-19,S08000019,Under 5,All,Emergency,15,72.5,-79.3
2020,2,2020-04-19,S08000020,Under 5,All,Emergency,39,79,-50.6
2020,2,2020-04-19,S08000022,Under 5,All,Emergency,17,36,-52.8
2020,2,2020-04-19,S08000024,Under 5,All,Emergency,63,115,-45.2
2020,2,2020-04-19,S08000029,Under 5,All,Emergency,31,56,-44.6
2020,2,2020-04-19,S08000030,Under 5,All,Emergency,27,62.5,-56.8
2020,2,2020-04-19,S08000031,Under 5,All,Emergency,86,168.5,-49
2020,2,2020-04-19,S08000032,Under 5,All,Emergency,24,78.5,-69.4
2020,2,2020-04-19,S92000003,Under 5,All,Emergency,359,797,-55
2020,2,2020-04-26,S08000015,Under 5,All,Emergency,30,79.5,-62.3
2020,2,2020-04-26,S08000016,Under 5,All,Emergency,14,21.5,-34.9
2020,2,2020-04-26,S08000017,Under 5,All,Emergency,17,29.5,-42.4
2020,2,2020-04-26,S08000019,Under 5,All,Emergency,14,78,-82.1
2020,2,2020-04-26,S08000020,Under 5,All,Emergency,38,73,-47.9
2020,2,2020-04-26,S08000022,Under 5,All,Emergency,20,31,-35.5
2020,2,2020-04-26,S08000024,Under 5,All,Emergency,56,114,-50.9
2020,2,2020-04-26,S08000029,Under 5,All,Emergency,31,60.5,-48.8
2020,2,2020-04-26,S08000030,Under 5,All,Emergency,42,72.5,-42.1
2020,2,2020-04-26,S08000031,Under 5,All,Emergency,96,148,-35.1
2020,2,2020-04-26,S08000032,Under 5,All,Emergency,36,85,-57.6
2020,2,2020-04-26,S92000003,Under 5,All,Emergency,394,797,-50.6
2020,2,2020-05-03,S08000015,Under 5,All,Emergency,44,72,-38.9
2020,2,2020-05-03,S08000016,Under 5,All,Emergency,11,15.5,-29
2020,2,2020-05-03,S08000017,Under 5,All,Emergency,14,25,-44
2020,2,2020-05-03,S08000019,Under 5,All,Emergency,19,75.5,-74.8
2020,2,2020-05-03,S08000020,Under 5,All,Emergency,44,88,-50
2020,2,2020-05-03,S08000022,Under 5,All,Emergency,32,37,-13.5
2020,2,2020-05-03,S08000024,Under 5,All,Emergency,66,113.5,-41.9
2020,2,2020-05-03,S08000029,Under 5,All,Emergency,29,53.5,-45.8
2020,2,2020-05-03,S08000030,Under 5,All,Emergency,37,82.5,-55.2
2020,2,2020-05-03,S08000031,Under 5,All,Emergency,95,162,-41.4
2020,2,2020-05-03,S08000032,Under 5,All,Emergency,42,76,-44.7
2020,2,2020-05-03,S92000003,Under 5,All,Emergency,435,807.5,-46.1
2020,2,2020-05-10,S08000015,Under 5,All,Emergency,28,80,-65
2020,2,2020-05-10,S08000016,Under 5,All,Emergency,17,19.5,-12.8
2020,2,2020-05-10,S08000017,Under 5,All,Emergency,16,21.5,-25.6
2020,2,2020-05-10,S08000019,Under 5,All,Emergency,20,77,-74
2020,2,2020-05-10,S08000020,Under 5,All,Emergency,55,82,-32.9
2020,2,2020-05-10,S08000022,Under 5,All,Emergency,19,36.5,-47.9
2020,2,2020-05-10,S08000024,Under 5,All,Emergency,46,115.5,-60.2
2020,2,2020-05-10,S08000029,Under 5,All,Emergency,25,56,-55.4
2020,2,2020-05-10,S08000030,Under 5,All,Emergency,35,69.5,-49.6
2020,2,2020-05-10,S08000031,Under 5,All,Emergency,88,158.5,-44.5
2020,2,2020-05-10,S08000032,Under 5,All,Emergency,42,85,-50.6
2020,2,2020-05-10,S92000003,Under 5,All,Emergency,393,804,-51.1
2020,2,2020-05-17,S08000015,Under 5,All,Emergency,45,84.5,-46.7
2020,2,2020-05-17,S08000016,Under 5,All,Emergency,5,23,-78.3
2020,2,2020-05-17,S08000017,Under 5,All,Emergency,7,28,-75
2020,2,2020-05-17,S08000019,Under 5,All,Emergency,29,74.5,-61.1
2020,2,2020-05-17,S08000020,Under 5,All,Emergency,35,86,-59.3
2020,2,2020-05-17,S08000022,Under 5,All,Emergency,25,45.5,-45.1
2020,2,2020-05-17,S08000024,Under 5,All,Emergency,47,110,-57.3
2020,2,2020-05-17,S08000029,Under 5,All,Emergency,33,49.5,-33.3
2020,2,2020-05-17,S08000030,Under 5,All,Emergency,33,73.5,-55.1
2020,2,2020-05-17,S08000031,Under 5,All,Emergency,98,161.5,-39.3
2020,2,2020-05-17,S08000032,Under 5,All,Emergency,39,79,-50.6
2020,3,2020-07-19,S08000032,Under 5,All,Emergency,27,59.5,-54.6
2020,3,2020-07-19,S92000003,Under 5,All,Emergency,466,585.5,-20.4
2020,3,2020-07-26,S08000015,Under 5,All,Emergency,47,56,-16.1
2020,2,2020-05-17,S92000003,Under 5,All,Emergency,398,819,-51.4
2020,2,2020-05-24,S08000015,Under 5,All,Emergency,35,80.5,-56.5
2020,2,2020-05-24,S08000016,Under 5,All,Emergency,11,16,-31.2
2020,2,2020-05-24,S08000017,Under 5,All,Emergency,19,19,0
2020,2,2020-05-24,S08000019,Under 5,All,Emergency,19,72.5,-73.8
2020,2,2020-05-24,S08000020,Under 5,All,Emergency,42,68,-38.2
2020,2,2020-05-24,S08000022,Under 5,All,Emergency,22,41.5,-47
2020,2,2020-05-24,S08000024,Under 5,All,Emergency,51,111.5,-54.3
2020,1,2020-03-01,S08000030,Under 5,All,Planned,14,7,100
2020,2,2020-05-24,S08000029,Under 5,All,Emergency,23,53,-56.6
2020,2,2020-05-24,S08000030,Under 5,All,Emergency,45,60,-25
2020,2,2020-05-24,S08000031,Under 5,All,Emergency,106,162,-34.6
2020,2,2020-05-24,S08000032,Under 5,All,Emergency,38,87,-56.3
2020,2,2020-05-24,S92000003,Under 5,All,Emergency,411,779,-47.2
2020,2,2020-05-31,S08000015,Under 5,All,Emergency,38,79,-51.9
2020,2,2020-05-31,S08000016,Under 5,All,Emergency,13,26,-50
2020,2,2020-05-31,S08000017,Under 5,All,Emergency,15,20,-25
2020,2,2020-05-31,S08000019,Under 5,All,Emergency,22,87.5,-74.9
2020,2,2020-05-31,S08000020,Under 5,All,Emergency,47,69.5,-32.4
2020,2,2020-05-31,S08000022,Under 5,All,Emergency,15,39,-61.5
2020,2,2020-05-31,S08000024,Under 5,All,Emergency,51,109.5,-53.4
2020,2,2020-05-31,S08000029,Under 5,All,Emergency,29,47,-38.3
2020,2,2020-06-28,S08000020,Under 5,All,Emergency,33,75,-56
2020,2,2020-06-28,S08000022,Under 5,All,Emergency,25,30,-16.7
2020,2,2020-05-31,S08000031,Under 5,All,Emergency,123,147.5,-16.6
2020,2,2020-05-31,S08000032,Under 5,All,Emergency,36,83,-56.6
2020,2,2020-05-31,S92000003,Under 5,All,Emergency,428,776,-44.8
2020,2,2020-06-07,S08000015,Under 5,All,Emergency,44,78.5,-43.9
2020,2,2020-06-07,S08000016,Under 5,All,Emergency,6,23.5,-74.5
2020,2,2020-06-07,S08000017,Under 5,All,Emergency,17,18.5,-8.1
2020,2,2020-06-07,S08000019,Under 5,All,Emergency,18,85.5,-78.9
2020,2,2020-06-07,S08000020,Under 5,All,Emergency,48,55.5,-13.5
2020,2,2020-06-07,S08000022,Under 5,All,Emergency,25,35.5,-29.6
2020,2,2020-06-07,S08000024,Under 5,All,Emergency,58,122.5,-52.7
2020,2,2020-06-07,S08000029,Under 5,All,Emergency,30,44.5,-32.6
2020,2,2020-06-07,S08000030,Under 5,All,Emergency,32,56.5,-43.4
2020,2,2020-06-07,S08000031,Under 5,All,Emergency,114,145.5,-21.6
2020,2,2020-06-07,S08000032,Under 5,All,Emergency,27,64.5,-58.1
2020,2,2020-06-07,S92000003,Under 5,All,Emergency,420,732.5,-42.7
2020,2,2020-06-14,S08000015,Under 5,All,Emergency,40,75.5,-47
2020,2,2020-06-14,S08000016,Under 5,All,Emergency,11,21,-47.6
2020,2,2020-06-14,S08000017,Under 5,All,Emergency,10,31,-67.7
2020,2,2020-06-14,S08000019,Under 5,All,Emergency,27,73.5,-63.3
2020,2,2020-06-14,S08000020,Under 5,All,Emergency,40,70.5,-43.3
2020,2,2020-06-14,S08000022,Under 5,All,Emergency,13,31,-58.1
2020,2,2020-06-14,S08000032,Under 5,All,Planned,87,96,-9.4
2020,2,2020-06-14,S08000024,Under 5,All,Emergency,54,109,-50.5
2020,2,2020-06-14,S08000030,Under 5,All,Emergency,37,59,-37.3
2020,2,2020-06-14,S08000031,Under 5,All,Emergency,102,138,-26.1
2020,2,2020-06-14,S08000032,Under 5,All,Emergency,36,71.5,-49.7
2020,2,2020-06-14,S92000003,Under 5,All,Emergency,409,725.5,-43.6
2020,2,2020-06-21,S08000015,Under 5,All,Emergency,43,76,-43.4
2020,2,2020-06-21,S08000016,Under 5,All,Emergency,6,17,-64.7
2020,2,2020-06-21,S08000017,Under 5,All,Emergency,13,25,-48
2020,2,2020-06-21,S08000019,Under 5,All,Emergency,23,73,-68.5
2020,2,2020-06-21,S08000020,Under 5,All,Emergency,39,67,-41.8
2020,2,2020-06-21,S08000022,Under 5,All,Emergency,25,35.5,-29.6
2020,2,2020-06-21,S08000024,Under 5,All,Emergency,58,105.5,-45
2020,2,2020-06-21,S08000029,Under 5,All,Emergency,33,40,-17.5
2020,2,2020-06-21,S08000030,Under 5,All,Emergency,31,56,-44.6
2020,2,2020-06-21,S08000031,Under 5,All,Emergency,111,141,-21.3
2020,2,2020-06-21,S08000032,Under 5,All,Emergency,42,63,-33.3
2020,2,2020-06-21,S92000003,Under 5,All,Emergency,425,701.5,-39.4
2020,2,2020-06-28,S08000015,Under 5,All,Emergency,36,80.5,-55.3
2020,2,2020-06-28,S08000016,Under 5,All,Emergency,11,18,-38.9
2020,2,2020-06-28,S08000017,Under 5,All,Emergency,11,24,-54.2
2020,2,2020-06-28,S08000019,Under 5,All,Emergency,26,58,-55.2
2021,1,2021-01-24,S08000029,Under 5,All,Emergency,28,54,-48.1
2020,2,2020-06-28,S08000024,Under 5,All,Emergency,65,91.5,-29
2020,2,2020-06-28,S08000029,Under 5,All,Emergency,34,50,-32
2020,2,2020-06-28,S08000030,Under 5,All,Emergency,45,57.5,-21.7
2020,2,2020-06-28,S08000031,Under 5,All,Emergency,87,141.5,-38.5
2020,2,2020-06-28,S08000032,Under 5,All,Emergency,53,72,-26.4
2020,2,2020-06-28,S92000003,Under 5,All,Emergency,428,699.5,-38.8
2020,3,2020-07-05,S08000015,Under 5,All,Emergency,43,73.5,-41.5
2020,3,2020-07-05,S08000016,Under 5,All,Emergency,9,19,-52.6
2020,3,2020-07-05,S08000017,Under 5,All,Emergency,16,15.5,3.2
2020,3,2020-07-05,S08000019,Under 5,All,Emergency,20,71,-71.8
2020,3,2020-07-05,S08000020,Under 5,All,Emergency,49,60,-18.3
2020,3,2020-07-05,S08000022,Under 5,All,Emergency,30,34.5,-13
2020,3,2020-07-05,S08000024,Under 5,All,Emergency,57,94,-39.4
2020,3,2020-07-05,S08000029,Under 5,All,Emergency,30,56.5,-46.9
2020,3,2020-07-05,S08000030,Under 5,All,Emergency,46,52.5,-12.4
2020,3,2020-08-02,S08000017,Under 5,All,Planned,5,10.5,-52.4
2020,3,2020-07-05,S08000031,Under 5,All,Emergency,90,131.5,-31.6
2020,3,2020-07-05,S08000032,Under 5,All,Emergency,22,71.5,-69.2
2020,3,2020-07-05,S92000003,Under 5,All,Emergency,412,680.5,-39.5
2020,3,2020-07-12,S08000015,Under 5,All,Emergency,38,65.5,-42
2020,3,2020-07-12,S08000016,Under 5,All,Emergency,7,17,-58.8
2020,3,2020-07-12,S08000017,Under 5,All,Emergency,11,23,-52.2
2020,3,2020-07-12,S08000019,Under 5,All,Emergency,13,60.5,-78.5
2020,3,2020-07-12,S08000020,Under 5,All,Emergency,36,74.5,-51.7
2020,3,2020-07-12,S08000022,Under 5,All,Emergency,18,43.5,-58.6
2020,3,2020-07-12,S08000024,Under 5,All,Emergency,69,87,-20.7
2020,3,2020-07-12,S08000029,Under 5,All,Emergency,30,44,-31.8
2020,3,2020-07-12,S08000030,Under 5,All,Emergency,38,55.5,-31.5
2020,3,2020-07-12,S08000031,Under 5,All,Emergency,100,127.5,-21.6
2020,3,2020-07-12,S08000032,Under 5,All,Emergency,37,53,-30.2
2020,3,2020-07-12,S92000003,Under 5,All,Emergency,399,654,-39
2020,3,2020-07-19,S08000015,Under 5,All,Emergency,39,59.5,-34.5
2020,3,2020-07-19,S08000016,Under 5,All,Emergency,10,17.5,-42.9
2020,3,2020-07-19,S08000017,Under 5,All,Emergency,9,16.5,-45.5
2020,3,2020-07-19,S08000019,Under 5,All,Emergency,24,56.5,-57.5
2020,3,2020-07-19,S08000020,Under 5,All,Emergency,43,54.5,-21.1
2020,3,2020-07-19,S08000022,Under 5,All,Emergency,23,27.5,-16.4
2020,3,2020-07-19,S08000024,Under 5,All,Emergency,75,81.5,-8
2020,3,2020-07-19,S08000029,Under 5,All,Emergency,33,44.5,-25.8
2020,3,2020-07-19,S08000030,Under 5,All,Emergency,39,55.5,-29.7
2020,3,2020-07-19,S08000031,Under 5,All,Emergency,144,109,32.1
2020,3,2020-07-26,S08000016,Under 5,All,Emergency,10,14,-28.6
2020,3,2020-07-26,S08000017,Under 5,All,Emergency,14,19,-26.3
2020,3,2020-07-26,S08000019,Under 5,All,Emergency,22,46.5,-52.7
2020,3,2020-07-26,S08000020,Under 5,All,Emergency,35,61.5,-43.1
2020,4,2020-11-22,S08000024,Under 5,All,Planned,17,29,-41.4
2020,3,2020-07-26,S08000022,Under 5,All,Emergency,17,30,-43.3
2020,3,2020-07-26,S08000024,Under 5,All,Emergency,62,99,-37.4
2020,3,2020-07-26,S08000029,Under 5,All,Emergency,25,40.5,-38.3
2020,3,2020-07-26,S08000030,Under 5,All,Emergency,46,55,-16.4
2020,3,2020-07-26,S08000031,Under 5,All,Emergency,111,117.5,-5.5
2020,3,2020-07-26,S08000032,Under 5,All,Emergency,29,60.5,-52.1
2020,3,2020-07-26,S92000003,Under 5,All,Emergency,419,601.5,-30.3
2020,3,2020-08-02,S08000015,Under 5,All,Emergency,51,61.5,-17.1
2020,3,2020-08-02,S08000016,Under 5,All,Emergency,9,16,-43.8
2020,3,2020-08-02,S08000017,Under 5,All,Emergency,14,20.5,-31.7
2020,3,2020-08-02,S08000019,Under 5,All,Emergency,19,53,-64.2
2020,3,2020-08-02,S08000020,Under 5,All,Emergency,55,60.5,-9.1
2020,3,2020-08-02,S08000022,Under 5,All,Emergency,29,32,-9.4
2020,3,2020-08-02,S08000024,Under 5,All,Emergency,77,101,-23.8
2020,4,2020-12-06,S08000032,Under 5,All,Planned,76,75,1.3
2020,3,2020-08-02,S08000031,Under 5,All,Emergency,125,112.5,11.1
2020,3,2020-08-02,S08000032,Under 5,All,Emergency,23,50,-54
2020,3,2020-08-02,S92000003,Under 5,All,Emergency,471,617,-23.7
2020,3,2020-08-09,S08000015,Under 5,All,Emergency,37,60,-38.3
2020,3,2020-08-09,S08000016,Under 5,All,Emergency,10,20,-50
2020,3,2020-08-09,S08000017,Under 5,All,Emergency,8,14,-42.9
2020,3,2020-08-09,S08000019,Under 5,All,Emergency,17,50.5,-66.3
2020,3,2020-08-09,S08000020,Under 5,All,Emergency,54,51,5.9
2020,3,2020-08-09,S08000022,Under 5,All,Emergency,25,29.5,-15.3
2020,3,2020-08-09,S08000024,Under 5,All,Emergency,63,77.5,-18.7
2020,3,2020-08-09,S08000029,Under 5,All,Emergency,25,33,-24.2
2020,3,2020-08-09,S08000030,Under 5,All,Emergency,56,42,33.3
2020,3,2020-08-09,S08000031,Under 5,All,Emergency,115,125.5,-8.4
2020,3,2020-08-09,S08000032,Under 5,All,Emergency,24,67.5,-64.4
2020,3,2020-08-09,S92000003,Under 5,All,Emergency,434,574,-24.4
2020,3,2020-08-16,S08000015,Under 5,All,Emergency,45,62,-27.4
2020,3,2020-08-16,S08000016,Under 5,All,Emergency,7,15,-53.3
2020,3,2020-08-16,S08000017,Under 5,All,Emergency,13,19,-31.6
2020,3,2020-08-16,S08000019,Under 5,All,Emergency,17,58,-70.7
2020,3,2020-08-16,S08000020,Under 5,All,Emergency,52,63.5,-18.1
2020,3,2020-08-16,S08000022,Under 5,All,Emergency,30,35,-14.3
2021,1,2021-03-07,S08000015,Under 5,All,Planned,8,6,33.3
2021,4,2021-11-07,S08000020,Under 5,All,Emergency,85,89,-4.5
2021,4,2021-11-07,S08000022,Under 5,All,Emergency,61,43.5,40.2
2021,4,2021-11-07,S08000024,Under 5,All,Emergency,173,154.5,12
2020,3,2020-08-16,S08000029,Under 5,All,Emergency,37,37,0
2020,3,2020-08-16,S08000030,Under 5,All,Emergency,44,51,-13.7
2020,3,2020-08-16,S08000031,Under 5,All,Emergency,142,133,6.8
2020,3,2020-08-16,S08000032,Under 5,All,Emergency,35,54.5,-35.8
2020,3,2020-08-16,S92000003,Under 5,All,Emergency,516,637,-19
2020,3,2020-08-23,S08000015,Under 5,All,Emergency,38,68,-44.1
2020,3,2020-08-23,S08000016,Under 5,All,Emergency,12,17,-29.4
2020,3,2020-08-23,S08000017,Under 5,All,Emergency,18,18.5,-2.7
2020,3,2020-08-23,S08000019,Under 5,All,Emergency,48,55.5,-13.5
2020,3,2020-08-23,S08000020,Under 5,All,Emergency,72,60.5,19
2020,3,2020-08-23,S08000022,Under 5,All,Emergency,40,35.5,12.7
2020,3,2020-08-23,S08000024,Under 5,All,Emergency,92,106.5,-13.6
2020,3,2020-08-23,S08000029,Under 5,All,Emergency,40,47.5,-15.8
2020,3,2020-08-23,S08000030,Under 5,All,Emergency,59,64.5,-8.5
2020,3,2020-08-23,S08000031,Under 5,All,Emergency,146,164,-11
2020,3,2020-08-23,S08000032,Under 5,All,Emergency,35,82.5,-57.6
2020,3,2020-08-23,S92000003,Under 5,All,Emergency,605,723.5,-16.4
2020,3,2020-08-30,S08000015,Under 5,All,Emergency,59,96,-38.5
2020,3,2020-08-30,S08000016,Under 5,All,Emergency,10,24.5,-59.2
2020,3,2020-08-30,S08000017,Under 5,All,Emergency,25,20,25
2020,3,2020-08-30,S08000019,Under 5,All,Emergency,44,78,-43.6
2020,3,2020-08-30,S08000020,Under 5,All,Emergency,87,87.5,-0.6
2020,3,2020-08-30,S08000022,Under 5,All,Emergency,37,39.5,-6.3
2020,3,2020-08-30,S08000024,Under 5,All,Emergency,108,120.5,-10.4
2020,3,2020-08-30,S08000029,Under 5,All,Emergency,56,58.5,-4.3
2020,3,2020-08-30,S08000030,Under 5,All,Emergency,64,76.5,-16.3
2020,3,2020-08-30,S08000031,Under 5,All,Emergency,178,182.5,-2.5
2020,3,2020-08-30,S08000032,Under 5,All,Emergency,63,86.5,-27.2
2020,3,2020-08-30,S92000003,Under 5,All,Emergency,732,872.5,-16.1
2020,3,2020-09-06,S08000015,Under 5,All,Emergency,39,111.5,-65
2020,3,2020-09-06,S08000016,Under 5,All,Emergency,13,20,-35
2020,3,2020-09-06,S08000017,Under 5,All,Emergency,12,24,-50
2020,3,2020-09-06,S08000019,Under 5,All,Emergency,33,74,-55.4
2020,3,2020-09-06,S08000020,Under 5,All,Emergency,75,86.5,-13.3
2020,3,2020-09-06,S08000022,Under 5,All,Emergency,43,38.5,11.7
2020,3,2020-09-06,S08000024,Under 5,All,Emergency,89,127.5,-30.2
2020,3,2020-09-06,S08000029,Under 5,All,Emergency,31,53,-41.5
2020,3,2020-09-06,S08000030,Under 5,All,Emergency,42,71.5,-41.3
2020,3,2020-09-06,S08000031,Under 5,All,Emergency,144,161,-10.6
2020,3,2020-09-06,S08000032,Under 5,All,Emergency,25,84.5,-70.4
2021,2,2021-04-11,S08000019,Under 5,All,Emergency,21,109,-80.7
2021,2,2021-04-11,S08000020,Under 5,All,Emergency,52,81,-35.8
2021,2,2021-04-11,S08000022,Under 5,All,Emergency,31,44,-29.5
2020,3,2020-09-06,S92000003,Under 5,All,Emergency,549,855.5,-35.8
2020,3,2020-09-13,S08000015,Under 5,All,Emergency,44,80.5,-45.3
2020,3,2020-09-13,S08000016,Under 5,All,Emergency,15,20.5,-26.8
2020,3,2020-09-13,S08000017,Under 5,All,Emergency,22,30.5,-27.9
2020,3,2020-09-13,S08000019,Under 5,All,Emergency,28,70.5,-60.3
2020,3,2020-09-13,S08000020,Under 5,All,Emergency,63,89.5,-29.6
2020,3,2020-09-13,S08000022,Under 5,All,Emergency,50,46.5,7.5
2020,3,2020-09-13,S08000024,Under 5,All,Emergency,86,106,-18.9
2020,3,2020-09-13,S08000029,Under 5,All,Emergency,41,56,-26.8
2020,3,2020-09-13,S08000030,Under 5,All,Emergency,64,65.5,-2.3
2020,3,2020-09-13,S08000031,Under 5,All,Emergency,127,167.5,-24.2
2020,3,2020-09-13,S08000032,Under 5,All,Emergency,43,74.5,-42.3
2020,3,2020-09-13,S92000003,Under 5,All,Emergency,585,812.5,-28
2020,3,2020-09-20,S08000015,Under 5,All,Emergency,38,83,-54.2
2020,3,2020-09-20,S08000016,Under 5,All,Emergency,14,25.5,-45.1
2020,3,2020-09-20,S08000017,Under 5,All,Emergency,17,28.5,-40.4
2020,3,2020-09-20,S08000019,Under 5,All,Emergency,22,87.5,-74.9
2020,3,2020-09-20,S08000020,Under 5,All,Emergency,64,78,-17.9
2020,3,2020-09-20,S08000022,Under 5,All,Emergency,30,44.5,-32.6
2020,3,2020-09-20,S08000024,Under 5,All,Emergency,77,119,-35.3
2020,3,2020-09-20,S08000029,Under 5,All,Emergency,36,62.5,-42.4
2020,4,2020-12-20,S08000017,Under 5,All,Emergency,18,41.5,-56.6
2020,3,2020-09-20,S08000030,Under 5,All,Emergency,52,72.5,-28.3
