year,quarter,week_ending,hb,simd_quintile,number_attendances,average20182019,percent_variation
2020,2,2020-06-07,S08000032,2,975,1267.5,-23.1
2020,2,2020-06-07,S08000032,3,556,743,-25.2
2020,2,2020-06-07,S08000032,4,430,557.5,-22.9
2020,2,2020-06-07,S08000032,5,303,355,-14.6
2020,2,2020-06-07,S92000003,1,5893,8029.5,-26.6
2020,2,2020-06-07,S92000003,2,4555,6397,-28.8
2020,2,2020-06-07,S92000003,3,3473,4949.5,-29.8
2020,2,2020-06-07,S92000003,4,3074,4353,-29.4
2020,2,2020-06-07,S92000003,5,2538,3719,-31.8
2020,2,2020-06-14,S08000015,1,678,870.5,-22.1
2020,2,2020-06-14,S08000015,2,419,547.5,-23.5
2020,2,2020-06-14,S08000015,3,242,332,-27.1
2020,2,2020-06-14,S08000015,4,196,259,-24.3
2020,2,2020-06-14,S08000015,5,135,212,-36.3
2020,2,2020-06-14,S08000016,1,29,39.5,-26.6
2020,2,2020-06-14,S08000016,2,76,114,-33.3
2020,2,2020-06-14,S08000016,3,168,214,-21.5
2020,2,2020-06-14,S08000016,4,158,186,-15.1
2020,2,2020-06-14,S08000016,5,30,54,-44.4
2020,2,2020-06-14,S08000017,1,100,129.5,-22.8
2020,2,2020-06-14,S08000017,2,239,293,-18.4
2020,2,2020-06-14,S08000017,3,219,306,-28.4
2020,2,2020-06-14,S08000017,4,79,133,-40.6
2020,2,2020-06-14,S08000017,5,44,71.5,-38.5
2020,2,2020-06-14,S08000019,1,201,304,-33.9
2020,2,2020-06-14,S08000019,2,250,375,-33.3
2020,2,2020-06-14,S08000019,3,133,219,-39.3
2020,2,2020-06-14,S08000019,4,112,217,-48.4
2020,2,2020-06-14,S08000019,5,101,198,-49
2020,2,2020-06-14,S08000020,1,90,151.5,-40.6
2020,2,2020-06-14,S08000020,2,213,351.5,-39.4
2020,2,2020-06-14,S08000020,3,244,385,-36.6
2020,2,2020-06-14,S08000020,4,324,502.5,-35.5
2020,2,2020-06-14,S08000020,5,315,542.5,-41.9
2020,2,2020-06-14,S08000022,1,100,148,-32.4
2020,2,2020-06-14,S08000022,2,182,249,-26.9
2020,2,2020-06-14,S08000022,3,262,345.5,-24.2
2020,2,2020-06-14,S08000022,4,246,343.5,-28.4
2020,2,2020-06-14,S08000022,5,85,110.5,-23.1
2020,2,2020-06-14,S08000024,1,622,808,-23
2020,2,2020-06-14,S08000024,2,730,1093,-33.2
2020,2,2020-06-14,S08000024,3,518,763,-32.1
2020,2,2020-06-14,S08000024,4,510,698.5,-27
2020,2,2020-06-14,S08000024,5,634,884,-28.3
2020,2,2020-06-14,S08000025,2,9,17.5,-48.6
2020,2,2020-06-14,S08000025,3,27,32,-15.6
2020,2,2020-06-14,S08000025,4,35,55,-36.4
2020,2,2020-06-14,S08000025,5,12,14.5,-17.2
2020,2,2020-06-14,S08000026,2,5,9,-44.4
2020,2,2020-06-14,S08000026,3,30,56,-46.4
2020,2,2020-06-14,S08000026,4,63,92,-31.5
2020,2,2020-06-14,S08000028,2,22,29.5,-25.4
2020,2,2020-06-14,S08000028,3,48,75.5,-36.4
2020,2,2020-06-14,S08000028,4,7,8.5,-17.6
2020,2,2020-06-14,S08000029,1,292,403.5,-27.6
2020,2,2020-06-14,S08000029,2,246,332.5,-26
2020,2,2020-06-14,S08000029,3,182,237.5,-23.4
2020,2,2020-06-14,S08000029,4,112,152.5,-26.6
2020,2,2020-06-14,S08000029,5,122,145.5,-16.2
2020,2,2020-06-14,S08000030,1,264,358.5,-26.4
2020,2,2020-06-14,S08000030,2,216,245.5,-12
2020,2,2020-06-14,S08000030,3,219,294.5,-25.6
2020,2,2020-06-14,S08000030,4,268,379,-29.3
2020,2,2020-06-14,S08000030,5,180,239,-24.7
2020,2,2020-06-14,S08000031,1,2086,3247,-35.8
2020,2,2020-06-14,S08000031,2,830,1212.5,-31.5
2020,2,2020-06-14,S08000031,3,568,894.5,-36.5
2020,2,2020-06-14,S08000031,4,470,796.5,-41
2020,2,2020-06-14,S08000031,5,548,873.5,-37.3
2020,2,2020-06-14,S08000032,1,1049,1341,-21.8
2020,2,2020-06-14,S08000032,2,937,1165.5,-19.6
2020,2,2020-06-14,S08000032,3,537,725,-25.9
2020,2,2020-06-14,S08000032,4,370,501.5,-26.2
2020,2,2020-06-14,S08000032,5,272,323.5,-15.9
2020,2,2020-06-14,S92000003,1,5512,7804.5,-29.4
2020,2,2020-06-14,S92000003,2,4374,6035,-27.5
2020,2,2020-06-14,S92000003,3,3397,4879.5,-30.4
2020,2,2020-06-14,S92000003,4,2950,4324.5,-31.8
2020,2,2020-06-14,S92000003,5,2479,3673.5,-32.5
2020,2,2020-06-21,S08000015,1,706,827,-14.6
2020,2,2020-06-21,S08000015,2,490,557,-12
2020,2,2020-06-21,S08000015,3,286,320,-10.6
2020,2,2020-06-21,S08000015,4,183,220.5,-17
2020,2,2020-06-21,S08000015,5,156,193,-19.2
2020,2,2020-06-21,S08000016,1,32,56.5,-43.4
2020,2,2020-06-21,S08000016,2,94,104.5,-10
2020,2,2020-06-21,S08000016,3,181,218.5,-17.2
2020,2,2020-06-21,S08000016,4,150,193.5,-22.5
2020,2,2020-06-21,S08000016,5,30,50.5,-40.6
2020,2,2020-06-21,S08000017,1,109,117.5,-7.2
2020,2,2020-06-21,S08000017,2,277,291,-4.8
2020,2,2020-06-21,S08000017,3,225,298,-24.5
2020,2,2020-06-21,S08000017,4,82,127,-35.4
2020,2,2020-06-21,S08000017,5,38,63,-39.7
2020,2,2020-06-21,S08000019,1,197,308.5,-36.1
2020,2,2020-06-21,S08000019,2,295,371.5,-20.6
2020,2,2020-06-21,S08000019,3,166,236,-29.7
2020,2,2020-06-21,S08000019,4,147,209,-29.7
2020,2,2020-06-21,S08000019,5,130,180,-27.8
2020,2,2020-06-21,S08000020,1,108,147,-26.5
2020,2,2020-06-21,S08000020,2,292,397,-26.4
2020,2,2020-06-21,S08000020,3,281,413.5,-32
2020,2,2020-06-21,S08000020,4,367,539,-31.9
2020,2,2020-06-21,S08000020,5,382,585.5,-34.8
2020,2,2020-06-21,S08000022,1,103,140.5,-26.7
2020,2,2020-06-21,S08000022,2,202,265.5,-23.9
2020,2,2020-06-21,S08000022,3,228,332,-31.3
2020,2,2020-06-21,S08000022,4,238,336,-29.2
2020,2,2020-06-21,S08000022,5,63,108.5,-41.9
2020,2,2020-06-21,S08000024,1,662,844,-21.6
2020,2,2020-06-21,S08000024,2,920,1104,-16.7
2020,2,2020-06-21,S08000024,3,608,779,-22
2020,2,2020-06-21,S08000024,4,549,710.5,-22.7
2020,2,2020-06-21,S08000024,5,687,900.5,-23.7
2020,2,2020-06-21,S08000025,2,21,15,40
2020,2,2020-06-21,S08000025,3,21,38.5,-45.5
2020,2,2020-06-21,S08000025,4,40,53.5,-25.2
2020,2,2020-06-21,S08000025,5,6,11,-45.5
2020,2,2020-06-21,S08000026,2,9,6.5,38.5
2020,2,2020-06-21,S08000026,3,36,36,0
2020,2,2020-06-21,S08000026,4,73,94.5,-22.8
2020,2,2020-06-21,S08000028,2,26,28.5,-8.8
2020,2,2020-06-21,S08000028,3,44,73.5,-40.1
2020,2,2020-06-21,S08000028,4,7,11,-36.4
2020,2,2020-06-21,S08000029,1,345,418,-17.5
2020,2,2020-06-21,S08000029,2,246,336.5,-26.9
2020,2,2020-06-21,S08000029,3,192,250.5,-23.4
2020,2,2020-06-21,S08000029,4,121,155,-21.9
2020,2,2020-06-21,S08000029,5,121,154,-21.4
2020,2,2020-06-21,S08000030,1,286,371,-22.9
2020,2,2020-06-21,S08000030,2,215,269,-20.1
2020,2,2020-06-21,S08000030,3,240,281.5,-14.7
2020,2,2020-06-21,S08000030,4,274,369.5,-25.8
2020,2,2020-06-21,S08000030,5,174,241.5,-28
2020,2,2020-06-21,S08000031,1,2367,3212,-26.3
2020,2,2020-06-21,S08000031,2,883,1266.5,-30.3
2020,2,2020-06-21,S08000031,3,611,938.5,-34.9
2020,2,2020-06-21,S08000031,4,570,772,-26.2
2020,2,2020-06-21,S08000031,5,610,811,-24.8
2020,2,2020-06-21,S08000032,1,1111,1296,-14.3
2020,2,2020-06-21,S08000032,2,1059,1169.5,-9.4
2020,2,2020-06-21,S08000032,3,613,701.5,-12.6
2020,2,2020-06-21,S08000032,4,399,525,-24
2020,2,2020-06-21,S08000032,5,310,337,-8
2020,2,2020-06-21,S92000003,1,6026,7741,-22.2
2020,2,2020-06-21,S92000003,2,5029,6182,-18.7
2020,2,2020-06-21,S92000003,3,3732,4917,-24.1
2020,2,2020-06-21,S92000003,4,3200,4316,-25.9
2020,2,2020-06-21,S92000003,5,2710,3640,-25.5
2020,2,2020-06-28,S08000015,1,721,895,-19.4
2020,2,2020-06-28,S08000015,2,502,588.5,-14.7
2020,2,2020-06-28,S08000015,3,245,358.5,-31.7
2020,2,2020-06-28,S08000015,4,203,255,-20.4
2020,2,2020-06-28,S08000015,5,160,214.5,-25.4
2020,2,2020-06-28,S08000016,1,41,49.5,-17.2
2020,2,2020-06-28,S08000016,2,104,117,-11.1
2020,2,2020-06-28,S08000016,3,188,221,-14.9
2020,2,2020-06-28,S08000016,4,136,205,-33.7
2020,2,2020-06-28,S08000016,5,43,47,-8.5
2020,2,2020-06-28,S08000017,1,78,135.5,-42.4
2020,2,2020-06-28,S08000017,2,244,302.5,-19.3
2020,2,2020-06-28,S08000017,3,221,304.5,-27.4
2020,2,2020-06-28,S08000017,4,87,133,-34.6
2020,2,2020-06-28,S08000017,5,45,68.5,-34.3
2020,2,2020-06-28,S08000019,1,213,302,-29.5
2020,2,2020-06-28,S08000019,2,250,405.5,-38.3
2020,2,2020-06-28,S08000019,3,147,241.5,-39.1
2020,2,2020-06-28,S08000019,4,143,201.5,-29
2020,2,2020-06-28,S08000019,5,124,181.5,-31.7
2020,2,2020-06-28,S08000020,1,99,153,-35.3
2020,2,2020-06-28,S08000020,2,360,403.5,-10.8
2020,2,2020-06-28,S08000020,3,333,417.5,-20.2
2020,2,2020-06-28,S08000020,4,460,516.5,-10.9
2020,2,2020-06-28,S08000020,5,462,575,-19.7
2020,2,2020-06-28,S08000022,1,103,127.5,-19.2
2020,2,2020-06-28,S08000022,2,203,270,-24.8
2020,2,2020-06-28,S08000022,3,281,346,-18.8
2020,2,2020-06-28,S08000022,4,297,342.5,-13.3
2020,2,2020-06-28,S08000022,5,67,113.5,-41
2020,2,2020-06-28,S08000024,1,726,820,-11.5
2020,2,2020-06-28,S08000024,2,924,1137,-18.7
2020,2,2020-06-28,S08000024,3,651,752,-13.4
2020,2,2020-06-28,S08000024,4,555,665,-16.5
2020,2,2020-06-28,S08000024,5,699,875,-20.1
2020,2,2020-06-28,S08000025,2,15,18,-16.7
2020,2,2020-06-28,S08000025,3,31,39,-20.5
2020,2,2020-06-28,S08000025,4,42,65.5,-35.9
2020,2,2020-06-28,S08000025,5,8,15.5,-48.4
2020,2,2020-06-28,S08000026,2,11,10.5,4.8
2020,2,2020-06-28,S08000026,3,35,52.5,-33.3
2020,2,2020-06-28,S08000026,4,72,82.5,-12.7
2020,2,2020-06-28,S08000028,2,18,36,-50
2020,2,2020-06-28,S08000028,3,70,89,-21.3
2020,2,2020-06-28,S08000028,4,8,9,-11.1
2020,2,2020-06-28,S08000029,1,337,394.5,-14.6
2020,2,2020-06-28,S08000029,2,298,349.5,-14.7
2020,2,2020-06-28,S08000029,3,200,259,-22.8
2020,2,2020-06-28,S08000029,4,124,162,-23.5
2020,2,2020-06-28,S08000029,5,116,160.5,-27.7
2020,2,2020-06-28,S08000030,1,299,350.5,-14.7
2020,2,2020-06-28,S08000030,2,215,270,-20.4
2020,2,2020-06-28,S08000030,3,233,301,-22.6
2020,2,2020-06-28,S08000030,4,274,374.5,-26.8
2020,2,2020-06-28,S08000030,5,165,259.5,-36.4
2020,2,2020-06-28,S08000031,1,2189,3233,-32.3
2020,2,2020-06-28,S08000031,2,884,1309,-32.5
2020,2,2020-06-28,S08000031,3,585,927,-36.9
2020,2,2020-06-28,S08000031,4,493,792,-37.8
2020,2,2020-06-28,S08000031,5,573,801.5,-28.5
2020,2,2020-06-28,S08000032,1,1208,1324,-8.8
2020,2,2020-06-28,S08000032,2,1045,1206,-13.3
2020,2,2020-06-28,S08000032,3,599,705,-15
2020,2,2020-06-28,S08000032,4,439,488,-10
2020,2,2020-06-28,S08000032,5,336,350.5,-4.1
2020,2,2020-06-28,S92000003,1,6014,7788.5,-22.8
2020,2,2020-06-28,S92000003,2,5073,6423,-21
2020,2,2020-06-28,S92000003,3,3819,5013.5,-23.8
2020,2,2020-06-28,S92000003,4,3333,4292,-22.3
2020,2,2020-06-28,S92000003,5,2798,3667.5,-23.7
2020,3,2020-07-05,S08000015,1,660,850,-22.4
2020,3,2020-07-05,S08000015,2,435,566,-23.1
2020,3,2020-07-05,S08000015,3,284,317,-10.4
2020,3,2020-07-05,S08000015,4,187,208.5,-10.3
2020,3,2020-07-05,S08000015,5,162,203.5,-20.4
2020,3,2020-07-05,S08000016,1,35,59.5,-41.2
2020,3,2020-07-05,S08000016,2,85,117.5,-27.7
2020,3,2020-07-05,S08000016,3,172,196.5,-12.5
2020,3,2020-07-05,S08000016,4,140,183.5,-23.7
2020,3,2020-07-05,S08000016,5,33,45,-26.7
2020,3,2020-07-05,S08000017,1,111,129.5,-14.3
2020,3,2020-07-05,S08000017,2,227,326.5,-30.5
2020,3,2020-07-05,S08000017,3,204,278.5,-26.8
2020,3,2020-07-05,S08000017,4,85,122,-30.3
2020,3,2020-07-05,S08000017,5,45,68.5,-34.3
2020,3,2020-07-05,S08000019,1,206,293.5,-29.8
2020,3,2020-07-05,S08000019,2,263,379,-30.6
2020,3,2020-07-05,S08000019,3,129,222.5,-42
2020,3,2020-07-05,S08000019,4,124,202,-38.6
2020,3,2020-07-05,S08000019,5,121,163.5,-26
2020,3,2020-07-05,S08000020,1,111,160,-30.6
2020,3,2020-07-05,S08000020,2,317,390,-18.7
2020,3,2020-07-05,S08000020,3,333,403,-17.4
2020,3,2020-07-05,S08000020,4,421,538,-21.7
2020,3,2020-07-05,S08000020,5,433,545,-20.6
2020,3,2020-07-05,S08000022,1,114,131,-13
2020,3,2020-07-05,S08000022,2,161,255.5,-37
2020,3,2020-07-05,S08000022,3,244,336,-27.4
2020,3,2020-07-05,S08000022,4,240,341.5,-29.7
2020,3,2020-07-05,S08000022,5,70,123,-43.1
2020,3,2020-07-05,S08000024,1,640,858.5,-25.5
2020,3,2020-07-05,S08000024,2,848,1030.5,-17.7
2020,3,2020-07-05,S08000024,3,572,683,-16.3
2020,3,2020-07-05,S08000024,4,532,618.5,-14
2020,3,2020-07-05,S08000024,5,616,776,-20.6
2020,3,2020-07-05,S08000025,2,14,20,-30
2020,3,2020-07-05,S08000025,3,22,43,-48.8
2020,3,2020-07-05,S08000025,4,57,55.5,2.7
2020,3,2020-07-05,S08000025,5,11,10,10
2020,3,2020-07-05,S08000026,3,38,41,-7.3
2020,3,2020-07-05,S08000026,4,68,87.5,-22.3
2020,3,2020-07-05,S08000028,2,9,29.5,-69.5
2020,3,2020-07-05,S08000028,3,57,90,-36.7
2020,3,2020-07-05,S08000028,4,10,17.5,-42.9
2020,3,2020-07-05,S08000029,1,328,430.5,-23.8
2020,3,2020-07-05,S08000029,2,241,326,-26.1
2020,3,2020-07-05,S08000029,3,182,247,-26.3
2020,3,2020-07-05,S08000029,4,97,146.5,-33.8
2020,3,2020-07-05,S08000029,5,117,140,-16.4
2020,3,2020-07-05,S08000030,1,266,346.5,-23.2
2020,3,2020-07-05,S08000030,2,209,267.5,-21.9
2020,3,2020-07-05,S08000030,3,221,284,-22.2
2020,3,2020-07-05,S08000030,4,265,353.5,-25
2020,3,2020-07-05,S08000030,5,164,228,-28.1
2020,3,2020-07-05,S08000031,1,2291,3234,-29.2
2020,3,2020-07-05,S08000031,2,826,1265.5,-34.7
2020,3,2020-07-05,S08000031,3,582,854,-31.9
2020,3,2020-07-05,S08000031,4,501,788.5,-36.5
2020,3,2020-07-05,S08000031,5,577,806.5,-28.5
2020,3,2020-07-05,S08000032,1,1177,1373,-14.3
2020,3,2020-07-05,S08000032,2,956,1145,-16.5
2020,3,2020-07-05,S08000032,3,594,682,-12.9
2020,3,2020-07-05,S08000032,4,401,490,-18.2
2020,3,2020-07-05,S08000032,5,265,324,-18.2
2020,3,2020-07-05,S92000003,1,5940,7870.5,-24.5
2020,3,2020-07-05,S92000003,2,4595,6128,-25
2020,3,2020-07-05,S92000003,3,3634,4677.5,-22.3
2020,3,2020-07-05,S92000003,4,3128,4153,-24.7
2020,3,2020-07-05,S92000003,5,2615,3439,-24
2020,3,2020-07-12,S08000015,1,721,830.5,-13.2
2020,3,2020-07-12,S08000015,2,495,546.5,-9.4
2020,3,2020-07-12,S08000015,3,270,317.5,-15
2020,3,2020-07-12,S08000015,4,227,235.5,-3.6
2020,3,2020-07-12,S08000015,5,190,190,0
2020,3,2020-07-12,S08000016,1,42,46,-8.7
2020,3,2020-07-12,S08000016,2,72,108,-33.3
2020,3,2020-07-12,S08000016,3,161,197,-18.3
2020,3,2020-07-12,S08000016,4,146,181.5,-19.6
2020,3,2020-07-12,S08000016,5,47,58,-19
2020,3,2020-07-12,S08000017,1,104,141.5,-26.5
2020,3,2020-07-12,S08000017,2,242,314.5,-23.1
2020,3,2020-07-12,S08000017,3,222,288.5,-23.1
2020,3,2020-07-12,S08000017,4,89,114,-21.9
2020,3,2020-07-12,S08000017,5,48,59.5,-19.3
2020,3,2020-07-12,S08000019,1,218,291,-25.1
2020,3,2020-07-12,S08000019,2,256,351.5,-27.2
2020,3,2020-07-12,S08000019,3,158,220,-28.2
2020,3,2020-07-12,S08000019,4,151,205,-26.3
2020,3,2020-07-12,S08000019,5,117,189,-38.1
2020,3,2020-07-12,S08000020,1,88,168,-47.6
2020,3,2020-07-12,S08000020,2,316,415,-23.9
2020,3,2020-07-12,S08000020,3,325,407,-20.1
2020,3,2020-07-12,S08000020,4,470,482.5,-2.6
2020,3,2020-07-12,S08000020,5,422,487,-13.3
2020,3,2020-07-12,S08000022,1,125,124.5,0.4
2020,3,2020-07-12,S08000022,2,215,250,-14
2020,3,2020-07-12,S08000022,3,275,312.5,-12
2020,3,2020-07-12,S08000022,4,275,300.5,-8.5
2020,3,2020-07-12,S08000022,5,88,93.5,-5.9
2020,3,2020-07-12,S08000024,1,687,753,-8.8
2020,3,2020-07-12,S08000024,2,928,1021.5,-9.2
2020,3,2020-07-12,S08000024,3,553,734.5,-24.7
2020,3,2020-07-12,S08000024,4,537,634,-15.3
2020,3,2020-07-12,S08000024,5,661,734.5,-10
2020,3,2020-07-12,S08000025,2,9,17,-47.1
2020,3,2020-07-12,S08000025,3,27,31.5,-14.3
2020,3,2020-07-12,S08000025,4,58,39.5,46.8
2020,3,2020-07-12,S08000025,5,6,13,-53.8
2020,3,2020-07-12,S08000026,3,20,42,-52.4
2020,3,2020-07-12,S08000026,4,80,82,-2.4
2020,3,2020-07-12,S08000028,2,13,34.5,-62.3
2020,3,2020-07-12,S08000028,3,61,84.5,-27.8
2020,3,2020-07-12,S08000028,4,7,12,-41.7
2020,3,2020-07-12,S08000029,1,349,450.5,-22.5
2020,3,2020-07-12,S08000029,2,254,330.5,-23.1
2020,3,2020-07-12,S08000029,3,191,237,-19.4
2020,3,2020-07-12,S08000029,4,115,144.5,-20.4
2020,3,2020-07-12,S08000029,5,114,130.5,-12.6
2020,3,2020-07-12,S08000030,1,326,347.5,-6.2
2020,3,2020-07-12,S08000030,2,225,254.5,-11.6
2020,3,2020-07-12,S08000030,3,257,286.5,-10.3
2020,3,2020-07-12,S08000030,4,293,344,-14.8
2020,3,2020-07-12,S08000030,5,178,196,-9.2
2020,3,2020-07-12,S08000031,1,2189,3176.5,-31.1
2020,3,2020-07-12,S08000031,2,907,1213.5,-25.3
2020,3,2020-07-12,S08000031,3,599,853.5,-29.8
2020,3,2020-07-12,S08000031,4,543,751,-27.7
2020,3,2020-07-12,S08000031,5,576,763,-24.5
2020,3,2020-07-12,S08000032,1,1079,1308,-17.5
2020,3,2020-07-12,S08000032,2,1022,1111.5,-8.1
2020,3,2020-07-12,S08000032,3,586,666.5,-12.1
2020,3,2020-07-12,S08000032,4,450,457,-1.5
2020,3,2020-07-12,S08000032,5,295,322,-8.4
2020,3,2020-07-12,S92000003,1,5929,7639,-22.4
2020,3,2020-07-12,S92000003,2,4958,5977,-17
2020,3,2020-07-12,S92000003,3,3705,4678.5,-20.8
2020,3,2020-07-12,S92000003,4,3441,3983,-13.6
2020,3,2020-07-12,S92000003,5,2744,3244,-15.4
2020,3,2020-07-19,S08000015,1,745,840,-11.3
2020,3,2020-07-19,S08000015,2,441,540.5,-18.4
2020,3,2020-07-19,S08000015,3,302,315,-4.1
2020,3,2020-07-19,S08000015,4,201,215,-6.5
2020,3,2020-07-19,S08000015,5,174,203,-14.3
2020,3,2020-07-19,S08000016,1,48,48,0
2020,3,2020-07-19,S08000016,2,86,115,-25.2
2020,3,2020-07-19,S08000016,3,187,212.5,-12
2020,3,2020-07-19,S08000016,4,185,188,-1.6
2020,3,2020-07-19,S08000016,5,50,50,0
2020,3,2020-07-19,S08000017,1,96,122,-21.3
2020,3,2020-07-19,S08000017,2,257,311.5,-17.5
2020,3,2020-07-19,S08000017,3,232,278.5,-16.7
2020,3,2020-07-19,S08000017,4,99,112,-11.6
2020,3,2020-07-19,S08000017,5,57,70,-18.6
2020,3,2020-07-19,S08000019,1,230,286,-19.6
2020,3,2020-07-19,S08000019,2,297,383.5,-22.6
2020,3,2020-07-19,S08000019,3,152,217,-30
2020,3,2020-07-19,S08000019,4,140,181,-22.7
2020,3,2020-07-19,S08000019,5,126,182,-30.8
2020,3,2020-07-19,S08000020,1,119,145.5,-18.2
2020,3,2020-07-19,S08000020,2,322,373.5,-13.8
2020,3,2020-07-19,S08000020,3,359,370,-3
2020,3,2020-07-19,S08000020,4,502,490.5,2.3
2020,3,2020-07-19,S08000020,5,483,507.5,-4.8
2020,3,2020-07-19,S08000022,1,136,142.5,-4.6
2020,3,2020-07-19,S08000022,2,199,254.5,-21.8
2020,3,2020-07-19,S08000022,3,268,334.5,-19.9
2020,3,2020-07-19,S08000022,4,300,325,-7.7
2020,3,2020-07-19,S08000022,5,123,99.5,23.6
2020,3,2020-07-19,S08000024,1,707,866.5,-18.4
2020,3,2020-07-19,S08000024,2,952,1035,-8
2020,3,2020-07-19,S08000024,3,641,698.5,-8.2
2020,3,2020-07-19,S08000024,4,546,676.5,-19.3
2020,3,2020-07-19,S08000024,5,753,774.5,-2.8
2020,3,2020-07-19,S08000025,2,16,20.5,-22
2020,3,2020-07-19,S08000025,3,26,46.5,-44.1
2020,3,2020-07-19,S08000025,4,50,48.5,3.1
2020,3,2020-07-19,S08000025,5,10,14,-28.6
2020,3,2020-07-19,S08000026,2,15,7.5,100
2020,3,2020-07-19,S08000026,3,32,45.5,-29.7
2020,3,2020-07-19,S08000026,4,62,78,-20.5
2020,3,2020-07-19,S08000028,2,19,31,-38.7
2020,3,2020-07-19,S08000028,3,44,80.5,-45.3
2020,3,2020-07-19,S08000028,4,5,14.5,-65.5
2020,3,2020-07-19,S08000029,1,349,427,-18.3
2020,3,2020-07-19,S08000029,2,314,318.5,-1.4
2020,3,2020-07-19,S08000029,3,218,239,-8.8
2020,3,2020-07-19,S08000029,4,144,150.5,-4.3
2020,3,2020-07-19,S08000029,5,111,144,-22.9
2020,3,2020-07-19,S08000030,1,366,355.5,3
2020,3,2020-07-19,S08000030,2,258,266.5,-3.2
2020,3,2020-07-19,S08000030,3,281,286.5,-1.9
2020,3,2020-07-19,S08000030,4,356,372.5,-4.4
2020,3,2020-07-19,S08000030,5,174,197.5,-11.9
2020,3,2020-07-19,S08000031,1,2338,3149.5,-25.8
2020,3,2020-07-19,S08000031,2,877,1193,-26.5
2020,3,2020-07-19,S08000031,3,609,864,-29.5
2020,3,2020-07-19,S08000031,4,503,724,-30.5
2020,3,2020-07-19,S08000031,5,497,785.5,-36.7
2020,3,2020-07-19,S08000032,1,1194,1321.5,-9.6
2020,3,2020-07-19,S08000032,2,998,1154,-13.5
2020,3,2020-07-19,S08000032,3,583,713.5,-18.3
2020,3,2020-07-19,S08000032,4,424,484.5,-12.5
2020,3,2020-07-19,S08000032,5,298,316.5,-5.8
2020,3,2020-07-19,S92000003,1,6332,7709,-17.9
2020,3,2020-07-19,S92000003,2,5051,6004.5,-15.9
2020,3,2020-07-19,S92000003,3,3934,4701.5,-16.3
2020,3,2020-07-19,S92000003,4,3517,4060.5,-13.4
2020,3,2020-07-19,S92000003,5,2860,3355,-14.8
2020,3,2020-07-26,S08000015,1,727,855.5,-15
2020,3,2020-07-26,S08000015,2,522,545,-4.2
2020,3,2020-07-26,S08000015,3,279,318,-12.3
2020,3,2020-07-26,S08000015,4,189,239.5,-21.1
2020,3,2020-07-26,S08000015,5,188,199.5,-5.8
2020,3,2020-07-26,S08000016,1,52,43.5,19.5
2020,3,2020-07-26,S08000016,2,104,123,-15.4
2020,3,2020-07-26,S08000016,3,183,238.5,-23.3
2020,3,2020-07-26,S08000016,4,161,172.5,-6.7
2020,3,2020-07-26,S08000016,5,49,45,8.9
2020,3,2020-07-26,S08000017,1,97,126,-23
2020,3,2020-07-26,S08000017,2,284,304,-6.6
2020,3,2020-07-26,S08000017,3,227,299.5,-24.2
2020,3,2020-07-26,S08000017,4,112,122,-8.2
2020,3,2020-07-26,S08000017,5,70,68,2.9
2020,3,2020-07-26,S08000019,1,232,285,-18.6
2020,3,2020-07-26,S08000019,2,275,372,-26.1
2020,3,2020-07-26,S08000019,3,183,219,-16.4
2020,3,2020-07-26,S08000019,4,151,222.5,-32.1
2020,3,2020-07-26,S08000019,5,131,187,-29.9
2020,3,2020-07-26,S08000020,1,111,136,-18.4
2020,3,2020-07-26,S08000020,2,337,399,-15.5
2020,3,2020-07-26,S08000020,3,312,365.5,-14.6
2020,3,2020-07-26,S08000020,4,462,481.5,-4
2020,3,2020-07-26,S08000020,5,433,518,-16.4
2020,3,2020-07-26,S08000022,1,125,135,-7.4
2020,3,2020-07-26,S08000022,2,230,253.5,-9.3
2020,3,2020-07-26,S08000022,3,285,330,-13.6
2020,3,2020-07-26,S08000022,4,275,342,-19.6
2020,3,2020-07-26,S08000022,5,110,105.5,4.3
2020,3,2020-07-26,S08000024,1,750,811,-7.5
2020,3,2020-07-26,S08000024,2,946,1108.5,-14.7
2020,3,2020-07-26,S08000024,3,643,728,-11.7
2020,3,2020-07-26,S08000024,4,548,622.5,-12
2020,3,2020-07-26,S08000024,5,689,828.5,-16.8
2020,3,2020-07-26,S08000025,2,17,21,-19
2020,3,2020-07-26,S08000025,3,30,42.5,-29.4
2020,3,2020-07-26,S08000025,4,60,66,-9.1
2020,3,2020-07-26,S08000025,5,10,13,-23.1
2020,3,2020-07-26,S08000026,2,7,8.5,-17.6
2020,3,2020-07-26,S08000026,3,30,44,-31.8
2020,3,2020-07-26,S08000026,4,69,86.5,-20.2
2020,3,2020-07-26,S08000028,2,23,32.5,-29.2
2020,3,2020-07-26,S08000028,3,59,72.5,-18.6
2020,3,2020-07-26,S08000028,4,5,19,-73.7
2020,3,2020-07-26,S08000029,1,372,439.5,-15.4
2020,3,2020-07-26,S08000029,2,271,324,-16.4
2020,3,2020-07-26,S08000029,3,197,242,-18.6
2020,3,2020-07-26,S08000029,4,125,170,-26.5
2020,3,2020-07-26,S08000029,5,132,159,-17
2020,3,2020-07-26,S08000030,1,302,376,-19.7
2020,3,2020-07-26,S08000030,2,262,271.5,-3.5
2020,3,2020-07-26,S08000030,3,257,310.5,-17.2
2020,3,2020-07-26,S08000030,4,315,349.5,-9.9
2020,3,2020-07-26,S08000030,5,206,220,-6.4
