year,quarter,week_ending,hb,simd_quintile,number_attendances,average20182019,percent_variation
2020,4,2020-12-27,S08000029,4,89,141.5,-37.1
2020,4,2020-12-27,S08000029,5,86,150,-42.7
2020,4,2020-12-27,S08000030,1,213,319.5,-33.3
2020,4,2020-12-27,S08000030,2,181,232,-22
2020,4,2020-12-27,S08000030,3,173,251,-31.1
2020,4,2020-12-27,S08000030,4,229,313,-26.8
2020,4,2020-12-27,S08000030,5,124,191,-35.1
2020,4,2020-12-27,S08000031,1,1874,2841,-34
2020,4,2020-12-27,S08000031,2,718,1134,-36.7
2020,4,2020-12-27,S08000031,3,500,824,-39.3
2020,4,2020-12-27,S08000031,4,454,754,-39.8
2020,4,2020-12-27,S08000031,5,485,739,-34.4
2020,4,2020-12-27,S08000032,1,851,1177.5,-27.7
2020,4,2020-12-27,S08000032,2,760,1044,-27.2
2020,4,2020-12-27,S08000032,3,445,630,-29.4
2020,4,2020-12-27,S08000032,4,342,430.5,-20.6
2020,4,2020-12-27,S08000032,5,207,293,-29.4
2020,4,2020-12-27,S92000003,1,4511,6934.5,-34.9
2020,4,2020-12-27,S92000003,2,3824,5583,-31.5
2020,4,2020-12-27,S92000003,3,2882,4380,-34.2
2020,4,2020-12-27,S92000003,4,2601,3835.5,-32.2
2020,4,2020-12-27,S92000003,5,2087,3267.5,-36.1
2021,1,2021-01-03,S08000015,1,532,731,-27.2
2021,1,2021-01-03,S08000015,2,324,497,-34.8
2021,1,2021-01-03,S08000015,3,188,299.5,-37.2
2021,1,2021-01-03,S08000015,4,139,224,-37.9
2021,1,2021-01-03,S08000015,5,121,188.5,-35.8
2021,1,2021-01-03,S08000016,1,38,48.5,-21.6
2021,1,2021-01-03,S08000016,2,77,116,-33.6
2021,1,2021-01-03,S08000016,3,148,178.5,-17.1
2021,1,2021-01-03,S08000016,4,146,166,-12
2021,1,2021-01-03,S08000016,5,49,44.5,10.1
2021,1,2021-01-03,S08000017,1,79,126,-37.3
2021,1,2021-01-03,S08000017,2,191,294.5,-35.1
2021,1,2021-01-03,S08000017,3,160,269.5,-40.6
2021,1,2021-01-03,S08000017,4,65,110,-40.9
2021,1,2021-01-03,S08000017,5,39,74,-47.3
2021,1,2021-01-03,S08000019,1,159,278.5,-42.9
2021,1,2021-01-03,S08000019,2,231,356,-35.1
2021,1,2021-01-03,S08000019,3,155,207.5,-25.3
2021,1,2021-01-03,S08000019,4,122,191,-36.1
2021,1,2021-01-03,S08000019,5,102,159.5,-36.1
2021,1,2021-01-03,S08000020,1,83,124.5,-33.3
2021,1,2021-01-03,S08000020,2,250,370,-32.4
2021,1,2021-01-03,S08000020,3,292,356.5,-18.1
2021,1,2021-01-03,S08000020,4,357,467,-23.6
2021,1,2021-01-03,S08000020,5,395,522.5,-24.4
2021,1,2021-01-03,S08000022,1,96,125,-23.2
2021,1,2021-01-03,S08000022,2,171,222.5,-23.1
2021,1,2021-01-03,S08000022,3,222,309,-28.2
2021,1,2021-01-03,S08000022,4,231,308,-25
2021,1,2021-01-03,S08000022,5,85,102.5,-17.1
2021,1,2021-01-03,S08000024,1,603,767.5,-21.4
2021,1,2021-01-03,S08000024,2,777,949.5,-18.2
2021,1,2021-01-03,S08000024,3,585,667,-12.3
2021,1,2021-01-03,S08000024,4,500,588,-15
2021,1,2021-01-03,S08000024,5,739,785,-5.9
2021,1,2021-01-03,S08000025,2,10,15,-33.3
2021,1,2021-01-03,S08000025,3,23,33,-30.3
2021,1,2021-01-03,S08000025,4,44,50.5,-12.9
2021,1,2021-01-03,S08000026,3,21,39,-46.2
2021,1,2021-01-03,S08000026,4,52,78.5,-33.8
2021,1,2021-01-03,S08000028,2,19,34,-44.1
2021,1,2021-01-03,S08000028,3,42,76,-44.7
2021,1,2021-01-03,S08000028,4,6,13.5,-55.6
2021,1,2021-01-03,S08000029,1,301,392.5,-23.3
2021,1,2021-01-03,S08000029,2,243,307.5,-21
2021,1,2021-01-03,S08000029,3,187,239.5,-21.9
2021,1,2021-01-03,S08000029,4,117,141.5,-17.3
2021,1,2021-01-03,S08000029,5,107,150,-28.7
2021,1,2021-01-03,S08000030,1,264,319.5,-17.4
2021,1,2021-01-03,S08000030,2,172,232,-25.9
2021,1,2021-01-03,S08000030,3,204,251,-18.7
2021,1,2021-01-03,S08000030,4,254,313,-18.8
2021,1,2021-01-03,S08000030,5,192,191,0.5
2021,1,2021-01-03,S08000031,1,2092,2841,-26.4
2021,1,2021-01-03,S08000031,2,812,1134,-28.4
2021,1,2021-01-03,S08000031,3,555,824,-32.6
2021,1,2021-01-03,S08000031,4,524,754,-30.5
2021,1,2021-01-03,S08000031,5,528,739,-28.6
2021,1,2021-01-03,S08000032,1,953,1177.5,-19.1
2021,1,2021-01-03,S08000032,2,875,1044,-16.2
2021,1,2021-01-03,S08000032,3,525,630,-16.7
2021,1,2021-01-03,S08000032,4,366,430.5,-15
2021,1,2021-01-03,S08000032,5,263,293,-10.2
2021,1,2021-01-03,S92000003,1,5200,6934.5,-25
2021,1,2021-01-03,S92000003,2,4156,5583,-25.6
2021,1,2021-01-03,S92000003,3,3307,4380,-24.5
2021,1,2021-01-03,S92000003,4,2923,3835.5,-23.8
2021,1,2021-01-03,S92000003,5,2623,3267.5,-19.7
2021,1,2021-01-10,S08000015,1,465,734,-36.6
2021,1,2021-01-10,S08000015,2,280,505.5,-44.6
2021,1,2021-01-10,S08000015,3,195,290,-32.8
2021,1,2021-01-10,S08000015,4,146,212.5,-31.3
2021,1,2021-01-10,S08000015,5,135,199,-32.2
2021,1,2021-01-10,S08000016,1,29,49,-40.8
2021,1,2021-01-10,S08000016,2,85,105,-19
2021,1,2021-01-10,S08000016,3,138,208,-33.7
2021,1,2021-01-10,S08000016,4,134,180.5,-25.8
2021,1,2021-01-10,S08000016,5,33,42,-21.4
2021,1,2021-01-10,S08000017,1,78,121.5,-35.8
2021,1,2021-01-10,S08000017,2,180,320.5,-43.8
2021,1,2021-01-10,S08000017,3,169,261.5,-35.4
2021,1,2021-01-10,S08000017,4,79,113,-30.1
2021,1,2021-01-10,S08000017,5,28,71,-60.6
2021,1,2021-01-10,S08000019,1,178,273,-34.8
2021,1,2021-01-10,S08000019,2,232,334,-30.5
2021,1,2021-01-10,S08000019,3,142,203,-30
2021,1,2021-01-10,S08000019,4,158,188.5,-16.2
2021,1,2021-01-10,S08000019,5,143,156.5,-8.6
2021,1,2021-01-10,S08000020,1,64,138,-53.6
2021,1,2021-01-10,S08000020,2,241,380,-36.6
2021,1,2021-01-10,S08000020,3,224,347.5,-35.5
2021,1,2021-01-10,S08000020,4,305,480.5,-36.5
2021,1,2021-01-10,S08000020,5,272,507,-46.4
2021,1,2021-01-10,S08000022,1,72,149.5,-51.8
2021,1,2021-01-10,S08000022,2,145,230.5,-37.1
2021,1,2021-01-10,S08000022,3,226,296,-23.6
2021,1,2021-01-10,S08000022,4,207,312.5,-33.8
2021,1,2021-01-10,S08000022,5,48,93.5,-48.7
2021,1,2021-01-10,S08000024,1,618,811.5,-23.8
2021,1,2021-01-10,S08000024,2,771,1050.5,-26.6
2021,1,2021-01-10,S08000024,3,486,712,-31.7
2021,1,2021-01-10,S08000024,4,509,631.5,-19.4
2021,1,2021-01-10,S08000024,5,602,795.5,-24.3
2021,1,2021-01-10,S08000025,3,18,31,-41.9
2021,1,2021-01-10,S08000025,4,43,54,-20.4
2021,1,2021-01-10,S08000026,3,18,41.5,-56.6
2021,1,2021-01-10,S08000026,4,50,85,-41.2
2021,1,2021-01-10,S08000028,2,21,34,-38.2
2021,1,2021-01-10,S08000028,3,40,77,-48.1
2021,1,2021-01-10,S08000028,4,5,10.5,-52.4
2021,1,2021-01-10,S08000029,1,283,425.5,-33.5
2021,1,2021-01-10,S08000029,2,205,315.5,-35
2021,1,2021-01-10,S08000029,3,168,239.5,-29.9
2021,1,2021-01-10,S08000029,4,103,126,-18.3
2021,1,2021-01-10,S08000029,5,95,154.5,-38.5
2021,1,2021-01-10,S08000030,1,248,301.5,-17.7
2021,1,2021-01-10,S08000030,2,187,248.5,-24.7
2021,1,2021-01-10,S08000030,3,218,275,-20.7
2021,1,2021-01-10,S08000030,4,267,318,-16
2021,1,2021-01-10,S08000030,5,164,220,-25.5
2021,1,2021-01-10,S08000031,1,2120,3086,-31.3
2021,1,2021-01-10,S08000031,2,839,1223.5,-31.4
2021,1,2021-01-10,S08000031,3,594,848.5,-30
2021,1,2021-01-10,S08000031,4,571,743.5,-23.2
2021,1,2021-01-10,S08000031,5,579,755.5,-23.4
2021,1,2021-01-10,S08000032,1,1079,1214.5,-11.2
2021,1,2021-01-10,S08000032,2,906,1112.5,-18.6
2021,1,2021-01-10,S08000032,3,529,645.5,-18
2021,1,2021-01-10,S08000032,4,401,446,-10.1
2021,1,2021-01-10,S08000032,5,292,322,-9.3
2021,1,2021-01-10,S92000003,1,5237,7308,-28.3
2021,1,2021-01-10,S92000003,2,4099,5884,-30.3
2021,1,2021-01-10,S92000003,3,3165,4476,-29.3
2021,1,2021-01-10,S92000003,4,2978,3902,-23.7
2021,1,2021-01-10,S92000003,5,2394,3330.5,-28.1
2021,1,2021-01-17,S08000015,1,410,742.5,-44.8
2021,1,2021-01-17,S08000015,2,272,517,-47.4
2021,1,2021-01-17,S08000015,3,157,293.5,-46.5
2021,1,2021-01-17,S08000015,4,111,200.5,-44.6
2021,1,2021-01-17,S08000015,5,94,175.5,-46.4
2021,1,2021-01-17,S08000016,1,27,35.5,-23.9
2021,1,2021-01-17,S08000016,2,81,107.5,-24.7
2021,1,2021-01-17,S08000016,3,132,192,-31.2
2021,1,2021-01-17,S08000016,4,117,182,-35.7
2021,1,2021-01-17,S08000016,5,26,42,-38.1
2021,1,2021-01-17,S08000017,1,61,107.5,-43.3
2021,1,2021-01-17,S08000017,2,141,281.5,-49.9
2021,1,2021-01-17,S08000017,3,133,240.5,-44.7
2021,1,2021-01-17,S08000017,4,61,111,-45
2021,1,2021-01-17,S08000017,5,43,53,-18.9
2021,1,2021-01-17,S08000019,1,158,259,-39
2021,1,2021-01-17,S08000019,2,215,307.5,-30.1
2021,1,2021-01-17,S08000019,3,131,189,-30.7
2021,1,2021-01-17,S08000019,4,123,176.5,-30.3
2021,1,2021-01-17,S08000019,5,106,143,-25.9
2021,1,2021-01-17,S08000020,1,64,125,-48.8
2021,1,2021-01-17,S08000020,2,216,336,-35.7
2021,1,2021-01-17,S08000020,3,169,321.5,-47.4
2021,1,2021-01-17,S08000020,4,244,452,-46
2021,1,2021-01-17,S08000020,5,242,447.5,-45.9
2021,1,2021-01-17,S08000022,1,60,121,-50.4
2021,1,2021-01-17,S08000022,2,147,206,-28.6
2021,1,2021-01-17,S08000022,3,212,269.5,-21.3
2021,1,2021-01-17,S08000022,4,196,269,-27.1
2021,1,2021-01-17,S08000022,5,56,81,-30.9
2021,1,2021-01-17,S08000024,1,501,765.5,-34.6
2021,1,2021-01-17,S08000024,2,680,1035.5,-34.3
2021,1,2021-01-17,S08000024,3,494,673.5,-26.7
2021,1,2021-01-17,S08000024,4,417,595,-29.9
2021,1,2021-01-17,S08000024,5,533,789,-32.4
2021,1,2021-01-17,S08000025,2,10,18,-44.4
2021,1,2021-01-17,S08000025,3,23,28,-17.9
2021,1,2021-01-17,S08000025,4,35,40.5,-13.6
2021,1,2021-01-17,S08000026,2,5,7,-28.6
2021,1,2021-01-17,S08000026,3,23,42.5,-45.9
2021,1,2021-01-17,S08000026,4,43,84,-48.8
2021,1,2021-01-17,S08000028,2,14,34,-58.8
2021,1,2021-01-17,S08000028,3,32,69,-53.6
2021,1,2021-01-17,S08000028,4,10,8,25
2021,1,2021-01-17,S08000029,1,259,374,-30.7
2021,1,2021-01-17,S08000029,2,184,284.5,-35.3
2021,1,2021-01-17,S08000029,3,160,223,-28.3
2021,1,2021-01-17,S08000029,4,106,134.5,-21.2
2021,1,2021-01-17,S08000029,5,99,137,-27.7
2021,1,2021-01-17,S08000030,1,189,288,-34.4
2021,1,2021-01-17,S08000030,2,152,237.5,-36
2021,1,2021-01-17,S08000030,3,141,266.5,-47.1
2021,1,2021-01-17,S08000030,4,180,291,-38.1
2021,1,2021-01-17,S08000030,5,103,195.5,-47.3
2021,1,2021-01-17,S08000031,1,1815,3023.5,-40
2021,1,2021-01-17,S08000031,2,699,1168.5,-40.2
2021,1,2021-01-17,S08000031,3,452,843.5,-46.4
2021,1,2021-01-17,S08000031,4,418,714,-41.5
2021,1,2021-01-17,S08000031,5,481,771,-37.6
2021,1,2021-01-17,S08000032,1,903,1204.5,-25
2021,1,2021-01-17,S08000032,2,809,1089.5,-25.7
2021,1,2021-01-17,S08000032,3,464,661.5,-29.9
2021,1,2021-01-17,S08000032,4,344,452,-23.9
2021,1,2021-01-17,S08000032,5,219,309,-29.1
2021,1,2021-01-17,S92000003,1,4447,7047,-36.9
2021,1,2021-01-17,S92000003,2,3625,5630,-35.6
2021,1,2021-01-17,S92000003,3,2723,4313.5,-36.9
2021,1,2021-01-17,S92000003,4,2405,3710,-35.2
2021,1,2021-01-17,S92000003,5,2006,3151.5,-36.3
2021,1,2021-01-24,S08000015,1,441,749,-41.1
2021,1,2021-01-24,S08000015,2,278,481.5,-42.3
2021,1,2021-01-24,S08000015,3,157,274.5,-42.8
2021,1,2021-01-24,S08000015,4,95,212.5,-55.3
2021,1,2021-01-24,S08000015,5,101,159,-36.5
2021,1,2021-01-24,S08000016,1,36,41,-12.2
2021,1,2021-01-24,S08000016,2,72,93,-22.6
2021,1,2021-01-24,S08000016,3,135,172.5,-21.7
2021,1,2021-01-24,S08000016,4,127,158,-19.6
2021,1,2021-01-24,S08000016,5,40,40,0
2021,1,2021-01-24,S08000017,1,66,126,-47.6
2021,1,2021-01-24,S08000017,2,160,274,-41.6
2021,1,2021-01-24,S08000017,3,142,236.5,-40
2021,1,2021-01-24,S08000017,4,59,100.5,-41.3
2021,1,2021-01-24,S08000017,5,37,61.5,-39.8
2021,1,2021-01-24,S08000019,1,175,258.5,-32.3
2021,1,2021-01-24,S08000019,2,221,309,-28.5
2021,1,2021-01-24,S08000019,3,135,198.5,-32
2021,1,2021-01-24,S08000019,4,117,158.5,-26.2
2021,1,2021-01-24,S08000019,5,104,156.5,-33.5
2021,1,2021-01-24,S08000020,1,54,129,-58.1
2021,1,2021-01-24,S08000020,2,207,349,-40.7
2021,1,2021-01-24,S08000020,3,241,337,-28.5
2021,1,2021-01-24,S08000020,4,293,462,-36.6
2021,1,2021-01-24,S08000020,5,291,468,-37.8
2021,1,2021-01-24,S08000022,1,94,120,-21.7
2021,1,2021-01-24,S08000022,2,153,219.5,-30.3
2021,1,2021-01-24,S08000022,3,218,285.5,-23.6
2021,1,2021-01-24,S08000022,4,180,276,-34.8
2021,1,2021-01-24,S08000022,5,40,85.5,-53.2
2021,1,2021-01-24,S08000024,1,553,771.5,-28.3
2021,1,2021-01-24,S08000024,2,725,976.5,-25.8
2021,1,2021-01-24,S08000024,3,503,699,-28
2021,1,2021-01-24,S08000024,4,413,643.5,-35.8
2021,1,2021-01-24,S08000024,5,567,813.5,-30.3
2021,1,2021-01-24,S08000025,2,12,19,-36.8
2021,1,2021-01-24,S08000025,3,25,33.5,-25.4
2021,1,2021-01-24,S08000025,4,43,44,-2.3
2021,1,2021-01-24,S08000025,5,6,11,-45.5
2021,1,2021-01-24,S08000026,3,30,45.5,-34.1
2021,1,2021-01-24,S08000026,4,40,85.5,-53.2
2021,1,2021-01-24,S08000028,2,15,29,-48.3
2021,1,2021-01-24,S08000028,3,47,69.5,-32.4
2021,1,2021-01-24,S08000028,4,6,7.5,-20
2021,1,2021-01-24,S08000029,1,239,398.5,-40
2021,1,2021-01-24,S08000029,2,206,274.5,-25
2021,1,2021-01-24,S08000029,3,134,211,-36.5
2021,1,2021-01-24,S08000029,4,82,131.5,-37.6
2021,1,2021-01-24,S08000029,5,90,131,-31.3
2021,1,2021-01-24,S08000030,1,232,286.5,-19
2021,1,2021-01-24,S08000030,2,156,221.5,-29.6
2021,1,2021-01-24,S08000030,3,183,218,-16.1
2021,1,2021-01-24,S08000030,4,210,316.5,-33.6
2021,1,2021-01-24,S08000030,5,128,197,-35
2021,1,2021-01-24,S08000031,1,1929,2961,-34.9
2021,1,2021-01-24,S08000031,2,717,1143.5,-37.3
2021,1,2021-01-24,S08000031,3,470,814.5,-42.3
2021,1,2021-01-24,S08000031,4,408,720.5,-43.4
2021,1,2021-01-24,S08000031,5,479,735,-34.8
2021,1,2021-01-24,S08000032,1,891,1205.5,-26.1
2021,1,2021-01-24,S08000032,2,807,1031.5,-21.8
2021,1,2021-01-24,S08000032,3,462,622,-25.7
2021,1,2021-01-24,S08000032,4,342,441.5,-22.5
2021,1,2021-01-24,S08000032,5,206,292,-29.5
2021,1,2021-01-24,S92000003,1,4711,7047,-33.1
2021,1,2021-01-24,S92000003,2,3733,5426.5,-31.2
2021,1,2021-01-24,S92000003,3,2882,4217.5,-31.7
2021,1,2021-01-24,S92000003,4,2415,3758,-35.7
2021,1,2021-01-24,S92000003,5,2090,3150.5,-33.7
2021,1,2021-01-31,S08000015,1,419,780,-46.3
2021,1,2021-01-31,S08000015,2,292,492,-40.7
2021,1,2021-01-31,S08000015,3,158,299.5,-47.2
2021,1,2021-01-31,S08000015,4,130,217,-40.1
2021,1,2021-01-31,S08000015,5,91,200.5,-54.6
2021,1,2021-01-31,S08000016,1,27,45,-40
2021,1,2021-01-31,S08000016,2,76,95.5,-20.4
2021,1,2021-01-31,S08000016,3,160,194,-17.5
2021,1,2021-01-31,S08000016,4,120,176.5,-32
2021,1,2021-01-31,S08000016,5,37,44,-15.9
2021,1,2021-01-31,S08000017,1,66,120,-45
2021,1,2021-01-31,S08000017,2,136,250.5,-45.7
2021,1,2021-01-31,S08000017,3,154,256,-39.8
2021,1,2021-01-31,S08000017,4,62,101.5,-38.9
2021,1,2021-01-31,S08000017,5,25,50,-50
2021,1,2021-01-31,S08000019,1,169,272.5,-38
2021,1,2021-01-31,S08000019,2,225,331,-32
2021,1,2021-01-31,S08000019,3,151,212,-28.8
2021,1,2021-01-31,S08000019,4,140,176,-20.5
2021,1,2021-01-31,S08000019,5,113,156,-27.6
2021,1,2021-01-31,S08000020,1,91,120.5,-24.5
2021,1,2021-01-31,S08000020,2,211,367.5,-42.6
2021,1,2021-01-31,S08000020,3,217,325,-33.2
2021,1,2021-01-31,S08000020,4,286,461,-38
2021,1,2021-01-31,S08000020,5,290,493,-41.2
2021,1,2021-01-31,S08000022,1,99,120.5,-17.8
2021,1,2021-01-31,S08000022,2,144,227,-36.6
2021,1,2021-01-31,S08000022,3,203,282.5,-28.1
2021,1,2021-01-31,S08000022,4,200,294.5,-32.1
2021,1,2021-01-31,S08000022,5,43,68.5,-37.2
2021,1,2021-01-31,S08000024,1,596,812,-26.6
2021,1,2021-01-31,S08000024,2,728,1013.5,-28.2
2021,1,2021-01-31,S08000024,3,477,715,-33.3
2021,1,2021-01-31,S08000024,4,469,658,-28.7
2021,1,2021-01-31,S08000024,5,579,875.5,-33.9
2021,1,2021-01-31,S08000025,2,8,11,-27.3
2021,1,2021-01-31,S08000025,3,14,35,-60
2021,1,2021-01-31,S08000025,4,34,51,-33.3
2021,1,2021-01-31,S08000026,3,24,35,-31.4
2021,1,2021-01-31,S08000026,4,57,83,-31.3
2021,1,2021-01-31,S08000028,2,14,30,-53.3
2021,1,2021-01-31,S08000028,3,24,65.5,-63.4
2021,1,2021-01-31,S08000029,1,238,394.5,-39.7
2021,1,2021-01-31,S08000029,2,193,313.5,-38.4
2021,1,2021-01-31,S08000029,3,155,215.5,-28.1
2021,1,2021-01-31,S08000029,4,80,141,-43.3
2021,1,2021-01-31,S08000029,5,77,136,-43.4
2021,1,2021-01-31,S08000030,1,195,312,-37.5
2021,1,2021-01-31,S08000030,2,147,232.5,-36.8
2021,1,2021-01-31,S08000030,3,161,250,-35.6
2021,1,2021-01-31,S08000030,4,179,325.5,-45
2021,1,2021-01-31,S08000030,5,105,195,-46.2
2021,1,2021-01-31,S08000031,1,1868,3106.5,-39.9
2021,1,2021-01-31,S08000031,2,767,1174,-34.7
2021,1,2021-01-31,S08000031,3,503,838,-40
2021,1,2021-01-31,S08000031,4,485,762,-36.4
2021,1,2021-01-31,S08000031,5,466,804,-42
2021,1,2021-01-31,S08000032,1,852,1277,-33.3
2021,1,2021-01-31,S08000032,2,776,1157,-32.9
2021,1,2021-01-31,S08000032,3,495,655.5,-24.5
2021,1,2021-01-31,S08000032,4,377,489,-22.9
2021,1,2021-01-31,S08000032,5,210,329.5,-36.3
2021,1,2021-01-31,S92000003,1,4621,7362.5,-37.2
2021,1,2021-01-31,S92000003,2,3719,5700.5,-34.8
2021,1,2021-01-31,S92000003,3,2896,4378.5,-33.9
2021,1,2021-01-31,S92000003,4,2622,3943,-33.5
2021,1,2021-01-31,S92000003,5,2042,3362,-39.3
2021,1,2021-02-07,S08000015,1,435,795,-45.3
2021,1,2021-02-07,S08000015,2,301,504,-40.3
2021,1,2021-02-07,S08000015,3,181,305,-40.7
2021,1,2021-02-07,S08000015,4,114,215,-47
2021,1,2021-02-07,S08000015,5,100,188,-46.8
2021,1,2021-02-07,S08000016,1,25,39.5,-36.7
2021,1,2021-02-07,S08000016,2,65,89.5,-27.4
2021,1,2021-02-07,S08000016,3,141,167,-15.6
2021,1,2021-02-07,S08000016,4,125,160,-21.9
2021,1,2021-02-07,S08000016,5,33,40.5,-18.5
2021,1,2021-02-07,S08000017,1,52,108.5,-52.1
2021,1,2021-02-07,S08000017,2,117,288.5,-59.4
2021,1,2021-02-07,S08000017,3,103,262,-60.7
2021,1,2021-02-07,S08000017,4,47,108.5,-56.7
2021,1,2021-02-07,S08000017,5,18,58,-69
2021,1,2021-02-07,S08000019,1,167,253.5,-34.1
2021,1,2021-02-07,S08000019,2,245,341.5,-28.3
2021,1,2021-02-07,S08000019,3,120,196,-38.8
2021,1,2021-02-07,S08000019,4,116,174.5,-33.5
2021,1,2021-02-07,S08000019,5,98,146,-32.9
2021,1,2021-02-07,S08000020,1,74,143.5,-48.4
2021,1,2021-02-07,S08000020,2,220,360,-38.9
2021,1,2021-02-07,S08000020,3,228,342.5,-33.4
2021,1,2021-02-07,S08000020,4,297,464,-36
2021,1,2021-02-07,S08000020,5,264,521,-49.3
2021,1,2021-02-07,S08000022,1,64,120,-46.7
2021,1,2021-02-07,S08000022,2,147,220,-33.2
2021,1,2021-02-07,S08000022,3,186,310.5,-40.1
2021,1,2021-02-07,S08000022,4,190,319,-40.4
2021,1,2021-02-07,S08000022,5,45,88.5,-49.2
2021,1,2021-02-07,S08000024,1,556,811,-31.4
2021,1,2021-02-07,S08000024,2,710,1100.5,-35.5
2021,1,2021-02-07,S08000024,3,512,744.5,-31.2
2021,1,2021-02-07,S08000024,4,444,641.5,-30.8
2021,1,2021-02-07,S08000024,5,523,860,-39.2
2021,1,2021-02-07,S08000025,2,6,16.5,-63.6
2021,1,2021-02-07,S08000025,3,16,41.5,-61.4
2021,1,2021-02-07,S08000025,4,23,52,-55.8
2021,1,2021-02-07,S08000025,5,6,9.5,-36.8
2021,1,2021-02-07,S08000026,3,35,42.5,-17.6
2021,1,2021-02-07,S08000026,4,56,91.5,-38.8
2021,1,2021-02-07,S08000028,2,11,31,-64.5
2021,1,2021-02-07,S08000028,3,34,86,-60.5
2021,1,2021-02-07,S08000028,4,6,15.5,-61.3
2021,1,2021-02-07,S08000029,1,248,400,-38
2021,1,2021-02-07,S08000029,2,206,303,-32
2021,1,2021-02-07,S08000029,3,128,238.5,-46.3
2021,1,2021-02-07,S08000029,4,96,129,-25.6
2021,1,2021-02-07,S08000029,5,84,142,-40.8
2021,1,2021-02-07,S08000030,1,201,336,-40.2
2021,1,2021-02-07,S08000030,2,155,230.5,-32.8
2021,1,2021-02-07,S08000030,3,164,265.5,-38.2
2021,1,2021-02-07,S08000030,4,204,309,-34
2021,1,2021-02-07,S08000030,5,106,204,-48
2021,1,2021-02-07,S08000031,1,1918,3051,-37.1
2021,1,2021-02-07,S08000031,2,722,1209,-40.3
2021,1,2021-02-07,S08000031,3,503,852.5,-41
2021,1,2021-02-07,S08000031,4,461,755.5,-39
2021,1,2021-02-07,S08000031,5,441,787.5,-44
2021,1,2021-02-07,S08000032,1,868,1288.5,-32.6
2021,1,2021-02-07,S08000032,2,859,1114.5,-22.9
2021,1,2021-02-07,S08000032,3,454,671.5,-32.4
2021,1,2021-02-07,S08000032,4,379,478.5,-20.8
2021,1,2021-02-07,S08000032,5,233,313.5,-25.7
2021,1,2021-02-07,S92000003,1,4610,7348.5,-37.3
2021,1,2021-02-07,S92000003,2,3768,5815.5,-35.2
2021,1,2021-02-07,S92000003,3,2805,4525.5,-38
2021,1,2021-02-07,S92000003,4,2558,3913.5,-34.6
2021,1,2021-02-07,S92000003,5,1952,3360,-41.9
2021,1,2021-02-14,S08000015,1,444,784,-43.4
2021,1,2021-02-14,S08000015,2,295,505.5,-41.6
2021,1,2021-02-14,S08000015,3,178,304.5,-41.5
2021,1,2021-02-14,S08000015,4,125,218,-42.7
2021,1,2021-02-14,S08000015,5,111,184.5,-39.8
2021,1,2021-02-14,S08000016,1,37,45,-17.8
2021,1,2021-02-14,S08000016,2,76,119.5,-36.4
2021,1,2021-02-14,S08000016,3,127,195.5,-35
2021,1,2021-02-14,S08000016,4,149,167,-10.8
2021,1,2021-02-14,S08000016,5,32,39.5,-19
2021,1,2021-02-14,S08000017,1,53,127.5,-58.4
2021,1,2021-02-14,S08000017,2,146,288,-49.3
2021,1,2021-02-14,S08000017,3,140,253.5,-44.8
2021,1,2021-02-14,S08000017,4,62,111.5,-44.4
2021,1,2021-02-14,S08000017,5,21,71,-70.4
2021,1,2021-02-14,S08000019,1,196,246.5,-20.5
2021,1,2021-02-14,S08000019,2,201,322.5,-37.7
2021,1,2021-02-14,S08000019,3,110,184,-40.2
2021,1,2021-02-14,S08000019,4,133,180,-26.1
2021,1,2021-02-14,S08000019,5,124,149,-16.8
2021,1,2021-02-14,S08000020,1,72,140,-48.6
2021,1,2021-02-14,S08000020,2,206,369.5,-44.2
2021,1,2021-02-14,S08000020,3,238,358,-33.5
2021,1,2021-02-14,S08000020,4,309,481,-35.8
2021,1,2021-02-14,S08000020,5,300,517.5,-42
2021,1,2021-02-14,S08000022,1,101,133.5,-24.3
2021,1,2021-02-14,S08000022,2,206,223.5,-7.8
2021,1,2021-02-14,S08000022,3,199,299.5,-33.6
2021,1,2021-02-14,S08000022,4,231,318.5,-27.5
2021,1,2021-02-14,S08000022,5,45,87.5,-48.6
2021,1,2021-02-14,S08000024,1,547,825,-33.7
2021,1,2021-02-14,S08000024,2,710,1078,-34.1
2021,1,2021-02-14,S08000024,3,502,750,-33.1
2021,1,2021-02-14,S08000024,4,442,682.5,-35.2
2021,1,2021-02-14,S08000024,5,567,888.5,-36.2
2021,1,2021-02-14,S08000025,2,7,13.5,-48.1
2021,1,2021-02-14,S08000025,3,25,37.5,-33.3
2021,1,2021-02-14,S08000025,4,30,53.5,-43.9
2021,1,2021-02-14,S08000025,5,8,12.5,-36
2021,1,2021-02-14,S08000026,2,7,4.5,55.6
2021,1,2021-02-14,S08000026,3,26,50,-48
2021,1,2021-02-14,S08000026,4,62,101,-38.6
2021,1,2021-02-14,S08000028,2,8,22,-63.6
2021,1,2021-02-14,S08000028,3,31,70,-55.7
2021,1,2021-02-14,S08000028,4,7,12.5,-44
2021,1,2021-02-14,S08000029,1,257,407.5,-36.9
2021,1,2021-02-14,S08000029,2,212,292.5,-27.5
2021,1,2021-02-14,S08000029,3,159,210.5,-24.5
2021,1,2021-02-14,S08000029,4,94,128.5,-26.8
2021,1,2021-02-14,S08000029,5,99,151,-34.4
2021,1,2021-02-14,S08000030,1,239,328.5,-27.2
