year,quarter,week_ending,hscp,age_group,sex,number_attendances,average20182019,percent_variation
2020,2,2020-05-03,S37000033,All ages,Male,179,292,-38.7
2020,2,2020-05-03,S37000034,Under 5,All,146,441,-66.9
2020,2,2020-05-03,S37000034,5 - 14,All,98,394,-75.1
2020,2,2020-05-03,S37000034,15 - 44,All,702,1449,-51.6
2020,2,2020-05-03,S37000034,45 - 64,All,543,753.5,-27.9
2020,2,2020-05-03,S37000034,65 - 74,All,187,234.5,-20.3
2020,2,2020-05-03,S37000034,75 - 84,All,143,218,-34.4
2020,2,2020-05-03,S37000034,85 and over,All,89,122.5,-27.3
2020,2,2020-05-03,S37000034,All ages,All,1923,3643.5,-47.2
2020,2,2020-05-03,S37000034,All ages,Female,891,1753.5,-49.2
2020,2,2020-05-03,S37000034,All ages,Male,1017,1859,-45.3
2020,2,2020-05-03,S37000035,Under 5,All,93,172.5,-46.1
2020,2,2020-05-03,S37000035,5 - 14,All,71,261,-72.8
2020,2,2020-05-03,S37000035,15 - 44,All,547,907,-39.7
2020,2,2020-05-03,S37000035,45 - 64,All,479,608.5,-21.3
2020,2,2020-05-03,S37000035,65 - 74,All,214,237.5,-9.9
2020,2,2020-05-03,S37000035,75 - 84,All,143,206.5,-30.8
2020,2,2020-05-03,S37000035,85 and over,All,61,75.5,-19.2
2020,2,2020-05-03,S37000035,All ages,All,1614,2481,-34.9
2020,2,2020-05-03,S37000035,All ages,Female,840,1215,-30.9
2020,2,2020-05-03,S37000035,All ages,Male,768,1253.5,-38.7
2020,2,2020-05-10,S37000001,Under 5,All,29,90.5,-68
2020,2,2020-05-10,S37000001,5 - 14,All,35,108.5,-67.7
2020,2,2020-05-10,S37000001,15 - 44,All,143,406,-64.8
2020,2,2020-05-10,S37000001,45 - 64,All,98,191.5,-48.8
2020,2,2020-05-10,S37000001,65 - 74,All,52,66.5,-21.8
2020,2,2020-05-10,S37000001,75 - 84,All,58,64.5,-10.1
2020,2,2020-05-10,S37000001,85 and over,All,42,39.5,6.3
2020,2,2020-05-10,S37000001,All ages,All,464,991.5,-53.2
2020,2,2020-05-10,S37000001,All ages,Female,219,467.5,-53.2
2020,2,2020-05-10,S37000001,All ages,Male,238,499.5,-52.4
2020,2,2020-05-10,S37000002,Under 5,All,32,60.5,-47.1
2020,2,2020-05-10,S37000002,5 - 14,All,45,100,-55
2020,2,2020-05-10,S37000002,15 - 44,All,71,169.5,-58.1
2020,2,2020-05-10,S37000002,45 - 64,All,90,105,-14.3
2020,2,2020-05-10,S37000002,65 - 74,All,39,50,-22
2020,2,2020-05-10,S37000002,75 - 84,All,54,56.5,-4.4
2020,2,2020-05-10,S37000002,85 and over,All,18,28,-35.7
2020,2,2020-05-10,S37000002,All ages,All,352,573.5,-38.6
2020,2,2020-05-10,S37000002,All ages,Female,170,266.5,-36.2
2020,2,2020-05-10,S37000002,All ages,Male,179,303,-40.9
2020,2,2020-05-10,S37000003,Under 5,All,5,12.5,-60
2020,2,2020-05-10,S37000003,5 - 14,All,10,28.5,-64.9
2020,2,2020-05-10,S37000003,15 - 44,All,44,75.5,-41.7
2020,2,2020-05-10,S37000003,45 - 64,All,37,47.5,-22.1
2020,2,2020-05-10,S37000003,65 - 74,All,19,22.5,-15.6
2020,2,2020-05-10,S37000003,75 - 84,All,9,20.5,-56.1
2020,2,2020-05-10,S37000003,85 and over,All,10,17,-41.2
2020,2,2020-05-10,S37000003,All ages,All,136,224.5,-39.4
2020,2,2020-05-10,S37000003,All ages,Female,67,109.5,-38.8
2020,2,2020-05-10,S37000003,All ages,Male,67,114.5,-41.5
2020,2,2020-05-10,S37000004,Under 5,All,9,17,-47.1
2020,2,2020-05-10,S37000004,5 - 14,All,9,21,-57.1
2020,2,2020-05-10,S37000004,15 - 44,All,42,87.5,-52
2020,2,2020-05-10,S37000004,45 - 64,All,22,47,-53.2
2020,2,2020-05-10,S37000004,65 - 74,All,14,29.5,-52.5
2020,2,2020-05-10,S37000004,75 - 84,All,17,32,-46.9
2020,2,2020-05-10,S37000004,85 and over,All,12,14.5,-17.2
2020,2,2020-05-10,S37000004,All ages,All,129,253,-49
2020,2,2020-05-10,S37000004,All ages,Female,59,134.5,-56.1
2020,2,2020-05-10,S37000004,All ages,Male,66,114,-42.1
2020,2,2020-05-10,S37000005,Under 5,All,13,32,-59.4
2020,2,2020-05-10,S37000005,5 - 14,All,15,47,-68.1
2020,2,2020-05-10,S37000005,15 - 44,All,98,161,-39.1
2020,2,2020-05-10,S37000005,45 - 64,All,60,110,-45.5
2020,2,2020-05-10,S37000005,65 - 74,All,37,42.5,-12.9
2020,2,2020-05-10,S37000005,75 - 84,All,35,49.5,-29.3
2020,2,2020-05-10,S37000005,85 and over,All,20,15.5,29
2020,2,2020-05-10,S37000005,All ages,All,280,465.5,-39.8
2020,2,2020-05-10,S37000005,All ages,Female,134,224.5,-40.3
2020,2,2020-05-10,S37000005,All ages,Male,144,233,-38.2
2020,2,2020-05-10,S37000006,Under 5,All,27,69,-60.9
2020,2,2020-05-10,S37000006,5 - 14,All,26,98,-73.5
2020,2,2020-05-10,S37000006,15 - 44,All,189,295.5,-36
2020,2,2020-05-10,S37000006,45 - 64,All,173,201.5,-14.1
2020,2,2020-05-10,S37000006,65 - 74,All,78,91,-14.3
2020,2,2020-05-10,S37000006,75 - 84,All,77,88,-12.5
2020,2,2020-05-10,S37000006,85 and over,All,37,47,-21.3
2020,2,2020-05-10,S37000006,All ages,All,610,891.5,-31.6
2020,2,2020-05-10,S37000006,All ages,Female,316,444,-28.8
2020,2,2020-05-10,S37000006,All ages,Male,291,446,-34.8
2020,2,2020-05-10,S37000007,Under 5,All,42,54,-22.2
2020,2,2020-05-10,S37000007,5 - 14,All,29,73.5,-60.5
2020,2,2020-05-10,S37000007,15 - 44,All,152,261,-41.8
2020,2,2020-05-10,S37000007,45 - 64,All,93,131,-29
2020,2,2020-05-10,S37000007,65 - 74,All,27,40,-32.5
2020,2,2020-05-10,S37000007,75 - 84,All,38,41.5,-8.4
2020,2,2020-05-10,S37000007,85 and over,All,26,17,52.9
2020,2,2020-05-10,S37000007,All ages,All,408,621.5,-34.4
2020,2,2020-05-10,S37000007,All ages,Female,214,285.5,-25
2020,2,2020-05-10,S37000007,All ages,Male,193,332.5,-42
2020,2,2020-05-10,S37000008,Under 5,All,41,78,-47.4
2020,2,2020-05-10,S37000008,5 - 14,All,48,95.5,-49.7
2020,2,2020-05-10,S37000008,15 - 44,All,171,261,-34.5
2020,2,2020-05-10,S37000008,45 - 64,All,158,147,7.5
2020,2,2020-05-10,S37000008,65 - 74,All,60,52,15.4
2020,2,2020-05-10,S37000008,75 - 84,All,50,59.5,-16
2020,2,2020-05-10,S37000008,85 and over,All,30,22.5,33.3
2020,2,2020-05-10,S37000008,All ages,All,560,720,-22.2
2020,2,2020-05-10,S37000008,All ages,Female,273,341,-19.9
2020,2,2020-05-10,S37000008,All ages,Male,285,374.5,-23.9
2020,2,2020-05-10,S37000009,Under 5,All,15,69,-78.3
2020,2,2020-05-10,S37000009,5 - 14,All,14,58.5,-76.1
2020,2,2020-05-10,S37000009,15 - 44,All,54,118.5,-54.4
2020,2,2020-05-10,S37000009,45 - 64,All,49,85.5,-42.7
2020,2,2020-05-10,S37000009,65 - 74,All,22,38,-42.1
2020,2,2020-05-10,S37000009,75 - 84,All,34,39,-12.8
2020,2,2020-05-10,S37000009,85 and over,All,22,25,-12
2020,2,2020-05-10,S37000009,All ages,All,211,434.5,-51.4
2020,2,2020-05-10,S37000009,All ages,Female,104,218.5,-52.4
2020,2,2020-05-10,S37000009,All ages,Male,106,215,-50.7
2020,2,2020-05-10,S37000010,Under 5,All,36,58.5,-38.5
2020,2,2020-05-10,S37000010,5 - 14,All,49,83.5,-41.3
2020,2,2020-05-10,S37000010,15 - 44,All,103,137,-24.8
2020,2,2020-05-10,S37000010,45 - 64,All,64,96.5,-33.7
2020,2,2020-05-10,S37000010,65 - 74,All,36,42,-14.3
2020,2,2020-05-10,S37000010,75 - 84,All,29,41.5,-30.1
2020,2,2020-05-10,S37000010,85 and over,All,15,29.5,-49.2
2020,2,2020-05-10,S37000010,All ages,All,336,491,-31.6
2020,2,2020-05-10,S37000010,All ages,Female,175,241,-27.4
2020,2,2020-05-10,S37000010,All ages,Male,157,247.5,-36.6
2020,2,2020-05-10,S37000011,Under 5,All,22,51.5,-57.3
2020,2,2020-05-10,S37000011,5 - 14,All,40,66.5,-39.8
2020,2,2020-05-10,S37000011,15 - 44,All,77,103,-25.2
2020,2,2020-05-10,S37000011,45 - 64,All,61,75.5,-19.2
2020,2,2020-05-10,S37000011,65 - 74,All,25,35.5,-29.6
2020,2,2020-05-10,S37000011,75 - 84,All,26,37,-29.7
2020,2,2020-05-10,S37000011,85 and over,All,19,23,-17.4
2020,2,2020-05-10,S37000011,All ages,All,270,393.5,-31.4
2020,2,2020-05-10,S37000011,All ages,Female,117,195,-40
2020,2,2020-05-10,S37000011,All ages,Male,153,197,-22.3
2020,2,2020-05-10,S37000012,Under 5,All,169,316.5,-46.6
2020,2,2020-05-10,S37000012,5 - 14,All,143,300,-52.3
2020,2,2020-05-10,S37000012,15 - 44,All,460,713.5,-35.5
2020,2,2020-05-10,S37000012,45 - 64,All,327,370,-11.6
2020,2,2020-05-10,S37000012,65 - 74,All,114,168.5,-32.3
2020,2,2020-05-10,S37000012,75 - 84,All,112,156,-28.2
2020,2,2020-05-10,S37000012,85 and over,All,69,102.5,-32.7
2020,2,2020-05-10,S37000012,All ages,All,1411,2181.5,-35.3
2020,2,2020-05-10,S37000012,All ages,Female,718,1055.5,-32
2020,2,2020-05-10,S37000012,All ages,Male,676,1071.5,-36.9
2020,2,2020-05-10,S37000013,Under 5,All,29,64.5,-55
2020,2,2020-05-10,S37000013,5 - 14,All,25,84,-70.2
2020,2,2020-05-10,S37000013,15 - 44,All,149,295.5,-49.6
2020,2,2020-05-10,S37000013,45 - 64,All,110,198,-44.4
2020,2,2020-05-10,S37000013,65 - 74,All,34,80,-57.5
2020,2,2020-05-10,S37000013,75 - 84,All,62,72.5,-14.5
2020,2,2020-05-10,S37000013,85 and over,All,22,29.5,-25.4
2020,2,2020-05-10,S37000013,All ages,All,434,835.5,-48.1
2020,2,2020-05-10,S37000013,All ages,Female,209,396.5,-47.3
2020,2,2020-05-10,S37000013,All ages,Male,222,427.5,-48.1
2020,2,2020-05-10,S37000016,Under 5,All,26,55.5,-53.2
2020,2,2020-05-10,S37000016,5 - 14,All,39,112,-65.2
2020,2,2020-05-10,S37000016,15 - 44,All,185,346.5,-46.6
2020,2,2020-05-10,S37000016,45 - 64,All,162,230,-29.6
2020,2,2020-05-10,S37000016,65 - 74,All,66,103.5,-36.2
2020,2,2020-05-10,S37000016,75 - 84,All,53,88,-39.8
2020,2,2020-05-10,S37000016,85 and over,All,31,42.5,-27.1
2020,2,2020-05-10,S37000016,All ages,All,574,990.5,-42
2020,2,2020-05-10,S37000016,All ages,Female,282,464,-39.2
2020,2,2020-05-10,S37000016,All ages,Male,280,514,-45.5
2020,2,2020-05-10,S37000017,Under 5,All,19,37.5,-49.3
2020,2,2020-05-10,S37000017,5 - 14,All,19,67,-71.6
2020,2,2020-05-10,S37000017,15 - 44,All,120,195,-38.5
2020,2,2020-05-10,S37000017,45 - 64,All,88,147.5,-40.3
2020,2,2020-05-10,S37000017,65 - 74,All,30,63.5,-52.8
2020,2,2020-05-10,S37000017,75 - 84,All,29,57,-49.1
2020,2,2020-05-10,S37000017,85 and over,All,16,33.5,-52.2
2020,2,2020-05-10,S37000017,All ages,All,321,602,-46.7
2020,2,2020-05-10,S37000017,All ages,Female,178,296.5,-40
2020,2,2020-05-10,S37000017,All ages,Male,143,304.5,-53
2020,2,2020-05-10,S37000018,Under 5,All,58,75.5,-23.2
2020,2,2020-05-10,S37000018,5 - 14,All,46,85.5,-46.2
2020,2,2020-05-10,S37000018,15 - 44,All,120,155,-22.6
2020,2,2020-05-10,S37000018,45 - 64,All,82,102,-19.6
2020,2,2020-05-10,S37000018,65 - 74,All,27,60.5,-55.4
2020,2,2020-05-10,S37000018,75 - 84,All,34,35,-2.9
2020,2,2020-05-10,S37000018,85 and over,All,10,23,-56.5
2020,2,2020-05-10,S37000018,All ages,All,381,540.5,-29.5
2020,2,2020-05-10,S37000018,All ages,Female,200,260,-23.1
2020,2,2020-05-10,S37000018,All ages,Male,177,276.5,-36
2020,2,2020-05-10,S37000019,Under 5,All,28,28,0
2020,2,2020-05-10,S37000019,5 - 14,All,13,60.5,-78.5
2020,2,2020-05-10,S37000019,15 - 44,All,76,161.5,-52.9
2020,2,2020-05-10,S37000019,45 - 64,All,64,115,-44.3
2020,2,2020-05-10,S37000019,65 - 74,All,33,51.5,-35.9
2020,2,2020-05-10,S37000019,75 - 84,All,30,41,-26.8
2020,2,2020-05-10,S37000019,85 and over,All,17,18,-5.6
2020,2,2020-05-10,S37000019,All ages,All,264,482,-45.2
2020,2,2020-05-10,S37000019,All ages,Female,138,242.5,-43.1
2020,2,2020-05-10,S37000019,All ages,Male,123,233,-47.2
2020,2,2020-05-10,S37000020,Under 5,All,29,77.5,-62.6
2020,2,2020-05-10,S37000020,5 - 14,All,25,100,-75
2020,2,2020-05-10,S37000020,15 - 44,All,169,270,-37.4
2020,2,2020-05-10,S37000020,45 - 64,All,153,175.5,-12.8
2020,2,2020-05-10,S37000020,65 - 74,All,81,77.5,4.5
2020,2,2020-05-10,S37000020,75 - 84,All,71,62,14.5
2020,2,2020-05-10,S37000020,85 and over,All,30,36.5,-17.8
2020,2,2020-05-10,S37000020,All ages,All,562,802.5,-30
2020,2,2020-05-10,S37000020,All ages,Female,268,401,-33.2
2020,2,2020-05-10,S37000020,All ages,Male,290,398,-27.1
2020,2,2020-05-10,S37000022,Under 5,All,8,6,33.3
2020,2,2020-05-10,S37000022,5 - 14,All,6,10,-40
2020,2,2020-05-10,S37000022,15 - 44,All,30,37,-18.9
2020,2,2020-05-10,S37000022,45 - 64,All,22,24,-8.3
2020,2,2020-05-10,S37000022,65 - 74,All,11,13,-15.4
2020,2,2020-05-10,S37000022,75 - 84,All,6,17.5,-65.7
2020,2,2020-05-10,S37000022,85 and over,All,15,6,150
2020,2,2020-05-10,S37000022,All ages,All,98,113.5,-13.7
2020,2,2020-05-10,S37000022,All ages,Female,47,58.5,-19.7
2020,2,2020-05-10,S37000022,All ages,Male,51,55,-7.3
2020,2,2020-05-10,S37000024,Under 5,All,42,96,-56.2
2020,2,2020-05-10,S37000024,5 - 14,All,41,153,-73.2
2020,2,2020-05-10,S37000024,15 - 44,All,190,428,-55.6
2020,2,2020-05-10,S37000024,45 - 64,All,139,286.5,-51.5
2020,2,2020-05-10,S37000024,65 - 74,All,48,102,-52.9
2020,2,2020-05-10,S37000024,75 - 84,All,58,111.5,-48
2020,2,2020-05-10,S37000024,85 and over,All,30,54.5,-45
2020,2,2020-05-10,S37000024,All ages,All,552,1236.5,-55.4
2020,2,2020-05-10,S37000024,All ages,Female,287,609,-52.9
2020,2,2020-05-10,S37000024,All ages,Male,261,622.5,-58.1
2020,2,2020-05-10,S37000025,Under 5,All,22,31,-29
2020,2,2020-05-10,S37000025,5 - 14,All,23,59.5,-61.3
2020,2,2020-05-10,S37000025,15 - 44,All,104,194.5,-46.5
2020,2,2020-05-10,S37000025,45 - 64,All,80,156.5,-48.9
2020,2,2020-05-10,S37000025,65 - 74,All,70,75,-6.7
2020,2,2020-05-10,S37000025,75 - 84,All,56,67,-16.4
2020,2,2020-05-10,S37000025,85 and over,All,40,55,-27.3
2020,2,2020-05-10,S37000025,All ages,All,397,644,-38.4
2020,2,2020-05-10,S37000025,All ages,Female,194,320,-39.4
2020,2,2020-05-10,S37000025,All ages,Male,201,318.5,-36.9
2020,2,2020-05-10,S37000026,Under 5,All,8,11,-27.3
2020,2,2020-05-10,S37000026,5 - 14,All,7,18,-61.1
2020,2,2020-05-10,S37000026,15 - 44,All,34,43,-20.9
2020,2,2020-05-10,S37000026,45 - 64,All,17,26.5,-35.8
2020,2,2020-05-10,S37000026,65 - 74,All,7,19.5,-64.1
2020,2,2020-05-10,S37000026,75 - 84,All,9,17,-47.1
2020,2,2020-05-10,S37000026,85 and over,All,5,6,-16.7
2020,2,2020-05-10,S37000026,All ages,All,87,141.5,-38.5
2020,2,2020-05-10,S37000026,All ages,Female,36,67,-46.3
2020,2,2020-05-10,S37000026,All ages,Male,51,74,-31.1
2020,2,2020-05-10,S37000027,Under 5,All,19,66,-71.2
2020,2,2020-05-10,S37000027,5 - 14,All,32,77,-58.4
2020,2,2020-05-10,S37000027,15 - 44,All,169,234,-27.8
2020,2,2020-05-10,S37000027,45 - 64,All,118,149,-20.8
2020,2,2020-05-10,S37000027,65 - 74,All,61,79,-22.8
2020,2,2020-05-10,S37000027,75 - 84,All,72,77,-6.5
2020,2,2020-05-10,S37000027,85 and over,All,28,41,-31.7
2020,2,2020-05-10,S37000027,All ages,All,502,727.5,-31
2020,2,2020-05-10,S37000027,All ages,Female,253,366,-30.9
2020,2,2020-05-10,S37000027,All ages,Male,246,357,-31.1
2020,2,2020-05-10,S37000028,Under 5,All,75,146.5,-48.8
2020,2,2020-05-10,S37000028,5 - 14,All,77,209.5,-63.2
2020,2,2020-05-10,S37000028,15 - 44,All,462,686,-32.7
2020,2,2020-05-10,S37000028,45 - 64,All,400,480.5,-16.8
2020,2,2020-05-10,S37000028,65 - 74,All,178,203,-12.3
2020,2,2020-05-10,S37000028,75 - 84,All,134,187,-28.3
2020,2,2020-05-10,S37000028,85 and over,All,84,95,-11.6
2020,2,2020-05-31,S37000008,45 - 64,All,150,173.5,-13.5
2020,2,2020-05-31,S37000008,65 - 74,All,62,66.5,-6.8
2020,2,2020-05-31,S37000008,75 - 84,All,72,69,4.3
2020,2,2020-05-31,S37000008,85 and over,All,25,26.5,-5.7
2020,2,2020-05-31,S37000008,All ages,All,632,814.5,-22.4
2020,2,2020-05-31,S37000008,All ages,Female,271,370.5,-26.9
2020,2,2020-05-31,S37000008,All ages,Male,357,441,-19
2020,2,2020-05-31,S37000009,Under 5,All,21,49.5,-57.6
2020,2,2020-05-31,S37000009,5 - 14,All,29,48.5,-40.2
2020,2,2020-05-31,S37000009,15 - 44,All,69,114,-39.5
2020,2,2020-05-31,S37000009,45 - 64,All,47,77,-39
2020,2,2020-05-31,S37000009,65 - 74,All,32,38.5,-16.9
2020,2,2020-05-31,S37000009,75 - 84,All,38,42,-9.5
2020,2,2020-05-31,S37000009,85 and over,All,19,33,-42.4
2020,2,2020-05-10,S37000028,All ages,All,1419,2019.5,-29.7
2020,2,2020-05-10,S37000028,All ages,Female,728,1007.5,-27.7
2020,2,2020-05-10,S37000028,All ages,Male,682,1000,-31.8
2020,2,2020-05-10,S37000029,Under 5,All,11,41.5,-73.5
2020,2,2020-05-10,S37000029,5 - 14,All,17,50,-66
2020,2,2020-05-10,S37000029,15 - 44,All,73,149,-51
2020,2,2020-05-10,S37000029,45 - 64,All,77,92.5,-16.8
2020,2,2020-05-10,S37000029,65 - 74,All,22,33,-33.3
2020,2,2020-05-10,S37000029,75 - 84,All,17,26.5,-35.8
2020,2,2020-05-10,S37000029,85 and over,All,14,15.5,-9.7
2020,2,2020-05-10,S37000029,All ages,All,233,411.5,-43.4
2020,2,2020-05-10,S37000029,All ages,Female,124,215,-42.3
2020,2,2020-05-10,S37000029,All ages,Male,107,193,-44.6
2020,2,2020-05-10,S37000030,Under 5,All,76,104,-26.9
2020,2,2020-05-10,S37000030,5 - 14,All,64,140,-54.3
2020,2,2020-05-10,S37000030,15 - 44,All,282,406.5,-30.6
2020,2,2020-05-10,S37000030,45 - 64,All,196,229,-14.4
2020,2,2020-05-10,S37000030,65 - 74,All,61,103.5,-41.1
2020,2,2020-05-10,S37000030,75 - 84,All,56,81.5,-31.3
2020,2,2020-05-10,S37000030,85 and over,All,30,41.5,-27.7
2020,2,2020-05-10,S37000030,All ages,All,770,1114,-30.9
2020,2,2020-05-10,S37000030,All ages,Female,351,526.5,-33.3
2020,2,2020-05-10,S37000030,All ages,Male,414,579.5,-28.6
2020,2,2020-05-10,S37000031,5 - 14,All,5,13,-61.5
2020,2,2020-05-10,S37000031,15 - 44,All,19,54.5,-65.1
2020,2,2020-05-10,S37000031,45 - 64,All,16,31.5,-49.2
2020,2,2020-05-10,S37000031,65 - 74,All,8,16.5,-51.5
2020,2,2020-05-10,S37000031,75 - 84,All,6,13.5,-55.6
2020,2,2020-05-10,S37000031,85 and over,All,5,9.5,-47.4
2020,2,2020-05-10,S37000031,All ages,All,61,146,-58.2
2020,2,2020-05-10,S37000031,All ages,Female,31,72,-56.9
2020,2,2020-05-10,S37000031,All ages,Male,30,73,-58.9
2020,2,2020-05-10,S37000032,Under 5,All,54,114,-52.6
2020,2,2020-05-10,S37000032,5 - 14,All,56,164,-65.9
2020,2,2020-05-10,S37000032,15 - 44,All,269,555,-51.5
2020,2,2020-05-10,S37000032,45 - 64,All,202,339.5,-40.5
2020,2,2020-05-10,S37000032,65 - 74,All,102,145,-29.7
2020,2,2020-05-10,S37000032,75 - 84,All,73,139.5,-47.7
2020,2,2020-05-10,S37000032,85 and over,All,54,73,-26
2020,2,2020-05-10,S37000032,All ages,All,814,1535.5,-47
2020,2,2020-05-10,S37000032,All ages,Female,415,728.5,-43
2020,2,2020-05-10,S37000032,All ages,Male,395,801.5,-50.7
2020,2,2020-05-10,S37000033,Under 5,All,28,39,-28.2
2020,2,2020-05-10,S37000033,5 - 14,All,32,73.5,-56.5
2020,2,2020-05-10,S37000033,15 - 44,All,100,202.5,-50.6
2020,2,2020-05-10,S37000033,45 - 64,All,69,110.5,-37.6
2020,2,2020-05-10,S37000033,65 - 74,All,39,54,-27.8
2020,2,2020-05-10,S37000033,75 - 84,All,38,52,-26.9
2020,2,2020-05-10,S37000033,85 and over,All,24,30,-20
2020,2,2020-05-10,S37000033,All ages,All,331,565,-41.4
2020,2,2020-05-10,S37000033,All ages,Female,149,246,-39.4
2020,2,2020-05-10,S37000033,All ages,Male,181,315.5,-42.6
2020,2,2020-05-10,S37000034,Under 5,All,135,448,-69.9
2020,2,2020-05-10,S37000034,5 - 14,All,118,359,-67.1
2020,2,2020-05-10,S37000034,15 - 44,All,820,1402.5,-41.5
2020,2,2020-05-10,S37000034,45 - 64,All,543,749.5,-27.6
2020,2,2020-05-10,S37000034,65 - 74,All,172,232,-25.9
2020,2,2020-05-10,S37000034,75 - 84,All,142,235.5,-39.7
2020,2,2020-05-10,S37000034,85 and over,All,87,125,-30.4
2020,2,2020-05-10,S37000034,All ages,All,2040,3581.5,-43
2020,2,2020-05-10,S37000034,All ages,Female,934,1721,-45.7
2020,2,2020-05-10,S37000034,All ages,Male,1083,1830.5,-40.8
2020,2,2020-05-10,S37000035,Under 5,All,95,182,-47.8
2020,2,2020-05-10,S37000035,5 - 14,All,108,254.5,-57.6
2020,2,2020-05-10,S37000035,15 - 44,All,585,891.5,-34.4
2020,2,2020-05-10,S37000035,45 - 64,All,432,635,-32
2020,2,2020-05-10,S37000035,65 - 74,All,192,247,-22.3
2020,2,2020-05-10,S37000035,75 - 84,All,148,216.5,-31.6
2020,2,2020-05-10,S37000035,85 and over,All,69,84,-17.9
2020,2,2020-05-10,S37000035,All ages,All,1640,2523,-35
2020,2,2020-05-10,S37000035,All ages,Female,779,1250,-37.7
2020,2,2020-05-10,S37000035,All ages,Male,850,1260.5,-32.6
2020,2,2020-05-17,S37000001,Under 5,All,40,84.5,-52.7
2020,2,2020-05-17,S37000001,5 - 14,All,36,130,-72.3
2020,2,2020-05-17,S37000001,15 - 44,All,134,402.5,-66.7
2020,2,2020-05-17,S37000001,45 - 64,All,107,180,-40.6
2020,2,2020-05-17,S37000001,65 - 74,All,42,64,-34.4
2020,2,2020-05-17,S37000001,75 - 84,All,48,62,-22.6
2020,2,2020-05-17,S37000001,85 and over,All,45,40,12.5
2020,2,2020-05-17,S37000001,All ages,All,459,982.5,-53.3
2020,2,2020-05-17,S37000001,All ages,Female,208,466.5,-55.4
2020,2,2020-05-17,S37000001,All ages,Male,244,496.5,-50.9
2020,2,2020-05-17,S37000002,Under 5,All,31,49.5,-37.4
2020,2,2020-05-17,S37000002,5 - 14,All,35,123.5,-71.7
2020,2,2020-05-17,S37000002,15 - 44,All,92,186.5,-50.7
2020,2,2020-05-17,S37000002,45 - 64,All,72,104,-30.8
2020,2,2020-05-17,S37000002,65 - 74,All,50,65.5,-23.7
2020,2,2020-05-17,S37000002,75 - 84,All,48,43,11.6
2020,2,2020-05-17,S37000002,85 and over,All,23,27,-14.8
2020,2,2020-05-17,S37000002,All ages,All,351,601,-41.6
2020,2,2020-05-17,S37000002,All ages,Female,156,283,-44.9
2020,2,2020-05-17,S37000002,All ages,Male,195,316,-38.3
2020,2,2020-05-17,S37000003,Under 5,All,6,11.5,-47.8
2020,2,2020-05-17,S37000003,5 - 14,All,12,22,-45.5
2020,2,2020-05-17,S37000003,15 - 44,All,54,68.5,-21.2
2020,2,2020-05-17,S37000003,45 - 64,All,26,53,-50.9
2020,2,2020-05-17,S37000003,65 - 74,All,15,22.5,-33.3
2020,2,2020-05-17,S37000003,75 - 84,All,19,26,-26.9
2020,2,2020-05-17,S37000003,85 and over,All,11,15.5,-29
2020,2,2020-05-17,S37000003,All ages,All,148,220.5,-32.9
2020,2,2020-05-17,S37000003,All ages,Female,66,101,-34.7
2020,2,2020-05-17,S37000003,All ages,Male,77,118,-34.7
2020,2,2020-05-17,S37000004,Under 5,All,7,15.5,-54.8
2020,2,2020-05-17,S37000004,5 - 14,All,5,24,-79.2
2020,2,2020-05-17,S37000004,15 - 44,All,30,80.5,-62.7
2020,2,2020-05-17,S37000004,45 - 64,All,35,60.5,-42.1
2020,2,2020-05-17,S37000004,65 - 74,All,23,28,-17.9
2020,2,2020-05-17,S37000004,75 - 84,All,13,27.5,-52.7
2020,2,2020-05-17,S37000004,85 and over,All,10,18.5,-45.9
2020,2,2020-05-17,S37000004,All ages,All,126,258.5,-51.3
2020,2,2020-05-17,S37000004,All ages,Female,61,128.5,-52.5
2020,2,2020-05-17,S37000004,All ages,Male,62,126,-50.8
2020,2,2020-05-17,S37000005,Under 5,All,21,39.5,-46.8
2020,2,2020-05-17,S37000005,5 - 14,All,14,43.5,-67.8
2020,2,2020-05-17,S37000005,15 - 44,All,101,178,-43.3
2020,2,2020-05-17,S37000005,45 - 64,All,65,95.5,-31.9
2020,2,2020-05-17,S37000005,65 - 74,All,28,49,-42.9
2020,2,2020-05-17,S37000005,75 - 84,All,20,48.5,-58.8
2020,2,2020-05-17,S37000005,85 and over,All,13,23.5,-44.7
2020,2,2020-05-17,S37000005,All ages,All,263,483.5,-45.6
2020,2,2020-05-17,S37000005,All ages,Female,132,223,-40.8
2020,2,2020-05-17,S37000005,All ages,Male,130,254.5,-48.9
2020,2,2020-05-17,S37000006,Under 5,All,30,74.5,-59.7
2020,2,2020-05-17,S37000006,5 - 14,All,25,127.5,-80.4
2020,2,2020-05-17,S37000006,15 - 44,All,179,284.5,-37.1
2020,2,2020-05-17,S37000006,45 - 64,All,148,206.5,-28.3
2020,2,2020-05-17,S37000006,65 - 74,All,75,98.5,-23.9
2020,2,2020-05-17,S37000006,75 - 84,All,81,105.5,-23.2
2020,2,2020-05-17,S37000006,85 and over,All,37,39.5,-6.3
2020,2,2020-05-17,S37000006,All ages,All,577,938,-38.5
2020,2,2020-05-17,S37000006,All ages,Female,287,465.5,-38.3
2020,2,2020-05-17,S37000006,All ages,Male,288,471,-38.9
2020,2,2020-05-17,S37000007,Under 5,All,22,43.5,-49.4
2020,2,2020-05-17,S37000007,5 - 14,All,28,80.5,-65.2
2020,2,2020-05-17,S37000007,15 - 44,All,152,272,-44.1
