year,quarter,week_ending,hscp,simd_quintile,sas_incidents,average20182019,percent_variation
2020,4,2020-11-15,S37000012,4,97,103.5,-6.3
2020,4,2020-11-15,S37000012,5,198,220,-10
2020,4,2020-11-15,S37000013,1,63,71,-11.3
2020,4,2020-11-15,S37000013,2,96,97.5,-1.5
2020,4,2020-11-15,S37000013,3,62,49.5,25.3
2020,4,2020-11-15,S37000013,4,45,39,15.4
2020,4,2020-11-15,S37000013,5,30,35,-14.3
2020,4,2020-11-15,S37000016,1,56,69,-18.8
2020,4,2020-11-15,S37000016,2,101,119.5,-15.5
2020,4,2020-11-15,S37000016,3,154,145,6.2
2020,4,2020-11-15,S37000016,4,121,139.5,-13.3
2020,4,2020-11-15,S37000016,5,31,41.5,-25.3
2020,4,2020-11-15,S37000017,1,101,92,9.8
2020,4,2020-11-15,S37000017,2,27,27,0
2020,4,2020-11-15,S37000017,3,23,24,-4.2
2020,4,2020-11-15,S37000017,4,10,19.5,-48.7
2020,4,2020-11-15,S37000017,5,17,19.5,-12.8
2020,4,2020-11-15,S37000018,1,34,26.5,28.3
2020,4,2020-11-15,S37000018,2,65,77.5,-16.1
2020,4,2020-11-15,S37000018,3,33,32.5,1.5
2020,4,2020-11-15,S37000018,4,26,21.5,20.9
2020,4,2020-11-15,S37000018,5,16,15.5,3.2
2020,4,2020-11-15,S37000019,2,41,39.5,3.8
2020,4,2020-11-15,S37000019,3,48,58.5,-17.9
2020,4,2020-11-15,S37000019,4,53,58,-8.6
2020,4,2020-11-15,S37000019,5,13,20,-35
2020,4,2020-11-15,S37000020,1,155,191.5,-19.1
2020,4,2020-11-15,S37000020,2,52,74,-29.7
2020,4,2020-11-15,S37000020,3,48,54.5,-11.9
2020,4,2020-11-15,S37000020,4,35,41.5,-15.7
2020,4,2020-11-15,S37000020,5,12,18.5,-35.1
2020,4,2020-11-15,S37000022,2,5,6,-16.7
2020,4,2020-11-15,S37000022,3,8,15,-46.7
2020,4,2020-11-15,S37000022,4,15,22.5,-33.3
2020,4,2020-11-15,S37000024,1,124,152.5,-18.7
2020,4,2020-11-15,S37000024,2,74,81,-8.6
2020,4,2020-11-15,S37000024,3,44,51,-13.7
2020,4,2020-11-15,S37000024,4,38,44.5,-14.6
2020,4,2020-11-15,S37000024,5,28,28,0
2020,4,2020-11-15,S37000025,1,16,26,-38.5
2020,4,2020-11-15,S37000025,2,44,55.5,-20.7
2020,4,2020-11-15,S37000025,3,93,96,-3.1
2020,4,2020-11-15,S37000025,4,71,88,-19.3
2020,4,2020-11-15,S37000025,5,20,16,25
2020,4,2020-11-15,S37000026,3,13,16,-18.8
2020,4,2020-11-15,S37000026,4,28,20,40
2020,4,2020-11-15,S37000027,1,66,66.5,-0.8
2020,4,2020-11-15,S37000027,2,80,88.5,-9.6
2020,4,2020-11-15,S37000027,3,49,52.5,-6.7
2020,4,2020-11-15,S37000027,4,33,35.5,-7
2020,4,2020-11-15,S37000027,5,40,44.5,-10.1
2020,4,2020-11-15,S37000028,1,165,182,-9.3
2020,4,2020-11-15,S37000028,2,190,209.5,-9.3
2020,4,2020-11-15,S37000028,3,88,121,-27.3
2020,4,2020-11-15,S37000028,4,83,96.5,-14
2020,4,2020-11-15,S37000028,5,62,51.5,20.4
2020,4,2020-11-15,S37000029,1,108,98.5,9.6
2020,4,2020-11-15,S37000029,2,63,74,-14.9
2020,4,2020-11-15,S37000029,3,27,27.5,-1.8
2020,4,2020-11-15,S37000029,4,15,16,-6.2
2020,4,2020-11-15,S37000029,5,6,5,20
2020,4,2020-11-15,S37000030,1,68,68.5,-0.7
2020,4,2020-11-15,S37000030,2,103,111,-7.2
2020,4,2020-11-15,S37000030,3,69,69.5,-0.7
2020,4,2020-11-15,S37000030,4,35,43,-18.6
2020,4,2020-11-15,S37000030,5,30,29.5,1.7
2020,4,2020-11-15,S37000031,2,24,21.5,11.6
2020,4,2020-11-15,S37000031,3,37,50.5,-26.7
2020,4,2020-11-15,S37000031,4,5,3,66.7
2020,4,2020-11-15,S37000032,1,219,225.5,-2.9
2020,4,2020-11-15,S37000032,2,173,182,-4.9
2020,4,2020-11-15,S37000032,3,178,162,9.9
2020,4,2020-11-15,S37000032,4,102,102.5,-0.5
2020,4,2020-11-15,S37000032,5,100,114.5,-12.7
2020,4,2020-11-15,S37000033,1,18,26,-30.8
2020,4,2020-11-15,S37000033,2,59,41,43.9
2020,4,2020-11-15,S37000033,3,62,82,-24.4
2020,4,2020-11-15,S37000033,4,81,97.5,-16.9
2020,4,2020-11-15,S37000033,5,45,45,0
2020,4,2020-11-15,S37000034,1,781,874.5,-10.7
2020,4,2020-11-15,S37000034,2,208,191.5,8.6
2020,4,2020-11-15,S37000034,3,146,123,18.7
2020,4,2020-11-15,S37000034,4,80,74,8.1
2020,4,2020-11-15,S37000034,5,39,56,-30.4
2020,4,2020-11-15,S37000035,1,305,304.5,0.2
2020,4,2020-11-15,S37000035,2,203,217.5,-6.7
2020,4,2020-11-15,S37000035,3,98,104.5,-6.2
2020,4,2020-11-15,S37000035,4,68,73,-6.8
2020,4,2020-11-15,S37000035,5,27,42.5,-36.5
2020,4,2020-11-22,S37000001,1,45,45,0
2020,4,2020-11-22,S37000001,2,112,121,-7.4
2020,4,2020-11-22,S37000001,3,65,72.5,-10.3
2020,4,2020-11-22,S37000001,4,46,70,-34.3
2020,4,2020-11-22,S37000001,5,103,112,-8
2020,4,2020-11-22,S37000002,1,8,13.5,-40.7
2020,4,2020-11-22,S37000002,2,36,51.5,-30.1
2020,4,2020-11-22,S37000002,3,114,100.5,13.4
2020,4,2020-11-22,S37000002,4,152,156,-2.6
2020,4,2020-11-22,S37000002,5,112,105.5,6.2
2020,4,2020-11-22,S37000003,1,15,24.5,-38.8
2020,4,2020-11-22,S37000003,2,66,52,26.9
2020,4,2020-11-22,S37000003,3,62,73.5,-15.6
2020,4,2020-11-22,S37000003,4,54,46,17.4
2020,4,2020-11-22,S37000003,5,25,30.5,-18
2020,4,2020-11-22,S37000004,1,43,23,87
2020,4,2020-11-22,S37000004,2,47,55.5,-15.3
2020,4,2020-11-22,S37000004,3,75,87,-13.8
2020,4,2020-11-22,S37000004,4,49,39,25.6
2020,4,2020-11-22,S37000004,5,14,15,-6.7
2020,4,2020-11-22,S37000005,1,89,73,21.9
2020,4,2020-11-22,S37000005,2,53,61,-13.1
2020,4,2020-11-22,S37000005,3,44,45,-2.2
2020,4,2020-11-22,S37000005,4,59,45.5,29.7
2020,4,2020-11-22,S37000005,5,40,45,-11.1
2020,4,2020-11-22,S37000006,1,29,51.5,-43.7
2020,4,2020-11-22,S37000006,2,100,121,-17.4
2020,4,2020-11-22,S37000006,3,86,124.5,-30.9
2020,4,2020-11-22,S37000006,4,38,44,-13.6
2020,4,2020-11-22,S37000006,5,12,24,-50
2020,4,2020-11-22,S37000007,1,153,160,-4.4
2020,4,2020-11-22,S37000007,2,68,73,-6.8
2020,4,2020-11-22,S37000007,3,32,28.5,12.3
2020,4,2020-11-22,S37000007,4,37,40,-7.5
2020,4,2020-11-22,S37000007,5,40,28,42.9
2020,4,2020-11-22,S37000008,1,119,127,-6.3
2020,4,2020-11-22,S37000008,2,71,85.5,-17
2020,4,2020-11-22,S37000008,3,29,48.5,-40.2
2020,4,2020-11-22,S37000008,4,21,26,-19.2
2020,4,2020-11-22,S37000008,5,20,16.5,21.2
2020,4,2020-11-22,S37000009,1,13,10,30
2020,4,2020-11-22,S37000009,2,38,30.5,24.6
2020,4,2020-11-22,S37000009,3,11,8,37.5
2020,4,2020-11-22,S37000009,4,33,37,-10.8
2020,4,2020-11-22,S37000009,5,71,73,-2.7
2020,4,2020-11-22,S37000010,2,66,59.5,10.9
2020,4,2020-11-22,S37000010,3,29,38,-23.7
2020,4,2020-11-22,S37000010,4,36,40,-10
2020,4,2020-11-22,S37000010,5,24,22,9.1
2020,4,2020-11-22,S37000011,1,20,13,53.8
2020,4,2020-11-22,S37000011,2,17,17.5,-2.9
2020,4,2020-11-22,S37000011,3,22,21,4.8
2020,4,2020-11-22,S37000011,4,23,25,-8
2020,4,2020-11-22,S37000011,5,60,73.5,-18.4
2020,4,2020-11-22,S37000012,1,204,186.5,9.4
2020,4,2020-11-22,S37000012,2,128,150,-14.7
2020,4,2020-11-22,S37000012,3,95,125,-24
2020,4,2020-11-22,S37000012,4,126,112.5,12
2020,4,2020-11-22,S37000012,5,214,226.5,-5.5
2020,4,2020-11-22,S37000013,1,48,81.5,-41.1
2020,4,2020-11-22,S37000013,2,119,108.5,9.7
2020,4,2020-11-22,S37000013,3,44,51.5,-14.6
2020,4,2020-11-22,S37000013,4,42,42.5,-1.2
2020,4,2020-11-22,S37000013,5,31,40.5,-23.5
2020,4,2020-11-22,S37000016,1,66,70,-5.7
2020,4,2020-11-22,S37000016,2,109,127,-14.2
2020,4,2020-11-22,S37000016,3,134,142.5,-6
2020,4,2020-11-22,S37000016,4,121,125,-3.2
2020,4,2020-11-22,S37000016,5,31,33.5,-7.5
2020,4,2020-11-22,S37000017,1,81,101,-19.8
2020,4,2020-11-22,S37000017,2,19,31,-38.7
2020,4,2020-11-22,S37000017,3,24,23,4.3
2020,4,2020-11-22,S37000017,4,23,16.5,39.4
2020,4,2020-11-22,S37000017,5,6,14,-57.1
2020,4,2020-11-22,S37000018,1,28,27,3.7
2020,4,2020-11-22,S37000018,2,88,57.5,53
2020,4,2020-11-22,S37000018,3,35,38,-7.9
2020,4,2020-11-22,S37000018,4,10,16,-37.5
2020,4,2020-11-22,S37000018,5,18,16,12.5
2020,4,2020-11-22,S37000019,1,7,2,250
2020,4,2020-11-22,S37000019,2,36,44,-18.2
2020,4,2020-11-22,S37000019,3,60,54.5,10.1
2020,4,2020-11-22,S37000019,4,55,66.5,-17.3
2020,4,2020-11-22,S37000019,5,32,24,33.3
2020,4,2020-11-22,S37000020,1,176,181,-2.8
2020,4,2020-11-22,S37000020,2,64,71,-9.9
2020,4,2020-11-22,S37000020,3,59,45,31.1
2020,4,2020-11-22,S37000020,4,33,50,-34
2020,4,2020-11-22,S37000020,5,11,12,-8.3
2020,4,2020-11-22,S37000022,2,8,8,0
2020,4,2020-11-22,S37000022,3,22,23,-4.3
2020,4,2020-11-22,S37000022,4,23,21.5,7
2020,4,2020-11-22,S37000024,1,137,150.5,-9
2020,4,2020-11-22,S37000024,2,77,64.5,19.4
2020,4,2020-11-22,S37000024,3,57,62.5,-8.8
2020,4,2020-11-22,S37000024,4,38,44,-13.6
2020,4,2020-11-22,S37000024,5,23,33.5,-31.3
2020,4,2020-11-22,S37000025,1,22,23,-4.3
2020,4,2020-11-22,S37000025,2,66,56,17.9
2020,4,2020-11-22,S37000025,3,88,100,-12
2020,4,2020-11-22,S37000025,4,87,86.5,0.6
2020,4,2020-11-22,S37000025,5,12,12.5,-4
2020,4,2020-11-22,S37000026,3,18,13.5,33.3
2020,4,2020-11-22,S37000026,4,21,31,-32.3
2020,4,2020-11-22,S37000027,1,59,78,-24.4
2020,4,2020-11-22,S37000027,2,76,93,-18.3
2020,4,2020-11-22,S37000027,3,48,48.5,-1
2020,4,2020-11-22,S37000027,4,26,31,-16.1
2020,4,2020-11-22,S37000027,5,45,46,-2.2
2020,4,2020-11-22,S37000028,1,169,183.5,-7.9
2020,4,2020-11-22,S37000028,2,209,206,1.5
2020,4,2020-11-22,S37000028,3,111,122.5,-9.4
2020,4,2020-11-22,S37000028,4,102,85.5,19.3
2020,4,2020-11-22,S37000028,5,65,61.5,5.7
2020,4,2020-11-22,S37000029,1,100,101,-1
2020,4,2020-11-22,S37000029,2,74,62.5,18.4
2020,4,2020-11-22,S37000029,3,35,31.5,11.1
2020,4,2020-11-22,S37000029,4,28,22.5,24.4
2020,4,2020-11-22,S37000030,1,82,80,2.5
2020,4,2020-11-22,S37000030,2,110,106.5,3.3
2020,4,2020-11-22,S37000030,3,82,76,7.9
2020,4,2020-11-22,S37000030,4,45,42.5,5.9
2020,4,2020-11-22,S37000030,5,30,27,11.1
2020,4,2020-11-22,S37000031,2,18,22.5,-20
2020,4,2020-11-22,S37000031,3,46,59.5,-22.7
2020,4,2020-11-22,S37000032,1,204,222,-8.1
2020,4,2020-11-22,S37000032,2,195,189,3.2
2020,4,2020-11-22,S37000032,3,182,152.5,19.3
2020,4,2020-11-22,S37000032,4,91,109,-16.5
2020,4,2020-11-22,S37000032,5,117,107.5,8.8
2020,4,2020-11-22,S37000033,1,20,27.5,-27.3
2020,4,2020-11-22,S37000033,2,39,43,-9.3
2020,4,2020-11-22,S37000033,3,77,83,-7.2
2020,4,2020-11-22,S37000033,4,94,107.5,-12.6
2020,4,2020-11-22,S37000033,5,54,43,25.6
2020,4,2020-11-22,S37000034,1,827,819.5,0.9
2020,4,2020-11-22,S37000034,2,222,208,6.7
2020,4,2020-11-22,S37000034,3,120,122,-1.6
2020,4,2020-11-22,S37000034,4,92,79.5,15.7
2020,4,2020-11-22,S37000034,5,48,49.5,-3
2020,4,2020-11-22,S37000035,1,254,330.5,-23.1
2020,4,2020-11-22,S37000035,2,207,206,0.5
2020,4,2020-11-22,S37000035,3,120,121.5,-1.2
2020,4,2020-11-22,S37000035,4,47,53.5,-12.1
2020,4,2020-11-22,S37000035,5,27,36,-25
2020,4,2020-11-29,S37000001,1,43,52,-17.3
2020,4,2020-11-29,S37000001,2,100,113.5,-11.9
2020,4,2020-11-29,S37000001,3,70,59,18.6
2020,4,2020-11-29,S37000001,4,62,67,-7.5
2020,4,2020-11-29,S37000001,5,92,121.5,-24.3
2020,4,2020-11-29,S37000002,1,11,13,-15.4
2020,4,2020-11-29,S37000002,2,51,60,-15
2020,4,2020-11-29,S37000002,3,100,102.5,-2.4
2020,4,2020-11-29,S37000002,4,152,166.5,-8.7
2020,4,2020-11-29,S37000002,5,97,111,-12.6
2020,4,2020-11-29,S37000003,1,24,18,33.3
2020,4,2020-11-29,S37000003,2,43,52.5,-18.1
2020,4,2020-11-29,S37000003,3,69,78,-11.5
2020,4,2020-11-29,S37000003,4,42,50,-16
2020,4,2020-11-29,S37000003,5,24,31,-22.6
2020,4,2020-11-29,S37000004,1,28,31,-9.7
2020,4,2020-11-29,S37000004,2,62,63.5,-2.4
2020,4,2020-11-29,S37000004,3,85,93.5,-9.1
2020,4,2020-11-29,S37000004,4,47,38,23.7
2020,4,2020-11-29,S37000004,5,16,10.5,52.4
2020,4,2020-11-29,S37000005,1,77,80,-3.8
2020,4,2020-11-29,S37000005,2,64,73.5,-12.9
2020,4,2020-11-29,S37000005,3,50,48.5,3.1
2020,4,2020-11-29,S37000005,4,49,64,-23.4
2020,4,2020-11-29,S37000005,5,42,45,-6.7
2020,4,2020-11-29,S37000006,1,33,39.5,-16.5
2020,4,2020-11-29,S37000006,2,79,117.5,-32.8
2020,4,2020-11-29,S37000006,3,124,114.5,8.3
2020,4,2020-11-29,S37000006,4,42,55,-23.6
2020,4,2020-11-29,S37000006,5,20,26,-23.1
2020,4,2020-11-29,S37000007,1,158,156,1.3
2020,4,2020-11-29,S37000007,2,57,78.5,-27.4
2020,4,2020-11-29,S37000007,3,41,35.5,15.5
2020,4,2020-11-29,S37000007,4,38,41,-7.3
2020,4,2020-11-29,S37000007,5,31,25,24
2020,4,2020-11-29,S37000008,1,97,124.5,-22.1
2020,4,2020-11-29,S37000008,2,55,86,-36
2020,4,2020-11-29,S37000008,3,41,47.5,-13.7
2020,4,2020-11-29,S37000008,4,31,20,55
2020,4,2020-11-29,S37000008,5,16,22,-27.3
2020,4,2020-11-29,S37000009,1,8,6,33.3
2020,4,2020-11-29,S37000009,2,45,43.5,3.4
2020,4,2020-11-29,S37000009,3,11,11,0
2020,4,2020-11-29,S37000009,4,27,31.5,-14.3
2020,4,2020-11-29,S37000009,5,68,66.5,2.3
2020,4,2020-11-29,S37000010,2,61,70,-12.9
2020,4,2020-11-29,S37000010,3,55,48.5,13.4
2020,4,2020-11-29,S37000010,4,38,46,-17.4
2020,4,2020-11-29,S37000010,5,26,19.5,33.3
2020,4,2020-11-29,S37000011,1,18,18,0
2020,4,2020-11-29,S37000011,2,15,20.5,-26.8
2020,4,2020-11-29,S37000011,3,13,22,-40.9
2020,4,2020-11-29,S37000011,4,20,19,5.3
2020,4,2020-11-29,S37000011,5,72,64.5,11.6
2020,4,2020-11-29,S37000012,1,219,196.5,11.5
2020,4,2020-11-29,S37000012,2,144,148,-2.7
2020,4,2020-11-29,S37000012,3,88,115,-23.5
2020,4,2020-11-29,S37000012,4,136,96.5,40.9
2020,4,2020-11-29,S37000012,5,203,215.5,-5.8
2020,4,2020-11-29,S37000013,1,65,70,-7.1
2020,4,2020-11-29,S37000013,2,113,115.5,-2.2
2020,4,2020-11-29,S37000013,3,52,63.5,-18.1
2020,4,2020-11-29,S37000013,4,50,40.5,23.5
2020,4,2020-11-29,S37000013,5,47,37.5,25.3
2020,4,2020-11-29,S37000016,1,44,55.5,-20.7
2020,4,2020-11-29,S37000016,2,115,116,-0.9
2020,4,2020-11-29,S37000016,3,121,140,-13.6
2020,4,2020-11-29,S37000016,4,122,135.5,-10
2020,4,2020-11-29,S37000016,5,40,27.5,45.5
2020,4,2020-11-29,S37000017,1,92,92,0
2020,4,2020-11-29,S37000017,2,22,26,-15.4
2020,4,2020-11-29,S37000017,3,31,24.5,26.5
2020,4,2020-11-29,S37000017,4,16,21.5,-25.6
2020,4,2020-11-29,S37000017,5,12,17.5,-31.4
2020,4,2020-11-29,S37000018,1,21,28,-25
2020,4,2020-11-29,S37000018,2,89,72,23.6
2020,4,2020-11-29,S37000018,3,38,30,26.7
2020,4,2020-11-29,S37000018,4,18,22,-18.2
2020,4,2020-11-29,S37000018,5,12,16,-25
2020,4,2020-11-29,S37000019,2,35,34,2.9
2020,4,2020-11-29,S37000019,3,58,60,-3.3
2020,4,2020-11-29,S37000019,4,41,65.5,-37.4
2020,4,2020-11-29,S37000019,5,29,28,3.6
2020,4,2020-11-29,S37000020,1,180,213.5,-15.7
2020,4,2020-11-29,S37000020,2,63,69,-8.7
2020,4,2020-11-29,S37000020,3,44,53,-17
2020,4,2020-11-29,S37000020,4,46,36,27.8
2020,4,2020-11-29,S37000020,5,24,26,-7.7
2020,4,2020-11-29,S37000022,2,8,6.5,23.1
2020,4,2020-11-29,S37000022,3,11,17,-35.3
2020,4,2020-11-29,S37000022,4,21,18,16.7
2020,4,2020-11-29,S37000024,1,136,139,-2.2
2020,4,2020-11-29,S37000024,2,67,79,-15.2
2020,4,2020-11-29,S37000024,3,57,58.5,-2.6
2020,4,2020-11-29,S37000024,4,42,51.5,-18.4
2020,4,2020-11-29,S37000024,5,42,25.5,64.7
2020,4,2020-11-29,S37000025,1,15,26.5,-43.4
2020,4,2020-11-29,S37000025,2,58,54,7.4
2020,4,2020-11-29,S37000025,3,107,92.5,15.7
2020,4,2020-11-29,S37000025,4,76,85,-10.6
2020,4,2020-11-29,S37000025,5,15,19.5,-23.1
2020,4,2020-11-29,S37000026,3,10,11,-9.1
2020,4,2020-11-29,S37000026,4,14,26.5,-47.2
2020,4,2020-11-29,S37000027,1,74,82.5,-10.3
2020,4,2020-11-29,S37000027,2,101,88,14.8
2020,4,2020-11-29,S37000027,3,48,40,20
2020,4,2020-11-29,S37000027,4,36,28,28.6
2020,4,2020-11-29,S37000027,5,35,52.5,-33.3
2020,4,2020-11-29,S37000028,1,176,188,-6.4
2020,4,2020-11-29,S37000028,2,178,204,-12.7
2020,4,2020-11-29,S37000028,3,116,124.5,-6.8
2020,4,2020-11-29,S37000028,4,99,76.5,29.4
2020,4,2020-11-29,S37000028,5,61,58.5,4.3
2020,4,2020-11-29,S37000029,1,108,117,-7.7
2020,4,2020-11-29,S37000029,2,63,68,-7.4
2020,4,2020-11-29,S37000029,3,22,27.5,-20
2020,4,2020-11-29,S37000029,4,19,18.5,2.7
2020,4,2020-11-29,S37000030,1,64,76.5,-16.3
2020,4,2020-11-29,S37000030,2,84,117.5,-28.5
2020,4,2020-11-29,S37000030,3,67,71,-5.6
2020,4,2020-11-29,S37000030,4,44,40.5,8.6
2020,4,2020-11-29,S37000030,5,33,41,-19.5
2020,4,2020-11-29,S37000031,2,12,16,-25
2020,4,2020-11-29,S37000031,3,42,49,-14.3
2020,4,2020-11-29,S37000032,1,260,215,20.9
2020,4,2020-11-29,S37000032,2,180,194.5,-7.5
2020,4,2020-11-29,S37000032,3,174,166,4.8
2020,4,2020-11-29,S37000032,4,90,112.5,-20
2020,4,2020-11-29,S37000032,5,96,102,-5.9
2020,4,2020-11-29,S37000033,1,22,25.5,-13.7
2020,4,2020-11-29,S37000033,2,39,54,-27.8
2020,4,2020-11-29,S37000033,3,75,74,1.4
2020,4,2020-11-29,S37000033,4,95,106.5,-10.8
2020,4,2020-11-29,S37000033,5,60,45.5,31.9
2020,4,2020-11-29,S37000034,1,772,827.5,-6.7
2020,4,2020-11-29,S37000034,2,225,229,-1.7
2020,4,2020-11-29,S37000034,3,123,135,-8.9
2020,4,2020-11-29,S37000034,4,84,77.5,8.4
2020,4,2020-11-29,S37000034,5,69,55,25.5
2020,4,2020-11-29,S37000035,1,277,297,-6.7
2020,4,2020-11-29,S37000035,2,208,224,-7.1
2020,4,2020-11-29,S37000035,3,112,120.5,-7.1
2020,4,2020-11-29,S37000035,4,53,54,-1.9
2020,4,2020-11-29,S37000035,5,29,36.5,-20.5
2020,4,2020-12-06,S37000001,1,47,59.5,-21
2020,4,2020-12-06,S37000001,2,110,120.5,-8.7
2020,4,2020-12-06,S37000001,3,60,70.5,-14.9
2020,4,2020-12-06,S37000001,4,62,65.5,-5.3
2020,4,2020-12-06,S37000001,5,105,115.5,-9.1
2020,4,2020-12-06,S37000002,1,18,14.5,24.1
2020,4,2020-12-06,S37000002,2,41,64,-35.9
2020,4,2020-12-06,S37000002,3,92,98.5,-6.6
2020,4,2020-12-06,S37000002,4,149,150,-0.7
2020,4,2020-12-06,S37000002,5,108,127.5,-15.3
2020,4,2020-12-06,S37000003,1,18,22,-18.2
2020,4,2020-12-06,S37000003,2,48,48.5,-1
2020,4,2020-12-06,S37000003,3,80,83,-3.6
2020,4,2020-12-06,S37000003,4,45,53.5,-15.9
2020,4,2020-12-06,S37000003,5,38,31,22.6
2020,4,2020-12-06,S37000004,1,29,36.5,-20.5
2020,4,2020-12-06,S37000004,2,72,63,14.3
2020,4,2020-12-06,S37000004,3,71,86.5,-17.9
2020,4,2020-12-06,S37000004,4,39,45,-13.3
2020,4,2020-12-06,S37000004,5,21,13,61.5
2020,4,2020-12-06,S37000005,1,62,72.5,-14.5
2020,4,2020-12-06,S37000005,2,59,54,9.3
2020,4,2020-12-06,S37000005,3,33,50.5,-34.7
2020,4,2020-12-06,S37000005,4,44,46.5,-5.4
2020,4,2020-12-06,S37000005,5,44,47.5,-7.4
2021,4,2021-11-21,S37000001,2,103,124.5,-17.3
2021,4,2021-11-21,S37000001,3,58,76.5,-24.2
2021,4,2021-11-21,S37000001,4,70,56.5,23.9
2021,4,2021-11-21,S37000001,5,97,135,-28.1
2021,4,2021-11-21,S37000002,1,16,14,14.3
2021,4,2021-11-21,S37000002,2,48,54,-11.1
2021,4,2021-11-21,S37000002,3,121,97.5,24.1
2021,4,2021-11-21,S37000002,4,166,140.5,18.1
2021,4,2021-11-21,S37000002,5,106,103,2.9
2021,4,2021-11-21,S37000003,1,19,20,-5
2021,4,2021-11-21,S37000003,2,51,47.5,7.4
2021,4,2021-11-21,S37000003,3,78,79,-1.3
2021,4,2021-11-21,S37000003,4,52,57.5,-9.6
2021,4,2021-11-21,S37000003,5,20,38,-47.4
2021,4,2021-11-21,S37000004,1,43,34.5,24.6
2021,4,2021-11-21,S37000004,2,49,55,-10.9
2021,4,2021-11-21,S37000004,3,89,88,1.1
2021,4,2021-11-21,S37000004,4,47,37.5,25.3
2021,4,2021-11-21,S37000004,5,14,16,-12.5
2021,4,2021-11-21,S37000005,1,76,75.5,0.7
2021,4,2021-11-21,S37000005,2,74,69,7.2
2021,4,2021-11-21,S37000005,3,55,46,19.6
2021,4,2021-11-21,S37000005,4,55,52,5.8
2021,4,2021-11-21,S37000005,5,49,40.5,21
2020,4,2020-12-06,S37000018,1,21,22,-4.5
2020,4,2020-12-06,S37000018,2,70,65.5,6.9
2020,4,2020-12-06,S37000018,3,26,43,-39.5
2020,4,2020-12-06,S37000018,4,13,17.5,-25.7
2020,4,2020-12-06,S37000018,5,12,16,-25
2020,4,2020-12-06,S37000019,2,35,39.5,-11.4
2020,4,2020-12-06,S37000019,3,52,50,4
2020,4,2020-12-06,S37000019,4,73,58,25.9
2020,4,2020-12-06,S37000019,5,21,23,-8.7
2020,4,2020-12-06,S37000020,1,145,188.5,-23.1
2020,4,2020-12-06,S37000020,2,68,73,-6.8
2020,4,2020-12-06,S37000020,3,47,48,-2.1
2020,4,2020-12-06,S37000020,4,39,53,-26.4
2020,4,2020-12-06,S37000020,5,13,19.5,-33.3
2020,4,2020-12-06,S37000022,3,15,12,25
2020,4,2020-12-06,S37000022,4,15,23.5,-36.2
2020,4,2020-12-06,S37000024,1,115,150.5,-23.6
2020,4,2020-12-06,S37000024,2,67,70,-4.3
2020,4,2020-12-06,S37000024,3,47,53.5,-12.1
2020,4,2020-12-06,S37000024,4,36,46,-21.7
2020,4,2020-12-06,S37000024,5,22,30.5,-27.9
2020,4,2020-12-06,S37000025,1,19,18,5.6
2020,4,2020-12-06,S37000025,2,57,66,-13.6
2020,4,2020-12-06,S37000025,3,108,89,21.3
2020,4,2020-12-06,S37000025,4,80,90.5,-11.6
2020,4,2020-12-06,S37000025,5,21,23.5,-10.6
2020,4,2020-12-06,S37000026,3,17,12,41.7
2020,4,2020-12-06,S37000026,4,18,23,-21.7
2020,4,2020-12-06,S37000027,1,59,74.5,-20.8
2020,4,2020-12-06,S37000027,2,92,86,7
2020,4,2020-12-06,S37000027,3,44,50,-12
2020,4,2020-12-06,S37000027,4,34,34.5,-1.4
2020,4,2020-12-06,S37000027,5,27,48,-43.8
2020,4,2020-12-06,S37000028,1,171,191,-10.5
2020,4,2020-12-06,S37000028,2,194,189,2.6
2020,4,2020-12-06,S37000028,3,116,140.5,-17.4
2020,4,2020-12-06,S37000028,4,90,95,-5.3
2020,4,2020-12-06,S37000028,5,58,74.5,-22.1
2020,4,2020-12-06,S37000029,1,91,112,-18.8
2020,4,2020-12-06,S37000029,2,69,61,13.1
2020,4,2020-12-06,S37000029,3,25,31,-19.4
2020,4,2020-12-06,S37000029,4,26,17,52.9
2020,4,2020-12-06,S37000029,5,7,5.5,27.3
2020,4,2020-12-06,S37000030,1,66,87.5,-24.6
2020,4,2020-12-06,S37000030,2,98,102,-3.9
2020,4,2020-12-06,S37000030,3,54,78,-30.8
2020,4,2020-12-06,S37000030,4,42,42.5,-1.2
2020,4,2020-12-06,S37000030,5,37,36,2.8
2020,4,2020-12-06,S37000031,2,15,24.5,-38.8
2020,4,2020-12-06,S37000031,3,59,47.5,24.2
2020,4,2020-12-06,S37000032,1,226,219.5,3
2020,4,2020-12-06,S37000032,2,195,197,-1
2020,4,2020-12-06,S37000032,3,161,147.5,9.2
2020,4,2020-12-06,S37000032,4,99,109,-9.2
2020,4,2020-12-06,S37000032,5,98,114.5,-14.4
2020,4,2020-12-06,S37000033,1,24,27,-11.1
2020,4,2020-12-06,S37000033,2,62,37.5,65.3
2020,4,2020-12-06,S37000033,3,72,81,-11.1
2020,4,2020-12-06,S37000033,4,93,112,-17
2020,4,2020-12-06,S37000033,5,63,43.5,44.8
2020,4,2020-12-06,S37000034,1,777,778.5,-0.2
2020,4,2020-12-06,S37000034,2,198,214,-7.5
2020,4,2020-12-06,S37000034,3,101,124,-18.5
2020,4,2020-12-06,S37000034,4,89,77.5,14.8
2020,4,2020-12-06,S37000034,5,55,58,-5.2
