year,quarter,week_ending,hscp,simd_quintile,sas_incidents,average20182019,percent_variation
2020,1,2020-02-23,S37000018,5,16,15.5,3.2
2020,1,2020-02-23,S37000019,2,40,37,8.1
2020,1,2020-02-23,S37000019,3,59,46.5,26.9
2020,1,2020-02-23,S37000019,4,58,63,-7.9
2020,1,2020-02-23,S37000019,5,37,23.5,57.4
2020,1,2020-02-23,S37000020,1,163,184.5,-11.7
2020,1,2020-02-23,S37000020,2,64,68.5,-6.6
2020,1,2020-02-23,S37000020,3,51,45,13.3
2020,1,2020-02-23,S37000020,4,38,40.5,-6.2
2020,1,2020-02-23,S37000020,5,18,13,38.5
2020,1,2020-02-23,S37000022,3,30,14.5,106.9
2020,1,2020-02-23,S37000022,4,17,18,-5.6
2020,1,2020-02-23,S37000024,1,133,143,-7
2020,1,2020-02-23,S37000024,2,59,82.5,-28.5
2020,1,2020-02-23,S37000024,3,51,56.5,-9.7
2020,1,2020-02-23,S37000024,4,33,37.5,-12
2020,1,2020-02-23,S37000024,5,36,35.5,1.4
2020,1,2020-02-23,S37000025,1,15,22,-31.8
2020,1,2020-02-23,S37000025,2,62,55,12.7
2020,1,2020-02-23,S37000025,3,73,69,5.8
2020,1,2020-02-23,S37000025,4,94,88,6.8
2020,1,2020-02-23,S37000025,5,17,13,30.8
2020,1,2020-02-23,S37000026,3,19,14,35.7
2020,1,2020-02-23,S37000026,4,17,16.5,3
2020,1,2020-02-23,S37000027,1,76,81,-6.2
2020,1,2020-02-23,S37000027,2,73,82.5,-11.5
2020,1,2020-02-23,S37000027,3,55,43.5,26.4
2020,1,2020-02-23,S37000027,4,33,27.5,20
2020,1,2020-02-23,S37000027,5,48,48,0
2020,1,2020-02-23,S37000028,1,183,187.5,-2.4
2020,1,2020-02-23,S37000028,2,191,194,-1.5
2020,1,2020-02-23,S37000028,3,126,112,12.5
2020,1,2020-02-23,S37000028,4,107,93.5,14.4
2020,1,2020-02-23,S37000028,5,62,52,19.2
2020,1,2020-02-23,S37000029,1,130,90.5,43.6
2020,1,2020-02-23,S37000029,2,58,70,-17.1
2020,1,2020-02-23,S37000029,3,34,37,-8.1
2020,1,2020-02-23,S37000029,4,14,24,-41.7
2020,1,2020-02-23,S37000030,1,54,70.5,-23.4
2020,1,2020-02-23,S37000030,2,115,108,6.5
2020,1,2020-02-23,S37000030,3,64,65,-1.5
2020,1,2020-02-23,S37000030,4,46,40,15
2020,1,2020-02-23,S37000030,5,36,32,12.5
2020,1,2020-02-23,S37000031,2,14,26,-46.2
2020,1,2020-02-23,S37000031,3,74,41.5,78.3
2020,1,2020-02-23,S37000032,1,228,220.5,3.4
2020,1,2020-02-23,S37000032,2,181,208,-13
2020,1,2020-02-23,S37000032,3,149,166.5,-10.5
2020,1,2020-02-23,S37000032,4,112,99,13.1
2020,1,2020-02-23,S37000032,5,115,101.5,13.3
2020,1,2020-02-23,S37000033,1,27,26,3.8
2020,1,2020-02-23,S37000033,2,46,44,4.5
2020,1,2020-02-23,S37000033,3,80,79,1.3
2020,1,2020-02-23,S37000033,4,108,90.5,19.3
2020,1,2020-02-23,S37000033,5,46,40,15
2020,1,2020-02-23,S37000034,1,774,845.5,-8.5
2020,1,2020-02-23,S37000034,2,209,225.5,-7.3
2020,1,2020-02-23,S37000034,3,130,136,-4.4
2020,1,2020-02-23,S37000034,4,89,89,0
2020,1,2020-02-23,S37000034,5,48,63,-23.8
2020,1,2020-02-23,S37000035,1,293,309.5,-5.3
2020,1,2020-02-23,S37000035,2,223,221,0.9
2020,1,2020-02-23,S37000035,3,108,109.5,-1.4
2020,1,2020-02-23,S37000035,4,44,55,-20
2020,1,2020-02-23,S37000035,5,46,36.5,26
2020,1,2020-03-01,S37000001,1,59,50.5,16.8
2020,1,2020-03-01,S37000001,2,102,119.5,-14.6
2020,1,2020-03-01,S37000001,3,60,67,-10.4
2020,1,2020-03-01,S37000001,4,88,59.5,47.9
2020,1,2020-03-01,S37000001,5,114,96.5,18.1
2020,1,2020-03-01,S37000002,1,19,12.5,52
2020,1,2020-03-01,S37000002,2,50,61.5,-18.7
2020,1,2020-03-01,S37000002,3,99,89.5,10.6
2020,1,2020-03-01,S37000002,4,184,128,43.8
2020,1,2020-03-01,S37000002,5,110,106.5,3.3
2020,1,2020-03-01,S37000003,1,23,19.5,17.9
2020,1,2020-03-01,S37000003,2,57,51,11.8
2020,1,2020-03-01,S37000003,3,84,78,7.7
2020,1,2020-03-01,S37000003,4,58,56.5,2.7
2020,1,2020-03-01,S37000003,5,35,33.5,4.5
2020,1,2020-03-01,S37000004,1,26,31,-16.1
2020,1,2020-03-01,S37000004,2,69,57.5,20
2020,1,2020-03-01,S37000004,3,98,76,28.9
2020,1,2020-03-01,S37000004,4,51,40,27.5
2020,1,2020-03-01,S37000004,5,8,11,-27.3
2020,1,2020-03-01,S37000005,1,78,79.5,-1.9
2020,1,2020-03-01,S37000005,2,70,65.5,6.9
2020,1,2020-03-01,S37000005,3,37,40.5,-8.6
2020,1,2020-03-01,S37000005,4,49,46.5,5.4
2020,1,2020-03-01,S37000005,5,37,45.5,-18.7
2020,1,2020-03-01,S37000006,1,40,39,2.6
2020,1,2020-03-01,S37000006,2,112,116.5,-3.9
2020,1,2020-03-01,S37000006,3,128,110,16.4
2020,1,2020-03-01,S37000006,4,48,53,-9.4
2020,1,2020-03-01,S37000006,5,25,16,56.2
2020,1,2020-03-01,S37000007,1,165,155,6.5
2020,1,2020-03-01,S37000007,2,79,74,6.8
2020,1,2020-03-01,S37000007,3,33,37,-10.8
2020,1,2020-03-01,S37000007,4,30,33.5,-10.4
2020,1,2020-03-01,S37000007,5,34,29.5,15.3
2020,1,2020-03-01,S37000008,1,125,120,4.2
2020,1,2020-03-01,S37000008,2,80,90,-11.1
2020,1,2020-03-01,S37000008,3,52,41,26.8
2020,1,2020-03-01,S37000008,4,27,25.5,5.9
2020,1,2020-03-01,S37000008,5,20,18,11.1
2020,1,2020-03-01,S37000009,1,18,13.5,33.3
2020,1,2020-03-01,S37000009,2,47,47.5,-1.1
2020,1,2020-03-01,S37000009,3,16,14,14.3
2020,1,2020-03-01,S37000009,4,34,36,-5.6
2020,1,2020-03-01,S37000009,5,67,76,-11.8
2020,1,2020-03-01,S37000010,1,16,8,100
2020,1,2020-03-01,S37000010,2,63,67,-6
2020,1,2020-03-01,S37000010,3,45,42,7.1
2020,1,2020-03-01,S37000010,4,55,45.5,20.9
2020,1,2020-03-01,S37000010,5,18,19,-5.3
2020,1,2020-03-01,S37000011,1,9,16.5,-45.5
2020,1,2020-03-01,S37000011,2,18,15,20
2020,1,2020-03-01,S37000011,3,23,20.5,12.2
2020,1,2020-03-01,S37000011,4,19,20.5,-7.3
2020,1,2020-03-01,S37000011,5,68,62,9.7
2020,1,2020-03-01,S37000012,1,187,177.5,5.4
2020,1,2020-03-01,S37000012,2,180,150,20
2020,1,2020-03-01,S37000012,3,103,121,-14.9
2020,1,2020-03-01,S37000012,4,112,113,-0.9
2020,1,2020-03-01,S37000012,5,225,212,6.1
2020,1,2020-03-01,S37000013,1,88,69.5,26.6
2020,1,2020-03-01,S37000013,2,89,95.5,-6.8
2020,1,2020-03-01,S37000013,3,41,47.5,-13.7
2020,1,2020-03-01,S37000013,4,42,41.5,1.2
2020,1,2020-03-01,S37000013,5,25,32.5,-23.1
2020,1,2020-03-01,S37000016,1,60,54,11.1
2020,1,2020-03-01,S37000016,2,144,109,32.1
2020,1,2020-03-01,S37000016,3,147,165.5,-11.2
2020,1,2020-03-01,S37000016,4,138,117.5,17.4
2020,1,2020-03-01,S37000016,5,28,29.5,-5.1
2020,1,2020-03-01,S37000017,1,70,96.5,-27.5
2020,1,2020-03-01,S37000017,2,27,24.5,10.2
2020,1,2020-03-01,S37000017,3,32,20.5,56.1
2020,1,2020-03-01,S37000017,4,18,28.5,-36.8
2020,1,2020-03-01,S37000017,5,11,21.5,-48.8
2020,1,2020-03-01,S37000018,1,21,21,0
2020,1,2020-03-01,S37000018,2,78,66,18.2
2020,1,2020-03-01,S37000018,3,30,33.5,-10.4
2020,1,2020-03-01,S37000018,4,15,17.5,-14.3
2020,1,2020-03-01,S37000018,5,17,16,6.2
2020,1,2020-03-01,S37000019,2,41,33.5,22.4
2020,1,2020-03-01,S37000019,3,57,49,16.3
2020,1,2020-03-01,S37000019,4,60,77,-22.1
2020,1,2020-03-01,S37000019,5,26,24.5,6.1
2020,1,2020-03-01,S37000020,1,198,185,7
2020,1,2020-03-01,S37000020,2,70,69.5,0.7
2020,1,2020-03-01,S37000020,3,38,52,-26.9
2020,1,2020-03-01,S37000020,4,50,48.5,3.1
2020,1,2020-03-01,S37000020,5,23,17,35.3
2020,1,2020-03-01,S37000022,2,5,4.5,11.1
2020,1,2020-03-01,S37000022,3,16,14,14.3
2020,1,2020-03-01,S37000022,4,15,20,-25
2020,1,2020-03-01,S37000024,1,155,149.5,3.7
2020,1,2020-03-01,S37000024,2,76,65.5,16
2020,1,2020-03-01,S37000024,3,44,51.5,-14.6
2020,1,2020-03-01,S37000024,4,36,48,-25
2020,1,2020-03-01,S37000024,5,32,30.5,4.9
2020,1,2020-03-01,S37000025,1,28,22,27.3
2020,1,2020-03-01,S37000025,2,48,60,-20
2020,1,2020-03-01,S37000025,3,86,78.5,9.6
2020,1,2020-03-01,S37000025,4,71,70,1.4
2020,1,2020-03-01,S37000025,5,13,11.5,13
2020,1,2020-03-01,S37000026,2,10,1,900
2020,1,2020-03-01,S37000026,3,20,15.5,29
2020,1,2020-03-01,S37000026,4,18,24.5,-26.5
2020,1,2020-03-01,S37000027,1,79,77.5,1.9
2020,1,2020-03-01,S37000027,2,109,92.5,17.8
2020,1,2020-03-01,S37000027,3,50,53,-5.7
2020,1,2020-03-01,S37000027,4,31,29,6.9
2020,1,2020-03-01,S37000027,5,32,41.5,-22.9
2020,1,2020-03-01,S37000028,1,171,164.5,4
2020,1,2020-03-01,S37000028,2,170,180,-5.6
2020,1,2020-03-01,S37000028,3,123,137.5,-10.5
2020,1,2020-03-01,S37000028,4,95,95,0
2020,1,2020-03-01,S37000028,5,56,55.5,0.9
2020,1,2020-03-01,S37000029,1,89,92,-3.3
2020,1,2020-03-01,S37000029,2,67,57,17.5
2020,1,2020-03-01,S37000029,3,26,33,-21.2
2020,1,2020-03-01,S37000029,4,13,14,-7.1
2020,1,2020-03-01,S37000030,1,70,73,-4.1
2020,1,2020-03-01,S37000030,2,118,114,3.5
2020,1,2020-03-01,S37000030,3,82,69.5,18
2020,1,2020-03-01,S37000030,4,46,45.5,1.1
2020,1,2020-03-01,S37000030,5,39,28.5,36.8
2020,1,2020-03-01,S37000031,2,21,24.5,-14.3
2020,1,2020-03-01,S37000031,3,65,47,38.3
2020,1,2020-03-01,S37000031,4,9,5,80
2020,1,2020-03-01,S37000032,1,205,224.5,-8.7
2020,1,2020-03-01,S37000032,2,179,202,-11.4
2020,1,2020-03-01,S37000032,3,170,159,6.9
2020,1,2020-03-01,S37000032,4,97,95,2.1
2020,1,2020-03-01,S37000032,5,116,108.5,6.9
2020,1,2020-03-01,S37000033,1,28,18,55.6
2020,1,2020-03-01,S37000033,2,30,44.5,-32.6
2020,1,2020-03-01,S37000033,3,85,72.5,17.2
2020,1,2020-03-01,S37000033,4,94,93,1.1
2020,1,2020-03-01,S37000033,5,47,32.5,44.6
2020,1,2020-03-01,S37000034,1,756,806.5,-6.3
2020,1,2020-03-01,S37000034,2,215,223.5,-3.8
2020,1,2020-03-01,S37000034,3,105,112,-6.2
2020,1,2020-03-01,S37000034,4,63,74,-14.9
2020,1,2020-03-01,S37000034,5,56,59.5,-5.9
2020,1,2020-03-01,S37000035,1,305,311,-1.9
2020,1,2020-03-01,S37000035,2,213,205.5,3.6
2020,1,2020-03-01,S37000035,3,112,110.5,1.4
2020,1,2020-03-01,S37000035,4,42,45,-6.7
2020,1,2020-03-01,S37000035,5,36,36,0
2020,1,2020-03-08,S37000001,1,67,45,48.9
2020,1,2020-03-08,S37000001,2,124,119.5,3.8
2020,1,2020-03-08,S37000001,3,91,74,23
2020,1,2020-03-08,S37000001,4,72,48,50
2020,1,2020-03-08,S37000001,5,98,109.5,-10.5
2020,1,2020-03-08,S37000002,1,22,13,69.2
2020,1,2020-03-08,S37000002,2,73,62.5,16.8
2020,1,2020-03-08,S37000002,3,101,106.5,-5.2
2020,1,2020-03-08,S37000002,4,140,165,-15.2
2020,1,2020-03-08,S37000002,5,94,106.5,-11.7
2020,1,2020-03-08,S37000003,1,19,25,-24
2020,1,2020-03-08,S37000003,2,52,43,20.9
2020,1,2020-03-08,S37000003,3,63,75.5,-16.6
2020,1,2020-03-08,S37000003,4,54,61,-11.5
2020,1,2020-03-08,S37000003,5,43,26.5,62.3
2020,1,2020-03-08,S37000004,1,37,34.5,7.2
2020,1,2020-03-08,S37000004,2,64,48,33.3
2020,1,2020-03-08,S37000004,3,113,101,11.9
2020,1,2020-03-08,S37000004,4,38,56,-32.1
2020,1,2020-03-08,S37000004,5,14,15.5,-9.7
2020,1,2020-03-08,S37000005,1,80,77.5,3.2
2020,1,2020-03-08,S37000005,2,66,64,3.1
2020,1,2020-03-08,S37000005,3,39,44.5,-12.4
2020,1,2020-03-08,S37000005,4,53,52.5,1
2020,1,2020-03-08,S37000005,5,36,37,-2.7
2020,1,2020-03-08,S37000006,1,35,38,-7.9
2020,1,2020-03-08,S37000006,2,111,112.5,-1.3
2020,1,2020-03-08,S37000006,3,133,110.5,20.4
2020,1,2020-03-08,S37000006,4,54,55,-1.8
2020,1,2020-03-08,S37000006,5,18,19,-5.3
2020,1,2020-03-08,S37000007,1,159,157,1.3
2020,1,2020-03-08,S37000007,2,70,69.5,0.7
2020,1,2020-03-08,S37000007,3,32,40.5,-21
2020,1,2020-03-08,S37000007,4,31,31.5,-1.6
2020,1,2020-03-08,S37000007,5,25,27,-7.4
2020,1,2020-03-08,S37000008,1,113,136,-16.9
2020,1,2020-03-08,S37000008,2,82,84.5,-3
2020,1,2020-03-08,S37000008,3,54,49,10.2
2020,1,2020-03-08,S37000008,4,20,26.5,-24.5
2020,1,2020-03-08,S37000008,5,21,16.5,27.3
2020,1,2020-03-08,S37000009,1,16,14,14.3
2020,1,2020-03-08,S37000009,2,33,51.5,-35.9
2020,1,2020-03-08,S37000009,3,10,16,-37.5
2020,1,2020-03-08,S37000009,4,44,29,51.7
2020,1,2020-03-08,S37000009,5,62,92.5,-33
2020,1,2020-03-08,S37000010,1,5,7,-28.6
2020,1,2020-03-08,S37000010,2,75,60.5,24
2020,1,2020-03-08,S37000010,3,53,38.5,37.7
2020,1,2020-03-08,S37000010,4,64,51,25.5
2020,1,2020-03-08,S37000010,5,16,18.5,-13.5
2020,1,2020-03-08,S37000011,1,15,16,-6.2
2020,1,2020-03-08,S37000011,2,21,16,31.2
2020,1,2020-03-08,S37000011,3,22,26.5,-17
2020,1,2020-03-08,S37000011,4,20,19.5,2.6
2020,1,2020-03-08,S37000011,5,52,73.5,-29.3
2020,1,2020-03-08,S37000012,1,210,200,5
2020,1,2020-03-08,S37000012,2,169,152.5,10.8
2020,1,2020-03-08,S37000012,3,112,122,-8.2
2020,1,2020-03-08,S37000012,4,117,121.5,-3.7
2020,1,2020-03-08,S37000012,5,216,225.5,-4.2
2020,1,2020-03-08,S37000013,1,85,94,-9.6
2020,1,2020-03-08,S37000013,2,115,116,-0.9
2020,1,2020-03-08,S37000013,3,47,57.5,-18.3
2020,1,2020-03-08,S37000013,4,48,43.5,10.3
2020,1,2020-03-08,S37000013,5,22,30.5,-27.9
2020,1,2020-03-08,S37000016,1,64,64.5,-0.8
2020,1,2020-03-08,S37000016,2,113,107.5,5.1
2020,1,2020-03-08,S37000016,3,163,165.5,-1.5
2020,1,2020-03-08,S37000016,4,137,143,-4.2
2020,1,2020-03-08,S37000016,5,29,33,-12.1
2020,1,2020-03-08,S37000017,1,101,100.5,0.5
2020,1,2020-03-08,S37000017,2,21,25.5,-17.6
2020,1,2020-03-08,S37000017,3,26,26.5,-1.9
2020,1,2020-03-08,S37000017,4,22,23.5,-6.4
2020,1,2020-03-08,S37000017,5,14,13,7.7
2020,1,2020-03-08,S37000018,1,24,27.5,-12.7
2020,1,2020-03-08,S37000018,2,67,68,-1.5
2020,1,2020-03-08,S37000018,3,36,37.5,-4
2020,1,2020-03-08,S37000018,4,17,17,0
2020,1,2020-03-08,S37000018,5,13,13.5,-3.7
2020,1,2020-03-08,S37000019,1,6,1.5,300
2020,1,2020-03-08,S37000019,2,31,35,-11.4
2020,1,2020-03-08,S37000019,3,48,50.5,-5
2020,1,2020-03-08,S37000019,4,64,57.5,11.3
2020,1,2020-03-08,S37000019,5,24,31,-22.6
2020,1,2020-03-08,S37000020,1,182,204,-10.8
2020,1,2020-03-08,S37000020,2,58,64,-9.4
2020,1,2020-03-08,S37000020,3,44,49.5,-11.1
2020,1,2020-03-08,S37000020,4,43,40.5,6.2
2020,1,2020-03-08,S37000020,5,25,23.5,6.4
2020,1,2020-03-08,S37000022,2,5,12,-58.3
2020,1,2020-03-08,S37000022,3,20,17.5,14.3
2020,1,2020-03-08,S37000022,4,25,14,78.6
2020,1,2020-03-08,S37000024,1,163,144,13.2
2020,1,2020-03-08,S37000024,2,62,76.5,-19
2020,1,2020-03-08,S37000024,3,49,47,4.3
2020,1,2020-03-08,S37000024,4,41,41.5,-1.2
2020,1,2020-03-08,S37000024,5,25,42,-40.5
2020,1,2020-03-08,S37000025,1,16,21,-23.8
2020,1,2020-03-08,S37000025,2,59,57,3.5
2020,1,2020-03-08,S37000025,3,102,93.5,9.1
2020,1,2020-03-08,S37000025,4,80,85.5,-6.4
2020,1,2020-03-08,S37000025,5,12,14.5,-17.2
2020,1,2020-03-08,S37000026,3,17,21,-19
2020,1,2020-03-08,S37000026,4,17,19.5,-12.8
2020,1,2020-03-08,S37000027,1,80,79,1.3
2020,1,2020-03-08,S37000027,2,87,83,4.8
2020,1,2020-03-08,S37000027,3,59,52.5,12.4
2020,1,2020-03-08,S37000027,4,30,30,0
2020,1,2020-03-08,S37000027,5,53,45.5,16.5
2020,1,2020-03-08,S37000028,1,181,191.5,-5.5
2020,1,2020-03-08,S37000028,2,180,213,-15.5
2020,1,2020-03-08,S37000028,3,126,125.5,0.4
2020,1,2020-03-08,S37000028,4,105,102,2.9
2020,1,2020-03-08,S37000028,5,70,53.5,30.8
2020,1,2020-03-08,S37000029,1,92,98,-6.1
2020,1,2020-03-08,S37000029,2,64,80,-20
2020,1,2020-03-08,S37000029,3,22,31,-29
2020,1,2020-03-08,S37000029,4,22,16.5,33.3
2020,1,2020-03-08,S37000029,5,6,2,200
2020,1,2020-03-08,S37000030,1,52,83,-37.3
2020,1,2020-03-08,S37000030,2,89,120.5,-26.1
2020,1,2020-03-08,S37000030,3,65,76.5,-15
2020,1,2020-03-08,S37000030,4,38,48.5,-21.6
2020,1,2020-03-08,S37000030,5,26,27.5,-5.5
2020,1,2020-03-08,S37000031,2,16,31.5,-49.2
2020,1,2020-03-08,S37000031,3,42,50.5,-16.8
2020,1,2020-03-08,S37000032,1,211,243.5,-13.3
2020,1,2020-03-08,S37000032,2,169,201.5,-16.1
2020,1,2020-03-08,S37000032,3,160,173,-7.5
2020,1,2020-03-08,S37000032,4,81,113,-28.3
2020,1,2020-03-08,S37000032,5,110,128,-14.1
2020,1,2020-03-08,S37000033,1,24,19.5,23.1
2020,1,2020-03-08,S37000033,2,50,38.5,29.9
2020,1,2020-03-08,S37000033,3,80,66,21.2
2020,1,2020-03-08,S37000033,4,112,106.5,5.2
2020,1,2020-03-08,S37000033,5,47,42,11.9
2020,1,2020-03-08,S37000034,1,769,845.5,-9
2020,1,2020-03-08,S37000034,2,224,209.5,6.9
2020,1,2020-03-08,S37000034,3,106,102.5,3.4
2020,1,2020-03-08,S37000034,4,91,86,5.8
2020,1,2020-03-08,S37000034,5,54,69.5,-22.3
2020,1,2020-03-08,S37000035,1,316,326.5,-3.2
2020,1,2020-03-08,S37000035,2,240,225.5,6.4
2020,1,2020-03-08,S37000035,3,114,128,-10.9
2020,1,2020-03-08,S37000035,4,47,56.5,-16.8
2020,1,2020-03-08,S37000035,5,22,36.5,-39.7
2020,1,2020-03-15,S37000001,1,56,53.5,4.7
2020,1,2020-03-15,S37000001,2,120,131.5,-8.7
2020,1,2020-03-15,S37000001,3,67,76,-11.8
2020,1,2020-03-15,S37000001,4,74,57.5,28.7
2020,1,2020-03-15,S37000001,5,104,110.5,-5.9
2020,1,2020-03-15,S37000002,1,20,13.5,48.1
2020,1,2020-03-15,S37000002,2,56,65,-13.8
2020,1,2020-03-15,S37000002,3,81,102,-20.6
2020,1,2020-03-15,S37000002,4,143,137.5,4
2020,1,2020-03-15,S37000002,5,109,108.5,0.5
2020,1,2020-03-15,S37000003,1,25,25,0
2020,1,2020-03-15,S37000003,2,42,53,-20.8
2020,1,2020-03-15,S37000003,3,64,74,-13.5
2020,1,2020-03-15,S37000003,4,43,49.5,-13.1
2020,1,2020-03-15,S37000003,5,26,28,-7.1
2020,1,2020-03-15,S37000004,1,26,25.5,2
2020,1,2020-03-15,S37000004,2,71,53,34
2020,1,2020-03-15,S37000004,3,106,88.5,19.8
2020,1,2020-03-15,S37000004,4,44,56.5,-22.1
2020,1,2020-03-15,S37000004,5,7,15,-53.3
2020,1,2020-03-15,S37000005,1,67,84.5,-20.7
2020,1,2020-03-15,S37000005,2,83,65.5,26.7
2020,1,2020-03-15,S37000005,3,36,50.5,-28.7
2020,1,2020-03-15,S37000005,4,55,44.5,23.6
2020,1,2020-03-15,S37000005,5,28,36.5,-23.3
2020,1,2020-03-15,S37000006,1,42,41.5,1.2
2020,1,2020-03-15,S37000006,2,126,112,12.5
2020,1,2020-03-15,S37000006,3,123,126,-2.4
2020,1,2020-03-15,S37000006,4,50,54,-7.4
2020,1,2020-03-15,S37000006,5,24,24,0
2020,1,2020-03-15,S37000007,1,162,146,11
2020,1,2020-03-15,S37000007,2,73,74.5,-2
2020,1,2020-03-15,S37000007,3,34,34,0
2020,1,2020-03-15,S37000007,4,28,37,-24.3
2020,1,2020-03-15,S37000007,5,23,32,-28.1
2020,1,2020-03-15,S37000008,1,111,112,-0.9
2020,1,2020-03-15,S37000008,2,83,79,5.1
2020,1,2020-03-15,S37000008,3,39,38,2.6
2020,1,2020-03-15,S37000008,4,24,21,14.3
2020,1,2020-03-15,S37000008,5,17,19.5,-12.8
2020,1,2020-03-15,S37000009,1,6,9.5,-36.8
2020,1,2020-03-15,S37000009,2,34,29.5,15.3
2020,1,2020-03-15,S37000009,3,12,12.5,-4
2020,1,2020-03-15,S37000009,4,39,30,30
2020,1,2020-03-15,S37000009,5,62,77,-19.5
2020,1,2020-03-15,S37000010,2,56,63,-11.1
2020,1,2020-03-15,S37000010,3,25,50,-50
2020,1,2020-03-15,S37000010,4,38,45,-15.6
2020,1,2020-03-15,S37000010,5,10,19,-47.4
2020,1,2020-03-15,S37000011,1,19,12,58.3
2020,1,2020-03-15,S37000011,2,16,18,-11.1
2020,1,2020-03-15,S37000011,3,14,18.5,-24.3
2020,1,2020-03-15,S37000011,4,23,30,-23.3
2020,1,2020-03-15,S37000011,5,59,70,-15.7
2020,1,2020-03-15,S37000012,1,199,196,1.5
2020,1,2020-03-15,S37000012,2,150,157,-4.5
2020,1,2020-03-15,S37000012,3,121,114,6.1
2020,1,2020-03-15,S37000012,4,105,115,-8.7
2020,1,2020-03-15,S37000012,5,189,229,-17.5
2020,1,2020-03-15,S37000013,1,60,76.5,-21.6
2020,1,2020-03-15,S37000013,2,94,98,-4.1
2020,1,2020-03-15,S37000013,3,55,55.5,-0.9
2020,1,2020-03-15,S37000013,4,42,42.5,-1.2
2020,1,2020-03-15,S37000013,5,33,33.5,-1.5
2020,1,2020-03-15,S37000016,1,51,60.5,-15.7
2020,1,2020-03-15,S37000016,2,122,123.5,-1.2
2020,1,2020-03-15,S37000016,3,124,158,-21.5
2020,1,2020-03-15,S37000016,4,107,125.5,-14.7
2020,1,2020-03-15,S37000016,5,28,37.5,-25.3
2020,1,2020-03-15,S37000017,1,100,96.5,3.6
2020,1,2020-03-15,S37000017,2,28,26.5,5.7
2020,1,2020-03-15,S37000017,3,30,26.5,13.2
2020,1,2020-03-15,S37000017,4,15,22,-31.8
2020,1,2020-03-15,S37000017,5,7,13,-46.2
2020,1,2020-03-15,S37000018,1,19,30.5,-37.7
2020,1,2020-03-15,S37000018,2,61,65.5,-6.9
2020,1,2020-03-15,S37000018,3,30,37.5,-20
2020,1,2020-03-15,S37000018,4,27,23.5,14.9
2020,1,2020-03-15,S37000018,5,13,15.5,-16.1
2020,1,2020-03-15,S37000019,1,5,1.5,233.3
2020,1,2020-03-15,S37000019,2,25,36,-30.6
2020,1,2020-03-15,S37000019,3,62,58.5,6
2020,1,2020-03-15,S37000019,4,61,67,-9
2020,1,2020-03-15,S37000019,5,19,25,-24
2020,1,2020-03-15,S37000020,1,179,210.5,-15
2020,1,2020-03-15,S37000020,2,59,75,-21.3
2020,1,2020-03-15,S37000020,3,22,44,-50
2020,1,2020-03-15,S37000020,4,34,44,-22.7
2020,1,2020-03-15,S37000020,5,17,23,-26.1
2020,1,2020-03-15,S37000022,2,5,10,-50
2020,1,2020-03-15,S37000022,3,9,14,-35.7
2020,1,2020-03-15,S37000022,4,11,18,-38.9
2020,1,2020-03-15,S37000024,1,153,140,9.3
2020,1,2020-03-15,S37000024,2,76,71.5,6.3
2020,1,2020-03-15,S37000024,3,55,55,0
2020,1,2020-03-15,S37000024,4,37,49,-24.5
2020,1,2020-03-15,S37000024,5,32,34.5,-7.2
2020,1,2020-03-15,S37000025,1,21,14,50
2020,1,2020-03-15,S37000025,2,58,63,-7.9
2020,1,2020-03-15,S37000025,3,76,83.5,-9
2020,1,2020-03-15,S37000025,4,90,79.5,13.2
2020,1,2020-03-15,S37000025,5,21,18,16.7
2020,1,2020-03-15,S37000026,2,10,3,233.3
2020,1,2020-03-15,S37000026,3,13,14.5,-10.3
2020,1,2020-03-15,S37000026,4,16,25.5,-37.3
2020,1,2020-03-15,S37000027,1,73,81.5,-10.4
2020,1,2020-03-15,S37000027,2,84,89.5,-6.1
2020,1,2020-03-15,S37000027,3,42,49,-14.3
2020,1,2020-03-15,S37000027,4,29,29.5,-1.7
2020,1,2020-03-15,S37000027,5,47,40,17.5
2020,1,2020-03-15,S37000028,1,180,185.5,-3
2020,1,2020-03-15,S37000028,2,190,199,-4.5
2020,1,2020-03-15,S37000028,3,124,120,3.3
2020,1,2020-03-15,S37000028,4,84,106.5,-21.1
2020,1,2020-03-15,S37000028,5,45,59.5,-24.4
2020,1,2020-03-15,S37000029,1,105,92,14.1
2020,1,2020-03-15,S37000029,2,57,66,-13.6
2020,1,2020-03-15,S37000029,3,21,30,-30
2020,1,2020-03-15,S37000029,4,17,13,30.8
2020,1,2020-03-15,S37000030,1,73,68,7.4
2020,1,2020-03-15,S37000030,2,96,114,-15.8
2020,1,2020-03-15,S37000030,3,62,67.5,-8.1
2020,1,2020-03-15,S37000030,4,25,41.5,-39.8
2020,1,2020-03-15,S37000030,5,26,31,-16.1
2020,1,2020-03-15,S37000031,2,11,23.5,-53.2
2020,1,2020-03-15,S37000031,3,54,51.5,4.9
2020,1,2020-03-15,S37000032,1,195,211,-7.6
2020,1,2020-03-15,S37000032,2,191,180.5,5.8
2020,1,2020-03-15,S37000032,3,136,156,-12.8
2020,1,2020-03-15,S37000032,4,88,113,-22.1
2020,1,2020-03-15,S37000032,5,102,96.5,5.7
2020,1,2020-03-15,S37000033,1,22,31,-29
2020,1,2020-03-15,S37000033,2,45,35,28.6
2020,1,2020-03-15,S37000033,3,55,80.5,-31.7
2020,1,2020-03-15,S37000033,4,91,104.5,-12.9
