year,quarter,week_ending,hscp,simd_quintile,number_attendances,average20182019,percent_variation
2020,1,2020-01-26,S37000009,3,30,24,25
2020,1,2020-01-26,S37000009,4,63,65,-3.1
2020,1,2020-01-26,S37000009,5,182,165.5,10
2020,1,2020-01-26,S37000010,1,12,26.5,-54.7
2020,1,2020-01-26,S37000010,2,146,149,-2
2020,1,2020-01-26,S37000010,3,91,100,-9
2020,1,2020-01-26,S37000010,4,114,120.5,-5.4
2020,1,2020-01-26,S37000010,5,51,58.5,-12.8
2020,1,2020-01-26,S37000011,1,49,57,-14
2020,1,2020-01-26,S37000011,2,59,55.5,6.3
2020,1,2020-01-26,S37000011,3,49,55.5,-11.7
2020,1,2020-01-26,S37000011,4,64,54,18.5
2020,1,2020-01-26,S37000011,5,188,169.5,10.9
2020,1,2020-01-26,S37000012,1,490,474.5,3.3
2020,1,2020-01-26,S37000012,2,350,337,3.9
2020,1,2020-01-26,S37000012,3,307,266.5,15.2
2020,1,2020-01-26,S37000012,4,318,291,9.3
2020,1,2020-01-26,S37000012,5,674,616.5,9.3
2020,1,2020-01-26,S37000013,1,177,148,19.6
2020,1,2020-01-26,S37000013,2,223,218.5,2.1
2020,1,2020-01-26,S37000013,3,124,136,-8.8
2020,1,2020-01-26,S37000013,4,102,108.5,-6
2020,1,2020-01-26,S37000013,5,90,90,0
2020,1,2020-01-26,S37000016,1,114,105.5,8.1
2020,1,2020-01-26,S37000016,2,194,192,1
2020,1,2020-01-26,S37000016,3,234,223,4.9
2020,1,2020-01-26,S37000016,4,252,250,0.8
2020,1,2020-01-26,S37000016,5,78,63,23.8
2020,1,2020-01-26,S37000017,1,309,289,6.9
2020,1,2020-01-26,S37000017,2,82,69,18.8
2020,1,2020-01-26,S37000017,3,80,76,5.3
2020,1,2020-01-26,S37000017,4,92,64,43.8
2020,1,2020-01-26,S37000017,5,48,50,-4
2020,1,2020-01-26,S37000018,1,70,62.5,12
2020,1,2020-01-26,S37000018,2,228,206.5,10.4
2020,1,2020-01-26,S37000018,3,131,104.5,25.4
2020,1,2020-01-26,S37000018,4,75,60,25
2020,1,2020-01-26,S37000018,5,36,65.5,-45
2020,1,2020-01-26,S37000019,1,7,7,0
2020,1,2020-01-26,S37000019,2,106,89.5,18.4
2020,1,2020-01-26,S37000019,3,134,110,21.8
2020,1,2020-01-26,S37000019,4,168,143.5,17.1
2020,1,2020-01-26,S37000019,5,75,72.5,3.4
2020,1,2020-01-26,S37000020,1,391,373,4.8
2020,1,2020-01-26,S37000020,2,144,158.5,-9.1
2020,1,2020-01-26,S37000020,3,70,69,1.4
2020,1,2020-01-26,S37000020,4,67,70,-4.3
2020,1,2020-01-26,S37000020,5,53,52,1.9
2020,1,2020-01-26,S37000022,2,10,11,-9.1
2020,1,2020-01-26,S37000022,3,37,35,5.7
2020,1,2020-01-26,S37000022,4,54,52,3.8
2020,1,2020-01-26,S37000022,5,9,9.5,-5.3
2020,1,2020-01-26,S37000024,1,413,395.5,4.4
2020,1,2020-01-26,S37000024,2,237,215.5,10
2020,1,2020-01-26,S37000024,3,198,178,11.2
2020,1,2020-01-26,S37000024,4,147,164,-10.4
2020,1,2020-01-26,S37000024,5,127,126,0.8
2020,1,2020-01-26,S37000025,1,54,45,20
2020,1,2020-01-26,S37000025,2,114,99,15.2
2020,1,2020-01-26,S37000025,3,189,199,-5
2020,1,2020-01-26,S37000025,4,152,188,-19.1
2020,1,2020-01-26,S37000025,5,32,44.5,-28.1
2020,1,2020-01-26,S37000026,3,29,34,-14.7
2020,1,2020-01-26,S37000026,4,90,84.5,6.5
2020,1,2020-01-26,S37000027,1,162,154,5.2
2020,1,2020-01-26,S37000027,2,175,157.5,11.1
2020,1,2020-01-26,S37000027,3,124,138.5,-10.5
2020,1,2020-01-26,S37000027,4,75,75,0
2020,1,2020-01-26,S37000027,5,107,101.5,5.4
2020,1,2020-01-26,S37000028,1,478,509,-6.1
2020,1,2020-01-26,S37000028,2,519,587,-11.6
2020,1,2020-01-26,S37000028,3,328,352,-6.8
2020,1,2020-01-26,S37000028,4,333,312,6.7
2020,1,2020-01-26,S37000028,5,213,211,0.9
2020,1,2020-01-26,S37000029,1,171,184.5,-7.3
2020,1,2020-01-26,S37000029,2,125,81.5,53.4
2020,1,2020-01-26,S37000029,3,41,53,-22.6
2020,1,2020-01-26,S37000029,4,37,35,5.7
2020,1,2020-01-26,S37000029,5,14,11,27.3
2020,1,2020-01-26,S37000030,1,237,220,7.7
2020,1,2020-01-26,S37000030,2,334,295,13.2
2020,1,2020-01-26,S37000030,3,254,221,14.9
2020,1,2020-01-26,S37000030,4,163,153,6.5
2020,1,2020-01-26,S37000030,5,107,128.5,-16.7
2020,1,2020-01-26,S37000031,2,25,30.5,-18
2020,1,2020-01-26,S37000031,3,81,69,17.4
2020,1,2020-01-26,S37000031,4,12,7.5,60
2020,1,2020-01-26,S37000032,1,417,408,2.2
2020,1,2020-01-26,S37000032,2,335,333,0.6
2020,1,2020-01-26,S37000032,3,267,259,3.1
2020,1,2020-01-26,S37000032,4,191,177.5,7.6
2020,1,2020-01-26,S37000032,5,165,168,-1.8
2020,1,2020-01-26,S37000033,1,45,45.5,-1.1
2020,1,2020-01-26,S37000033,2,83,74.5,11.4
2020,1,2020-01-26,S37000033,3,130,105.5,23.2
2020,1,2020-01-26,S37000033,4,170,182.5,-6.8
2020,1,2020-01-26,S37000033,5,72,71.5,0.7
2020,1,2020-01-26,S37000034,1,2009,1962.5,2.4
2020,1,2020-01-26,S37000034,2,545,542,0.6
2020,1,2020-01-26,S37000034,3,339,333,1.8
2020,1,2020-01-26,S37000034,4,234,255.5,-8.4
2020,1,2020-01-26,S37000034,5,195,225.5,-13.5
2020,1,2020-01-26,S37000035,1,927,881,5.2
2020,1,2020-01-26,S37000035,2,661,672,-1.6
2020,1,2020-01-26,S37000035,3,364,355.5,2.4
2020,1,2020-01-26,S37000035,4,212,240.5,-11.9
2020,1,2020-01-26,S37000035,5,108,137.5,-21.5
2020,1,2020-02-02,S37000001,1,113,121,-6.6
2020,1,2020-02-02,S37000001,2,231,230,0.4
2020,1,2020-02-02,S37000001,3,164,133.5,22.8
2020,1,2020-02-02,S37000001,4,145,146,-0.7
2020,1,2020-02-02,S37000001,5,277,258.5,7.2
2020,1,2020-02-02,S37000002,1,10,8,25
2020,1,2020-02-02,S37000002,2,33,33.5,-1.5
2020,1,2020-02-02,S37000002,3,69,91.5,-24.6
2020,1,2020-02-02,S37000002,4,200,176.5,13.3
2020,1,2020-02-02,S37000002,5,223,191,16.8
2020,1,2020-02-02,S37000003,1,23,16.5,39.4
2020,1,2020-02-02,S37000003,2,38,30.5,24.6
2020,1,2020-02-02,S37000003,3,84,60.5,38.8
2020,1,2020-02-02,S37000003,4,64,57,12.3
2020,1,2020-02-02,S37000003,5,32,38,-15.8
2020,1,2020-02-02,S37000004,1,15,17,-11.8
2020,1,2020-02-02,S37000004,2,38,35.5,7
2020,1,2020-02-02,S37000004,3,95,80.5,18
2020,1,2020-02-02,S37000004,4,48,67.5,-28.9
2020,1,2020-02-02,S37000004,5,18,15,20
2020,1,2020-02-02,S37000005,1,99,106,-6.6
2020,1,2020-02-02,S37000005,2,94,94,0
2020,1,2020-02-02,S37000005,3,66,62,6.5
2020,1,2020-02-02,S37000005,4,92,84.5,8.9
2020,1,2020-02-02,S37000005,5,63,53,18.9
2020,1,2020-02-02,S37000006,1,103,107.5,-4.2
2020,1,2020-02-02,S37000006,2,299,288,3.8
2020,1,2020-02-02,S37000006,3,243,261.5,-7.1
2020,1,2020-02-02,S37000006,4,122,107,14
2020,1,2020-02-02,S37000006,5,57,56.5,0.9
2020,1,2020-02-02,S37000007,1,242,259,-6.6
2020,1,2020-02-02,S37000007,2,136,109.5,24.2
2020,1,2020-02-02,S37000007,3,69,71,-2.8
2020,1,2020-02-02,S37000007,4,94,69,36.2
2020,1,2020-02-02,S37000007,5,65,62.5,4
2020,1,2020-02-02,S37000008,1,269,279,-3.6
2020,1,2020-02-02,S37000008,2,203,185.5,9.4
2020,1,2020-02-02,S37000008,3,121,111.5,8.5
2020,1,2020-02-02,S37000008,4,71,77,-7.8
2020,1,2020-02-02,S37000008,5,50,49,2
2020,1,2020-02-02,S37000009,1,31,27,14.8
2020,1,2020-02-02,S37000009,2,70,81,-13.6
2020,1,2020-02-02,S37000009,3,17,27,-37
2020,1,2020-02-02,S37000009,4,68,70.5,-3.5
2020,1,2020-02-02,S37000009,5,166,189,-12.2
2020,1,2020-02-02,S37000010,1,28,23.5,19.1
2020,1,2020-02-02,S37000010,2,155,157,-1.3
2020,1,2020-02-02,S37000010,3,81,91,-11
2020,1,2020-02-02,S37000010,4,124,98.5,25.9
2020,1,2020-02-02,S37000010,5,73,59,23.7
2020,1,2020-02-02,S37000011,1,52,44.5,16.9
2020,1,2020-02-02,S37000011,2,63,49.5,27.3
2020,1,2020-02-02,S37000011,3,43,51,-15.7
2020,1,2020-02-02,S37000011,4,59,63,-6.3
2020,1,2020-02-02,S37000011,5,185,153.5,20.5
2020,1,2020-02-02,S37000012,1,485,463.5,4.6
2020,1,2020-02-02,S37000012,2,379,386.5,-1.9
2020,1,2020-02-02,S37000012,3,257,276.5,-7.1
2020,1,2020-02-02,S37000012,4,283,301,-6
2020,1,2020-02-02,S37000012,5,668,621.5,7.5
2020,1,2020-02-02,S37000013,1,138,147.5,-6.4
2020,1,2020-02-02,S37000013,2,232,250,-7.2
2020,1,2020-02-02,S37000013,3,136,127.5,6.7
2020,1,2020-02-02,S37000013,4,103,89,15.7
2020,1,2020-02-02,S37000013,5,110,91.5,20.2
2020,1,2020-02-02,S37000016,1,99,111,-10.8
2020,1,2020-02-02,S37000016,2,208,198.5,4.8
2020,1,2020-02-02,S37000016,3,269,249,8
2020,1,2020-02-02,S37000016,4,275,277.5,-0.9
2020,1,2020-02-02,S37000016,5,91,84,8.3
2020,1,2020-02-02,S37000017,1,321,291,10.3
2020,1,2020-02-02,S37000017,2,82,77.5,5.8
2020,1,2020-02-02,S37000017,3,81,78,3.8
2020,1,2020-02-02,S37000017,4,64,71.5,-10.5
2020,1,2020-02-02,S37000017,5,63,41,53.7
2020,1,2020-02-02,S37000018,1,61,68,-10.3
2020,1,2020-02-02,S37000018,2,203,200.5,1.2
2020,1,2020-02-02,S37000018,3,142,115.5,22.9
2020,1,2020-02-02,S37000018,4,60,66.5,-9.8
2020,1,2020-02-02,S37000018,5,59,50,18
2020,1,2020-02-02,S37000019,1,5,6,-16.7
2020,1,2020-02-02,S37000019,2,95,94,1.1
2020,1,2020-02-02,S37000019,3,144,121.5,18.5
2020,1,2020-02-02,S37000019,4,170,149,14.1
2020,1,2020-02-02,S37000019,5,82,71.5,14.7
2020,1,2020-02-02,S37000020,1,395,369.5,6.9
2020,1,2020-02-02,S37000020,2,140,160,-12.5
2020,1,2020-02-02,S37000020,3,99,76.5,29.4
2020,1,2020-02-02,S37000020,4,72,89,-19.1
2020,1,2020-02-02,S37000020,5,41,49.5,-17.2
2020,1,2020-02-02,S37000022,2,17,16.5,3
2020,1,2020-02-02,S37000022,3,55,40.5,35.8
2020,1,2020-02-02,S37000022,4,44,52.5,-16.2
2020,1,2020-02-02,S37000022,5,6,9,-33.3
2020,1,2020-02-02,S37000024,1,372,419.5,-11.3
2020,1,2020-02-02,S37000024,2,237,226.5,4.6
2020,1,2020-02-02,S37000024,3,185,185,0
2020,1,2020-02-02,S37000024,4,160,156,2.6
2020,1,2020-02-02,S37000024,5,145,140,3.6
2020,1,2020-02-02,S37000025,1,57,38.5,48.1
2020,1,2020-02-02,S37000025,2,102,91.5,11.5
2020,1,2020-02-02,S37000025,3,200,170,17.6
2020,1,2020-02-02,S37000025,4,204,171.5,19
2020,1,2020-02-02,S37000025,5,47,38.5,22.1
2020,1,2020-02-02,S37000026,2,8,5.5,45.5
2020,1,2020-02-02,S37000026,3,47,39.5,19
2020,1,2020-02-02,S37000026,4,83,91,-8.8
2020,1,2020-02-02,S37000027,1,140,153,-8.5
2020,1,2020-02-02,S37000027,2,173,167,3.6
2020,1,2020-02-02,S37000027,3,114,128,-10.9
2020,1,2020-02-02,S37000027,4,90,71.5,25.9
2020,1,2020-02-02,S37000027,5,102,110,-7.3
2020,1,2020-02-02,S37000028,1,421,459,-8.3
2020,1,2020-02-02,S37000028,2,545,528,3.2
2020,1,2020-02-02,S37000028,3,369,368,0.3
2020,1,2020-02-02,S37000028,4,303,315.5,-4
2020,1,2020-02-02,S37000028,5,198,210.5,-5.9
2020,1,2020-02-02,S37000029,1,202,173.5,16.4
2020,1,2020-02-02,S37000029,2,92,89.5,2.8
2020,1,2020-02-02,S37000029,3,41,51.5,-20.4
2020,1,2020-02-02,S37000029,4,38,36,5.6
2020,1,2020-02-02,S37000029,5,8,9,-11.1
2020,1,2020-02-02,S37000030,1,221,229.5,-3.7
2020,1,2020-02-02,S37000030,2,333,327.5,1.7
2020,1,2020-02-02,S37000030,3,236,241.5,-2.3
2020,1,2020-02-02,S37000030,4,189,145,30.3
2020,1,2020-02-02,S37000030,5,124,125,-0.8
2020,1,2020-02-02,S37000031,2,33,32,3.1
2020,1,2020-02-02,S37000031,3,80,89.5,-10.6
2020,1,2020-02-02,S37000032,1,394,418.5,-5.9
2020,1,2020-02-02,S37000032,2,319,322.5,-1.1
2020,1,2020-02-02,S37000032,3,252,270,-6.7
2020,1,2020-02-02,S37000032,4,171,158.5,7.9
2020,1,2020-02-02,S37000032,5,200,175,14.3
2020,1,2020-02-02,S37000033,1,45,56.5,-20.4
2020,1,2020-02-02,S37000033,2,81,80,1.2
2020,1,2020-02-02,S37000033,3,90,111,-18.9
2020,1,2020-02-02,S37000033,4,226,167.5,34.9
2020,1,2020-02-02,S37000033,5,66,77.5,-14.8
2020,1,2020-02-02,S37000034,1,1976,1950,1.3
2020,1,2020-02-02,S37000034,2,528,551.5,-4.3
2020,1,2020-02-02,S37000034,3,314,340.5,-7.8
2020,1,2020-02-02,S37000034,4,239,239.5,-0.2
2020,1,2020-02-02,S37000034,5,184,203,-9.4
2020,1,2020-02-02,S37000035,1,938,929,1
2020,1,2020-02-02,S37000035,2,678,684.5,-0.9
2020,1,2020-02-02,S37000035,3,363,373.5,-2.8
2020,1,2020-02-02,S37000035,4,209,214,-2.3
2020,1,2020-02-02,S37000035,5,142,116.5,21.9
2020,1,2020-02-09,S37000001,1,95,120.5,-21.2
2020,1,2020-02-09,S37000001,2,215,236,-8.9
2020,1,2020-02-09,S37000001,3,127,149,-14.8
2020,1,2020-02-09,S37000001,4,153,150.5,1.7
2020,1,2020-02-09,S37000001,5,270,271,-0.4
2020,1,2020-02-09,S37000002,1,5,8,-37.5
2020,1,2020-02-09,S37000002,2,43,35.5,21.1
2020,1,2020-02-09,S37000002,3,95,83.5,13.8
2020,1,2020-02-09,S37000002,4,220,173.5,26.8
2020,1,2020-02-09,S37000002,5,188,183.5,2.5
2020,1,2020-02-09,S37000003,1,16,21,-23.8
2020,1,2020-02-09,S37000003,2,33,30,10
2020,1,2020-02-09,S37000003,3,87,63,38.1
2020,1,2020-02-09,S37000003,4,44,52,-15.4
2020,1,2020-02-09,S37000003,5,29,38.5,-24.7
2020,1,2020-02-09,S37000004,1,17,14,21.4
2020,1,2020-02-09,S37000004,2,43,36,19.4
2020,1,2020-02-09,S37000004,3,80,84.5,-5.3
2020,1,2020-02-09,S37000004,4,56,67.5,-17
2020,1,2020-02-09,S37000004,5,16,18,-11.1
2020,1,2020-02-09,S37000005,1,116,100,16
2020,1,2020-02-09,S37000005,2,99,91.5,8.2
2020,1,2020-02-09,S37000005,3,56,63.5,-11.8
2020,1,2020-02-09,S37000005,4,81,82.5,-1.8
2020,1,2020-02-09,S37000005,5,74,59,25.4
2020,1,2020-02-09,S37000006,1,108,121,-10.7
2020,1,2020-02-09,S37000006,2,297,284,4.6
2020,1,2020-02-09,S37000006,3,246,253.5,-3
2020,1,2020-02-09,S37000006,4,99,108,-8.3
2020,1,2020-02-09,S37000006,5,68,69,-1.4
2020,1,2020-02-09,S37000007,1,285,245,16.3
2020,1,2020-02-09,S37000007,2,121,111.5,8.5
2020,1,2020-02-09,S37000007,3,85,68,25
2020,1,2020-02-09,S37000007,4,88,80,10
2020,1,2020-02-09,S37000007,5,62,70,-11.4
2020,1,2020-02-09,S37000008,1,260,274.5,-5.3
2020,1,2020-02-09,S37000008,2,168,203.5,-17.4
2020,1,2020-02-09,S37000008,3,97,107,-9.3
2020,1,2020-02-09,S37000008,4,74,82,-9.8
2020,1,2020-02-09,S37000008,5,48,55,-12.7
2020,1,2020-02-09,S37000009,1,24,28,-14.3
2020,1,2020-02-09,S37000009,2,62,76,-18.4
2020,1,2020-02-09,S37000009,3,29,26,11.5
2020,1,2020-02-09,S37000009,4,62,69,-10.1
2020,1,2020-02-09,S37000009,5,196,175,12
2020,1,2020-02-09,S37000010,1,25,24.5,2
2020,1,2020-02-09,S37000010,2,149,168.5,-11.6
2020,1,2020-02-09,S37000010,3,115,102.5,12.2
2020,1,2020-02-09,S37000010,4,113,135,-16.3
2020,1,2020-02-09,S37000010,5,53,57.5,-7.8
2020,1,2020-02-09,S37000011,1,34,46,-26.1
2020,1,2020-02-09,S37000011,2,50,59,-15.3
2020,1,2020-02-09,S37000011,3,45,46.5,-3.2
2020,1,2020-02-09,S37000011,4,43,67,-35.8
2020,1,2020-02-09,S37000011,5,158,169.5,-6.8
2020,1,2020-02-09,S37000012,1,497,476,4.4
2020,1,2020-02-09,S37000012,2,368,358.5,2.6
2020,1,2020-02-09,S37000012,3,295,288.5,2.3
2020,1,2020-02-09,S37000012,4,304,286,6.3
2020,1,2020-02-09,S37000012,5,583,640.5,-9
2020,1,2020-02-09,S37000013,1,161,148.5,8.4
2020,1,2020-02-09,S37000013,2,238,235,1.3
2020,1,2020-02-09,S37000013,3,126,109.5,15.1
2020,1,2020-02-09,S37000013,4,109,107,1.9
2020,1,2020-02-09,S37000013,5,104,95.5,8.9
2020,1,2020-02-09,S37000016,1,98,119,-17.6
2020,1,2020-02-09,S37000016,2,173,195.5,-11.5
2020,1,2020-02-09,S37000016,3,251,241.5,3.9
2020,1,2020-02-09,S37000016,4,289,275,5.1
2020,1,2020-02-09,S37000016,5,94,80.5,16.8
2020,1,2020-02-09,S37000017,1,272,306,-11.1
2020,1,2020-02-09,S37000017,2,85,84.5,0.6
2020,1,2020-02-09,S37000017,3,74,83.5,-11.4
2020,1,2020-02-09,S37000017,4,76,68,11.8
2020,1,2020-02-09,S37000017,5,43,46,-6.5
2020,1,2020-02-09,S37000018,1,71,69.5,2.2
2020,1,2020-02-09,S37000018,2,215,208.5,3.1
2020,1,2020-02-09,S37000018,3,119,115,3.5
2020,1,2020-02-09,S37000018,4,86,72.5,18.6
2020,1,2020-02-09,S37000018,5,55,65,-15.4
2020,1,2020-02-09,S37000019,2,101,96,5.2
2020,1,2020-02-09,S37000019,3,122,125,-2.4
2020,1,2020-02-09,S37000019,4,182,158.5,14.8
2020,1,2020-02-09,S37000019,5,70,68,2.9
2020,1,2020-02-09,S37000020,1,335,372.5,-10.1
2020,1,2020-02-09,S37000020,2,167,138,21
2020,1,2020-02-09,S37000020,3,91,70.5,29.1
2020,1,2020-02-09,S37000020,4,79,70,12.9
2020,1,2020-02-09,S37000020,5,42,43.5,-3.4
2020,1,2020-02-09,S37000022,2,19,13.5,40.7
2020,1,2020-02-09,S37000022,3,32,37.5,-14.7
2020,1,2020-02-09,S37000022,4,59,54.5,8.3
2020,1,2020-02-09,S37000022,5,12,12,0
2020,1,2020-02-09,S37000024,1,407,418,-2.6
2020,1,2020-02-09,S37000024,2,198,233.5,-15.2
2020,1,2020-02-09,S37000024,3,190,194,-2.1
2020,1,2020-02-09,S37000024,4,144,146,-1.4
2020,1,2020-02-09,S37000024,5,128,152,-15.8
2020,1,2020-02-09,S37000025,1,45,46,-2.2
2020,1,2020-02-09,S37000025,2,114,121,-5.8
2020,1,2020-02-09,S37000025,3,199,196,1.5
2020,1,2020-02-09,S37000025,4,185,179,3.4
2020,1,2020-02-09,S37000025,5,36,36,0
2020,1,2020-02-09,S37000026,2,8,4.5,77.8
2020,1,2020-02-09,S37000026,3,41,51,-19.6
2020,1,2020-02-09,S37000026,4,99,101,-2
2020,1,2020-02-09,S37000027,1,156,150,4
2020,1,2020-02-09,S37000027,2,155,174,-10.9
2020,1,2020-02-09,S37000027,3,108,136.5,-20.9
2020,1,2020-02-09,S37000027,4,66,74,-10.8
2020,1,2020-02-09,S37000027,5,97,100.5,-3.5
2020,1,2020-02-09,S37000028,1,435,478,-9
2020,1,2020-02-09,S37000028,2,527,567.5,-7.1
2020,1,2020-02-09,S37000028,3,391,369.5,5.8
2020,1,2020-02-09,S37000028,4,315,331,-4.8
2020,1,2020-02-09,S37000028,5,214,175.5,21.9
2020,1,2020-02-09,S37000029,1,200,170,17.6
2020,1,2020-02-09,S37000029,2,84,91.5,-8.2
2020,1,2020-02-09,S37000029,3,45,49,-8.2
2020,1,2020-02-09,S37000029,4,36,28.5,26.3
2020,1,2020-02-09,S37000029,5,11,16.5,-33.3
2020,1,2020-02-09,S37000030,1,227,233,-2.6
2020,1,2020-02-09,S37000030,2,334,316,5.7
2020,1,2020-02-09,S37000030,3,240,227.5,5.5
2020,1,2020-02-09,S37000030,4,157,164.5,-4.6
2020,1,2020-02-09,S37000030,5,127,125,1.6
2020,1,2020-02-09,S37000031,2,30,25,20
2020,1,2020-02-09,S37000031,3,79,75.5,4.6
2020,1,2020-02-09,S37000031,4,5,12,-58.3
2020,1,2020-02-09,S37000032,1,479,413.5,15.8
2020,1,2020-02-09,S37000032,2,344,307,12.1
2020,1,2020-02-09,S37000032,3,261,245.5,6.3
2020,1,2020-02-09,S37000032,4,197,168.5,16.9
2020,1,2020-02-09,S37000032,5,172,189.5,-9.2
2020,1,2020-02-09,S37000033,1,54,56.5,-4.4
2020,1,2020-02-09,S37000033,2,71,85,-16.5
2020,1,2020-02-09,S37000033,3,116,122,-4.9
2020,1,2020-02-09,S37000033,4,172,182.5,-5.8
2020,1,2020-02-09,S37000033,5,81,73.5,10.2
2020,1,2020-02-09,S37000034,1,1971,2015,-2.2
2020,1,2020-02-09,S37000034,2,507,575,-11.8
2020,1,2020-02-09,S37000034,3,326,358,-8.9
2020,1,2020-02-09,S37000034,4,230,263,-12.5
2020,1,2020-02-09,S37000034,5,179,203.5,-12
2020,1,2020-02-09,S37000035,1,885,956,-7.4
2020,1,2020-02-09,S37000035,2,677,676.5,0.1
2020,1,2020-02-09,S37000035,3,396,374.5,5.7
2020,1,2020-02-09,S37000035,4,217,227.5,-4.6
2020,1,2020-02-09,S37000035,5,151,128,18
2020,1,2020-02-16,S37000001,1,101,108.5,-6.9
2020,1,2020-02-16,S37000001,2,228,229,-0.4
2020,1,2020-02-16,S37000001,3,119,134,-11.2
2020,1,2020-02-16,S37000001,4,131,140,-6.4
2020,1,2020-02-16,S37000001,5,260,244,6.6
2020,1,2020-02-16,S37000002,1,6,12,-50
2020,1,2020-02-16,S37000002,2,36,41.5,-13.3
2020,1,2020-02-16,S37000002,3,85,86.5,-1.7
2020,1,2020-02-16,S37000002,4,171,192,-10.9
2020,1,2020-02-16,S37000002,5,201,193.5,3.9
2020,1,2020-02-16,S37000003,1,20,18,11.1
2020,1,2020-02-16,S37000003,2,23,40,-42.5
2020,1,2020-02-16,S37000003,3,79,63,25.4
2020,1,2020-02-16,S37000003,4,42,45,-6.7
2020,1,2020-02-16,S37000003,5,36,39.5,-8.9
2020,1,2020-02-16,S37000004,1,15,20,-25
2020,1,2020-02-16,S37000004,2,35,39.5,-11.4
2020,1,2020-02-16,S37000004,3,70,91,-23.1
2020,1,2020-02-16,S37000004,4,47,68.5,-31.4
2020,1,2020-02-16,S37000004,5,14,19.5,-28.2
2020,1,2020-02-16,S37000005,1,119,101.5,17.2
2020,1,2020-02-16,S37000005,2,94,101,-6.9
2020,1,2020-02-16,S37000005,3,72,67,7.5
2020,1,2020-02-16,S37000005,4,90,68,32.4
2020,1,2020-02-16,S37000005,5,62,62.5,-0.8
2020,1,2020-02-16,S37000006,1,126,130.5,-3.4
2020,1,2020-02-16,S37000006,2,293,285.5,2.6
2020,1,2020-02-16,S37000006,3,265,274,-3.3
2020,1,2020-02-16,S37000006,4,98,94,4.3
2020,1,2020-02-16,S37000006,5,63,60.5,4.1
2020,1,2020-02-16,S37000007,1,258,240.5,7.3
2020,1,2020-02-16,S37000007,2,103,124,-16.9
2020,1,2020-02-16,S37000007,3,45,59,-23.7
2020,1,2020-02-16,S37000007,4,70,70.5,-0.7
2020,1,2020-02-16,S37000007,5,54,71.5,-24.5
2020,1,2020-02-16,S37000008,1,227,279,-18.6
2020,1,2020-02-16,S37000008,2,183,199.5,-8.3
2020,1,2020-02-16,S37000008,3,107,93.5,14.4
2020,1,2020-02-16,S37000008,4,65,74,-12.2
2020,1,2020-02-16,S37000008,5,51,58.5,-12.8
2020,1,2020-02-16,S37000009,1,28,30,-6.7
2020,1,2020-02-16,S37000009,2,74,83.5,-11.4
2020,1,2020-02-16,S37000009,3,25,26.5,-5.7
2020,1,2020-02-16,S37000009,4,62,60.5,2.5
2020,1,2020-02-16,S37000009,5,151,172.5,-12.5
2020,1,2020-02-16,S37000010,1,24,26,-7.7
2020,1,2020-02-16,S37000010,2,133,155,-14.2
2020,1,2020-02-16,S37000010,3,74,89,-16.9
2020,1,2020-02-16,S37000010,4,98,116.5,-15.9
2020,1,2020-02-16,S37000010,5,50,68,-26.5
2020,1,2020-02-16,S37000011,1,50,52,-3.8
2020,1,2020-02-16,S37000011,2,43,49.5,-13.1
2020,1,2020-02-16,S37000011,3,53,54,-1.9
2020,1,2020-02-16,S37000011,4,66,61.5,7.3
2020,1,2020-02-16,S37000011,5,149,185.5,-19.7
2020,1,2020-02-16,S37000012,1,434,467,-7.1
2020,1,2020-02-16,S37000012,2,332,362,-8.3
2020,1,2020-02-16,S37000012,3,236,308,-23.4
2020,1,2020-02-16,S37000012,4,335,309.5,8.2
2020,1,2020-02-16,S37000012,5,577,599,-3.7
2020,1,2020-02-16,S37000013,1,141,148.5,-5.1
2020,1,2020-02-16,S37000013,2,241,227.5,5.9
2020,1,2020-02-16,S37000013,3,140,136,2.9
2020,1,2020-02-16,S37000013,4,113,109.5,3.2
2020,1,2020-02-16,S37000013,5,112,97.5,14.9
2020,1,2020-02-16,S37000016,1,104,110.5,-5.9
2020,1,2020-02-16,S37000016,2,202,182.5,10.7
2020,1,2020-02-16,S37000016,3,221,265,-16.6
2020,1,2020-02-16,S37000016,4,265,258,2.7
2020,1,2020-02-16,S37000016,5,78,85,-8.2
2020,1,2020-02-16,S37000017,1,289,285,1.4
2020,1,2020-02-16,S37000017,2,60,86.5,-30.6
2020,1,2020-02-16,S37000017,3,80,75.5,6
2020,1,2020-02-16,S37000017,4,84,70,20
2020,1,2020-02-16,S37000017,5,53,44.5,19.1
2020,1,2020-02-16,S37000018,1,58,66,-12.1
2020,1,2020-02-16,S37000018,2,171,189,-9.5
2020,1,2020-02-16,S37000018,3,138,117.5,17.4
2020,1,2020-02-16,S37000018,4,58,72,-19.4
2020,1,2020-02-16,S37000018,5,60,59,1.7
2020,1,2020-02-16,S37000019,2,89,93,-4.3
2020,1,2020-02-16,S37000019,3,127,128,-0.8
2020,1,2020-02-16,S37000019,4,143,158,-9.5
2020,1,2020-02-16,S37000019,5,75,70.5,6.4
2020,1,2020-02-16,S37000020,1,320,379.5,-15.7
2020,1,2020-02-16,S37000020,2,138,154,-10.4
2020,1,2020-02-16,S37000020,3,66,69,-4.3
2020,1,2020-02-16,S37000020,4,75,79.5,-5.7
2020,1,2020-02-16,S37000020,5,44,43.5,1.1
2020,1,2020-02-16,S37000022,2,26,22.5,15.6
