date,ca,ca_name,daily_positive,cumulative_positive,crude_rate_positive,crude_rate7day_positive,daily_deaths,cumulative_deaths,crude_rate_deaths,daily_negative,cumulative_negative,crude_rate_negative,total_tests,positive_tests,positive_percentage,positive_percentage7day,total_pillar1,total_pillar2,positive_pillar1,positive_pillar2
2020-10-04,S12000010,East Lothian,2,455,421.68674698795184,39.85171455050973,0,57,52.82669138090824,49,10594,9818.350324374422,133,3,2.255639097744361,2.285992217898833,62,71,1,2
2020-10-04,S12000011,East Renfrewshire,14,708,737.0393504059963,128.04497189256716,0,58,60.37892983551947,61,10470,10899.437851342913,191,15,7.853403141361256,6.905503634475598,70,121,2,13
2020-10-04,S12000013,Na h-Eileanan Siar,1,48,181.1320754716981,75.47169811320754,0,0,0,11,2180,8226.415094339623,19,1,5.263157894736842,3.106508875739645,18,1,1,0
2020-10-04,S12000014,Falkirk,27,951,592.3019431988041,79.72097658196313,0,78,48.57997010463378,119,16574,10322.620827105133,334,29,8.682634730538922,3.6408431426225016,134,200,0,29
2020-10-04,S12000017,Highland,4,440,186.89206982967335,22.936754024550822,0,30,12.742641124750456,71,23060,9794.843477891518,196,4,2.0408163265306123,1.3878918401531466,110,86,1,3
2020-10-04,S12000018,Inverclyde,6,459,595.6397612250195,53.20529457565534,0,66,85.64754736568908,22,9138,11858.292239813132,126,6,4.761904761904762,2.127659574468085,69,57,0,6
2020-10-04,S12000019,Midlothian,11,703,754.6967257112185,75.14761137949544,1,90,96.61835748792272,47,10335,11095.00805152979,119,11,9.243697478991598,3.4741784037558685,57,62,0,11
2020-10-04,S12000020,Moray,2,140,146.27520635252324,7.313760317626162,0,14,14.627520635252324,35,8789,9182.948490230909,87,2,2.2988505747126435,0.5259203606311045,67,20,0,2
2020-10-04,S12000021,North Ayrshire,23,630,469.27374301675974,78.2122905027933,0,64,47.67225325884544,63,13395,9977.653631284917,257,23,8.949416342412452,3.53356890459364,125,132,1,22
2020-10-04,S12000023,Orkney Islands,0,24,107.14285714285715,0,0,1,4.464285714285714,8,1806,8062.5,24,0,0,0,22,2,0,0
2020-10-04,S12000026,Scottish Borders,6,475,412.18326969802155,33.842415827837556,0,40,34.71017007983339,61,11624,10086.775425199585,180,6,3.3333333333333335,1.884191176470588,79,101,2,4
2020-10-04,S12000027,Shetland Islands,0,59,257.9798863139484,0,0,5,21.862702229995627,7,2941,12859.641451683428,38,0,0,0,17,21,0,0
2020-10-04,S12000028,South Ayrshire,3,602,536.8289637952558,47.26235063313715,0,60,53.50454788657036,84,11286,10064.205457463884,262,4,1.5267175572519085,2.61210274270788,125,137,2,2
2020-10-04,S12000029,South Lanarkshire,78,2508,781.746773891902,144.629387195312,1,193,60.158344242877625,256,34886,10874.010348482014,713,81,11.360448807854135,6.600615878966394,157,556,7,74
2020-10-04,S12000030,Stirling,8,436,463.4353741496598,69.09013605442176,0,27,28.698979591836736,56,9390,9980.867346938776,147,9,6.122448979591836,3.428863868986694,72,75,5,4
2020-10-04,S12000033,Aberdeen City,10,1529,667.5106958875404,53.26115428272068,0,81,35.36191390901947,138,28265,12339.561686894263,308,10,3.2467532467532463,2.918552036199095,129,179,1,9
2020-10-04,S12000034,Aberdeenshire,6,734,281.4633024004908,14.955134596211366,0,61,23.39136436843316,130,27310,10472.428867244422,274,6,2.18978102189781,1.0687393733300947,139,135,0,6
2020-10-04,S12000035,Argyll and Bute,2,281,328.92426548051037,38.628116586679155,0,36,42.13976354910453,24,9280,10862.694603769169,141,2,1.4184397163120568,1.9935344827586208,62,79,1,1
2020-10-04,S12000036,City of Edinburgh,105,3568,676.2442667070998,151.62427504643497,0,275,52.120844547212016,404,52225,9898.22220537508,896,107,11.941964285714286,7.926887926887927,199,697,1,106
2020-10-04,S12000038,Renfrewshire,40,1259,701.8228440827247,102.56981994537044,0,98,54.62957801438208,130,20490,11422.041362394782,389,41,10.539845758354756,4.537286612758311,142,247,4,37
2020-10-04,S12000039,West Dunbartonshire,21,823,931.6278016753452,93.95517319447588,0,72,81.50328277111161,62,10742,12159.836993434456,206,21,10.194174757281552,4.2502387774594075,70,136,1,20
2020-10-04,S12000040,West Lothian,20,927,504.2976825155043,100.09792188010007,1,74,40.256772930040256,115,17566,9556.087476879557,284,22,7.746478873239436,6.121193478929561,89,195,6,16
2020-10-04,S12000041,Angus,4,587,506.82092902780175,28.492488343982043,0,46,39.71680193403557,64,12187,10522.362286306336,151,4,2.6490066225165565,1.681457262961233,90,61,1,3
2020-10-04,S12000042,Dundee City,19,1445,970.9716435962908,82.65018142722752,0,115,77.27455987098509,100,17045,11453.43367826905,251,20,7.968127490039841,4.260237780713342,107,144,4,16
2020-10-04,S12000045,East Dunbartonshire,17,833,765.9770114942528,98.39080459770112,0,71,65.28735632183907,73,12007,11040.919540229885,235,17,7.234042553191489,4.74012474012474,91,144,1,16
2020-10-04,S12000047,Fife,22,1466,391.8424077192419,47.844332184000216,0,126,33.67813326918451,252,36197,9674.979285275173,577,26,4.506065857885615,2.649656526005888,218,359,7,19
2020-10-04,S12000048,Perth and Kinross,4,639,420.64380225133306,23.039957869791323,0,48,31.59765650714239,71,16437,10820.222500164571,179,4,2.23463687150838,1.4296187683284456,80,99,0,4
2020-10-04,S12000049,Glasgow City,184,6629,1042.8859102636711,216.7893776351394,0,403,63.40066704423888,551,70659,11116.1978478384,1652,199,12.046004842615012,8.831106584386795,399,1253,16,183
2020-10-04,S12000050,North Lanarkshire,80,2672,783.2561411737116,128.68616990092045,0,183,53.6436653573313,203,36072,10573.957905845107,675,86,12.74074074074074,6.847200785744352,213,462,11,75
2020-10-05,S12000005,Clackmannanshire,8,244,475.7262624293234,38.99395593682979,0,32,62.39032949892767,43,4864,9483.330083837003,208,8,3.8461538461538463,1.568334578043316,106,102,1,7
2020-10-05,S12000006,Dumfries and Galloway,8,457,308.1799177287747,33.04336098185987,0,41,27.64852653584193,138,16430,11079.64124350934,426,10,2.3474178403755865,1.9835215135794937,237,189,2,8
2020-10-05,S12000008,East Ayrshire,34,702,577.3026315789474,95.39473684210526,0,51,41.94078947368421,141,11269,9267.269736842103,397,35,8.816120906801007,4.3399638336347195,163,234,8,27
2020-10-05,S12000010,East Lothian,13,468,433.73493975903614,43.55885078776645,0,57,52.82669138090824,90,10684,9901.760889712696,418,13,3.110047846889952,2.433206106870229,145,273,2,11
2020-10-05,S12000011,East Renfrewshire,15,723,752.6545908806996,133.25005205080157,0,58,60.37892983551947,97,10567,11000.41640641266,346,15,4.335260115606936,6.826108619830593,116,230,2,13
2020-10-05,S12000013,Na h-Eileanan Siar,1,49,184.9056603773585,75.47169811320754,0,0,0,31,2211,8343.396226415094,103,2,1.9417475728155336,3.2305433186490458,48,55,2,0
2020-10-05,S12000014,Falkirk,20,971,604.7583457897359,88.44045839561535,0,78,48.57997010463378,155,16729,10419.157947184853,754,22,2.9177718832891246,3.8812190674654854,254,500,3,19
2020-10-05,S12000017,Highland,10,450,191.1396168712569,22.936754024550822,0,30,12.742641124750456,203,23263,9881.068682835665,679,11,1.6200294550810015,1.377217553688142,258,421,1,10
2020-10-05,S12000018,Inverclyde,4,463,600.8305216714249,48.01453412924993,0,66,85.64754736568908,79,9217,11960.80975862964,344,5,1.4534883720930232,1.8962075848303397,170,174,1,4
2020-10-05,S12000019,Midlothian,12,715,767.5791733762748,74.07407407407408,0,90,96.61835748792272,106,10441,11208.803005904456,328,13,3.9634146341463414,3.3582089552238807,119,209,2,11
2020-10-05,S12000020,Moray,2,142,148.3648521575593,7.313760317626162,0,14,14.627520635252324,59,8848,9244.59304147947,234,2,0.8547008547008548,0.5204460966542751,66,168,0,2
2020-10-05,S12000021,North Ayrshire,28,658,490.1303538175046,90.13035381750466,0,64,47.67225325884544,136,13531,10078.957169459962,531,29,5.4613935969868175,3.875730544447862,172,359,6,23
2020-10-05,S12000023,Orkney Islands,0,24,107.14285714285715,0,0,1,4.464285714285714,21,1827,8156.25,98,0,0,0,41,57,0,0
2020-10-05,S12000026,Scottish Borders,4,479,415.6542867060049,32.10690732384589,0,40,34.71017007983339,126,11750,10196.11246095106,388,5,1.2886597938144329,1.823985408116735,154,234,1,4
2020-10-05,S12000027,Shetland Islands,0,59,257.9798863139484,0,0,5,21.862702229995627,33,2974,13003.9352864014,178,0,0,0,29,149,0,0
2020-10-05,S12000028,South Ayrshire,9,611,544.8546459782415,51.72106295701801,0,60,53.50454788657036,105,11391,10157.838416265382,337,11,3.2640949554896146,2.884201463624623,126,211,2,9
2020-10-05,S12000029,South Lanarkshire,118,2626,818.5275232217442,172.37079982544728,0,193,60.158344242877625,416,35302,11003.678074932985,1351,121,8.956328645447817,7.19148409456616,420,931,9,112
2020-10-05,S12000030,Stirling,10,446,474.0646258503401,62.71258503401361,0,27,28.698979591836736,110,9500,10097.789115646256,437,10,2.2883295194508007,3.0049261083743843,152,285,0,10
2020-10-05,S12000033,Aberdeen City,35,1564,682.7905352309439,55.44398847463546,0,81,35.36191390901947,203,28468,12428.184755086004,885,36,4.067796610169491,2.954796030871003,358,527,5,31
2020-10-05,S12000034,Aberdeenshire,11,745,285.6814172866017,16.872459544443593,0,61,23.39136436843316,179,27489,10541.069100391134,806,11,1.3647642679900744,1.136890951276102,211,595,0,11
2020-10-05,S12000035,Argyll and Bute,7,288,337.11810839283623,43.31031253657966,0,36,42.13976354910453,94,9374,10972.72620859183,460,8,1.7391304347826086,2.1014864172219374,224,236,4,4
2020-10-05,S12000036,City of Edinburgh,133,3701,701.4518024335696,154.08816951593948,0,275,52.120844547212016,717,52942,10034.115461885449,2007,140,6.975585450921774,7.777675020808286,562,1445,8,132
2020-10-05,S12000038,Renfrewshire,62,1321,736.3844138469258,127.09738558448076,0,98,54.62957801438208,218,20708,11543.5643012431,883,64,7.248018120045301,5.0062060405461315,320,563,14,50
2020-10-05,S12000039,West Dunbartonshire,29,852,964.4555127914874,121.12293411817976,0,72,81.50328277111161,130,10872,12306.995698437851,475,31,6.526315789473684,4.776119402985075,118,357,5,26
2020-10-05,S12000040,West Lothian,41,968,526.6021107605266,110.97813078011096,0,74,40.256772930040256,194,17760,9661.62550320966,687,45,6.550218340611353,6.5699911216336195,143,544,5,40
2020-10-05,S12000041,Angus,4,591,510.2745639785875,30.219305819374895,0,46,39.71680193403557,67,12254,10580.210671731997,259,4,1.5444015444015444,1.7798594847775178,88,171,0,4
2020-10-05,S12000042,Dundee City,34,1479,993.8180352103212,93.4014245397124,0,115,77.27455987098509,139,17184,11546.835102808762,421,35,8.31353919239905,4.904266039637219,178,243,3,32
2020-10-05,S12000045,East Dunbartonshire,31,864,794.4827586206897,114.02298850574714,0,71,65.28735632183907,121,12128,11152.183908045978,466,36,7.725321888412018,5.2038834951456305,191,275,9,27
2020-10-05,S12000047,Fife,37,1503,401.7320182824152,48.64619249993318,0,126,33.67813326918451,332,36529,9763.718493571754,1168,40,3.4246575342465753,2.6794391225878105,326,842,3,37
2020-10-05,S12000048,Perth and Kinross,7,646,425.25179382529126,23.039957869791323,0,48,31.59765650714239,128,16565,10904.48291751695,412,7,1.699029126213592,1.4176663031624863,154,258,2,5
2020-10-05,S12000049,Glasgow City,256,6885,1083.160279403436,233.1508400981688,1,404,63.557988798691085,886,71545,11255.584922283051,2994,276,9.218436873747494,8.982308436202286,1071,1923,47,229
2020-10-05,S12000050,North Lanarkshire,114,2786,816.6735064782787,148.03306560356452,1,184,53.93680014070469,412,36484,10694.729436594946,1467,127,8.657123381049761,7.3370625731754915,632,835,20,107
2020-10-06,S12000005,Clackmannanshire,5,249,485.47475141353095,44.84304932735426,0,32,62.39032949892767,43,4907,9567.167089101187,288,6,2.083333333333333,1.765536723163842,125,163,2,4
2020-10-06,S12000006,Dumfries and Galloway,21,478,322.3413581495718,42.48432126239126,0,41,27.64852653584193,143,16573,11176.07390923191,761,22,2.890932982917214,2.408912978018669,254,507,3,19
2020-10-06,S12000008,East Ayrshire,35,737,606.0855263157895,114.30921052631578,0,51,41.94078947368421,140,11409,9382.401315789471,633,35,5.529225908372828,5.028328611898017,185,448,6,29
2020-10-06,S12000010,East Lothian,10,478,443.0027803521779,45.41241890639481,0,57,52.82669138090824,86,10770,9981.464318813716,441,12,2.7210884353741496,2.6303204208512674,97,344,3,9
2020-10-06,S12000011,East Renfrewshire,20,743,773.4749115136374,134.29106808244848,0,58,60.37892983551947,100,10667,11104.518009577348,402,21,5.223880597014925,6.73828125,124,278,2,19
2020-10-06,S12000013,Na h-Eileanan Siar,3,52,196.2264150943396,79.24528301886792,0,0,0,28,2239,8449.056603773584,172,4,2.3255813953488373,3.463203463203463,31,141,4,0
2020-10-06,S12000014,Falkirk,31,1002,624.0657698056801,100.27404085700049,0,78,48.57997010463378,168,16897,10523.79172894868,839,33,3.9332538736591176,4.233067729083665,277,562,3,30
2020-10-06,S12000017,Highland,5,455,193.2633903920486,21.662489912075777,0,30,12.742641124750456,170,23433,9953.276982542582,977,8,0.8188331627430911,1.371136416453637,205,772,4,4
2020-10-06,S12000018,Inverclyde,11,474,615.1051128990397,53.20529457565534,0,66,85.64754736568908,107,9324,12099.662600570982,548,11,2.0072992700729926,2.0895522388059704,133,415,1,10
2020-10-06,S12000019,Midlothian,10,725,778.3145464304885,76.2211486849168,0,90,96.61835748792272,106,10547,11322.59796027912,380,11,2.8947368421052633,3.6327933235149734,127,253,2,9
2020-10-06,S12000020,Moray,2,144,150.45449796259533,7.313760317626162,0,14,14.627520635252324,69,8917,9316.685821753212,415,3,0.7228915662650602,0.5997001499250375,72,343,1,2
2020-10-06,S12000021,North Ayrshire,28,686,510.9869646182495,102.79329608938548,0,64,47.67225325884544,132,13663,10177.28119180633,583,28,4.802744425385934,4.446517412935323,168,415,8,20
2020-10-06,S12000023,Orkney Islands,0,24,107.14285714285715,0,0,1,4.464285714285714,9,1836,8196.42857142857,21,0,0,0,19,2,0,0
2020-10-06,S12000026,Scottish Borders,12,491,426.0673377299549,40.78444984380423,0,40,34.71017007983339,80,11830,10265.532801110725,352,13,3.6931818181818183,2.3181818181818183,164,188,2,11
2020-10-06,S12000027,Shetland Islands,0,59,257.9798863139484,0,0,5,21.862702229995627,16,2990,13073.895933537386,88,0,0,0,15,73,0,0
2020-10-06,S12000028,South Ayrshire,12,623,555.5555555555555,60.63848760477974,0,60,53.50454788657036,93,11484,10240.770465489566,515,12,2.3300970873786406,3.144393876706661,173,342,3,9
2020-10-06,S12000029,South Lanarkshire,126,2752,857.8018826756437,192.63138208341124,0,193,60.158344242877625,379,35681,11121.81285456019,1766,135,7.644394110985278,7.707838479809976,472,1294,19,116
2020-10-06,S12000030,Stirling,7,453,481.5051020408162,58.4608843537415,0,27,28.698979591836736,90,9590,10193.452380952382,420,7,1.6666666666666667,2.753623188405797,138,282,0,7
2020-10-06,S12000033,Aberdeen City,36,1600,698.5069414127303,63.30219156552868,0,81,35.36191390901947,202,28670,12516.37125643936,946,36,3.8054968287526423,3.3288650580875783,204,742,5,31
2020-10-06,S12000034,Aberdeenshire,6,751,287.9822072244804,18.406319503029373,0,61,23.39136436843316,196,27685,10616.228238361837,1042,6,0.5758157389635317,1.1388523872098115,390,652,1,5
2020-10-06,S12000035,Argyll and Bute,9,297,347.6530492801124,44.48086152405478,0,36,42.13976354910453,65,9439,11048.811892777712,268,10,3.731343283582089,2.333152468800868,132,136,3,7
2020-10-06,S12000036,City of Edinburgh,124,3825,724.9535650657671,159.20548879875668,1,276,52.31037489102005,552,53494,10138.736211667489,2114,126,5.960264900662252,7.801226551226552,444,1670,8,118
2020-10-06,S12000038,Renfrewshire,69,1390,774.8480963264395,154.96961926528792,0,98,54.62957801438208,216,20924,11663.972350744189,1047,73,6.972301814708691,6.136883711254421,410,637,14,59
2020-10-06,S12000039,West Dunbartonshire,24,876,991.6232737151912,143.762734887933,0,72,81.50328277111161,80,10952,12397.554901516864,506,27,5.33596837944664,5.620805369127517,143,363,7,20
2020-10-06,S12000040,West Lothian,41,1009,548.9065390055489,119.13828745511914,2,76,41.344793820041346,204,17964,9772.603633989773,778,43,5.5269922879177376,6.696553656486411,128,650,6,37
2020-10-06,S12000041,Angus,3,594,512.8647901916767,28.492488343982043,0,46,39.71680193403557,81,12335,10650.146779485409,419,3,0.7159904534606205,1.6226240148354196,79,340,0,3
2020-10-06,S12000042,Dundee City,25,1504,1010.6168525735789,102.13680956860637,0,115,77.27455987098509,128,17312,11632.84504770864,540,27,5,5.398110661268556,91,449,6,21
2020-10-06,S12000045,East Dunbartonshire,28,892,820.2298850574713,124.13793103448276,0,71,65.28735632183907,130,12258,11271.724137931034,482,30,6.224066390041494,5.613627564847077,201,281,6,24
2020-10-06,S12000047,Fife,33,1536,410.5524817576778,50.51719990377676,0,126,33.67813326918451,340,36869,9854.595996044156,1682,34,2.0214030915576697,2.7273966998499932,283,1399,3,31
2020-10-06,S12000048,Perth and Kinross,12,658,433.1512079520769,28.306233954315054,0,48,31.59765650714239,122,16687,10984.793627805935,689,12,1.741654571843251,1.6955266955266957,122,567,4,8
2020-10-06,S12000049,Glasgow City,314,7199,1132.5593103014285,251.55748536907683,1,405,63.71531055314329,858,72403,11390.566987603046,3625,341,9.406896551724138,9.50954283177985,1262,2363,78,263
2020-10-06,S12000050,North Lanarkshire,126,2912,853.6084891833265,170.31130913994255,0,184,53.93680014070469,353,36837,10798.206015125756,1527,132,8.644400785854616,8.056991552137182,735,792,23,109
2020-10-07,S12000005,Clackmannanshire,12,261,508.8711249756288,66.28972509261065,0,32,62.39032949892767,32,4939,9629.557418600118,319,12,3.761755485893417,2.48790601243953,96,223,2,10
2020-10-07,S12000006,Dumfries and Galloway,12,490,330.4336098185987,45.85609279115247,0,41,27.64852653584193,141,16714,11271.157866342975,708,15,2.11864406779661,2.63317191283293,212,496,7,8
2020-10-07,S12000008,East Ayrshire,39,776,638.1578947368421,134.04605263157896,2,53,43.58552631578947,119,11528,9480.263157894737,606,40,6.6006600660066,5.752669652084051,128,478,14,26
2020-10-07,S12000010,East Lothian,7,485,449.4902687673773,44.485634847080625,0,57,52.82669138090824,75,10845,10050.97312326228,351,7,1.9943019943019944,2.547169811320755,76,275,1,6
2020-10-07,S12000011,East Renfrewshire,16,759,790.1311680199875,120.75785967103894,1,59,61.419945867166355,111,10778,11220.070789090152,440,21,4.772727272727273,6.226053639846743,105,335,1,20
2020-10-07,S12000013,Na h-Eileanan Siar,3,55,207.54716981132077,64.15094339622642,0,0,0,26,2265,8547.169811320755,188,3,1.5957446808510638,2.6874115983026874,49,139,2,1
2020-10-07,S12000014,Falkirk,28,1030,641.5047334329845,109.6163428001993,0,78,48.57997010463378,181,17078,10636.522172396611,728,29,3.983516483516483,4.440710513682189,266,462,5,24
2020-10-07,S12000017,Highland,3,458,194.53765450452363,19.538716391284034,0,30,12.742641124750456,149,23582,10016.565433462176,864,5,0.5787037037037037,1.3151602104256337,201,663,1,4
2020-10-07,S12000018,Inverclyde,1,475,616.402803010641,38.93070334804049,0,66,85.64754736568908,43,9367,12155.463275369842,356,1,0.2808988764044944,1.5531062124248496,87,269,0,1
2020-10-07,S12000019,Midlothian,13,738,792.2705314009662,83.73590982286635,0,90,96.61835748792272,94,10641,11423.510466988728,440,14,3.1818181818181817,3.8192827200745225,217,223,3,11
2020-10-07,S12000020,Moray,3,147,153.5889666701494,10.448229025180233,0,14,14.627520635252324,50,8967,9368.926966879111,263,3,1.1406844106463878,0.7953723788864787,110,153,0,3
2020-10-07,S12000021,North Ayrshire,26,712,530.3538175046555,112.47672253258844,0,64,47.67225325884544,132,13795,10275.6052141527,679,26,3.829160530191458,4.663840096910963,250,429,11,15
2020-10-07,S12000023,Orkney Islands,0,24,107.14285714285715,0,0,1,4.464285714285714,10,1846,8241.071428571428,102,0,0,0,19,83,0,0
2020-10-07,S12000026,Scottish Borders,0,491,426.0673377299549,36.445678583825064,0,40,34.71017007983339,101,11931,10353.175980562304,361,0,0,2.0928116469517746,137,224,0,0
2020-10-07,S12000028,South Ayrshire,8,631,562.6894952737649,58.8550026752274,0,60,53.50454788657036,102,11586,10331.728196896736,484,10,2.066115702479339,2.9176658673061553,148,336,4,6
2020-10-07,S12000029,South Lanarkshire,153,2905,905.4921762982358,220.0610934480394,1,194,60.47004550838477,457,36138,11264.26033289695,2114,158,7.473982970671712,8.306097148653217,464,1650,12,146
2020-10-07,S12000030,Stirling,9,462,491.07142857142856,56.33503401360544,0,27,28.698979591836736,80,9670,10278.486394557824,331,9,2.719033232628399,2.666020358700921,79,252,0,9
2020-10-07,S12000033,Aberdeen City,50,1650,720.335283331878,76.39919671701738,0,81,35.36191390901947,189,28859,12598.88238889374,865,53,6.127167630057803,3.905912818299525,200,665,12,41
2020-10-07,S12000034,Aberdeenshire,7,758,290.6664621520055,18.789784492675818,0,61,23.39136436843316,157,27842,10676.43224173633,954,8,0.8385744234800839,1.1664423508299686,156,798,2,6
2020-10-07,S12000035,Argyll and Bute,11,308,360.5290881423387,53.845253423855794,0,36,42.13976354910453,84,9523,11147.138007725624,371,12,3.234501347708895,2.7411702688455457,130,241,6,6
2020-10-07,S12000036,City of Edinburgh,131,3956,749.7820401046207,158.25783707971644,1,277,52.49990523482809,580,54074,10248.663811076152,1992,134,6.7269076305220885,7.710929794674079,438,1554,13,121
2020-10-07,S12000038,Renfrewshire,71,1461,814.4266681531858,181.16951892524668,0,98,54.62957801438208,183,21107,11765.984726015944,1060,76,7.169811320754717,6.887653830885272,227,833,7,69
2020-10-07,S12000039,West Dunbartonshire,29,905,1024.4509848313337,165.27054561919854,0,72,81.50328277111161,95,11047,12505.093955173194,473,31,6.553911205073996,6.298252742787485,110,363,4,27
2020-10-07,S12000040,West Lothian,41,1050,571.2109672505712,125.12240235012511,0,76,41.344793820041346,213,18177,9888.477858774888,685,42,6.131386861313868,6.632924880127863,140,545,13,29
2020-10-07,S12000041,Angus,9,603,520.6354688309445,30.219305819374895,0,46,39.71680193403557,78,12413,10717.49266102573,505,9,1.782178217821782,1.7209302325581397,43,462,1,8
2020-10-07,S12000042,Dundee City,36,1540,1034.80714957667,114.90391076468217,0,115,77.27455987098509,123,17435,11715.49522913587,609,41,6.732348111658457,6.078625702015197,106,503,3,38
2020-10-07,S12000045,East Dunbartonshire,34,926,851.4942528735633,145.2873563218391,0,71,65.28735632183907,119,12377,11381.149425287356,515,35,6.796116504854369,6.275529149647234,194,321,3,32
2020-10-07,S12000047,Fife,29,1565,418.3037981450298,53.19006762355331,0,126,33.67813326918451,341,37210,9945.740785288535,1532,29,1.8929503916449089,2.796644027167399,244,1288,3,26
2020-10-07,S12000048,Perth and Kinross,8,666,438.4174840366006,29.622802975445985,0,48,31.59765650714239,92,16779,11045.35580277796,415,9,2.1686746987951806,1.7985611510791366,93,322,2,7
2020-10-07,S12000049,Glasgow City,330,7529,1184.4754892706565,266.03108677867976,1,406,63.872632307595495,841,73244,11522.874583097351,3442,349,10.139453805926786,9.750737067810238,1193,2249,41,308
2020-10-07,S12000050,North Lanarkshire,132,3044,892.3022805886147,192.88268745969395,3,187,54.81620449082488,384,37221,10910.76977194114,1686,142,8.422301304863582,8.693016488845782,763,923,18,124
2020-10-08,S12000005,Clackmannanshire,6,267,520.5693117566777,76.0382140768181,0,32,62.39032949892767,39,4978,9705.595632676934,215,6,2.7906976744186047,2.7683997299122214,112,103,1,5
2020-10-08,S12000006,Dumfries and Galloway,26,516,347.966821768157,55.97140737743611,0,41,27.64852653584193,220,16934,11419.51581360847,670,28,4.179104477611941,2.896472612560941,210,460,11,17
2020-10-08,S12000008,East Ayrshire,58,834,685.8552631578948,170.23026315789474,1,54,44.4078947368421,179,11707,9627.467105263158,642,62,9.657320872274145,6.903225806451613,158,484,16,46
2020-10-08,S12000010,East Lothian,12,497,460.6116774791474,52.82669138090824,0,57,52.82669138090824,69,10914,10114.92122335496,432,14,3.2407407407407405,2.938517179023508,183,249,3,11
2020-10-08,S12000011,East Renfrewshire,16,775,806.7874245263376,115.55277951280448,0,59,61.419945867166355,86,10864,11309.598167811784,320,17,5.3125,5.835667600373482,110,210,2,15
2020-10-08,S12000013,Na h-Eileanan Siar,0,55,207.54716981132077,56.60377358490566,0,0,0,13,2278,8596.22641509434,91,0,0,2.503681885125184,19,72,0,0
2020-10-08,S12000014,Falkirk,15,1045,650.8470353761834,105.87942202291978,0,78,48.57997010463378,128,17206,10716.243148978576,668,16,2.3952095808383236,4.282655246252676,301,367,0,16
2020-10-08,S12000017,Highland,4,462,196.236673321157,16.990188166333944,0,30,12.742641124750456,129,23711,10071.358790298602,837,6,0.7168458781362007,1.187648456057007,222,615,3,3
2020-10-08,S12000018,Inverclyde,6,481,624.1889436802492,46.71684401764859,0,66,85.64754736568908,62,9429,12235.920062289126,286,6,2.097902097902098,1.826258637709773,79,207,2,4
2020-10-08,S12000019,Midlothian,17,755,810.5206655931294,85.88298443370907,0,90,96.61835748792272,72,10713,11500.805152979066,374,20,5.347593582887701,4.121269540502132,149,225,2,18
2020-10-08,S12000020,Moray,6,153,159.85790408525756,16.71716644028837,0,14,14.627520635252324,43,9010,9413.854351687389,188,6,3.1914893617021276,1.210826210826211,65,123,1,5
2020-10-09,S12000018,Inverclyde,7,488,633.2727744614585,48.01453412924993,0,66,85.64754736568908,55,9484,12307.2930184272,187,7,3.7433155080213902,1.9289340101522845,55,132,0,7
2020-10-08,S12000021,North Ayrshire,21,733,545.9962756052141,120.67039106145252,0,64,47.67225325884544,130,13925,10372.43947858473,586,23,3.9249146757679183,4.995486006620524,174,412,6,17
2020-10-08,S12000023,Orkney Islands,0,24,107.14285714285715,0,0,1,4.464285714285714,6,1852,8267.857142857143,22,0,0,0,21,1,0,0
2020-10-08,S12000026,Scottish Borders,7,498,432.1416174939257,37.3134328358209,0,40,34.71017007983339,88,12019,10429.53835473794,411,7,1.70316301703163,2.136363636363636,141,270,2,5
2020-10-08,S12000027,Shetland Islands,1,60,262.35242675994755,4.3725404459991255,0,5,21.862702229995627,12,3018,13196.32706602536,40,1,2.5,0.1941747572815534,15,25,0,1
2020-10-08,S12000028,South Ayrshire,19,650,579.6326021045122,63.31371499910826,0,60,53.50454788657036,99,11685,10420.010700909575,414,19,4.5893719806763285,3.0019493177387915,127,287,2,17
2020-10-08,S12000029,South Lanarkshire,131,3036,946.3250420796708,241.2567795025248,0,194,60.47004550838477,384,36522,11383.953618851692,1507,139,9.223623092236233,8.809135399673735,413,1094,18,121
2020-10-08,S12000030,Stirling,18,480,510.204081632653,71.21598639455783,0,27,28.698979591836736,75,9745,10358.205782312923,353,18,5.099150141643059,3.3301158301158305,80,273,0,18
2020-10-08,S12000033,Aberdeen City,38,1688,736.9248231904305,88.1865013533572,0,81,35.36191390901947,193,29052,12683.13978870165,844,43,5.0947867298578196,4.422194409678766,168,676,4,39
2020-10-08,S12000034,Aberdeenshire,8,766,293.7341820691771,19.556714471968707,0,61,23.39136436843316,126,27968,10724.74883043178,581,10,1.7211703958691909,1.2606933813597478,155,426,3,7
2020-10-08,S12000035,Argyll and Bute,11,319,373.40512700456514,49.16305747395529,1,37,43.31031253657966,55,9578,11211.518202036756,359,13,3.62116991643454,2.5667351129363447,195,164,3,10
2020-10-08,S12000036,City of Edinburgh,104,4060,769.4931958606572,157.87877639210038,1,278,52.689435578636136,550,54624,10352.905500170576,1817,110,6.053935057787562,7.675849157528751,391,1426,10,100
2020-10-08,S12000038,Renfrewshire,66,1527,851.2180166118512,203.4673058698924,0,98,54.62957801438208,180,21287,11866.32476726685,946,67,7.08245243128964,7.217847769028872,370,576,11,56
2020-10-08,S12000039,West Dunbartonshire,23,928,1050.4867557165496,173.19447588861215,0,72,81.50328277111161,113,11160,12633.0088295223,401,25,6.234413965087282,6.639511201629328,115,286,3,22
