year,quarter,week_ending,hscp,age_group,sex,admission_type,number_admissions,average20182019,percent_variation
2020,2,2020-06-28,S37000008,65 - 74,All,All,53,56.5,-6.2
2020,2,2020-06-28,S37000009,65 - 74,All,All,51,55,-7.3
2020,2,2020-06-28,S37000010,65 - 74,All,All,38,42,-9.5
2020,2,2020-05-31,S37000032,65 - 74,All,All,142,206,-31.1
2020,2,2020-05-31,S37000033,65 - 74,All,All,71,64.5,10.1
2020,2,2020-05-31,S37000034,65 - 74,All,All,167,256.5,-34.9
2020,2,2020-05-31,S37000035,65 - 74,All,All,136,173,-21.4
2020,2,2020-06-07,S37000001,65 - 74,All,All,69,90,-23.3
2020,2,2020-06-07,S37000002,65 - 74,All,All,87,118.5,-26.6
2020,2,2020-06-07,S37000003,65 - 74,All,All,42,65.5,-35.9
2020,2,2020-06-07,S37000004,65 - 74,All,All,38,52.5,-27.6
2020,2,2020-06-07,S37000005,65 - 74,All,All,52,70,-25.7
2020,2,2020-06-07,S37000006,65 - 74,All,All,64,78,-17.9
2020,2,2020-06-07,S37000007,65 - 74,All,All,37,70,-47.1
2020,2,2020-06-07,S37000008,65 - 74,All,All,46,67,-31.3
2020,2,2020-06-07,S37000009,65 - 74,All,All,33,49.5,-33.3
2020,2,2020-06-07,S37000010,65 - 74,All,All,33,38,-13.2
2020,2,2020-06-07,S37000011,65 - 74,All,All,23,33.5,-31.3
2020,2,2020-06-07,S37000012,65 - 74,All,All,130,154,-15.6
2020,2,2020-06-07,S37000013,65 - 74,All,All,50,86.5,-42.2
2020,2,2020-06-07,S37000016,65 - 74,All,All,90,129,-30.2
2020,2,2020-06-07,S37000017,65 - 74,All,All,44,61.5,-28.5
2020,2,2020-06-07,S37000018,65 - 74,All,All,38,44,-13.6
2020,2,2020-06-07,S37000019,65 - 74,All,All,28,45.5,-38.5
2020,2,2020-06-07,S37000020,65 - 74,All,All,62,82.5,-24.8
2020,2,2020-06-07,S37000022,65 - 74,All,All,7,10.5,-33.3
2020,2,2020-06-07,S37000024,65 - 74,All,All,48,97.5,-50.8
2020,2,2020-06-07,S37000025,65 - 74,All,All,49,59,-16.9
2020,3,2020-07-05,S37000033,65 - 74,All,All,64,80.5,-20.5
2020,3,2020-07-05,S37000034,65 - 74,All,All,216,236.5,-8.7
2020,3,2020-07-05,S37000035,65 - 74,All,All,123,175,-29.7
2020,2,2020-06-07,S37000030,65 - 74,All,All,86,87.5,-1.7
2020,2,2020-06-07,S37000031,65 - 74,All,All,16,20,-20
2020,2,2020-06-07,S37000032,65 - 74,All,All,111,209.5,-47
2020,2,2020-06-07,S37000033,65 - 74,All,All,71,86.5,-17.9
2020,2,2020-06-07,S37000034,65 - 74,All,All,211,274.5,-23.1
2020,2,2020-06-07,S37000035,65 - 74,All,All,152,179,-15.1
2020,2,2020-06-14,S37000001,65 - 74,All,All,85,87,-2.3
2020,2,2020-06-14,S37000002,65 - 74,All,All,67,105,-36.2
2020,2,2020-06-14,S37000003,65 - 74,All,All,40,69.5,-42.4
2020,2,2020-06-14,S37000004,65 - 74,All,All,43,58.5,-26.5
2020,2,2020-06-14,S37000005,65 - 74,All,All,41,88,-53.4
2020,2,2020-06-14,S37000006,65 - 74,All,All,63,67.5,-6.7
2020,2,2020-06-14,S37000007,65 - 74,All,All,43,64.5,-33.3
2020,2,2020-06-14,S37000008,65 - 74,All,All,46,72.5,-36.6
2020,2,2020-06-14,S37000009,65 - 74,All,All,39,50,-22
2020,2,2020-06-14,S37000010,65 - 74,All,All,38,40.5,-6.2
2020,2,2020-06-14,S37000011,65 - 74,All,All,20,27,-25.9
2020,2,2020-06-14,S37000012,65 - 74,All,All,137,173.5,-21
2020,2,2020-06-14,S37000013,65 - 74,All,All,70,105,-33.3
2020,2,2020-06-14,S37000016,65 - 74,All,All,83,137.5,-39.6
2020,2,2020-06-14,S37000017,65 - 74,All,All,36,56.5,-36.3
2020,2,2020-06-14,S37000018,65 - 74,All,All,37,38.5,-3.9
2020,3,2020-08-02,S37000008,65 - 74,All,All,47,67,-29.9
2020,3,2020-08-02,S37000009,65 - 74,All,All,30,55.5,-45.9
2020,3,2020-08-02,S37000010,65 - 74,All,All,33,41,-19.5
2020,3,2020-08-02,S37000011,65 - 74,All,All,23,42,-45.2
2020,2,2020-06-14,S37000025,65 - 74,All,All,50,60,-16.7
2020,2,2020-06-14,S37000026,65 - 74,All,All,11,16,-31.2
2020,2,2020-06-14,S37000027,65 - 74,All,All,50,65,-23.1
2020,2,2020-06-14,S37000028,65 - 74,All,All,116,151.5,-23.4
2020,2,2020-06-14,S37000029,65 - 74,All,All,33,50,-34
2020,2,2020-06-14,S37000030,65 - 74,All,All,67,84.5,-20.7
2020,2,2020-06-14,S37000031,65 - 74,All,All,22,20,10
2020,2,2020-06-14,S37000032,65 - 74,All,All,142,201.5,-29.5
2020,2,2020-06-14,S37000033,65 - 74,All,All,65,67,-3
2020,2,2020-06-14,S37000034,65 - 74,All,All,177,260,-31.9
2020,2,2020-06-14,S37000035,65 - 74,All,All,144,159,-9.4
2020,2,2020-06-21,S37000001,65 - 74,All,All,61,86.5,-29.5
2020,2,2020-06-21,S37000002,65 - 74,All,All,72,101,-28.7
2020,2,2020-06-21,S37000003,65 - 74,All,All,35,71.5,-51
2020,2,2020-06-21,S37000004,65 - 74,All,All,41,56.5,-27.4
2020,2,2020-06-21,S37000005,65 - 74,All,All,52,82,-36.6
2020,2,2020-06-21,S37000006,65 - 74,All,All,74,81.5,-9.2
2020,2,2020-06-21,S37000007,65 - 74,All,All,49,70,-30
2020,2,2020-06-21,S37000008,65 - 74,All,All,47,72.5,-35.2
2020,2,2020-06-21,S37000009,65 - 74,All,All,45,49,-8.2
2020,2,2020-06-21,S37000010,65 - 74,All,All,40,40.5,-1.2
2020,2,2020-06-21,S37000011,65 - 74,All,All,28,41,-31.7
2020,3,2020-07-19,S37000020,65 - 74,All,All,79,70,12.9
2020,3,2020-07-19,S37000022,65 - 74,All,All,8,9,-11.1
2020,3,2020-07-19,S37000024,65 - 74,All,All,57,79.5,-28.3
2020,3,2020-07-19,S37000025,65 - 74,All,All,42,48,-12.5
2020,2,2020-06-21,S37000017,65 - 74,All,All,28,45,-37.8
2020,2,2020-06-21,S37000018,65 - 74,All,All,38,54.5,-30.3
2020,2,2020-06-21,S37000019,65 - 74,All,All,37,46.5,-20.4
2020,2,2020-06-21,S37000020,65 - 74,All,All,71,89.5,-20.7
2020,2,2020-06-21,S37000022,65 - 74,All,All,6,12,-50
2020,2,2020-06-21,S37000024,65 - 74,All,All,68,88,-22.7
2020,2,2020-06-21,S37000025,65 - 74,All,All,48,65.5,-26.7
2020,2,2020-06-21,S37000026,65 - 74,All,All,9,10.5,-14.3
2020,2,2020-06-21,S37000027,65 - 74,All,All,50,80,-37.5
2020,2,2020-06-21,S37000028,65 - 74,All,All,127,149,-14.8
2020,2,2020-06-21,S37000029,65 - 74,All,All,41,52,-21.2
2020,2,2020-06-21,S37000030,65 - 74,All,All,80,96.5,-17.1
2020,2,2020-06-21,S37000031,65 - 74,All,All,19,27,-29.6
2020,2,2020-06-21,S37000032,65 - 74,All,All,146,191.5,-23.8
2020,2,2020-06-21,S37000033,65 - 74,All,All,58,75,-22.7
2020,2,2020-06-21,S37000034,65 - 74,All,All,209,265.5,-21.3
2020,2,2020-06-21,S37000035,65 - 74,All,All,156,168,-7.1
2020,2,2020-06-28,S37000001,65 - 74,All,All,57,89,-36
2020,2,2020-06-28,S37000002,65 - 74,All,All,74,109.5,-32.4
2020,2,2020-06-28,S37000003,65 - 74,All,All,50,53.5,-6.5
2020,2,2020-06-28,S37000004,65 - 74,All,All,49,61,-19.7
2020,2,2020-06-28,S37000005,65 - 74,All,All,51,82.5,-38.2
2020,2,2020-06-28,S37000006,65 - 74,All,All,70,84.5,-17.2
2020,3,2020-08-09,S37000033,65 - 74,All,All,61,72.5,-15.9
2020,3,2020-08-09,S37000034,65 - 74,All,All,252,267,-5.6
2020,3,2020-08-09,S37000035,65 - 74,All,All,147,153,-3.9
2020,2,2020-06-28,S37000011,65 - 74,All,All,29,40.5,-28.4
2020,2,2020-06-28,S37000012,65 - 74,All,All,171,159.5,7.2
2020,2,2020-06-28,S37000013,65 - 74,All,All,68,107.5,-36.7
2020,2,2020-06-28,S37000016,65 - 74,All,All,119,135,-11.9
2020,2,2020-06-28,S37000017,65 - 74,All,All,38,49,-22.4
2020,2,2020-06-28,S37000018,65 - 74,All,All,36,52,-30.8
2020,2,2020-06-28,S37000019,65 - 74,All,All,37,39.5,-6.3
2020,2,2020-06-28,S37000020,65 - 74,All,All,72,79.5,-9.4
2020,2,2020-06-28,S37000022,65 - 74,All,All,5,12,-58.3
2020,2,2020-06-28,S37000024,65 - 74,All,All,66,94.5,-30.2
2020,2,2020-06-28,S37000025,65 - 74,All,All,41,63.5,-35.4
2020,2,2020-06-28,S37000026,65 - 74,All,All,6,9.5,-36.8
2020,2,2020-06-28,S37000027,65 - 74,All,All,55,68.5,-19.7
2020,2,2020-06-28,S37000028,65 - 74,All,All,123,153.5,-19.9
2020,2,2020-06-28,S37000029,65 - 74,All,All,39,64.5,-39.5
2020,2,2020-06-28,S37000030,65 - 74,All,All,70,73,-4.1
2020,2,2020-06-28,S37000031,65 - 74,All,All,17,28,-39.3
2020,2,2020-06-28,S37000032,65 - 74,All,All,150,202,-25.7
2020,2,2020-06-28,S37000033,65 - 74,All,All,67,66,1.5
2020,2,2020-06-28,S37000034,65 - 74,All,All,192,277.5,-30.8
2020,2,2020-06-28,S37000035,65 - 74,All,All,164,185.5,-11.6
2020,3,2020-07-05,S37000001,65 - 74,All,All,80,84,-4.8
2020,3,2020-07-05,S37000002,65 - 74,All,All,74,109,-32.1
2021,1,2021-01-03,S37000026,65 - 74,All,All,7,6.5,7.7
2021,1,2021-01-03,S37000027,65 - 74,All,All,37,56.5,-34.5
2021,1,2021-01-03,S37000028,65 - 74,All,All,114,148,-23
2021,1,2021-01-03,S37000029,65 - 74,All,All,41,47.5,-13.7
2020,3,2020-07-05,S37000005,65 - 74,All,All,59,80.5,-26.7
2020,3,2020-07-05,S37000006,65 - 74,All,All,67,78.5,-14.6
2020,3,2020-07-05,S37000007,65 - 74,All,All,53,67.5,-21.5
2020,3,2020-07-05,S37000008,65 - 74,All,All,55,66,-16.7
2020,3,2020-07-05,S37000009,65 - 74,All,All,44,54,-18.5
2020,3,2020-07-05,S37000010,65 - 74,All,All,47,35.5,32.4
2020,3,2020-07-05,S37000011,65 - 74,All,All,26,37,-29.7
2020,3,2020-07-05,S37000012,65 - 74,All,All,133,162.5,-18.2
2020,3,2020-07-05,S37000013,65 - 74,All,All,61,105.5,-42.2
2020,3,2020-07-05,S37000016,65 - 74,All,All,102,123,-17.1
2020,3,2020-07-05,S37000017,65 - 74,All,All,33,51.5,-35.9
2020,3,2020-07-05,S37000018,65 - 74,All,All,37,45.5,-18.7
2020,3,2020-07-05,S37000019,65 - 74,All,All,27,38,-28.9
2020,3,2020-07-05,S37000020,65 - 74,All,All,67,86,-22.1
2020,3,2020-07-05,S37000022,65 - 74,All,All,8,9.5,-15.8
2020,3,2020-07-05,S37000024,65 - 74,All,All,47,81.5,-42.3
2020,3,2020-07-05,S37000025,65 - 74,All,All,35,61,-42.6
2020,3,2020-07-05,S37000026,65 - 74,All,All,8,8.5,-5.9
2020,3,2020-07-05,S37000027,65 - 74,All,All,61,61.5,-0.8
2020,3,2020-07-05,S37000028,65 - 74,All,All,111,144,-22.9
2020,3,2020-07-05,S37000029,65 - 74,All,All,33,48,-31.2
2020,3,2020-07-05,S37000030,65 - 74,All,All,79,80.5,-1.9
2020,3,2020-07-05,S37000031,65 - 74,All,All,26,17.5,48.6
2020,3,2020-07-05,S37000032,65 - 74,All,All,159,191.5,-17
2020,3,2020-07-26,S37000013,65 - 74,All,All,72,97,-25.8
2020,3,2020-07-26,S37000016,65 - 74,All,All,122,124.5,-2
2020,3,2020-07-12,S37000001,65 - 74,All,All,77,78,-1.3
2020,3,2020-07-12,S37000002,65 - 74,All,All,69,97.5,-29.2
2020,3,2020-07-12,S37000003,65 - 74,All,All,53,54.5,-2.8
2020,3,2020-07-12,S37000004,65 - 74,All,All,53,55,-3.6
2020,3,2020-07-12,S37000005,65 - 74,All,All,52,69,-24.6
2020,3,2020-07-12,S37000006,65 - 74,All,All,77,79,-2.5
2020,3,2020-07-12,S37000007,65 - 74,All,All,70,62.5,12
2020,3,2020-07-12,S37000008,65 - 74,All,All,59,64.5,-8.5
2020,3,2020-07-12,S37000009,65 - 74,All,All,44,46.5,-5.4
2020,3,2020-07-12,S37000010,65 - 74,All,All,32,48,-33.3
2020,3,2020-07-12,S37000011,65 - 74,All,All,31,34,-8.8
2020,3,2020-07-12,S37000012,65 - 74,All,All,132,167.5,-21.2
2020,3,2020-07-12,S37000013,65 - 74,All,All,60,93.5,-35.8
2020,3,2020-07-12,S37000016,65 - 74,All,All,117,128,-8.6
2020,3,2020-07-12,S37000017,65 - 74,All,All,38,50,-24
2020,3,2020-07-12,S37000018,65 - 74,All,All,40,49,-18.4
2020,3,2020-07-12,S37000019,65 - 74,All,All,27,36,-25
2020,3,2020-07-12,S37000020,65 - 74,All,All,62,78.5,-21
2020,3,2020-07-12,S37000022,65 - 74,All,All,8,6,33.3
2020,3,2020-07-12,S37000024,65 - 74,All,All,57,89.5,-36.3
2020,3,2020-07-12,S37000025,65 - 74,All,All,37,65,-43.1
2020,3,2020-07-12,S37000026,65 - 74,All,All,6,7,-14.3
2020,3,2020-07-12,S37000027,65 - 74,All,All,54,64,-15.6
2020,3,2020-09-13,S37000002,65 - 74,All,All,90,97.5,-7.7
2020,3,2020-09-13,S37000003,65 - 74,All,All,49,48.5,1
2020,3,2020-09-13,S37000004,65 - 74,All,All,48,52,-7.7
2020,3,2020-09-13,S37000005,65 - 74,All,All,63,79,-20.3
2020,3,2020-07-12,S37000028,65 - 74,All,All,128,152.5,-16.1
2020,3,2020-07-12,S37000029,65 - 74,All,All,33,52.5,-37.1
2020,3,2020-07-12,S37000030,65 - 74,All,All,87,75.5,15.2
2020,3,2020-07-12,S37000031,65 - 74,All,All,27,21.5,25.6
2020,3,2020-07-12,S37000032,65 - 74,All,All,167,190.5,-12.3
2020,3,2020-07-12,S37000033,65 - 74,All,All,80,60.5,32.2
2020,3,2020-07-12,S37000034,65 - 74,All,All,199,258.5,-23
2020,3,2020-07-12,S37000035,65 - 74,All,All,166,180.5,-8
2020,3,2020-07-19,S37000001,65 - 74,All,All,61,76,-19.7
2020,3,2020-07-19,S37000002,65 - 74,All,All,83,110.5,-24.9
2020,3,2020-07-19,S37000003,65 - 74,All,All,48,55,-12.7
2020,3,2020-07-19,S37000004,65 - 74,All,All,41,66,-37.9
2020,3,2020-07-19,S37000005,65 - 74,All,All,61,76,-19.7
2020,3,2020-07-19,S37000006,65 - 74,All,All,69,76,-9.2
2020,3,2020-07-19,S37000007,65 - 74,All,All,64,72.5,-11.7
2020,3,2020-07-19,S37000008,65 - 74,All,All,54,57,-5.3
2020,3,2020-07-19,S37000009,65 - 74,All,All,39,47,-17
2020,3,2020-07-19,S37000010,65 - 74,All,All,47,49.5,-5.1
2020,3,2020-07-19,S37000011,65 - 74,All,All,26,37,-29.7
2020,3,2020-07-19,S37000012,65 - 74,All,All,148,165.5,-10.6
2020,3,2020-07-19,S37000013,65 - 74,All,All,59,119,-50.4
2020,3,2020-07-19,S37000016,65 - 74,All,All,124,124.5,-0.4
2020,3,2020-07-19,S37000017,65 - 74,All,All,34,46.5,-26.9
2020,3,2020-07-19,S37000018,65 - 74,All,All,40,41.5,-3.6
2020,3,2020-07-19,S37000019,65 - 74,All,All,36,36.5,-1.4
2020,3,2020-08-30,S37000013,65 - 74,All,All,87,101.5,-14.3
2020,3,2020-08-30,S37000016,65 - 74,All,All,108,127,-15
2020,3,2020-08-30,S37000017,65 - 74,All,All,40,38,5.3
2020,3,2020-07-19,S37000026,65 - 74,All,All,12,8.5,41.2
2020,3,2020-07-19,S37000027,65 - 74,All,All,68,67.5,0.7
2020,3,2020-07-19,S37000028,65 - 74,All,All,115,138,-16.7
2020,3,2020-07-19,S37000029,65 - 74,All,All,36,40,-10
2020,3,2020-07-19,S37000030,65 - 74,All,All,81,79.5,1.9
2020,3,2020-07-19,S37000031,65 - 74,All,All,20,18,11.1
2020,3,2020-07-19,S37000032,65 - 74,All,All,181,183.5,-1.4
2020,3,2020-07-19,S37000033,65 - 74,All,All,81,70.5,14.9
2020,3,2020-07-19,S37000034,65 - 74,All,All,223,251,-11.2
2020,3,2020-07-19,S37000035,65 - 74,All,All,146,153,-4.6
2020,3,2020-07-26,S37000001,65 - 74,All,All,73,81.5,-10.4
2020,3,2020-07-26,S37000002,65 - 74,All,All,77,107,-28
2020,3,2020-07-26,S37000003,65 - 74,All,All,45,48,-6.2
2020,3,2020-07-26,S37000004,65 - 74,All,All,32,58.5,-45.3
2020,3,2020-07-26,S37000005,65 - 74,All,All,61,74,-17.6
2020,3,2020-07-26,S37000006,65 - 74,All,All,82,85,-3.5
2020,3,2020-07-26,S37000007,65 - 74,All,All,64,54,18.5
2020,3,2020-07-26,S37000008,65 - 74,All,All,71,59.5,19.3
2020,3,2020-07-26,S37000009,65 - 74,All,All,41,45,-8.9
2020,3,2020-07-26,S37000010,65 - 74,All,All,33,43,-23.3
2020,3,2020-07-26,S37000011,65 - 74,All,All,25,27.5,-9.1
2020,3,2020-07-26,S37000012,65 - 74,All,All,156,161.5,-3.4
2020,4,2020-11-15,S37000007,65 - 74,All,All,68,66,3
2020,4,2020-11-15,S37000008,65 - 74,All,All,50,63.5,-21.3
2020,4,2020-11-15,S37000009,65 - 74,All,All,42,49.5,-15.2
2020,3,2020-07-26,S37000017,65 - 74,All,All,38,46,-17.4
2020,3,2020-07-26,S37000018,65 - 74,All,All,34,45,-24.4
2020,3,2020-07-26,S37000019,65 - 74,All,All,27,37,-27
2020,3,2020-07-26,S37000020,65 - 74,All,All,75,75.5,-0.7
2020,3,2020-07-26,S37000022,65 - 74,All,All,11,14,-21.4
2020,3,2020-07-26,S37000024,65 - 74,All,All,53,74.5,-28.9
2020,3,2020-07-26,S37000025,65 - 74,All,All,50,63,-20.6
2020,3,2020-07-26,S37000026,65 - 74,All,All,7,9.5,-26.3
2020,3,2020-07-26,S37000027,65 - 74,All,All,62,73.5,-15.6
2020,3,2020-07-26,S37000028,65 - 74,All,All,134,154.5,-13.3
2020,3,2020-07-26,S37000029,65 - 74,All,All,34,46.5,-26.9
2020,3,2020-07-26,S37000030,65 - 74,All,All,80,89,-10.1
2020,3,2020-07-26,S37000031,65 - 74,All,All,9,25.5,-64.7
2020,3,2020-07-26,S37000032,65 - 74,All,All,176,171,2.9
2020,3,2020-07-26,S37000033,65 - 74,All,All,71,64.5,10.1
2020,3,2020-07-26,S37000034,65 - 74,All,All,206,263,-21.7
2020,3,2020-07-26,S37000035,65 - 74,All,All,155,169.5,-8.6
2020,3,2020-08-02,S37000001,65 - 74,All,All,59,80,-26.2
2020,3,2020-08-02,S37000002,65 - 74,All,All,65,108.5,-40.1
2020,3,2020-08-02,S37000003,65 - 74,All,All,39,55,-29.1
2020,3,2020-08-02,S37000004,65 - 74,All,All,41,53,-22.6
2020,3,2020-08-02,S37000005,65 - 74,All,All,62,78,-20.5
2020,3,2020-08-02,S37000006,65 - 74,All,All,71,80,-11.2
2020,3,2020-08-02,S37000007,65 - 74,All,All,54,68,-20.6
2020,3,2020-09-13,S37000032,65 - 74,All,All,175,201,-12.9
2020,3,2020-08-02,S37000012,65 - 74,All,All,158,155,1.9
2020,3,2020-08-02,S37000013,65 - 74,All,All,67,97.5,-31.3
2020,3,2020-08-02,S37000016,65 - 74,All,All,106,129.5,-18.1
2020,3,2020-08-02,S37000017,65 - 74,All,All,42,54.5,-22.9
2020,3,2020-08-02,S37000018,65 - 74,All,All,41,47,-12.8
2020,3,2020-08-02,S37000019,65 - 74,All,All,32,35.5,-9.9
2020,3,2020-08-02,S37000020,65 - 74,All,All,69,81,-14.8
2020,3,2020-08-02,S37000022,65 - 74,All,All,8,8.5,-5.9
2020,3,2020-08-02,S37000024,65 - 74,All,All,89,87.5,1.7
2020,3,2020-08-02,S37000025,65 - 74,All,All,37,64.5,-42.6
2020,3,2020-08-02,S37000026,65 - 74,All,All,12,5,140
2020,3,2020-08-02,S37000027,65 - 74,All,All,64,59,8.5
2020,3,2020-08-02,S37000028,65 - 74,All,All,121,153,-20.9
2020,3,2020-08-02,S37000029,65 - 74,All,All,33,58.5,-43.6
2020,3,2020-08-02,S37000030,65 - 74,All,All,77,72.5,6.2
2020,3,2020-08-02,S37000031,65 - 74,All,All,10,25.5,-60.8
2020,3,2020-08-02,S37000032,65 - 74,All,All,145,187.5,-22.7
2020,3,2020-08-02,S37000033,65 - 74,All,All,71,66,7.6
2020,3,2020-08-02,S37000034,65 - 74,All,All,238,258.5,-7.9
2020,3,2020-08-02,S37000035,65 - 74,All,All,140,175,-20
2020,3,2020-08-09,S37000001,65 - 74,All,All,53,85,-37.6
2020,3,2020-08-09,S37000002,65 - 74,All,All,80,111.5,-28.3
2021,3,2021-09-26,S37000033,65 - 74,All,All,74,73.5,0.7
2021,3,2021-09-26,S37000034,65 - 74,All,All,250,269,-7.1
2021,3,2021-09-26,S37000035,65 - 74,All,All,170,200,-15
2020,3,2020-08-09,S37000006,65 - 74,All,All,77,77,0
2020,3,2020-08-09,S37000007,65 - 74,All,All,71,66.5,6.8
2020,3,2020-08-09,S37000008,65 - 74,All,All,66,76,-13.2
2020,3,2020-08-09,S37000009,65 - 74,All,All,41,39,5.1
2020,3,2020-08-09,S37000010,65 - 74,All,All,42,40,5
2020,3,2020-08-09,S37000011,65 - 74,All,All,36,34,5.9
2020,3,2020-08-09,S37000012,65 - 74,All,All,166,162.5,2.2
2020,3,2020-08-09,S37000013,65 - 74,All,All,59,100,-41
2020,3,2020-08-09,S37000016,65 - 74,All,All,93,127.5,-27.1
2020,3,2020-08-09,S37000017,65 - 74,All,All,36,50,-28
2020,3,2020-08-09,S37000018,65 - 74,All,All,57,43.5,31
2020,3,2020-08-09,S37000019,65 - 74,All,All,45,38,18.4
2020,3,2020-08-09,S37000020,65 - 74,All,All,75,87,-13.8
2020,3,2020-08-09,S37000022,65 - 74,All,All,8,12,-33.3
2020,3,2020-08-09,S37000024,65 - 74,All,All,64,88.5,-27.7
2020,3,2020-08-09,S37000025,65 - 74,All,All,34,64.5,-47.3
2020,3,2020-08-09,S37000026,65 - 74,All,All,11,4.5,144.4
2020,3,2020-08-09,S37000027,65 - 74,All,All,62,71,-12.7
2020,3,2020-08-09,S37000028,65 - 74,All,All,128,142,-9.9
2020,3,2020-08-09,S37000029,65 - 74,All,All,49,54,-9.3
2020,3,2020-08-09,S37000030,65 - 74,All,All,67,77,-13
2020,3,2020-08-09,S37000031,65 - 74,All,All,13,26.5,-50.9
2020,3,2020-08-09,S37000032,65 - 74,All,All,157,196,-19.9
2020,3,2020-09-27,S37000020,65 - 74,All,All,70,69,1.4
2020,3,2020-09-27,S37000022,65 - 74,All,All,7,12,-41.7
2020,3,2020-08-16,S37000001,65 - 74,All,All,60,83.5,-28.1
2020,3,2020-08-16,S37000002,65 - 74,All,All,92,95.5,-3.7
2020,3,2020-08-16,S37000003,65 - 74,All,All,40,47,-14.9
2020,3,2020-08-16,S37000004,65 - 74,All,All,46,54,-14.8
2020,3,2020-08-16,S37000005,65 - 74,All,All,52,65.5,-20.6
2020,3,2020-08-16,S37000006,65 - 74,All,All,87,74,17.6
2020,3,2020-08-16,S37000007,65 - 74,All,All,56,70.5,-20.6
2020,3,2020-08-16,S37000008,65 - 74,All,All,61,57.5,6.1
2020,3,2020-08-16,S37000009,65 - 74,All,All,38,53.5,-29
2020,3,2020-08-16,S37000010,65 - 74,All,All,55,42.5,29.4
2020,3,2020-08-16,S37000011,65 - 74,All,All,41,38,7.9
2020,3,2020-08-16,S37000012,65 - 74,All,All,171,156.5,9.3
2020,3,2020-08-16,S37000013,65 - 74,All,All,56,102,-45.1
2020,3,2020-08-16,S37000016,65 - 74,All,All,121,141,-14.2
2020,3,2020-08-16,S37000017,65 - 74,All,All,37,40.5,-8.6
2020,3,2020-08-16,S37000018,65 - 74,All,All,32,34,-5.9
2020,3,2020-08-16,S37000019,65 - 74,All,All,39,38,2.6
2020,3,2020-08-16,S37000020,65 - 74,All,All,62,72,-13.9
2020,3,2020-08-16,S37000022,65 - 74,All,All,12,11,9.1
2020,3,2020-08-16,S37000024,65 - 74,All,All,64,91.5,-30.1
2020,3,2020-08-16,S37000025,65 - 74,All,All,45,56,-19.6
2020,3,2020-08-16,S37000026,65 - 74,All,All,7,8,-12.5
2020,3,2020-08-16,S37000027,65 - 74,All,All,70,72,-2.8
2020,3,2020-08-16,S37000028,65 - 74,All,All,124,158,-21.5
2020,3,2020-08-16,S37000029,65 - 74,All,All,51,49.5,3
2020,3,2020-08-16,S37000030,65 - 74,All,All,80,86.5,-7.5
2020,3,2020-08-16,S37000031,65 - 74,All,All,16,28,-42.9
2020,3,2020-08-16,S37000032,65 - 74,All,All,173,192,-9.9
2020,3,2020-08-16,S37000033,65 - 74,All,All,71,66.5,6.8
2020,3,2020-08-16,S37000034,65 - 74,All,All,243,250,-2.8
2020,3,2020-08-16,S37000035,65 - 74,All,All,141,180,-21.7
2020,3,2020-08-23,S37000001,65 - 74,All,All,69,99,-30.3
2020,3,2020-08-23,S37000002,65 - 74,All,All,99,114,-13.2
2020,3,2020-08-23,S37000003,65 - 74,All,All,53,61.5,-13.8
2020,3,2020-08-23,S37000004,65 - 74,All,All,37,51,-27.5
2020,3,2020-08-23,S37000005,65 - 74,All,All,60,86.5,-30.6
2020,3,2020-08-23,S37000006,65 - 74,All,All,80,81.5,-1.8
2020,3,2020-08-23,S37000007,65 - 74,All,All,52,66,-21.2
2020,3,2020-08-23,S37000008,65 - 74,All,All,65,69.5,-6.5
2020,3,2020-08-23,S37000009,65 - 74,All,All,51,44,15.9
2020,3,2020-08-23,S37000010,65 - 74,All,All,49,42.5,15.3
2020,3,2020-08-23,S37000011,65 - 74,All,All,27,41,-34.1
2020,3,2020-08-23,S37000012,65 - 74,All,All,180,166.5,8.1
2020,3,2020-08-23,S37000013,65 - 74,All,All,81,102,-20.6
2020,3,2020-08-23,S37000016,65 - 74,All,All,111,130.5,-14.9
2020,3,2020-08-23,S37000017,65 - 74,All,All,29,34.5,-15.9
2020,3,2020-08-23,S37000018,65 - 74,All,All,42,44,-4.5
2020,3,2020-08-23,S37000019,65 - 74,All,All,44,35.5,23.9
2020,3,2020-08-23,S37000020,65 - 74,All,All,74,85,-12.9
2020,3,2020-08-23,S37000022,65 - 74,All,All,10,9,11.1
2020,3,2020-08-23,S37000024,65 - 74,All,All,64,84.5,-24.3
2020,3,2020-08-23,S37000025,65 - 74,All,All,45,61.5,-26.8
2020,3,2020-08-23,S37000026,65 - 74,All,All,13,7,85.7
2020,3,2020-08-23,S37000027,65 - 74,All,All,61,57.5,6.1
2020,3,2020-08-23,S37000028,65 - 74,All,All,137,161.5,-15.2
2020,3,2020-08-23,S37000029,65 - 74,All,All,37,46.5,-20.4
2020,3,2020-08-23,S37000030,65 - 74,All,All,89,71,25.4
2020,3,2020-08-23,S37000031,65 - 74,All,All,16,23,-30.4
2020,3,2020-08-23,S37000032,65 - 74,All,All,145,197,-26.4
2020,3,2020-08-23,S37000033,65 - 74,All,All,53,68.5,-22.6
2020,3,2020-08-23,S37000034,65 - 74,All,All,262,270,-3
2020,3,2020-08-23,S37000035,65 - 74,All,All,145,170.5,-15
2020,3,2020-08-30,S37000001,65 - 74,All,All,60,84.5,-29
2020,3,2020-08-30,S37000002,65 - 74,All,All,85,112.5,-24.4
