year,quarter,week_ending,hscp,age_group,sex,admission_type,number_admissions,average20182019,percent_variation
2020,4,2020-11-29,S37000029,5 - 14,All,All,7,14.5,-51.7
2020,4,2020-11-29,S37000030,5 - 14,All,All,27,31,-12.9
2020,4,2020-11-29,S37000032,5 - 14,All,All,27,56.5,-52.2
2020,4,2020-11-29,S37000033,5 - 14,All,All,11,16.5,-33.3
2020,4,2020-11-29,S37000034,5 - 14,All,All,51,58.5,-12.8
2020,4,2020-11-29,S37000035,5 - 14,All,All,35,39,-10.3
2020,4,2020-12-06,S37000001,5 - 14,All,All,25,17,47.1
2020,4,2020-12-06,S37000002,5 - 14,All,All,35,28,25
2020,4,2020-12-06,S37000003,5 - 14,All,All,6,16,-62.5
2020,4,2020-12-06,S37000004,5 - 14,All,All,8,4,100
2020,4,2020-12-06,S37000005,5 - 14,All,All,19,20,-5
2020,4,2020-12-06,S37000006,5 - 14,All,All,14,23.5,-40.4
2020,4,2020-12-06,S37000007,5 - 14,All,All,28,34,-17.6
2020,4,2020-12-06,S37000008,5 - 14,All,All,12,16.5,-27.3
2020,4,2020-12-06,S37000009,5 - 14,All,All,6,10.5,-42.9
2020,4,2020-12-06,S37000010,5 - 14,All,All,9,9,0
2020,4,2020-12-06,S37000011,5 - 14,All,All,9,11,-18.2
2020,4,2020-12-06,S37000012,5 - 14,All,All,31,42,-26.2
2020,4,2020-12-06,S37000013,5 - 14,All,All,20,31.5,-36.5
2020,4,2020-12-06,S37000016,5 - 14,All,All,27,35,-22.9
2020,4,2020-12-06,S37000018,5 - 14,All,All,6,9.5,-36.8
2021,2,2021-05-30,S37000018,5 - 14,All,All,14,9,55.6
2021,2,2021-05-30,S37000019,5 - 14,All,All,9,16.5,-45.5
2020,4,2020-12-06,S37000025,5 - 14,All,All,13,15.5,-16.1
2020,4,2020-12-06,S37000027,5 - 14,All,All,8,12.5,-36
2020,4,2020-12-06,S37000028,5 - 14,All,All,27,34.5,-21.7
2020,4,2020-12-06,S37000029,5 - 14,All,All,8,12,-33.3
2020,4,2020-12-06,S37000030,5 - 14,All,All,26,41,-36.6
2020,4,2020-12-06,S37000032,5 - 14,All,All,36,53.5,-32.7
2020,4,2020-12-06,S37000033,5 - 14,All,All,11,16.5,-33.3
2020,4,2020-12-06,S37000034,5 - 14,All,All,51,46,10.9
2020,4,2020-12-06,S37000035,5 - 14,All,All,17,45.5,-62.6
2020,4,2020-12-13,S37000001,5 - 14,All,All,15,24,-37.5
2020,4,2020-12-13,S37000002,5 - 14,All,All,20,28.5,-29.8
2020,4,2020-12-13,S37000003,5 - 14,All,All,18,10.5,71.4
2020,4,2020-12-13,S37000004,5 - 14,All,All,7,7,0
2020,4,2020-12-13,S37000005,5 - 14,All,All,14,25,-44
2020,4,2020-12-13,S37000006,5 - 14,All,All,13,18.5,-29.7
2020,4,2020-12-13,S37000007,5 - 14,All,All,20,25,-20
2020,4,2020-12-13,S37000008,5 - 14,All,All,13,22.5,-42.2
2020,4,2020-12-13,S37000009,5 - 14,All,All,6,9.5,-36.8
2020,4,2020-12-13,S37000010,5 - 14,All,All,7,8,-12.5
2020,4,2020-12-13,S37000011,5 - 14,All,All,11,6.5,69.2
2021,3,2021-08-29,S37000029,5 - 14,All,All,9,6.5,38.5
2021,3,2021-08-29,S37000030,5 - 14,All,All,26,20,30
2020,4,2020-12-13,S37000016,5 - 14,All,All,30,32.5,-7.7
2020,4,2020-12-13,S37000018,5 - 14,All,All,9,8,12.5
2020,4,2020-12-13,S37000019,5 - 14,All,All,8,15,-46.7
2020,4,2020-12-13,S37000020,5 - 14,All,All,12,27,-55.6
2020,4,2020-12-13,S37000024,5 - 14,All,All,13,14,-7.1
2020,4,2020-12-13,S37000025,5 - 14,All,All,13,20,-35
2020,4,2020-12-13,S37000027,5 - 14,All,All,6,13.5,-55.6
2020,4,2020-12-13,S37000028,5 - 14,All,All,22,33.5,-34.3
2020,4,2020-12-13,S37000029,5 - 14,All,All,10,13,-23.1
2020,4,2020-12-13,S37000030,5 - 14,All,All,22,33,-33.3
2020,4,2020-12-13,S37000031,5 - 14,All,All,6,3,100
2020,4,2020-12-13,S37000032,5 - 14,All,All,30,49,-38.8
2020,4,2020-12-13,S37000033,5 - 14,All,All,22,16.5,33.3
2020,4,2020-12-13,S37000034,5 - 14,All,All,40,58.5,-31.6
2020,4,2020-12-13,S37000035,5 - 14,All,All,30,46,-34.8
2020,4,2020-12-20,S37000001,5 - 14,All,All,20,20,0
2020,4,2020-12-20,S37000002,5 - 14,All,All,16,26.5,-39.6
2020,4,2020-12-20,S37000003,5 - 14,All,All,17,7,142.9
2020,4,2020-12-20,S37000004,5 - 14,All,All,8,6.5,23.1
2020,4,2020-12-20,S37000005,5 - 14,All,All,17,14,21.4
2020,4,2020-12-20,S37000006,5 - 14,All,All,15,18.5,-18.9
2020,4,2020-12-20,S37000007,5 - 14,All,All,17,26,-34.6
2020,4,2020-12-20,S37000008,5 - 14,All,All,8,15.5,-48.4
2020,4,2020-12-20,S37000009,5 - 14,All,All,8,8,0
2020,4,2020-12-20,S37000010,5 - 14,All,All,10,9.5,5.3
2020,4,2020-12-20,S37000011,5 - 14,All,All,10,8,25
2020,4,2020-12-20,S37000012,5 - 14,All,All,24,34,-29.4
2020,4,2020-12-20,S37000013,5 - 14,All,All,14,28.5,-50.9
2020,4,2020-12-20,S37000016,5 - 14,All,All,20,33,-39.4
2020,4,2020-12-20,S37000017,5 - 14,All,All,5,8.5,-41.2
2020,4,2020-12-20,S37000018,5 - 14,All,All,10,6.5,53.8
2020,4,2020-12-20,S37000019,5 - 14,All,All,8,14,-42.9
2020,4,2020-12-20,S37000020,5 - 14,All,All,13,24,-45.8
2020,4,2020-12-20,S37000024,5 - 14,All,All,17,14.5,17.2
2020,4,2020-12-20,S37000025,5 - 14,All,All,6,16.5,-63.6
2020,4,2020-12-20,S37000027,5 - 14,All,All,8,14,-42.9
2020,4,2020-12-20,S37000028,5 - 14,All,All,29,36.5,-20.5
2020,4,2020-12-20,S37000029,5 - 14,All,All,10,4,150
2020,4,2020-12-20,S37000030,5 - 14,All,All,27,23,17.4
2020,4,2020-12-20,S37000032,5 - 14,All,All,42,41,2.4
2020,4,2020-12-20,S37000033,5 - 14,All,All,17,18,-5.6
2020,4,2020-12-20,S37000034,5 - 14,All,All,46,62,-25.8
2020,4,2020-12-20,S37000035,5 - 14,All,All,20,48,-58.3
2021,1,2021-02-07,S37000027,5 - 14,All,All,11,11,0
2021,1,2021-02-07,S37000028,5 - 14,All,All,22,39.5,-44.3
2021,1,2021-02-07,S37000029,5 - 14,All,All,9,10.5,-14.3
2021,1,2021-02-07,S37000030,5 - 14,All,All,20,32,-37.5
2020,4,2020-12-27,S37000004,5 - 14,All,All,5,3.5,42.9
2020,4,2020-12-27,S37000005,5 - 14,All,All,14,24,-41.7
2020,4,2020-12-27,S37000006,5 - 14,All,All,6,14.5,-58.6
2020,4,2020-12-27,S37000007,5 - 14,All,All,17,11.5,47.8
2020,4,2020-12-27,S37000010,5 - 14,All,All,5,9.5,-47.4
2020,4,2020-12-27,S37000011,5 - 14,All,All,7,6,16.7
2020,4,2020-12-27,S37000012,5 - 14,All,All,15,23.5,-36.2
2020,4,2020-12-27,S37000013,5 - 14,All,All,10,21.5,-53.5
2020,4,2020-12-27,S37000016,5 - 14,All,All,20,20,0
2020,4,2020-12-27,S37000019,5 - 14,All,All,10,8.5,17.6
2020,4,2020-12-27,S37000024,5 - 14,All,All,5,13,-61.5
2020,4,2020-12-27,S37000025,5 - 14,All,All,6,5,20
2020,4,2020-12-27,S37000028,5 - 14,All,All,21,21,0
2020,4,2020-12-27,S37000029,5 - 14,All,All,11,7,57.1
2020,4,2020-12-27,S37000030,5 - 14,All,All,14,22,-36.4
2020,4,2020-12-27,S37000032,5 - 14,All,All,25,34.5,-27.5
2020,4,2020-12-27,S37000033,5 - 14,All,All,10,11.5,-13
2020,4,2020-12-27,S37000034,5 - 14,All,All,36,38,-5.3
2020,4,2020-12-27,S37000035,5 - 14,All,All,19,20.5,-7.3
2021,1,2021-01-03,S37000001,5 - 14,All,All,13,19.5,-33.3
2021,1,2021-01-03,S37000002,5 - 14,All,All,17,21.5,-20.9
2021,1,2021-01-03,S37000003,5 - 14,All,All,8,10,-20
2021,1,2021-01-03,S37000004,5 - 14,All,All,6,3.5,71.4
2021,1,2021-01-03,S37000005,5 - 14,All,All,11,24,-54.2
2021,1,2021-01-03,S37000006,5 - 14,All,All,10,14.5,-31
2021,1,2021-01-03,S37000007,5 - 14,All,All,12,11.5,4.3
2021,1,2021-01-03,S37000008,5 - 14,All,All,8,11.5,-30.4
2021,1,2021-01-03,S37000009,5 - 14,All,All,10,6.5,53.8
2021,1,2021-01-03,S37000010,5 - 14,All,All,8,9.5,-15.8
2021,1,2021-01-03,S37000011,5 - 14,All,All,11,6,83.3
2021,1,2021-01-03,S37000012,5 - 14,All,All,17,23.5,-27.7
2021,1,2021-01-03,S37000013,5 - 14,All,All,16,21.5,-25.6
2021,1,2021-01-03,S37000016,5 - 14,All,All,20,20,0
2021,1,2021-01-03,S37000017,5 - 14,All,All,5,5,0
2021,1,2021-01-03,S37000018,5 - 14,All,All,6,6.5,-7.7
2021,1,2021-01-03,S37000019,5 - 14,All,All,9,8.5,5.9
2021,1,2021-01-03,S37000020,5 - 14,All,All,9,16,-43.8
2021,1,2021-01-03,S37000025,5 - 14,All,All,7,5,40
2021,1,2021-01-17,S37000012,5 - 14,All,All,23,34,-32.4
2021,1,2021-01-17,S37000013,5 - 14,All,All,12,40,-70
2021,1,2021-01-17,S37000016,5 - 14,All,All,12,20,-40
2021,1,2021-01-03,S37000030,5 - 14,All,All,20,22,-9.1
2021,1,2021-01-03,S37000032,5 - 14,All,All,17,34.5,-50.7
2021,1,2021-01-03,S37000033,5 - 14,All,All,11,11.5,-4.3
2021,1,2021-01-03,S37000034,5 - 14,All,All,37,38,-2.6
2021,1,2021-01-03,S37000035,5 - 14,All,All,13,20.5,-36.6
2021,1,2021-01-10,S37000001,5 - 14,All,All,13,12,8.3
2021,1,2021-01-10,S37000002,5 - 14,All,All,21,19,10.5
2021,1,2021-01-10,S37000003,5 - 14,All,All,8,11.5,-30.4
2021,1,2021-01-10,S37000005,5 - 14,All,All,11,22.5,-51.1
2021,1,2021-01-10,S37000006,5 - 14,All,All,11,15,-26.7
2021,1,2021-01-10,S37000007,5 - 14,All,All,11,18.5,-40.5
2021,1,2021-01-10,S37000008,5 - 14,All,All,7,11.5,-39.1
2021,1,2021-01-10,S37000009,5 - 14,All,All,5,7.5,-33.3
2021,1,2021-01-10,S37000010,5 - 14,All,All,7,5,40
2021,1,2021-01-10,S37000011,5 - 14,All,All,8,7.5,6.7
2021,1,2021-01-10,S37000012,5 - 14,All,All,27,25,8
2021,1,2021-01-10,S37000013,5 - 14,All,All,14,24.5,-42.9
2021,1,2021-01-10,S37000016,5 - 14,All,All,15,16.5,-9.1
2021,1,2021-01-10,S37000017,5 - 14,All,All,5,7.5,-33.3
2021,1,2021-01-10,S37000019,5 - 14,All,All,5,4,25
2021,1,2021-01-10,S37000020,5 - 14,All,All,7,16,-56.2
2021,1,2021-01-10,S37000025,5 - 14,All,All,9,10,-10
2021,1,2021-01-10,S37000027,5 - 14,All,All,11,8.5,29.4
2021,1,2021-01-10,S37000028,5 - 14,All,All,28,24.5,14.3
2021,1,2021-01-10,S37000029,5 - 14,All,All,6,5.5,9.1
2021,1,2021-01-10,S37000030,5 - 14,All,All,20,16,25
2021,1,2021-01-10,S37000032,5 - 14,All,All,28,28.5,-1.8
2021,1,2021-01-10,S37000033,5 - 14,All,All,6,10,-40
2021,1,2021-01-10,S37000034,5 - 14,All,All,36,47,-23.4
2021,1,2021-01-10,S37000035,5 - 14,All,All,21,23,-8.7
2021,1,2021-01-17,S37000001,5 - 14,All,All,16,17,-5.9
2021,1,2021-01-17,S37000002,5 - 14,All,All,17,21.5,-20.9
2021,1,2021-01-17,S37000003,5 - 14,All,All,7,13,-46.2
2021,1,2021-01-17,S37000004,5 - 14,All,All,7,4,75
2021,1,2021-01-17,S37000005,5 - 14,All,All,15,32.5,-53.8
2021,1,2021-01-17,S37000006,5 - 14,All,All,6,21.5,-72.1
2021,1,2021-01-17,S37000007,5 - 14,All,All,14,27.5,-49.1
2021,1,2021-01-17,S37000008,5 - 14,All,All,9,17,-47.1
2021,1,2021-01-17,S37000009,5 - 14,All,All,9,11.5,-21.7
2021,1,2021-01-17,S37000010,5 - 14,All,All,8,12.5,-36
2021,1,2021-01-17,S37000011,5 - 14,All,All,5,10,-50
2021,1,2021-02-21,S37000013,5 - 14,All,All,19,44,-56.8
2021,1,2021-02-21,S37000016,5 - 14,All,All,23,37.5,-38.7
2021,1,2021-01-17,S37000019,5 - 14,All,All,12,10,20
2021,1,2021-01-17,S37000020,5 - 14,All,All,10,16,-37.5
2021,1,2021-01-17,S37000024,5 - 14,All,All,10,18,-44.4
2021,1,2021-01-17,S37000025,5 - 14,All,All,12,12.5,-4
2021,1,2021-01-17,S37000027,5 - 14,All,All,10,11.5,-13
2021,1,2021-01-17,S37000028,5 - 14,All,All,17,34.5,-50.7
2021,1,2021-01-17,S37000029,5 - 14,All,All,10,10.5,-4.8
2021,1,2021-01-17,S37000030,5 - 14,All,All,21,17,23.5
2021,1,2021-01-17,S37000032,5 - 14,All,All,26,48,-45.8
2021,1,2021-01-17,S37000033,5 - 14,All,All,12,16,-25
2021,1,2021-01-17,S37000034,5 - 14,All,All,36,52.5,-31.4
2021,1,2021-01-17,S37000035,5 - 14,All,All,21,55,-61.8
2021,1,2021-01-24,S37000001,5 - 14,All,All,13,22,-40.9
2021,1,2021-01-24,S37000002,5 - 14,All,All,19,28.5,-33.3
2021,1,2021-01-24,S37000003,5 - 14,All,All,10,15.5,-35.5
2021,1,2021-01-24,S37000005,5 - 14,All,All,8,28.5,-71.9
2021,1,2021-01-24,S37000006,5 - 14,All,All,6,25,-76
2021,1,2021-02-28,S37000008,5 - 14,All,All,14,15,-6.7
2021,1,2021-02-28,S37000009,5 - 14,All,All,11,14.5,-24.1
2021,1,2021-02-28,S37000010,5 - 14,All,All,16,10,60
2021,1,2021-01-24,S37000008,5 - 14,All,All,17,20,-15
2021,1,2021-01-24,S37000009,5 - 14,All,All,8,8.5,-5.9
2021,1,2021-01-24,S37000010,5 - 14,All,All,7,6.5,7.7
2021,1,2021-01-24,S37000011,5 - 14,All,All,8,14,-42.9
2021,1,2021-01-24,S37000012,5 - 14,All,All,31,34,-8.8
2021,1,2021-01-24,S37000013,5 - 14,All,All,17,32.5,-47.7
2021,1,2021-01-24,S37000016,5 - 14,All,All,14,26.5,-47.2
2021,1,2021-01-24,S37000019,5 - 14,All,All,9,9.5,-5.3
2021,1,2021-01-24,S37000020,5 - 14,All,All,14,27.5,-49.1
2021,1,2021-01-24,S37000024,5 - 14,All,All,14,16.5,-15.2
2021,1,2021-01-24,S37000025,5 - 14,All,All,6,14.5,-58.6
2021,1,2021-01-24,S37000027,5 - 14,All,All,10,9,11.1
2021,1,2021-01-24,S37000028,5 - 14,All,All,22,34,-35.3
2021,1,2021-01-24,S37000029,5 - 14,All,All,12,9,33.3
2021,1,2021-01-24,S37000030,5 - 14,All,All,19,19.5,-2.6
2021,1,2021-01-24,S37000032,5 - 14,All,All,33,42,-21.4
2021,1,2021-01-24,S37000033,5 - 14,All,All,14,14.5,-3.4
2021,1,2021-01-24,S37000034,5 - 14,All,All,43,62,-30.6
2021,1,2021-01-24,S37000035,5 - 14,All,All,21,36,-41.7
2021,1,2021-01-31,S37000001,5 - 14,All,All,19,19,0
2021,2,2021-06-27,S37000025,5 - 14,All,All,12,14.5,-17.2
2021,2,2021-06-27,S37000027,5 - 14,All,All,13,11,18.2
2021,2,2021-06-27,S37000028,5 - 14,All,All,24,37,-35.1
2021,1,2021-01-31,S37000005,5 - 14,All,All,12,28,-57.1
2021,1,2021-01-31,S37000006,5 - 14,All,All,10,17,-41.2
2021,1,2021-01-31,S37000007,5 - 14,All,All,16,32.5,-50.8
2021,1,2021-01-31,S37000008,5 - 14,All,All,11,18.5,-40.5
2021,1,2021-01-31,S37000009,5 - 14,All,All,8,10.5,-23.8
2021,1,2021-01-31,S37000010,5 - 14,All,All,12,8,50
2021,1,2021-01-31,S37000012,5 - 14,All,All,29,32,-9.4
2021,1,2021-01-31,S37000013,5 - 14,All,All,19,38,-50
2021,1,2021-01-31,S37000016,5 - 14,All,All,23,25,-8
2021,1,2021-01-31,S37000017,5 - 14,All,All,5,8.5,-41.2
2021,1,2021-01-31,S37000018,5 - 14,All,All,8,10,-20
2021,1,2021-01-31,S37000019,5 - 14,All,All,9,14.5,-37.9
2021,1,2021-01-31,S37000020,5 - 14,All,All,12,17,-29.4
2021,1,2021-01-31,S37000024,5 - 14,All,All,9,10.5,-14.3
2021,1,2021-01-31,S37000025,5 - 14,All,All,7,12,-41.7
2021,1,2021-01-31,S37000027,5 - 14,All,All,5,16.5,-69.7
2021,1,2021-01-31,S37000028,5 - 14,All,All,22,31,-29
2021,1,2021-01-31,S37000029,5 - 14,All,All,8,5.5,45.5
2021,1,2021-01-31,S37000030,5 - 14,All,All,25,30,-16.7
2021,1,2021-03-07,S37000003,5 - 14,All,All,12,12.5,-4
2021,1,2021-03-07,S37000004,5 - 14,All,All,6,4.5,33.3
2021,1,2021-01-31,S37000035,5 - 14,All,All,27,50,-46
2021,1,2021-02-07,S37000001,5 - 14,All,All,15,24,-37.5
2021,1,2021-02-07,S37000002,5 - 14,All,All,24,22.5,6.7
2021,1,2021-02-07,S37000003,5 - 14,All,All,6,16,-62.5
2021,1,2021-02-07,S37000004,5 - 14,All,All,6,4.5,33.3
2021,1,2021-02-07,S37000005,5 - 14,All,All,12,18.5,-35.1
2021,1,2021-02-07,S37000006,5 - 14,All,All,8,22.5,-64.4
2021,1,2021-02-07,S37000007,5 - 14,All,All,22,29.5,-25.4
2021,1,2021-02-07,S37000008,5 - 14,All,All,8,18.5,-56.8
2021,1,2021-02-07,S37000009,5 - 14,All,All,6,9,-33.3
2021,1,2021-02-07,S37000010,5 - 14,All,All,10,7.5,33.3
2021,1,2021-02-07,S37000011,5 - 14,All,All,8,9.5,-15.8
2021,1,2021-02-07,S37000012,5 - 14,All,All,30,44.5,-32.6
2021,1,2021-02-07,S37000013,5 - 14,All,All,14,36,-61.1
2021,1,2021-02-07,S37000016,5 - 14,All,All,22,34,-35.3
2021,1,2021-02-07,S37000018,5 - 14,All,All,8,7,14.3
2021,1,2021-02-07,S37000019,5 - 14,All,All,12,14.5,-17.2
2021,1,2021-02-07,S37000020,5 - 14,All,All,15,23.5,-36.2
2021,1,2021-02-07,S37000024,5 - 14,All,All,17,24,-29.2
2021,1,2021-02-07,S37000025,5 - 14,All,All,9,13,-30.8
2021,1,2021-03-21,S37000020,5 - 14,All,All,13,25.5,-49
2021,1,2021-02-07,S37000032,5 - 14,All,All,22,41,-46.3
2021,1,2021-02-07,S37000033,5 - 14,All,All,15,19.5,-23.1
2021,1,2021-02-07,S37000034,5 - 14,All,All,31,66,-53
2021,1,2021-02-07,S37000035,5 - 14,All,All,24,52,-53.8
2021,1,2021-02-14,S37000001,5 - 14,All,All,15,20.5,-26.8
2021,1,2021-02-14,S37000002,5 - 14,All,All,27,25.5,5.9
2021,1,2021-02-14,S37000003,5 - 14,All,All,5,18,-72.2
2021,1,2021-02-14,S37000005,5 - 14,All,All,8,20,-60
2021,1,2021-02-14,S37000006,5 - 14,All,All,9,27.5,-67.3
2021,1,2021-02-14,S37000007,5 - 14,All,All,8,26,-69.2
2021,1,2021-02-14,S37000008,5 - 14,All,All,15,18.5,-18.9
2021,1,2021-02-14,S37000009,5 - 14,All,All,8,12.5,-36
2021,1,2021-02-14,S37000010,5 - 14,All,All,9,13,-30.8
2021,1,2021-02-14,S37000012,5 - 14,All,All,27,33.5,-19.4
2021,1,2021-02-14,S37000013,5 - 14,All,All,9,31,-71
2021,1,2021-02-14,S37000016,5 - 14,All,All,31,27,14.8
2021,1,2021-02-14,S37000018,5 - 14,All,All,9,8.5,5.9
2021,1,2021-02-14,S37000019,5 - 14,All,All,10,12.5,-20
2021,1,2021-02-14,S37000020,5 - 14,All,All,13,19,-31.6
2021,1,2021-02-14,S37000024,5 - 14,All,All,9,18,-50
2021,1,2021-02-14,S37000027,5 - 14,All,All,11,13.5,-18.5
2021,1,2021-02-14,S37000028,5 - 14,All,All,20,52,-61.5
2021,1,2021-02-14,S37000029,5 - 14,All,All,7,6.5,7.7
2021,1,2021-02-14,S37000030,5 - 14,All,All,14,24,-41.7
2021,1,2021-02-14,S37000032,5 - 14,All,All,25,45.5,-45.1
2021,1,2021-02-14,S37000033,5 - 14,All,All,14,19,-26.3
2021,1,2021-02-14,S37000034,5 - 14,All,All,48,64,-25
2021,1,2021-02-14,S37000035,5 - 14,All,All,27,53.5,-49.5
2021,1,2021-02-21,S37000001,5 - 14,All,All,19,22.5,-15.6
2021,1,2021-02-21,S37000002,5 - 14,All,All,18,23.5,-23.4
2021,1,2021-02-21,S37000003,5 - 14,All,All,5,15,-66.7
2021,1,2021-02-21,S37000004,5 - 14,All,All,5,3,66.7
2021,1,2021-02-21,S37000005,5 - 14,All,All,9,13,-30.8
2021,1,2021-02-21,S37000006,5 - 14,All,All,6,23.5,-74.5
2021,1,2021-02-21,S37000007,5 - 14,All,All,20,28.5,-29.8
2021,1,2021-02-21,S37000008,5 - 14,All,All,7,14.5,-51.7
2021,1,2021-02-21,S37000009,5 - 14,All,All,7,7,0
2021,1,2021-02-21,S37000010,5 - 14,All,All,12,13.5,-11.1
2021,1,2021-02-21,S37000011,5 - 14,All,All,7,11.5,-39.1
2021,1,2021-02-21,S37000012,5 - 14,All,All,25,31.5,-20.6
2021,1,2021-02-21,S37000017,5 - 14,All,All,6,6,0
2021,1,2021-02-21,S37000018,5 - 14,All,All,7,9.5,-26.3
2021,1,2021-02-21,S37000019,5 - 14,All,All,7,11.5,-39.1
2021,1,2021-02-21,S37000020,5 - 14,All,All,16,17,-5.9
2021,1,2021-02-21,S37000024,5 - 14,All,All,14,15.5,-9.7
2021,1,2021-02-21,S37000027,5 - 14,All,All,11,7.5,46.7
2021,1,2021-02-21,S37000028,5 - 14,All,All,31,32,-3.1
2021,1,2021-02-21,S37000029,5 - 14,All,All,7,13,-46.2
2021,1,2021-02-21,S37000030,5 - 14,All,All,23,30,-23.3
2021,1,2021-02-21,S37000032,5 - 14,All,All,31,48,-35.4
2021,1,2021-02-21,S37000033,5 - 14,All,All,7,16,-56.2
2021,1,2021-02-21,S37000034,5 - 14,All,All,44,54,-18.5
2021,1,2021-02-21,S37000035,5 - 14,All,All,33,37,-10.8
2021,1,2021-02-28,S37000001,5 - 14,All,All,10,24.5,-59.2
2021,1,2021-02-28,S37000002,5 - 14,All,All,21,22,-4.5
2021,1,2021-02-28,S37000003,5 - 14,All,All,10,11.5,-13
2021,1,2021-02-28,S37000005,5 - 14,All,All,17,25.5,-33.3
2021,1,2021-02-28,S37000006,5 - 14,All,All,17,21.5,-20.9
2021,1,2021-02-28,S37000007,5 - 14,All,All,16,23.5,-31.9
2021,4,2021-10-17,S37000013,5 - 14,All,All,16,24,-33.3
2021,4,2021-10-17,S37000016,5 - 14,All,All,15,31,-51.6
2021,4,2021-10-17,S37000017,5 - 14,All,All,6,5.5,9.1
2021,1,2021-02-28,S37000011,5 - 14,All,All,9,8.5,5.9
2021,1,2021-02-28,S37000012,5 - 14,All,All,26,32.5,-20
2021,1,2021-02-28,S37000013,5 - 14,All,All,11,41,-73.2
2021,1,2021-02-28,S37000016,5 - 14,All,All,13,29.5,-55.9
2021,1,2021-02-28,S37000017,5 - 14,All,All,6,6.5,-7.7
2021,1,2021-02-28,S37000018,5 - 14,All,All,9,8,12.5
2021,1,2021-02-28,S37000019,5 - 14,All,All,17,19.5,-12.8
2021,1,2021-02-28,S37000020,5 - 14,All,All,15,25.5,-41.2
2021,1,2021-02-28,S37000024,5 - 14,All,All,11,15.5,-29
2021,1,2021-02-28,S37000025,5 - 14,All,All,7,16.5,-57.6
2021,1,2021-02-28,S37000027,5 - 14,All,All,9,14.5,-37.9
2021,1,2021-02-28,S37000028,5 - 14,All,All,23,48.5,-52.6
2021,1,2021-02-28,S37000029,5 - 14,All,All,5,9.5,-47.4
2021,1,2021-02-28,S37000030,5 - 14,All,All,33,22,50
2021,1,2021-02-28,S37000032,5 - 14,All,All,34,43,-20.9
2021,1,2021-02-28,S37000033,5 - 14,All,All,16,18,-11.1
2021,1,2021-02-28,S37000034,5 - 14,All,All,45,70,-35.7
2021,1,2021-02-28,S37000035,5 - 14,All,All,22,51.5,-57.3
2021,1,2021-03-07,S37000001,5 - 14,All,All,19,20.5,-7.3
2021,1,2021-03-07,S37000002,5 - 14,All,All,19,17,11.8
2021,2,2021-04-04,S37000008,5 - 14,All,All,9,18,-50
2021,2,2021-04-04,S37000009,5 - 14,All,All,8,9.5,-15.8
2021,2,2021-04-04,S37000010,5 - 14,All,All,5,13.5,-63
2021,1,2021-03-07,S37000005,5 - 14,All,All,10,38.5,-74
2021,1,2021-03-07,S37000006,5 - 14,All,All,17,19,-10.5
2021,1,2021-03-07,S37000007,5 - 14,All,All,14,23,-39.1
2021,1,2021-03-07,S37000008,5 - 14,All,All,14,27.5,-49.1
2021,1,2021-03-07,S37000009,5 - 14,All,All,6,16,-62.5
2021,1,2021-03-07,S37000010,5 - 14,All,All,12,8,50
2021,1,2021-03-07,S37000011,5 - 14,All,All,6,6.5,-7.7
2021,1,2021-03-07,S37000012,5 - 14,All,All,33,41.5,-20.5
2021,1,2021-03-07,S37000013,5 - 14,All,All,15,32.5,-53.8
2021,1,2021-03-07,S37000016,5 - 14,All,All,12,27.5,-56.4
2021,1,2021-03-07,S37000018,5 - 14,All,All,12,13,-7.7
2021,1,2021-03-07,S37000019,5 - 14,All,All,17,17,0
2021,1,2021-03-07,S37000020,5 - 14,All,All,10,21,-52.4
2021,1,2021-03-07,S37000024,5 - 14,All,All,16,11.5,39.1
2021,1,2021-03-07,S37000025,5 - 14,All,All,10,13.5,-25.9
2021,1,2021-03-07,S37000027,5 - 14,All,All,7,14.5,-51.7
2021,1,2021-03-07,S37000028,5 - 14,All,All,24,35,-31.4
2021,1,2021-03-07,S37000029,5 - 14,All,All,15,8,87.5
2021,1,2021-03-07,S37000030,5 - 14,All,All,23,35.5,-35.2
2021,1,2021-03-07,S37000032,5 - 14,All,All,44,37,18.9
2020,3,2020-07-12,S37000020,5 - 14,All,Emergency,9,14.5,-37.9
2020,3,2020-07-12,S37000024,5 - 14,All,Emergency,10,7,42.9
2021,1,2021-03-14,S37000001,5 - 14,All,All,25,22.5,11.1
2021,1,2021-03-14,S37000002,5 - 14,All,All,21,28,-25
2021,1,2021-03-14,S37000003,5 - 14,All,All,17,14.5,17.2
2021,1,2021-03-14,S37000005,5 - 14,All,All,14,22,-36.4
2021,1,2021-03-14,S37000006,5 - 14,All,All,14,25,-44
2021,1,2021-03-14,S37000007,5 - 14,All,All,21,36.5,-42.5
2021,1,2021-03-14,S37000008,5 - 14,All,All,16,22,-27.3
2021,1,2021-03-14,S37000009,5 - 14,All,All,16,11.5,39.1
2021,1,2021-03-14,S37000010,5 - 14,All,All,13,7,85.7
2021,1,2021-03-14,S37000011,5 - 14,All,All,10,12.5,-20
2021,1,2021-03-14,S37000012,5 - 14,All,All,39,34.5,13
2021,1,2021-03-14,S37000013,5 - 14,All,All,15,43.5,-65.5
2021,1,2021-03-14,S37000016,5 - 14,All,All,13,33.5,-61.2
2021,1,2021-03-14,S37000017,5 - 14,All,All,8,5.5,45.5
2021,1,2021-03-14,S37000018,5 - 14,All,All,10,9,11.1
