year,quarter,week_ending,hscp,age_group,sex,sas_incidents,average20182019,percent_variation
2021,4,2021-10-03,S37000018,All ages,Male,80,77,3.9
2021,4,2021-10-03,S37000019,Under 5,All,10,8,25
2021,4,2021-10-03,S37000019,5 - 14,All,5,4,25
2021,4,2021-10-03,S37000019,15 - 44,All,48,36.5,31.5
2021,4,2021-10-03,S37000019,45 - 64,All,39,36.5,6.8
2021,4,2021-10-03,S37000019,65 - 74,All,27,34.5,-21.7
2021,4,2021-10-03,S37000019,75 - 84,All,25,43,-41.9
2021,4,2021-10-03,S37000019,85 and over,All,34,30,13.3
2021,4,2021-10-03,S37000019,All ages,All,188,192.5,-2.3
2021,4,2021-10-03,S37000019,All ages,Female,96,97,-1
2021,4,2021-10-03,S37000019,All ages,Male,92,95.5,-3.7
2021,4,2021-10-03,S37000020,Under 5,All,25,11.5,117.4
2021,4,2021-10-03,S37000020,15 - 44,All,71,80.5,-11.8
2021,4,2021-10-03,S37000020,45 - 64,All,94,80,17.5
2021,4,2021-10-03,S37000020,65 - 74,All,47,62.5,-24.8
2021,4,2021-10-03,S37000020,75 - 84,All,65,63.5,2.4
2021,4,2021-10-03,S37000020,85 and over,All,44,55,-20
2021,4,2021-10-03,S37000020,All ages,All,347,357.5,-2.9
2021,4,2021-10-03,S37000020,All ages,Female,161,186.5,-13.7
2021,4,2021-10-03,S37000020,All ages,Male,186,171,8.8
2021,4,2021-10-03,S37000022,Under 5,All,5,0.5,900
2021,4,2021-10-03,S37000022,15 - 44,All,5,8,-37.5
2021,4,2021-10-03,S37000022,45 - 64,All,9,11.5,-21.7
2021,4,2021-10-03,S37000022,65 - 74,All,9,8,12.5
2021,4,2021-10-03,S37000022,75 - 84,All,13,7.5,73.3
2021,4,2021-10-03,S37000022,85 and over,All,11,5.5,100
2021,4,2021-10-03,S37000022,All ages,All,53,42.5,24.7
2021,4,2021-10-03,S37000022,All ages,Female,26,18,44.4
2021,4,2021-10-03,S37000022,All ages,Male,27,24.5,10.2
2021,4,2021-10-03,S37000024,Under 5,All,16,10.5,52.4
2021,4,2021-10-03,S37000024,5 - 14,All,5,10,-50
2021,4,2021-10-03,S37000024,15 - 44,All,59,72.5,-18.6
2021,4,2021-10-03,S37000024,45 - 64,All,86,76.5,12.4
2021,4,2021-10-03,S37000024,65 - 74,All,52,66.5,-21.8
2021,4,2021-10-03,S37000024,75 - 84,All,81,63,28.6
2021,4,2021-10-03,S37000024,85 and over,All,40,54,-25.9
2021,4,2021-10-03,S37000024,All ages,All,339,353,-4
2021,4,2021-10-03,S37000024,All ages,Female,178,182,-2.2
2021,4,2021-10-03,S37000024,All ages,Male,161,171,-5.8
2021,4,2021-10-03,S37000025,Under 5,All,11,6,83.3
2021,4,2021-10-03,S37000025,5 - 14,All,5,7.5,-33.3
2021,4,2021-10-03,S37000025,15 - 44,All,30,58.5,-48.7
2021,4,2021-10-03,S37000025,45 - 64,All,68,54.5,24.8
2021,4,2021-10-03,S37000025,65 - 74,All,32,33,-3
2021,4,2021-10-03,S37000025,75 - 84,All,43,57,-24.6
2021,4,2021-10-03,S37000025,85 and over,All,57,54.5,4.6
2021,4,2021-10-03,S37000025,All ages,All,246,271,-9.2
2021,4,2021-10-03,S37000025,All ages,Female,126,133.5,-5.6
2021,4,2021-10-03,S37000025,All ages,Male,120,137.5,-12.7
2021,4,2021-10-03,S37000026,15 - 44,All,13,4,225
2021,4,2021-10-03,S37000026,45 - 64,All,6,7.5,-20
2021,4,2021-10-03,S37000026,65 - 74,All,6,4,50
2021,4,2021-10-03,S37000026,75 - 84,All,8,7.5,6.7
2021,4,2021-10-03,S37000026,85 and over,All,8,4,100
2021,4,2021-10-03,S37000026,All ages,All,43,30,43.3
2021,4,2021-10-03,S37000026,All ages,Female,24,10.5,128.6
2021,4,2021-10-03,S37000026,All ages,Male,19,19.5,-2.6
2021,4,2021-10-03,S37000027,Under 5,All,9,12,-25
2021,4,2021-10-03,S37000027,15 - 44,All,41,42,-2.4
2021,4,2021-10-03,S37000027,45 - 64,All,51,64.5,-20.9
2021,4,2021-10-03,S37000027,65 - 74,All,40,44.5,-10.1
2021,4,2021-10-03,S37000027,75 - 84,All,46,58,-20.7
2021,4,2021-10-03,S37000027,85 and over,All,39,53,-26.4
2021,4,2021-10-03,S37000027,All ages,All,230,279,-17.6
2021,4,2021-10-03,S37000027,All ages,Female,114,159,-28.3
2021,4,2021-10-03,S37000027,All ages,Male,116,120,-3.3
2021,4,2021-10-03,S37000028,Under 5,All,35,24.5,42.9
2021,4,2021-10-03,S37000028,5 - 14,All,12,12,0
2021,4,2021-10-03,S37000028,15 - 44,All,120,147.5,-18.6
2021,4,2021-10-03,S37000028,45 - 64,All,144,155.5,-7.4
2021,4,2021-10-03,S37000028,65 - 74,All,106,112,-5.4
2021,4,2021-10-03,S37000028,75 - 84,All,109,134.5,-19
2021,4,2021-10-03,S37000028,85 and over,All,78,99.5,-21.6
2021,4,2021-10-03,S37000028,All ages,All,604,685.5,-11.9
2021,4,2021-10-03,S37000028,All ages,Female,308,353.5,-12.9
2021,4,2021-10-03,S37000028,All ages,Male,296,332,-10.8
2021,4,2021-10-03,S37000029,Under 5,All,13,9,44.4
2021,4,2021-10-03,S37000029,15 - 44,All,36,60,-40
2021,4,2021-10-03,S37000029,45 - 64,All,45,52.5,-14.3
2021,4,2021-10-03,S37000029,65 - 74,All,38,34,11.8
2021,4,2021-10-03,S37000029,75 - 84,All,34,38.5,-11.7
2021,4,2021-10-03,S37000029,85 and over,All,22,21,4.8
2021,4,2021-10-03,S37000029,All ages,All,192,217.5,-11.7
2021,4,2021-10-03,S37000029,All ages,Female,97,112,-13.4
2021,4,2021-10-03,S37000029,All ages,Male,95,105.5,-10
2021,4,2021-10-03,S37000030,Under 5,All,15,15,0
2021,4,2021-10-03,S37000030,5 - 14,All,14,8.5,64.7
2021,4,2021-10-03,S37000030,15 - 44,All,63,83,-24.1
2021,4,2021-10-03,S37000030,45 - 64,All,79,88,-10.2
2021,4,2021-10-03,S37000030,65 - 74,All,38,51,-25.5
2021,4,2021-10-03,S37000030,75 - 84,All,59,60,-1.7
2021,4,2021-10-03,S37000030,85 and over,All,41,32.5,26.2
2021,4,2021-10-03,S37000030,All ages,All,309,338,-8.6
2021,4,2021-10-03,S37000030,All ages,Female,167,177,-5.6
2021,4,2021-10-03,S37000030,All ages,Male,142,161,-11.8
2021,4,2021-10-03,S37000031,15 - 44,All,6,12.5,-52
2021,4,2021-10-03,S37000031,45 - 64,All,8,22,-63.6
2021,4,2021-10-03,S37000031,65 - 74,All,12,17,-29.4
2021,4,2021-10-03,S37000031,75 - 84,All,12,14.5,-17.2
2021,4,2021-10-03,S37000031,85 and over,All,13,14,-7.1
2021,4,2021-10-03,S37000031,All ages,All,53,81.5,-35
2021,4,2021-10-03,S37000031,All ages,Female,34,44.5,-23.6
2021,4,2021-10-03,S37000031,All ages,Male,19,37,-48.6
2021,4,2021-10-03,S37000032,Under 5,All,53,30.5,73.8
2021,4,2021-10-03,S37000032,5 - 14,All,12,20.5,-41.5
2021,4,2021-10-03,S37000032,15 - 44,All,145,201,-27.9
2021,4,2021-10-03,S37000032,45 - 64,All,163,172,-5.2
2021,4,2021-10-03,S37000032,65 - 74,All,133,114,16.7
2021,4,2021-10-03,S37000032,75 - 84,All,167,160,4.4
2021,4,2021-10-03,S37000032,85 and over,All,117,117.5,-0.4
2021,4,2021-10-03,S37000032,All ages,All,790,815.5,-3.1
2021,4,2021-10-03,S37000032,All ages,Female,404,431,-6.3
2021,4,2021-10-03,S37000032,All ages,Male,386,384.5,0.4
2021,4,2021-10-03,S37000033,Under 5,All,16,9.5,68.4
2021,4,2021-10-03,S37000033,5 - 14,All,8,7,14.3
2021,4,2021-10-03,S37000033,15 - 44,All,52,56.5,-8
2021,4,2021-10-03,S37000033,45 - 64,All,57,62,-8.1
2021,4,2021-10-03,S37000033,65 - 74,All,39,38,2.6
2021,4,2021-10-03,S37000033,75 - 84,All,52,54,-3.7
2021,4,2021-10-03,S37000033,85 and over,All,57,52.5,8.6
2021,4,2021-10-03,S37000033,All ages,All,281,279.5,0.5
2021,4,2021-10-03,S37000033,All ages,Female,140,136.5,2.6
2021,4,2021-10-03,S37000033,All ages,Male,141,143,-1.4
2021,4,2021-10-03,S37000034,Under 5,All,62,40.5,53.1
2021,4,2021-10-03,S37000034,5 - 14,All,21,23.5,-10.6
2021,4,2021-10-03,S37000034,15 - 44,All,308,351,-12.3
2021,4,2021-10-03,S37000034,45 - 64,All,321,379,-15.3
2021,4,2021-10-03,S37000034,65 - 74,All,151,178,-15.2
2021,4,2021-10-03,S37000034,75 - 84,All,171,225,-24
2021,4,2021-10-03,S37000034,85 and over,All,106,138.5,-23.5
2021,4,2021-10-03,S37000034,All ages,All,1140,1335.5,-14.6
2021,4,2021-10-03,S37000034,All ages,Female,571,667,-14.4
2021,4,2021-10-03,S37000034,All ages,Male,569,668.5,-14.9
2021,4,2021-10-03,S37000035,Under 5,All,41,21.5,90.7
2021,4,2021-10-03,S37000035,5 - 14,All,22,10.5,109.5
2021,4,2021-10-03,S37000035,15 - 44,All,143,159,-10.1
2021,4,2021-10-03,S37000035,45 - 64,All,161,181.5,-11.3
2021,4,2021-10-03,S37000035,65 - 74,All,112,108,3.7
2021,4,2021-10-03,S37000035,75 - 84,All,110,149,-26.2
2021,4,2021-10-03,S37000035,85 and over,All,74,82,-9.8
2021,4,2021-10-03,S37000035,All ages,All,663,711.5,-6.8
2021,4,2021-10-03,S37000035,All ages,Female,313,369,-15.2
2021,4,2021-10-03,S37000035,All ages,Male,350,342.5,2.2
2021,4,2021-10-10,S37000001,Under 5,All,20,13,53.8
2021,4,2021-10-10,S37000001,5 - 14,All,8,6,33.3
2021,4,2021-10-10,S37000001,15 - 44,All,83,91.5,-9.3
2021,4,2021-10-10,S37000001,45 - 64,All,108,83.5,29.3
2021,4,2021-10-10,S37000001,65 - 74,All,65,49.5,31.3
2021,4,2021-10-10,S37000001,75 - 84,All,68,73.5,-7.5
2021,4,2021-10-10,S37000001,85 and over,All,64,59.5,7.6
2021,4,2021-10-10,S37000001,All ages,All,416,376.5,10.5
2021,4,2021-10-10,S37000001,All ages,Female,224,192.5,16.4
2021,4,2021-10-10,S37000001,All ages,Male,192,184,4.3
2021,4,2021-10-10,S37000002,Under 5,All,33,20,65
2021,4,2021-10-10,S37000002,5 - 14,All,8,4.5,77.8
2021,4,2021-10-10,S37000002,15 - 44,All,100,77,29.9
2021,4,2021-10-10,S37000002,45 - 64,All,72,93,-22.6
2021,4,2021-10-10,S37000002,65 - 74,All,65,59.5,9.2
2021,4,2021-10-10,S37000002,75 - 84,All,99,92.5,7
2021,4,2021-10-10,S37000002,85 and over,All,77,68.5,12.4
2021,4,2021-10-10,S37000002,All ages,All,454,415,9.4
2021,4,2021-10-10,S37000002,All ages,Female,260,215.5,20.6
2021,4,2021-10-10,S37000002,All ages,Male,194,199.5,-2.8
2021,4,2021-10-10,S37000003,Under 5,All,16,4.5,255.6
2021,4,2021-10-10,S37000003,15 - 44,All,42,38,10.5
2021,4,2021-10-10,S37000003,45 - 64,All,42,40.5,3.7
2021,4,2021-10-10,S37000003,65 - 74,All,34,39,-12.8
2021,4,2021-10-10,S37000003,75 - 84,All,44,55.5,-20.7
2021,4,2021-10-10,S37000003,85 and over,All,30,40,-25
2021,4,2021-10-10,S37000003,All ages,All,210,219,-4.1
2021,4,2021-10-10,S37000003,All ages,Female,129,115,12.2
2021,4,2021-10-10,S37000003,All ages,Male,81,104,-22.1
2021,4,2021-10-10,S37000004,Under 5,All,9,6.5,38.5
2021,4,2021-10-10,S37000004,15 - 44,All,31,28.5,8.8
2021,4,2021-10-10,S37000004,45 - 64,All,41,45.5,-9.9
2021,4,2021-10-10,S37000004,65 - 74,All,41,41.5,-1.2
2021,4,2021-10-10,S37000004,75 - 84,All,43,60.5,-28.9
2021,4,2021-10-10,S37000004,85 and over,All,43,40.5,6.2
2021,4,2021-10-10,S37000004,All ages,All,212,226.5,-6.4
2021,4,2021-10-10,S37000004,All ages,Female,105,121.5,-13.6
2021,4,2021-10-10,S37000004,All ages,Male,107,105,1.9
2021,4,2021-10-10,S37000005,Under 5,All,20,9,122.2
2021,4,2021-10-10,S37000005,15 - 44,All,64,68,-5.9
2021,4,2021-10-10,S37000005,45 - 64,All,70,79,-11.4
2021,4,2021-10-10,S37000005,65 - 74,All,30,46,-34.8
2021,4,2021-10-10,S37000005,75 - 84,All,54,62,-12.9
2021,4,2021-10-10,S37000005,85 and over,All,45,36.5,23.3
2021,4,2021-10-10,S37000005,All ages,All,287,306,-6.2
2021,4,2021-10-10,S37000005,All ages,Female,157,157.5,-0.3
2021,4,2021-10-10,S37000005,All ages,Male,130,148.5,-12.5
2021,4,2021-10-10,S37000006,Under 5,All,20,11.5,73.9
2021,4,2021-10-10,S37000006,15 - 44,All,50,49.5,1
2021,4,2021-10-10,S37000006,45 - 64,All,76,73.5,3.4
2021,4,2021-10-10,S37000006,65 - 74,All,57,55.5,2.7
2021,4,2021-10-10,S37000006,75 - 84,All,96,72,33.3
2021,4,2021-10-10,S37000006,85 and over,All,78,63.5,22.8
2021,4,2021-10-10,S37000006,All ages,All,380,332,14.5
2021,4,2021-10-10,S37000006,All ages,Female,195,170,14.7
2021,4,2021-10-10,S37000006,All ages,Male,185,162,14.2
2021,4,2021-10-10,S37000007,Under 5,All,18,10.5,71.4
2021,4,2021-10-10,S37000007,5 - 14,All,5,5.5,-9.1
2021,4,2021-10-10,S37000007,15 - 44,All,98,91,7.7
2021,4,2021-10-10,S37000007,45 - 64,All,93,78.5,18.5
2021,4,2021-10-10,S37000007,65 - 74,All,42,53.5,-21.5
2021,4,2021-10-10,S37000007,75 - 84,All,61,58.5,4.3
2021,4,2021-10-10,S37000007,85 and over,All,46,42.5,8.2
2021,4,2021-10-10,S37000007,All ages,All,363,340,6.8
2021,4,2021-10-10,S37000007,All ages,Female,188,176,6.8
2021,4,2021-10-10,S37000007,All ages,Male,175,164,6.7
2021,4,2021-10-10,S37000008,Under 5,All,13,8.5,52.9
2021,4,2021-10-10,S37000008,15 - 44,All,53,63.5,-16.5
2021,4,2021-10-10,S37000008,45 - 64,All,59,59,0
2021,4,2021-10-10,S37000008,65 - 74,All,47,39.5,19
2021,4,2021-10-10,S37000008,75 - 84,All,52,51.5,1
2021,4,2021-10-10,S37000008,85 and over,All,26,47.5,-45.3
2021,4,2021-10-10,S37000008,All ages,All,251,275.5,-8.9
2021,4,2021-10-10,S37000008,All ages,Female,123,147,-16.3
2021,4,2021-10-10,S37000008,All ages,Male,128,128.5,-0.4
2021,4,2021-10-10,S37000009,Under 5,All,7,6,16.7
2021,4,2021-10-10,S37000009,15 - 44,All,15,23.5,-36.2
2021,4,2021-10-10,S37000009,45 - 64,All,33,34.5,-4.3
2021,4,2021-10-10,S37000009,65 - 74,All,22,24,-8.3
2021,4,2021-10-10,S37000009,75 - 84,All,30,42.5,-29.4
2021,4,2021-10-10,S37000009,85 and over,All,30,33,-9.1
2021,4,2021-10-10,S37000009,All ages,All,139,168.5,-17.5
2021,4,2021-10-10,S37000009,All ages,Female,80,79.5,0.6
2021,4,2021-10-10,S37000009,All ages,Male,59,89,-33.7
2021,4,2021-10-10,S37000010,15 - 44,All,35,38,-7.9
2021,4,2021-10-10,S37000010,45 - 64,All,41,37.5,9.3
2021,4,2021-10-10,S37000010,65 - 74,All,21,28,-25
2021,4,2021-10-10,S37000010,75 - 84,All,42,32.5,29.2
2021,4,2021-10-10,S37000010,85 and over,All,32,24.5,30.6
2021,4,2021-10-10,S37000010,All ages,All,178,177.5,0.3
2021,4,2021-10-10,S37000010,All ages,Female,106,99.5,6.5
2021,4,2021-10-10,S37000010,All ages,Male,72,78,-7.7
2021,4,2021-10-10,S37000011,Under 5,All,8,4.5,77.8
2021,4,2021-10-10,S37000011,15 - 44,All,24,26.5,-9.4
2021,4,2021-10-10,S37000011,45 - 64,All,28,20.5,36.6
2021,4,2021-10-10,S37000011,65 - 74,All,24,20,20
2021,4,2021-10-10,S37000011,75 - 84,All,27,32.5,-16.9
2021,4,2021-10-10,S37000011,85 and over,All,24,32.5,-26.2
2021,4,2021-10-10,S37000011,All ages,All,138,140.5,-1.8
2021,4,2021-10-10,S37000011,All ages,Female,65,79.5,-18.2
2021,4,2021-10-10,S37000011,All ages,Male,73,61,19.7
2021,4,2021-10-10,S37000012,Under 5,All,32,32,0
2021,4,2021-10-10,S37000012,5 - 14,All,20,18,11.1
2021,4,2021-10-10,S37000012,15 - 44,All,214,199.5,7.3
2021,4,2021-10-10,S37000012,45 - 64,All,178,188,-5.3
2021,4,2021-10-10,S37000012,65 - 74,All,83,113.5,-26.9
2021,4,2021-10-10,S37000012,75 - 84,All,111,125.5,-11.6
2021,4,2021-10-10,S37000012,85 and over,All,113,115,-1.7
2021,4,2021-10-10,S37000012,All ages,All,751,791.5,-5.1
2021,4,2021-10-10,S37000012,All ages,Female,379,418.5,-9.4
2021,4,2021-10-10,S37000012,All ages,Male,372,373,-0.3
2021,4,2021-10-10,S37000013,Under 5,All,19,11,72.7
2021,4,2021-10-10,S37000013,15 - 44,All,58,59,-1.7
2021,4,2021-10-10,S37000013,45 - 64,All,79,73.5,7.5
2021,4,2021-10-10,S37000013,65 - 74,All,47,51,-7.8
2021,4,2021-10-10,S37000013,75 - 84,All,70,60.5,15.7
2021,4,2021-10-10,S37000013,85 and over,All,47,37,27
2021,4,2021-10-10,S37000013,All ages,All,323,296,9.1
2021,4,2021-10-10,S37000013,All ages,Female,171,153,11.8
2021,4,2021-10-10,S37000013,All ages,Male,152,143,6.3
2021,4,2021-10-10,S37000016,Under 5,All,20,15.5,29
2021,4,2021-10-10,S37000016,5 - 14,All,11,9.5,15.8
2021,4,2021-10-10,S37000016,15 - 44,All,96,92.5,3.8
2021,4,2021-10-10,S37000016,45 - 64,All,93,96,-3.1
2021,4,2021-10-10,S37000016,65 - 74,All,98,68,44.1
2021,4,2021-10-10,S37000016,75 - 84,All,95,90,5.6
2021,4,2021-10-10,S37000016,85 and over,All,80,92,-13
2021,4,2021-10-10,S37000016,All ages,All,493,463.5,6.4
2021,4,2021-10-10,S37000016,All ages,Female,251,247.5,1.4
2021,4,2021-10-10,S37000016,All ages,Male,242,216,12
2021,4,2021-10-10,S37000017,Under 5,All,5,5.5,-9.1
2021,4,2021-10-10,S37000017,15 - 44,All,26,25,4
2021,4,2021-10-10,S37000017,45 - 64,All,30,41.5,-27.7
2021,4,2021-10-10,S37000017,65 - 74,All,23,29.5,-22
2021,4,2021-10-10,S37000017,75 - 84,All,31,41.5,-25.3
2021,4,2021-10-10,S37000017,85 and over,All,22,31,-29
2021,4,2021-10-10,S37000017,All ages,All,138,177,-22
2021,4,2021-10-10,S37000017,All ages,Female,79,96,-17.7
2021,4,2021-10-10,S37000017,All ages,Male,59,81,-27.2
2021,4,2021-10-10,S37000018,Under 5,All,6,8.5,-29.4
2021,4,2021-10-10,S37000018,15 - 44,All,32,36.5,-12.3
2021,4,2021-10-10,S37000018,45 - 64,All,40,31,29
2021,4,2021-10-10,S37000018,65 - 74,All,20,29,-31
2021,4,2021-10-10,S37000018,75 - 84,All,25,32,-21.9
2021,4,2021-10-10,S37000018,85 and over,All,24,17.5,37.1
2021,4,2021-10-10,S37000018,All ages,All,149,158.5,-6
2021,4,2021-10-10,S37000018,All ages,Female,82,89.5,-8.4
2021,4,2021-10-10,S37000018,All ages,Male,67,69,-2.9
2021,4,2021-10-10,S37000019,Under 5,All,11,5,120
2021,4,2021-10-10,S37000019,15 - 44,All,33,36.5,-9.6
2021,4,2021-10-10,S37000019,45 - 64,All,32,31.5,1.6
2021,4,2021-10-10,S37000019,65 - 74,All,39,22,77.3
2021,4,2021-10-10,S37000019,75 - 84,All,44,35.5,23.9
2021,4,2021-10-10,S37000019,85 and over,All,31,25,24
2021,4,2021-10-10,S37000019,All ages,All,192,158.5,21.1
2021,4,2021-10-10,S37000019,All ages,Female,94,79.5,18.2
2021,4,2021-10-10,S37000019,All ages,Male,98,79,24.1
2021,4,2021-10-10,S37000020,Under 5,All,24,12,100
2021,4,2021-10-10,S37000020,5 - 14,All,6,10.5,-42.9
2021,4,2021-10-10,S37000020,15 - 44,All,72,77.5,-7.1
2021,4,2021-10-10,S37000020,45 - 64,All,74,86,-14
2021,4,2021-10-10,S37000020,65 - 74,All,50,59,-15.3
2021,4,2021-10-10,S37000020,75 - 84,All,76,75,1.3
2021,4,2021-10-10,S37000020,85 and over,All,30,62.5,-52
2021,4,2021-10-10,S37000020,All ages,All,332,382.5,-13.2
2021,4,2021-10-10,S37000020,All ages,Female,175,192.5,-9.1
2021,4,2021-10-10,S37000020,All ages,Male,157,190,-17.4
2021,4,2021-10-10,S37000022,15 - 44,All,6,6.5,-7.7
2021,4,2021-10-10,S37000022,45 - 64,All,8,9,-11.1
2021,4,2021-10-10,S37000022,75 - 84,All,7,10.5,-33.3
2021,4,2021-10-10,S37000022,85 and over,All,11,7.5,46.7
2021,4,2021-10-10,S37000022,All ages,All,40,45,-11.1
2021,4,2021-10-10,S37000022,All ages,Female,19,24,-20.8
2021,4,2021-10-10,S37000022,All ages,Male,21,21,0
2021,4,2021-10-10,S37000024,Under 5,All,17,13,30.8
2021,4,2021-10-10,S37000024,15 - 44,All,60,70,-14.3
2021,4,2021-10-10,S37000024,45 - 64,All,63,80,-21.2
2021,4,2021-10-10,S37000024,65 - 74,All,46,48,-4.2
2021,4,2021-10-10,S37000024,75 - 84,All,57,76.5,-25.5
2021,4,2021-10-10,S37000024,85 and over,All,43,54.5,-21.1
2021,4,2021-10-10,S37000024,All ages,All,289,350,-17.4
2021,4,2021-10-10,S37000024,All ages,Female,165,180,-8.3
2021,4,2021-10-10,S37000024,All ages,Male,124,170,-27.1
2021,4,2021-10-10,S37000025,Under 5,All,15,7,114.3
2021,4,2021-10-10,S37000025,15 - 44,All,57,55.5,2.7
2021,4,2021-10-10,S37000025,45 - 64,All,47,67.5,-30.4
2021,4,2021-10-10,S37000025,65 - 74,All,42,41,2.4
2021,4,2021-10-10,S37000025,75 - 84,All,55,55.5,-0.9
2021,4,2021-10-10,S37000025,85 and over,All,50,51.5,-2.9
2021,4,2021-10-10,S37000025,All ages,All,269,282.5,-4.8
2021,4,2021-10-10,S37000025,All ages,Female,135,153,-11.8
2021,4,2021-10-10,S37000025,All ages,Male,134,129.5,3.5
2021,4,2021-10-10,S37000026,15 - 44,All,10,12.5,-20
2021,4,2021-10-10,S37000026,45 - 64,All,5,3.5,42.9
2021,4,2021-10-10,S37000026,75 - 84,All,21,6,250
2021,4,2021-10-10,S37000026,85 and over,All,5,4.5,11.1
2021,4,2021-10-10,S37000026,All ages,All,43,36.5,17.8
2021,4,2021-10-10,S37000026,All ages,Female,18,16,12.5
2021,4,2021-10-10,S37000026,All ages,Male,25,20.5,22
2021,4,2021-10-10,S37000027,Under 5,All,7,7.5,-6.7
2021,4,2021-10-10,S37000027,5 - 14,All,5,3.5,42.9
2021,4,2021-10-10,S37000027,15 - 44,All,48,52.5,-8.6
2021,4,2021-10-10,S37000027,45 - 64,All,35,61.5,-43.1
2021,4,2021-10-10,S37000027,65 - 74,All,40,40.5,-1.2
2021,4,2021-10-10,S37000027,75 - 84,All,62,75.5,-17.9
2021,4,2021-10-10,S37000027,85 and over,All,41,49,-16.3
2021,4,2021-10-10,S37000027,All ages,All,238,290,-17.9
2021,4,2021-10-10,S37000027,All ages,Female,131,156,-16
2021,4,2021-10-10,S37000027,All ages,Male,107,134,-20.1
2021,4,2021-10-10,S37000028,Under 5,All,28,25,12
2021,4,2021-10-10,S37000028,5 - 14,All,7,15,-53.3
2021,4,2021-10-10,S37000028,15 - 44,All,107,140.5,-23.8
2021,4,2021-10-10,S37000028,45 - 64,All,138,159,-13.2
2021,4,2021-10-10,S37000028,65 - 74,All,96,119,-19.3
2021,4,2021-10-10,S37000028,75 - 84,All,107,137.5,-22.2
2021,4,2021-10-10,S37000028,85 and over,All,88,120.5,-27
2021,4,2021-10-10,S37000028,All ages,All,571,716.5,-20.3
2021,4,2021-10-10,S37000028,All ages,Female,291,396,-26.5
2021,4,2021-10-10,S37000028,All ages,Male,280,320.5,-12.6
2021,4,2021-10-10,S37000029,Under 5,All,16,6.5,146.2
2021,4,2021-10-10,S37000029,5 - 14,All,8,2.5,220
2021,4,2021-10-10,S37000029,15 - 44,All,52,49.5,5.1
2021,4,2021-10-10,S37000029,45 - 64,All,44,49.5,-11.1
2021,4,2021-10-10,S37000029,65 - 74,All,28,36.5,-23.3
2021,4,2021-10-10,S37000029,75 - 84,All,34,35.5,-4.2
2021,4,2021-10-10,S37000029,85 and over,All,26,27.5,-5.5
2021,4,2021-10-10,S37000029,All ages,All,208,207.5,0.2
2021,4,2021-10-10,S37000029,All ages,Female,116,110,5.5
2021,4,2021-10-10,S37000029,All ages,Male,92,97.5,-5.6
2021,4,2021-10-10,S37000030,Under 5,All,19,15.5,22.6
2021,4,2021-10-10,S37000030,5 - 14,All,11,6.5,69.2
2021,4,2021-10-10,S37000030,15 - 44,All,81,80,1.2
2021,4,2021-10-10,S37000030,45 - 64,All,102,77.5,31.6
2021,4,2021-10-10,S37000030,65 - 74,All,58,50.5,14.9
2021,4,2021-10-10,S37000030,75 - 84,All,51,59.5,-14.3
2021,4,2021-10-10,S37000030,85 and over,All,36,37.5,-4
2021,4,2021-10-10,S37000030,All ages,All,358,327,9.5
2021,4,2021-10-10,S37000030,All ages,Female,162,164,-1.2
2021,4,2021-10-10,S37000030,All ages,Male,196,163,20.2
2021,4,2021-10-10,S37000031,15 - 44,All,5,15.5,-67.7
2021,4,2021-10-10,S37000031,45 - 64,All,23,21.5,7
2021,4,2021-10-10,S37000031,65 - 74,All,16,17.5,-8.6
2021,4,2021-10-10,S37000031,75 - 84,All,16,14,14.3
2021,4,2021-10-10,S37000031,85 and over,All,20,21.5,-7
2021,4,2021-10-10,S37000031,All ages,All,81,90.5,-10.5
2021,4,2021-10-10,S37000031,All ages,Female,37,46,-19.6
2021,4,2021-10-10,S37000031,All ages,Male,44,44.5,-1.1
2021,4,2021-10-10,S37000032,Under 5,All,47,30,56.7
2021,4,2021-10-10,S37000032,5 - 14,All,12,14,-14.3
2021,4,2021-10-10,S37000032,15 - 44,All,153,184,-16.8
2021,4,2021-10-10,S37000032,45 - 64,All,194,169,14.8
2021,4,2021-10-10,S37000032,65 - 74,All,121,129,-6.2
2021,4,2021-10-10,S37000032,75 - 84,All,130,167.5,-22.4
2021,4,2021-10-10,S37000032,85 and over,All,138,122,13.1
2021,4,2021-10-10,S37000032,All ages,All,795,815.5,-2.5
2021,4,2021-10-10,S37000032,All ages,Female,420,450.5,-6.8
2021,4,2021-10-10,S37000032,All ages,Male,375,365,2.7
2021,4,2021-10-10,S37000033,Under 5,All,17,9,88.9
2021,4,2021-10-10,S37000033,15 - 44,All,58,60,-3.3
2021,4,2021-10-10,S37000033,45 - 64,All,48,52.5,-8.6
2021,4,2021-10-10,S37000033,65 - 74,All,48,37.5,28
2021,4,2021-10-10,S37000033,75 - 84,All,67,59,13.6
2021,4,2021-10-10,S37000033,85 and over,All,40,49.5,-19.2
2021,4,2021-10-10,S37000033,All ages,All,281,275.5,2
2021,4,2021-10-10,S37000033,All ages,Female,154,142.5,8.1
2021,4,2021-10-10,S37000033,All ages,Male,127,133,-4.5
2021,4,2021-10-10,S37000034,Under 5,All,54,43.5,24.1
2021,4,2021-10-10,S37000034,5 - 14,All,14,20,-30
2021,4,2021-10-10,S37000034,15 - 44,All,299,346,-13.6
2021,4,2021-10-10,S37000034,45 - 64,All,305,375,-18.7
2021,4,2021-10-10,S37000034,65 - 74,All,149,187,-20.3
