year,quarter,week_ending,hscp,age_group,sex,sas_incidents,average20182019,percent_variation
2020,1,2020-03-29,S37000002,5 - 14,All,6,9.5,-36.8
2020,1,2020-03-29,S37000002,15 - 44,All,76,69.5,9.4
2020,1,2020-03-29,S37000002,45 - 64,All,92,87.5,5.1
2020,1,2020-03-29,S37000002,65 - 74,All,55,78.5,-29.9
2020,1,2020-03-29,S37000002,75 - 84,All,85,97.5,-12.8
2020,1,2020-03-29,S37000002,85 and over,All,73,67,9
2020,1,2020-03-29,S37000002,All ages,All,399,424,-5.9
2020,1,2020-03-29,S37000002,All ages,Female,210,211,-0.5
2020,1,2020-03-29,S37000002,All ages,Male,189,213,-11.3
2020,1,2020-03-29,S37000003,Under 5,All,12,6.5,84.6
2020,1,2020-03-29,S37000003,15 - 44,All,31,45,-31.1
2020,1,2020-03-29,S37000003,45 - 64,All,44,51,-13.7
2020,1,2020-03-29,S37000003,65 - 74,All,34,39.5,-13.9
2020,1,2020-03-29,S37000003,75 - 84,All,43,45.5,-5.5
2020,1,2020-03-29,S37000003,85 and over,All,22,36,-38.9
2020,1,2020-03-29,S37000003,All ages,All,188,230.5,-18.4
2020,1,2020-03-29,S37000003,All ages,Female,105,114.5,-8.3
2020,1,2020-03-29,S37000003,All ages,Male,83,116,-28.4
2020,1,2020-03-29,S37000004,Under 5,All,6,7.5,-20
2020,1,2020-03-29,S37000004,15 - 44,All,40,46.5,-14
2020,1,2020-03-29,S37000004,45 - 64,All,47,51.5,-8.7
2020,1,2020-03-29,S37000004,65 - 74,All,33,38.5,-14.3
2020,1,2020-03-29,S37000004,75 - 84,All,63,66,-4.5
2020,1,2020-03-29,S37000004,85 and over,All,27,40,-32.5
2020,1,2020-03-29,S37000004,All ages,All,216,254,-15
2020,1,2020-03-29,S37000004,All ages,Female,120,131,-8.4
2020,1,2020-03-29,S37000004,All ages,Male,96,123,-22
2020,1,2020-03-29,S37000005,Under 5,All,10,10,0
2020,1,2020-03-29,S37000005,15 - 44,All,46,69.5,-33.8
2020,1,2020-03-29,S37000005,45 - 64,All,73,80.5,-9.3
2020,1,2020-03-29,S37000005,65 - 74,All,24,40,-40
2020,1,2020-03-29,S37000005,75 - 84,All,45,48,-6.2
2020,1,2020-03-29,S37000005,85 and over,All,34,34.5,-1.4
2020,1,2020-03-29,S37000005,All ages,All,235,286.5,-18
2020,1,2020-03-29,S37000005,All ages,Female,118,136,-13.2
2020,1,2020-03-29,S37000005,All ages,Male,117,150.5,-22.3
2020,1,2020-03-29,S37000006,Under 5,All,11,9.5,15.8
2020,1,2020-03-29,S37000006,15 - 44,All,57,51,11.8
2020,1,2020-03-29,S37000006,45 - 64,All,64,58,10.3
2020,1,2020-03-29,S37000006,65 - 74,All,56,56.5,-0.9
2020,1,2020-03-29,S37000006,75 - 84,All,83,77,7.8
2020,1,2020-03-29,S37000006,85 and over,All,45,60.5,-25.6
2020,1,2020-03-29,S37000006,All ages,All,318,317.5,0.2
2020,1,2020-03-29,S37000006,All ages,Female,162,163,-0.6
2020,1,2020-03-29,S37000006,All ages,Male,156,154.5,1
2020,1,2020-03-29,S37000007,Under 5,All,15,9,66.7
2020,1,2020-03-29,S37000007,15 - 44,All,94,75,25.3
2020,1,2020-03-29,S37000007,45 - 64,All,80,77,3.9
2020,1,2020-03-29,S37000007,65 - 74,All,47,47,0
2020,1,2020-03-29,S37000007,75 - 84,All,60,55.5,8.1
2020,1,2020-03-29,S37000007,85 and over,All,35,46.5,-24.7
2020,1,2020-03-29,S37000007,All ages,All,334,320,4.4
2020,1,2020-03-29,S37000007,All ages,Female,167,163,2.5
2020,1,2020-03-29,S37000007,All ages,Male,167,157,6.4
2020,1,2020-03-29,S37000008,Under 5,All,13,7.5,73.3
2020,1,2020-03-29,S37000008,15 - 44,All,59,69,-14.5
2020,1,2020-03-29,S37000008,45 - 64,All,69,59.5,16
2020,1,2020-03-29,S37000008,65 - 74,All,44,54.5,-19.3
2020,1,2020-03-29,S37000008,75 - 84,All,45,62.5,-28
2020,1,2020-03-29,S37000008,85 and over,All,32,39.5,-19
2020,1,2020-03-29,S37000008,All ages,All,263,296.5,-11.3
2020,1,2020-03-29,S37000008,All ages,Female,147,149.5,-1.7
2020,1,2020-03-29,S37000008,All ages,Male,116,147,-21.1
2020,1,2020-03-29,S37000009,Under 5,All,5,2.5,100
2020,1,2020-03-29,S37000009,15 - 44,All,26,30,-13.3
2020,1,2020-03-29,S37000009,45 - 64,All,28,32.5,-13.8
2020,1,2020-03-29,S37000009,65 - 74,All,28,20.5,36.6
2020,1,2020-03-29,S37000009,75 - 84,All,24,38,-36.8
2020,1,2020-03-29,S37000009,85 and over,All,30,35.5,-15.5
2020,1,2020-03-29,S37000009,All ages,All,141,162,-13
2020,1,2020-03-29,S37000009,All ages,Female,78,86.5,-9.8
2020,1,2020-03-29,S37000009,All ages,Male,63,75.5,-16.6
2020,1,2020-03-29,S37000010,15 - 44,All,46,40,15
2020,1,2020-03-29,S37000010,45 - 64,All,54,38.5,40.3
2020,1,2020-03-29,S37000010,65 - 74,All,22,28,-21.4
2020,1,2020-03-29,S37000010,75 - 84,All,38,36,5.6
2020,1,2020-03-29,S37000010,85 and over,All,21,26,-19.2
2020,1,2020-03-29,S37000010,All ages,All,188,178.5,5.3
2020,1,2020-03-29,S37000010,All ages,Female,96,97.5,-1.5
2020,1,2020-03-29,S37000010,All ages,Male,92,81,13.6
2020,1,2020-03-29,S37000011,Under 5,All,5,3.5,42.9
2020,1,2020-03-29,S37000011,15 - 44,All,20,16.5,21.2
2020,1,2020-03-29,S37000011,45 - 64,All,36,28,28.6
2020,1,2020-03-29,S37000011,65 - 74,All,15,24,-37.5
2020,1,2020-03-29,S37000011,75 - 84,All,23,36.5,-37
2020,1,2020-03-29,S37000011,85 and over,All,15,28.5,-47.4
2020,1,2020-03-29,S37000011,All ages,All,116,139.5,-16.8
2020,1,2020-03-29,S37000011,All ages,Female,60,72.5,-17.2
2020,1,2020-03-29,S37000011,All ages,Male,56,67,-16.4
2020,1,2020-03-29,S37000012,Under 5,All,34,21.5,58.1
2020,1,2020-03-29,S37000012,5 - 14,All,11,18.5,-40.5
2020,1,2020-03-29,S37000012,15 - 44,All,224,248,-9.7
2020,1,2020-03-29,S37000012,45 - 64,All,201,205,-2
2020,1,2020-03-29,S37000012,65 - 74,All,124,107,15.9
2020,1,2020-03-29,S37000012,75 - 84,All,112,138.5,-19.1
2020,1,2020-03-29,S37000012,85 and over,All,107,126,-15.1
2020,1,2020-03-29,S37000012,All ages,All,813,864.5,-6
2020,1,2020-03-29,S37000012,All ages,Female,430,439,-2.1
2020,1,2020-03-29,S37000012,All ages,Male,383,425.5,-10
2020,1,2020-03-29,S37000013,Under 5,All,10,10.5,-4.8
2020,1,2020-03-29,S37000013,15 - 44,All,59,79,-25.3
2020,1,2020-03-29,S37000013,45 - 64,All,79,67.5,17
2020,1,2020-03-29,S37000013,65 - 74,All,37,51,-27.5
2020,1,2020-03-29,S37000013,75 - 84,All,60,63.5,-5.5
2020,1,2020-03-29,S37000013,85 and over,All,36,40.5,-11.1
2020,1,2020-03-29,S37000013,All ages,All,282,318,-11.3
2020,1,2020-03-29,S37000013,All ages,Female,138,154.5,-10.7
2020,1,2020-03-29,S37000013,All ages,Male,144,163.5,-11.9
2020,1,2020-03-29,S37000016,Under 5,All,16,20,-20
2020,1,2020-03-29,S37000016,5 - 14,All,5,6.5,-23.1
2020,1,2020-03-29,S37000016,15 - 44,All,83,102,-18.6
2020,1,2020-03-29,S37000016,45 - 64,All,103,107,-3.7
2020,1,2020-03-29,S37000016,65 - 74,All,57,80,-28.7
2020,1,2020-03-29,S37000016,75 - 84,All,65,97,-33
2020,1,2020-03-29,S37000016,85 and over,All,55,71.5,-23.1
2020,1,2020-03-29,S37000016,All ages,All,384,485,-20.8
2020,1,2020-03-29,S37000016,All ages,Female,193,242,-20.2
2020,1,2020-03-29,S37000016,All ages,Male,191,243,-21.4
2020,1,2020-03-29,S37000017,Under 5,All,8,5,60
2020,1,2020-03-29,S37000017,15 - 44,All,24,37,-35.1
2020,1,2020-03-29,S37000017,45 - 64,All,47,38.5,22.1
2020,1,2020-03-29,S37000017,65 - 74,All,41,32.5,26.2
2020,1,2020-03-29,S37000017,75 - 84,All,52,37.5,38.7
2020,1,2020-03-29,S37000017,85 and over,All,32,25.5,25.5
2020,1,2020-03-29,S37000017,All ages,All,204,178.5,14.3
2020,1,2020-03-29,S37000017,All ages,Female,128,88.5,44.6
2020,1,2020-03-29,S37000017,All ages,Male,76,90,-15.6
2020,1,2020-03-29,S37000018,Under 5,All,10,5,100
2020,1,2020-03-29,S37000018,15 - 44,All,33,43.5,-24.1
2020,1,2020-03-29,S37000018,45 - 64,All,27,36,-25
2020,1,2020-03-29,S37000018,65 - 74,All,21,25,-16
2020,1,2020-03-29,S37000018,75 - 84,All,33,34,-2.9
2020,1,2020-03-29,S37000018,85 and over,All,8,18,-55.6
2020,1,2020-03-29,S37000018,All ages,All,134,165.5,-19
2020,1,2020-03-29,S37000018,All ages,Female,79,88,-10.2
2020,1,2020-03-29,S37000018,All ages,Male,55,77.5,-29
2020,1,2020-03-29,S37000019,Under 5,All,11,6.5,69.2
2020,1,2020-03-29,S37000019,15 - 44,All,29,32.5,-10.8
2020,1,2020-03-29,S37000019,45 - 64,All,47,39,20.5
2020,1,2020-03-29,S37000019,65 - 74,All,23,41,-43.9
2020,1,2020-03-29,S37000019,75 - 84,All,30,27.5,9.1
2020,1,2020-03-29,S37000019,85 and over,All,26,33,-21.2
2020,1,2020-03-29,S37000019,All ages,All,167,184.5,-9.5
2020,1,2020-03-29,S37000019,All ages,Female,91,106,-14.2
2020,1,2020-03-29,S37000019,All ages,Male,76,78.5,-3.2
2020,1,2020-03-29,S37000020,Under 5,All,16,12.5,28
2020,1,2020-03-29,S37000020,5 - 14,All,6,8,-25
2020,1,2020-03-29,S37000020,15 - 44,All,94,83.5,12.6
2020,1,2020-03-29,S37000020,45 - 64,All,79,83.5,-5.4
2020,1,2020-03-29,S37000020,65 - 74,All,38,55,-30.9
2020,1,2020-03-29,S37000020,75 - 84,All,60,75,-20
2020,1,2020-03-29,S37000020,85 and over,All,46,45.5,1.1
2020,1,2020-03-29,S37000020,All ages,All,339,363,-6.6
2020,1,2020-03-29,S37000020,All ages,Female,178,187.5,-5.1
2020,1,2020-03-29,S37000020,All ages,Male,161,175.5,-8.3
2020,1,2020-03-29,S37000022,45 - 64,All,5,8,-37.5
2020,1,2020-03-29,S37000022,65 - 74,All,5,4.5,11.1
2020,1,2020-03-29,S37000022,75 - 84,All,5,12,-58.3
2020,1,2020-03-29,S37000022,85 and over,All,6,10,-40
2020,1,2020-03-29,S37000022,All ages,All,27,39.5,-31.6
2020,1,2020-03-29,S37000022,All ages,Female,12,16,-25
2020,1,2020-03-29,S37000022,All ages,Male,15,23.5,-36.2
2020,1,2020-03-29,S37000024,Under 5,All,7,11.5,-39.1
2020,1,2020-03-29,S37000024,5 - 14,All,6,9,-33.3
2020,1,2020-03-29,S37000024,15 - 44,All,64,71,-9.9
2020,1,2020-03-29,S37000024,45 - 64,All,78,82.5,-5.5
2020,1,2020-03-29,S37000024,65 - 74,All,44,63,-30.2
2020,1,2020-03-29,S37000024,75 - 84,All,61,69,-11.6
2020,1,2020-03-29,S37000024,85 and over,All,40,58,-31
2020,1,2020-03-29,S37000024,All ages,All,300,364,-17.6
2020,1,2020-03-29,S37000024,All ages,Female,156,203,-23.2
2020,1,2020-03-29,S37000024,All ages,Male,144,161,-10.6
2020,1,2020-03-29,S37000025,Under 5,All,7,7.5,-6.7
2020,1,2020-03-29,S37000025,5 - 14,All,5,4,25
2020,1,2020-03-29,S37000025,15 - 44,All,64,41,56.1
2020,1,2020-03-29,S37000025,45 - 64,All,58,50.5,14.9
2020,1,2020-03-29,S37000025,65 - 74,All,42,40,5
2020,1,2020-03-29,S37000025,75 - 84,All,49,51.5,-4.9
2020,1,2020-03-29,S37000025,85 and over,All,27,45.5,-40.7
2020,1,2020-03-29,S37000025,All ages,All,252,240,5
2020,1,2020-03-29,S37000025,All ages,Female,149,124,20.2
2020,1,2020-03-29,S37000025,All ages,Male,103,116,-11.2
2020,1,2020-03-29,S37000026,15 - 44,All,5,10,-50
2020,1,2020-03-29,S37000026,65 - 74,All,11,3.5,214.3
2020,1,2020-03-29,S37000026,75 - 84,All,9,12,-25
2020,1,2020-03-29,S37000026,85 and over,All,5,2,150
2020,1,2020-03-29,S37000026,All ages,All,35,34,2.9
2020,1,2020-03-29,S37000026,All ages,Female,16,18,-11.1
2020,1,2020-03-29,S37000026,All ages,Male,19,16,18.8
2020,1,2020-03-29,S37000027,15 - 44,All,45,55.5,-18.9
2020,1,2020-03-29,S37000027,45 - 64,All,54,55.5,-2.7
2020,1,2020-03-29,S37000027,65 - 74,All,39,48,-18.8
2020,1,2020-03-29,S37000027,75 - 84,All,53,68.5,-22.6
2020,1,2020-03-29,S37000027,85 and over,All,36,57,-36.8
2020,1,2020-03-29,S37000027,All ages,All,235,300.5,-21.8
2020,1,2020-03-29,S37000027,All ages,Female,124,165,-24.8
2020,1,2020-03-29,S37000027,All ages,Male,111,135.5,-18.1
2020,1,2020-03-29,S37000028,Under 5,All,17,26.5,-35.8
2020,1,2020-03-29,S37000028,5 - 14,All,8,10,-20
2020,1,2020-03-29,S37000028,15 - 44,All,136,151.5,-10.2
2020,1,2020-03-29,S37000028,45 - 64,All,171,154.5,10.7
2020,1,2020-03-29,S37000028,65 - 74,All,82,108,-24.1
2020,1,2020-03-29,S37000028,75 - 84,All,111,130.5,-14.9
2020,1,2020-03-29,S37000028,85 and over,All,58,98.5,-41.1
2020,1,2020-03-29,S37000028,All ages,All,583,679.5,-14.2
2020,1,2020-03-29,S37000028,All ages,Female,297,352.5,-15.7
2020,1,2020-03-29,S37000028,All ages,Male,286,327,-12.5
2020,1,2020-03-29,S37000029,Under 5,All,10,4.5,122.2
2020,1,2020-03-29,S37000029,15 - 44,All,44,53.5,-17.8
2020,1,2020-03-29,S37000029,45 - 64,All,59,51,15.7
2020,1,2020-03-29,S37000029,65 - 74,All,52,26,100
2020,1,2020-03-29,S37000029,75 - 84,All,37,38.5,-3.9
2020,1,2020-03-29,S37000029,85 and over,All,14,23,-39.1
2020,1,2020-03-29,S37000029,All ages,All,216,198.5,8.8
2020,1,2020-03-29,S37000029,All ages,Female,112,103.5,8.2
2020,1,2020-03-29,S37000029,All ages,Male,104,95,9.5
2020,1,2020-03-29,S37000030,Under 5,All,7,9.5,-26.3
2020,1,2020-03-29,S37000030,5 - 14,All,6,8,-25
2020,1,2020-03-29,S37000030,15 - 44,All,91,90,1.1
2020,1,2020-03-29,S37000030,45 - 64,All,84,85,-1.2
2020,1,2020-03-29,S37000030,65 - 74,All,48,54,-11.1
2020,1,2020-03-29,S37000030,75 - 84,All,48,53.5,-10.3
2020,1,2020-03-29,S37000030,85 and over,All,32,46.5,-31.2
2020,1,2020-03-29,S37000030,All ages,All,316,346.5,-8.8
2020,1,2020-03-29,S37000030,All ages,Female,148,179.5,-17.5
2020,1,2020-03-29,S37000030,All ages,Male,168,167,0.6
2020,1,2020-03-29,S37000031,15 - 44,All,7,5.5,27.3
2020,1,2020-03-29,S37000031,45 - 64,All,10,16.5,-39.4
2020,1,2020-03-29,S37000031,65 - 74,All,11,8.5,29.4
2020,1,2020-03-29,S37000031,75 - 84,All,24,19.5,23.1
2020,1,2020-03-29,S37000031,85 and over,All,26,14.5,79.3
2020,1,2020-03-29,S37000031,All ages,All,78,64.5,20.9
2020,1,2020-03-29,S37000031,All ages,Female,50,34.5,44.9
2020,1,2020-03-29,S37000031,All ages,Male,28,30,-6.7
2020,1,2020-03-29,S37000032,Under 5,All,33,31.5,4.8
2020,1,2020-03-29,S37000032,5 - 14,All,12,16.5,-27.3
2020,1,2020-03-29,S37000032,15 - 44,All,156,186.5,-16.4
2020,1,2020-03-29,S37000032,45 - 64,All,161,175,-8
2020,1,2020-03-29,S37000032,65 - 74,All,96,124,-22.6
2020,1,2020-03-29,S37000032,75 - 84,All,130,141,-7.8
2020,1,2020-03-29,S37000032,85 and over,All,98,105.5,-7.1
2020,1,2020-03-29,S37000032,All ages,All,686,780,-12.1
2020,1,2020-03-29,S37000032,All ages,Female,359,387.5,-7.4
2020,1,2020-03-29,S37000032,All ages,Male,327,392.5,-16.7
2020,1,2020-03-29,S37000033,Under 5,All,8,5.5,45.5
2020,1,2020-03-29,S37000033,15 - 44,All,55,69,-20.3
2020,1,2020-03-29,S37000033,45 - 64,All,50,52,-3.8
2020,1,2020-03-29,S37000033,65 - 74,All,48,50,-4
2020,1,2020-03-29,S37000033,75 - 84,All,50,49.5,1
2020,1,2020-03-29,S37000033,85 and over,All,44,49.5,-11.1
2020,1,2020-03-29,S37000033,All ages,All,258,283,-8.8
2020,1,2020-03-29,S37000033,All ages,Female,129,132.5,-2.6
2020,1,2020-03-29,S37000033,All ages,Male,129,150.5,-14.3
2020,1,2020-03-29,S37000034,Under 5,All,46,46.5,-1.1
2020,1,2020-03-29,S37000034,5 - 14,All,18,23.5,-23.4
2020,1,2020-03-29,S37000034,15 - 44,All,361,356.5,1.3
2020,1,2020-03-29,S37000034,45 - 64,All,383,361,6.1
2020,1,2020-03-29,S37000034,65 - 74,All,165,199.5,-17.3
2020,1,2020-03-29,S37000034,75 - 84,All,175,216,-19
2020,1,2020-03-29,S37000034,85 and over,All,121,155,-21.9
2020,1,2020-03-29,S37000034,All ages,All,1269,1358,-6.6
2020,1,2020-03-29,S37000034,All ages,Female,659,694,-5
2020,1,2020-03-29,S37000034,All ages,Male,610,664,-8.1
2020,1,2020-03-29,S37000035,Under 5,All,20,24,-16.7
2020,1,2020-03-29,S37000035,5 - 14,All,10,17,-41.2
2020,1,2020-03-29,S37000035,15 - 44,All,156,155.5,0.3
2020,1,2020-03-29,S37000035,45 - 64,All,221,193.5,14.2
2020,1,2020-03-29,S37000035,65 - 74,All,111,108.5,2.3
2020,1,2020-03-29,S37000035,75 - 84,All,113,126.5,-10.7
2020,1,2020-03-29,S37000035,85 and over,All,36,82,-56.1
2020,1,2020-03-29,S37000035,All ages,All,667,707,-5.7
2021,3,2021-07-11,S37000012,Under 5,All,24,24,0
2020,1,2020-03-29,S37000035,All ages,Female,306,364.5,-16
2020,1,2020-03-29,S37000035,All ages,Male,361,342.5,5.4
2020,2,2020-04-05,S37000001,Under 5,All,7,10,-30
2020,2,2020-04-05,S37000001,15 - 44,All,106,102.5,3.4
2020,2,2020-04-05,S37000001,45 - 64,All,91,89,2.2
2020,2,2020-04-05,S37000001,65 - 74,All,63,50.5,24.8
2020,2,2020-04-05,S37000001,75 - 84,All,70,72.5,-3.4
2020,2,2020-04-05,S37000001,85 and over,All,52,70,-25.7
2020,2,2020-04-05,S37000001,All ages,All,391,401,-2.5
2020,2,2020-04-05,S37000001,All ages,Female,209,193.5,8
2020,2,2020-04-05,S37000001,All ages,Male,182,207.5,-12.3
2020,2,2020-04-05,S37000002,Under 5,All,10,15.5,-35.5
2020,2,2020-04-05,S37000002,5 - 14,All,9,5.5,63.6
2020,2,2020-04-05,S37000002,15 - 44,All,58,65.5,-11.5
2020,2,2020-04-05,S37000002,45 - 64,All,86,90.5,-5
2020,2,2020-04-05,S37000002,65 - 74,All,73,77.5,-5.8
2020,2,2020-04-05,S37000002,75 - 84,All,96,96,0
2020,2,2020-04-05,S37000002,85 and over,All,55,74,-25.7
2020,2,2020-04-05,S37000002,All ages,All,387,424.5,-8.8
2020,2,2020-04-05,S37000002,All ages,Female,161,216.5,-25.6
2020,2,2020-04-05,S37000002,All ages,Male,226,208,8.7
2020,2,2020-04-05,S37000003,Under 5,All,7,4.5,55.6
2020,2,2020-04-05,S37000003,5 - 14,All,6,6,0
2020,2,2020-04-05,S37000003,15 - 44,All,35,42,-16.7
2020,2,2020-04-05,S37000003,45 - 64,All,44,44.5,-1.1
2020,2,2020-04-05,S37000003,65 - 74,All,24,35,-31.4
2020,2,2020-04-05,S37000003,75 - 84,All,30,46,-34.8
2020,2,2020-04-05,S37000003,85 and over,All,29,41.5,-30.1
2020,2,2020-04-05,S37000003,All ages,All,175,219.5,-20.3
2020,2,2020-04-05,S37000003,All ages,Female,84,103.5,-18.8
2020,2,2020-04-05,S37000003,All ages,Male,91,116,-21.6
2020,2,2020-04-05,S37000004,Under 5,All,5,8,-37.5
2020,2,2020-04-05,S37000004,5 - 14,All,5,1,400
2020,2,2020-04-05,S37000004,15 - 44,All,35,51,-31.4
2020,2,2020-04-05,S37000004,45 - 64,All,39,51,-23.5
2020,2,2020-04-05,S37000004,65 - 74,All,41,45,-8.9
2020,2,2020-04-05,S37000004,75 - 84,All,60,58.5,2.6
2020,2,2020-04-05,S37000004,85 and over,All,31,47.5,-34.7
2020,2,2020-04-05,S37000004,All ages,All,216,262,-17.6
2020,2,2020-04-05,S37000004,All ages,Female,108,140,-22.9
2020,2,2020-04-05,S37000004,All ages,Male,108,122,-11.5
2020,2,2020-04-05,S37000005,Under 5,All,6,8,-25
2020,2,2020-04-05,S37000005,15 - 44,All,59,64.5,-8.5
2020,2,2020-04-05,S37000005,45 - 64,All,64,71,-9.9
2020,2,2020-04-05,S37000005,65 - 74,All,31,45,-31.1
2020,2,2020-04-05,S37000005,75 - 84,All,52,49,6.1
2020,2,2020-04-05,S37000005,85 and over,All,31,35,-11.4
2020,2,2020-04-05,S37000005,All ages,All,246,276.5,-11
2020,2,2020-04-05,S37000005,All ages,Female,134,130,3.1
2020,2,2020-04-05,S37000005,All ages,Male,112,146.5,-23.5
2020,2,2020-04-05,S37000006,Under 5,All,7,7.5,-6.7
2020,2,2020-04-05,S37000006,15 - 44,All,59,58.5,0.9
2020,2,2020-04-05,S37000006,45 - 64,All,66,73.5,-10.2
2020,2,2020-04-05,S37000006,65 - 74,All,63,49,28.6
2020,2,2020-04-05,S37000006,75 - 84,All,64,79.5,-19.5
2020,2,2020-04-05,S37000006,85 and over,All,58,60,-3.3
2020,2,2020-04-05,S37000006,All ages,All,319,336.5,-5.2
2020,2,2020-04-05,S37000006,All ages,Female,160,169.5,-5.6
2020,2,2020-04-05,S37000006,All ages,Male,159,167,-4.8
2020,2,2020-04-05,S37000007,15 - 44,All,92,68.5,34.3
2020,2,2020-04-05,S37000007,45 - 64,All,77,68.5,12.4
2020,2,2020-04-05,S37000007,65 - 74,All,57,44,29.5
2020,2,2020-04-05,S37000007,75 - 84,All,62,64,-3.1
2020,2,2020-04-05,S37000007,85 and over,All,55,47,17
2020,2,2020-04-05,S37000007,All ages,All,350,307.5,13.8
2020,2,2020-04-05,S37000007,All ages,Female,175,158,10.8
2020,2,2020-04-05,S37000007,All ages,Male,175,149.5,17.1
2020,2,2020-04-05,S37000008,Under 5,All,7,7.5,-6.7
2020,2,2020-04-05,S37000008,5 - 14,All,6,4.5,33.3
2020,2,2020-04-05,S37000008,15 - 44,All,54,63,-14.3
2020,2,2020-04-05,S37000008,45 - 64,All,61,63,-3.2
2020,2,2020-04-05,S37000008,65 - 74,All,31,49,-36.7
2020,2,2020-04-05,S37000008,75 - 84,All,56,58,-3.4
2020,2,2020-04-05,S37000008,85 and over,All,26,38,-31.6
2020,2,2020-04-05,S37000008,All ages,All,241,283,-14.8
2020,2,2020-04-05,S37000008,All ages,Female,131,148,-11.5
2020,2,2020-04-05,S37000008,All ages,Male,110,135,-18.5
2020,2,2020-04-05,S37000009,15 - 44,All,23,28,-17.9
2020,2,2020-04-05,S37000009,45 - 64,All,47,22.5,108.9
2020,2,2020-04-05,S37000009,65 - 74,All,24,28.5,-15.8
2020,2,2020-04-05,S37000009,75 - 84,All,33,43.5,-24.1
2020,2,2020-04-05,S37000009,85 and over,All,31,45,-31.1
2020,2,2020-04-05,S37000009,All ages,All,162,174,-6.9
2020,2,2020-04-05,S37000009,All ages,Female,94,97.5,-3.6
2020,2,2020-04-05,S37000009,All ages,Male,68,76.5,-11.1
2020,2,2020-04-05,S37000010,Under 5,All,6,4,50
2020,2,2020-04-05,S37000010,15 - 44,All,34,37.5,-9.3
2020,2,2020-04-05,S37000010,45 - 64,All,41,42.5,-3.5
2020,2,2020-04-05,S37000010,65 - 74,All,26,26.5,-1.9
2020,2,2020-04-05,S37000010,75 - 84,All,29,36.5,-20.5
2020,2,2020-04-05,S37000010,85 and over,All,25,27.5,-9.1
2020,2,2020-04-05,S37000010,All ages,All,163,178,-8.4
2020,2,2020-04-05,S37000010,All ages,Female,80,93.5,-14.4
2020,2,2020-04-05,S37000010,All ages,Male,83,84.5,-1.8
2020,2,2020-04-05,S37000011,15 - 44,All,27,24.5,10.2
2020,2,2020-04-05,S37000011,45 - 64,All,28,28.5,-1.8
2020,2,2020-04-05,S37000011,65 - 74,All,19,22,-13.6
2020,2,2020-04-05,S37000011,75 - 84,All,31,31.5,-1.6
2020,2,2020-04-05,S37000011,85 and over,All,24,35,-31.4
2020,2,2020-04-05,S37000011,All ages,All,134,146,-8.2
2020,2,2020-04-05,S37000011,All ages,Female,66,83,-20.5
2020,2,2020-04-05,S37000011,All ages,Male,68,63,7.9
2020,2,2020-04-05,S37000012,Under 5,All,29,30,-3.3
2020,2,2020-04-05,S37000012,5 - 14,All,7,17,-58.8
2020,2,2020-04-05,S37000012,15 - 44,All,189,221.5,-14.7
2020,2,2020-04-05,S37000012,45 - 64,All,194,187.5,3.5
2020,2,2020-04-05,S37000012,65 - 74,All,106,119,-10.9
2020,2,2020-04-05,S37000012,75 - 84,All,130,130.5,-0.4
2020,2,2020-04-05,S37000012,85 and over,All,112,118,-5.1
2020,2,2020-04-05,S37000012,All ages,All,767,823.5,-6.9
2020,2,2020-04-05,S37000012,All ages,Female,376,434,-13.4
2020,2,2020-04-05,S37000012,All ages,Male,391,389.5,0.4
2020,2,2020-04-05,S37000013,Under 5,All,7,11.5,-39.1
2020,2,2020-04-05,S37000013,15 - 44,All,60,63.5,-5.5
2020,2,2020-04-05,S37000013,45 - 64,All,67,85.5,-21.6
2020,2,2020-04-05,S37000013,65 - 74,All,45,50.5,-10.9
2020,2,2020-04-05,S37000013,75 - 84,All,62,64,-3.1
2020,2,2020-04-05,S37000013,85 and over,All,40,49.5,-19.2
2020,2,2020-04-05,S37000013,All ages,All,283,329,-14
2020,2,2020-04-05,S37000013,All ages,Female,139,157,-11.5
2020,2,2020-04-05,S37000013,All ages,Male,144,172,-16.3
2020,2,2020-04-05,S37000016,Under 5,All,7,10.5,-33.3
2020,2,2020-04-05,S37000016,5 - 14,All,5,9,-44.4
2020,2,2020-04-05,S37000016,15 - 44,All,82,90.5,-9.4
2020,2,2020-04-05,S37000016,45 - 64,All,95,109.5,-13.2
2020,2,2020-04-05,S37000016,65 - 74,All,46,72.5,-36.6
2020,2,2020-04-05,S37000016,75 - 84,All,89,95,-6.3
2020,2,2020-04-05,S37000016,85 and over,All,50,80,-37.5
2020,2,2020-04-05,S37000016,All ages,All,374,467,-19.9
2020,2,2020-04-05,S37000016,All ages,Female,181,247,-26.7
2020,2,2020-04-05,S37000016,All ages,Male,193,220,-12.3
2020,2,2020-04-05,S37000017,15 - 44,All,31,45.5,-31.9
2020,2,2020-04-05,S37000017,45 - 64,All,60,32,87.5
2020,2,2020-04-05,S37000017,65 - 74,All,42,41.5,1.2
2020,2,2020-04-05,S37000017,75 - 84,All,45,42,7.1
2020,2,2020-04-05,S37000017,85 and over,All,34,24.5,38.8
2020,2,2020-04-05,S37000017,All ages,All,212,193.5,9.6
2020,2,2020-04-05,S37000017,All ages,Female,111,93.5,18.7
2020,2,2020-04-05,S37000017,All ages,Male,101,100,1
2020,2,2020-04-05,S37000018,Under 5,All,10,8.5,17.6
2020,2,2020-04-05,S37000018,15 - 44,All,29,47.5,-38.9
