year,quarter,week_ending,hb,age_group,sex,number_attendances,average20182019,percent_variation
2021,1,2021-01-24,S08000022,85 and over,All,47,58.5,-19.7
2021,1,2021-01-24,S08000022,All ages,All,712,1038,-31.4
2021,1,2021-01-24,S08000022,All ages,Female,352,469.5,-25
2021,1,2021-01-24,S08000022,All ages,Male,347,528.5,-34.3
2021,1,2021-01-24,S08000024,Under 5,All,305,571.5,-46.6
2021,1,2021-01-24,S08000024,5 - 14,All,284,515,-44.9
2021,1,2021-01-24,S08000024,15 - 44,All,978,1317.5,-25.8
2021,1,2021-01-24,S08000024,45 - 64,All,685,755,-9.3
2021,1,2021-01-24,S08000024,65 - 74,All,250,306.5,-18.4
2021,1,2021-01-24,S08000024,75 - 84,All,226,299.5,-24.5
2021,1,2021-01-24,S08000024,85 and over,All,147,182.5,-19.5
2021,1,2021-01-24,S08000024,All ages,All,2924,4071,-28.2
2021,1,2021-01-24,S08000024,All ages,Female,1484,1967.5,-24.6
2021,1,2021-01-24,S08000024,All ages,Male,1391,1980,-29.7
2021,1,2021-01-24,S08000025,Under 5,All,7,1.5,366.7
2021,1,2021-01-24,S08000025,5 - 14,All,6,8.5,-29.4
2021,1,2021-01-24,S08000025,15 - 44,All,16,32,-50
2021,1,2021-01-24,S08000025,45 - 64,All,24,30.5,-21.3
2021,1,2021-01-24,S08000025,65 - 74,All,11,12,-8.3
2021,1,2021-01-24,S08000025,75 - 84,All,16,18,-11.1
2021,1,2021-01-24,S08000025,85 and over,All,7,6,16.7
2021,1,2021-01-24,S08000025,All ages,All,88,110,-20
2021,1,2021-01-24,S08000025,All ages,Female,47,50.5,-6.9
2021,1,2021-01-24,S08000025,All ages,Male,40,58,-31
2021,1,2021-01-24,S08000026,5 - 14,All,5,13,-61.5
2021,1,2021-01-24,S08000026,15 - 44,All,24,43.5,-44.8
2021,1,2021-01-24,S08000026,45 - 64,All,18,30.5,-41
2021,1,2021-01-24,S08000026,65 - 74,All,12,15,-20
2021,1,2021-01-24,S08000026,75 - 84,All,7,16,-56.2
2021,1,2021-01-24,S08000026,85 and over,All,8,7.5,6.7
2021,1,2021-01-24,S08000026,All ages,All,80,142.5,-43.9
2021,1,2021-01-24,S08000026,All ages,Female,40,61,-34.4
2021,1,2021-01-24,S08000026,All ages,Male,37,76,-51.3
2021,1,2021-01-24,S08000028,5 - 14,All,6,7.5,-20
2021,1,2021-01-24,S08000028,15 - 44,All,16,30,-46.7
2021,1,2021-01-24,S08000028,45 - 64,All,23,22,4.5
2021,1,2021-01-24,S08000028,65 - 74,All,7,13,-46.2
2021,1,2021-01-24,S08000028,75 - 84,All,8,16,-50
2021,1,2021-01-24,S08000028,85 and over,All,7,9.5,-26.3
2021,1,2021-01-24,S08000028,All ages,All,70,109.5,-36.1
2021,1,2021-01-24,S08000028,All ages,Female,29,50,-42
2021,1,2021-01-24,S08000028,All ages,Male,40,56.5,-29.2
2021,1,2021-01-24,S08000029,Under 5,All,46,85.5,-46.2
2021,1,2021-01-24,S08000029,5 - 14,All,44,105.5,-58.3
2021,1,2021-01-24,S08000029,15 - 44,All,286,410.5,-30.3
2021,1,2021-01-24,S08000029,45 - 64,All,178,271,-34.3
2021,1,2021-01-24,S08000029,65 - 74,All,85,107,-20.6
2021,1,2021-01-24,S08000029,75 - 84,All,68,105.5,-35.5
2021,1,2021-01-24,S08000029,85 and over,All,54,73,-26
2021,1,2021-01-24,S08000029,All ages,All,763,1167.5,-34.6
2021,1,2021-01-24,S08000029,All ages,Female,388,579,-33
2021,1,2021-01-24,S08000029,All ages,Male,373,579,-35.6
2021,1,2021-01-24,S08000030,Under 5,All,59,94.5,-37.6
2021,1,2021-01-24,S08000030,5 - 14,All,52,114.5,-54.6
2021,1,2021-01-24,S08000030,15 - 44,All,354,492.5,-28.1
2021,1,2021-01-24,S08000030,45 - 64,All,223,254,-12.2
2021,1,2021-01-24,S08000030,65 - 74,All,72,112.5,-36
2021,1,2021-01-24,S08000030,75 - 84,All,96,114.5,-16.2
2021,1,2021-01-24,S08000030,85 and over,All,69,71.5,-3.5
2021,1,2021-01-24,S08000030,All ages,All,925,1258,-26.5
2021,1,2021-01-24,S08000030,All ages,Female,458,608,-24.7
2021,1,2021-01-24,S08000030,All ages,Male,467,646,-27.7
2021,1,2021-01-24,S08000031,Under 5,All,428,812.5,-47.3
2021,1,2021-01-24,S08000031,5 - 14,All,305,595,-48.7
2021,1,2021-01-24,S08000031,15 - 44,All,1348,2290,-41.1
2021,1,2021-01-24,S08000031,45 - 64,All,1020,1388,-26.5
2021,1,2021-01-24,S08000031,65 - 74,All,386,530,-27.2
2021,1,2021-01-24,S08000031,75 - 84,All,371,503.5,-26.3
2021,1,2021-01-24,S08000031,85 and over,All,226,325.5,-30.6
2021,1,2021-01-24,S08000031,All ages,All,4106,6476,-36.6
2021,1,2021-01-24,S08000031,All ages,Female,2059,3176,-35.2
2021,1,2021-01-24,S08000031,All ages,Male,2025,3268.5,-38
2021,1,2021-01-24,S08000032,Under 5,All,106,193,-45.1
2021,1,2021-01-24,S08000032,5 - 14,All,106,257.5,-58.8
2021,1,2021-01-24,S08000032,15 - 44,All,968,1277.5,-24.2
2021,1,2021-01-24,S08000032,45 - 64,All,805,938.5,-14.2
2021,1,2021-01-24,S08000032,65 - 74,All,341,396,-13.9
2021,1,2021-01-24,S08000032,75 - 84,All,282,346,-18.5
2021,1,2021-01-24,S08000032,85 and over,All,141,204.5,-31.1
2021,1,2021-01-24,S08000032,All ages,All,2768,3653,-24.2
2021,1,2021-01-24,S08000032,All ages,Female,1390,1844,-24.6
2021,1,2021-01-24,S08000032,All ages,Male,1359,1769,-23.2
2021,1,2021-01-24,S92000003,Under 5,All,1264,2374.5,-46.8
2021,1,2021-01-24,S92000003,5 - 14,All,1118,2257,-50.5
2021,1,2021-01-24,S92000003,15 - 44,All,5401,8371.5,-35.5
2021,1,2021-01-24,S92000003,45 - 64,All,4102,5258.5,-22
2021,1,2021-01-24,S92000003,65 - 74,All,1668,2218,-24.8
2021,1,2021-01-24,S92000003,75 - 84,All,1622,2076,-21.9
2021,1,2021-01-24,S92000003,85 and over,All,1002,1277,-21.5
2021,1,2021-01-24,S92000003,All ages,All,16312,24196.5,-32.6
2021,1,2021-01-24,S92000003,All ages,Female,8110,11792,-31.2
2021,1,2021-01-24,S92000003,All ages,Male,8067,12040.5,-33
2021,1,2021-01-31,S08000015,Under 5,All,82,203,-59.6
2021,1,2021-01-31,S08000015,5 - 14,All,71,224,-68.3
2021,1,2021-01-31,S08000015,15 - 44,All,344,672.5,-48.8
2021,1,2021-01-31,S08000015,45 - 64,All,272,428.5,-36.5
2021,1,2021-01-31,S08000015,65 - 74,All,123,198,-37.9
2021,1,2021-01-31,S08000015,75 - 84,All,131,172,-23.8
2021,1,2021-01-31,S08000015,85 and over,All,84,100.5,-16.4
2021,1,2021-01-31,S08000015,All ages,All,1113,2018.5,-44.9
2021,1,2021-01-31,S08000015,All ages,Female,577,999.5,-42.3
2021,1,2021-01-31,S08000015,All ages,Male,530,999,-46.9
2021,1,2021-01-31,S08000016,Under 5,All,12,20,-40
2021,1,2021-01-31,S08000016,5 - 14,All,20,36,-44.4
2021,1,2021-01-31,S08000016,15 - 44,All,111,174,-36.2
2021,1,2021-01-31,S08000016,45 - 64,All,99,136,-27.2
2021,1,2021-01-31,S08000016,65 - 74,All,54,68,-20.6
2021,1,2021-01-31,S08000016,75 - 84,All,76,77,-1.3
2021,1,2021-01-31,S08000016,85 and over,All,61,51,19.6
2021,1,2021-01-31,S08000016,All ages,All,435,570.5,-23.8
2021,1,2021-01-31,S08000016,All ages,Female,221,292.5,-24.4
2021,1,2021-01-31,S08000016,All ages,Male,212,269.5,-21.3
2021,1,2021-01-31,S08000017,Under 5,All,24,69,-65.2
2021,1,2021-01-31,S08000017,5 - 14,All,20,66,-69.7
2021,1,2021-01-31,S08000017,15 - 44,All,127,261,-51.3
2021,1,2021-01-31,S08000017,45 - 64,All,113,170.5,-33.7
2021,1,2021-01-31,S08000017,65 - 74,All,62,88,-29.5
2021,1,2021-01-31,S08000017,75 - 84,All,57,79.5,-28.3
2021,1,2021-01-31,S08000017,85 and over,All,42,46.5,-9.7
2021,1,2021-01-31,S08000017,All ages,All,451,796,-43.3
2021,1,2021-01-31,S08000017,All ages,Female,225,394.5,-43
2021,1,2021-01-31,S08000017,All ages,Male,220,386,-43
2021,1,2021-01-31,S08000019,Under 5,All,66,86.5,-23.7
2021,1,2021-01-31,S08000019,5 - 14,All,44,88,-50
2021,1,2021-01-31,S08000019,15 - 44,All,253,428.5,-41
2021,1,2021-01-31,S08000019,45 - 64,All,193,257,-24.9
2021,1,2021-01-31,S08000019,65 - 74,All,83,122.5,-32.2
2021,1,2021-01-31,S08000019,75 - 84,All,99,108,-8.3
2021,1,2021-01-31,S08000019,85 and over,All,72,60,20
2021,1,2021-01-31,S08000019,All ages,All,810,1195,-32.2
2021,1,2021-01-31,S08000019,All ages,Female,382,563,-32.1
2021,3,2021-08-22,S08000019,45 - 64,All,294,305.5,-3.8
2021,3,2021-08-22,S08000019,65 - 74,All,130,122.5,6.1
2021,3,2021-08-22,S08000019,75 - 84,All,131,125,4.8
2021,3,2021-08-22,S08000019,85 and over,All,79,66.5,18.8
2021,3,2021-08-22,S08000019,All ages,All,1318,1268.5,3.9
2021,3,2021-08-22,S08000019,All ages,Female,630,601.5,4.7
2021,3,2021-08-22,S08000019,All ages,Male,688,647.5,6.3
2021,3,2021-08-22,S08000020,Under 5,All,165,158.5,4.1
2021,1,2021-01-31,S08000019,All ages,Male,428,587.5,-27.1
2021,1,2021-01-31,S08000020,Under 5,All,99,162.5,-39.1
2021,1,2021-01-31,S08000020,5 - 14,All,74,212.5,-65.2
2021,1,2021-01-31,S08000020,15 - 44,All,347,655,-47
2021,1,2021-01-31,S08000020,45 - 64,All,227,354,-35.9
2021,1,2021-01-31,S08000020,65 - 74,All,140,153,-8.5
2021,1,2021-01-31,S08000020,75 - 84,All,150,149.5,0.3
2021,1,2021-01-31,S08000020,85 and over,All,81,95.5,-15.2
2021,1,2021-01-31,S08000020,All ages,All,1132,1831.5,-38.2
2021,1,2021-01-31,S08000020,All ages,Female,553,828.5,-33.3
2021,1,2021-01-31,S08000020,All ages,Male,565,953.5,-40.7
2021,1,2021-01-31,S08000022,Under 5,All,27,52,-48.1
2021,1,2021-01-31,S08000022,5 - 14,All,37,80,-53.8
2021,1,2021-01-31,S08000022,15 - 44,All,226,367,-38.4
2021,1,2021-01-31,S08000022,45 - 64,All,193,246.5,-21.7
2021,1,2021-01-31,S08000022,65 - 74,All,96,110,-12.7
2021,1,2021-01-31,S08000022,75 - 84,All,83,95.5,-13.1
2021,1,2021-01-31,S08000022,85 and over,All,43,49.5,-13.1
2021,1,2021-01-31,S08000022,All ages,All,711,1041,-31.7
2021,1,2021-01-31,S08000022,All ages,Female,345,487.5,-29.2
2021,1,2021-01-31,S08000022,All ages,Male,360,513,-29.8
2021,1,2021-01-31,S08000024,Under 5,All,330,627,-47.4
2021,1,2021-01-31,S08000024,5 - 14,All,285,555.5,-48.7
2021,1,2021-01-31,S08000024,15 - 44,All,1038,1375.5,-24.5
2021,1,2021-01-31,S08000024,45 - 64,All,633,789,-19.8
2021,1,2021-01-31,S08000024,65 - 74,All,263,303,-13.2
2021,1,2021-01-31,S08000024,75 - 84,All,241,290.5,-17
2021,1,2021-01-31,S08000024,85 and over,All,149,184,-19
2021,1,2021-01-31,S08000024,All ages,All,2987,4265,-30
2021,1,2021-01-31,S08000024,All ages,Female,1475,2058.5,-28.3
2021,1,2021-01-31,S08000024,All ages,Male,1464,2066,-29.1
2021,1,2021-01-31,S08000025,15 - 44,All,20,33,-39.4
2021,1,2021-01-31,S08000025,45 - 64,All,14,30.5,-54.1
2021,1,2021-01-31,S08000025,65 - 74,All,11,14.5,-24.1
2021,1,2021-01-31,S08000025,75 - 84,All,9,15,-40
2021,1,2021-01-31,S08000025,85 and over,All,5,5,0
2021,1,2021-01-31,S08000025,All ages,All,63,110.5,-43
2021,1,2021-01-31,S08000025,All ages,Female,32,53,-39.6
2021,1,2021-01-31,S08000025,All ages,Male,31,57,-45.6
2021,1,2021-01-31,S08000026,Under 5,All,5,13.5,-63
2021,1,2021-01-31,S08000026,5 - 14,All,5,11.5,-56.5
2021,1,2021-01-31,S08000026,15 - 44,All,40,43.5,-8
2021,1,2021-01-31,S08000026,45 - 64,All,20,25.5,-21.6
2021,1,2021-01-31,S08000026,65 - 74,All,8,11.5,-30.4
2021,1,2021-01-31,S08000026,75 - 84,All,7,12,-41.7
2021,1,2021-01-31,S08000026,All ages,All,90,130,-30.8
2021,1,2021-01-31,S08000026,All ages,Female,44,55,-20
2021,1,2021-01-31,S08000026,All ages,Male,44,68.5,-35.8
2021,1,2021-01-31,S08000028,15 - 44,All,10,30,-66.7
2021,1,2021-01-31,S08000028,45 - 64,All,12,23,-47.8
2021,1,2021-01-31,S08000028,65 - 74,All,7,13,-46.2
2021,1,2021-01-31,S08000028,All ages,All,43,110,-60.9
2021,1,2021-01-31,S08000028,All ages,Female,20,51.5,-61.2
2021,1,2021-01-31,S08000028,All ages,Male,22,54,-59.3
2021,1,2021-01-31,S08000029,Under 5,All,38,80,-52.5
2021,1,2021-01-31,S08000029,5 - 14,All,30,105,-71.4
2021,1,2021-01-31,S08000029,15 - 44,All,281,449,-37.4
2021,1,2021-01-31,S08000029,45 - 64,All,190,288.5,-34.1
2021,1,2021-01-31,S08000029,65 - 74,All,94,115,-18.3
2021,1,2021-01-31,S08000029,75 - 84,All,72,106,-32.1
2021,1,2021-01-31,S08000029,85 and over,All,50,66.5,-24.8
2021,1,2021-01-31,S08000029,All ages,All,759,1220.5,-37.8
2021,1,2021-01-31,S08000029,All ages,Female,381,618.5,-38.4
2021,1,2021-01-31,S08000029,All ages,Male,374,591.5,-36.8
2021,1,2021-01-31,S08000030,Under 5,All,55,91,-39.6
2021,1,2021-01-31,S08000030,5 - 14,All,46,127.5,-63.9
2021,1,2021-01-31,S08000030,15 - 44,All,319,506,-37
2021,1,2021-01-31,S08000030,45 - 64,All,179,294.5,-39.2
2021,1,2021-01-31,S08000030,65 - 74,All,68,127,-46.5
2021,1,2021-01-31,S08000030,75 - 84,All,74,112,-33.9
2021,1,2021-01-31,S08000030,85 and over,All,61,72,-15.3
2021,1,2021-01-31,S08000030,All ages,All,804,1339.5,-40
2021,1,2021-01-31,S08000030,All ages,Female,394,640.5,-38.5
2021,1,2021-01-31,S08000030,All ages,Male,408,689.5,-40.8
2021,1,2021-01-31,S08000031,Under 5,All,392,844.5,-53.6
2021,1,2021-01-31,S08000031,5 - 14,All,305,709.5,-57
2021,1,2021-01-31,S08000031,15 - 44,All,1437,2363.5,-39.2
2021,1,2021-01-31,S08000031,45 - 64,All,1028,1464,-29.8
2021,1,2021-01-31,S08000031,65 - 74,All,382,560.5,-31.8
2021,1,2021-01-31,S08000031,75 - 84,All,384,513.5,-25.2
2021,1,2021-01-31,S08000031,85 and over,All,243,282.5,-14
2021,1,2021-01-31,S08000031,All ages,All,4181,6851.5,-39
2021,1,2021-01-31,S08000031,All ages,Female,2106,3340,-36.9
2021,1,2021-01-31,S08000031,All ages,Male,2065,3398,-39.2
2021,1,2021-01-31,S08000032,Under 5,All,111,211.5,-47.5
2021,1,2021-01-31,S08000032,5 - 14,All,110,298.5,-63.1
2021,1,2021-01-31,S08000032,15 - 44,All,942,1352,-30.3
2021,1,2021-01-31,S08000032,45 - 64,All,830,1009,-17.7
2021,1,2021-01-31,S08000032,65 - 74,All,303,469,-35.4
2021,1,2021-01-31,S08000032,75 - 84,All,313,400.5,-21.8
2021,1,2021-01-31,S08000032,85 and over,All,143,186.5,-23.3
2021,1,2021-01-31,S08000032,All ages,All,2758,3954,-30.2
2021,1,2021-01-31,S08000032,All ages,Female,1360,1949.5,-30.2
2021,1,2021-01-31,S08000032,All ages,Male,1392,1977.5,-29.6
2021,1,2021-01-31,S92000003,Under 5,All,1247,2474,-49.6
2021,1,2021-01-31,S92000003,5 - 14,All,1051,2529,-58.4
2021,1,2021-01-31,S92000003,15 - 44,All,5495,8710.5,-36.9
2021,1,2021-01-31,S92000003,45 - 64,All,4003,5516.5,-27.4
2021,1,2021-01-31,S92000003,65 - 74,All,1694,2353,-28
2021,1,2021-01-31,S92000003,75 - 84,All,1699,2142,-20.7
2021,1,2021-01-31,S92000003,85 and over,All,1041,1217.5,-14.5
2021,1,2021-01-31,S92000003,All ages,All,16337,25433.5,-35.8
2021,1,2021-01-31,S92000003,All ages,Female,8115,12332,-34.2
2021,1,2021-01-31,S92000003,All ages,Male,8115,12610.5,-35.6
2021,1,2021-02-07,S08000015,Under 5,All,76,211.5,-64.1
2021,1,2021-02-07,S08000015,5 - 14,All,76,230,-67
2021,1,2021-02-07,S08000015,15 - 44,All,388,683,-43.2
2021,1,2021-02-07,S08000015,45 - 64,All,299,428,-30.1
2021,1,2021-02-07,S08000015,65 - 74,All,128,206.5,-38
2021,1,2021-02-07,S08000015,75 - 84,All,104,177,-41.2
2021,1,2021-02-07,S08000015,85 and over,All,68,86,-20.9
2021,1,2021-02-07,S08000015,All ages,All,1144,2037,-43.8
2021,1,2021-02-07,S08000015,All ages,Female,588,1005.5,-41.5
2021,1,2021-02-07,S08000015,All ages,Male,551,1016.5,-45.8
2021,1,2021-02-07,S08000016,Under 5,All,14,19,-26.3
2021,1,2021-02-07,S08000016,5 - 14,All,8,37,-78.4
2021,1,2021-02-07,S08000016,15 - 44,All,116,148,-21.6
2021,1,2021-02-07,S08000016,45 - 64,All,101,120,-15.8
2021,1,2021-02-07,S08000016,65 - 74,All,61,71.5,-14.7
2021,1,2021-02-07,S08000016,75 - 84,All,67,67,0
2021,1,2021-02-07,S08000016,85 and over,All,34,44,-22.7
2021,1,2021-02-07,S08000016,All ages,All,404,512.5,-21.2
2021,1,2021-02-07,S08000016,All ages,Female,203,249,-18.5
2021,1,2021-02-07,S08000016,All ages,Male,198,257.5,-23.1
2021,1,2021-02-07,S08000017,Under 5,All,17,75,-77.3
2021,1,2021-02-07,S08000017,5 - 14,All,12,82.5,-85.5
2021,1,2021-02-07,S08000017,15 - 44,All,104,276,-62.3
2021,1,2021-02-07,S08000017,45 - 64,All,82,176,-53.4
2021,1,2021-02-07,S08000017,65 - 74,All,46,101,-54.5
2021,1,2021-02-07,S08000017,75 - 84,All,49,77.5,-36.8
2021,1,2021-02-07,S08000017,85 and over,All,33,49,-32.7
2021,1,2021-02-07,S08000017,All ages,All,345,840.5,-59
2021,1,2021-02-07,S08000017,All ages,Female,168,429,-60.8
2021,1,2021-02-07,S08000017,All ages,Male,175,408,-57.1
2021,1,2021-02-07,S08000019,Under 5,All,60,86,-30.2
2021,1,2021-02-07,S08000019,5 - 14,All,38,84,-54.8
2021,1,2021-02-07,S08000019,15 - 44,All,266,413,-35.6
2021,1,2021-02-07,S08000019,45 - 64,All,154,255,-39.6
2021,1,2021-02-07,S08000019,65 - 74,All,88,108,-18.5
2021,1,2021-02-07,S08000019,75 - 84,All,102,114,-10.5
2021,1,2021-02-07,S08000019,85 and over,All,48,62.5,-23.2
2021,1,2021-02-07,S08000019,All ages,All,756,1162.5,-35
2021,1,2021-02-07,S08000019,All ages,Female,406,526,-22.8
2021,1,2021-02-07,S08000019,All ages,Male,350,596.5,-41.3
2021,1,2021-02-07,S08000020,Under 5,All,93,158,-41.1
2021,1,2021-02-07,S08000020,5 - 14,All,82,215,-61.9
2021,1,2021-02-07,S08000020,15 - 44,All,379,699.5,-45.8
2021,1,2021-02-07,S08000020,45 - 64,All,251,381.5,-34.2
2021,1,2021-02-07,S08000020,65 - 74,All,106,155.5,-31.8
2021,1,2021-02-07,S08000020,75 - 84,All,112,151.5,-26.1
2021,1,2021-02-07,S08000020,85 and over,All,86,83,3.6
2021,1,2021-02-07,S08000020,All ages,All,1116,1898,-41.2
2021,1,2021-02-07,S08000020,All ages,Female,536,894.5,-40.1
2021,1,2021-02-07,S08000020,All ages,Male,573,949.5,-39.7
2021,1,2021-02-07,S08000022,Under 5,All,18,56,-67.9
2021,1,2021-02-07,S08000022,5 - 14,All,36,101.5,-64.5
2021,1,2021-02-07,S08000022,15 - 44,All,209,390.5,-46.5
2021,1,2021-02-07,S08000022,45 - 64,All,195,244.5,-20.2
2021,1,2021-02-07,S08000022,65 - 74,All,79,108.5,-27.2
2021,1,2021-02-07,S08000022,75 - 84,All,70,111.5,-37.2
2021,1,2021-02-07,S08000022,85 and over,All,44,57.5,-23.5
2021,1,2021-02-07,S08000022,All ages,All,658,1118,-41.1
2021,1,2021-02-07,S08000022,All ages,Female,306,512,-40.2
2021,1,2021-02-07,S08000022,All ages,Male,345,558,-38.2
2021,1,2021-02-07,S08000024,Under 5,All,298,659.5,-54.8
2021,1,2021-02-07,S08000024,5 - 14,All,245,559.5,-56.2
2021,1,2021-02-07,S08000024,15 - 44,All,1012,1418,-28.6
2021,1,2021-02-07,S08000024,45 - 64,All,667,782,-14.7
2021,1,2021-02-07,S08000024,65 - 74,All,244,317,-23
2021,1,2021-02-07,S08000024,75 - 84,All,224,300.5,-25.5
2021,1,2021-02-07,S08000024,85 and over,All,156,181.5,-14
2021,1,2021-02-07,S08000024,All ages,All,2897,4339,-33.2
2021,1,2021-02-07,S08000024,All ages,Female,1459,2124,-31.3
2021,1,2021-02-07,S08000024,All ages,Male,1387,2094,-33.8
2021,1,2021-02-07,S08000025,15 - 44,All,13,44,-70.5
2021,1,2021-02-07,S08000025,45 - 64,All,8,27.5,-70.9
2021,1,2021-02-07,S08000025,65 - 74,All,11,10.5,4.8
2021,1,2021-02-07,S08000025,75 - 84,All,12,14,-14.3
2021,1,2021-02-07,S08000025,All ages,All,54,123.5,-56.3
2021,1,2021-02-07,S08000025,All ages,Female,27,56.5,-52.2
2021,1,2021-02-07,S08000025,All ages,Male,27,64.5,-58.1
2021,1,2021-02-07,S08000026,5 - 14,All,5,15.5,-67.7
2021,1,2021-02-07,S08000026,15 - 44,All,35,42.5,-17.6
2021,1,2021-02-07,S08000026,45 - 64,All,25,37.5,-33.3
2021,1,2021-02-07,S08000026,65 - 74,All,6,16.5,-63.6
2021,1,2021-02-07,S08000026,75 - 84,All,10,13.5,-25.9
2021,1,2021-02-07,S08000026,85 and over,All,11,9,22.2
2021,1,2021-02-07,S08000026,All ages,All,98,153,-35.9
2021,1,2021-02-07,S08000026,All ages,Female,51,67,-23.9
2021,1,2021-02-07,S08000026,All ages,Male,45,76,-40.8
2021,1,2021-02-07,S08000028,15 - 44,All,16,33.5,-52.2
2021,1,2021-02-07,S08000028,45 - 64,All,14,34,-58.8
2021,1,2021-02-07,S08000028,65 - 74,All,5,17,-70.6
2021,1,2021-02-07,S08000028,75 - 84,All,5,18,-72.2
2021,1,2021-02-07,S08000028,85 and over,All,6,7,-14.3
2021,1,2021-02-07,S08000028,All ages,All,52,138,-62.3
2021,1,2021-02-07,S08000028,All ages,Female,23,74.5,-69.1
2021,1,2021-02-07,S08000028,All ages,Male,29,60.5,-52.1
2021,1,2021-02-07,S08000029,Under 5,All,53,95.5,-44.5
2021,1,2021-02-07,S08000029,5 - 14,All,37,108.5,-65.9
2021,1,2021-02-07,S08000029,15 - 44,All,297,466,-36.3
2021,1,2021-02-07,S08000029,45 - 64,All,202,258.5,-21.9
2021,1,2021-02-07,S08000029,65 - 74,All,64,112,-42.9
2021,1,2021-02-07,S08000029,75 - 84,All,81,113,-28.3
2021,1,2021-02-07,S08000029,85 and over,All,45,68.5,-34.3
2021,1,2021-02-07,S08000029,All ages,All,785,1234,-36.4
2021,1,2021-02-07,S08000029,All ages,Female,413,583,-29.2
2021,1,2021-02-07,S08000029,All ages,Male,366,639,-42.7
2021,1,2021-02-07,S08000030,Under 5,All,48,88,-45.5
2021,1,2021-02-07,S08000030,5 - 14,All,63,127.5,-50.6
2021,1,2021-02-07,S08000030,15 - 44,All,308,562,-45.2
2021,1,2021-02-07,S08000030,45 - 64,All,218,279,-21.9
2021,1,2021-02-07,S08000030,65 - 74,All,75,111.5,-32.7
2021,1,2021-02-07,S08000030,75 - 84,All,77,119.5,-35.6
2021,1,2021-02-07,S08000030,85 and over,All,53,85.5,-38
2021,1,2021-02-07,S08000030,All ages,All,842,1377.5,-38.9
2021,1,2021-02-07,S08000030,All ages,Female,400,646,-38.1
2021,1,2021-02-07,S08000030,All ages,Male,442,727,-39.2
2021,1,2021-02-07,S08000031,Under 5,All,392,846.5,-53.7
2021,1,2021-02-07,S08000031,5 - 14,All,288,693,-58.4
2021,1,2021-02-07,S08000031,15 - 44,All,1480,2411.5,-38.6
2021,1,2021-02-07,S08000031,45 - 64,All,1009,1449,-30.4
2021,1,2021-02-07,S08000031,65 - 74,All,383,527.5,-27.4
2021,1,2021-02-07,S08000031,75 - 84,All,357,526.5,-32.2
2021,1,2021-02-07,S08000031,85 and over,All,226,299,-24.4
2021,1,2021-02-07,S08000031,All ages,All,4143,6803.5,-39.1
2021,1,2021-02-07,S08000031,All ages,Female,2053,3343.5,-38.6
2021,1,2021-02-07,S08000031,All ages,Male,2082,3409.5,-38.9
2021,1,2021-02-07,S08000032,Under 5,All,133,202.5,-34.3
2021,1,2021-02-07,S08000032,5 - 14,All,104,316,-67.1
2021,1,2021-02-07,S08000032,15 - 44,All,968,1401.5,-30.9
2021,1,2021-02-07,S08000032,45 - 64,All,829,979.5,-15.4
2021,1,2021-02-07,S08000032,65 - 74,All,344,426.5,-19.3
2021,1,2021-02-07,S08000032,75 - 84,All,327,371,-11.9
2021,1,2021-02-07,S08000032,85 and over,All,140,190.5,-26.5
2021,1,2021-02-07,S08000032,All ages,All,2858,3916.5,-27
2021,1,2021-02-07,S08000032,All ages,Female,1416,1979,-28.4
2021,1,2021-02-07,S08000032,All ages,Male,1429,1908.5,-25.1
2021,1,2021-02-07,S92000003,Under 5,All,1210,2522.5,-52
2021,1,2021-02-07,S92000003,5 - 14,All,1002,2595,-61.4
2021,1,2021-02-07,S92000003,15 - 44,All,5591,8989,-37.8
2021,1,2021-02-07,S92000003,45 - 64,All,4054,5452,-25.6
2021,1,2021-02-07,S92000003,65 - 74,All,1640,2289.5,-28.4
2021,1,2021-02-07,S92000003,75 - 84,All,1597,2174.5,-26.6
2021,1,2021-02-07,S92000003,85 and over,All,954,1232,-22.6
2021,1,2021-02-07,S92000003,All ages,All,16152,25653.5,-37
2021,1,2021-02-07,S92000003,All ages,Female,8049,12489.5,-35.6
2021,1,2021-02-07,S92000003,All ages,Male,7999,12765,-37.3
2021,1,2021-02-14,S08000015,Under 5,All,94,214,-56.1
2021,1,2021-02-14,S08000015,5 - 14,All,78,212.5,-63.3
2021,1,2021-02-14,S08000015,15 - 44,All,359,682.5,-47.4
2021,1,2021-02-14,S08000015,45 - 64,All,298,423.5,-29.6
2021,1,2021-02-14,S08000015,65 - 74,All,140,193,-27.5
2021,1,2021-02-14,S08000015,75 - 84,All,121,176,-31.2
2021,1,2021-02-14,S08000015,85 and over,All,74,112.5,-34.2
2021,1,2021-02-14,S08000015,All ages,All,1165,2020,-42.3
2021,1,2021-02-14,S08000015,All ages,Female,608,995,-38.9
2021,1,2021-02-14,S08000015,All ages,Male,556,1019,-45.4
2021,1,2021-02-14,S08000016,Under 5,All,22,25.5,-13.7
2021,1,2021-02-14,S08000016,5 - 14,All,25,41,-39
2021,1,2021-02-14,S08000016,15 - 44,All,102,166.5,-38.7
2021,1,2021-02-14,S08000016,45 - 64,All,113,141.5,-20.1
2021,1,2021-02-14,S08000016,65 - 74,All,64,78.5,-18.5
2021,1,2021-02-14,S08000016,75 - 84,All,61,74,-17.6
2021,1,2021-02-14,S08000016,85 and over,All,48,54,-11.1
