year,quarter,week_ending,hb,age_group,sex,number_attendances,average20182019,percent_variation
2020,1,2020-01-05,S08000015,Under 5,All,214,194.5,10
2020,1,2020-01-05,S08000015,5 - 14,All,116,119,-2.5
2020,1,2020-01-05,S08000015,15 - 44,All,681,694.5,-1.9
2020,1,2020-01-05,S08000015,45 - 64,All,485,455.5,6.5
2020,1,2020-01-05,S08000015,65 - 74,All,222,212,4.7
2020,1,2020-01-05,S08000015,75 - 84,All,182,184.5,-1.4
2020,1,2020-01-05,S08000015,85 and over,All,123,101.5,21.2
2020,1,2020-01-05,S08000015,All ages,All,2048,1972.5,3.8
2020,1,2020-01-05,S08000015,All ages,Female,973,991,-1.8
2020,1,2020-01-05,S08000015,All ages,Male,1050,970.5,8.2
2020,1,2020-01-05,S08000016,Under 5,All,34,28.5,19.3
2020,1,2020-01-05,S08000016,5 - 14,All,20,28.5,-29.8
2020,1,2020-01-05,S08000016,15 - 44,All,215,183,17.5
2020,1,2020-01-05,S08000016,45 - 64,All,164,146.5,11.9
2020,1,2020-01-05,S08000016,65 - 74,All,95,81.5,16.6
2020,1,2020-01-05,S08000016,75 - 84,All,86,80,7.5
2020,1,2020-01-05,S08000016,85 and over,All,63,51,23.5
2020,1,2020-01-05,S08000016,All ages,All,696,611,13.9
2020,1,2020-01-05,S08000016,All ages,Female,359,301,19.3
2020,1,2020-01-05,S08000016,All ages,Male,318,298,6.7
2020,1,2020-01-05,S08000017,Under 5,All,73,85.5,-14.6
2020,1,2020-01-05,S08000017,5 - 14,All,38,57,-33.3
2020,1,2020-01-05,S08000017,15 - 44,All,329,320.5,2.7
2020,1,2020-01-05,S08000017,45 - 64,All,219,194.5,12.6
2020,1,2020-01-05,S08000017,65 - 74,All,111,106.5,4.2
2020,1,2020-01-05,S08000017,75 - 84,All,113,96,17.7
2020,1,2020-01-05,S08000017,85 and over,All,58,47.5,22.1
2020,1,2020-01-05,S08000017,All ages,All,958,909.5,5.3
2020,1,2020-01-05,S08000017,All ages,Female,473,455.5,3.8
2020,1,2020-01-05,S08000017,All ages,Male,468,452,3.5
2020,1,2020-01-05,S08000019,Under 5,All,100,84.5,18.3
2020,1,2020-01-05,S08000019,5 - 14,All,55,61.5,-10.6
2020,1,2020-01-05,S08000019,15 - 44,All,415,392.5,5.7
2020,1,2020-01-05,S08000019,45 - 64,All,324,287.5,12.7
2020,1,2020-01-05,S08000019,65 - 74,All,133,127.5,4.3
2020,1,2020-01-05,S08000019,75 - 84,All,163,136.5,19.4
2020,1,2020-01-05,S08000019,85 and over,All,67,79.5,-15.7
2020,1,2020-01-05,S08000019,All ages,All,1289,1221,5.6
2020,1,2020-01-05,S08000019,All ages,Female,596,596,0
2020,1,2020-01-05,S08000019,All ages,Male,661,573.5,15.3
2020,1,2020-01-05,S08000020,Under 5,All,178,160,11.2
2020,1,2020-01-05,S08000020,5 - 14,All,159,117.5,35.3
2020,1,2020-01-05,S08000020,15 - 44,All,754,702.5,7.3
2020,1,2020-01-05,S08000020,45 - 64,All,457,425.5,7.4
2020,1,2020-01-05,S08000020,65 - 74,All,210,190,10.5
2020,1,2020-01-05,S08000020,75 - 84,All,185,172.5,7.2
2020,1,2020-01-05,S08000020,85 and over,All,113,96.5,17.1
2020,1,2020-01-05,S08000020,All ages,All,2111,1912,10.4
2020,1,2020-01-05,S08000020,All ages,Female,1041,907.5,14.7
2020,1,2020-01-05,S08000020,All ages,Male,1015,957,6.1
2020,1,2020-01-05,S08000022,Under 5,All,63,63.5,-0.8
2020,1,2020-01-05,S08000022,5 - 14,All,64,41.5,54.2
2020,1,2020-01-05,S08000022,15 - 44,All,439,383.5,14.5
2020,1,2020-01-05,S08000022,45 - 64,All,299,297,0.7
2020,1,2020-01-05,S08000022,65 - 74,All,143,133,7.5
2020,1,2020-01-05,S08000022,75 - 84,All,149,112,33
2020,1,2020-01-05,S08000022,85 and over,All,66,60.5,9.1
2020,1,2020-01-05,S08000022,All ages,All,1307,1149.5,13.7
2020,1,2020-01-05,S08000022,All ages,Female,600,544.5,10.2
2020,1,2020-01-05,S08000022,All ages,Male,623,546.5,14
2020,1,2020-01-05,S08000024,Under 5,All,563,609,-7.6
2020,1,2020-01-05,S08000024,5 - 14,All,347,348.5,-0.4
2020,1,2020-01-05,S08000024,15 - 44,All,1391,1363,2.1
2020,1,2020-01-05,S08000024,45 - 64,All,854,808.5,5.6
2020,1,2020-01-05,S08000024,65 - 74,All,344,349.5,-1.6
2020,1,2020-01-05,S08000024,75 - 84,All,320,345.5,-7.4
2020,1,2020-01-05,S08000024,85 and over,All,197,215,-8.4
2020,1,2020-01-05,S08000024,All ages,All,4282,4248,0.8
2020,1,2020-01-05,S08000024,All ages,Female,2035,2080,-2.2
2020,1,2020-01-05,S08000024,All ages,Male,1981,1959,1.1
2020,1,2020-01-05,S08000025,Under 5,All,11,7.5,46.7
2020,1,2020-01-05,S08000025,5 - 14,All,6,5,20
2020,1,2020-01-05,S08000025,15 - 44,All,38,36,5.6
2020,1,2020-01-05,S08000025,45 - 64,All,30,24,25
2020,1,2020-01-05,S08000025,65 - 74,All,20,15.5,29
2020,1,2020-01-05,S08000025,75 - 84,All,17,16.5,3
2020,1,2020-01-05,S08000025,85 and over,All,7,8,-12.5
2020,1,2020-01-05,S08000025,All ages,All,135,114.5,17.9
2020,1,2020-01-05,S08000025,All ages,Female,73,55.5,31.5
2020,1,2020-01-05,S08000025,All ages,Male,56,57,-1.8
2020,1,2020-01-05,S08000026,Under 5,All,18,14,28.6
2020,1,2020-01-05,S08000026,15 - 44,All,54,48.5,11.3
2020,1,2020-01-05,S08000026,45 - 64,All,31,37,-16.2
2020,1,2020-01-05,S08000026,65 - 74,All,11,10.5,4.8
2020,1,2020-01-05,S08000026,75 - 84,All,16,16,0
2020,1,2020-01-05,S08000026,All ages,All,139,141,-1.4
2020,1,2020-01-05,S08000026,All ages,Female,59,73.5,-19.7
2020,1,2020-01-05,S08000026,All ages,Male,79,64,23.4
2020,1,2020-01-05,S08000028,Under 5,All,8,6,33.3
2020,1,2020-01-05,S08000028,5 - 14,All,7,7,0
2020,1,2020-01-05,S08000028,15 - 44,All,42,36.5,15.1
2020,1,2020-01-05,S08000028,45 - 64,All,32,31.5,1.6
2020,1,2020-01-05,S08000028,65 - 74,All,22,18,22.2
2020,1,2020-01-05,S08000028,75 - 84,All,10,16,-37.5
2020,1,2020-01-05,S08000028,85 and over,All,17,12.5,36
2020,1,2020-01-05,S08000028,All ages,All,145,131,10.7
2020,1,2020-01-05,S08000028,All ages,Female,65,65.5,-0.8
2020,1,2020-01-05,S08000028,All ages,Male,73,62,17.7
2020,1,2020-01-05,S08000029,Under 5,All,90,92.5,-2.7
2020,1,2020-01-05,S08000029,5 - 14,All,71,63,12.7
2020,1,2020-01-05,S08000029,15 - 44,All,483,465,3.9
2020,1,2020-01-05,S08000029,45 - 64,All,304,317.5,-4.3
2020,1,2020-01-05,S08000029,65 - 74,All,138,142,-2.8
2020,1,2020-01-05,S08000029,75 - 84,All,130,115,13
2020,1,2020-01-05,S08000029,85 and over,All,79,75.5,4.6
2020,1,2020-01-05,S08000029,All ages,All,1317,1286.5,2.4
2020,1,2020-01-05,S08000029,All ages,Female,665,652,2
2020,1,2020-01-05,S08000029,All ages,Male,630,618.5,1.9
2020,1,2020-01-05,S08000030,Under 5,All,96,105,-8.6
2020,1,2020-01-05,S08000030,5 - 14,All,75,73,2.7
2020,1,2020-01-05,S08000030,15 - 44,All,506,511,-1
2020,1,2020-01-05,S08000030,45 - 64,All,283,313,-9.6
2020,1,2020-01-05,S08000030,65 - 74,All,142,146.5,-3.1
2020,1,2020-01-05,S08000030,75 - 84,All,134,135.5,-1.1
2020,1,2020-01-05,S08000030,85 and over,All,100,105,-4.8
2020,1,2020-01-05,S08000030,All ages,All,1357,1392.5,-2.5
2020,1,2020-01-05,S08000030,All ages,Female,673,673.5,-0.1
2020,1,2020-01-05,S08000030,All ages,Male,663,715.5,-7.3
2020,1,2020-01-05,S08000031,Under 5,All,739,856.5,-13.7
2020,1,2020-01-05,S08000031,5 - 14,All,423,447.5,-5.5
2020,1,2020-01-05,S08000031,15 - 44,All,2399,2345,2.3
2020,1,2020-01-05,S08000031,45 - 64,All,1518,1535.5,-1.1
2020,1,2020-01-05,S08000031,65 - 74,All,606,633.5,-4.3
2020,1,2020-01-05,S08000031,75 - 84,All,566,598.5,-5.4
2020,1,2020-01-05,S08000031,85 and over,All,325,353,-7.9
2020,1,2020-01-05,S08000031,All ages,All,6732,6786,-0.8
2020,1,2020-01-05,S08000031,All ages,Female,3291,3420,-3.8
2020,1,2020-01-05,S08000031,All ages,Male,3285,3349.5,-1.9
2020,1,2020-01-05,S08000032,Under 5,All,204,205,-0.5
2020,1,2020-01-05,S08000032,5 - 14,All,167,163.5,2.1
2020,1,2020-01-05,S08000032,15 - 44,All,1320,1289.5,2.4
2020,1,2020-01-05,S08000032,45 - 64,All,1037,1011,2.6
2020,1,2020-01-05,S08000032,65 - 74,All,513,449.5,14.1
2020,1,2020-01-05,S08000032,75 - 84,All,439,429,2.3
2020,1,2020-01-05,S08000032,85 and over,All,214,214.5,-0.2
2020,1,2020-01-05,S08000032,All ages,All,3937,3810,3.3
2020,1,2020-01-05,S08000032,All ages,Female,2009,1946.5,3.2
2020,1,2020-01-05,S08000032,All ages,Male,1885,1815.5,3.8
2020,1,2020-01-05,S92000003,Under 5,All,2391,2512,-4.8
2020,1,2020-01-05,S92000003,5 - 14,All,1552,1540,0.8
2020,1,2020-01-05,S92000003,15 - 44,All,9066,8771,3.4
2020,1,2020-01-05,S92000003,45 - 64,All,6037,5884.5,2.6
2020,1,2020-01-05,S92000003,65 - 74,All,2710,2615.5,3.6
2020,1,2020-01-05,S92000003,75 - 84,All,2510,2453.5,2.3
2020,1,2020-01-05,S92000003,85 and over,All,1433,1424,0.6
2020,1,2020-01-05,S92000003,All ages,All,26453,25685,3
2020,1,2020-01-05,S92000003,All ages,Female,12912,12762,1.2
2020,1,2020-01-05,S92000003,All ages,Male,12787,12438.5,2.8
2020,1,2020-01-12,S08000015,Under 5,All,156,195.5,-20.2
2020,1,2020-01-12,S08000015,5 - 14,All,186,172,8.1
2020,1,2020-01-12,S08000015,15 - 44,All,636,654.5,-2.8
2020,1,2020-01-12,S08000015,45 - 64,All,442,456,-3.1
2020,1,2020-01-12,S08000015,65 - 74,All,211,202,4.5
2020,1,2020-01-12,S08000015,75 - 84,All,199,186,7
2020,1,2020-01-12,S08000015,85 and over,All,115,82,40.2
2020,1,2020-01-12,S08000015,All ages,All,1963,1957.5,0.3
2020,1,2020-01-12,S08000015,All ages,Female,972,938.5,3.6
2020,1,2020-01-12,S08000015,All ages,Male,973,1009.5,-3.6
2020,1,2020-01-12,S08000016,Under 5,All,17,24,-29.2
2020,1,2020-01-12,S08000016,5 - 14,All,25,33.5,-25.4
2020,1,2020-01-12,S08000016,15 - 44,All,155,172,-9.9
2020,1,2020-01-12,S08000016,45 - 64,All,141,124.5,13.3
2020,1,2020-01-12,S08000016,65 - 74,All,71,79,-10.1
2020,1,2020-01-12,S08000016,75 - 84,All,92,81.5,12.9
2020,1,2020-01-12,S08000016,85 and over,All,44,54.5,-19.3
2020,1,2020-01-12,S08000016,All ages,All,557,574,-3
2020,1,2020-01-12,S08000016,All ages,Female,267,270,-1.1
2020,1,2020-01-12,S08000016,All ages,Male,278,299,-7
2020,1,2020-01-12,S08000017,Under 5,All,62,74,-16.2
2020,1,2020-01-12,S08000017,5 - 14,All,65,69.5,-6.5
2020,1,2020-01-12,S08000017,15 - 44,All,275,265,3.8
2020,1,2020-01-12,S08000017,45 - 64,All,200,172,16.3
2020,1,2020-01-12,S08000017,65 - 74,All,105,98,7.1
2020,1,2020-01-12,S08000017,75 - 84,All,87,87,0
2020,1,2020-01-12,S08000017,85 and over,All,47,45,4.4
2020,1,2020-01-12,S08000017,All ages,All,852,811,5.1
2020,1,2020-01-12,S08000017,All ages,Female,434,415,4.6
2020,1,2020-01-12,S08000017,All ages,Male,407,395.5,2.9
2020,1,2020-01-12,S08000019,Under 5,All,63,75.5,-16.6
2020,1,2020-01-12,S08000019,5 - 14,All,88,87,1.1
2020,1,2020-01-12,S08000019,15 - 44,All,436,381,14.4
2020,1,2020-01-12,S08000019,45 - 64,All,293,248.5,17.9
2020,1,2020-01-12,S08000019,65 - 74,All,142,101,40.6
2020,1,2020-01-12,S08000019,75 - 84,All,133,121,9.9
2020,1,2020-01-12,S08000019,85 and over,All,67,69,-2.9
2020,1,2020-01-12,S08000019,All ages,All,1231,1135,8.5
2020,1,2020-01-12,S08000019,All ages,Female,555,526.5,5.4
2020,1,2020-01-12,S08000019,All ages,Male,667,556.5,19.9
2020,1,2020-01-12,S08000020,Under 5,All,154,140,10
2020,1,2020-01-12,S08000020,5 - 14,All,172,170,1.2
2020,1,2020-01-12,S08000020,15 - 44,All,644,634.5,1.5
2020,1,2020-01-12,S08000020,45 - 64,All,359,384.5,-6.6
2020,1,2020-01-12,S08000020,65 - 74,All,166,131.5,26.2
2020,1,2020-01-12,S08000020,75 - 84,All,180,153,17.6
2020,1,2020-01-12,S08000020,85 and over,All,105,82,28
2020,1,2020-01-12,S08000020,All ages,All,1813,1738.5,4.3
2020,1,2020-01-12,S08000020,All ages,Female,861,829.5,3.8
2020,1,2020-01-12,S08000020,All ages,Male,919,866,6.1
2020,1,2020-01-12,S08000022,Under 5,All,54,63,-14.3
2020,1,2020-01-12,S08000022,5 - 14,All,69,64.5,7
2020,1,2020-01-12,S08000022,15 - 44,All,366,347.5,5.3
2020,1,2020-01-12,S08000022,45 - 64,All,267,229,16.6
2020,1,2020-01-12,S08000022,65 - 74,All,136,96,41.7
2020,1,2020-01-12,S08000022,75 - 84,All,107,94,13.8
2020,1,2020-01-12,S08000022,85 and over,All,67,60.5,10.7
2020,1,2020-01-12,S08000022,All ages,All,1097,983.5,11.5
2020,1,2020-01-12,S08000022,All ages,Female,535,447.5,19.6
2020,1,2020-01-12,S08000022,All ages,Male,531,507,4.7
2020,1,2020-01-12,S08000024,Under 5,All,508,570.5,-11
2020,1,2020-01-12,S08000024,5 - 14,All,438,451,-2.9
2020,1,2020-01-12,S08000024,15 - 44,All,1321,1257,5.1
2020,1,2020-01-12,S08000024,45 - 64,All,877,807,8.7
2020,1,2020-01-12,S08000024,65 - 74,All,345,316.5,9
2020,1,2020-01-12,S08000024,75 - 84,All,321,305.5,5.1
2020,1,2020-01-12,S08000024,85 and over,All,180,193,-6.7
2020,1,2020-01-12,S08000024,All ages,All,4129,4024.5,2.6
2020,1,2020-01-12,S08000024,All ages,Female,2056,1941,5.9
2020,1,2020-01-12,S08000024,All ages,Male,1934,1959.5,-1.3
2020,1,2020-01-12,S08000025,Under 5,All,10,5,100
2020,1,2020-01-12,S08000025,5 - 14,All,10,7,42.9
2020,1,2020-01-12,S08000025,15 - 44,All,38,29.5,28.8
2020,1,2020-01-12,S08000025,45 - 64,All,37,22,68.2
2020,1,2020-01-12,S08000025,65 - 74,All,14,15.5,-9.7
2020,1,2020-01-12,S08000025,75 - 84,All,28,10.5,166.7
2020,1,2020-01-12,S08000025,85 and over,All,6,6.5,-7.7
2020,1,2020-01-12,S08000025,All ages,All,148,99,49.5
2020,1,2020-01-12,S08000025,All ages,Female,64,51.5,24.3
2020,1,2020-01-12,S08000025,All ages,Male,79,44.5,77.5
2020,1,2020-01-12,S08000026,Under 5,All,9,13.5,-33.3
2020,1,2020-01-12,S08000026,5 - 14,All,9,10,-10
2020,1,2020-01-12,S08000026,15 - 44,All,45,42.5,5.9
2020,1,2020-01-12,S08000026,45 - 64,All,28,28,0
2020,1,2020-01-12,S08000026,65 - 74,All,14,14.5,-3.4
2020,1,2020-01-12,S08000026,75 - 84,All,11,18,-38.9
2020,1,2020-01-12,S08000026,85 and over,All,8,9,-11.1
2020,1,2020-01-12,S08000026,All ages,All,128,139.5,-8.2
2020,1,2020-01-12,S08000026,All ages,Female,65,66,-1.5
2020,1,2020-01-12,S08000026,All ages,Male,59,69.5,-15.1
2020,1,2020-01-12,S08000028,Under 5,All,8,5,60
2020,1,2020-01-12,S08000028,5 - 14,All,8,10.5,-23.8
2020,1,2020-01-12,S08000028,15 - 44,All,36,32,12.5
2020,1,2020-01-12,S08000028,45 - 64,All,37,28,32.1
2020,1,2020-01-12,S08000028,65 - 74,All,16,14,14.3
2020,1,2020-01-12,S08000028,75 - 84,All,19,14.5,31
2020,1,2020-01-12,S08000028,85 and over,All,10,8.5,17.6
2020,1,2020-01-12,S08000028,All ages,All,134,115,16.5
2020,1,2020-01-12,S08000028,All ages,Female,62,50,24
2020,1,2020-01-12,S08000028,All ages,Male,72,62.5,15.2
2020,1,2020-01-12,S08000029,Under 5,All,84,79,6.3
2020,1,2020-01-12,S08000029,5 - 14,All,73,95.5,-23.6
2020,1,2020-01-12,S08000029,15 - 44,All,446,429,4
2020,1,2020-01-12,S08000029,45 - 64,All,301,258.5,16.4
2020,1,2020-01-12,S08000029,65 - 74,All,124,121.5,2.1
2020,1,2020-01-12,S08000029,75 - 84,All,97,110,-11.8
2020,1,2020-01-12,S08000029,85 and over,All,81,72.5,11.7
2020,1,2020-01-12,S08000029,All ages,All,1218,1175,3.7
2020,1,2020-01-12,S08000029,All ages,Female,615,549.5,11.9
2020,1,2020-01-12,S08000029,All ages,Male,591,616.5,-4.1
2020,1,2020-01-12,S08000030,Under 5,All,83,109,-23.9
2020,1,2020-01-12,S08000030,5 - 14,All,99,121.5,-18.5
2020,1,2020-01-12,S08000030,15 - 44,All,500,492,1.6
2020,1,2020-01-12,S08000030,45 - 64,All,287,277,3.6
2020,1,2020-01-12,S08000030,65 - 74,All,130,108,20.4
2020,1,2020-01-12,S08000030,75 - 84,All,114,119,-4.2
2020,1,2020-01-12,S08000030,85 and over,All,78,73.5,6.1
2020,1,2020-01-12,S08000030,All ages,All,1313,1300,1
2020,1,2020-01-12,S08000030,All ages,Female,626,609.5,2.7
2020,1,2020-01-12,S08000030,All ages,Male,665,690.5,-3.7
2020,1,2020-01-12,S08000031,Under 5,All,723,805,-10.2
2020,1,2020-01-12,S08000031,5 - 14,All,580,589.5,-1.6
2020,1,2020-01-12,S08000031,15 - 44,All,2317,2318.5,-0.1
2020,1,2020-01-12,S08000031,45 - 64,All,1532,1489.5,2.9
2020,1,2020-01-12,S08000031,65 - 74,All,561,565.5,-0.8
2020,1,2020-01-12,S08000031,75 - 84,All,570,537,6.1
2020,1,2020-01-12,S08000031,85 and over,All,340,302,12.6
2020,1,2020-01-12,S08000031,All ages,All,6756,6616,2.1
2020,1,2020-01-12,S08000031,All ages,Female,3355,3221,4.2
2020,1,2020-01-12,S08000031,All ages,Male,3268,3386,-3.5
2020,1,2020-01-12,S08000032,Under 5,All,181,179,1.1
2020,1,2020-01-12,S08000032,5 - 14,All,262,249.5,5
2020,1,2020-01-12,S08000032,15 - 44,All,1379,1303.5,5.8
2020,1,2020-01-12,S08000032,45 - 64,All,1090,982,11
2020,1,2020-01-12,S08000032,65 - 74,All,464,442,5
2020,1,2020-01-12,S08000032,75 - 84,All,409,380.5,7.5
2020,1,2020-01-12,S08000032,85 and over,All,212,205,3.4
2020,1,2020-01-12,S08000032,All ages,All,4036,3771.5,7
2020,1,2020-01-12,S08000032,All ages,Female,2030,1895.5,7.1
2020,1,2020-01-12,S08000032,All ages,Male,1967,1846,6.6
2020,1,2020-01-12,S92000003,Under 5,All,2112,2338,-9.7
2020,1,2020-01-12,S92000003,5 - 14,All,2084,2131,-2.2
2020,1,2020-01-12,S92000003,15 - 44,All,8594,8358.5,2.8
2020,1,2020-01-12,S92000003,45 - 64,All,5891,5506.5,7
2020,1,2020-01-12,S92000003,65 - 74,All,2499,2305,8.4
2020,1,2020-01-12,S92000003,75 - 84,All,2367,2217.5,6.7
2020,1,2020-01-12,S92000003,85 and over,All,1360,1263,7.7
2020,1,2020-01-12,S92000003,All ages,All,25375,24440,3.8
2020,1,2020-01-12,S92000003,All ages,Female,12497,11811,5.8
2020,1,2020-01-12,S92000003,All ages,Male,12410,12308.5,0.8
2020,1,2020-01-19,S08000015,Under 5,All,157,201.5,-22.1
2020,1,2020-01-19,S08000015,5 - 14,All,204,171.5,19
2020,1,2020-01-19,S08000015,15 - 44,All,615,660.5,-6.9
2020,1,2020-01-19,S08000015,45 - 64,All,418,415.5,0.6
2020,1,2020-01-19,S08000015,65 - 74,All,202,181,11.6
2020,1,2020-01-19,S08000015,75 - 84,All,192,168.5,13.9
2020,1,2020-01-19,S08000015,85 and over,All,108,93.5,15.5
2020,1,2020-01-19,S08000015,All ages,All,1909,1900.5,0.4
2020,1,2020-01-19,S08000015,All ages,Female,910,935.5,-2.7
2020,1,2020-01-19,S08000015,All ages,Male,986,956.5,3.1
2020,1,2020-01-19,S08000016,Under 5,All,18,28,-35.7
2020,1,2020-01-19,S08000016,5 - 14,All,36,31,16.1
2020,1,2020-01-19,S08000016,15 - 44,All,144,151.5,-5
2020,1,2020-01-19,S08000016,45 - 64,All,157,117,34.2
2020,1,2020-01-19,S08000016,65 - 74,All,96,68.5,40.1
2020,1,2020-01-19,S08000016,75 - 84,All,84,65,29.2
2020,1,2020-01-19,S08000016,85 and over,All,48,52,-7.7
2020,1,2020-01-19,S08000016,All ages,All,591,518.5,14
2020,1,2020-01-19,S08000016,All ages,Female,298,254,17.3
2020,1,2020-01-19,S08000016,All ages,Male,285,259,10
2020,1,2020-01-19,S08000017,Under 5,All,51,87,-41.4
2020,1,2020-01-19,S08000017,5 - 14,All,65,78,-16.7
2020,1,2020-01-19,S08000017,15 - 44,All,269,263.5,2.1
2020,1,2020-01-19,S08000017,45 - 64,All,188,158,19
2020,1,2020-01-19,S08000017,65 - 74,All,95,90,5.6
2020,1,2020-01-19,S08000017,75 - 84,All,90,89,1.1
2020,1,2020-01-19,S08000017,85 and over,All,41,44.5,-7.9
2020,1,2020-01-19,S08000017,All ages,All,817,814.5,0.3
2020,1,2020-01-19,S08000017,All ages,Female,404,387.5,4.3
2020,1,2020-01-19,S08000017,All ages,Male,395,422.5,-6.5
2020,1,2020-01-19,S08000019,Under 5,All,115,77,49.4
2020,1,2020-01-19,S08000019,5 - 14,All,89,85.5,4.1
2020,1,2020-01-19,S08000019,15 - 44,All,413,404,2.2
2020,1,2020-01-19,S08000019,45 - 64,All,292,268.5,8.8
2020,1,2020-01-19,S08000019,65 - 74,All,109,103.5,5.3
2020,1,2020-01-19,S08000019,75 - 84,All,113,91,24.2
2020,1,2020-01-19,S08000019,85 and over,All,64,60,6.7
2020,1,2020-01-19,S08000019,All ages,All,1214,1139,6.6
2020,1,2020-01-19,S08000019,All ages,Female,617,542,13.8
2020,1,2020-01-19,S08000019,All ages,Male,578,547.5,5.6
2020,1,2020-01-19,S08000020,Under 5,All,133,150,-11.3
2020,1,2020-01-19,S08000020,5 - 14,All,196,195.5,0.3
2020,1,2020-01-19,S08000020,15 - 44,All,681,655,4
2020,1,2020-01-19,S08000020,45 - 64,All,437,365,19.7
2020,1,2020-01-19,S08000020,65 - 74,All,184,165,11.5
2020,1,2020-01-19,S08000020,75 - 84,All,177,142,24.6
2020,1,2020-01-19,S08000020,85 and over,All,115,88.5,29.9
2020,1,2020-01-19,S08000020,All ages,All,1977,1798.5,9.9
2020,1,2020-01-19,S08000020,All ages,Female,957,867.5,10.3
2020,1,2020-01-19,S08000020,All ages,Male,966,893.5,8.1
2020,1,2020-01-19,S08000022,Under 5,All,46,52.5,-12.4
2020,1,2020-01-19,S08000022,5 - 14,All,86,79,8.9
2020,1,2020-01-19,S08000022,15 - 44,All,376,343.5,9.5
2020,1,2020-01-19,S08000022,45 - 64,All,234,245,-4.5
2020,1,2020-01-19,S08000022,65 - 74,All,127,118,7.6
2020,1,2020-01-19,S08000022,75 - 84,All,87,101.5,-14.3
2020,1,2020-01-19,S08000022,85 and over,All,41,58.5,-29.9
2020,1,2020-01-19,S08000022,All ages,All,1022,1038,-1.5
2020,1,2020-01-19,S08000022,All ages,Female,487,469.5,3.7
2020,1,2020-01-19,S08000022,All ages,Male,510,528.5,-3.5
2020,1,2020-01-19,S08000024,Under 5,All,489,571.5,-14.4
2020,1,2020-01-19,S08000024,5 - 14,All,487,515,-5.4
2020,1,2020-01-19,S08000024,15 - 44,All,1493,1317.5,13.3
2020,1,2020-01-19,S08000024,45 - 64,All,825,755,9.3
2020,1,2020-01-19,S08000024,65 - 74,All,366,306.5,19.4
2020,1,2020-01-19,S08000024,75 - 84,All,335,299.5,11.9
2020,1,2020-01-19,S08000024,85 and over,All,190,182.5,4.1
2020,1,2020-01-19,S08000024,All ages,All,4362,4071,7.1
2020,1,2020-01-19,S08000024,All ages,Female,2129,1967.5,8.2
2020,1,2020-01-19,S08000024,All ages,Male,2056,1980,3.8
2020,1,2020-01-19,S08000025,Under 5,All,10,1.5,566.7
2020,1,2020-01-19,S08000025,5 - 14,All,11,8.5,29.4
2020,1,2020-01-19,S08000025,15 - 44,All,45,32,40.6
2020,1,2020-01-19,S08000025,45 - 64,All,40,30.5,31.1
2020,1,2020-01-19,S08000025,65 - 74,All,9,12,-25
2020,1,2020-01-19,S08000025,75 - 84,All,15,18,-16.7
2020,1,2020-01-19,S08000025,85 and over,All,7,6,16.7
2020,1,2020-01-19,S08000025,All ages,All,139,110,26.4
2020,1,2020-01-19,S08000025,All ages,Female,59,50.5,16.8
2020,1,2020-01-19,S08000025,All ages,Male,78,58,34.5
2020,1,2020-01-19,S08000026,5 - 14,All,12,13,-7.7
2020,1,2020-01-19,S08000026,15 - 44,All,47,43.5,8
2020,1,2020-01-19,S08000026,45 - 64,All,26,30.5,-14.8
2020,1,2020-01-19,S08000026,65 - 74,All,5,15,-66.7
2020,1,2020-01-19,S08000026,75 - 84,All,18,16,12.5
2020,1,2020-01-19,S08000026,85 and over,All,8,7.5,6.7
2020,1,2020-01-19,S08000026,All ages,All,123,142.5,-13.7
2020,1,2020-01-19,S08000026,All ages,Female,50,61,-18
2020,1,2020-01-19,S08000026,All ages,Male,70,76,-7.9
2020,1,2020-01-19,S08000028,Under 5,All,8,8.5,-5.9
2020,1,2020-01-19,S08000028,5 - 14,All,11,7.5,46.7
2020,1,2020-01-19,S08000028,15 - 44,All,23,30,-23.3
2020,1,2020-01-19,S08000028,45 - 64,All,30,22,36.4
2020,1,2020-01-19,S08000028,65 - 74,All,13,13,0
2020,1,2020-01-19,S08000028,75 - 84,All,11,16,-31.2
2020,1,2020-01-19,S08000028,85 and over,All,6,9.5,-36.8
2020,1,2020-01-19,S08000028,All ages,All,109,109.5,-0.5
2020,1,2020-01-19,S08000028,All ages,Female,53,50,6
2020,1,2020-01-19,S08000028,All ages,Male,49,56.5,-13.3
2020,1,2020-01-19,S08000029,Under 5,All,97,85.5,13.5
2020,1,2020-01-19,S08000029,5 - 14,All,135,105.5,28
2020,1,2020-01-19,S08000029,15 - 44,All,468,410.5,14
2020,1,2020-01-19,S08000029,45 - 64,All,265,271,-2.2
2020,1,2020-01-19,S08000029,65 - 74,All,112,107,4.7
2020,1,2020-01-19,S08000029,75 - 84,All,107,105.5,1.4
2020,1,2020-01-19,S08000029,85 and over,All,77,73,5.5
2020,1,2020-01-19,S08000029,All ages,All,1268,1167.5,8.6
2020,1,2020-01-19,S08000029,All ages,Female,620,579,7.1
2020,1,2020-01-19,S08000029,All ages,Male,641,579,10.7
2020,1,2020-01-19,S08000030,Under 5,All,101,94.5,6.9
2020,1,2020-01-19,S08000030,5 - 14,All,128,114.5,11.8
2020,1,2020-01-19,S08000030,15 - 44,All,499,492.5,1.3
2020,1,2020-01-19,S08000030,45 - 64,All,265,254,4.3
2020,1,2020-01-19,S08000030,65 - 74,All,134,112.5,19.1
