year,quarter,week_ending,hb,simd_quintile,admission_type,number_admissions,average20182019,percent_variation
2020,1,2020-03-15,S08000024,3,Emergency,300,294.5,1.9
2020,1,2020-03-15,S08000024,4,Emergency,258,255,1.2
2020,1,2020-03-15,S08000024,5,Emergency,369,330.5,11.6
2020,1,2020-03-15,S08000025,4,Emergency,19,21.5,-11.6
2020,1,2020-03-15,S08000026,2,Emergency,5,3.5,42.9
2020,1,2020-03-15,S08000026,3,Emergency,19,18.5,2.7
2020,1,2020-03-15,S08000026,4,Emergency,14,15.5,-9.7
2020,1,2020-03-15,S08000028,2,Emergency,6,7.5,-20
2020,1,2020-03-15,S08000028,3,Emergency,35,50.5,-30.7
2020,1,2020-03-15,S08000029,1,Emergency,173,232.5,-25.6
2020,1,2020-03-15,S08000029,2,Emergency,198,200.5,-1.2
2020,1,2020-03-15,S08000029,3,Emergency,126,156.5,-19.5
2020,1,2020-03-15,S08000029,4,Emergency,108,127.5,-15.3
2020,1,2020-03-15,S08000029,5,Emergency,79,95,-16.8
2020,1,2020-03-15,S08000030,1,Emergency,220,209.5,5
2020,1,2020-03-15,S08000030,2,Emergency,188,200,-6
2020,1,2020-03-15,S08000030,3,Emergency,192,210.5,-8.8
2020,1,2020-03-15,S08000030,4,Emergency,198,241,-17.8
2020,1,2020-03-15,S08000030,5,Emergency,156,150.5,3.7
2020,1,2020-03-15,S08000031,1,Emergency,1118,1118,0
2020,1,2020-03-15,S08000031,2,Emergency,505,530,-4.7
2020,1,2020-03-15,S08000031,3,Emergency,316,355,-11
2020,1,2020-03-15,S08000031,4,Emergency,324,309,4.9
2020,1,2020-03-15,S08000031,5,Emergency,327,346.5,-5.6
2020,1,2020-03-15,S08000032,1,Emergency,508,515.5,-1.5
2020,1,2020-03-15,S08000032,2,Emergency,359,418,-14.1
2020,1,2020-03-15,S08000032,3,Emergency,220,265.5,-17.1
2020,1,2020-03-15,S08000032,4,Emergency,176,189.5,-7.1
2020,1,2020-03-15,S08000032,5,Emergency,104,145,-28.3
2020,1,2020-03-15,S92000003,1,Emergency,3008,3233,-7
2020,1,2020-03-15,S92000003,2,Emergency,2467,2866.5,-13.9
2020,1,2020-03-15,S92000003,3,Emergency,2087,2434.5,-14.3
2020,1,2020-03-15,S92000003,4,Emergency,1772,1976.5,-10.3
2020,1,2020-03-15,S92000003,5,Emergency,1472,1643.5,-10.4
2020,1,2020-03-22,S08000015,1,Emergency,248,383,-35.2
2020,1,2020-03-22,S08000015,2,Emergency,157,257,-38.9
2020,1,2020-03-22,S08000015,3,Emergency,101,177.5,-43.1
2020,1,2020-03-22,S08000015,4,Emergency,85,122,-30.3
2020,1,2020-03-22,S08000015,5,Emergency,60,99,-39.4
2020,1,2020-03-22,S08000016,1,Emergency,12,16,-25
2020,1,2020-03-22,S08000016,2,Emergency,21,46.5,-54.8
2020,1,2020-03-22,S08000016,3,Emergency,77,89.5,-14
2020,1,2020-03-22,S08000016,4,Emergency,56,53,5.7
2020,1,2020-03-22,S08000016,5,Emergency,10,16.5,-39.4
2020,1,2020-03-22,S08000017,1,Emergency,26,38.5,-32.5
2020,1,2020-03-22,S08000017,2,Emergency,61,97.5,-37.4
2020,1,2020-03-22,S08000017,3,Emergency,80,120,-33.3
2020,1,2020-03-22,S08000017,4,Emergency,33,49,-32.7
2020,1,2020-03-22,S08000017,5,Emergency,14,25.5,-45.1
2020,1,2020-03-22,S08000019,1,Emergency,98,288,-66
2020,1,2020-03-22,S08000019,2,Emergency,99,313.5,-68.4
2020,1,2020-03-22,S08000019,3,Emergency,86,278.5,-69.1
2020,1,2020-03-22,S08000019,4,Emergency,69,211,-67.3
2020,1,2020-03-22,S08000019,5,Emergency,77,172.5,-55.4
2020,1,2020-03-22,S08000020,1,Emergency,55,86,-36
2020,1,2020-03-22,S08000020,2,Emergency,139,200,-30.5
2020,1,2020-03-22,S08000020,3,Emergency,178,201.5,-11.7
2020,1,2020-03-22,S08000020,4,Emergency,239,262,-8.8
2020,1,2020-03-22,S08000020,5,Emergency,180,216,-16.7
2020,1,2020-03-22,S08000022,1,Emergency,52,82,-36.6
2020,1,2020-03-22,S08000022,2,Emergency,79,128,-38.3
2020,1,2020-03-22,S08000022,3,Emergency,127,197.5,-35.7
2020,1,2020-03-22,S08000022,4,Emergency,95,146.5,-35.2
2020,1,2020-03-22,S08000022,5,Emergency,21,40,-47.5
2020,1,2020-03-22,S08000024,1,Emergency,213,271.5,-21.5
2020,1,2020-03-22,S08000024,2,Emergency,342,424,-19.3
2020,1,2020-03-22,S08000024,3,Emergency,237,300,-21
2020,1,2020-03-22,S08000024,4,Emergency,211,256.5,-17.7
2020,1,2020-03-22,S08000024,5,Emergency,299,334.5,-10.6
2020,1,2020-03-22,S08000025,3,Emergency,9,9,0
2020,1,2020-03-22,S08000025,4,Emergency,9,22,-59.1
2020,1,2020-03-22,S08000026,3,Emergency,11,12.5,-12
2020,1,2020-03-22,S08000026,4,Emergency,17,16.5,3
2020,1,2020-03-22,S08000028,2,Emergency,5,12,-58.3
2020,1,2020-03-22,S08000028,3,Emergency,22,48,-54.2
2020,1,2020-03-22,S08000029,1,Emergency,158,242.5,-34.8
2020,1,2020-03-22,S08000029,2,Emergency,158,202.5,-22
2020,1,2020-03-22,S08000029,3,Emergency,111,152,-27
2020,1,2020-03-22,S08000029,4,Emergency,89,124,-28.2
2020,1,2020-03-22,S08000029,5,Emergency,58,116.5,-50.2
2020,1,2020-03-22,S08000030,1,Emergency,182,220,-17.3
2020,1,2020-03-22,S08000030,2,Emergency,145,195.5,-25.8
2020,1,2020-03-22,S08000030,3,Emergency,143,189.5,-24.5
2020,1,2020-03-22,S08000030,4,Emergency,193,221,-12.7
2020,1,2020-03-22,S08000030,5,Emergency,114,145,-21.4
2020,1,2020-03-22,S08000031,1,Emergency,821,1178.5,-30.3
2020,1,2020-03-22,S08000031,2,Emergency,365,526,-30.6
2020,1,2020-03-22,S08000031,3,Emergency,265,349,-24.1
2020,1,2020-03-22,S08000031,4,Emergency,245,298.5,-17.9
2020,1,2020-03-22,S08000031,5,Emergency,253,334,-24.3
2020,1,2020-03-22,S08000032,1,Emergency,305,535,-43
2020,1,2020-03-22,S08000032,2,Emergency,275,423,-35
2020,1,2020-03-22,S08000032,3,Emergency,170,272,-37.5
2020,1,2020-03-22,S08000032,4,Emergency,125,179.5,-30.4
2020,1,2020-03-22,S08000032,5,Emergency,70,150.5,-53.5
2020,1,2020-03-22,S92000003,1,Emergency,2170,3342,-35.1
2020,1,2020-03-22,S92000003,2,Emergency,1854,2833.5,-34.6
2020,1,2020-03-22,S92000003,3,Emergency,1617,2396.5,-32.5
2020,1,2020-03-22,S92000003,4,Emergency,1466,1961.5,-25.3
2020,1,2020-03-22,S92000003,5,Emergency,1156,1651,-30
2020,1,2020-03-29,S08000015,1,Emergency,190,421,-54.9
2020,1,2020-03-29,S08000015,2,Emergency,106,264.5,-59.9
2020,1,2020-03-29,S08000015,3,Emergency,88,173,-49.1
2020,1,2020-03-29,S08000015,4,Emergency,75,134,-44
2020,1,2020-03-29,S08000015,5,Emergency,53,90.5,-41.4
2020,1,2020-03-29,S08000016,1,Emergency,8,20.5,-61
2020,1,2020-03-29,S08000016,2,Emergency,21,56,-62.5
2020,1,2020-03-29,S08000016,3,Emergency,61,84.5,-27.8
2020,1,2020-03-29,S08000016,4,Emergency,34,51,-33.3
2020,1,2020-03-29,S08000016,5,Emergency,13,7,85.7
2020,1,2020-03-29,S08000017,1,Emergency,24,44.5,-46.1
2020,1,2020-03-29,S08000017,2,Emergency,51,93.5,-45.5
2020,1,2020-03-29,S08000017,3,Emergency,97,133,-27.1
2020,1,2020-03-29,S08000017,4,Emergency,34,45.5,-25.3
2020,1,2020-03-29,S08000017,5,Emergency,12,26,-53.8
2020,1,2020-03-29,S08000019,1,Emergency,85,271,-68.6
2020,1,2020-03-29,S08000019,2,Emergency,106,290.5,-63.5
2020,1,2020-03-29,S08000019,3,Emergency,82,258.5,-68.3
2020,1,2020-03-29,S08000019,4,Emergency,73,188,-61.2
2020,1,2020-03-29,S08000019,5,Emergency,69,163.5,-57.8
2020,1,2020-03-29,S08000020,1,Emergency,78,79.5,-1.9
2020,1,2020-03-29,S08000020,2,Emergency,146,199,-26.6
2020,1,2020-03-29,S08000020,3,Emergency,182,209,-12.9
2020,1,2020-03-29,S08000020,4,Emergency,210,263,-20.2
2020,1,2020-03-29,S08000020,5,Emergency,167,219.5,-23.9
2020,1,2020-03-29,S08000022,1,Emergency,51,75.5,-32.5
2020,1,2020-03-29,S08000022,2,Emergency,68,125,-45.6
2020,1,2020-03-29,S08000022,3,Emergency,125,196.5,-36.4
2020,1,2020-03-29,S08000022,4,Emergency,81,141.5,-42.8
2020,1,2020-03-29,S08000022,5,Emergency,14,39.5,-64.6
2020,1,2020-03-29,S08000024,1,Emergency,203,285,-28.8
2020,1,2020-03-29,S08000024,2,Emergency,300,429,-30.1
2020,1,2020-03-29,S08000024,3,Emergency,193,277.5,-30.5
2020,1,2020-03-29,S08000024,4,Emergency,173,242,-28.5
2020,1,2020-03-29,S08000024,5,Emergency,238,344.5,-30.9
2020,1,2020-03-29,S08000025,4,Emergency,12,12,0
2020,1,2020-03-29,S08000026,3,Emergency,9,13,-30.8
2020,1,2020-03-29,S08000026,4,Emergency,6,23,-73.9
2020,1,2020-03-29,S08000028,2,Emergency,7,10.5,-33.3
2020,1,2020-03-29,S08000028,3,Emergency,29,52,-44.2
2020,1,2020-03-29,S08000029,1,Emergency,119,237.5,-49.9
2020,1,2020-03-29,S08000029,2,Emergency,119,196.5,-39.4
2020,1,2020-03-29,S08000029,3,Emergency,74,134.5,-45
2020,1,2020-03-29,S08000029,4,Emergency,62,140,-55.7
2020,1,2020-03-29,S08000029,5,Emergency,63,97.5,-35.4
2020,1,2020-03-29,S08000030,1,Emergency,156,193,-19.2
2020,1,2020-03-29,S08000030,2,Emergency,140,206,-32
2020,1,2020-03-29,S08000030,3,Emergency,115,191,-39.8
2020,1,2020-03-29,S08000030,4,Emergency,165,222.5,-25.8
2020,1,2020-03-29,S08000030,5,Emergency,108,163,-33.7
2020,1,2020-03-29,S08000031,1,Emergency,686,1131.5,-39.4
2020,1,2020-03-29,S08000031,2,Emergency,299,539.5,-44.6
2020,1,2020-03-29,S08000031,3,Emergency,227,335.5,-32.3
2020,1,2020-03-29,S08000031,4,Emergency,198,275.5,-28.1
2020,1,2020-03-29,S08000031,5,Emergency,200,301.5,-33.7
2020,1,2020-03-29,S08000032,1,Emergency,300,519.5,-42.3
2020,1,2020-03-29,S08000032,2,Emergency,246,418.5,-41.2
2020,1,2020-03-29,S08000032,3,Emergency,131,235.5,-44.4
2020,1,2020-03-29,S08000032,4,Emergency,109,192.5,-43.4
2020,1,2020-03-29,S08000032,5,Emergency,64,142,-54.9
2020,1,2020-03-29,S92000003,1,Emergency,1900,3279,-42.1
2020,1,2020-03-29,S92000003,2,Emergency,1614,2836,-43.1
2020,1,2020-03-29,S92000003,3,Emergency,1415,2301,-38.5
2020,1,2020-03-29,S92000003,4,Emergency,1232,1930.5,-36.2
2020,1,2020-03-29,S92000003,5,Emergency,1001,1594.5,-37.2
2020,2,2020-04-05,S08000015,1,Emergency,197,371.5,-47
2020,2,2020-04-05,S08000015,2,Emergency,128,253.5,-49.5
2020,2,2020-04-05,S08000015,3,Emergency,90,183.5,-51
2020,2,2020-04-05,S08000015,4,Emergency,66,124.5,-47
2020,2,2020-04-05,S08000015,5,Emergency,60,105.5,-43.1
2020,2,2020-04-05,S08000016,1,Emergency,9,16.5,-45.5
2020,2,2020-04-05,S08000016,2,Emergency,22,39.5,-44.3
2020,2,2020-04-05,S08000016,3,Emergency,54,91,-40.7
2020,2,2020-04-05,S08000016,4,Emergency,30,60,-50
2020,2,2020-04-05,S08000016,5,Emergency,10,17.5,-42.9
2020,2,2020-04-05,S08000017,1,Emergency,27,48,-43.8
2020,2,2020-04-05,S08000017,2,Emergency,48,105.5,-54.5
2020,2,2020-04-05,S08000017,3,Emergency,83,136,-39
2020,2,2020-04-05,S08000017,4,Emergency,23,49.5,-53.5
2020,2,2020-04-05,S08000017,5,Emergency,18,26.5,-32.1
2020,2,2020-04-05,S08000019,1,Emergency,86,263,-67.3
2020,2,2020-04-05,S08000019,2,Emergency,110,282.5,-61.1
2020,2,2020-04-05,S08000019,3,Emergency,96,244,-60.7
2020,2,2020-04-05,S08000019,4,Emergency,59,194,-69.6
2020,2,2020-04-05,S08000019,5,Emergency,56,158,-64.6
2020,2,2020-04-05,S08000020,1,Emergency,61,71,-14.1
2020,2,2020-04-05,S08000020,2,Emergency,155,185.5,-16.4
2020,2,2020-04-05,S08000020,3,Emergency,189,216,-12.5
2020,2,2020-04-05,S08000020,4,Emergency,190,257,-26.1
2020,2,2020-04-05,S08000020,5,Emergency,149,192.5,-22.6
2020,2,2020-04-05,S08000022,1,Emergency,47,80.5,-41.6
2020,2,2020-04-05,S08000022,2,Emergency,60,130.5,-54
2020,2,2020-04-05,S08000022,3,Emergency,120,186,-35.5
2020,2,2020-04-05,S08000022,4,Emergency,77,169.5,-54.6
2020,2,2020-04-05,S08000022,5,Emergency,16,41,-61
2020,2,2020-04-05,S08000024,1,Emergency,212,283,-25.1
2020,2,2020-04-05,S08000024,2,Emergency,342,432,-20.8
2020,2,2020-04-05,S08000024,3,Emergency,194,285,-31.9
2020,2,2020-04-05,S08000024,4,Emergency,220,248.5,-11.5
2020,2,2020-04-05,S08000024,5,Emergency,289,358.5,-19.4
2020,2,2020-04-05,S08000025,4,Emergency,10,22,-54.5
2020,2,2020-04-05,S08000026,3,Emergency,10,16.5,-39.4
2020,2,2020-04-05,S08000026,4,Emergency,8,15.5,-48.4
2020,2,2020-04-05,S08000028,3,Emergency,34,42,-19
2020,2,2020-04-05,S08000029,1,Emergency,131,242,-45.9
2020,2,2020-04-05,S08000029,2,Emergency,134,193.5,-30.7
2020,2,2020-04-05,S08000029,3,Emergency,87,156.5,-44.4
2020,2,2020-04-05,S08000029,4,Emergency,80,125,-36
2020,2,2020-04-05,S08000029,5,Emergency,63,82.5,-23.6
2020,2,2020-04-05,S08000030,1,Emergency,139,203,-31.5
2020,2,2020-04-05,S08000030,2,Emergency,150,183,-18
2020,2,2020-04-05,S08000030,3,Emergency,141,172,-18
2020,2,2020-04-05,S08000030,4,Emergency,197,216,-8.8
2020,2,2020-04-05,S08000030,5,Emergency,85,141.5,-39.9
2020,2,2020-04-05,S08000031,1,Emergency,796,1137.5,-30
2020,2,2020-04-05,S08000031,2,Emergency,329,526,-37.5
2020,2,2020-04-05,S08000031,3,Emergency,219,314,-30.3
2020,2,2020-04-05,S08000031,4,Emergency,215,321.5,-33.1
2020,2,2020-04-05,S08000031,5,Emergency,225,330.5,-31.9
2020,2,2020-04-05,S08000032,1,Emergency,270,535,-49.5
2020,2,2020-04-05,S08000032,2,Emergency,260,439,-40.8
2020,2,2020-04-05,S08000032,3,Emergency,144,255,-43.5
2020,2,2020-04-05,S08000032,4,Emergency,86,180.5,-52.4
2020,2,2020-04-05,S08000032,5,Emergency,82,139.5,-41.2
2020,2,2020-04-05,S92000003,1,Emergency,1976,3251,-39.2
2020,2,2020-04-05,S92000003,2,Emergency,1747,2793,-37.5
2020,2,2020-04-05,S92000003,3,Emergency,1465,2303,-36.4
2020,2,2020-04-05,S92000003,4,Emergency,1261,1984.5,-36.5
2020,2,2020-04-05,S92000003,5,Emergency,1053,1594.5,-34
2020,2,2020-04-12,S08000015,1,Emergency,202,378.5,-46.6
2020,2,2020-04-12,S08000015,2,Emergency,123,255.5,-51.9
2020,2,2020-04-12,S08000015,3,Emergency,96,161,-40.4
2020,2,2020-04-12,S08000015,4,Emergency,83,122,-32
2020,2,2020-04-12,S08000015,5,Emergency,54,89,-39.3
2020,2,2020-04-12,S08000016,1,Emergency,7,19.5,-64.1
2020,2,2020-04-12,S08000016,2,Emergency,37,47.5,-22.1
2020,2,2020-04-12,S08000016,3,Emergency,51,76.5,-33.3
2020,2,2020-04-12,S08000016,4,Emergency,39,58.5,-33.3
2020,2,2020-04-12,S08000016,5,Emergency,12,15,-20
2020,2,2020-04-12,S08000017,1,Emergency,31,41,-24.4
2020,2,2020-04-12,S08000017,2,Emergency,60,95,-36.8
2020,2,2020-04-12,S08000017,3,Emergency,66,142,-53.5
2020,2,2020-04-12,S08000017,4,Emergency,29,52,-44.2
2020,2,2020-04-12,S08000017,5,Emergency,12,20,-40
2020,2,2020-04-12,S08000019,1,Emergency,84,224,-62.5
2020,2,2020-04-12,S08000019,2,Emergency,106,262.5,-59.6
2020,2,2020-04-12,S08000019,3,Emergency,90,200.5,-55.1
2020,2,2020-04-12,S08000019,4,Emergency,53,185,-71.4
2020,2,2020-04-12,S08000019,5,Emergency,48,137.5,-65.1
2020,2,2020-04-12,S08000020,1,Emergency,73,80,-8.8
2020,2,2020-04-12,S08000020,2,Emergency,144,186.5,-22.8
2020,2,2020-04-12,S08000020,3,Emergency,160,212.5,-24.7
2020,2,2020-04-12,S08000020,4,Emergency,167,233,-28.3
2020,2,2020-04-12,S08000020,5,Emergency,162,199.5,-18.8
2020,2,2020-04-12,S08000022,1,Emergency,52,88.5,-41.2
2020,2,2020-04-12,S08000022,2,Emergency,70,123,-43.1
2020,2,2020-04-12,S08000022,3,Emergency,122,192,-36.5
2020,2,2020-04-12,S08000022,4,Emergency,83,160,-48.1
2020,2,2020-04-12,S08000022,5,Emergency,24,39.5,-39.2
2020,2,2020-04-12,S08000024,1,Emergency,221,282,-21.6
2020,2,2020-04-12,S08000024,2,Emergency,275,428,-35.7
2020,2,2020-04-12,S08000024,3,Emergency,184,271,-32.1
2020,2,2020-04-12,S08000024,4,Emergency,180,244.5,-26.4
2020,2,2020-04-12,S08000024,5,Emergency,249,361.5,-31.1
2020,2,2020-04-12,S08000025,4,Emergency,9,17.5,-48.6
2020,2,2020-04-12,S08000026,3,Emergency,10,19.5,-48.7
2020,2,2020-04-12,S08000026,4,Emergency,8,17,-52.9
2020,2,2020-04-12,S08000028,3,Emergency,22,45,-51.1
2020,2,2020-04-12,S08000029,1,Emergency,148,212.5,-30.4
2020,2,2020-04-12,S08000029,2,Emergency,129,203,-36.5
2020,2,2020-04-12,S08000029,3,Emergency,90,152,-40.8
2020,2,2020-04-12,S08000029,4,Emergency,74,122.5,-39.6
2020,2,2020-04-12,S08000029,5,Emergency,42,95,-55.8
2020,2,2020-04-12,S08000030,1,Emergency,161,216.5,-25.6
2020,2,2020-04-12,S08000030,2,Emergency,135,198,-31.8
2020,2,2020-04-12,S08000030,3,Emergency,127,180.5,-29.6
2020,2,2020-04-12,S08000030,4,Emergency,170,205.5,-17.3
2020,2,2020-04-12,S08000030,5,Emergency,93,143,-35
2020,2,2020-04-12,S08000031,1,Emergency,791,1126.5,-29.8
2020,2,2020-04-12,S08000031,2,Emergency,323,540,-40.2
2020,2,2020-04-12,S08000031,3,Emergency,230,355,-35.2
2020,2,2020-04-12,S08000031,4,Emergency,206,309.5,-33.4
2020,2,2020-04-12,S08000031,5,Emergency,223,347,-35.7
2020,2,2020-04-12,S08000032,1,Emergency,306,481,-36.4
2020,2,2020-04-12,S08000032,2,Emergency,230,406,-43.3
2020,2,2020-04-12,S08000032,3,Emergency,159,241,-34
2020,2,2020-04-12,S08000032,4,Emergency,116,179,-35.2
2020,2,2020-04-12,S08000032,5,Emergency,73,115,-36.5
2020,2,2020-04-12,S92000003,1,Emergency,2076,3150,-34.1
2020,2,2020-04-12,S92000003,2,Emergency,1639,2764,-40.7
2020,2,2020-04-12,S92000003,3,Emergency,1408,2255,-37.6
2020,2,2020-04-12,S92000003,4,Emergency,1217,1907,-36.2
2020,2,2020-04-12,S92000003,5,Emergency,992,1563,-36.5
2020,2,2020-04-19,S08000015,1,Emergency,218,385.5,-43.5
2020,2,2020-04-19,S08000015,2,Emergency,135,238.5,-43.4
2020,2,2020-04-19,S08000015,3,Emergency,76,171,-55.6
2020,2,2020-04-19,S08000015,4,Emergency,66,112.5,-41.3
2020,2,2020-04-19,S08000015,5,Emergency,56,107.5,-47.9
2020,2,2020-04-19,S08000016,1,Emergency,7,19.5,-64.1
2020,2,2020-04-19,S08000016,2,Emergency,27,39,-30.8
2020,2,2020-04-19,S08000016,3,Emergency,51,96.5,-47.2
2020,2,2020-04-19,S08000016,4,Emergency,38,44.5,-14.6
2020,2,2020-04-19,S08000016,5,Emergency,6,14.5,-58.6
2020,2,2020-04-19,S08000017,1,Emergency,26,38.5,-32.5
2020,2,2020-04-19,S08000017,2,Emergency,41,106.5,-61.5
2020,2,2020-04-19,S08000017,3,Emergency,71,133.5,-46.8
2020,2,2020-04-19,S08000017,4,Emergency,25,50,-50
2020,2,2020-04-19,S08000017,5,Emergency,9,25.5,-64.7
2020,2,2020-04-19,S08000019,1,Emergency,74,199.5,-62.9
2020,2,2020-04-19,S08000019,2,Emergency,112,194,-42.3
2020,2,2020-04-19,S08000019,3,Emergency,68,184.5,-63.1
2020,2,2020-04-19,S08000019,4,Emergency,84,140.5,-40.2
2020,2,2020-04-19,S08000019,5,Emergency,62,119.5,-48.1
2020,2,2020-04-19,S08000020,1,Emergency,51,96,-46.9
2020,2,2020-04-19,S08000020,2,Emergency,180,193.5,-7
2020,2,2020-04-19,S08000020,3,Emergency,159,221,-28.1
2020,2,2020-04-19,S08000020,4,Emergency,177,260,-31.9
2020,2,2020-04-19,S08000020,5,Emergency,168,223.5,-24.8
2020,2,2020-04-19,S08000022,1,Emergency,51,85.5,-40.4
2020,2,2020-04-19,S08000022,2,Emergency,61,133,-54.1
2020,2,2020-04-19,S08000022,3,Emergency,132,187.5,-29.6
2020,2,2020-04-19,S08000022,4,Emergency,87,151,-42.4
2020,2,2020-04-19,S08000022,5,Emergency,18,39,-53.8
2020,2,2020-04-19,S08000024,1,Emergency,190,288,-34
2020,2,2020-04-19,S08000024,2,Emergency,273,428,-36.2
2020,2,2020-04-19,S08000024,3,Emergency,186,283,-34.3
2020,2,2020-04-19,S08000024,4,Emergency,173,255.5,-32.3
2020,2,2020-04-19,S08000024,5,Emergency,255,319.5,-20.2
2020,2,2020-04-19,S08000025,2,Emergency,6,5.5,9.1
2020,2,2020-04-19,S08000025,4,Emergency,9,12,-25
2020,2,2020-04-19,S08000026,3,Emergency,8,11,-27.3
2020,2,2020-04-19,S08000026,4,Emergency,14,20,-30
2020,2,2020-04-19,S08000028,2,Emergency,5,12.5,-60
2020,2,2020-04-19,S08000028,3,Emergency,23,39.5,-41.8
2020,2,2020-04-19,S08000029,1,Emergency,127,239.5,-47
2020,2,2020-04-19,S08000029,2,Emergency,139,216.5,-35.8
2020,2,2020-04-19,S08000029,3,Emergency,87,160.5,-45.8
2020,2,2020-04-19,S08000029,4,Emergency,94,130.5,-28
2020,2,2020-04-19,S08000029,5,Emergency,59,97,-39.2
2020,2,2020-04-19,S08000030,1,Emergency,165,219,-24.7
2020,2,2020-04-19,S08000030,2,Emergency,115,189,-39.2
2020,2,2020-04-19,S08000030,3,Emergency,122,195.5,-37.6
2020,2,2020-04-19,S08000030,4,Emergency,194,226,-14.2
2020,2,2020-04-19,S08000030,5,Emergency,112,153.5,-27
2020,2,2020-04-19,S08000031,1,Emergency,791,1181,-33
2020,2,2020-04-19,S08000031,2,Emergency,337,533,-36.8
2020,2,2020-04-19,S08000031,3,Emergency,219,338.5,-35.3
2020,2,2020-04-19,S08000031,4,Emergency,197,304.5,-35.3
2020,2,2020-04-19,S08000031,5,Emergency,210,354,-40.7
2020,2,2020-04-19,S08000032,1,Emergency,274,500.5,-45.3
2020,2,2020-04-19,S08000032,2,Emergency,239,389.5,-38.6
2020,2,2020-04-19,S08000032,3,Emergency,142,238,-40.3
2020,2,2020-04-19,S08000032,4,Emergency,100,202.5,-50.6
2020,2,2020-04-19,S08000032,5,Emergency,69,137,-49.6
2020,2,2020-04-19,S92000003,1,Emergency,1974,3253,-39.3
2020,2,2020-04-19,S92000003,2,Emergency,1672,2680,-37.6
2020,2,2020-04-19,S92000003,3,Emergency,1347,2267,-40.6
2020,2,2020-04-19,S92000003,4,Emergency,1258,1909.5,-34.1
2020,2,2020-04-19,S92000003,5,Emergency,1024,1591.5,-35.7
2020,2,2020-04-26,S08000015,1,Emergency,242,373,-35.1
2020,2,2020-04-26,S08000015,2,Emergency,160,241.5,-33.7
2020,2,2020-04-26,S08000015,3,Emergency,120,176,-31.8
2020,2,2020-04-26,S08000015,4,Emergency,81,118,-31.4
2020,2,2020-04-26,S08000015,5,Emergency,61,97,-37.1
2020,2,2020-04-26,S08000016,1,Emergency,15,15,0
2020,2,2020-04-26,S08000016,2,Emergency,23,44.5,-48.3
2020,2,2020-04-26,S08000016,3,Emergency,66,97.5,-32.3
2020,2,2020-04-26,S08000016,4,Emergency,41,56,-26.8
2020,2,2020-04-26,S08000016,5,Emergency,9,17.5,-48.6
2020,2,2020-04-26,S08000017,1,Emergency,24,41,-41.5
2020,2,2020-04-26,S08000017,2,Emergency,61,91.5,-33.3
2020,2,2020-04-26,S08000017,3,Emergency,77,124.5,-38.2
2020,2,2020-04-26,S08000017,4,Emergency,46,55,-16.4
2020,2,2020-04-26,S08000017,5,Emergency,16,25.5,-37.3
2020,2,2020-04-26,S08000019,1,Emergency,80,240,-66.7
2020,2,2020-04-26,S08000019,2,Emergency,111,226.5,-51
2020,2,2020-04-26,S08000019,3,Emergency,95,206.5,-54
2020,2,2020-04-26,S08000019,4,Emergency,80,149.5,-46.5
2020,2,2020-04-26,S08000019,5,Emergency,66,127.5,-48.2
2020,2,2020-04-26,S08000020,1,Emergency,57,87,-34.5
2020,2,2020-04-26,S08000020,2,Emergency,152,193.5,-21.4
2020,2,2020-04-26,S08000020,3,Emergency,189,229.5,-17.6
2020,2,2020-04-26,S08000020,4,Emergency,222,244.5,-9.2
2020,2,2020-04-26,S08000020,5,Emergency,187,208.5,-10.3
2020,2,2020-04-26,S08000022,1,Emergency,55,73.5,-25.2
2020,2,2020-04-26,S08000022,2,Emergency,69,105,-34.3
2020,2,2020-04-26,S08000022,3,Emergency,141,191,-26.2
2020,2,2020-04-26,S08000022,4,Emergency,93,147,-36.7
2020,2,2020-04-26,S08000022,5,Emergency,12,35.5,-66.2
2020,2,2020-04-26,S08000024,1,Emergency,189,273,-30.8
2020,2,2020-04-26,S08000024,2,Emergency,319,426,-25.1
2020,2,2020-04-26,S08000024,3,Emergency,205,255.5,-19.8
2020,2,2020-04-26,S08000024,4,Emergency,199,260,-23.5
2020,2,2020-04-26,S08000024,5,Emergency,258,369,-30.1
2020,2,2020-04-26,S08000025,2,Emergency,6,4.5,33.3
2020,2,2020-04-26,S08000025,4,Emergency,16,18,-11.1
2020,2,2020-04-26,S08000026,3,Emergency,10,15,-33.3
2020,2,2020-04-26,S08000026,4,Emergency,15,22.5,-33.3
2020,2,2020-04-26,S08000028,2,Emergency,10,12,-16.7
2020,2,2020-04-26,S08000028,3,Emergency,23,42,-45.2
2020,2,2020-04-26,S08000029,1,Emergency,144,233,-38.2
2020,2,2020-04-26,S08000029,2,Emergency,110,234.5,-53.1
2020,2,2020-04-26,S08000029,3,Emergency,88,147,-40.1
2020,2,2020-04-26,S08000029,4,Emergency,79,114,-30.7
2020,2,2020-04-26,S08000029,5,Emergency,52,103,-49.5
2020,2,2020-04-26,S08000030,1,Emergency,183,203.5,-10.1
2020,2,2020-04-26,S08000030,2,Emergency,134,183.5,-27
2020,2,2020-04-26,S08000030,3,Emergency,125,191,-34.6
2020,2,2020-04-26,S08000030,4,Emergency,176,224,-21.4
2020,2,2020-04-26,S08000030,5,Emergency,115,146,-21.2
2020,2,2020-04-26,S08000031,1,Emergency,893,1105,-19.2
2020,2,2020-04-26,S08000031,2,Emergency,367,484,-24.2
