year,quarter,week_ending,hb,simd_quintile,admission_type,number_admissions,average20182019,percent_variation
2021,2,2021-06-27,S08000019,2,All,186,258.5,-28
2021,2,2021-06-27,S08000019,3,All,183,256,-28.5
2021,2,2021-06-27,S08000019,4,All,109,172.5,-36.8
2021,2,2021-06-27,S08000019,5,All,126,161,-21.7
2021,2,2021-06-27,S08000020,1,All,100,104,-3.8
2021,2,2021-06-27,S08000020,2,All,192,258,-25.6
2021,2,2021-06-27,S08000020,3,All,272,293.5,-7.3
2021,2,2021-06-27,S08000020,4,All,384,394.5,-2.7
2021,2,2021-06-27,S08000020,5,All,303,293,3.4
2021,2,2021-06-27,S08000022,1,All,84,91,-7.7
2021,2,2021-06-27,S08000022,2,All,123,149.5,-17.7
2021,2,2021-06-27,S08000022,3,All,275,281.5,-2.3
2021,2,2021-06-27,S08000022,4,All,176,228,-22.8
2021,2,2021-06-27,S08000022,5,All,33,46,-28.3
2021,2,2021-06-27,S08000024,1,All,385,390,-1.3
2021,2,2021-06-27,S08000024,2,All,605,580,4.3
2021,2,2021-06-27,S08000024,3,All,416,407.5,2.1
2021,2,2021-06-27,S08000024,4,All,408,375,8.8
2021,2,2021-06-27,S08000024,5,All,517,518.5,-0.3
2021,2,2021-06-27,S08000025,2,All,8,3,166.7
2021,2,2021-06-27,S08000025,3,All,7,12,-41.7
2021,2,2021-06-27,S08000025,4,All,22,27,-18.5
2021,2,2021-06-27,S08000026,3,All,14,10.5,33.3
2021,2,2021-06-27,S08000026,4,All,20,18,11.1
2021,2,2021-06-27,S08000028,2,All,10,14,-28.6
2021,2,2021-06-27,S08000028,3,All,56,67.5,-17
2021,2,2021-06-27,S08000029,1,All,283,236.5,19.7
2021,2,2021-06-27,S08000029,2,All,257,236,8.9
2021,2,2021-06-27,S08000029,3,All,159,176.5,-9.9
2021,2,2021-06-27,S08000029,4,All,145,133,9
2021,2,2021-06-27,S08000029,5,All,116,116.5,-0.4
2021,2,2021-06-27,S08000030,1,All,239,266.5,-10.3
2021,2,2021-06-27,S08000030,2,All,223,228.5,-2.4
2021,2,2021-06-27,S08000030,3,All,217,234.5,-7.5
2021,2,2021-06-27,S08000030,4,All,291,301.5,-3.5
2021,2,2021-06-27,S08000030,5,All,167,191,-12.6
2021,2,2021-06-27,S08000031,1,All,1505,1606,-6.3
2021,2,2021-06-27,S08000031,2,All,767,801,-4.2
2021,2,2021-06-27,S08000031,3,All,520,580.5,-10.4
2021,2,2021-06-27,S08000031,4,All,456,490.5,-7
2021,2,2021-06-27,S08000031,5,All,517,561.5,-7.9
2021,2,2021-06-27,S08000032,1,All,542,555.5,-2.4
2021,2,2021-06-27,S08000032,2,All,471,479.5,-1.8
2021,2,2021-06-27,S08000032,3,All,266,278,-4.3
2021,2,2021-06-27,S08000032,4,All,204,220.5,-7.5
2021,2,2021-06-27,S08000032,5,All,134,139.5,-3.9
2021,2,2021-06-27,S92000003,1,All,3714,3969,-6.4
2021,2,2021-06-27,S92000003,2,All,3240,3470,-6.6
2021,2,2021-06-27,S92000003,3,All,2755,3056,-9.8
2021,2,2021-06-27,S92000003,4,All,2491,2641,-5.7
2021,2,2021-06-27,S92000003,5,All,2067,2166,-4.6
2021,3,2021-07-04,S08000015,1,All,375,409,-8.3
2021,3,2021-07-04,S08000015,2,All,271,271.5,-0.2
2021,3,2021-07-04,S08000015,3,All,184,172,7
2021,3,2021-07-04,S08000015,4,All,135,130.5,3.4
2021,3,2021-07-04,S08000015,5,All,105,108,-2.8
2021,3,2021-07-04,S08000016,1,All,24,19,26.3
2021,3,2021-07-04,S08000016,2,All,45,48,-6.2
2021,3,2021-07-04,S08000016,3,All,99,102,-2.9
2021,3,2021-07-04,S08000016,4,All,64,72.5,-11.7
2021,3,2021-07-04,S08000016,5,All,16,12.5,28
2021,3,2021-07-04,S08000017,1,All,43,45.5,-5.5
2021,3,2021-07-04,S08000017,2,All,101,116.5,-13.3
2021,3,2021-07-04,S08000017,3,All,110,166,-33.7
2021,3,2021-07-04,S08000017,4,All,80,70.5,13.5
2021,3,2021-07-04,S08000017,5,All,28,30,-6.7
2021,3,2021-07-04,S08000019,1,All,168,240,-30
2021,3,2021-07-04,S08000019,2,All,176,259.5,-32.2
2021,3,2021-07-04,S08000019,3,All,188,234.5,-19.8
2021,3,2021-07-04,S08000019,4,All,140,171.5,-18.4
2021,3,2021-07-04,S08000019,5,All,92,146,-37
2021,3,2021-07-04,S08000020,1,All,103,112,-8
2021,3,2021-07-04,S08000020,2,All,245,275,-10.9
2021,3,2021-07-04,S08000020,3,All,261,302.5,-13.7
2021,3,2021-07-04,S08000020,4,All,358,373,-4
2021,3,2021-07-04,S08000020,5,All,336,283.5,18.5
2021,3,2021-07-04,S08000022,1,All,93,101.5,-8.4
2021,3,2021-07-04,S08000022,2,All,128,154,-16.9
2021,3,2021-07-04,S08000022,3,All,236,247,-4.5
2021,3,2021-07-04,S08000022,4,All,180,207,-13
2021,3,2021-07-04,S08000022,5,All,43,50.5,-14.9
2021,3,2021-07-04,S08000024,1,All,372,352,5.7
2021,3,2021-07-04,S08000024,2,All,576,569,1.2
2021,3,2021-07-04,S08000024,3,All,394,398,-1
2021,3,2021-07-04,S08000024,4,All,420,357.5,17.5
2021,3,2021-07-04,S08000024,5,All,477,515.5,-7.5
2021,3,2021-07-04,S08000025,2,All,10,9.5,5.3
2021,3,2021-07-04,S08000025,3,All,9,8,12.5
2021,3,2021-07-04,S08000025,4,All,29,22,31.8
2021,3,2021-07-04,S08000026,2,All,5,3,66.7
2021,3,2021-07-04,S08000026,3,All,21,14.5,44.8
2021,3,2021-07-04,S08000026,4,All,21,15.5,35.5
2021,3,2021-07-04,S08000028,2,All,7,15.5,-54.8
2021,3,2021-07-04,S08000028,3,All,74,63.5,16.5
2021,3,2021-07-04,S08000029,1,All,216,245.5,-12
2021,3,2021-07-04,S08000029,2,All,224,226,-0.9
2021,3,2021-07-04,S08000029,3,All,146,182.5,-20
2021,3,2021-07-04,S08000029,4,All,161,150.5,7
2021,3,2021-07-04,S08000029,5,All,117,109,7.3
2021,3,2021-07-04,S08000030,1,All,229,244,-6.1
2021,3,2021-07-04,S08000030,2,All,242,242,0
2021,3,2021-07-04,S08000030,3,All,196,238.5,-17.8
2021,3,2021-07-04,S08000030,4,All,291,304.5,-4.4
2021,3,2021-07-04,S08000030,5,All,213,221,-3.6
2021,3,2021-07-04,S08000031,1,All,1503,1617.5,-7.1
2021,3,2021-07-04,S08000031,2,All,732,823.5,-11.1
2021,3,2021-07-04,S08000031,3,All,528,558.5,-5.5
2021,3,2021-07-04,S08000031,4,All,461,526.5,-12.4
2021,3,2021-07-04,S08000031,5,All,502,561,-10.5
2021,3,2021-07-04,S08000032,1,All,545,573,-4.9
2021,3,2021-07-04,S08000032,2,All,455,474,-4
2021,3,2021-07-04,S08000032,3,All,282,272.5,3.5
2021,3,2021-07-04,S08000032,4,All,213,208.5,2.2
2021,3,2021-07-04,S08000032,5,All,129,143,-9.8
2021,3,2021-07-04,S92000003,1,All,3672,3960,-7.3
2021,3,2021-07-04,S92000003,2,All,3217,3487,-7.7
2021,3,2021-07-04,S92000003,3,All,2728,2960,-7.8
2021,3,2021-07-04,S92000003,4,All,2554,2611,-2.2
2021,3,2021-07-04,S92000003,5,All,2059,2182.5,-5.7
2021,3,2021-07-11,S08000015,1,All,379,404.5,-6.3
2021,3,2021-07-11,S08000015,2,All,242,279,-13.3
2021,3,2021-07-11,S08000015,3,All,181,176.5,2.5
2021,3,2021-07-11,S08000015,4,All,152,119.5,27.2
2021,3,2021-07-11,S08000015,5,All,88,99.5,-11.6
2021,3,2021-07-11,S08000016,1,All,16,21.5,-25.6
2021,3,2021-07-11,S08000016,2,All,46,62,-25.8
2021,3,2021-07-11,S08000016,3,All,71,99,-28.3
2021,3,2021-07-11,S08000016,4,All,59,53.5,10.3
2021,3,2021-07-11,S08000016,5,All,23,23,0
2021,3,2021-07-11,S08000017,1,All,56,43,30.2
2021,3,2021-07-11,S08000017,2,All,97,120.5,-19.5
2021,3,2021-07-11,S08000017,3,All,130,146,-11
2021,3,2021-07-11,S08000017,4,All,54,55,-1.8
2021,3,2021-07-11,S08000017,5,All,42,27.5,52.7
2021,3,2021-07-11,S08000019,1,All,151,241,-37.3
2021,3,2021-07-11,S08000019,2,All,187,300.5,-37.8
2021,3,2021-07-11,S08000019,3,All,149,220,-32.3
2021,3,2021-07-11,S08000019,4,All,134,185,-27.6
2021,3,2021-07-11,S08000019,5,All,118,156,-24.4
2021,3,2021-07-11,S08000020,1,All,108,98,10.2
2021,3,2021-07-11,S08000020,2,All,246,265,-7.2
2021,3,2021-07-11,S08000020,3,All,251,288.5,-13
2021,3,2021-07-11,S08000020,4,All,307,352.5,-12.9
2021,3,2021-07-11,S08000020,5,All,267,291.5,-8.4
2021,3,2021-07-11,S08000022,1,All,92,98.5,-6.6
2021,3,2021-07-11,S08000022,2,All,158,147.5,7.1
2021,3,2021-07-11,S08000022,3,All,230,269.5,-14.7
2021,3,2021-07-11,S08000022,4,All,166,185.5,-10.5
2021,3,2021-07-11,S08000022,5,All,37,54,-31.5
2021,3,2021-07-11,S08000024,1,All,357,343,4.1
2021,3,2021-07-11,S08000024,2,All,518,573,-9.6
2021,3,2021-07-11,S08000024,3,All,395,376.5,4.9
2021,3,2021-07-11,S08000024,4,All,400,362,10.5
2021,3,2021-07-11,S08000024,5,All,469,471,-0.4
2021,3,2021-07-11,S08000025,2,All,12,8,50
2021,3,2021-07-11,S08000025,3,All,6,10,-40
2021,3,2021-07-11,S08000025,4,All,29,16,81.2
2021,3,2021-07-11,S08000026,3,All,17,19.5,-12.8
2021,3,2021-07-11,S08000026,4,All,17,19.5,-12.8
2021,3,2021-07-11,S08000028,2,All,9,9.5,-5.3
2021,3,2021-07-11,S08000028,3,All,67,66.5,0.8
2021,3,2021-07-11,S08000029,1,All,238,238,0
2021,3,2021-07-11,S08000029,2,All,256,231.5,10.6
2021,3,2021-07-11,S08000029,3,All,179,161,11.2
2021,3,2021-07-11,S08000029,4,All,140,130.5,7.3
2021,3,2021-07-11,S08000029,5,All,112,100,12
2021,3,2021-07-11,S08000030,1,All,245,244.5,0.2
2021,3,2021-07-11,S08000030,2,All,224,255.5,-12.3
2021,3,2021-07-11,S08000030,3,All,175,221.5,-21
2021,3,2021-07-11,S08000030,4,All,297,274.5,8.2
2021,3,2021-07-11,S08000030,5,All,194,186.5,4
2021,3,2021-07-11,S08000031,1,All,1419,1658.5,-14.4
2021,3,2021-07-11,S08000031,2,All,719,773.5,-7
2021,3,2021-07-11,S08000031,3,All,569,554,2.7
2021,3,2021-07-11,S08000031,4,All,470,472,-0.4
2021,3,2021-07-11,S08000031,5,All,518,521,-0.6
2021,3,2021-07-11,S08000032,1,All,527,551.5,-4.4
2021,3,2021-07-11,S08000032,2,All,427,485,-12
2021,3,2021-07-11,S08000032,3,All,273,278.5,-2
2021,3,2021-07-11,S08000032,4,All,213,214,-0.5
2021,3,2021-07-11,S08000032,5,All,131,152.5,-14.1
2021,3,2021-07-11,S92000003,1,All,3592,3944,-8.9
2021,3,2021-07-11,S92000003,2,All,3143,3512.5,-10.5
2021,3,2021-07-11,S92000003,3,All,2693,2887,-6.7
2021,3,2021-07-11,S92000003,4,All,2441,2440.5,0
2021,3,2021-07-11,S92000003,5,All,1999,2083.5,-4.1
2021,3,2021-07-18,S08000015,1,All,345,388.5,-11.2
2021,3,2021-07-18,S08000015,2,All,228,258.5,-11.8
2021,3,2021-07-18,S08000015,3,All,161,178,-9.6
2021,3,2021-07-18,S08000015,4,All,149,119.5,24.7
2021,3,2021-07-18,S08000015,5,All,81,101.5,-20.2
2021,3,2021-07-18,S08000016,1,All,12,24.5,-51
2021,3,2021-07-18,S08000016,2,All,47,54.5,-13.8
2021,3,2021-07-18,S08000016,3,All,87,87,0
2021,3,2021-07-18,S08000016,4,All,57,64.5,-11.6
2021,3,2021-07-18,S08000016,5,All,17,20,-15
2021,3,2021-07-18,S08000017,1,All,52,45.5,14.3
2021,3,2021-07-18,S08000017,2,All,111,115,-3.5
2021,3,2021-07-18,S08000017,3,All,119,157.5,-24.4
2021,3,2021-07-18,S08000017,4,All,58,60,-3.3
2021,3,2021-07-18,S08000017,5,All,20,24,-16.7
2021,3,2021-07-18,S08000019,1,All,166,254,-34.6
2021,3,2021-07-18,S08000019,2,All,154,252,-38.9
2021,3,2021-07-18,S08000019,3,All,154,223,-30.9
2021,3,2021-07-18,S08000019,4,All,121,179.5,-32.6
2021,3,2021-07-18,S08000019,5,All,107,142.5,-24.9
2021,3,2021-07-18,S08000020,1,All,90,112.5,-20
2021,3,2021-07-18,S08000020,2,All,235,267.5,-12.1
2021,3,2021-07-18,S08000020,3,All,270,290.5,-7.1
2021,3,2021-07-18,S08000020,4,All,300,325,-7.7
2021,3,2021-07-18,S08000020,5,All,269,274.5,-2
2021,3,2021-07-18,S08000022,1,All,88,103,-14.6
2021,3,2021-07-18,S08000022,2,All,139,159.5,-12.9
2021,3,2021-07-18,S08000022,3,All,221,258,-14.3
2021,3,2021-07-18,S08000022,4,All,179,193,-7.3
2021,3,2021-07-18,S08000022,5,All,40,46.5,-14
2021,3,2021-07-18,S08000024,1,All,344,358.5,-4
2021,3,2021-07-18,S08000024,2,All,523,560.5,-6.7
2021,3,2021-07-18,S08000024,3,All,379,380,-0.3
2021,3,2021-07-18,S08000024,4,All,346,355,-2.5
2021,3,2021-07-18,S08000024,5,All,483,474.5,1.8
2021,3,2021-07-18,S08000025,2,All,7,7,0
2021,3,2021-07-18,S08000025,3,All,12,7,71.4
2021,3,2021-07-18,S08000025,4,All,24,21,14.3
2021,3,2021-07-18,S08000026,2,All,6,4.5,33.3
2021,3,2021-07-18,S08000026,3,All,11,17.5,-37.1
2021,3,2021-07-18,S08000026,4,All,17,13.5,25.9
2021,3,2021-07-18,S08000028,2,All,10,12.5,-20
2021,3,2021-07-18,S08000028,3,All,49,57,-14
2021,3,2021-07-18,S08000029,1,All,264,253.5,4.1
2021,3,2021-07-18,S08000029,2,All,230,226,1.8
2021,3,2021-07-18,S08000029,3,All,162,175,-7.4
2021,3,2021-07-18,S08000029,4,All,145,136.5,6.2
2021,3,2021-07-18,S08000029,5,All,120,111,8.1
2021,3,2021-07-18,S08000030,1,All,234,258.5,-9.5
2021,3,2021-07-18,S08000030,2,All,216,237.5,-9.1
2021,3,2021-07-18,S08000030,3,All,235,210.5,11.6
2021,3,2021-07-18,S08000030,4,All,266,261.5,1.7
2021,3,2021-07-18,S08000030,5,All,191,174,9.8
2021,3,2021-07-18,S08000031,1,All,1460,1638,-10.9
2021,3,2021-07-18,S08000031,2,All,691,755.5,-8.5
2021,3,2021-07-18,S08000031,3,All,501,528,-5.1
2021,3,2021-07-18,S08000031,4,All,451,487,-7.4
2021,3,2021-07-18,S08000031,5,All,494,545.5,-9.4
2021,3,2021-07-18,S08000032,1,All,484,574,-15.7
2021,3,2021-07-18,S08000032,2,All,420,450,-6.7
2021,3,2021-07-18,S08000032,3,All,268,273,-1.8
2021,3,2021-07-18,S08000032,4,All,204,195,4.6
2021,3,2021-07-18,S08000032,5,All,135,141.5,-4.6
2021,3,2021-07-18,S92000003,1,All,3540,4010.5,-11.7
2021,3,2021-07-18,S92000003,2,All,3017,3360.5,-10.2
2021,3,2021-07-18,S92000003,3,All,2629,2842,-7.5
2021,3,2021-07-18,S92000003,4,All,2317,2412,-3.9
2021,3,2021-07-18,S92000003,5,All,1959,2058,-4.8
2021,3,2021-07-25,S08000015,1,All,331,391,-15.3
2021,3,2021-07-25,S08000015,2,All,269,241.5,11.4
2021,3,2021-07-25,S08000015,3,All,156,165,-5.5
2021,3,2021-07-25,S08000015,4,All,127,123.5,2.8
2021,3,2021-07-25,S08000015,5,All,101,104.5,-3.3
2021,3,2021-07-25,S08000016,1,All,28,14.5,93.1
2021,3,2021-07-25,S08000016,2,All,48,46.5,3.2
2021,3,2021-07-25,S08000016,3,All,89,101.5,-12.3
2021,3,2021-07-25,S08000016,4,All,50,72,-30.6
2021,3,2021-07-25,S08000016,5,All,11,15,-26.7
2021,3,2021-07-25,S08000017,1,All,67,49.5,35.4
2021,3,2021-07-25,S08000017,2,All,100,121.5,-17.7
2021,3,2021-07-25,S08000017,3,All,138,143.5,-3.8
2021,3,2021-07-25,S08000017,4,All,68,70.5,-3.5
2021,3,2021-07-25,S08000017,5,All,28,25.5,9.8
2021,3,2021-07-25,S08000019,1,All,185,248.5,-25.6
2021,3,2021-07-25,S08000019,2,All,159,247.5,-35.8
2021,3,2021-07-25,S08000019,3,All,142,239.5,-40.7
2021,3,2021-07-25,S08000019,4,All,134,172,-22.1
2021,3,2021-07-25,S08000019,5,All,111,141,-21.3
2021,3,2021-07-25,S08000020,1,All,97,100.5,-3.5
2021,3,2021-07-25,S08000020,2,All,212,243.5,-12.9
2021,3,2021-07-25,S08000020,3,All,263,278,-5.4
2021,3,2021-07-25,S08000020,4,All,344,347.5,-1
2021,3,2021-07-25,S08000020,5,All,268,283.5,-5.5
2021,3,2021-07-25,S08000022,1,All,88,98.5,-10.7
2021,3,2021-07-25,S08000022,2,All,136,147,-7.5
2021,3,2021-07-25,S08000022,3,All,255,266,-4.1
2021,3,2021-07-25,S08000022,4,All,178,189.5,-6.1
2021,3,2021-07-25,S08000022,5,All,44,43.5,1.1
2021,3,2021-07-25,S08000024,1,All,356,365.5,-2.6
2021,3,2021-07-25,S08000024,2,All,537,571.5,-6
2021,3,2021-07-25,S08000024,3,All,361,378,-4.5
2021,3,2021-07-25,S08000024,4,All,373,365.5,2.1
2021,3,2021-07-25,S08000024,5,All,452,459,-1.5
2021,3,2021-07-25,S08000025,2,All,6,7,-14.3
2021,3,2021-07-25,S08000025,3,All,9,11,-18.2
2021,3,2021-07-25,S08000025,4,All,23,20,15
2021,3,2021-07-25,S08000026,3,All,13,16,-18.8
2021,3,2021-07-25,S08000026,4,All,19,16.5,15.2
2021,3,2021-07-25,S08000028,2,All,6,13.5,-55.6
2021,3,2021-07-25,S08000028,3,All,65,55,18.2
2021,3,2021-07-25,S08000029,1,All,223,256,-12.9
2021,3,2021-07-25,S08000029,2,All,214,220,-2.7
2021,3,2021-07-25,S08000029,3,All,175,165,6.1
2021,3,2021-07-25,S08000029,4,All,131,118,11
2021,3,2021-07-25,S08000029,5,All,125,106,17.9
2021,3,2021-07-25,S08000030,1,All,258,276,-6.5
2021,3,2021-07-25,S08000030,2,All,230,240,-4.2
2021,3,2021-07-25,S08000030,3,All,215,242,-11.2
2021,3,2021-07-25,S08000030,4,All,282,314.5,-10.3
2021,3,2021-07-25,S08000030,5,All,176,171,2.9
2021,3,2021-07-25,S08000031,1,All,1422,1561,-8.9
2021,3,2021-07-25,S08000031,2,All,654,717,-8.8
2021,3,2021-07-25,S08000031,3,All,489,520,-6
2021,3,2021-07-25,S08000031,4,All,432,449.5,-3.9
2021,3,2021-07-25,S08000031,5,All,463,512.5,-9.7
2021,3,2021-07-25,S08000032,1,All,474,537.5,-11.8
2021,3,2021-07-25,S08000032,2,All,440,447.5,-1.7
2021,3,2021-07-25,S08000032,3,All,246,255,-3.5
2021,3,2021-07-25,S08000032,4,All,203,205.5,-1.2
2021,3,2021-07-25,S08000032,5,All,114,140.5,-18.9
2021,3,2021-07-25,S92000003,1,All,3529,3899,-9.5
2021,3,2021-07-25,S92000003,2,All,3015,3270,-7.8
2021,3,2021-07-25,S92000003,3,All,2616,2835.5,-7.7
2021,3,2021-07-25,S92000003,4,All,2367,2466,-4
2021,3,2021-07-25,S92000003,5,All,1895,2003.5,-5.4
2021,3,2021-08-01,S08000015,1,All,320,394,-18.8
2021,3,2021-08-01,S08000015,2,All,259,273,-5.1
2021,3,2021-08-01,S08000015,3,All,171,171,0
2021,3,2021-08-01,S08000015,4,All,123,115.5,6.5
2021,3,2021-08-01,S08000015,5,All,81,96,-15.6
2021,3,2021-08-01,S08000016,1,All,13,19,-31.6
2021,3,2021-08-01,S08000016,2,All,46,77,-40.3
2021,3,2021-08-01,S08000016,3,All,80,117.5,-31.9
2021,3,2021-08-01,S08000016,4,All,60,66,-9.1
2021,3,2021-08-01,S08000016,5,All,13,14,-7.1
2021,3,2021-08-01,S08000017,1,All,45,47,-4.3
2021,3,2021-08-01,S08000017,2,All,103,119.5,-13.8
2021,3,2021-08-01,S08000017,3,All,141,155,-9
2021,3,2021-08-01,S08000017,4,All,51,56.5,-9.7
2021,3,2021-08-01,S08000017,5,All,21,26.5,-20.8
2021,3,2021-08-01,S08000019,1,All,168,233,-27.9
2021,3,2021-08-01,S08000019,2,All,159,252.5,-37
2021,3,2021-08-01,S08000019,3,All,168,209,-19.6
2021,3,2021-08-01,S08000019,4,All,97,171,-43.3
2021,3,2021-08-01,S08000019,5,All,109,130.5,-16.5
2021,3,2021-08-01,S08000020,1,All,87,116.5,-25.3
2021,3,2021-08-01,S08000020,2,All,224,257,-12.8
2021,3,2021-08-01,S08000020,3,All,258,261.5,-1.3
2021,3,2021-08-01,S08000020,4,All,323,344,-6.1
2021,3,2021-08-01,S08000020,5,All,271,295,-8.1
2021,3,2021-08-01,S08000022,1,All,76,92.5,-17.8
2021,3,2021-08-01,S08000022,2,All,135,149.5,-9.7
2021,3,2021-08-01,S08000022,3,All,232,286.5,-19
2021,3,2021-08-01,S08000022,4,All,188,195.5,-3.8
2021,3,2021-08-01,S08000022,5,All,46,45,2.2
2021,3,2021-08-01,S08000024,1,All,352,345,2
2021,3,2021-08-01,S08000024,2,All,569,593.5,-4.1
2021,3,2021-08-01,S08000024,3,All,388,396,-2
2021,3,2021-08-01,S08000024,4,All,384,384.5,-0.1
2021,3,2021-08-01,S08000024,5,All,471,502.5,-6.3
2021,3,2021-08-01,S08000025,2,All,8,9,-11.1
2021,3,2021-08-01,S08000025,3,All,5,8,-37.5
2021,3,2021-08-01,S08000025,4,All,27,21.5,25.6
2021,3,2021-08-01,S08000026,2,All,6,5,20
2021,3,2021-08-01,S08000026,3,All,18,14.5,24.1
2021,3,2021-08-01,S08000026,4,All,24,16,50
2021,3,2021-08-01,S08000028,2,All,14,14,0
2021,3,2021-08-01,S08000028,3,All,58,61,-4.9
2021,3,2021-08-01,S08000029,1,All,216,255,-15.3
2021,3,2021-08-01,S08000029,2,All,232,209.5,10.7
2021,3,2021-08-01,S08000029,3,All,172,183.5,-6.3
2021,3,2021-08-01,S08000029,4,All,141,146,-3.4
2021,3,2021-08-01,S08000029,5,All,104,110,-5.5
2021,3,2021-08-01,S08000030,1,All,266,238,11.8
2021,3,2021-08-01,S08000030,2,All,222,219,1.4
2021,3,2021-08-01,S08000030,3,All,196,237.5,-17.5
2021,3,2021-08-01,S08000030,4,All,276,262.5,5.1
2021,3,2021-08-01,S08000030,5,All,176,169.5,3.8
2021,3,2021-08-01,S08000031,1,All,1447,1634.5,-11.5
2021,3,2021-08-01,S08000031,2,All,712,746,-4.6
2021,3,2021-08-01,S08000031,3,All,508,544.5,-6.7
2021,3,2021-08-01,S08000031,4,All,427,477.5,-10.6
2021,3,2021-08-01,S08000031,5,All,469,546,-14.1
2021,3,2021-08-01,S08000032,1,All,532,546,-2.6
2021,3,2021-08-01,S08000032,2,All,464,449,3.3
2021,3,2021-08-01,S08000032,3,All,239,265.5,-10
2021,3,2021-08-01,S08000032,4,All,168,226.5,-25.8
2021,3,2021-08-01,S08000032,5,All,151,138,9.4
2021,3,2021-08-01,S92000003,1,All,3523,3922,-10.2
2021,3,2021-08-01,S92000003,2,All,3153,3373.5,-6.5
2021,3,2021-08-01,S92000003,3,All,2634,2911,-9.5
2021,3,2021-08-01,S92000003,4,All,2289,2484.5,-7.9
2021,3,2021-08-01,S92000003,5,All,1919,2075,-7.5
2021,3,2021-08-08,S08000015,1,All,326,379.5,-14.1
2021,3,2021-08-08,S08000015,2,All,267,277,-3.6
2021,3,2021-08-08,S08000015,3,All,177,172,2.9
2021,3,2021-08-08,S08000015,4,All,137,128,7
2021,3,2021-08-08,S08000015,5,All,93,102,-8.8
2021,3,2021-08-08,S08000016,1,All,11,23,-52.2
2021,3,2021-08-08,S08000016,2,All,44,51.5,-14.6
2021,3,2021-08-08,S08000016,3,All,83,93,-10.8
2021,3,2021-08-08,S08000016,4,All,60,70,-14.3
2021,3,2021-08-08,S08000016,5,All,9,17.5,-48.6
2021,3,2021-08-08,S08000017,1,All,66,44.5,48.3
2021,3,2021-08-08,S08000017,2,All,90,107,-15.9
2021,3,2021-08-08,S08000017,3,All,122,143,-14.7
2021,3,2021-08-08,S08000017,4,All,55,69,-20.3
2021,3,2021-08-08,S08000017,5,All,29,20,45
2021,3,2021-08-08,S08000019,1,All,148,216.5,-31.6
2021,3,2021-08-08,S08000019,2,All,152,225.5,-32.6
2021,3,2021-08-08,S08000019,3,All,146,221.5,-34.1
2021,3,2021-08-08,S08000019,4,All,114,147.5,-22.7
2021,3,2021-08-08,S08000019,5,All,101,144,-29.9
2021,3,2021-08-08,S08000020,1,All,80,102.5,-22
2021,3,2021-08-08,S08000020,2,All,194,245.5,-21
2021,3,2021-08-08,S08000020,3,All,269,285,-5.6
2021,3,2021-08-08,S08000020,4,All,322,345,-6.7
2021,3,2021-08-08,S08000020,5,All,255,293,-13
2021,3,2021-08-08,S08000022,1,All,87,86,1.2
2021,3,2021-08-08,S08000022,2,All,138,147.5,-6.4
2021,3,2021-08-08,S08000022,3,All,255,255,0
2021,3,2021-08-08,S08000022,4,All,183,196.5,-6.9
2021,3,2021-08-08,S08000022,5,All,37,48.5,-23.7
2021,3,2021-08-08,S08000024,1,All,304,355.5,-14.5
2021,3,2021-08-08,S08000024,2,All,545,557,-2.2
2021,3,2021-08-08,S08000024,3,All,385,396,-2.8
2021,3,2021-08-08,S08000024,4,All,373,376.5,-0.9
2021,3,2021-08-08,S08000024,5,All,470,507.5,-7.4
2021,3,2021-08-08,S08000025,3,All,8,5,60
2021,3,2021-08-08,S08000025,4,All,22,20,10
2021,3,2021-08-08,S08000026,3,All,15,17,-11.8
2021,3,2021-08-08,S08000026,4,All,22,19,15.8
2021,3,2021-08-08,S08000028,2,All,11,17,-35.3
2021,3,2021-08-08,S08000028,3,All,62,62,0
2021,3,2021-08-08,S08000029,1,All,241,250,-3.6
2021,3,2021-08-08,S08000029,2,All,195,221.5,-12
2021,3,2021-08-08,S08000029,3,All,159,183,-13.1
2021,3,2021-08-08,S08000029,4,All,137,128.5,6.6
2021,3,2021-08-08,S08000029,5,All,108,95.5,13.1
2021,3,2021-08-08,S08000030,1,All,251,251,0
2021,3,2021-08-08,S08000030,2,All,225,234.5,-4.1
2021,3,2021-08-08,S08000030,3,All,243,226.5,7.3
2021,3,2021-08-08,S08000030,4,All,244,276.5,-11.8
2021,3,2021-08-08,S08000030,5,All,155,174,-10.9
2021,3,2021-08-08,S08000031,1,All,1441,1607.5,-10.4
2021,3,2021-08-08,S08000031,2,All,646,751,-14
2021,3,2021-08-08,S08000031,3,All,471,553.5,-14.9
2021,3,2021-08-08,S08000031,4,All,494,488.5,1.1
2021,3,2021-08-08,S08000031,5,All,485,576,-15.8
2021,3,2021-08-08,S08000032,1,All,534,575.5,-7.2
2021,3,2021-08-08,S08000032,2,All,452,478,-5.4
2021,3,2021-08-08,S08000032,3,All,268,264,1.5
2021,3,2021-08-08,S08000032,4,All,192,225.5,-14.9
2021,3,2021-08-08,S08000032,5,All,141,138.5,1.8
2021,3,2021-08-08,S92000003,1,All,3492,3892.5,-10.3
2021,3,2021-08-08,S92000003,2,All,2965,3322.5,-10.8
2021,3,2021-08-08,S92000003,3,All,2663,2876.5,-7.4
2021,3,2021-08-08,S92000003,4,All,2356,2493,-5.5
2021,3,2021-08-08,S92000003,5,All,1883,2118.5,-11.1
