year,quarter,week_ending,hb,age_group,sex,sas_incidents,average20182019,percent_variation
2020,3,2020-07-05,S08000024,All ages,Female,704,699.5,0.6
2020,3,2020-07-05,S08000024,All ages,Male,723,662.5,9.1
2020,3,2020-07-05,S08000025,45 - 64,All,7,13.5,-48.1
2020,3,2020-07-05,S08000025,65 - 74,All,5,8.5,-41.2
2020,3,2020-07-05,S08000025,75 - 84,All,11,6,83.3
2020,3,2020-07-05,S08000025,85 and over,All,7,6,16.7
2020,3,2020-07-05,S08000025,All ages,All,35,46.5,-24.7
2020,3,2020-07-05,S08000025,All ages,Female,18,20,-10
2020,3,2020-07-05,S08000025,All ages,Male,16,18.5,-13.5
2020,3,2020-07-05,S08000026,15 - 44,All,6,4,50
2020,3,2020-07-05,S08000026,45 - 64,All,11,5,120
2020,3,2020-07-05,S08000026,65 - 74,All,7,6,16.7
2020,3,2020-07-05,S08000026,75 - 84,All,10,9,11.1
2020,3,2020-07-05,S08000026,All ages,All,38,28,35.7
2020,3,2020-07-05,S08000026,All ages,Female,23,13.5,70.4
2020,3,2020-07-05,S08000026,All ages,Male,14,13,7.7
2020,3,2020-07-05,S08000028,15 - 44,All,7,9.5,-26.3
2020,3,2020-07-05,S08000028,45 - 64,All,7,17,-58.8
2020,3,2020-07-05,S08000028,65 - 74,All,20,12,66.7
2020,3,2020-07-05,S08000028,75 - 84,All,24,21,14.3
2020,3,2020-07-05,S08000028,85 and over,All,7,15,-53.3
2020,3,2020-07-05,S08000028,All ages,All,69,81,-14.8
2020,3,2020-07-05,S08000028,All ages,Female,33,41,-19.5
2020,3,2020-07-05,S08000028,All ages,Male,29,31,-6.5
2020,3,2020-07-05,S08000029,Under 5,All,17,19,-10.5
2020,3,2020-07-05,S08000029,5 - 14,All,12,14.5,-17.2
2020,3,2020-07-05,S08000029,15 - 44,All,199,176,13.1
2020,3,2020-07-05,S08000029,45 - 64,All,166,155.5,6.8
2020,3,2020-07-05,S08000029,65 - 74,All,130,106.5,22.1
2020,3,2020-07-05,S08000029,75 - 84,All,139,145,-4.1
2020,3,2020-07-05,S08000029,85 and over,All,88,114,-22.8
2020,3,2020-07-05,S08000029,All ages,All,776,759.5,2.2
2020,3,2020-07-05,S08000029,All ages,Female,343,364,-5.8
2020,3,2020-07-05,S08000029,All ages,Male,394,336,17.3
2020,3,2020-07-05,S08000030,Under 5,All,14,20,-30
2020,3,2020-07-05,S08000030,5 - 14,All,13,19.5,-33.3
2020,3,2020-07-05,S08000030,15 - 44,All,198,201,-1.5
2020,3,2020-07-05,S08000030,45 - 64,All,184,170,8.2
2020,3,2020-07-05,S08000030,65 - 74,All,110,128,-14.1
2020,3,2020-07-05,S08000030,75 - 84,All,188,167,12.6
2020,3,2020-07-05,S08000030,85 and over,All,115,126.5,-9.1
2020,3,2020-07-05,S08000030,All ages,All,860,879,-2.2
2020,3,2020-07-05,S08000030,All ages,Female,387,380,1.8
2020,3,2020-07-05,S08000030,All ages,Male,411,411,0
2020,3,2020-07-05,S08000031,Under 5,All,39,57,-31.6
2020,3,2020-07-05,S08000031,5 - 14,All,38,38,0
2020,3,2020-07-05,S08000031,15 - 44,All,599,584,2.6
2020,3,2020-07-05,S08000031,45 - 64,All,637,599,6.3
2020,3,2020-07-05,S08000031,65 - 74,All,343,357,-3.9
2020,3,2020-07-05,S08000031,75 - 84,All,404,432.5,-6.6
2020,3,2020-07-05,S08000031,85 and over,All,307,316,-2.8
2020,3,2020-07-05,S08000031,All ages,All,2490,2590.5,-3.9
2020,3,2020-07-05,S08000031,All ages,Female,1140,1179.5,-3.3
2020,3,2020-07-05,S08000031,All ages,Male,1142,1095.5,4.2
2020,3,2020-07-05,S08000032,Under 5,All,19,33.5,-43.3
2020,3,2020-07-05,S08000032,5 - 14,All,14,22,-36.4
2020,3,2020-07-05,S08000032,15 - 44,All,275,279.5,-1.6
2020,3,2020-07-05,S08000032,45 - 64,All,347,323,7.4
2020,3,2020-07-05,S08000032,65 - 74,All,214,225.5,-5.1
2020,3,2020-09-20,S08000026,65 - 74,All,12,3.5,242.9
2020,3,2020-09-20,S08000026,75 - 84,All,6,9.5,-36.8
2020,3,2020-09-20,S08000026,All ages,All,42,43,-2.3
2020,3,2020-09-20,S08000026,All ages,Female,17,17.5,-2.9
2020,3,2020-07-12,S08000016,75 - 84,All,57,64.5,-11.6
2020,3,2020-07-12,S08000016,85 and over,All,57,49.5,15.2
2020,3,2020-07-12,S08000016,All ages,All,255,293,-13
2020,3,2020-07-12,S08000016,All ages,Female,123,129.5,-5
2020,3,2020-07-12,S08000016,All ages,Male,116,131,-11.5
2020,3,2020-07-12,S08000017,15 - 44,All,49,62.5,-21.6
2020,3,2020-07-12,S08000017,45 - 64,All,71,72,-1.4
2020,3,2020-07-12,S08000017,65 - 74,All,65,54,20.4
2020,3,2020-07-12,S08000017,75 - 84,All,77,78,-1.3
2020,3,2020-07-12,S08000017,85 and over,All,61,56,8.9
2020,3,2020-07-12,S08000017,All ages,All,337,348,-3.2
2020,3,2020-07-12,S08000017,All ages,Female,181,150,20.7
2020,3,2020-07-12,S08000017,All ages,Male,137,162,-15.4
2020,3,2020-07-12,S08000019,Under 5,All,11,7.5,46.7
2020,3,2020-07-12,S08000019,5 - 14,All,7,8.5,-17.6
2020,3,2020-07-12,S08000019,15 - 44,All,134,128,4.7
2020,3,2020-07-12,S08000019,45 - 64,All,119,146.5,-18.8
2020,3,2020-07-12,S08000019,65 - 74,All,90,78.5,14.6
2020,3,2020-07-12,S08000019,75 - 84,All,107,109,-1.8
2020,3,2020-07-12,S08000019,85 and over,All,74,68.5,8
2020,3,2020-07-12,S08000019,All ages,All,568,580.5,-2.2
2020,3,2020-07-12,S08000019,All ages,Female,259,253.5,2.2
2020,3,2020-07-12,S08000019,All ages,Male,267,267,0
2020,3,2020-07-12,S08000020,Under 5,All,20,30.5,-34.4
2020,3,2020-07-12,S08000020,5 - 14,All,19,15,26.7
2020,3,2020-07-12,S08000020,15 - 44,All,209,230.5,-9.3
2020,3,2020-07-12,S08000020,45 - 64,All,244,237.5,2.7
2020,3,2020-07-12,S08000020,65 - 74,All,145,149.5,-3
2020,3,2020-07-12,S08000020,75 - 84,All,214,185.5,15.4
2020,3,2020-07-12,S08000020,85 and over,All,152,160,-5
2020,3,2020-07-12,S08000020,All ages,All,1042,1067,-2.3
2020,3,2020-07-12,S08000020,All ages,Female,519,510.5,1.7
2020,3,2020-07-12,S08000020,All ages,Male,451,453,-0.4
2020,3,2020-07-12,S08000022,Under 5,All,10,23.5,-57.4
2020,3,2020-07-12,S08000022,5 - 14,All,15,13,15.4
2020,3,2020-07-12,S08000022,15 - 44,All,162,156.5,3.5
2020,3,2020-07-12,S08000022,45 - 64,All,179,153.5,16.6
2020,3,2020-07-12,S08000022,65 - 74,All,123,130,-5.4
2020,3,2020-07-12,S08000022,75 - 84,All,140,141,-0.7
2020,3,2020-07-12,S08000022,85 and over,All,142,109.5,29.7
2020,3,2020-07-12,S08000022,All ages,All,806,790,2
2020,3,2020-07-12,S08000022,All ages,Female,361,324.5,11.2
2020,3,2020-07-12,S08000022,All ages,Male,381,313.5,21.5
2020,3,2020-07-12,S08000024,Under 5,All,21,38,-44.7
2020,3,2020-07-12,S08000024,5 - 14,All,24,24.5,-2
2020,3,2020-07-12,S08000024,15 - 44,All,394,400.5,-1.6
2020,3,2020-07-12,S08000024,45 - 64,All,340,341,-0.3
2020,3,2020-07-12,S08000024,65 - 74,All,246,205,20
2020,3,2020-07-12,S08000024,75 - 84,All,239,251,-4.8
2020,3,2020-07-12,S08000024,85 and over,All,185,173,6.9
2020,3,2020-07-12,S08000024,All ages,All,1535,1553.5,-1.2
2020,3,2020-07-12,S08000024,All ages,Female,719,700,2.7
2020,3,2020-07-12,S08000024,All ages,Male,665,645.5,3
2020,3,2020-07-12,S08000025,15 - 44,All,5,5,0
2020,3,2020-07-12,S08000025,45 - 64,All,11,8,37.5
2020,3,2020-07-12,S08000025,65 - 74,All,10,2,400
2020,3,2020-07-12,S08000025,75 - 84,All,14,9,55.6
2020,3,2020-07-12,S08000025,All ages,All,46,33,39.4
2020,3,2020-07-12,S08000025,All ages,Female,17,19.5,-12.8
2020,3,2020-07-12,S08000025,All ages,Male,23,9.5,142.1
2020,3,2020-07-12,S08000026,15 - 44,All,13,9.5,36.8
2020,3,2020-07-12,S08000026,45 - 64,All,6,17.5,-65.7
2020,3,2020-07-12,S08000026,65 - 74,All,6,5,20
2020,3,2020-07-12,S08000026,85 and over,All,5,5,0
2020,3,2020-07-12,S08000026,All ages,All,37,45.5,-18.7
2020,3,2020-07-12,S08000026,All ages,Female,17,19.5,-12.8
2020,3,2020-07-12,S08000026,All ages,Male,15,19.5,-23.1
2020,3,2020-07-12,S08000028,15 - 44,All,6,5.5,9.1
2020,3,2020-07-12,S08000028,45 - 64,All,10,16.5,-39.4
2020,3,2020-07-12,S08000028,65 - 74,All,17,15,13.3
2020,3,2020-07-12,S08000028,75 - 84,All,17,18.5,-8.1
2020,3,2020-07-12,S08000028,All ages,All,59,76,-22.4
2020,3,2020-07-12,S08000028,All ages,Female,19,30,-36.7
2020,3,2020-07-12,S08000028,All ages,Male,37,35.5,4.2
2020,3,2020-07-12,S08000029,Under 5,All,19,17.5,8.6
2020,3,2020-07-12,S08000029,5 - 14,All,14,14,0
2020,3,2020-07-12,S08000029,15 - 44,All,184,197,-6.6
2020,3,2020-07-12,S08000029,45 - 64,All,151,179.5,-15.9
2020,3,2020-07-12,S08000029,65 - 74,All,116,121,-4.1
2020,3,2020-07-12,S08000029,75 - 84,All,156,152.5,2.3
2020,3,2020-07-12,S08000029,85 and over,All,93,109,-14.7
2020,3,2020-07-12,S08000029,All ages,All,764,819,-6.7
2020,3,2020-07-12,S08000029,All ages,Female,379,382,-0.8
2020,3,2020-07-12,S08000029,All ages,Male,334,375,-10.9
2020,3,2020-07-12,S08000030,Under 5,All,17,20,-15
2020,3,2020-07-12,S08000030,5 - 14,All,12,12.5,-4
2020,3,2020-07-12,S08000030,15 - 44,All,196,199,-1.5
2020,3,2020-07-12,S08000030,45 - 64,All,166,192,-13.5
2020,3,2020-07-12,S08000030,65 - 74,All,143,128,11.7
2020,3,2020-07-12,S08000030,75 - 84,All,166,164,1.2
2020,3,2020-07-12,S08000030,85 and over,All,154,127.5,20.8
2020,3,2020-07-12,S08000030,All ages,All,902,881,2.4
2020,3,2020-07-12,S08000030,All ages,Female,424,394.5,7.5
2020,3,2020-07-12,S08000030,All ages,Male,399,401.5,-0.6
2020,3,2020-07-12,S08000031,Under 5,All,45,55,-18.2
2020,3,2020-07-12,S08000031,5 - 14,All,36,44,-18.2
2020,3,2020-07-12,S08000031,15 - 44,All,588,612,-3.9
2020,3,2020-07-12,S08000031,45 - 64,All,662,612.5,8.1
2020,3,2020-07-12,S08000031,65 - 74,All,334,362,-7.7
2020,3,2020-07-12,S08000031,75 - 84,All,376,420.5,-10.6
2020,3,2020-07-12,S08000031,85 and over,All,296,290,2.1
2020,3,2020-07-12,S08000031,All ages,All,2498,2596,-3.8
2020,3,2020-07-12,S08000031,All ages,Female,1168,1153.5,1.3
2020,3,2020-07-12,S08000031,All ages,Male,1092,1114.5,-2
2020,3,2020-07-12,S08000032,Under 5,All,28,23,21.7
2020,3,2020-07-12,S08000032,5 - 14,All,19,17.5,8.6
2020,3,2020-07-12,S08000032,15 - 44,All,288,313.5,-8.1
2020,3,2020-07-12,S08000032,45 - 64,All,350,323.5,8.2
2020,3,2020-07-12,S08000032,65 - 74,All,242,217.5,11.3
2020,3,2020-07-12,S08000032,75 - 84,All,272,244,11.5
2020,3,2020-07-12,S08000032,85 and over,All,173,168,3
2020,3,2020-07-12,S08000032,All ages,All,1434,1381,3.8
2020,3,2020-07-12,S08000032,All ages,Female,695,671,3.6
2020,3,2020-07-12,S08000032,All ages,Male,653,596.5,9.5
2020,3,2020-07-12,S92000003,Under 5,All,192,256,-25
2020,3,2020-07-12,S92000003,5 - 14,All,174,173,0.6
2020,3,2020-07-12,S92000003,15 - 44,All,2486,2597,-4.3
2020,3,2020-07-12,S92000003,45 - 64,All,2556,2568,-0.5
2020,3,2020-07-12,S92000003,65 - 74,All,1734,1655.5,4.7
2020,3,2020-07-12,S92000003,75 - 84,All,2025,2019.5,0.3
2020,3,2020-07-12,S92000003,85 and over,All,1552,1463.5,6
2020,3,2020-07-12,S92000003,All ages,All,11276,11428.5,-1.3
2020,3,2020-07-12,S92000003,All ages,Female,5356,5179,3.4
2020,3,2020-07-12,S92000003,All ages,Male,5022,4961,1.2
2020,3,2020-07-19,S08000015,Under 5,All,14,12,16.7
2020,3,2020-07-19,S08000015,5 - 14,All,8,13.5,-40.7
2020,3,2020-07-19,S08000015,15 - 44,All,190,188.5,0.8
2020,3,2020-07-19,S08000015,45 - 64,All,206,222.5,-7.4
2020,3,2020-07-19,S08000015,65 - 74,All,134,132,1.5
2020,3,2020-07-19,S08000015,75 - 84,All,187,181.5,3
2020,3,2020-07-19,S08000015,85 and over,All,128,121,5.8
2020,3,2020-07-19,S08000015,All ages,All,913,915,-0.2
2020,3,2020-07-19,S08000015,All ages,Female,403,419.5,-3.9
2020,3,2020-07-19,S08000015,All ages,Male,435,403.5,7.8
2020,3,2020-07-19,S08000016,Under 5,All,5,2,150
2020,3,2020-07-19,S08000016,15 - 44,All,58,62.5,-7.2
2020,3,2020-07-19,S08000016,45 - 64,All,66,49,34.7
2020,3,2020-07-19,S08000016,65 - 74,All,49,37.5,30.7
2020,3,2020-07-19,S08000016,75 - 84,All,75,59.5,26.1
2020,3,2020-07-19,S08000016,85 and over,All,49,42.5,15.3
2020,3,2020-07-19,S08000016,All ages,All,313,265,18.1
2020,3,2020-07-19,S08000016,All ages,Female,161,119.5,34.7
2020,3,2020-07-19,S08000016,All ages,Male,131,121.5,7.8
2020,3,2020-07-19,S08000017,5 - 14,All,7,2,250
2020,3,2020-07-19,S08000017,15 - 44,All,58,63,-7.9
2020,3,2020-07-19,S08000017,45 - 64,All,69,69.5,-0.7
2020,3,2020-07-19,S08000017,65 - 74,All,65,47.5,36.8
2020,3,2020-07-19,S08000017,75 - 84,All,76,80,-5
2020,3,2020-07-19,S08000017,85 and over,All,62,57,8.8
2020,3,2020-07-19,S08000017,All ages,All,358,338.5,5.8
2020,3,2020-07-19,S08000017,All ages,Female,156,165.5,-5.7
2020,3,2020-07-19,S08000017,All ages,Male,173,143,21
2020,3,2020-07-19,S08000019,Under 5,All,9,9,0
2020,3,2020-07-19,S08000019,5 - 14,All,8,16,-50
2020,3,2020-07-19,S08000019,15 - 44,All,153,120,27.5
2020,3,2020-07-19,S08000019,45 - 64,All,139,132,5.3
2020,3,2020-07-19,S08000019,65 - 74,All,94,86.5,8.7
2020,3,2020-07-19,S08000019,75 - 84,All,118,93,26.9
2020,3,2020-07-19,S08000019,85 and over,All,76,66,15.2
2020,3,2020-07-19,S08000019,All ages,All,630,557,13.1
2020,3,2020-07-19,S08000019,All ages,Female,274,246.5,11.2
2020,3,2020-07-19,S08000019,All ages,Male,311,257,21
2020,3,2020-07-19,S08000020,Under 5,All,19,25,-24
2020,3,2020-07-19,S08000020,5 - 14,All,22,11.5,91.3
2020,3,2020-07-19,S08000020,15 - 44,All,253,234,8.1
2020,3,2020-07-19,S08000020,45 - 64,All,239,226,5.8
2020,3,2020-07-19,S08000020,65 - 74,All,148,148,0
2020,3,2020-07-19,S08000020,75 - 84,All,200,181.5,10.2
2020,3,2020-07-19,S08000020,85 and over,All,187,158,18.4
2020,3,2020-07-19,S08000020,All ages,All,1108,1029.5,7.6
2020,3,2020-07-19,S08000020,All ages,Female,546,472.5,15.6
2020,3,2020-07-19,S08000020,All ages,Male,499,470,6.2
2020,3,2020-07-19,S08000022,Under 5,All,13,11,18.2
2020,3,2020-07-19,S08000022,5 - 14,All,15,10.5,42.9
2020,3,2020-07-19,S08000022,15 - 44,All,144,138.5,4
2020,3,2020-07-19,S08000022,45 - 64,All,157,157,0
2020,3,2020-07-19,S08000022,65 - 74,All,137,114.5,19.7
2020,3,2020-07-19,S08000022,75 - 84,All,170,137,24.1
2020,3,2020-07-19,S08000022,85 and over,All,107,115.5,-7.4
2020,3,2020-07-19,S08000022,All ages,All,788,735.5,7.1
2020,3,2020-07-19,S08000022,All ages,Female,361,308.5,17
2020,3,2020-07-19,S08000022,All ages,Male,336,316.5,6.2
2020,3,2020-07-19,S08000024,Under 5,All,30,36,-16.7
2020,3,2020-07-19,S08000024,5 - 14,All,28,24.5,14.3
2020,3,2020-07-19,S08000024,15 - 44,All,430,433,-0.7
2020,3,2020-07-19,S08000024,45 - 64,All,359,369,-2.7
2020,3,2020-07-19,S08000024,65 - 74,All,249,205.5,21.2
2020,3,2020-07-19,S08000024,75 - 84,All,254,236,7.6
2020,3,2020-07-19,S08000024,85 and over,All,166,165.5,0.3
2020,3,2020-07-19,S08000024,All ages,All,1604,1604,0
2020,3,2020-07-19,S08000024,All ages,Female,739,677,9.2
2020,3,2020-07-19,S08000024,All ages,Male,715,698.5,2.4
2020,3,2020-07-19,S08000025,65 - 74,All,9,6,50
2020,3,2020-07-19,S08000025,75 - 84,All,10,11,-9.1
2020,3,2020-07-19,S08000025,85 and over,All,7,5,40
2020,3,2020-07-19,S08000025,All ages,All,35,37,-5.4
2020,3,2020-07-19,S08000025,All ages,Female,16,17,-5.9
2020,3,2020-07-19,S08000025,All ages,Male,15,15,0
2020,3,2020-07-19,S08000026,15 - 44,All,10,9.5,5.3
2020,3,2020-07-19,S08000026,65 - 74,All,10,3,233.3
2020,3,2020-07-19,S08000026,75 - 84,All,7,6,16.7
2020,3,2020-07-19,S08000026,85 and over,All,6,4.5,33.3
2020,3,2020-07-19,S08000026,All ages,All,35,35,0
2020,3,2020-07-19,S08000026,All ages,Female,17,16.5,3
2020,3,2020-07-19,S08000026,All ages,Male,17,14.5,17.2
2020,3,2020-07-19,S08000028,15 - 44,All,7,11.5,-39.1
2020,3,2020-07-19,S08000028,45 - 64,All,17,15.5,9.7
2020,3,2020-07-19,S08000028,65 - 74,All,7,19,-63.2
2020,3,2020-07-19,S08000028,75 - 84,All,13,16.5,-21.2
2020,3,2020-07-19,S08000028,85 and over,All,13,16.5,-21.2
2020,3,2020-07-19,S08000028,All ages,All,63,89.5,-29.6
2020,3,2020-07-19,S08000028,All ages,Female,30,41,-26.8
2020,3,2020-07-19,S08000028,All ages,Male,28,34,-17.6
2020,3,2020-07-19,S08000029,Under 5,All,22,14,57.1
2020,3,2020-07-19,S08000029,5 - 14,All,14,17,-17.6
2020,3,2020-07-19,S08000029,15 - 44,All,185,176.5,4.8
2020,3,2020-07-19,S08000029,45 - 64,All,180,162,11.1
2020,3,2020-07-19,S08000029,65 - 74,All,143,103.5,38.2
2020,3,2020-07-19,S08000029,75 - 84,All,148,130,13.8
2020,3,2020-07-19,S08000029,85 and over,All,111,95.5,16.2
2020,3,2020-07-19,S08000029,All ages,All,839,733,14.5
2020,3,2020-07-19,S08000029,All ages,Female,392,358.5,9.3
2020,3,2020-07-19,S08000029,All ages,Male,383,311.5,23
2020,3,2020-07-19,S08000030,Under 5,All,14,18.5,-24.3
2020,3,2020-07-19,S08000030,5 - 14,All,21,17.5,20
2020,3,2020-07-19,S08000030,15 - 44,All,216,198,9.1
2020,3,2020-07-19,S08000030,45 - 64,All,222,167,32.9
2020,3,2020-07-19,S08000030,65 - 74,All,164,134,22.4
2020,3,2020-07-19,S08000030,75 - 84,All,181,147,23.1
2020,3,2020-07-19,S08000030,85 and over,All,117,127,-7.9
2020,3,2020-07-19,S08000030,All ages,All,970,844.5,14.9
2020,3,2020-07-19,S08000030,All ages,Female,458,392,16.8
2020,3,2020-07-19,S08000030,All ages,Male,450,379.5,18.6
2020,3,2020-07-19,S08000031,Under 5,All,47,49.5,-5.1
2020,3,2020-07-19,S08000031,5 - 14,All,29,40,-27.5
2020,3,2020-07-19,S08000031,15 - 44,All,620,582,6.5
2020,3,2020-07-19,S08000031,45 - 64,All,641,564.5,13.6
2020,3,2020-07-19,S08000031,65 - 74,All,394,348.5,13.1
2020,3,2020-07-19,S08000031,75 - 84,All,406,415,-2.2
2020,3,2020-07-19,S08000031,85 and over,All,315,268,17.5
2020,3,2020-07-19,S08000031,All ages,All,2603,2448,6.3
2020,3,2020-07-19,S08000031,All ages,Female,1178,1099.5,7.1
2020,3,2020-07-19,S08000031,All ages,Male,1191,1052.5,13.2
2020,3,2020-07-19,S08000032,Under 5,All,16,31.5,-49.2
2020,3,2020-07-19,S08000032,5 - 14,All,13,19.5,-33.3
2020,3,2020-07-19,S08000032,15 - 44,All,315,303.5,3.8
2020,3,2020-07-19,S08000032,45 - 64,All,356,319,11.6
2020,3,2020-07-19,S08000032,65 - 74,All,209,196,6.6
2020,3,2020-07-19,S08000032,75 - 84,All,258,272,-5.1
2020,3,2020-07-19,S08000032,85 and over,All,180,155.5,15.8
2020,3,2020-07-19,S08000032,All ages,All,1402,1366,2.6
2020,3,2020-07-19,S08000032,All ages,Female,652,625,4.3
2020,3,2020-07-19,S08000032,All ages,Male,658,625.5,5.2
2020,3,2020-07-19,S92000003,Under 5,All,194,219,-11.4
2020,3,2020-07-19,S92000003,5 - 14,All,170,181.5,-6.3
2020,3,2020-07-19,S92000003,15 - 44,All,2661,2536,4.9
2020,3,2020-07-19,S92000003,45 - 64,All,2660,2478,7.3
2020,3,2020-07-19,S92000003,65 - 74,All,1815,1586,14.4
2020,3,2020-07-19,S92000003,75 - 84,All,2104,1969.5,6.8
2020,3,2020-07-19,S92000003,85 and over,All,1524,1400,8.9
2020,3,2020-07-19,S92000003,All ages,All,11698,11032,6
2020,3,2020-07-19,S92000003,All ages,Female,5387,4969.5,8.4
2020,3,2020-07-19,S92000003,All ages,Male,5360,4859.5,10.3
2020,3,2020-07-26,S08000015,Under 5,All,18,15,20
2020,3,2020-07-26,S08000015,5 - 14,All,9,16.5,-45.5
2020,3,2020-07-26,S08000015,15 - 44,All,187,202,-7.4
2020,3,2020-07-26,S08000015,45 - 64,All,218,205.5,6.1
2020,3,2020-07-26,S08000015,65 - 74,All,156,148,5.4
2020,3,2020-07-26,S08000015,75 - 84,All,181,187.5,-3.5
2020,3,2020-07-26,S08000015,85 and over,All,132,129,2.3
2020,3,2020-07-26,S08000015,All ages,All,935,948,-1.4
2020,3,2020-07-26,S08000015,All ages,Female,442,454.5,-2.8
2020,3,2020-07-26,S08000015,All ages,Male,434,409,6.1
2020,3,2020-07-26,S08000016,Under 5,All,5,6.5,-23.1
2020,3,2020-07-26,S08000016,5 - 14,All,6,5.5,9.1
2020,3,2020-07-26,S08000016,15 - 44,All,71,54.5,30.3
2020,3,2020-07-26,S08000016,45 - 64,All,64,60,6.7
2020,3,2020-07-26,S08000016,65 - 74,All,59,46.5,26.9
2020,3,2020-07-26,S08000016,75 - 84,All,57,69.5,-18
2020,3,2020-07-26,S08000016,85 and over,All,48,54.5,-11.9
2020,3,2020-07-26,S08000016,All ages,All,316,308.5,2.4
2020,3,2020-07-26,S08000016,All ages,Female,166,131,26.7
2020,3,2020-07-26,S08000016,All ages,Male,137,151,-9.3
2020,3,2020-07-26,S08000017,15 - 44,All,69,57,21.1
2020,3,2020-07-26,S08000017,45 - 64,All,84,60.5,38.8
2020,3,2020-07-26,S08000017,65 - 74,All,68,54.5,24.8
2020,3,2020-07-26,S08000017,75 - 84,All,73,73.5,-0.7
2020,3,2020-07-26,S08000017,85 and over,All,80,70,14.3
2020,3,2020-07-26,S08000017,All ages,All,396,348.5,13.6
2020,3,2020-07-26,S08000017,All ages,Female,184,165.5,11.2
2020,3,2020-07-26,S08000017,All ages,Male,181,144,25.7
2020,3,2020-07-26,S08000019,Under 5,All,16,14.5,10.3
2020,3,2020-07-26,S08000019,5 - 14,All,12,15,-20
2020,3,2020-07-26,S08000019,15 - 44,All,125,134,-6.7
2020,3,2020-07-26,S08000019,45 - 64,All,134,130,3.1
2020,3,2020-07-26,S08000019,65 - 74,All,95,96,-1
2020,3,2020-07-26,S08000019,75 - 84,All,143,110.5,29.4
2020,3,2020-07-26,S08000019,85 and over,All,87,72,20.8
2020,3,2020-07-26,S08000019,All ages,All,647,597,8.4
2020,3,2020-07-26,S08000019,All ages,Female,292,264.5,10.4
2020,3,2020-07-26,S08000019,All ages,Male,297,280,6.1
2020,3,2020-07-26,S08000020,Under 5,All,25,20.5,22
2020,3,2020-07-26,S08000020,5 - 14,All,24,19,26.3
2020,3,2020-07-26,S08000020,15 - 44,All,240,241,-0.4
2020,3,2020-07-26,S08000020,45 - 64,All,257,232,10.8
2020,3,2020-07-26,S08000020,65 - 74,All,147,139.5,5.4
2020,3,2020-07-26,S08000020,75 - 84,All,174,199.5,-12.8
2020,3,2020-07-26,S08000020,85 and over,All,185,161.5,14.6
2020,3,2020-07-26,S08000020,All ages,All,1100,1062,3.6
2020,3,2020-07-26,S08000020,All ages,Female,519,489,6.1
2020,3,2020-07-26,S08000020,All ages,Male,489,468.5,4.4
2020,3,2020-07-26,S08000022,Under 5,All,12,15,-20
2020,3,2020-07-26,S08000022,5 - 14,All,12,14,-14.3
2020,3,2020-07-26,S08000022,15 - 44,All,170,162.5,4.6
2020,3,2020-07-26,S08000022,45 - 64,All,181,172.5,4.9
2020,3,2020-07-26,S08000022,65 - 74,All,144,116,24.1
2020,3,2020-07-26,S08000022,75 - 84,All,156,145,7.6
2020,3,2020-07-26,S08000022,85 and over,All,115,106,8.5
2020,3,2020-07-26,S08000022,All ages,All,847,789.5,7.3
2020,3,2020-07-26,S08000022,All ages,Female,391,314.5,24.3
2020,3,2020-07-26,S08000022,All ages,Male,353,324,9
2020,3,2020-07-26,S08000024,Under 5,All,35,49.5,-29.3
2020,3,2020-07-26,S08000024,5 - 14,All,21,30,-30
2020,3,2020-07-26,S08000024,15 - 44,All,368,456,-19.3
2020,3,2020-07-26,S08000024,45 - 64,All,403,366.5,10
2020,3,2020-07-26,S08000024,65 - 74,All,250,228.5,9.4
2020,3,2020-07-26,S08000024,75 - 84,All,239,250.5,-4.6
2020,3,2020-07-26,S08000024,85 and over,All,215,192,12
2020,3,2020-07-26,S08000024,All ages,All,1625,1707,-4.8
2020,3,2020-07-26,S08000024,All ages,Female,722,745.5,-3.2
2020,3,2020-07-26,S08000024,All ages,Male,754,730.5,3.2
2020,3,2020-07-26,S08000025,15 - 44,All,10,4,150
2020,3,2020-07-26,S08000025,45 - 64,All,9,5,80
2020,3,2020-07-26,S08000025,65 - 74,All,6,10,-40
2020,3,2020-07-26,S08000025,75 - 84,All,9,13.5,-33.3
2020,3,2020-07-26,S08000025,All ages,All,42,46.5,-9.7
2020,3,2020-07-26,S08000025,All ages,Female,12,26.5,-54.7
2020,3,2020-07-26,S08000025,All ages,Male,24,15.5,54.8
2020,3,2020-07-26,S08000026,15 - 44,All,11,7,57.1
2020,3,2020-07-26,S08000026,45 - 64,All,8,6,33.3
2020,3,2020-07-26,S08000026,75 - 84,All,7,6,16.7
2020,3,2020-07-26,S08000026,All ages,All,40,29.5,35.6
2020,3,2020-07-26,S08000026,All ages,Female,11,13,-15.4
2020,3,2020-07-26,S08000026,All ages,Male,20,13,53.8
2020,3,2020-07-26,S08000028,15 - 44,All,23,7.5,206.7
2020,3,2020-07-26,S08000028,45 - 64,All,9,13.5,-33.3
2020,3,2020-07-26,S08000028,65 - 74,All,14,26,-46.2
2020,3,2020-07-26,S08000028,75 - 84,All,10,22.5,-55.6
2020,3,2020-07-26,S08000028,85 and over,All,15,13,15.4
2020,3,2020-07-26,S08000028,All ages,All,75,88.5,-15.3
2020,3,2020-07-26,S08000028,All ages,Female,23,40,-42.5
2020,3,2020-07-26,S08000028,All ages,Male,44,34.5,27.5
