date,country,sex,age_group,daily_positive,cumulative_positive,crude_rate_positive,daily_deaths,cumulative_deaths,crude_rate_deaths,cumulative_negative,crude_rate_negative
2020-10-25,S92000003,Female,65 to 74,22,1872,612.1167730459349,4,168,54.93355655540441,29090,9512.006905932823
2020-10-25,S92000003,Female,75 to 84,28,2084,1085.2470968077905,3,408,212.46680206217775,26458,13778.05551215956
2020-10-25,S92000003,Female,85plus,14,2326,2821.9593569912045,2,668,810.4337276311797,20037,24309.372156505917
2020-10-25,S92000003,Female,Total,499,32592,1163.6725093080947,14,1341,47.87938251663461,370043,13212.103165252063
2020-10-25,S92000003,Male,0 to 14,30,1090,247.34445097474136,0,0,0,50105,11369.902491825153
2020-10-25,S92000003,Male,0 to 59,334,19291,955.6102659619262,0,105,5.201341450728435,222446,11019.215241416548
2020-10-25,S92000003,Male,15 to 19,23,2269,1573.4326350315866,0,0,0,13102,9085.550632077498
2020-10-25,S92000003,Male,20 to 24,38,2717,1567.7834070004965,0,1,0.5770273857197263,20057,11573.43827538055
2020-10-25,S92000003,Male,25 to 44,127,7196,1015.751488126746,0,14,1.976170210363319,83682,11812.133967401662
2020-10-25,S92000003,Male,45 to 64,142,7688,1063.6708265308946,0,159,21.99839508564155,71621,9909.100971249896
2020-10-25,S92000003,Male,60+,104,6880,1064.1885098576647,9,1425,220.41695153301924,77743,12025.175482829132
2020-10-25,S92000003,Male,65 to 74,34,2159,769.8643911866752,1,294,104.8356327044384,28311,10095.243528895768
2020-10-25,S92000003,Male,75 to 84,29,1890,1264.4170301586876,5,592,396.05020203912335,22558,15091.385908105647
2020-10-25,S92000003,Male,85plus,15,1162,2532.3628121867237,3,470,1024.2775574249226,10753,23434.16292551105
2020-10-25,S92000003,Male,Total,438,26180,982.2858369240422,9,1530,57.40631514491155,300208,11263.944481714776
2020-10-25,S92000003,Total,0 to 14,58,2187,254.36443782784167,0,0,0,91952,10694.704520871375
2020-10-25,S92000003,Total,0 to 59,736,43801,1079.5467288878876,3,164,4.042046152773078,496316,12232.513282681237
2020-10-25,S92000003,Total,15 to 19,54,5221,1850.6309371898485,0,0,0,27555,9767.120374308804
2020-10-25,S92000003,Total,20 to 24,84,5798,1696.5369928750126,0,1,0.29260727714298257,46774,13686.412781085866
2020-10-25,S92000003,Total,25 to 44,310,16572,1157.8245028138658,0,22,1.5370588379136525,193563,13523.53272014001
2020-10-25,S92000003,Total,45 to 64,289,17507,1171.0759557175825,5,248,16.589183584735274,173747,11622.261614100807
2020-10-25,S92000003,Total,60+,201,14978,1063.2882996402936,20,2707,192.1699443935288,174573,12392.938198231072
2020-10-25,S92000003,Total,65 to 74,56,4032,687.7459433735371,5,462,78.8042226782178,57430,9795.944823398371
2020-10-25,S92000003,Total,75 to 84,57,3974,1163.669159546245,8,1000,292.8206239421855,49046,14361.68032186843
2020-10-25,S92000003,Total,85plus,29,3488,2718.3951492857195,5,1138,886.9075917107652,30822,24021.323191308617
2020-10-25,S92000003,Total,Total,937,58795,1075.6494694474936,23,2871,52.52469813391877,670968,12275.30186608123
2020-10-26,S92000003,Female,0 to 14,41,1138,271.5284090773522,0,0,0,42122,10050.368758485263
2020-10-26,S92000003,Female,0 to 59,619,25111,1231.751936706855,2,61,2.992189404608266,275504,13514.10081519993
2020-10-26,S92000003,Female,15 to 19,62,3013,2184.7106509176074,0,0,0,14579,10571.157178801128
2020-10-26,S92000003,Female,20 to 24,67,3148,1868.770517592444,0,0,0,26876,15954.598612075772
2020-10-26,S92000003,Female,25 to 44,250,9614,1329.9873835188914,0,8,1.1067088691648774,110468,15281.98941986321
2020-10-26,S92000003,Female,45 to 64,241,10052,1301.7858761671653,2,91,11.784969631039797,102772,13309.504383749692
2020-10-26,S92000003,Female,60+,132,8226,1079.319343906097,12,1294,169.78351945228414,97393,12778.768400321722
2020-10-26,S92000003,Female,65 to 74,37,1909,624.2152349063514,1,169,55.260542011091346,29315,9585.578633462384
2020-10-26,S92000003,Female,75 to 84,36,2120,1103.9941675779826,4,412,214.5498099255325,26645,13875.43612977139
2020-10-26,S92000003,Female,85plus,17,2343,2842.584167424932,7,675,818.926296633303,20120,24410.069760388233
2020-10-26,S92000003,Female,Total,751,33343,1190.486391686911,14,1355,48.37924184193877,372933,13315.288411689851
2020-10-26,S92000003,Male,0 to 14,29,1119,253.92517489975745,0,0,0,50446,11447.282728322754
2020-10-26,S92000003,Male,0 to 59,474,19765,979.0906073680716,0,105,5.201341450728435,224378,11114.919924109952
2020-10-26,S92000003,Male,15 to 19,37,2306,1599.090196731088,0,0,0,13216,9164.603660016504
2020-10-26,S92000003,Male,20 to 24,59,2776,1601.82802275796,0,1,0.5770273857197263,20247,11683.073478667298
2020-10-26,S92000003,Male,25 to 44,211,7407,1045.5351962972215,0,14,1.976170210363319,84501,11927.739924707916
2020-10-26,S92000003,Male,45 to 64,177,7865,1088.159605965854,1,160,22.13674977171477,72240,9994.742521929218
2020-10-26,S92000003,Male,60+,119,6999,1082.595258792703,17,1442,223.04648709516755,78288,12109.475299380358
2020-10-26,S92000003,Male,65 to 74,33,2192,781.6316560820713,5,299,106.61855162798328,28521,10170.126123684651
2020-10-26,S92000003,Male,75 to 84,35,1925,1287.8321603468116,5,597,399.3952206374268,22695,15183.039417699163
2020-10-26,S92000003,Male,85plus,12,1174,2558.514579610339,6,476,1037.3534411367302,10800,23536.590681253543
2020-10-26,S92000003,Male,Total,593,26773,1004.5354741011222,17,1547,58.04416309096612,302686,11356.920199969083
2020-10-26,S92000003,Total,0 to 14,70,2257,262.5059607578595,0,0,0,92608,10771.002221472683
2020-10-26,S92000003,Total,0 to 59,1093,44894,1106.4854876987472,2,166,4.091339398538603,500459,12334.624241284522
2020-10-26,S92000003,Total,15 to 19,99,5320,1885.7223876364667,0,0,0,27807,9856.444066354745
2020-10-26,S92000003,Total,20 to 24,126,5924,1733.4055097950284,0,1,0.29260727714298257,47193,13809.015230208775
2020-10-26,S92000003,Total,25 to 44,461,17033,1190.032872099238,0,22,1.5370588379136525,195243,13640.908122307965
2020-10-26,S92000003,Total,45 to 64,418,17925,1199.0367570821766,3,251,16.78985919261514,175224,11721.060905046992
2020-10-26,S92000003,Total,60+,251,15229,1081.1067909748988,29,2736,194.22865454772625,175803,12480.255904771167
2020-10-26,S92000003,Total,65 to 74,70,4102,699.685977112661,6,468,79.82765414157127,57865,9870.1436044915
2020-10-26,S92000003,Total,75 to 84,71,4045,1184.4594238461402,9,1009,295.4560095576652,49370,14456.5542040257
2020-10-26,S92000003,Total,85plus,29,3517,2740.996485102602,13,1151,897.0392250079884,30952,24122.639524280847
2020-10-26,S92000003,Total,Total,1344,60139,1100.237833882181,31,2902,53.0918404683498,676342,12373.61873399195
2020-10-27,S92000003,Female,0 to 14,30,1168,278.68645149591157,0,0,0,42382,10112.405126112775
2020-10-27,S92000003,Female,0 to 59,549,25660,1258.6816413483295,2,63,3.09029397525116,277494,13611.714862989613
2020-10-27,S92000003,Female,15 to 19,44,3057,2216.6148223880273,0,0,0,14733,10682.821778947597
2020-10-27,S92000003,Female,20 to 24,74,3222,1912.6996847785435,0,0,0,27106,16091.135212789322
2020-10-27,S92000003,Female,25 to 44,232,9846,1362.0819407246731,0,8,1.1067088691648774,111218,15385.743376347418
2020-10-27,S92000003,Female,45 to 64,212,10264,1329.2409702526645,2,93,12.043979952601113,103521,13406.503749174402
2020-10-27,S92000003,Female,60+,182,8408,1103.1992515879483,4,1298,170.308352588149,97995,12857.755787269383
2020-10-27,S92000003,Female,65 to 74,37,1946,636.3136967667677,1,170,55.58752746677828,29518,9651.95668096683
2020-10-27,S92000003,Female,75 to 84,56,2176,1133.1562776649482,3,415,216.11206582304848,26797,13954.590428578867
2020-10-27,S92000003,Female,85plus,46,2389,2898.3924780103125,0,675,818.926296633303,20214,24524.11282984531
2020-10-27,S92000003,Female,Total,731,34074,1216.5861893152926,6,1361,48.59346726706913,375526,13407.869499583689
2020-10-27,S92000003,Male,0 to 14,29,1148,260.5058988247735,0,0,0,50764,11519.443769983276
2020-10-27,S92000003,Male,0 to 59,441,20206,1000.9362414611312,1,106,5.250878035973468,226067,11198.587216588812
2020-10-27,S92000003,Male,15 to 19,48,2354,1632.3756821790898,0,0,0,13325,9240.189449888008
2020-10-27,S92000003,Male,20 to 24,43,2819,1626.6402003439082,0,1,0.5770273857197263,20411,11777.705969925331
2020-11-19,S92000003,Female,60+,122,11138,1461.3978668157192,12,1630,213.86950286493288,109917,14422.020948714617
2020-10-27,S92000003,Total,25 to 44,391,17424,1217.3505996276126,0,22,1.5370588379136525,196655,13739.559353177694
2020-10-27,S92000003,Total,45 to 64,400,18325,1225.7935047994915,3,254,16.990534800495002,176545,11809.425064383424
2020-10-27,S92000003,Total,60+,311,15540,1103.1846826285328,13,2749,195.15152461684917,176881,12556.783130503058
2020-10-27,S92000003,Total,65 to 74,82,4184,713.672873778492,3,471,80.339369873248,58246,9935.131502414446
2020-10-27,S92000003,Total,75 to 84,93,4138,1211.6917418727635,6,1015,297.21293330131823,49641,14535.90859311403
2020-10-27,S92000003,Total,85plus,67,3584,2793.213364403676,4,1155,900.1566506379031,31093,24232.528777735344
2020-10-27,S92000003,Total,Total,1301,61440,1124.03951701427,16,2918,53.38455909257227,681105,12460.757409440175
2020-10-28,S92000003,Female,0 to 14,34,1202,286.7988995702789,0,0,0,42649,10176.111703637956
2020-10-28,S92000003,Female,0 to 59,571,26231,1286.6904962668757,1,64,3.139346260572607,279352,13702.854009116858
2020-10-28,S92000003,Female,15 to 19,41,3098,2246.343709440009,0,0,0,14849,10766.932776460522
2020-10-28,S92000003,Female,20 to 24,79,3301,1959.5970389366764,0,0,0,27312,16213.424516037114
2020-10-28,S92000003,Female,25 to 44,228,10074,1393.623143495872,0,8,1.1067088691648774,111956,15487.83726952788
2020-10-28,S92000003,Female,45 to 64,236,10500,1359.8041881968995,1,94,12.173485113381767,104183,13492.2361656112
2020-10-28,S92000003,Female,60+,159,8567,1124.061368738577,11,1309,171.7516437117774,98516,12926.115303215784
2020-10-28,S92000003,Female,65 to 74,37,1983,648.4121586271842,5,175,57.22245474521293,29701,9711.795019357538
2020-10-28,S92000003,Female,75 to 84,30,2206,1148.7788366401085,4,419,218.1950736864032,26916,14016.55991251367
2020-10-28,S92000003,Female,85plus,45,2434,2952.9875644525328,2,677,821.3527449196239,20302,24630.876554443435
2020-10-28,S92000003,Female,Total,730,34804,1242.650282706153,12,1373,49.02191811732983,377905,13492.809880647874
2020-10-28,S92000003,Male,0 to 14,44,1192,270.49044546962546,0,0,0,51034,11580.712578940322
2020-10-28,S92000003,Male,0 to 59,437,20643,1022.5837292132104,1,107,5.300414621218501,227618,11275.418460303858
2020-10-28,S92000003,Male,15 to 19,49,2403,1666.3546152405916,0,0,0,13420,9306.066973170511
2020-10-28,S92000003,Male,20 to 24,46,2865,1653.183460087016,0,1,0.5770273857197263,20573,11871.184406411929
2020-10-28,S92000003,Male,25 to 44,172,7738,1092.2575062708115,0,14,1.976170210363319,85793,12110.112204121444
2020-10-28,S92000003,Male,45 to 64,162,8215,1136.5837460914802,2,163,22.551813829934417,73296,10140.845070422536
2020-10-28,S92000003,Male,60+,98,7226,1117.7072924755068,16,1467,226.91345115715035,79149,12242.653541675045
2020-10-28,S92000003,Male,65 to 74,35,2272,810.1583588587893,6,307,109.47122190565506,28845,10285.65926993036
2020-10-28,S92000003,Male,75 to 84,17,1979,1323.9583612084884,4,604,404.0782466750515,22918,15332.227247183497
2020-10-28,S92000003,Male,85plus,10,1205,2626.0733121213443,5,485,1056.9672667044415,10888,23728.37030902672
2020-10-28,S92000003,Male,Total,535,27878,1045.9955905946697,17,1574,59.05721571117044,306787,11510.791636837896
2020-10-28,S92000003,Total,0 to 14,78,2394,278.4400842066086,0,0,0,93723,10900.685051000826
2020-10-28,S92000003,Total,0 to 59,1008,46892,1155.729440218507,2,171,4.214572512952417,507554,12509.492030637724
2020-10-28,S92000003,Total,15 to 19,90,5502,1950.2339430029776,0,0,0,28282,10024.812136679428
2020-10-28,S92000003,Total,20 to 24,125,6166,1804.2164708636303,0,1,0.29260727714298257,47955,14031.981975391727
2020-10-28,S92000003,Total,25 to 44,400,17824,1245.2971239533151,0,22,1.5370588379136525,198027,13835.415931614856
2020-10-28,S92000003,Total,45 to 64,398,18723,1252.41646877822,3,257,17.19121040837486,177693,11886.216930332115
2020-10-28,S92000003,Total,60+,257,15797,1121.4291139950408,27,2776,197.06825476041223,177787,12621.100075320395
2020-10-28,S92000003,Total,65 to 74,72,4256,725.9540513387336,11,482,82.21566088939605,58575,9991.249660988327
2020-10-28,S92000003,Total,75 to 84,47,4185,1225.4543111980463,8,1023,299.55549829285576,49864,14601.207592253137
2020-10-28,S92000003,Total,85plus,55,3639,2836.077966815004,7,1162,905.612145490254,31222,24333.0657543001
2020-10-28,S92000003,Total,Total,1265,62705,1147.1825832418588,29,2947,53.915111598975486,685423,12539.754848152212
2020-10-29,S92000003,Female,0 to 14,38,1240,295.86575330045406,0,0,0,42903,10236.716462781758
2020-10-29,S92000003,Female,0 to 59,509,26740,1311.6581094954922,0,64,3.139346260572607,281070,13787.125835299104
2020-10-29,S92000003,Female,15 to 19,31,3129,2268.821648430532,0,0,0,14941,10833.641498625946
2020-10-29,S92000003,Female,20 to 24,64,3365,1997.5898321787083,0,0,0,27505,16327.996533157617
2020-10-29,S92000003,Female,25 to 44,217,10291,1423.6426215719691,0,8,1.1067088691648774,112637,15582.04586201554
2020-10-29,S92000003,Female,45 to 64,190,10690,1384.4101687452246,0,94,12.173485113381767,104803,13572.529365295208
2020-10-29,S92000003,Female,60+,119,8686,1139.6751545305565,12,1321,173.32614311937198,99010,12990.932195495094
2020-10-29,S92000003,Female,65 to 74,28,2011,657.5677513864183,3,178,58.20341111227373,29850,9760.515852254892
2020-10-29,S92000003,Female,75 to 84,24,2230,1161.2768838202364,7,426,221.84033744727387,27047,14084.778420038536
2020-10-29,S92000003,Female,85plus,36,2470,2996.663633606309,2,679,823.7791932059448,20394,24742.493175614196
2020-10-29,S92000003,Female,Total,628,35432,1265.0725438697966,12,1385,49.45036896759054,380117,13571.787654045933
2020-10-29,S92000003,Male,0 to 14,37,1229,278.8865415118873,0,0,0,51318,11645.158289102548
2020-10-29,S92000003,Male,0 to 59,370,21013,1040.9122657538724,0,107,5.300414621218501,229057,11346.70160647146
2020-10-29,S92000003,Male,15 to 19,30,2433,1687.158043645593,0,0,0,13549,9395.521715312016
2020-10-29,S92000003,Male,20 to 24,60,2925,1687.8051032301992,0,1,0.5770273857197263,20713,11951.96824041269
2020-10-29,S92000003,Male,25 to 44,138,7876,1111.7368983443928,0,14,1.976170210363319,86334,12186.477067250484
2020-10-29,S92000003,Male,45 to 64,138,8353,1155.6766927695842,0,163,22.551813829934417,73737,10201.859486980824
2020-10-29,S92000003,Male,60+,97,7323,1132.711113036,17,1484,229.54298671929865,79532,12301.895431104622
2020-10-29,S92000003,Male,65 to 74,32,2304,821.5690399694764,9,316,112.68047596803582,28993,10338.433670067288
2020-10-29,S92000003,Male,75 to 84,22,2001,1338.6764430410233,4,608,406.7542615536942,23003,15389.092563354654
2020-10-29,S92000003,Male,85plus,10,1215,2647.866451641023,4,489,1065.6845225123132,10942,23846.053262432983
2020-10-29,S92000003,Male,Total,467,28345,1063.5176488774623,17,1591,59.69506365722501,308609,11579.153928467978
2020-10-29,S92000003,Total,0 to 14,75,2469,287.1631444887705,0,0,0,94261,10963.258470091534
2020-10-29,S92000003,Total,0 to 59,879,47771,1177.3938217324555,0,171,4.214572512952417,510713,12587.35071232437
2020-10-29,S92000003,Total,15 to 19,61,5563,1971.8559478236211,0,0,0,28503,10103.147596767332
2020-10-29,S92000003,Total,20 to 24,124,6290,1840.49977322936,0,1,0.29260727714298257,48288,14129.420198680342
2020-10-29,S92000003,Total,25 to 44,355,18179,1270.0996642923765,0,22,1.5370588379136525,199250,13920.862429740691
2020-10-29,S92000003,Total,45 to 64,328,19051,1274.3570019064184,0,257,17.19121040837486,178755,11957.256095521589
2020-10-29,S92000003,Total,60+,216,16013,1136.7629551435452,29,2805,199.1269649146097,178664,12683.358309983536
2020-10-29,S92000003,Total,65 to 74,60,4316,736.1883659722685,12,494,84.26252381610301,58872,10041.909518424323
2020-10-29,S92000003,Total,75 to 84,46,4231,1238.9240598993867,11,1034,302.7765251562198,50080,14664.456847024649
2020-10-29,S92000003,Total,85plus,46,3685,2871.928361559025,6,1168,910.2882839351264,31368,24446.851789791992
2020-10-29,S92000003,Total,Total,1096,63801,1167.2338090010976,29,2976,54.445664105378704,689459,12613.593121112332
2020-10-30,S92000003,Female,0 to 14,33,1273,303.7395999608694,0,0,0,43107,10285.391151227965
2020-10-30,S92000003,Female,0 to 59,471,27211,1334.761735881894,0,64,3.139346260572607,282661,13865.168021245525
2020-10-30,S92000003,Female,15 to 19,43,3172,2300.000725094806,0,0,0,15026,10895.274557148348
2020-10-30,S92000003,Female,20 to 24,49,3414,2026.6780645046392,0,0,0,27658,16418.82305450185
2020-10-30,S92000003,Female,25 to 44,199,10490,1451.1720046924456,0,8,1.1067088691648774,113300,15673.764359547577
2020-10-30,S92000003,Female,45 to 64,182,10872,1407.980108007304,0,94,12.173485113381767,105427,13653.340585622336
2020-10-30,S92000003,Female,60+,118,8804,1155.15773203857,16,1337,175.42547566283145,99560,13063.096751676514
2020-10-30,S92000003,Female,65 to 74,30,2041,667.3773150570263,1,179,58.53039656796066,30067,9831.471696138957
2020-10-30,S92000003,Female,75 to 84,35,2265,1179.50320262459,8,434,226.00635317398323,27176,14151.955423631724
2020-10-30,S92000003,Female,85plus,18,2488,3018.5016681831967,7,686,832.2717622080679,20460,24822.565969062784
2020-10-30,S92000003,Female,Total,589,36021,1286.1023397700933,16,1401,50.02163676793817,382258,13648.230426579948
2020-10-30,S92000003,Male,0 to 14,33,1262,286.37495149552626,0,0,0,51535,11694.40025778284
2020-10-30,S92000003,Male,0 to 59,394,21407,1060.4296803404154,3,110,5.4490243769535995,230329,11409.71214290314
2020-10-30,S92000003,Male,15 to 19,36,2469,1712.122157731594,0,0,0,13631,9452.38441961902
2020-10-30,S92000003,Male,20 to 24,51,2976,1717.2334999019051,0,1,0.5770273857197263,20842,12026.404773170534
2020-10-30,S92000003,Male,25 to 44,151,8027,1133.0513056133111,0,14,1.976170210363319,86843,12258.324969898693
2020-10-30,S92000003,Male,45 to 64,156,8509,1177.260023797006,3,166,22.96687788815407,74173,10262.182130108746
2020-10-30,S92000003,Male,60+,106,7429,1149.107040658807,16,1500,232.0178437189676,79957,12367.63382015833
2020-10-30,S92000003,Male,65 to 74,39,2343,835.4758075731263,0,316,112.68047596803582,29157,10396.913410759558
2020-10-30,S92000003,Male,75 to 84,18,2019,1350.7185099949156,7,615,411.437287591319,23106,15457.999946479704
2020-10-30,S92000003,Male,85plus,16,1231,2682.73547487251,9,498,1085.2983480800244,10999,23970.274157695156
2020-10-30,S92000003,Male,Total,500,28845,1082.2778825849502,19,1610,60.40795253810954,310306,11642.826161671192
2020-10-30,S92000003,Total,0 to 14,66,2535,294.839437537073,0,0,0,94684,11012.456530082927
2020-10-30,S92000003,Total,0 to 59,865,48636,1198.7131505260452,3,174,4.288512381600704,513585,12658.135813243664
2020-10-30,S92000003,Total,15 to 19,79,5642,1999.858216361832,0,0,0,28672,10163.05118389338
2020-10-30,S92000003,Total,20 to 24,100,6390,1869.7605009436584,0,1,0.29260727714298257,48570,14211.935450834662
2020-10-30,S92000003,Total,25 to 44,350,18529,1294.5528730773665,0,22,1.5370588379136525,200424,14002.885478636628
2020-10-30,S92000003,Total,45 to 64,338,19389,1296.9664537275494,3,260,17.391886016254723,179819,12028.429044449647
2020-10-30,S92000003,Total,60+,224,16237,1152.6647163345872,32,2837,201.3986450847585,179640,12752.644555173076
2020-10-30,S92000003,Total,65 to 74,69,4385,747.9578278008333,1,495,84.43309572666193,59253,10106.897416347272
2020-10-30,S92000003,Total,75 to 84,53,4284,1254.4435529683228,15,1049,307.1688345153526,50312,14732.391231779238
2020-10-30,S92000003,Total,85plus,34,3719,2898.4264794133005,16,1184,922.7579864547856,31491,24542.71262791187
2020-10-30,S92000003,Total,Total,1089,64890,1187.1569703622392,35,3011,55.085986095865344,693307,12683.991950237832
2020-10-31,S92000003,Female,0 to 14,25,1298,309.70463530966884,0,0,0,43257,10321.18136332076
2020-10-31,S92000003,Female,0 to 59,354,27565,1352.126244885686,0,64,3.139346260572607,283723,13917.261548256902
2020-10-31,S92000003,Female,15 to 19,34,3206,2324.653948503767,0,0,0,15083,10936.604961098665
2020-10-31,S92000003,Female,20 to 24,34,3448,2046.861735914469,0,0,0,27765,16482.342255703374
2020-10-31,S92000003,Female,25 to 44,134,10624,1469.7093782509571,0,8,1.1067088691648774,113726,15732.696606830606
2020-10-31,S92000003,Female,45 to 64,144,11016,1426.6288511597186,0,94,12.173485113381767,105829,13705.40166025616
2020-10-31,S92000003,Female,60+,75,8879,1164.9983533360362,14,1351,177.26239163835848,99923,13110.72535875625
2020-10-31,S92000003,Female,65 to 74,23,2064,674.8979805378257,2,181,59.18436747933452,30193,9872.671863555508
2020-10-31,S92000003,Female,75 to 84,14,2279,1186.7937301463312,5,439,228.61011300317656,27277,14204.55137218143
2020-10-31,S92000003,Female,85plus,21,2509,3043.9793751895663,7,693,840.7643312101911,20516,24890.50652107977
2020-10-31,S92000003,Female,Total,429,36450,1301.4194576669138,14,1415,50.52149609324233,383683,13699.108965048406
2020-10-31,S92000003,Male,0 to 14,31,1293,293.40951844985375,0,0,0,51698,11731.388464671723
2020-10-31,S92000003,Male,0 to 59,255,21662,1073.0615095778987,0,110,5.4490243769535995,231110,11448.400215979513
2020-10-31,S92000003,Male,15 to 19,24,2493,1728.7649004555951,0,0,0,13677,9484.283009840025
2020-10-31,S92000003,Male,20 to 24,33,3009,1736.2754036306562,0,1,0.5770273857197263,20915,12068.527772328074
2020-10-31,S92000003,Male,25 to 44,93,8120,1146.1787220107249,0,14,1.976170210363319,87124,12297.989529120983
2020-10-31,S92000003,Male,45 to 64,89,8598,1189.5735908575225,1,167,23.10523257422729,74447,10300.09131409281
2020-10-31,S92000003,Male,60+,57,7486,1157.9237187201277,10,1510,233.56462934376071,80242,12411.717210464933
2020-10-31,S92000003,Male,65 to 74,15,2358,840.824564343761,2,318,113.39364353745376,29270,10437.207378431673
2020-10-31,S92000003,Male,75 to 84,16,2035,1361.4225695094865,5,620,414.7823061896224,23198,15519.548288688484
2020-10-31,S92000003,Male,85plus,11,1242,2706.707928344157,2,500,1089.6569759839604,11023,24022.57769254239
2020-10-31,S92000003,Male,Total,312,29157,1093.9842684184223,10,1620,60.78315721225929,311372,11682.822979935554
2020-10-31,S92000003,Total,0 to 14,56,2591,301.35265588108723,0,0,0,94999,11049.093383268008
2020-10-31,S92000003,Total,0 to 59,609,49245,1213.7229438616475,0,174,4.288512381600704,515435,12703.732065576776
2020-10-31,S92000003,Total,15 to 19,58,5700,2020.4168438962145,0,0,0,28775,10199.56047072168
2020-10-31,S92000003,Total,20 to 24,67,6457,1889.3651885122383,0,1,0.29260727714298257,48750,14264.604760720398
2020-10-31,S92000003,Total,25 to 44,227,18756,1310.4125256322027,0,22,1.5370588379136525,201135,14052.560425625565
2020-10-31,S92000003,Total,45 to 64,233,19622,1312.5522592728855,1,261,17.45877788554801,180496,12073.714839961203
2020-10-31,S92000003,Total,60+,132,16369,1162.0353970364513,24,2861,203.10240521237017,180288,12798.646078618593
2020-10-31,S92000003,Total,65 to 74,38,4423,754.4395604020722,4,499,85.11538336889758,59492,10147.66410297085
2020-10-31,S92000003,Total,75 to 84,30,4314,1263.2281716865882,10,1059,310.09704075477447,50505,14788.905612200078
2020-10-31,S92000003,Total,85plus,32,3751,2923.365884452619,9,1193,929.772194122094,31571,24605.061140510166
2020-10-31,S92000003,Total,Total,741,65631,1200.7135016465422,24,3035,55.52506403219905,695805,12729.692645444566
2020-11-01,S92000003,Female,0 to 14,34,1332,317.81708338403615,0,0,0,43435,10363.652415004211
2020-11-01,S92000003,Female,0 to 59,422,27987,1372.8263092913369,1,65,3.188398545894054,284859,13972.984944382066
2020-11-01,S92000003,Female,15 to 19,36,3242,2350.7573615250194,0,0,0,15154,10988.086692335022
2020-11-01,S92000003,Female,20 to 24,36,3484,2068.2326821131114,0,0,0,27881,16551.204193454556
2020-11-01,S92000003,Female,25 to 44,209,10833,1498.6221474578897,0,8,1.1067088691648774,114192,15797.16239845946
2020-11-01,S92000003,Female,45 to 64,137,11153,1444.3710581866687,1,95,12.302990274162424,106208,13754.48411619203
2020-11-01,S92000003,Female,60+,95,8974,1177.463140312827,15,1366,179.23051589785177,100267,13155.861008440628
2020-11-01,S92000003,Female,65 to 74,26,2090,683.3996023856859,5,186,60.81929475776918,30309,9910.602176415192
2020-11-01,S92000003,Female,75 to 84,15,2294,1194.605009633911,3,442,230.17236890069265,27381,14258.709576628651
2020-11-01,S92000003,Female,85plus,24,2533,3073.096754625418,7,700,849.2569002123142,20566,24951.167728237793
2020-11-01,S92000003,Female,Total,517,36967,1319.878548465646,16,1431,51.092763893589954,385163,13751.951236580562
2020-11-01,S92000003,Male,0 to 14,37,1330,301.80561449211564,0,0,0,51893,11775.63816002959
2020-11-01,S92000003,Male,0 to 59,355,22017,1090.6469973398853,2,112,5.548097547443664,232081,11496.50024025244
2020-11-01,S92000003,Male,15 to 19,30,2523,1749.5683288605962,0,0,0,13749,9534.211238012023
2020-11-01,S92000003,Male,20 to 24,42,3051,1760.5105538308849,0,1,0.5770273857197263,21020,12129.115647828648
2020-11-01,S92000003,Male,25 to 44,138,8258,1165.658114084306,0,14,1.976170210363319,87493,12350.07572966556
2020-11-01,S92000003,Male,45 to 64,136,8734,1208.38982816348,3,170,23.520296632446943,74777,10345.74836049697
2020-11-01,S92000003,Male,60+,97,7583,1172.927539280621,17,1527,236.19416490590905,80584,12464.617278832857
2020-11-01,S92000003,Male,65 to 74,28,2386,850.8089103156123,1,319,113.75022732216274,29405,10485.346189367385
2020-11-01,S92000003,Male,75 to 84,25,2060,1378.1476625010037,6,626,418.7963285075865,23271,15568.385560223716
2020-11-01,S92000003,Male,85plus,16,1258,2741.576951575644,9,509,1109.2708015516716,11057,24096.674366909298
2020-11-01,S92000003,Male,Total,452,29609,1110.9435196899908,19,1639,61.49604609314381,312685,11732.087353651415
2020-11-01,S92000003,Total,0 to 14,71,2662,309.6104862815339,0,0,0,95372,11092.47606973796
2020-11-01,S92000003,Total,0 to 59,777,50022,1232.8733698415542,3,177,4.362452250248992,517545,12755.736439859404
2020-11-01,S92000003,Total,15 to 19,66,5766,2043.81114419396,0,0,0,28918,10250.248121366794
2020-11-01,S92000003,Total,20 to 24,78,6535,1912.188556129391,0,1,0.29260727714298257,48971,14329.270968968998
2020-11-01,S92000003,Total,25 to 44,347,19103,1334.65613548475,0,22,1.5370588379136525,201972,14111.038527777098
2020-11-01,S92000003,Total,45 to 64,273,19895,1330.8137395899528,4,265,17.72634536272116,181206,12121.208067159436
2020-11-01,S92000003,Total,60+,192,16561,1175.6654780573442,32,2893,205.37408538251896,180974,12847.345222266156
2020-11-01,S92000003,Total,65 to 74,54,4477,763.6504435722534,6,505,86.13881483225106,59743,10190.477652521138
2020-11-01,S92000003,Total,75 to 84,40,4354,1274.9409966442756,9,1068,312.73242637025413,50682,14840.734862637844
2020-11-01,S92000003,Total,85plus,40,3791,2954.540140751767,16,1209,942.2418966417532,31655,24670.527078738374
2020-11-01,S92000003,Total,Total,969,66600,1218.441273326015,35,3070,56.165386022685695,698603,12780.881814855473
2020-11-02,S92000003,Female,0 to 14,55,1387,330.940161151395,0,0,0,43877,10469.114239970986
